TID,TH
TID_RECRUIT_ROAD_STOP_UNLOCK_YES,ยกเลิก
TID_RECRUIT_ROAD_STOP_UNLOCK_NO,ปลดล็อคต่อไป
TID_RECRUIT_NOW_UNLOCKING_TRANSFER_DESC,โอนเครดิตจากการปลดล็อค <PREVIOUSBRAWLER>
TID_BEAMER,แมนดี้
TID_BEAMER_SHORT_DESC,นักแม่นปืน
TID_BEAMER_DESC,วันไหนน้ำตาลตก ก็แวะไปที่ร้านลูกกวาดสายรุ้งของแมนดี้สิ จำไว้นะเด็กๆ ลูกกวาดของแมนดี้จะทำให้เธอแฮปปี้!
TID_BEAMER_WEAPON,เครื่องจ่ายลูกกวาด
TID_BEAMER_WEAPON_DESC,แมนดี้ยิงลูกกวาดจากเครื่องจ่ายลูกกวาด ขณะที่ยืนนิ่งๆ แมนดี้จะมีโฟกัสมากขึ้นและเพิ่มระยะในการโจมตี
TID_BEAMER_ULTI,เลเซอร์น้ำตาลแสนหวาน
TID_BEAMER_ULTI_DESC,แมนดี้ยิงเลเซอร์น้ำตาลที่ทะลุผ่านศัตรูและสิ่งแวดล้อม ซึ่งจะสร้างความเสียหายอย่างรุนแรง
TID_SPEC_ABI_BEAMER_1,ไม่รอดพ้นสายตา
TID_SPEC_ABI_BEAMER_1_DESC,แมนดี้ยิงลูกกวาดด้วยความเร็วเพิ่มขึ้น <c00cc00><VALUE1>%</c> เมื่อโฟกัส
TID_SPEC_ABI_BEAMER_2,ลูกกวาดแข็งโป๊ก
TID_SPEC_ABI_BEAMER_2_DESC,แมนดี้ได้รับโล่ป้องกัน <c00cc00><VALUE1>%</c> เมื่อโฟกัส
TID_ACCESSORY_BEAMER_GADGET_1,น้ำเชื่อมคาราเมล
TID_ACCESSORY_BEAMER_GADGET_1_DESC,ลูกกวาดเม็ดถัดไปจากเครื่องจ่ายลูกกวาดของแมนดี้ทำให้ศัตรูที่ถูกยิงโดนช้าลงเป็นเวลา <c00cc00><VALUE1></c> วินาที
TID_ACCESSORY_BEAMER_GADGET_2,เศษคุกกี้ป่น
TID_ACCESSORY_BEAMER_GADGET_2_DESC,ลูกกวาดเม็ดถัดไปจากเครื่องจ่ายลูกกวาดของแมนดี้จะทะลุผ่านศัตรูและสิ่งแวดล้อม
TID_GATCHA_SCREEN_GENERIC_POWER_POINTS_DROP_VALUE,<VALUE>
TID_YETI_SAM_SKIN,เยติแซม
TID_YETI_SAM_SKIN_SHOP,เยติแซม
TID_FROST_QUEEN_AMBER_SKIN,ราชินีเยือกเย็น แอมเบอร์
TID_FROST_QUEEN_AMBER_SKIN_SHOP,ราชินีเยือกเย็น\nแอมเบอร์
TID_KRAMPUS_ASH_SKIN,แครมปัส แอช
TID_KRAMPUS_ASH_SKIN_SHOP,แครมปัส แอช
TID_CUPCAKE_DARRYL_SKIN,คัพเค้ก ดารีล
TID_CUPCAKE_DARRYL_SKIN_SHOP,คัพเค้ก\nดารีล
TID_BUZZETTE_SKIN,บัซเซต
TID_BUZZETTE_SKIN_SHOP,บัซเซต
TID_GUMMYBEAR_NITA_SKIN,เยลลี่น้องหมี นิต้า
TID_GUMMYBEAR_NITA_SKIN_SHOP,เยลลี่น้องหมี\nนิต้า
TID_MAGMA_MANDY_SKIN,แม็กม่าแมนดี้
TID_MAGMA_MANDY_SKIN_SHOP,แม็กม่าแมนดี้
TID_PINATA_ASH_SKIN,ปิญญาต้า แอช
TID_PINATA_ASH_SKIN_SHOP,ปิญญาต้า แอช
TID_RIDER_EVE_SKIN,อีฟ นักซิ่งโลกอนาคต
TID_RIDER_EVE_SKIN_SHOP,อีฟ นักซิ่งโลกอนาคต
TID_ARCADE_GRIFF_SKIN,กริฟฟ์ แต้มสูงสุด
TID_ARCADE_GRIFF_SKIN_SHOP,กริฟฟ์\nแต้มสูงสุด
TID_TEDDY_SAM_SKIN,แซม หมีเท็ดดี้
TID_TEDDY_SAM_SKIN_SHOP,แซม\nหมีเท็ดดี้
TID_DARK_CHESTER_SKIN,ดาร์คเชสเตอร์
TID_DARK_CHESTER_SKIN_SHOP,ดาร์ค\nเชสเตอร์
TID_MC_MANDY_SKIN,เอ็มซีแมนดี้
TID_MC_MANDY_SKIN_SHOP,เอ็มซีแมนดี้
TID_RUNAWAY_GRAY_SKIN,เกรย์ นักโทษหลบหนี
TID_RUNAWAY_GRAY_SKIN_SHOP,เกรย์\nนักโทษหลบหนี
TID_CLASSIC_SHELLY_SKIN,คลาสสิค เชลลี่
TID_CLASSIC_SHELLY_SKIN_SHOP,คลาสสิค\nเชลลี่
TID_WF_GUS_SKIN,แชมป์โลก กัส
TID_WF_GUS_SKIN_SHOP,แชมป์โลก\nกัส
TID_RECRUIT_ROAD_INFO_TITLE,ถนน STARR คืออะไร?
TID_RECRUIT_ROAD_INFO_TXT1,มีบรอว์เลอร์ 1 ตัวให้ปลดล็อคในความหายากแต่ละขั้น
TID_RECRUIT_ROAD_INFO_TXT2,เก็บสะสมเครดิตทั้งหมดที่ต้องใช้
TID_RECRUIT_ROAD_INFO_TXT3,ปลดล็อคและเล่นบรอว์เลอร์ตัวใหม่
TID_RECRUIT_ROAD_INFO_TXT4,ปลดล็อคบรอว์เลอร์<c7aff6b>แรร์</c> <c8ccaff>ซูเปอร์แรร์</c> <ce297ff>อีปิค</c> <cff9a9a>มีธิค</c> และ<cfdf01f>เลเจนดารี</c>ได้บนถนน Starr!
TID_RECRUIT_ROAD_INFO_TXT5,อยากเปลี่ยนบรอว์เลอร์ที่จะปลดล็อคใช่ไหม? แตะบรอว์เลอร์ที่คุณกำลังปลดล็อคเพื่อเปลี่ยนตัวเลือกของคุณ
TID_CHROMATIC_SHOP_INFO_TITLE,บรอว์เลอร์โครมาติก
TID_CHROMATIC_SHOP_INFO_TXT1,เก็บสะสมเครดิตโครม่า
TID_CHROMATIC_SHOP_INFO_TXT2,ปลดล็อคบรอว์เลอร์\nโครมาติกที่คุณต้องการด้วยเครดิตโครม่าหรืออัญมณี
TID_CHROMATIC_SHOP_INFO_TXT3,ปลดล็อคบรอว์เลอร์โครมาติกเพิ่มเติมเพื่อเพิ่มตัวเลือก
TID_CHROMATIC_SHOP_INFO_TXT4,บรอว์เลอร์โครมาติกคือบรอว์เลอร์ประจำฤดูกาลที่ปรากฏอยู่บน Brawl Pass ปลดล็อคบรอว์เลอร์โครมาติกตัวล่าสุดได้ที่ขั้นที่ 30 ของ Brawl Pass
TID_GEMGRAB_471,ห้องทดลองของ Juha
TID_NEW_META_REIMBURSEMENT_POPUP_TITLE,ความคืบหน้าเกมแบบใหม่!
TID_NEW_META_REIMBURSEMENT_POPUP_INFO,ตอนนี้มีวิธีใหม่ให้คุณเก็บบรอว์เลอร์และคืบหน้าใน Brawl Stars โดยไม่ต้องพึ่งพาโชคอีกต่อไป\n\nค้นพบวิธีใหม่เพื่อคืบหน้าใน Brawl Stars หลังรับรางวัลในปัจจุบันของคุณ
TID_NEW_META_REIMBURSEMENT_POPUP_BOXES_REMOVED,นำกล่องบรอว์ออก!
TID_NEW_META_REIMBURSEMENT_POPUP_BOXES_REMOVED_DESCRIPTION,บรอว์เลอร์และรางวัลอื่นๆ จะไม่มีให้เก็บจากกล่องบรอว์อีกต่อไป
TID_NEW_META_REIMBURSEMENT_POPUP_REIMBURSEMENT,รางวัลทั้งหมดในตอนนี้จะถูกเก็บโดยอัตโนมัติ
TID_NEW_META_REIMBURSEMENT_POPUP_REIMBURSEMENT_BRAWL_BOXES,กล่องบรอว์ <NUM> กล่อง
TID_NEW_META_REIMBURSEMENT_POPUP_REIMBURSEMENT_BIG_BOXES,กล่องใหญ่ <NUM> กล่อง
TID_NEW_META_REIMBURSEMENT_POPUP_REIMBURSEMENT_MEGA_BOXES,กล่องยักษ์ <NUM> กล่อง
TID_NEW_META_REIMBURSEMENT_POPUP_REIMBURSEMENT_TROPHY_ROAD,รางวัลจากถนนถ้วยรางวัล
TID_NEW_META_REIMBURSEMENT_POPUP_REIMBURSEMENT_BRAWL_PASS_SEASON,รางวัลประจำฤดูกาล <NUM>
TID_NEW_META_REIMBURSEMENT_POPUP_COLLECTED_TITLE,ความคืบหน้าเกมแบบใหม่!
TID_NEW_META_REIMBURSEMENT_POPUP_COLLECTED_DESCRIPTION,รางวัลทั้งหมดของคุณจะถูกเก็บโดยอัตโนมัติ
TID_NEW_META_REIMBURSEMENT_NOTIFICATION_INFO,ตอนนี้มีวิธีใหม่ให้คุณเก็บบรอว์เลอร์และคืบหน้าใน Brawl Stars โดยไม่ต้องพึ่งพาโชคอีกต่อไป รางวัลทั้งหมดของคุณจะถูกเก็บโดยอัตโนมัติ
TID_NEW_META_REIMBURSEMENT_NOTIFICATION_BONUS_CREDITS,คุณได้รับเครดิต <AMOUNT> หน่วยเป็นโบนัสสำหรับ Brawl Pass ฤดูกาล <NUM>
TID_SWITCH_FROM_NEW_TO_ANOTHER_NEW_TITLE,ยกเลิก <CURRENTBRAWLER> และเปลี่ยนเป็น <NEWBRAWLER> หรือไม่?
TID_SWITCH_FROM_NEW_TO_ANOTHER_NEW_DESC,ยกเลิกการปลดล็อค <CURRENTBRAWLER> และโอนเครดิตไปยัง <NEWBRAWLER>
TID_SWITCH_FROM_NEW_TO_ANOTHER_NEW_CROSS_DESC,<CURRENTBRAWLER> จะย้ายไปยังขั้น<RARITY>ขั้นสุดท้ายบนถนน STARR
TID_SWITCH_FROM_NEW_TO_ANOTHER_NEW_CONFIRM,คุณแน่ใจหรือไม่?\n<CURRENTBRAWLER> จะย้ายไปยังขั้น<RARITY>ขั้นสุดท้ายบนถนน STARR
TID_ESPORTS_OFFER_SUBTITLE_STARTING_FROM,เริ่มจาก
TID_POWER_POINTS_INFO_TITLE,กำลังอัปเกรดบรอว์เลอร์!
TID_POWER_POINTS_INFO_TXT1,เก็บค่าพลังและเหรียญ\nใช้เพื่ออัปเกรดบรอว์เลอร์ที่คุณต้องการ!
TID_HERO_INFO_LOCKED_INFO_AVAILABLE_ON_STARR_ROAD,มีในถนน STARR
TID_HERO_INFO_LOCKED_INFO_UNLOCK_MORE_CHROMATIC_BRAWLERS,ปลดล็อคบรอว์เลอร์โครมาติกเพิ่ม <COUNT> ตัว
TID_HERO_INFO_LOCKED_INFO_UNLOCK_WITH_CHROMA_CREDITS,ปลดล็อคเครดิตโครม่า
TID_HERO_INFO_RECRUIT_TOKEN_BAR_TOOL_TIP,<c0450B4>เครดิต</c>มีไว้เพื่อปลดล็อคบรอว์เลอร์\n\nเก็บสะสมเครดิตได้จาก Brawl Pass และถนนถ้วยรางวัล
TID_CHROMATIC_TUTORIAL_TITLE,บรอว์เลอร์โครมาติก
TID_CHROMATIC_TUTORIAL_SUBTITLE,มีให้ปลดล็อคด้วยเครดิตโครม่า!
TID_CHROMATIC_TUTORIAL_DESCRIPTION,บรอว์เลอร์โครมาติกคือบรอว์เลอร์ประจำฤดูกาลซึ่งจะปรากฏอยู่ใน Brawl Pass
TID_CHROMATIC_SHOP_INFO_TXT5,สิ่งใหม่ในฤดูกาลนี้
TID_TAGTEAM_471,จุดจบดราม่า
TID_TAGTEAM_472,แม่น้ำดำทมิฬ
TID_TAGTEAM_473,ศึกดวลสาวแกร่ง
TID_TAGTEAM_474,ฟาดดาบลงทัณฑ์
TID_TAGTEAM_475,ไม่มีข้อแก้ตัว
TID_TAGTEAM_476,กลาดิเอเตอร์
TID_TAGTEAM_477,คนหัวร้อน
TID_BRAWL_PASS_SEASON_15,ดินแดนแห่งลูกกวาด
TID_SKIN_INFO_DARKMAS,สกินวันหยุดไม่หยุดสู้มืดมิด
TID_SKIN_INFO_CANDYLAND,สกินดินแดนแห่งลูกกวาด
TID_SHOP_DARKMAS_SKINS,สกินวันหยุดไม่หยุดสู้มืดมิด
TID_SHOP_CANDYLAND_SKINS,สกินดินแดนแห่งลูกกวาด
TID_SKIN_INFO_CAMPAIGN_DARKMAS_TITLE,วันหยุดไม่หยุดสู้มืดมิด
TID_SKIN_INFO_CAMPAIGN_CANDYLAND_TITLE,ดินแดนแห่งลูกกวาด
TID_DARKMAS_SKINS_INFO,เซ็ตสกิน
TID_CANDYLAND_SKINS_INFO,เซ็ตสกิน
TID_RECRUIT_TOKENS_INFO_TITLE,เครดิต
TID_RECRUIT_TOKENS_INFO_TXT1,เก็บสะสมเครดิตเพื่อปลดล็อคบรอว์เลอร์
TID_UNLOCK_BRAWLERS_INFO_TITLE,กำลังปลดล็อคบรอว์เลอร์
TID_UNLOCK_BRAWLERS_INFO_TXT1,เก็บสะสมเครดิตเพื่อปลดล็อคบรอว์เลอร์\nเริ่มปลดล็อคบรอว์เลอร์ใหม่ตอนนี้ได้เลย!
TID_INFO_BUTTON_LETS_GO,ลุยเลย!
TID_RECRUIT_ROAD_CHOOSE_BRAWLER_SWITCH,เปลี่ยนใจได้ตลอดเวลา!
TID_HERO_INFO_BUY_MISSING_POWER_POINTS1,คุณต้องการค่าพลังอีก <MISSINGPOWERPOINTS> แต้ม
TID_HERO_INFO_BUY_MISSING_POWER_POINTS2,รับค่าพลังที่ขาดไปตอนนี้เลยหรือไม่?
TID_HERO_INFO_BUY_MISSING_POWER_POINTS_GEMS1,คุณต้องการค่าพลังอีก <MISSINGPOWERPOINTS> แต้ม
TID_HERO_INFO_BUY_MISSING_POWER_POINTS_GEMS2,ซื้ออัญมณีเพิ่มอีก <MISSINGGEMS> เม็ดเพื่อซื้อเหรียญที่ขาดไป
TID_HERO_INFO_BUY_BOTH_MISSING_TITLE1,คุณต้องการค่าพลัง <MISSINGPOWERPOINTS> แต้ม
TID_HERO_INFO_BUY_BOTH_MISSING_TITLE2,และเหรียญเพิ่มอีก <MISSINGCOINS> เหรียญ
TID_HERO_INFO_BUY_BOTH_MISSING_TEXT,ซื้อทรัพยากรที่ขาดไปตอนนี้เลยหรือไม่?
TID_HERO_INFO_BUY_BOTH_MISSING_GEMS_TITLE1,คุณต้องการค่าพลัง <MISSINGPOWERPOINTS> แต้ม
TID_HERO_INFO_BUY_BOTH_MISSING_GEMS_TITLE2,และเหรียญเพิ่มอีก <MISSINGCOINS> เหรียญ
TID_HERO_INFO_BUY_BOTH_MISSING_GEMS_TEXT,ซื้ออัญมณีเพิ่มอีก <MISSINGGEMS> เม็ดเพื่อซื้อทรัพยากรที่ขาดไป
TID_CHOOSE_BRAWLER_INFO_TITLE,เลือกบรอว์เลอร์เพื่อปลดล็อคหรือไม่?
TID_CHOOSE_BRAWLER_INFO_TXT1,เลือกบรอว์เลอร์ 1 ตัวเพื่อปลดล็อคที่ความหายากนี้
TID_CHOOSE_BRAWLER_INFO_TXT2,เก็บสะสมเครดิตทั้งหมดที่ต้องใช้เพื่อปลดล็อคบรอว์เลอร์
TID_CHOOSE_BRAWLER_INFO_TXT3,เพื่อเปลี่ยนตัวเลือกในภายหลัง ไปที่บรอว์เลอร์บนถนน Starr
TID_UNLOCK_BRAWLERS_INFO_SPLASH,วิธีใหม่ให้คุณปลดล็อคบรอว์เลอร์!
TID_CHINA_YOOZOO_EXTRA_PRIVACY_BUTTON,个人信息收集清单
TID_BRAWLER_SCREEN_EXISTING_POWER_POINTS,ค่าพลังที่มี:
TID_RESOURCES_YOU_HAVE,คุณมี:
TID_CHROMATIC_COINS_INFO_TITLE,บรอว์เลอร์โครมาติก
TID_CHROMATIC_COINS_INFO_TEXT1,บรอว์เลอร์โครมาติกคือบรอว์เลอร์ประจำฤดูกาลที่มีใน Brawl Pass!\nตอนนี้มีให้ปลดล็อคด้วยเครดิตโครม่า
TID_RECRUIT_ROAD_TUTORIAL,ยินดีต้อนรับสู่ถนน STARR! คุณสามารถเก็บสะสมเครดิตเพื่อปลดล็อคบรอว์เลอร์ใหม่ได้ที่นี่
TID_RECRUIT_ROAD_HELP_TUTORIAL,อ่านตรงนี้เพื่อดูว่าถนน STARR ทำงานอย่างไร
TID_SHOP_DAILY_FREEBIE_JACKPOT,แจ็คพอต!
TID_RANK_POPUP_COLLECT_CREDITS_TO_UNLOCK_NEXT_BRAWLER,เก็บสะสมเครดิตเพื่อปลดล็อค <BRAWLER>
TID_HOMEPAGE_GUIDE_COLLECT_TR_2_CREDITS,คุณมีเครดิตให้เก็บสะสม ปลดล็อคบรอว์เลอร์ใหม่ตอนนี้เลย!
TID_HOMEPAGE_GUIDE_COLLECTED_BRAWL_PASS_CREDITS,คุณได้เก็บสะสมเครดิตเพื่อปลดล็อค <BRAWLER>!
TID_HOMEPAGE_GUIDE_STARR_ROAD_CHECK_HERE,อ่านตรงนี้เพื่อดูว่าถนน STARR ทำงานอย่างไร
TID_CHROMATIC_SHOP_TUTORIAL_1,นี่คือบรอว์เลอร์ประจำฤดูกาลนี้ ปลดล็อคบรอว์เลอร์นี้ได้จาก Brawl Pass
TID_CHROMATIC_SHOP_TUTORIAL_2,ปลดล็อคบรอว์เลอร์โครมาติกตัวอื่นด้วยเครดิตโครม่าหรืออัญมณี
TID_CHROMATIC_SHOP_TUTORIAL_3,แตะที่นี่เพื่อดูว่าถนน STARR ทำงานอย่างไร
TID_SWITCH_TRANSFER,โอนเครดิตจาก <BRAWLER>
TID_SKIN_INFO_CAMPAIGN_LUNAR_BRAWL_2023,สกินวันตรุษจีน 2023
TID_SKIN_INFO_WC_2022,สกินศึกแชมป์โลก 2022
TID_SKIN_INFO_CAMPAIGN_ANNIVERSARY_2022,Brawl Stars ครบรอบปี 2022
TID_HOMEPAGE_GUIDE_CHROMATIC_SHOP_TUTORIAL_1,มาดูว่ามีบรอว์เลอร์โครมาติกตัวไหนบ้าง
TID_HOMEPAGE_GUIDE_CHROMATIC_SHOP_TUTORIAL_2,แตะที่นี่เพื่อดูบรอว์เลอร์โครมาติก
TID_CHROMATIC_HERO_UNLOCK_MORE_TO_PURCHASE_SINGLE,ปลดล็อคบรอว์เลอร์โครมาติกเพิ่ม <NUM> ตัวเพื่อซื้อ <HERO> ด้วยเครดิตโครม่า
TID_PURCHASE_BRAWLER_ERROR_PREVIOUS_CHROMATIC_BRAWLER_COUNT_TOO_SMALL_SINGLE,คุณต้องปลดล็อคบรอว์เลอร์โครมาติกเพิ่ม <NUM> ตัวก่อน
TID_HERO_INFO_LOCKED_INFO_UNLOCK_MORE_CHROMATIC_BRAWLERS_SINGLE,ปลดล็อคบรอว์เลอร์โครมาติกเพิ่ม <COUNT> ตัว
TID_MASTERY_TIER_1,1
TID_MASTERY_TIER_2,2
TID_MASTERY_TIER_3,3
TID_MASTERY_TIER_4,4
TID_MASTERY_TIER_5,5
TID_MASTERY_TIER_6,6
TID_MASTERY_TIER_7,7
TID_MASTERY_TIER_8,8
TID_MASTERY_TIER_9,9
TID_MASTERY_TIER_10,10
TID_REWARD_INFO_RESOURCE_RECRUITTOKENS,รับเครดิต <AMOUNT> แต้มแล้ว
TID_REWARD_INFO_RESOURCE_CHROMATICTOKENS,รับเครดิตโครม่า <AMOUNT> แต้มแล้ว
TID_REWARD_INFO_RESOURCE_FAME,รับชื่อเสียง <AMOUNT> แต้มแล้ว
TID_REWARD_INFO_RESOURCE_POWERPOINTS,รับค่าพลัง <AMOUNT> แต้มแล้ว
TID_EVENT_SLOT_NAME_33,อีเวนท์ชุมชน
TID_EMOTE_CATEGORY_6,ช่อง 1
TID_EMOTE_CATEGORY_INTRO_PINS,อีโมจิเริ่มต้นการต่อสู้
TID_PIN_POPUP_BATTLE_INTRO,แสดงอีโมจินี้เมื่อการต่อสู้เริ่มต้นขึ้น
TID_DETECTIVE_GRAY_SKIN,นักสืบ เกรย์
TID_DETECTIVE_GRAY_SKIN_SHOP,นักสืบ\nเกรย์
TID_CHINA_ENTER_HELPSHIFT_CONVERSATION_TITLE,重要提示
TID_CHINA_ENTER_HELPSHIFT_CONVERSATION_TEXT,为方便您与客服交流，如需要提供已拍摄照片或截图，我们需要获取您设备的相册权限，以及读取存储器的权限。
TID_CHINA_ENTER_HELPSHIFT_CONVERSATION_YES,允许
TID_CHINA_ENTER_HELPSHIFT_CONVERSATION_NO,拒绝
TID_CLAIM_MASTERY_REWARD_ERROR_1,ไม่สามารถรับรางวัลความชำนาญได้ โปรดลองอีกครั้งในภายหลัง
TID_CLAIM_MASTERY_REWARD_ERROR_2,รับรางวัลความชำนาญไปแล้ว
TID_CLAIM_MASTERY_REWARD_ERROR_3,สะสมแต้มความชำนาญเพิ่มเพื่อไปให้ถึงเลเวลนี้!
TID_CLAIM_MASTERY_REWARD_ERROR_4,รับรางวัลเลเวลความชำนาญก่อนหน้าก่อน!
TID_BATTLE_INTRO_OWN_TEAM,ทีมของคุณ
TID_BATTLE_INTRO_ENEMY_TEAM,ทีมศัตรู
TID_SPLITTER,อาร์-ที
TID_SPLITTER_SHORT_DESC,ตัวทำดาเมจ
TID_SPLITTER_DESC,หลงทางใน Starr Park ใช่ไหม? ไม่ต้องกังวลไป! อาร์-ทีจับตาดูคุณอยู่!\nเอิ่ม ไม่ใช่สิ หมายถึงคอยดูแลต่างหาก คอย-ดู-แล
TID_SPLITTER_WEAPON,ระบบล็อคเป้า
TID_SPLITTER_WEAPON_DESC,อาร์-ทียิงกระสุนนัดเดียวซึ่งทำเครื่องหมายบนบรอว์เลอร์ที่ถูกยิงโดน ความเสียหายใดๆ ก็ตามที่เกิดขึ้นกับบรอว์เลอร์ที่มีเครื่องหมายจะทำให้เครื่องหมายหายไปและสร้างความเสียหายพิเศษเพิ่มเติม
TID_SPLITTER_LEGS_WEAPON,กระแสไฟฟ้าสถิตย์
TID_SPLITTER_LEGS_WEAPON_DESC,อาร์-ทีและขาของเขาปล่อยสัญญาณแรงสูงซึ่งสร้างความเสียหายให้กับเป้าหมายรอบๆ
TID_SPLITTER_ULTI_SPLIT,คลื่นเรดาร์
TID_SPLITTER_ULTI_SPLIT_DESC,อาร์-ทีเทเลพอร์ตไปยังขาของเขาในทันทีและรวมร่างอีกครั้งเพื่อรักษาพลังชีวิต <c00cc00><VALUE1></c> หน่วย
TID_SPLITTER_ULTI_WHOLE,โหมดแยกร่าง
TID_SPLITTER_ULTI_WHOLE_DESC,อาร์-ทีแยกร่างเป็นสองส่วนโดยขาของเขาจะถูกทิ้งไว้ที่เดิม ช่วงตัวและขาของเขาจะได้รับพลังโจมตีระยะใกล้อันทรงพลังซึ่งทิ้งเครื่องหมายไว้บนศัตรู อาร์-ทีจะเคลื่อนที่ได้เร็วขึ้นเมื่อตัวกับขาแยกกัน
TID_SPEC_ABI_SPLITTER_1,หน่วยคณิตคิดคำนวณ
TID_SPEC_ABI_SPLITTER_1_DESC,เครื่องหมายจะอยู่นานขึ้นเป็นเวลา <c00cc00><VALUE1></c> วินาที
TID_SPEC_ABI_SPLITTER_2,ระบบสะสมพลังงาน
TID_SPEC_ABI_SPLITTER_2_DESC,อาร์-ทีและขาของเขาจะได้รับความเสียหายน้อยลง <c00cc00><VALUE1>%</c> เมื่อแยกกัน
TID_ACCESSORY_SPLITTER_GADGET_1,เครื่องส่งสัญญาณ
TID_ACCESSORY_SPLITTER_GADGET_1_DESC,อาร์-ทีส่งสัญญาณไปหาขาของเขาที่แยกกันอยู่ ซึ่งจะสร้างความเสียหายให้กับบรอว์เลอร์ศัตรูที่ขวางอยู่ในเส้นทาง <c00cc00><VALUE1></c> หน่วยและทำให้พวกเขาช้าลง
TID_ACCESSORY_SPLITTER_GADGET_2,เครื่องแฮ็กระบบ!
TID_ACCESSORY_SPLITTER_GADGET_2_DESC,กระตุ้นเครื่องหมายทั้งหมดที่อยู่บนบรอว์เลอร์ศัตรูทุกตัวในทันทีและสร้างความเสียหาย
TID_PUPPETEER,วิลโลว์
TID_PUPPETEER_SHORT_DESC,ตัวลดค่าสถานะ
TID_PUPPETEER_DESC,น่ารักไหมไม่รู้\nแต่น่ากลัวแน่นอนไม่ต้องสงสัย\nจอมบงการควบคุมเพียวๆ 100%
TID_PUPPETEER_WEAPON,ตะเกียงคำสาป
TID_PUPPETEER_WEAPON_DESC,วิลโลว์ขว้างตะเกียงและสร้างความเสียหายกับศัตรูที่โดนเป็นระยะเวลาหนึ่ง
TID_PUPPETEER_ULTI,ร่ายคาถา
TID_PUPPETEER_ULTI_DESC,วิลโลว์ยิงลูกอ๊อดหนึ่งตัวใส่บรอว์เลอร์ศัตรูซึ่งจะช่วยเยียวยาพลังชีวิตจนเต็มและเข้าควบคุมจิตใจของบรอว์เลอร์ที่โดน วิลโลว์สามารถใช้ท่าโจมตีพื้นฐานของบรอว์เลอร์ศัตรูและขยับตัวบรอว์เลอร์นั้นๆ ให้เคลื่อนไหวได้ตามใจชอบ คาถาควบคุมจิตใจจะหมดฤทธิ์หลังจากผ่านไป <c00cc00><VALUE1></c> วินาที หรือพลังชีวิตของบรอว์เลอร์ตัวนั้นเหลือ <c00cc00><VALUE2>%</c>
TID_SPEC_ABI_PUPPETEER_1,มนตร์คาถามหาเสน่ห์
TID_SPEC_ABI_PUPPETEER_1_DESC,ตะเกียงคำสาปลดความเร็วในการบรรจุกระสุนของบรอว์เลอร์ที่โดน <c00cc00><VALUE1>%</c>
TID_SPEC_ABI_PUPPETEER_2,โอมมะลึกกึ๊กกึ๋ยย์
TID_SPEC_ABI_PUPPETEER_2_DESC,ศัตรูที่ถูกร่ายคาถาจะได้รับความเร็วในการเคลื่อนที่มากขึ้น <c00cc00><VALUE1>%</c> เมื่อถูกควบคุมจิตใจ
TID_ACCESSORY_PUPPETEER_GADGET_1,ตำราคาถา
TID_ACCESSORY_PUPPETEER_GADGET_1_DESC,ตะเกียงคำสาปครั้งต่อไปของวิลโลว์จะสร้างความเสียหายเพิ่มขึ้น <c00cc00><VALUE1></c> หน่วยโดยจะทำความเสียหายทั้งหมดในทันที แทนที่จะค่อยๆ ทำความเสียหายเป็นระยะเวลาหนึ่ง
TID_ACCESSORY_PUPPETEER_GADGET_2,อาคมดำดิน
TID_ACCESSORY_PUPPETEER_GADGET_2_DESC,วิลโลว์มุดดินเป็นเวลา <c00cc00><VALUE1></c> วินาทีทำให้ศัตรูไม่สามารถล็อคเป้าหมายได้ อย่างไรก็ตามวิลโลว์ไม่สามารถทำอะไรได้ในช่วงเวลานี้
TID_POPUP_GEM_CONFIRM_TITLE,ยืนยันการซื้อ
TID_POPUP_GEM_CONFIRM_GADGET,คุณแน่ใจหรือไม่ว่าต้องการซื้ออุปกรณ์เสริมนี้ด้วยอัญมณี?
TID_POPUP_GEM_CONFIRM_STAR_POWER,คุณแน่ใจหรือไม่ว่าต้องการซื้อพลังดวงดาวนี้ด้วยอัญมณี?
TID_POPUP_GEM_CONFIRM_BRAWLER_UPGRADE,คุณแน่ใจหรือไม่ว่าต้องการอัปเกรดบรอว์เลอร์ตัวนี้ด้วยอัญมณี?
TID_POPUP_GEM_CONFIRM_GEAR,คุณแน่ใจหรือไม่ว่าต้องการซื้อ\nเครื่องมือนี้ด้วยอัญมณี?
TID_POPUP_GEM_CONFIRM_LEVEL_UP,คุณแน่ใจหรือไม่ว่าต้องการเพิ่มเลเวล\nบรอว์เลอร์ตัวนี้ด้วยอัญมณี?
TID_FRIENDLY_GAME_LOCKED,เก็บถ้วยรางวัลให้ถึง <TROPHIES> ถ้วยเพื่อปลดล็อคการต่อสู้ฉันมิตร
TID_MASTERY_LEVEL_START,ความชำนาญ
TID_MASTERY_LEVEL_BRONZE,ทองแดง <TIER>
TID_MASTERY_LEVEL_SILVER,เงิน <TIER>
TID_MASTERY_LEVEL_GOLD,ทอง <TIER>
TID_HERO_MASTERY_POINTS_PROGRESS,<NUM>/<MAX>
TID_HERO_MASTERY_POINTS_BATTLE_PROGRESS,<NUM>/<MAX>
TID_MASTERY_TITLE,ความชำนาญ
TID_MASTERY_FALLBACK_REWARD_DESC,เนื่องจากคุณมีรางวัลความชำนาญนี้อยู่แล้ว คุณจะได้รับ<REWARD>!
