TID,RU
TID_GEMGRAB_49,Открытая местность
TID_BRAWLBALL_47,Выход за линию
TID_KNOCKOUT_16,Берег реки
TID_KNOCKOUT_17,Бурные ключи
TID_HOTZONE_32,Две стороны
TID_BRAWLBALL_48,Строгий выговор
TID_GEMGRAB_50,Обмен кристаллов
TID_GEMGRAB_51,Две крепости
TID_SHOWDOWN_69,Реки в каньоне
TID_SHOWDOWN_70,Морг
TID_RANKED_BATTLE_END_EPIC,Эпическая победа!
TID_RANKED_BATTLE_END_CLOSE,Почти получилось!
TID_JETPACK_GIRL,ДЖАНЕТ
TID_JETPACK_GIRL_SHORT_DESC,СТРЕЛОК
TID_JETPACK_GIRL_DESC,"Джанет — настоящая звезда, которая не стесняется привлекать к себе внимание.\n\nВот бы только её сестра Бонни перестала впутываться в неприятности..."
TID_JETPACK_GIRL_WEAPON,ВЫСОКАЯ НОТА
TID_JETPACK_GIRL_WEAPON_DESC,"Джанет берёт высокую ноту, и чем дольше она её держит, тем сильнее фокусируется атака и увеличивается её дальность."
TID_JETPACK_GIRL_ULTI,КРЕЩЕНДО
TID_JETPACK_GIRL_ULTI_DESC,"Джанет взмывает в воздух на реактивном ранце и может атаковать противников сверху, пока действует её Супер."
TID_SPEC_ABI_JETPACK_GIRL_1,МИЗАНСЦЕНА
TID_SPEC_ABI_JETPACK_GIRL_1_DESC,"Пока реактивный ранец удерживает Джанет в воздухе, на большом расстоянии видно, что происходит в кустах."
TID_SPEC_ABI_JETPACK_GIRL_2,ВОКАЛЬНАЯ РАЗМИНКА
TID_SPEC_ABI_JETPACK_GIRL_2_DESC,Основная атака Джанет фокусируется на <c00cc00><VALUE1> %</c> быстрее.
TID_ACCESSORY_JETPACK_GIRL_GADGET_1,МОЩНЫЕ БАСЫ
TID_ACCESSORY_JETPACK_GIRL_GADGET_1_DESC,"Джанет ставит динамик, который наносит <c00cc00><VALUE1></c> ед. урона в секунду всем противникам в зоне действия, пока не будет уничтожен."
TID_ACCESSORY_JETPACK_GIRL_GADGET_2,ПРОХОД ЗА КУЛИСЫ
TID_ACCESSORY_JETPACK_GIRL_GADGET_2_DESC,"Следующая атака Джанет отбрасывает её назад — даже через стены. Чем сильнее сфокусирована атака, тем дальше отбросит Джанет."
TID_CANNON_GIRL,БОННИ
TID_CANNON_GIRL_SHORT_DESC,СТРЕЛОК
TID_CANNON_GIRL_DESC,"Бонни и её пушка Клайд постоянно попадают в какие-то неприятности. Кто бы мог подумать, что эта милая девочка способна создать столько проблем?"
TID_CANNON_GIRL_WEAPON,МОЛОЧНЫЙ ЗУБ
TID_CANNON_GIRL_WEAPON_DESC,Бонни стреляет из пушки ОГРОМНЫМ зубом.
TID_CANNON_GIRL_ULTI,ПУШЕЧНОЕ ЯДРО
TID_CANNON_GIRL_ULTI_DESC,"Клайд запускает Бонни в воздух. Она может перелетать через препятствия, а приземляясь, наносит урон врагам поблизости."
TID_CANNON_GIRL_SMALL_WEAPON,ТУЗ В РУКАВЕ
TID_CANNON_GIRL_SMALL_WEAPON_DESC,"Бонни взмахивает рукавами, и из них вылетает несколько мелких гранат."
TID_CANNON_GIRL_SMALL_ULTI,КЛАЙД
TID_CANNON_GIRL_SMALL_ULTI_DESC,"Бонни вызывает Клайда, чтобы управлять пушкой изнутри."
TID_SPEC_ABI_CANNON_GIRL_1,ЧЁРНЫЙ ПОРОХ
TID_SPEC_ABI_CANNON_GIRL_1_DESC,Дальность Супера Бонни увеличивается на <c00cc00><VALUE1> %</c>.
TID_SPEC_ABI_CANNON_GIRL_2,ЗУБ МУДРОСТИ
TID_SPEC_ABI_CANNON_GIRL_2_DESC,"При попадании молочный зуб разлетается на осколки, дополнительно наносящие <c00cc00><VALUE1> %</c> урона врагам поблизости."
TID_ACCESSORY_CANNON_GIRL_SPEED,БЫСТРЫЕ УГЛЕВОДЫ
TID_ACCESSORY_CANNON_GIRL_SPEED_DESC,Клайд движется и перезаряжается на <c00cc00><VALUE1> %</c> быстрее в течение <c00cc00><VALUE2></c> с.
TID_ACCESSORY_CANNON_GIRL_DASH,КРАШ-ТЕСТ
TID_ACCESSORY_CANNON_GIRL_DASH_DESC,"Бонни делает рывок вперёд, отбрасывая врагов и нанося <c00cc00><VALUE1></c> ед. урона при попадании."
TID_ACCESSORY_BLOCKED_REQUIRES_CANNON,Требуется Клайд!
TID_ACCESSORY_BLOCKED_REQUIRES_ASSASSIN,Требуется Бонни!
TID_LOGIN_CALENDAR_MISSED,Ты не получаешь оставшиеся награды за вход.
TID_ACCESSORY_POWER_LEVELER_EXTRA_LEVELS,СКАЧОК НАПРЯЖЕНИЯ
TID_ACCESSORY_POWER_LEVELER_EXTRA_LEVELS_DESC,В результате короткого замыкания Вольт улучшается на <c00cc00><VALUE1></c> ур. на <c00cc00><VALUE2></c> с.
TID_ACCESSORY_POWER_LEVELER_SHIELD,СИЛОВОЙ ЩИТ
TID_ACCESSORY_POWER_LEVELER_SHIELD_DESC,В течение <c00cc00><VALUE1> с.</c> Вольт способен преобразовать <c00cc00><VALUE2> %</c> полученного следующим урона в энергию для перезарядки <c00cc00><VALUE3> ед.</c> боеприпасов.
TID_GAME_MODE_27,БОТОБОЙНЯ
TID_GAME_MODE_27_DESC,"Защищайся от вторжения роботов, уничтожая роботов и собирая болты. В матче побеждает команда, первой собравшая <MAX_SCORE> болтов!"
TID_INVASION_INTRO_TEXT,Уничтожь роботов!
TID_NOTIFICATION_INVASION,БОТОБОЙНЯ: доступна новая карта! Вперёд за наградами!
TID_INVASION_1,Деградация
TID_INVASION_2,Раскол
TID_INVASION_3,Вальверде
TID_INVASION_4,Квадрант
TID_INVASION_5,Борьба миров
TID_INVASION_6,Зона поражения
TID_INVASION_7,Прямо в яблочко
TID_INVASION_8,Ку-ку
TID_INVASION_9,Боты атакуют
TID_INVASION_10,Линейные блоки
TID_INVASION_11,Коридор
TID_INVASION_12,Берег реки
TID_INVASION_13,Прощание
TID_INVASION_14,Форты
TID_INVASION_15,Тот самый бот
TID_INVASION_16,Шумное место
TID_SPRAYS_TUTORIAL_TITLE,СПРЕИ
TID_SPRAYS_TUTORIAL_HEADER,ВЫРАЖАЙ СЕБЯ В БОЮ!
TID_BRAWL_PASS_CANCEL_QUEST_REROLL,ОТМЕНИТЬ ОБНОВЛЕНИЕ
TID_BRAWL_PASS_REROLL_QUEST,ОБНОВИТЬ КВЕСТ
TID_BRAWL_PASS_QUEST_REROLL_COUNT,Обновлений: <num>/<max>
TID_BRAWL_PASS_QUEST_REROLL_REFRESH_TIME,До обновления <time>
TID_YOU_HAVE_USED_ALL_REROLLS,"Все обновления использованы! Активируй Brawl Pass, чтобы получить больше."
TID_YOU_HAVE_USED_ALL_REROLLS_HAS_PREMIUM,Все обновления использованы!
TID_QUEST_REROLL_INTRO,"ВЫБЕРИ, КАКОЙ КВЕСТ ОБНОВИТЬ"
TID_QUEST_REROLL_ACCEPT,ПРИНЯТЬ
TID_QUEST_REROLL_REJECT,ОТКЛОНИТЬ
TID_REROLL_NOT_POSSIBLE_FOR_ITEM,Обновление невозможно
TID_CONFIRM_QUEST_REROLL,ОБНОВИТЬ КВЕСТ?
TID_CONFIRM_QUEST_REROLL_DESC,В новом квесте не будет бойца <char> или условия «<type>».\nОсталось обновлений: <rerolls>.
TID_CONFIRM_QUEST_REROLL_DESC_ONLY_TYPE,В новом квесте не будет условия «<type>».\nОсталось обновлений: <rerolls>.
TID_QUEST_TYPE_REQ_WIN,ВЫИГРАЙ БОЙ
TID_QUEST_TYPE_REQ_KILL,ПОБЕДИ ВРАГА
TID_QUEST_TYPE_REQ_DEAL_DAMAGE,НАНЕСИ УРОН
TID_QUEST_TYPE_REQ_HEAL,ВОССТАНОВИ ЗДОРОВЬЕ
TID_QUEST_TYPE_REQ_PLAY_AGAIN,СЫГРАЙ СНОВА
TID_QUEST_TYPE_REQ_TEAM_PLAY,СЫГРАЙ В КОМАНДЕ
TID_QUEST_TYPE_REQ_MODE_SPECIFIC,ВЫПОЛНИ ЗАДАНИЕ В ОПРЕДЕЛЁННОМ РЕЖИМЕ
TID_CHINA_PRIVACY_SHOW_IN_LEADERBOARDS,ПОКАЗЫВАТЬ В СПИСКАХ ЛИДЕРОВ
TID_CHINA_PRIVACY_SHOW_PLAYER_PROFILE,ПОКАЗЫВАТЬ ПРОФИЛЬ ИГРОКА
TID_CHINA_PRIVACY_SHOW_CLUB_DETAILS,ПОКАЗЫВАТЬ ИНФОРМАЦИЮ О КЛУБЕ
TID_CHINA_PRIVACY_ALLOW_SPECTATE,РАЗРЕШИТЬ НАБЛЮДЕНИЕ
TID_CHINA_PRIVACY_INFO_OLD_PLAYERS_TITLE,Внимание!
TID_CHINA_PRIVACY_INFO_OLD_PLAYERS_DESC,"Уважаемый игрок Brawl Stars!\nМы добавили в игру настройки конфиденциальности, которые по умолчанию включены. Вы можете изменить их в разделе «Настройки конфиденциальности» в настройках игры."
TID_CHINA_PRIVACY_INFO_NEW_PLAYERS_TITLE,Внимание!
TID_CHINA_PRIVACY_INFO_NEW_PLAYERS_DESC,"Уважаемый игрок Brawl Stars!\nМы добавили в игру настройки конфиденциальности, которые по умолчанию выключены. Разрешить игре включить их?"
TID_CHINA_PRIVACY_INFO_NEW_PLAYERS_BUTTON_ACCEPT,ПРИНЯТЬ
TID_CHAT_JUST_DISABLED,На вас поступила жалоба в связи с недопустимыми комментариями. Ваш чат отключён на <TIME>
TID_CHAT_UNAVAILABLE,Чат отключён на <TIME>
TID_CHAT_BANNED_REASON,На вас поступила жалоба в связи с недопустимыми комментариями.
TID_CHAT_BANNED_PERIOD_OF,Вы заблокированы в глобальном чате на
TID_CHAT_FAIL_BANNED,Вы заблокированы в чате на <TIME>
TID_CHAT_JUST_BANNED,На вас поступила жалоба в связи с недопустимыми комментариями. Вы заблокированы в чате на <TIME>
TID_TENCENT_CUSTOMER_SUPPORT,Служба поддержки Tencent
TID_SELF_SERVICE_BUTTON,Самопомощь
TID_REPORT_CLUB_CONFIRMATION_TITLE,Пожаловаться на клуб «<NAME>»?
TID_REPORT_CLUB_CONFIRMATION,Точно хочешь сообщить о неприемлемом поведении со стороны клуба «<NAME>»?
TID_REPORT_PLAYER_CONFIRMATION_TITLE,Пожаловаться на игрока <NAME>?
TID_REPORT_PLAYER_CONFIRMATION,Точно хочешь сообщить о неприемлемом поведении игрока <NAME>?
TID_REPORT_BATTLE_PLAYER_CONFIRMATION_TITLE,Пожаловаться на игрока <NAME>?
TID_REPORT_BATTLE_PLAYER_CONFIRMATION,Точно хочешь сообщить о неприемлемом поведении игрока <NAME>?
TID_DELETE_ACCOUNT_TITLE,Удалить учётную запись
TID_UGC_INPUT_FEATURE_UNAVAILABLE,Эта возможность сейчас недоступна.
TID_PLAYER_PROFILE_PRIVATE,Этот игрок скрыл свой профиль.
TID_PLAYER_CLUB_INFO_PRIVATE,Этот игрок скрыл информацию о клубе.
TID_CLAN_RESPONSE_111,Эта возможность сейчас недоступна.
TID_CLAN_RESPONSE_120,Это описание не соответствует требованиям. Попробуй изменить его.
TID_CHINA_LOGIN_DESC_YOOZOO,本公司积极履行《网络游戏行业防沉迷自律公约》抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》、《关于进一步严格管理切实防止未成年人沉迷网络游戏的通知》，所有网络游戏用户均需使用有效身份信息完成账号实名注册后方可进入游戏，认证为未成年的玩家将受到防沉迷功能限制。沪网文【2018】8544-517号、新出网证（沪）字33号 著作权人：SUPERCELL OY 出版单位：上海游族信息技术有限公司 运营单位：上海游族信息技术有限公司 批准文号：国新出审【2020】552号 出版物号：ISBN 978-7-498-07472-0
TID_YOOZOO_LOGIN_AGREEMENTS,"Мной прочитаны и приняты <TOS>, <PP>, <CHILDREN> и <THIRDPARTY>."
TID_YOOZOO_TERMS_CHILDREN,Руководство по защите личных данных ребенка Yoozoo
TID_TERMS_CHILDREN_BUTTON_YOOZOO,Руководство по защите личных данных ребенка Yoozoo
TID_YOOZOO_THIRDPARTY_INFO,"Данные, передаваемые сторонним организациям"
TID_THIRD_PARTY_SHARING_BUTTON_YOOZOO,"Данные, передаваемые сторонним организациям"
TID_YOOZOO_SYSTEM_SETTINGS_BUTTON,Системные настройки
TID_SKIN_PIN_INCLUDED,+ уникальный значок!
TID_SKIN_PINS_INCLUDED,+ уникальный набор значков!
TID_OWN_TEAM_BANS,ЗАПРЕТЫ СИНЕЙ КОМАНДЫ
TID_ENEMY_TEAM_BANS,ЗАПРЕТЫ КРАСНОЙ КОМАНДЫ
TID_PRE_PICK_YOUR_BRAWLER,ПРЕДВЫБОР БОЙЦА
TID_PRE_PICK,ПРЕДВАРИТЕЛЬНЫЙ ВЫБОР
TID_CANCEL,ОТМЕНА
TID_WANTS_TO_PLAY,ХОЧЕТ ВЫБРАТЬ
TID_WANT_TO_PLAY,ХОТЯТ ИГРАТЬ
TID_WANTS_TO_PLAY_MULTIPLE_TEAMMATES,<num> УЧАСТНИКА КОМАНДЫ
TID_BRAWL_PASS_SEASON_11,ЭКСТРИМ-ШОУ
TID_SHOP_STUNTSHOW_SKINS,Скины «Экстрим-шоу»
TID_SHOP_STUNTSHOW_TITLE,ЭКСТРИМ-ШОУ
TID_SHOP_STUNTSHOW_INFO,Комплект скинов
TID_SKIN_INFO_CAMPAIGN_STUNTSHOW,Скин «Экстрим-шоу»
TID_EMOTE_BUNDLE_STUNTSHOW_PACK,Значки для скинов «Экстрим-шоу»
TID_EMOTE_BUNDLE_GOLDENWEEK_PACK,Значки для скинов «Золотая неделя»
TID_SKIN_INFO_CAMPAIGN_GOLDENWEEK,Скин «Золотая неделя»
TID_SHOP_GOLDENWEEK_SKINS,Скины «Золотая неделя»
TID_SHOP_GOLDENWEEK_TITLE,ЗОЛОТАЯ НЕДЕЛЯ
TID_SHOP_GOLDENWEEK_INFO,Комплект скинов
TID_SPRAY_BRAWLER_COMING_SOON,Спрей для этого бойца скоро появится.
TID_SHOP_VILLAINS_SKINS,Скин «Шайка злодеев»
TID_SHOP_VILLAINS_TITLE,ШАЙКА ЗЛОДЕЕВ
TID_SHOP_VILLAINS_INFO,Комплект скинов
TID_EMOTE_BUNDLE_VILLAINS_PACK,Значки для скинов «Шайка злодеев»
TID_SKIN_INFO_CAMPAIGN_VILLAINS,Скин «Шайка злодеев»
TID_HOTZONE_33,Открытая зона
TID_KNOCKOUT_18,Свежий взгляд
TID_TRUE_GOLD_BELLE_SKIN,ЗОЛОТАЯ БЕЛЛЬ
TID_TRUE_GOLD_BELLE_SKIN_SHOP,ЗОЛОТАЯ\nБЕЛЛЬ
TID_TRUE_SILVER_BELLE_SKIN,СЕРЕБРЯНАЯ БЕЛЛЬ
TID_TRUE_SILVER_BELLE_SKIN_SHOP,СЕРЕБРЯНАЯ\nБЕЛЛЬ
TID_TRUE_GOLD_STU_SKIN,ЗОЛОТОЙ СТУ
TID_TRUE_GOLD_STU_SKIN_SHOP,ЗОЛОТОЙ\nСТУ
TID_TRUE_SILVER_STU_SKIN,СЕРЕБРЯНЫЙ СТУ
TID_TRUE_SILVER_STU_SKIN_SHOP,СЕРЕБРЯНЫЙ\nСТУ
TID_TRUE_GOLD_ASH_SKIN,ЗОЛОТОЙ ЭШ
TID_TRUE_GOLD_ASH_SKIN_SHOP,ЗОЛОТОЙ\nЭШ
TID_TRUE_SILVER_ASH_SKIN,СЕРЕБРЯНЫЙ ЭШ
TID_TRUE_SILVER_ASH_SKIN_SHOP,СЕРЕБРЯНЫЙ\nЭШ
TID_TRUE_GOLD_MEG_SKIN,ЗОЛОТАЯ МЭГ
TID_TRUE_GOLD_MEG_SKIN_SHOP,ЗОЛОТАЯ\nМЭГ
TID_TRUE_SILVER_MEG_SKIN,СЕРЕБРЯНАЯ МЭГ
TID_TRUE_SILVER_MEG_SKIN_SHOP,СЕРЕБРЯНАЯ\nМЭГ
TID_TRUE_GOLD_LOLA_SKIN,ЗОЛОТАЯ ЛОЛА
TID_TRUE_GOLD_LOLA_SKIN_SHOP,ЗОЛОТАЯ\nЛОЛА
TID_TRUE_SILVER_LOLA_SKIN,СЕРЕБРЯНАЯ ЛОЛА
TID_TRUE_SILVER_LOLA_SKIN_SHOP,СЕРЕБРЯНАЯ\nЛОЛА
TID_CRASH_TEST_DARRYL_SKIN,КРАШ-ТЕСТЕР ДЭРРИЛ
TID_CRASH_TEST_DARRYL_SKIN_SHOP,КРАШ-ТЕСТЕР\nДЭРРИЛ
TID_BIKER_CARL_SKIN,БАЙКЕР КАРЛ
TID_BIKER_CARL_SKIN_SHOP,БАЙКЕР\nКАРЛ
TID_PYRO_SPIKE_SKIN,ПИРОТЕХНИК СПАЙК
TID_PYRO_SPIKE_SKIN_SHOP,ПИРОТЕХНИК\nСПАЙК
TID_MONSTER_TRUCK_MEG_SKIN,МОНСТР-ТРАКЕР МЭГ
TID_MONSTER_TRUCK_MEG_SKIN_SHOP,МОНСТР-ТРАКЕР\nМЭГ
TID_OVERLORD_BYRON_SKIN,ПОВЕЛИТЕЛЬ БАЙРОН
TID_OVERLORD_BYRON_SKIN_SHOP,ПОВЕЛИТЕЛЬ\nБАЙРОН
TID_GALAXY_STORM_LOLA_SKIN,ГАЛАКТИЧЕСКАЯ ЛОЛА
TID_GALAXY_STORM_LOLA_SKIN_SHOP,ГАЛАКТИЧЕСКАЯ\nЛОЛА
TID_EMPRESS_BONNIE_SKIN,ИМПЕРАТРИЦА БОННИ
TID_EMPRESS_BONNIE_SKIN_SHOP,ИМПЕРАТРИЦА\nБОННИ
TID_TEMPEST_TARA_SKIN,КОЧЕВНИЦА ТАРА
TID_TEMPEST_TARA_SKIN_SHOP,КОЧЕВНИЦА\nТАРА
TID_VALKYRIE_JANET_SKIN,ВАЛЬКИРИЯ ДЖАНЕТ
TID_VALKYRIE_JANET_SKIN_SHOP,ВАЛЬКИРИЯ\nДЖАНЕТ
TID_DARUMA_MRP_SKIN,ДАРУМА МИСТЕР П.
TID_DARUMA_MRP_SKIN_SHOP,ДАРУМА\nМИСТЕР П.
TID_SKIN_INFO_CAMPAIGN_LANTERN,ПЕСКИ ВРЕМЕНИ
TID_ACCESSORY_DRILLER_REBUILD,ПЕРЕСТРОЙКА
TID_ACCESSORY_DRILLER_REBUILD_DESC,Джеки перестраивает окрестности в небольшом радиусе вокруг себя.
TID_ACCESSORY_ASSAULT_SHOTGUN_PROJECTILES,ЛАВИНА МОНЕТ
TID_ACCESSORY_ASSAULT_SHOTGUN_PROJECTILES_DESC,Во время следующей атаки Грифф бросает на <c00cc00><VALUE1> %</c> больше монет.
TID_ACCESSORY_FIRE_DUDE_FLAME_SHIELD,ПЛЯШУЩЕЕ ПЛАМЯ
TID_ACCESSORY_FIRE_DUDE_FLAME_SHIELD_DESC,"Вокруг Амбер на <c00cc00><VALUE2> с.</c> появляются летающие огни (<c00cc00><VALUE3></c>), которые наносят <c00cc00><VALUE1> ед.</c> урона при ударе."
TID_ACCESSORY_MECHA_DUDE_TOWER_RELOAD,ЯЩИК С ИНСТРУМЕНТАМИ
TID_ACCESSORY_MECHA_DUDE_TOWER_RELOAD_DESC,"Мэг ставит ящик с инструментами, который ускоряет перезарядку союзников поблизости на <c00cc00><VALUE1> %</c>, пока не будет уничтожен."
TID_ACCESSORY_ROPE_DUDE_VISION,РЕНТГЕНОВСКИЕ ОЧКИ
TID_ACCESSORY_ROPE_DUDE_VISION_DESC,В течение <c00cc00><VALUE1></c> с. Базз видит сквозь кусты в радиусе действия своего Супера.
TID_LOGIN_CALENDAR_ALREADY_HAVE_BRAWLER,У тебя уже есть этот боец.
TID_LOGIN_CALENDAR_ALREADY_HAVE_GADGET,У тебя уже есть этот гаджет.
TID_LOGIN_CALENDAR_ALREADY_HAVE_STAR_POWER,У тебя уже есть эта звёздная сила.
TID_LOGIN_CALENDAR_FINAL_REWARD_MESSAGE,БЕСПЛАТНЫЙ <cFF92F9>ЭПИЧЕСКИЙ</c> БОЕЦ НА 15-Й ДЕНЬ
TID_LOGIN_CALENDAR_WARNING_MESSAGE,"<cFFB820>НЕ ПРОПУСКАЙ ДНИ,</c> иначе не получишь оставшиеся подарки!"
TID_POWER_LEAGUE_BRAWLER_REQUIREMENT_SELECT,Для игры в этом событии нужно разблокировать хотя бы 12 бойцов.
TID_TEAM_ERROR_134,Для игры в этом событии нужно разблокировать хотя бы 12 бойцов.
TID_MATCHMAKE_FAILED_25,Для игры в этом событии нужно разблокировать хотя бы 12 бойцов.
TID_POWER_LEAGUE_BRAWLER_REQUIREMENT_INVITE,"У игрока недостаточно бойцов, чтобы участвовать в этом событии."
TID_TEAM_ERROR_133,"У игрока недостаточно бойцов, чтобы участвовать в этом событии."
TID_REWARD_SPRAY_SLOT,ДОПОЛНИТЕЛЬНАЯ ЯЧЕЙКА ДЛЯ СПРЕЯ
TID_SPRAY_SLOT_TITLE,ЯЧЕЙКА ДЛЯ СПРЕЯ
TID_KNOCKOUT_19,Место удара
TID_BANKHEIST_31,Руки прочь
TID_LOGIN_CALENDAR_FINAL_REWARD,БЕСПЛАТНЫЙ <cFF92F9>ЭПИЧЕСКИЙ</c> БОЕЦ
TID_LOGIN_CALENDAR_OR,ИЛИ
TID_LOGIN_CALENDAR_BRAWLER_UPGRADED,УЛУЧШЕНИЕ БОЙЦА!
TID_LOGIN_CALENDAR_TOOLTIP_SKIN,"Разблокируй новый скин для бойца!\n\nПолученный скин можно применить на экране бойца. Если у бойца есть хотя бы один скин, выбери бойца и коснись иконки с вешалкой."
TID_LOGIN_CALENDAR_TOOLTIP_CHOOSE_BRAWLER,"Выбери, какого бойца разблокировать следующим!"
TID_LOGIN_CALENDAR_TOOLTIP_UPGRADE_BRAWLER,"Улучши бойца! Каждый новый уровень силы увеличивает запас здоровья, а также урон от атаки и Супера. На 7-м уровне силы открывается ячейка гаджета, а на 9-м — ячейка звёздной силы."
TID_LOGIN_CALENDAR_TOOLTIP_PIN_1,Используй значки для общения в бою. Значки можно выбрать на экране бойца.
TID_LOGIN_CALENDAR_TOOLTIP_PIN_2,Используй значки для общения в бою. Значки можно выбрать на экране бойца.
TID_LOGIN_CALENDAR_TOOLTIP_GADGETS,"Выбери гаджет для бойца. Гаджеты — это дополнительные способности, которые можно применить до 3 раз за бой. Гаджеты каждого бойца уникальны."
TID_LOGIN_CALENDAR_TOOLTIP_STAR_POWER,Выбери звёздную силу для бойца. Звёздные силы — это дополнительные пассивные способности бойца. У каждого бойца есть свои уникальные звёздные силы.
TID_LOGIN_CALENDAR_TUTORIAL_TOOLTIP,"Первый ежедневный подарок уже ждёт тебя!\nКоснись, чтобы ЗАБРАТЬ."
TID_LOGIN_CALENDAR_STARR_PARK,ПАРК СТАРР
TID_LOGIN_CALENDAR_LOYALTY_PROGRAM,ПРОГРАММА ЛОЯЛЬНОСТИ
TID_LOGIN_CALENDAR_TITLE,ПРОГРАММА ЛОЯЛЬНОСТИ ПАРКА СТАРР
TID_REWARD_DESC_PLAYER_ICON_REGULAR,ИКОНКА ИГРОКА
TID_CLUB_LEAGUE_CLUB_COINS_HOW_TO_GET,"Зарабатывай монеты клуба, участвуя в играх клубов."
TID_CLUB_EVENTS_TITLE,ИГРЫ КЛУБОВ
TID_CLUB_EVENTS_LEAGUE_TAB_DAY,ДЕНЬ СОБЫТИЙ
TID_CLUB_EVENTS_LEAGUE_TAB_EVENT_DAY,ДЕНЬ СОБЫТИЙ <NUM>
TID_CLUB_EVENTS_LEAGUE_TAB_EVENT_DAY_COMPLETE,ЗАВЕРШЁН
TID_CLUB_EVENTS_LEAGUE_TAB_SEASON,НЕДЕЛЯ
TID_CLUB_EVENTS_TAB_LEAGUE,ЛИГА
TID_CLUB_EVENTS_TAB_QUESTS,КВЕСТЫ
TID_CLUB_EVENTS_BUTTON_CLUB_SHOP,МАГАЗИН КЛУБА
TID_CLUB_LEAGUE_MEMBER_RANKINGS_NUM_DESC_IS_TOP,В клубе учитываются результаты с 1-го по <TOP>-е место. Твоё место: <NUM>.
TID_CLUB_LEAGUE_MEMBER_RANKINGS_NUM_DESC_NOT_TOP,В клубе учитываются результаты с 1-го по <TOP>-е место. Твоё место: <cF76263><NUM></c>.
TID_CLUB_LEAGUE_MEMBER_RANKINGS_NUM_DESC_NOT_RANKED,В клубе учитываются результаты с 1-го по <TOP>-е место. <cF76263>Ты пока не занимаешь никакого места.</c>
TID_CLUB_INFO_TOP_EVENT_DAY_PLAYER_DIVIDER,В клубе учитываются результаты с 1-го по <TOP>-е место.
TID_CLUB_QUESTS_PLAYER_REWARD_DESC,НАГРАДА КОНЦА НЕДЕЛИ
TID_CLUB_QUESTS_LOCKED_REWARD_DESC,"ВЫПОЛНИ ЛЮБОЙ КВЕСТ КЛУБА, ЧТОБЫ РАЗБЛОКИРОВАТЬ"
TID_CLUB_QUESTS_REWARD_TRACK_OVERLAY,"Набери <POINTS> очков с клубом, чтобы получить эту награду в конце недели!"
TID_CLUB_QUESTS_REWARD_TRACK_OVERLAY_CURRENT,"Это текущая награда, которую можно будет получить в конце недели."
TID_CLUB_QUESTS_REWARD_TRACK_OVERLAY_LOCKED,"Выполни любой квест клуба, чтобы получить эту награду в конце недели!"
TID_CLUB_QUESTS_LEAGUES_BUTTON,ЛИГИ
TID_CLUB_QUESTS_LEAGUES_DESC,"Продвигайтесь в лигах, чтобы увеличить МАКСИМАЛЬНУЮ НАГРАДУ."
TID_CLUB_QUESTS_RANKS_CURRENT_LEAGUE,ТЕКУЩАЯ ЛИГА
TID_CLUB_QUESTS_RANKS_MAX_REWARD,МАКС. НАГРАДА
TID_CLUB_QUESTS_RANKS_MESSAGE,"Максимальная награда зависит от уровня клубной лиги. Продвигайтесь в лигах, чтобы увеличить количество монет клуба в награде!"
TID_CLUB_QUESTS_RANKS_TITLE,ЛИГИ
TID_CLUB_QUESTS_FLOW_NEW_SEASON,Новая неделя!
TID_CLUB_QUESTS_FLOW_SEASON_ENDED,Неделя закончилась!
TID_CLUB_QUESTS_FLOW_CLUB_QUESTS,КВЕСТЫ КЛУБА
TID_CLUB_QUESTS_FLOW_MAX_REWARD,МАКС. НАГРАДА
TID_CLUB_QUESTS_FLOW_BUTTON_GO,ПРИНЯТЬ
TID_CLUB_QUESTS_FLOW_BUTTON_GO_SEASON_START,ВПЕРЁД
TID_CLUB_QUESTS_FLOW_BUTTON_GO_SEASON_END,OK
TID_CLUB_QUESTS_FLOW_SEASON_RANK,Место по итогам недели
TID_CLUB_QUESTS_FLOW_END_OF_SEASON_REWARD,НАГРАДА КОНЦА НЕДЕЛИ
TID_CLUB_QUESTS_FLOW_CLUB_COIN_REWARD,<NUM>/<MAX>
TID_CLUB_QUESTS_DOUBLE_PROGRESS_BADGE,<cFCF044> x2</c>
TID_CLUB_QUESTS_DOUBLE_PROGRESS_DESC,"Сыграй с участником клуба хотя бы раз, чтобы <cFCF044>УДВОИТЬ</c> очки за прохождение квеста."
TID_CLUB_QUESTS_ALL_COMPLETED_DESC,Все квесты клуба этой недели выполнены!
TID_CLUB_QUEST_ALREADY_COMPLETED,Этот квест клуба уже выполнен!
TID_CLUB_QUESTS_SEASON_ENDS_IN_TIME,До конца недели:
TID_CLUB_QUESTS_REWARD_LOCKED_DESC,1 квест разблокирует награду!
TID_CLUB_QUESTS_COMPLETED_NUM,Выполнено квестов: <NUM>/<MAX>
TID_CLUB_QUESTS_TITLE,КВЕСТЫ КЛУБА
TID_CLUB_QUESTS_NEW_SEASON,НОВАЯ НЕДЕЛЯ!
TID_CLUB_QUESTS_SEASON_END_NOTIFICATION,НЕДЕЛЯ КВЕСТОВ КЛУБА ЗАКОНЧИЛАСЬ. В награду ты получаешь <cEE1B39>монеты клуба</c> (<COINS>)!
