TID,DE
TID_CLUB_LEAGUE_BRONZE_I,BRONZE I
TID_CLUB_LEAGUE_BRONZE_II,BRONZE II
TID_CLUB_LEAGUE_BRONZE_III,BRONZE III
TID_CLUB_LEAGUE_SILVER_I,SILBER I
TID_CLUB_LEAGUE_SILVER_II,SILBER II
TID_CLUB_LEAGUE_SILVER_III,SILBER III
TID_CLUB_LEAGUE_GOLD_I,GOLD I
TID_CLUB_LEAGUE_GOLD_II,GOLD II
TID_CLUB_LEAGUE_GOLD_III,GOLD III
TID_CLUB_LEAGUE_DIAMOND_I,DIAMANT I
TID_CLUB_LEAGUE_DIAMOND_II,DIAMANT II
TID_CLUB_LEAGUE_DIAMOND_III,DIAMANT III
TID_CLUB_LEAGUE_MYTHIC_I,MYTHISCH I
TID_CLUB_LEAGUE_MYTHIC_II,MYTHISCH II
TID_CLUB_LEAGUE_MYTHIC_III,MYTHISCH III
TID_CLUB_LEAGUE_LEGENDARY_I,LEGENDÄR I
TID_CLUB_LEAGUE_LEGENDARY_II,LEGENDÄR II
TID_CLUB_LEAGUE_LEGENDARY_III,LEGENDÄR III
TID_CLUB_LEAGUE_MASTERS,MEISTER
TID_CLUB_LEAGUE_TIER_1,I
TID_CLUB_LEAGUE_TIER_2,II
TID_CLUB_LEAGUE_TIER_3,III
TID_CLUB_LEAGUE_SEASON_PROGRESS,WOCHENFORTSCHRITT
TID_CLUB_LEAGUE_SEASON_ENDS_IN,Endet in:
TID_CLUB_LEAGUE_WAITING_FINAL_RESULTS,Warten auf Endergebnisse
TID_CLUB_LEAGUE_WAITING_FINAL_SEASON_RESULTS,Wartet auf Ergebnisse dieser Woche
TID_CLUB_LEAGUE_WAITING_FINAL_SEASON_RESULTS_DESC,"Die Wochenergebnisse werden verarbeitet. Schau später wieder vorbei, um dir die Endergebnisse anzusehen!"
TID_CLUB_LEAGUE_RESULTS_TITLE,Ergebnisse:
TID_CLUB_LEAGUE_SEASON_OVER,WOCHE VORBEI!
TID_CLUB_LEAGUE_SEASON_OVER_2,WOCHE VORBEI
TID_CLUB_LEAGUE_MAX_TROPHIES_AVAILABLE,Max. Trophäen verfügbar
TID_CLUB_LEAGUE_SEASON_PROGRESS_TITLE,WOCHENFORTSCHRITT
TID_CLUB_LEAGUE_SEASON_RESULTS_TITLE,WOCHENERGEBNISSE
TID_CLUB_LEAGUE_ITEM_PROMOTING,AUFSTIEG
TID_CLUB_LEAGUE_ITEM_PROMOTING_MULTIPLE,AUFSTIEG V. <NUM>
TID_CLUB_LEAGUE_ITEM_DEMOTING,ABSTIEG
TID_CLUB_LEAGUE_ITEM_DEMOTING_MULTIPLE,ABSTIEG V. <NUM>
TID_CLUB_LEAGUE_COLUMN_CLUB_NAME,CLUBNAME
TID_CLUB_LEAGUE_COLUMN_DAILY_RANKS,TÄGL. RÄNGE
TID_CLUB_LEAGUE_COLUMN_TOTAL_POINTS,GESAMTPKT.
TID_CLUB_LEAGUE_COLUMN_MAX_REWARD,MAX. BELOHN.
TID_CLUB_LEAGUE_SHOP_DESC,Booste deinen Fortschritt und kaufe exklusive Skins!
TID_CLUB_LEAGUE_SHOP_BUTTON_DESC,BOOSTE DEINEN FORTSCHRITT UND KAUFE EXKLUSIVE SKINS:
TID_CLUB_LEAGUE_BUTTON_VISIT_CLUB_SHOP,ZUM CLUBSHOP
TID_CLUB_LEAGUE_SEASON_END_REWARD_DESC,BELOHNUNG AM ENDE DER WOCHE
TID_CLUB_LEAGUE_SEASON_END_REWARD_CLAIMED,EINGEFORDERT
TID_CLUB_LEAGUE_NOT_YET_RANKED,NOCH KEIN RANG
TID_CLUB_LEAGUE_SEASON_REGISTRATION_CLOSED,ANMELDEPHASE FÜR DIESE WOCHE VORBEI
TID_CLUB_LEAGUE_SPECTATE_THIS_SEASON,BEI WOCHE ZUSEHEN
TID_CLUB_LEAGUE_WAIT_NEXT_SEASON,"Warte bis nächste Woche, um mitzuspielen!"
TID_CLUB_LEAGUE_NEXT_SEASONS_EVENTS,Ereignisse nächster Woche:
TID_CLUB_LEAGUE_NEXT_SEASON_STARTS_TIME,Nächste Woche beginnt in <TIME>
TID_CLUB_LEAGUE_SEASON_TICKETS_REWARD_DESC,Verwende alle Tickets in einer Woche und erhalte deine individuelle maximale Belohnung!
TID_CLUB_LEAGUE_SEASON_TICKETS_PLAYED_TITLE,GESPIELTE TICKETS:
TID_CLUB_LEAGUE_SEASON_TICKETS_PLAYED,<NUM>/<MAX>
TID_CLUB_LEAGUE_SEASON_CLUB_COIN_REWARD,<NUM>/<MAX>
TID_CLUB_LEAGUE_BUY,KAUFEN
TID_CLUB_LEAGUE_BUY_OR,oder
TID_CLUB_LEAGUE_NOT_ENOUGH_TICKETS,NICHT GENUG TICKETS
TID_CLUB_LEAGUE_NEED_MORE_GOLDEN_TICKETS,Benötigte Goldene Tickets: <NUM>
TID_CLUB_LEAGUE_NOT_ENOUGH_GOLDEN_TICKETS_AVAILABLE_TO_PURCHASE,Nicht genug Goldene Tickets zum Kauf verfügbar
TID_CLUB_LEAGUE_FEATURE_UNAVAILABLE,Dieses Feature ist momentan nicht verfügbar.
TID_CLUB_LEAGUE_NOT_IN_LEAGUE,Der Club ist momentan nicht in der Liga.
TID_CLUB_LEAGUE_NO_CURRENT_LEAGUE_SEASON,Der Club ist nicht in der aktuellen Ligawoche!
TID_DUPLICATOR,LOLA
TID_DUPLICATOR_SHORT_DESC,DAMAGE-DEALERIN
TID_DUPLICATOR_DESC,"Lola ist 50 % Fremdenführerin, 50 % Schauspielerin, 100 % Diva und in Brawlywood DIE Hauptdarstellerin.\n\nSie greift mit ihrem Schal an und ihr Superskill ist eine kanalisierte Manifestation ihres Egos."
TID_DUPLICATOR_WEAPON,DIAMANTAUGEN
TID_DUPLICATOR_WEAPON_DESC,Lolas Lieblingsaccessoire ist gleichzeitig ihre Lieblingswaffe! Ihr Schal feuert extravagante kurze Salven aus seinen Augen.
TID_DUPLICATOR_ULTI,GRÖSSENWAHNSINN
TID_DUPLICATOR_ULTI_DESC,"Lola setzt ihr Ego frei und es imitiert jede ihrer Bewegungen. Wenn es zu nah neben Lola steht, richtet es jedoch weniger Schaden an."
TID_SPEC_ABI_DUPLICATOR_1,IMPROVISATION
TID_SPEC_ABI_DUPLICATOR_1_DESC,Mit ihrem letzten Geschoss verursacht Lola <c00cc00><VALUE2> %</c> zusätzlichen Schaden.
TID_SPEC_ABI_DUPLICATOR_2,KUSSHAND
TID_SPEC_ABI_DUPLICATOR_2_DESC,Geschosse aus Lolas Ego heilen getroffene Verbündete um <c00cc00><VALUE1></c> Trefferpunkte.
TID_ACCESSORY_DUPLICATOR_GADGET,STARPOSE
TID_ACCESSORY_DUPLICATOR_GADGET_DESC,Lolas Ego bleibt stehen und nimmt eine Pose ein! Lola erhält <c00cc00><VALUE2></c> Sekunden lang einen Schild von <c00cc00><VALUE1> %</c>.
TID_CLUB_UNLOCK_TITLE_CLUBS,CLUBS
TID_CLUB_UNLOCK_TITLE_UNLOCKED,freigeschaltet!
TID_CLUB_UNLOCK_SEARCHING_FOR_CLUB,Sucht nach dem besten Club für dich ...
TID_CLUB_UNLOCK_CLUB_LEAGUE_TITLE,CLUBLIGA
TID_CLUB_UNLOCK_JOIN_NEXT_SEASON,"Spiel nächste Woche mit, um exklusive Belohnungen zu gewinnen!"
TID_CLUB_UNLOCK_CLUB_FOUND,CLUB GEFUNDEN!
TID_CLUB_UNLOCK_WELCOME_TO_CLUB,WILLKOMMEN IM CLUB!
TID_CLUB_UNLOCK_LETS_GO,LOS GEHT‘S
TID_CLUB_UNLOCK_REQUIRED_TROPHIES,BENÖTIGTE TROPHÄEN
TID_CLUB_UNLOCK_INFO_TITLE,Du bist nun ein Mitglied von:
TID_CLUB_UNLOCK_FOUND_DESC,"Wir glauben, dieser Club könnte perfekt für dich sein! Du kannst ihn natürlich jederzeit verlassen und einen anderen suchen. Du kannst außerdem deinen eigenen gründen!"
TID_CLUB_UNLOCK_FOUND_CLUB_DESC,Willkommen in deinem neuen Club! Kämpfe zusammen mit deinen Clubkameraden und erreiche die Spitze der Ligen!
TID_CLUB_UNLOCK_STAT_TAG,Clubkürzel
TID_CLUB_UNLOCK_STAT_TYPE,Typ
TID_SHOP_BRAWLOWEEN_TITLE,BRAWL-O-WEEN
TID_SHOP_BRAWLOWEEN_INFO,Skinset
TID_SKIN_INFO_BRAWLOWEEN,Brawl-O-Ween-Skin
TID_CLUB_LEAGUE_FLOW_NEW_SEASON,Neue Woche!
TID_CLUB_LEAGUE_FLOW_SEASON_ENDED,Woche ist zu Ende
TID_CLUB_LEAGUE_FLOW_CLUB_LEAGUE,CLUBLIGA
TID_CLUB_LEAGUE_FLOW_DAY_NEW,NEU!
TID_CLUB_LEAGUE_FLOW_EVENT_DAY_STARTED,EREIGNISTAG <NUM> HAT BEGONNEN!
TID_CLUB_LEAGUE_FLOW_EVENT_DAY_ENDED,EREIGNISTAG <NUM> IST VORBEI!
TID_CLUB_LEAGUE_FLOW_BUTTON_GO,Okay
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_SEASON_START,LOS GEHT‘S
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_SEASON_END,Okay
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_DAY_START,LOS GEHT‘S
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_DAY_END,Okay
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_LEAGUE_PROMOTION,Okay
TID_CLUB_LEAGUE_FLOW_SEASON_RANK,Wochenrang
TID_CLUB_LEAGUE_FLOW_END_OF_SEASON_REWARD,BELOHNUNG AM ENDE DER WOCHE
TID_CLUB_LEAGUE_FLOW_TICKETS_PLAYED_TITLE,Gespielte Tickets
TID_CLUB_LEAGUE_FLOW_TICKETS_PLAYED,<NUM><cA4B7E0>/<MAX></c>
TID_CLUB_LEAGUE_FLOW_CLUB_COIN_REWARD,<NUM>/<MAX>
TID_CLUB_LEAGUE_FLOW_PROMOTED,AUFGESTIEGEN
TID_CLUB_LEAGUE_FLOW_TICKET_REFILL,Mehr!
TID_CLUB_LEAGUE_TICKET_REFILL_BUBBLE,Mehr am n. Ereignist.
TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_1,Kauf fehlgeschlagen
TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_NOT_ENOUGH_COINS,Nicht genug Münzen!
TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_NOT_ENOUGH_GEMS,Nicht genug Juwelen!
TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_3,Keine Tickets zum Kauf verfügbar!
TID_CLUB_LEAGUE_SEASON_ENDS_IN_TIME,Woche endet in <TIME>
TID_CLUB_LEAGUE_TICKET_SHOP_TITLE,GOLDENE TICKETS
TID_CLUB_LEAGUE_TICKET_SHOP_INFO,"Du kannst während einer Clubliga-Saison bis zu <cFEA305><NUM> Goldene Tickets</c> einsetzen. Mit ihnen kannst du zusätzliche Matches spielen und mehr Clubtrophäen verdienen. Goldene Tickets können den täglichen Rang deines Clubs an dem Ereignistag verbessern, an dem sie eingesetzt werden.\n\nAm Saisonende übrig gebliebene Goldene Tickets werden automatisch in die nächste Saison übertragen. Goldene Tickets werden nicht bei der Berechnung von Belohnungen zum Saisonende berücksichtigt."
TID_CLUB_LEAGUE_TICKETS_GET_MORE,Bekomme mehr ...
TID_CLUB_LEAGUE_TICKETS_GET_MORE_ONE,Bekomme ein weiteres Goldenes Ticket!
TID_CLUB_LEAGUE_TICKETS_GET_MORE_UP_TO_NUM,Bekomme bis zu <NUM> weitere Goldene Tickets!
TID_CLUB_LEAGUE_TICKETS_NO_MORE_TICKETS,Keine Goldenen Tickets mehr zum Kauf verfügbar
TID_CLUB_LEAGUE_TICKETS_OWNED,Du hast: <NUM>
TID_CLUB_LEAGUE_TICKETS_PLAYED,<NUM>/<MAX> gespielt
TID_CLUB_LEAGUE_YOUR_GOLDEN_TICKETS_THIS_SEASON,Deine Goldenen Tickets diese Saison:
TID_CLUB_LEAGUE_GOLDEN_TICKET_PACK,GOLDENE-TICKETS-PAKET
TID_CLUB_LEAGUE_GOLDEN_TICKET,GOLDENES TICKET
TID_CLUB_LEAGUE_TICKET_OUT_OF_STOCK,Ausverkauft
TID_CLUB_LEAGUE_TICKET_NOT_ENOUGH_SPACE,Nicht genug Platz
TID_CLUB_LEAGUE_GOLDEN_TICKETS_NOT_AVAILABLE,Ticketkäufe sind momentan nicht verfügbar.
TID_CLUB_LEAGUE_GOLDEN_TICKET_TUTORIAL,"Es scheint, als bräuchtest du mehr Tickets, um weiter in der Clubliga zu spielen!\n\nDu kannst pro Saison bis zu <NUM> <cFEA305>Goldene Tickets</c> kaufen und einsetzen! Wenn du sie strategisch nutzt, können Goldene Tickets den täglichen Rang deines Clubs an dem Ereignistag verbessern, an dem sie eingesetzt werden."
TID_CLUB_LEAGUE_EVENT_SCHEDULE_BUTTON,EREIGNISTAGE
TID_CLUB_LEAGUE_EVENT_DAYS_TITLE,EREIGNISTAGE
TID_CLUB_LEAGUE_EVENT_SCHEDULE_DAY_TITLE,EREIGNISTAG <NUM>
TID_CLUB_LEAGUE_EVENTS_TITLE,EREIGNISSE
TID_CLUB_LEAGUE_EVENT_UNLOCKS_AT,Freischaltung auf
TID_CLUB_LEAGUE_SHOW_TICKETS_TOGGLE,<cFFDA14>Maximale</c> Anzahl verfügbarer Clubtrophäen anzeigen
TID_CLUB_LEAGUE_INFO_TITLE,CLUBLIGA-INFO
TID_CLUB_LEAGUE_INFO_PAGE_1_MARKER,Willkommen
TID_CLUB_LEAGUE_INFO_PAGE_1_TITLE,<cFCBC22>WILLKOMMEN BEI DEN CLUBSPIELEN</c>
TID_CLUB_LEAGUE_INFO_PAGE_1_DESC,"Spiele mit deinem Club und verdiene jede Woche Belohnungen im <cFCBC22>Clubshop</c>!\n\nJede Woche ist ein Clubspiel aktiv:\n<cFCBC22>CLUBLIGA-WOCHE</c> - Tritt gegen andere Clubs in der Clubliga an, um die höchste Belohnung zu erhalten und in der Liga aufzusteigen.\n<cFCBC22>CLUBQUEST-WOCHE</c> - Schließe deine 3 Clubquests ab, um Punkte für deinen Club zu verdienen. Je mehr Quests dein Club während der Woche abschließt, desto bessere Belohnungen erhalten alle."
TID_CLUB_LEAGUE_INFO_PAGE_2_MARKER,Clubliga
TID_CLUB_LEAGUE_INFO_PAGE_2_TITLE,<cFCBC22>CLUBLIGA-WOCHE</c>
TID_CLUB_LEAGUE_INFO_PAGE_2_DESC,"Tritt in der Clubliga-Woche gegen 7 andere Clubs in deiner Liga an. Spiele die Clubliga-Events an <cFCBC22>3 verschiedenen Tagen</c> und kämpfe um den höchsten <cFCBC22>Clubtrophäen</c>-Rang. Es kostet <cFCBC22>Tickets</c>, Clubliga-Matches zu spielen.\n\nDer beste Clan erhält die meisten Belohnungen. <cFCBC22>Aufstiege</c> und <cFCBC22>Abstiege</c> finden am Ende der Woche statt.\n\nBonus: Spiel mit anderen Clubmitgliedern, um <cFCBC22>zusätzliche Clubtrophäen</c> in deinen Matches zu erhalten."
TID_CLUB_LEAGUE_INFO_PAGE_3_MARKER,Clubquests
TID_CLUB_LEAGUE_INFO_PAGE_3_TITLE,<cFCBC22>CLUBQUEST-WOCHE</c>
TID_CLUB_LEAGUE_INFO_PAGE_3_DESC,"Während einer Clubquest-Woche musst du <cFCBC22>3 Quests</c> abschließen.\n\nDurch das Abschließen von Clubquests erhält dein Club <cFCBC22>Punkte</c>. Je mehr Punkte dein Club bis zum Ende der Woche verdient, desto höher sind die Belohnungen für alle. Schließe mindestens 1 Clubquest ab, um deine Belohnung zu erhalten.\n\nBonus: Spiele mit einem beliebigen Clubkameraden, um deinen <cFCBC22>Questfortschritt zu verdoppeln</c>."
TID_CLUB_LEAGUE_INFO_PAGE_4_MARKER,Clubshop
TID_CLUB_LEAGUE_INFO_PAGE_4_TITLE,<cFCBC22>WAS IST DER CLUBSHOP?</c>
TID_CLUB_LEAGUE_INFO_PAGE_4_DESC,"Nimm an Clubspielen teil, um <cFCBC22>Clubmünzen</c> zu verdienen. Setze deine Clubmünzen im Clubshop ein!\n\nIm Clubshop kannst du deinen <cFCBC22>Fortschritt um bis zu 50 % beschleunigen</c> und dir <cFCBC22>exklusive Skins</c> holen!"
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_1,SPIELE GEGEN 7 CLUBS
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_2,3 EREIGNISTAGE
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_3,SPIELE EREIGNISSE UND GEWINNE CLUBTROPHÄEN
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_4,GIB AN JEDEM EREIGNISTAG DEIN BESTES ...
TID_CLUB_LEAGUE_INFO_PAGE_1_IMAGE_5,UND ERREICHE DIE SPITZE DER SAISONRANGLISTE!
TID_CLUB_LEAGUE_INFO_PAGE_2_IMAGE_1,EREIGNISSE KOSTEN TICKETS
TID_CLUB_LEAGUE_INFO_PAGE_2_IMAGE_2,DU ERHÄLTST AN JEDEM EREIGNISTAG TICKETS
TID_CLUB_LEAGUE_INFO_PAGE_2_IMAGE_3,NUTZE ALLE DEINE TICKETS FÜR DIE MAXIMALE BELOHNUNG
TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_1,DIE SAISON ENDET NACH EREIGNISTAG 3
TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_2,DIE HÖCHSTPLATZIERTEN CLUBS STEIGEN AUF
TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_3,CLUBS AUF DEN UNTEREN PLÄTZEN STEIGEN AB
TID_CLUB_LEAGUE_INFO_PAGE_3_IMAGE_4,JEDER TEILNEHMER BEKOMMT CLUBMÜNZEN-BELOHNUNGEN
TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_1,SCHAU IM CLUBSHOP VORBEI FÜR ...
TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_2,EXKLUSIVE SKINS!
TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_3,POWERPUNKTE FÜR BELIEBIGEN BRAWLER!
TID_CLUB_LEAGUE_INFO_PAGE_4_IMAGE_4,AUSRÜSTUNGS-\nGEGENSTÄNDE FÜR BRAWLER ÜBER POWERLEVEL 10!
TID_CLUB_LEAGUE_ONBOARDING_TITLE,CLUBLIGA
TID_CLUB_LEAGUE_ONBOARDING_WELCOME,Wöchentlicher Clubwettkampf
TID_CLUB_LEAGUE_ONBOARDING_COMPETE_DESC,8 Clubs nehmen es jede Saison miteinander auf.
TID_CLUB_LEAGUE_ONBOARDING_TAP_TO_CONTINUE,Tippe zum Fortfahren.
TID_CLUB_LEAGUE_ONBOARDING_LETS_GO,LOS GEHT‘S
TID_CLUB_LEAGUE_ONBOARDING_EVENT_DAYS,3 Ereignistage
TID_CLUB_LEAGUE_ONBOARDING_TEAM_UP,Bilde Teams mit deinem Club!
TID_CLUB_LEAGUE_ONBOARDING_EVENTS,EREIGNISSE
TID_CLUB_LEAGUE_ONBOARDING_TICKETS,Mitspielen kostet Tickets.
TID_CLUB_LEAGUE_ONBOARDING_CLUB_TROPHIES,Verdiene Clubtrophäen.
TID_CLUB_LEAGUE_ONBOARDING_MORE_TROPHIES_1,Mehr Trophäen
TID_CLUB_LEAGUE_ONBOARDING_MORE_TROPHIES_2,bedeuten mehr Punkte
TID_CLUB_LEAGUE_ONBOARDING_MORE_TROPHIES_3,für das Erklimmen der Rangliste
TID_CLUB_LEAGUE_ONBOARDING_CLUB_COIN_REWARDS,Clubmünzen-Belohnungen werden am Ende der Woche verliehen!
TID_CLUB_LEAGUE_ONBOARDING_CLUB_SHOP,Gib deine Clubmünzen im Clubshop aus!
TID_CLUB_LEAGUE_ONBOARDING_DAY_1,TAG 1
TID_CLUB_LEAGUE_ONBOARDING_DAY_2,TAG 2
TID_CLUB_LEAGUE_ONBOARDING_DAY_3,TAG 3
TID_CLUB_LEAGUE_SEASON_MAX_REWARD,Max. Belohn.:
TID_CLUB_SHOP_TITLE,CLUBSHOP
TID_CLUB_SHOP_BUTTON,CLUBSHOP
TID_CLUB_SHOP_DESC,Booste deinen Fortschritt und kaufe exklusive Skins!
TID_CLUB_SHOP_SKIN_BRAWLER_LOCKED,Brawler nicht freigesch.
TID_CLUB_SHOP_SKIN_BRAWLER_LOCKED_DESC,"Brawler freischalten, um Skin kaufen zu können!"
TID_CLUB_LEAGUE_SEASON_END_NOTIFICATION,ENDE DER CLUBLIGA-WOCHE: Dein Club hat Rang <RANKING> erreicht. Als Belohnung hast du <COINS> <cEE1B39>Clubmünzen</c> erhalten!
TID_CLUB_LEAGUE_SEASON_END_NOTIFICATION_NO_REWARD,"ENDE DER CLUBLIGA-WOCHE: Dein Club hat Rang <RANKING> erreicht. Du hast jedoch diese Woche nicht mitgespielt. Mach in der nächsten Woche mit, um Clubmünzen zu verdienen!"
TID_CLUB_LEAGUE_SEASON_REWARD_TABLE_TITLE,MAXIMALE BELOHNUNGEN AM ENDE DER WOCHE
TID_CLUB_LEAGUE_SEASON_REWARD_TABLE_SUBTITLE,Nutze alle deine Tickets in einer Woche und erhalte deine maximale Belohnung!
TID_CLUB_LEAGUE_SEASON_REWARD_MAX,MAX.
TID_CLUB_LEAGUE_SEASON_PROMOTING_DESC,Aufstieg in höhere Liga
TID_CLUB_LEAGUE_SEASON_DEMOTING_DESC,Abstieg in niedrigere Liga
TID_CLUB_LEAGUE_LOOKING_FOR_TEAM,Teamsuche:
TID_CLUB_LEAGUE_LOOKING_FOR_PLAYERS,Spielersuche:
TID_CLUB_INFO_TAB_PLAYER_RANKS,SPIELERRÄNGE
TID_CLUB_INFO_TAB_LEAGUE_SEASON,CLUBLIGA-WOCHE
TID_CLUB_INFO_TAB_LEAGUE_EVENT_DAY,EREIGNISTAG <NUM>
TID_CLUB_INFO_TAB_LEAGUE_EVENT_DAY_NONE,EREIGNISTAG
TID_CLUB_MEMBER_LEAGUE_TICKETS,<NUM>/<MAX>
TID_CLUB_UNLOCK_ALREADY_IN_CLUB,Du bist bereits in einem Club!
TID_LOOKING_FOR_CLUB_TEAM_FOUND_SUGGESTION,Es gibt bereits ein Clubteam!
TID_LOOKING_FOR_CLUB_PLAYERS_FOUND_SUGGESTION,Es sind Clubmitglieder online!
TID_CLUB_MIGRATION_POPUP_TITLE,WILLKOMMEN IN DEINEM NEUEN CLUB
TID_CLUB_MIGRATION_POPUP_DESC,"Alle Clubs gehen in der Clubliga an den Start. Dort kann jeder Club bis zu <NUM> Mitglieder haben. Dies ist dein neuer Club für die Teilnahme an diesem Wettkampf.\n\nWir hoffen, du hast Spaß in deinem neuen Club und beim Spielen in den Ligen!"
TID_CLUB_MIGRATION_LETS_GO,AB GEHT‘S!
TID_CLUB_MIGRATION_NEW_CLUB_DESC,Du bist nun ein Mitglied von:
TID_FRIEND_STATUS_POWER_MATCH,Power-Match
TID_CLAN_MEMBER_ONLINE_STATUS_16,<cE8004C>POWER-MATCH</c>
TID_TEAM_MEMBER_STATUS_16,<cE8004C>POWER-MATCH</c>
TID_TEAM_MEMBER_STATUS_NEW_16,POWER-MATCH
TID_CLUB_INFO_COLUMN_TROPHIES,TROPHÄEN
TID_CLUB_INFO_COLUMN_POWER_LEAGUE_RANK,POWER-LIGA-RANG
TID_CLUB_INFO_COLUMN_LAST_ONLINE,STATUS
TID_CLUB_INFO_COLUMN_NAME,NAME
TID_CLUB_INFO_COLUMN_TICKETS_USED,GENUTZTE TICKETS
TID_CLUB_INFO_COLUMN_CLUB_TROPHIES,CLUBTROPHÄEN
TID_BATTLE_LOG_RANKED_CLUB_LEAGUE,CLUBLIGA-POWER-MATCH
TID_BATTLE_LOG_REPLAY_INFO_REPLAYS_RANKED_CLUB_LEAGUE,"Erreiche RANG <RANK>, um Power-Match-Wiederholungen freizuschalten."
TID_RANKED_COOLDOWN_FLOATER_CLUB_LEAGUE,Match kann nicht gestartet werden. Du bist für <TIME> von Clubliga-Power-Matches ausgeschlossen.
TID_MSG_RANKED_CLUB_LEAGUE_ABANDON_MATCH,"Du hast ein Clubliga-Power-Match verlassen, bevor es beendet war. Wiederholte Vorfälle führen zu einem vorübergehenden Ausschluss aus Clubliga-Power-Matches!"
TID_MSG_RANKED_CLUB_LEAGUE_ABANDON_MATCH_BANNED,"Du wurdest vorübergehend von Clubliga-Power-Matches ausgeschlossen, da du zu viele Matches verlassen hast.\n\nWiederholte Verstöße führen zu längeren Sperren."
TID_CLUB_EVENT_INFO_WIN_MATCH,SIEG
TID_CLUB_EVENT_INFO_DRAW_MATCH,UNENTSCHIEDEN
TID_CLUB_EVENT_INFO_LOSE_MATCH,NIEDERLAGE
TID_CLUB_EVENT_INFO_TEAM_UP_RANDOMS,Spiele mit zufälligen Mitspielern
TID_CLUB_EVENT_INFO_TEAM_UP_CLUB_MEMBERS,Spiele mit Clubmitgliedern
TID_CLUB_EVENT_INFO_CLUB_TROPHY_REWARDS,CLUBTROPHÄEN-BELOHNUNGEN
TID_CLUB_LEAGUE_REGISTRATION_CLOSED_RACE_MESSAGE,"Hey! Es scheint, als ob du diese Woche zu spät dran bist, um mitzuspielen.\n\nSchau dich trotzdem um und sieh deinem Club zu, bevor die nächste Woche beginnt!"
TID_CLUB_LEAGUE_REGISTRATION_CLOSED_SHOP_MESSAGE,"Sieh dir an, was es im Clubshop gibt!"
TID_CLUB_LEAGUE_FLOW_END_OF_SEASON_LEADERBOARD_TITLE,Endergebnisse:
TID_CLUB_LEAGUE_TEASER_TITLE,CLUBLIGA
TID_CLUB_LEAGUE_TEASER_JOIN_CLUB,CLUB BEITRETEN
TID_CLUB_LEAGUE_TEASER_MESSAGE,"Tritt mit deinem Club an, um deinen Fortschritt zu boosten und exklusive Skins zu verdienen!"
TID_CLUB_LEAGUE_TEASER_REACH_TROPHIES_TO_UNLOCK,"Erreiche <NUM> Trophäen, um Clubs freizuschalten!"
TID_CLUB_LEAGUE_TEASER_JOIN_A_CLUB,Zum Mitspielen Club beitreten!
TID_CLUB_LEAGUE_TEASER_FIND_OUT_MORE,MEHR ERFAHREN
TID_CLUB_LEAGUE_EVENTS_DAYS_CURRENT_SEASON,Plan für diese Woche:
TID_CLUB_LEAGUE_EVENTS_DAYS_NEXT_SEASON,Plan für nächste Woche:
TID_CLUB_LEAGUE_EVENTS_DAY_STARTS_IN,Beginnt in: <TIME>
TID_CLUB_LEAGUE_EVENTS_DAY_ENDS_IN,Endet in: <TIME>
TID_CLUB_LEAGUE_EVENTS_INFO_BUTTON,WAS IST DIE CLUBLIGA?
TID_CLUB_LEAGUE_EVENT_SCHEDULE_BUTTON_CURRENT_SEASON,AKTUELLE WOCHE
TID_CLUB_LEAGUE_EVENT_SCHEDULE_BUTTON_ENDS_IN,Endet in <TIME>
TID_CLUB_LEAGUE_EVENT_SCHEDULE_BUTTON_NEXT_SEASON,NÄCHSTE WOCHE
TID_CLUB_LEAGUE_EVENT_SCHEDULE_BUTTON_STARTS_IN,Beginnt in <TIME>
TID_CLUBS_MEMBERS_CLUB_TROPHIES,Clubtrophäen
TID_CLUBS_MEMBERS_TICKETS_USED,Genutzte Tickets
TID_CLUBS_MEMBERS_POWER_LEAGUE_RANK,Power-Liga-Rang
TID_CLUB_TEAM_INVITE,BILDE EIN TEAM MIT DEINEN CLUBKAMERADEN
TID_SHOP_SCMAKE_INFO,Skinset
TID_SKIN_GROUP_OWNED,<NUM>/<MAX> im Besitz
TID_SHOP_SCMAKE_SKINS,SUPERCELL-MAKE-SKINS
TID_SKIN_INFO_LEGENDARYSET_SKINS,Legendärer Skin
TID_SHOP_LEGENDARYSET_SKINS_GROUP,Legendäre Skins
