TID,HE
TID_CHINA_LOGIN_AA_POPUP_DESC_YOOZOO,1）本游戏是一款多人实时对战类游戏，适用于年满12周岁及以上的用户，\n建议未成年人在家长监护下使用游戏产品。\n\n2）游戏无明显背景，需要玩家操作各种英雄与队友配合取得胜利，\n游戏有丰富多样的玩法，包含角色养成、竞技等，需要投入一定的时间和精力。\n游戏中存在基于文字的陌生人社交系统，且社交系统的管理遵循相关法律法规。\n\n3）本游戏中有用户实名认证系统，认证为未成年人的用户将接受以下管理：\n游戏中部分玩法和道具需要付费。未满8周岁的用户不能付费：8周岁以上未满16周岁的未成年人用户，单次充值不得超过50元人民币，每月充值金额累计不得超过200元人民币；16周岁以上的未成年人用户，单次充值金额不得超过100元人民币，每月充值金额累计不得超过400元人民币。未成年人仅可在周五、周六、周日和法定节假日每日20时至21时体检1小时网络游戏服务。\n\n4）游戏以竞技为主题，画面精美，玩法多样，能够带给玩家轻松愉悦的游戏氛围，\n游戏中的排位赛有助于调动玩家的积极情绪，在比赛中获胜能够提升玩家的自信心。\n游戏提供了丰富的社交系统，包括战队、好友等，玩家之间可以互相交流，互相配合，\n共同完成游戏任务，有助于促进玩家的社会交流，维持良好的社群关系。
TID_EMOTE_BUNDLE_RETRO_PACK,סיכות רטרופוליס
TID_SKIN_INFO_CAMPAIGN_RETRO,רטרופוליס
TID_SKIN_INFO_CAMPAIGN_RETRO_TITLE,חזרה לרטרופוליס
TID_RETRO_SKINS_INFO,ערכת סקינים
TID_EMOTE_SKINS_PACK_REWARD,אספו את כל הסקינים בערכה זו וקבלו חבילת סיכות בלעדית!
TID_RANDOM_SKIN_SWITCH_TITLE,סקין אקראי
TID_SKIN_GROUP_POPUP_BP,סקין בלעדי ל-Brawl Pass
TID_SKIN_GROUP_POPUP_CHALLENGE,כדאי לזכות בסקין מהאתגר
TID_SKIN_GROUP_POPUP_CHALLENGE_LOCKED,צריך <NUM> גביעים כדי לפתוח אתגרים
TID_SKIN_SELECTOR_RANDOM_MODE_DISABLED,נבחר סקין אחד
TID_SKIN_SELECTOR_RANDOM_MODE_ENABLED,סקין נבחר באופן אקראי מתוך אלו שתבחרו
TID_GEAR_TOKEN_DROP_TITLE,טוקנים לציוד
TID_GEAR_SCRAP_DROP_TITLE,גרוטאות
TID_GEAR_SCRAP,גרוטאות
TID_GEAR_UNLOCK_SLOT,שחרור למשבצת ציוד <NUM>
TID_GEAR_CRAFT_TITLE,רמת <NAME> עיצוב <NUM>?
TID_GEAR_UPGRADE_TITLE,שדרוג <NAME> לרמה <NUM>?
TID_GEAR_CRAFT_BUTTON,עיצוב
TID_GEAR_UPGRADE_BUTTON,שדרוג
TID_GEAR_FOREST_SPEED_TITLE,מהירות
TID_GEAR_STANDING_HEAL_TITLE,בריאות
TID_GEAR_LOW_HEALTH_DAMAGE_TITLE,נזק
TID_GEAR_VISION_TITLE,ראייה
TID_GEAR_SHIELD_TITLE,מגן
TID_GEAR_RELOAD_SPEED_TITLE,מהירות טעינה
TID_GEAR_SUPER_CHARGE_TITLE,טעינת סופר
TID_GEAR_FOREST_SPEED_INFO,מתקבל %<NUM> שיפור מהירות בביצוע תנועה בשיחים.
TID_GEAR_STANDING_HEAL_INFO,חידוש בריאות יעיל יותר ב-%<NUM>
TID_GEAR_LOW_HEALTH_DAMAGE_INFO,נגרם %<NUM> נזק נוסף כשרמת הבריאות של הבראולר שלך נמוכה מ-50%.
TID_GEAR_VISION_INFO,גילוי יריבים למשך <NUM> שניות לאחר שגורמים להם נזק.
TID_GEAR_SHIELD_INFO,תוספת <NUM> בריאות כמגן הניתן לצריכה. המגן מתחדש בתוך 10 שניות במצב בריאות מלא.
TID_GEAR_RELOAD_SPEED_INFO,טעינה מהירה יותר ב-%<NUM>
TID_GEAR_SUPER_CHARGE_INFO,תכונת הסופר נטענת %<NUM> מהר יותר
TID_GEAR_FOREST_SPEED_UPGRADE_INFO,האצת מהירות בשיחים
TID_GEAR_STANDING_HEAL_UPGRADE_INFO,חידוש בריאות אפקטיבי יותר
TID_GEAR_LOW_HEALTH_DAMAGE_UPGRADE_INFO,נזק נוסף במצב נמוך מ-50% בריאות
TID_GEAR_VISION_UPGRADE_INFO,גילוי יריבים לאחר שגורמים להם נזק
TID_GEAR_SHIELD_UPGRADE_INFO,מתקבל מגן שמשפר בריאות
TID_GEAR_RELOAD_SPEED_UPGRADE_INFO,טעינה מהירה יותר
TID_GEAR_SUPER_CHARGE_UPGRADE_INFO,טעינת סופר מהירה יותר
TID_GEAR_FOREST_SPEED_UPGRADE_TARGET,חיזוק מהירות
TID_GEAR_STANDING_HEAL_UPGRADE_TARGET,בונוס חידוש בריאות %
TID_GEAR_LOW_HEALTH_DAMAGE_UPGRADE_TARGET,תוספת נזק
TID_GEAR_VISION_UPGRADE_TARGET,שניות גילוי
TID_GEAR_SHIELD_UPGRADE_TARGET,מגן בריאות
TID_GEAR_RELOAD_SPEED_UPGRADE_TARGET,מהירות טעינה
TID_GEAR_SUPER_CHARGE_UPGRADE_TARGET,קצב טעינת סופר
TID_GEAR_SUPER_HEALTH_TITLE,ראש טוב
TID_GEAR_SUPER_HEALTH_INFO,הראש של טיק משיג <NUM> תוספת בריאות.
TID_GEAR_SUPER_HEALTH_UPGRADE_INFO,הראש של טיק משיג תוספת בריאות
TID_GEAR_SUPER_HEALTH_UPGRADE_TARGET,בריאות הראש
TID_GEAR_POISON_DURATION_TITLE,רעל בעל השפעה מתמשכת
TID_GEAR_POISON_DURATION_INFO,מגביר את הנזק הנגרם מהרעל של קרואו ב-<NUM>.
TID_GEAR_POISON_DURATION_UPGRADE_INFO,מגביר את הנזק הנגרם מהרעל של קרואו
TID_GEAR_POISON_DURATION_UPGRADE_TARGET,רעל בעל השפעה מתמשכת
TID_GEAR_SLOW_INCREASE_TITLE,קוצים דביקים
TID_GEAR_SLOW_INCREASE_INFO,תכונת הסופר של ספייק מאיטה באופן יעיל יותר ב-%<NUM>.
TID_GEAR_SLOW_INCREASE_UPGRADE_INFO,תכונת הסופר של ספייק מאיטה באופן יעיל יותר
TID_GEAR_SLOW_INCREASE_UPGRADE_TARGET,קוצים דביקים
TID_GEAR_SMOKE_DURATION_TITLE,עשן מתמשך
TID_GEAR_SMOKE_DURATION_INFO,פצצת העשן של לאון נמשכת <NUM> שניות יותר.
TID_GEAR_SMOKE_DURATION_UPGRADE_INFO,פצצת העשן של לאון נמשכת זמן רב יותר
TID_GEAR_SMOKE_DURATION_UPGRADE_TARGET,עשן מתמשך
TID_GEAR_SUPER_SHIELD_TITLE,סערה מעייפת
TID_GEAR_SUPER_SHIELD_INFO,אויבים הנקלעים לסערה של סנדי גורמים %<NUM> פחות נזק.
TID_GEAR_SUPER_SHIELD_UPGRADE_INFO,אויבים הנקלעים לסערה של סנדי גורמים פחות נזק
TID_GEAR_SUPER_SHIELD_UPGRADE_TARGET,סערה מעייפת
TID_GEAR_SUPER_RANGE_TITLE,עבודת יד
TID_GEAR_SUPER_RANGE_INFO,האריכו את טווח היד הקסומה של ג‘ין.
TID_GEAR_SUPER_RANGE_UPGRADE_INFO,היד הקסומה של ג‘ין מגיעה רחוק יותר
TID_GEAR_SUPER_RANGE_UPGRADE_TARGET,עבודת יד
TID_GEAR_UPGRADED,הציוד שודרג!
TID_GEAR_TITLE,ציוד
TID_GEAR_NAME_LEVEL_TITLE,<NAME> רמה <NUM>
TID_GEAR_LEVEL_TITLE,רמה <NUM>
TID_GEAR_NOT_ENOUGH_GEAR_SCRAP,אין מספיק גרוטאות ציוד!
TID_GEAR_NOT_ENOUGH_GEAR_TOKENS,אין מספיק טוקנים לציוד!
TID_GEAR_LOCKED,צריך לשדרג את הבראולר שלך לרמה <NUM> כדי לקבל גישה לציוד
TID_GEAR_LOCKED_2,צריך לשדרג את הבראולר שלך לרמה <NUM> כדי לקבל גישה לציוד הזה
TID_GEAR_UPGRADE_MAXED_OUT,הציוד הזה כבר ברמה המקסימלית!
TID_GEAR_VALUE_PERCENT,%<NUM>
TID_GEAR_UPGRADE_VALUE,<OLDNUM> <c00ff00>+<NUM></c>
TID_GEAR_UPGRADE_VALUE_PERCENT,% <OLDNUM><c00ff00>+%<NUM></c>
TID_GEAR_INFO,ציוד: <cde9700><NAME></c>\n<DESC>
TID_GEAR_IN_SLOT,ציוד <SLOT>
TID_GEAR_ALREADY_SELECTED_IN_SLOT,ציוד זה כבר נבחר במשבצת אחרת
TID_ITEMS_TITLE,פריטים
TID_TEAMUP_YOUR_SETTINGS_TITLE,הגדרות אישיות
TID_TRUE_SILVER_BROCK_SKIN,יציקת ברוק מכסף
TID_TRUE_GOLD_BROCK_SKIN,יציקת ברוק מזהב
TID_TRUE_SILVER_BROCK_SKIN_SHOP,יציקת ברוק\nמכסף
TID_TRUE_GOLD_BROCK_SKIN_SHOP,יציקת ברוק\nמזהב
TID_TRUE_SILVER_POCO_SKIN,יציקת פוקו מכסף
TID_TRUE_GOLD_POCO_SKIN,יציקת פוקו מזהב
TID_TRUE_SILVER_POCO_SKIN_SHOP,יציקת פוקו\nמכסף
TID_TRUE_GOLD_POCO_SKIN_SHOP,יציקת פוקו\nמזהב
TID_TRUE_SILVER_MAX_SKIN,יציקת מקס מכסף
TID_TRUE_GOLD_MAX_SKIN,יציקת מקס מזהב
TID_TRUE_SILVER_MAX_SKIN_SHOP,יציקת מקס\nמכסף
TID_TRUE_GOLD_MAX_SKIN_SHOP,יציקת מקס\nמזהב
TID_TRUE_SILVER_PAM_SKIN,יציקת פאם מכסף
TID_TRUE_GOLD_PAM_SKIN,יציקת פאם מזהב
TID_TRUE_SILVER_8-BIT_SKIN_SHOP,יציקת ביט 8\nמכסף
TID_TRUE_GOLD_8-BIT_SKIN_SHOP,יציקת ביט 8\nמזהב
TID_TRUE_SILVER_8-BIT_SKIN,יציקת ביט 8 מכסף
TID_TRUE_GOLD_8-BIT_SKIN,יציקת ביט 8 מזהב
TID_TRUE_SILVER_PAM_SKIN_SHOP,יציקת פאם\nמכסף
TID_TRUE_GOLD_PAM_SKIN_SHOP,יציקת פאם\nמזהב
TID_GLADIATOR_COLETTE_SKIN,סופיה הגלדיאטורית
TID_GLADIATOR_COLETTE_SKIN_SHOP,סופיה\nהגלדיאטורית
TID_V8-BIT_SKIN,V8-BIT
TID_V8-BIT_SKIN_SHOP,V8-BIT
TID_TEAM_LOOKING_2,קבוצה מחפשת שחקנים:
TID_TEAM_PLAYER_2,אני מחפש/ת קבוצה:
TID_TEAM_INVITE_TEAM_UP,יש לך הזמנה להצטרף לקבוצה מ <NAME>!
TID_TEAM_INVITE_API,הוזמנת להצטרף לתחרות טורניר!
TID_SHOWDOWN_63,ערוץ נחל יבש
TID_SHOWDOWN_66,חורבות
TID_KNOCKOUT_13,הנקמה של לואיס
TID_KNOCKOUT_15,עוף-חול זוהר
TID_GEMGRAB_45,מנוקב
TID_GEMGRAB_46,מכרה יהלומים
TID_BOUNTY_23,אזור חשמלי
TID_BOUNTY_24,כוח הקובייה
TID_BRAWLBALL_45,אחיזה איתנה
TID_BRAWLBALL_46,קידוד בינארי
TID_SIEGE_23,טבעת רובוטית
TID_SIEGE_24,מלבנים לבנים
TID_HEIST_30,סמטת דיאגונל
TID_HEIST_32,נקיק הנחשים
TID_HOTZONE_29,לילה במוזיאון
TID_HOTZONE_31,אזור סכנה
TID_CLUB_LEAGUE_TITLE,ליגת מועדונים
TID_CLUB_LEAGUE_HOMESCREEN_TITLE,ליגת מועדונים
TID_CLUB_LEAGUE_NAME,ליגת <LEAGUE>
TID_CLUB_LEAGUE_TAB_PROGRESS,התקדמות
TID_CLUB_LEAGUE_TAB_REWARDS,פרסים
TID_CLUB_LEAGUE_BUTTON_TICKETS,כרטיסים:
TID_CLUB_LEAGUE_EVENT_DAY,יום אירוע <MAX>/<NUM>
TID_CLUB_LEAGUES_BUTTON_EVENT_DAY,יום אירוע <DAY>
TID_CLUB_LEAGUES_BUTTON_DAY_NEW,יום חדש!
TID_CLUB_LEAGUES_BUTTON_NEXT_EVENTS,האירועים הבאים
TID_CLUB_LEAGUES_BUTTON_RACE_COOLDOWN_DESC,יום האירוע הבא בעוד:
TID_CLUB_LEAGUES_BUTTON_SEASON_COOLDOWN_DESC,השבוע הבא מתחיל בעוד:
TID_CLUB_LEAGUES_BUTTON_SEASON_RANK,דירוג השבוע: <RANK>
TID_CLUB_LEAGUES_BUTTON_SEASON_RANK_NOT_RANKED,אין דירוג השבוע
TID_CLUB_LEAGUES_BUTTON_JOIN_CLUB_DESC,הצטרף/י למועדון כדי לשחק
TID_CLUB_LEAGUES_BUTTON_REGISTRATION_CLOSED,ההרשמה נסגרה
TID_CLUB_LEAGUE_EVENT_TIME_LEFT,נותרו <TIME>
TID_CLUB_LEAGUE_EVENT_RACE_COOLDOWN_DESC,יום האירוע הבא מתחיל ב:
TID_CLUB_LEAGUE_EVENT_RACE_COOLDOWN_TIME,<TIME>
TID_CLUB_LEAGUE_EVENT_SEASON_COOLDOWN_TIME,השבוע הבא מתחיל בעוד: <TIME>
TID_CLUB_LEAGUE_EVENT_SEASON_COOLDOWN_TITLE,ליגת מועדונים
TID_CLUB_LEAGUE_EVENT_SEASON_NEXT_EVENTS,אירועי השבוע הבא:
TID_CLUB_LEAGUE_TICKETS_PER_PLAY,<NUM> <cA4B7E0>לכל משחק</c>
TID_CLUB_LEAGUE_TROPHIES_MAX_PER_WIN,מקס‘/ניצחון
TID_CLUB_LEAGUE_EVENT_TROPHY_WIN_DESC,ניצחון עם קבוצת מועדון:
TID_CLUB_LEAGUE_TEAM_MEMBERS_NO_TEAM,לא בקבוצת מועדון
TID_CLUB_LEAGUE_TEAM_MEMBERS_PARTIAL,<NUM>/<MAX> חברי מועדון בקבוצה
TID_CLUB_LEAGUE_TEAM_MEMBERS_CLUB,בקבוצת מועדון
TID_CLUB_LEAGUE_TEAM_MEMBERS_FULL,קבוצת מועדון מלאה
TID_CLUB_LEAGUE_TROPHY_REWARD_PER_WIN,<NUM><cFFFFFF>/ניצחון</c>
TID_CLUB_LEAGUE_WARNING_NOT_IN_LEAGUE,המועדון אינו בליגה
TID_CLUB_LEAGUE_WARNING_WAITING_LEAGUE,ממתינים לתחילת הליגה
TID_CLUB_LEAGUE_WARNING_NOT_ENOUGH_TICKETS,אין מספיק כרטיסים!
TID_CLUB_LEAGUE_WARNING_MORE_TICKETS_NEEDED,נדרשים עוד <NUM> כרטיסים
TID_CLUB_LEAGUE_WARNING_MORE_TICKETS_NEEDED_SINGLE,נדרש עוד כרטיס <NUM>
TID_CLUB_LEAGUE_WARNING_NOT_ENOUGH_TICKETS_FLOATER,אין מספיק כרטיסים כדי לשחק!
TID_BATTLE_END_CLUB_LEAGUE_TEAM_BONUS,בונוס קבוצתי
TID_EVENT_NAME_CLUB_LEAGUE_COMPETITIVE,משחק כוח
TID_EVENT_LOCATION_CLUB_LEAGUE_COMPETITIVE_DESC,הטוב מ-3
TID_CLUB_LEAGUE_BRONZE_I,ארד I
TID_CLUB_LEAGUE_BRONZE_II,ארד II
TID_CLUB_LEAGUE_BRONZE_III,ארד III
TID_CLUB_LEAGUE_SILVER_I,כסף I
TID_CLUB_LEAGUE_SILVER_II,כסף II
TID_CLUB_LEAGUE_SILVER_III,כסף III
TID_CLUB_LEAGUE_GOLD_I,זהב I
TID_CLUB_LEAGUE_GOLD_II,זהב II
TID_CLUB_LEAGUE_GOLD_III,זהב III
TID_CLUB_LEAGUE_DIAMOND_I,יהלום I
TID_CLUB_LEAGUE_DIAMOND_II,יהלום II
TID_CLUB_LEAGUE_DIAMOND_III,יהלום III
TID_CLUB_LEAGUE_MYTHIC_I,מדהים I
TID_CLUB_LEAGUE_MYTHIC_II,מדהים II
TID_CLUB_LEAGUE_MYTHIC_III,מדהים III
TID_CLUB_LEAGUE_LEGENDARY_I,אגדי I
TID_CLUB_LEAGUE_LEGENDARY_II,אגדי II
TID_CLUB_LEAGUE_LEGENDARY_III,אגדי III
TID_CLUB_LEAGUE_MASTERS,מאסטר
TID_CLUB_LEAGUE_TIER_1,I
TID_CLUB_LEAGUE_TIER_2,II
TID_CLUB_LEAGUE_TIER_3,III
TID_CLUB_LEAGUE_SEASON_PROGRESS,התקדמות שבועית
TID_CLUB_LEAGUE_SEASON_ENDS_IN,מסתיים בעוד:
TID_CLUB_LEAGUE_WAITING_FINAL_RESULTS,ממתין לתוצאות סופיות
TID_CLUB_LEAGUE_WAITING_FINAL_SEASON_RESULTS,בהמתנה לתוצאות השבוע
TID_CLUB_LEAGUE_WAITING_FINAL_SEASON_RESULTS_DESC,תוצאות השבוע מחושבות כעת. חזרו מאוחר יותר לקבלת התוצאות הסופיות!
TID_CLUB_LEAGUE_RESULTS_TITLE,תוצאות:
TID_CLUB_LEAGUE_SEASON_OVER,השבוע עבר!
TID_CLUB_LEAGUE_SEASON_OVER_2,השבוע עבר!
TID_CLUB_LEAGUE_MAX_TROPHIES_AVAILABLE,מקסימום גביעים זמינים
TID_CLUB_LEAGUE_SEASON_PROGRESS_TITLE,התקדמות שבועית
TID_CLUB_LEAGUE_SEASON_RESULTS_TITLE,תוצאות השבוע
TID_CLUB_LEAGUE_ITEM_PROMOTING,העפלה
TID_CLUB_LEAGUE_ITEM_PROMOTING_MULTIPLE,העפלה X<NUM>
TID_CLUB_LEAGUE_ITEM_DEMOTING,ירידה
TID_CLUB_LEAGUE_ITEM_DEMOTING_MULTIPLE,ירידה X<NUM>
TID_CLUB_LEAGUE_COLUMN_CLUB_NAME,שם מועדון
TID_CLUB_LEAGUE_COLUMN_DAILY_RANKS,דירוג יומי
TID_CLUB_LEAGUE_COLUMN_TOTAL_POINTS,סה\qכ נקודות
TID_CLUB_LEAGUE_COLUMN_MAX_REWARD,פרס מקסימלי
TID_CLUB_LEAGUE_SHOP_DESC,הגבירו את ההתקדמות שלכם וקנו סקינים בלעדיים!
TID_CLUB_LEAGUE_SHOP_BUTTON_DESC,הגבירו את ההתקדמות שלכם וקנו סקינים בלעדיים:
TID_CLUB_LEAGUE_BUTTON_VISIT_CLUB_SHOP,ביקור בחנות המועדון
TID_CLUB_LEAGUE_SEASON_END_REWARD_DESC,פרס הסופ\qש שלך
TID_CLUB_LEAGUE_SEASON_END_REWARD_CLAIMED,מומש
TID_CLUB_LEAGUE_NOT_YET_RANKED,טרם דורג
TID_CLUB_LEAGUE_SEASON_REGISTRATION_CLOSED,ההרשמה השבועית נסגרה
TID_CLUB_LEAGUE_SPECTATE_THIS_SEASON,צפו בשבוע זה
TID_CLUB_LEAGUE_WAIT_NEXT_SEASON,המתינו לשבוע הבא כדי לשחק!
TID_CLUB_LEAGUE_NEXT_SEASONS_EVENTS,אירועי השבוע הבא:
TID_CLUB_LEAGUE_NEXT_SEASON_STARTS_TIME,השבוע הבא מתחיל בעוד <TIME>
TID_CLUB_LEAGUE_SEASON_TICKETS_REWARD_DESC,שימוש בכל הטוקנים השבוע יזכה אותך בפרס אדיר ובלעדי!
TID_CLUB_LEAGUE_SEASON_TICKETS_PLAYED_TITLE,כרטיסים ששיחקת:
TID_CLUB_LEAGUE_SEASON_TICKETS_PLAYED,<MAX>/<NUM>
TID_CLUB_LEAGUE_SEASON_CLUB_COIN_REWARD,<MAX>/<NUM>
TID_CLUB_LEAGUE_BUY,קניה
TID_CLUB_LEAGUE_BUY_OR,או
TID_CLUB_LEAGUE_NOT_ENOUGH_TICKETS,אין מספיק כרטיסים
TID_CLUB_LEAGUE_NEED_MORE_GOLDEN_TICKETS,צריך עוד <NUM> כרטיס/י זהב כדי לשחק!
TID_CLUB_LEAGUE_NOT_ENOUGH_GOLDEN_TICKETS_AVAILABLE_TO_PURCHASE,אין מספיק כרטיסי זהב זמינים לרכישה
TID_CLUB_LEAGUE_FEATURE_UNAVAILABLE,תכונה זו לא זמינה כרגע
TID_CLUB_LEAGUE_NOT_IN_LEAGUE,המועדון אינו בליגה כעת
TID_CLUB_LEAGUE_NO_CURRENT_LEAGUE_SEASON,המועדון אינו בשבוע הליגה הנוכחי!
TID_DUPLICATOR,לולה
TID_DUPLICATOR_SHORT_DESC,גורמת נזק
TID_DUPLICATOR_DESC,"לולה היא קצת מדריכה וקצת שחקנית, אבל דיווה בנשמה. לולה היא האישה המובילה בבראוליווד.\n\nהיא תוקפת באמצעות הצעיף שלה ותכונת הסופר שלה היא הפגנת אגו מתועלת היטב."
TID_DUPLICATOR_WEAPON,עיני יהלומים
TID_DUPLICATOR_WEAPON_DESC,האביזר האהוב על לולה הוא גם הנשק האהוב עליה! הוא יורה מהעיניים בפרצים קצרים וברוב טקס.
TID_DUPLICATOR_ULTI,מגלומניה
TID_DUPLICATOR_ULTI_DESC,"לולה משחררת את האגו שלה שמחקה כל תנועה שלה. אם הוא קרוב מדי ללולה, הוא גורם פחות נזק."
TID_SPEC_ABI_DUPLICATOR_1,אלתור
TID_SPEC_ABI_DUPLICATOR_1_DESC,"כשהיא מגיעה לסיבוב האחרון, לולה גורמת <c00cc00>%<VALUE2></c> נוספים של נזק."
TID_SPEC_ABI_DUPLICATOR_2,חתום בנשיקה
TID_SPEC_ABI_DUPLICATOR_2_DESC,קליעים מהאגו של לולה ירפאו בעלי ברית שנקלעים בדרכם ב-<c00cc00><VALUE1></c> בריאות.
TID_ACCESSORY_DUPLICATOR_GADGET,עוצרים להצטלם
TID_ACCESSORY_DUPLICATOR_GADGET_DESC,האגו של לולה עוצר כדי לעשות פוזה! הוא צובר <c00cc00>%<VALUE1></c> מגן למשך <c00cc00><VALUE2></c> שניות.
TID_CLUB_UNLOCK_TITLE_CLUBS,מועדונים
TID_CLUB_UNLOCK_TITLE_UNLOCKED,קיבלת גישה!
TID_CLUB_UNLOCK_SEARCHING_FOR_CLUB,מתאים לך את המועדון הטוב ביותר...
TID_CLUB_UNLOCK_CLUB_LEAGUE_TITLE,ליגת מועדונים
TID_CLUB_UNLOCK_JOIN_NEXT_SEASON,הצטרפו בשבוע הבא כדי לזכות בפרסים בלעדיים!
TID_CLUB_UNLOCK_CLUB_FOUND,נמצא מועדון!
TID_CLUB_UNLOCK_WELCOME_TO_CLUB,ברוכים הבאים למועדון!
TID_CLUB_UNLOCK_LETS_GO,קדימה!
TID_CLUB_UNLOCK_REQUIRED_TROPHIES,גביעים נדרשים
TID_CLUB_UNLOCK_INFO_TITLE,הצטרפת למועדון:
TID_CLUB_UNLOCK_FOUND_DESC,"אנחנו חושבים שהמועדון הזה מתאים לך בדיוק! אפשר תמיד לעזוב ולחפש מועדון אחר. לחלופין, אפשר גם להקים אחד משלך!"
TID_CLUB_UNLOCK_FOUND_CLUB_DESC,ברוכים הבאים למועדון החדש שלכם! היאבקו יחד עם חבריכם למועדון כדי להעפיל לפסגת הליגות!
TID_CLUB_UNLOCK_STAT_TAG,תג מועדון
TID_CLUB_UNLOCK_STAT_TYPE,סוג
TID_SHOP_BRAWLOWEEN_TITLE,ליל כל הבראולרים
TID_SHOP_BRAWLOWEEN_INFO,ערכת סקינים
TID_SKIN_INFO_BRAWLOWEEN,סקין לליל כל הבראולרים
TID_CLUB_LEAGUE_FLOW_NEW_SEASON,שבוע חדש!
TID_CLUB_LEAGUE_FLOW_SEASON_ENDED,השבוע הסתיים
TID_CLUB_LEAGUE_FLOW_CLUB_LEAGUE,ליגת מועדונים
TID_CLUB_LEAGUE_FLOW_DAY_NEW,חדש!
TID_CLUB_LEAGUE_FLOW_EVENT_DAY_STARTED,יום אירוע <NUM> התחיל!
TID_CLUB_LEAGUE_FLOW_EVENT_DAY_ENDED,יום אירוע <NUM> הסתיים!
TID_CLUB_LEAGUE_FLOW_BUTTON_GO,אישור
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_SEASON_START,קדימה
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_SEASON_END,אישור
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_DAY_START,קדימה
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_DAY_END,אישור
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_LEAGUE_PROMOTION,אישור
TID_CLUB_LEAGUE_FLOW_SEASON_RANK,דירוג השבוע
TID_CLUB_LEAGUE_FLOW_END_OF_SEASON_REWARD,פרס הסופ\qש שלך
TID_CLUB_LEAGUE_FLOW_TICKETS_PLAYED_TITLE,כרטיסים ששיחקת
TID_CLUB_LEAGUE_FLOW_TICKETS_PLAYED,<NUM><cA4B7E0>/<MAX></c>
TID_CLUB_LEAGUE_FLOW_CLUB_COIN_REWARD,<MAX>/<NUM>
TID_CLUB_LEAGUE_FLOW_PROMOTED,העפלה
TID_CLUB_LEAGUE_FLOW_TICKET_REFILL,מילוי מחדש!
TID_CLUB_LEAGUE_TICKET_REFILL_BUBBLE,מילוי מחדש של יום האירוע הבא
TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_1,הרכישה נכשלה
TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_NOT_ENOUGH_COINS,אין מספיק מטבעות!
TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_NOT_ENOUGH_GEMS,אין מספיק יהלומים!
TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_3,אין כרטיסים זמינים לרכישה!
TID_CLUB_LEAGUE_SEASON_ENDS_IN_TIME,השבוע מסתיים בעוד <TIME>
TID_CLUB_LEAGUE_TICKET_SHOP_TITLE,כרטיסי זהב
TID_CLUB_LEAGUE_TICKET_SHOP_INFO,אפשר לשחק ב-<cFEA305><NUM>כרטיסי זהב</c> לכל היותר במהלך עונת ליגת המועדונים. שימוש בהם מאפשר לשחק במשחקים נוספים ולהרוויח עוד גביעי מועדון. כרטיסי זהב יכולים לשפר את הדירוג היומי של המועדון שלך ביום האירוע שבו נעשה בהם שימוש.\n\nכל כרטיסי הזהב שנותרו בסוף העונה עוברים אוטומטית לעונה הבאה.\n\nכרטיסי הזהב לא נחשבים בזמן החישוב של פרסי סוף העונה.
TID_CLUB_LEAGUE_TICKETS_GET_MORE,השיגו עוד...
TID_CLUB_LEAGUE_TICKETS_GET_MORE_ONE,קבל עוד כרטיס זהב אחד!
TID_CLUB_LEAGUE_TICKETS_GET_MORE_UP_TO_NUM,קבלו עד <NUM> כרטיסי זהב נוספים!
TID_CLUB_LEAGUE_TICKETS_NO_MORE_TICKETS,נגמרו כרטיסי הזהב לרכישה
TID_CLUB_LEAGUE_TICKETS_OWNED,יש לך: <NUM>
TID_CLUB_LEAGUE_TICKETS_PLAYED,שוחקו <NUM>\<MAX>
TID_CLUB_LEAGUE_YOUR_GOLDEN_TICKETS_THIS_SEASON,כרטיסי הזהב שלך העונה:
TID_CLUB_LEAGUE_GOLDEN_TICKET_PACK,חבילת כרטיסי זהב
TID_CLUB_LEAGUE_GOLDEN_TICKET,כרטיס זהב
TID_CLUB_LEAGUE_TICKET_OUT_OF_STOCK,אזל מהמלאי
TID_CLUB_LEAGUE_TICKET_NOT_ENOUGH_SPACE,אין מספיק מקום
TID_CLUB_LEAGUE_GOLDEN_TICKETS_NOT_AVAILABLE,רכישת כרטיסים אינה זמינה כעת
TID_CLUB_LEAGUE_GOLDEN_TICKET_TUTORIAL,"לא יזיקו לך עוד כרטיסים כדי להמשיך לשחק בליגת המועדונים!\n\nבאפשרותך לקנות ולשחק ב-<NUM> <cFEA305>כרטיסי זהב</c> לכל היותר בכל עונה! כשמשתמשים בהם בחוכמה, כרטיסי זהב יכולים לשפר את הדירוג היומי של המועדון שלך ביום האירוע שבו נעשה בהם שימוש."
TID_CLUB_LEAGUE_EVENT_SCHEDULE_BUTTON,ימי אירוע
TID_CLUB_LEAGUE_EVENT_DAYS_TITLE,ימי אירוע
TID_CLUB_LEAGUE_EVENT_SCHEDULE_DAY_TITLE,יום אירוע <NUM>
