"Name","Character","Model","ModelCNOverride","GadgetModel","PortraitCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","OverchargeSkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","DeployAnim","HappyAnim","HappyLoopAnim","RecruitRoadOverrideAnim","SadAnim","SadLoopAnim","LobbyAnim","LobbyLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","GachaOverrideAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","ShopGroupProfileAnim","BrawlPassPopupProfileAnim","IntroAnim","EnvAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","RecruitRoadOverrideFace","SadFace","SadLoopFace","LobbyFace","LobbyLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","LobbyEffect","HeroScreenEffect","SignatureEffect","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","MainAttackOverchargedProjectile","SecondaryProjectile","ThirdProjectile","UltiProjectile","OverchargedUltiProjectile","MainAttackEffect","MainAttackEffect2","UltiAttackEffect","UltiAttackEffect2","OverchargedUltiAttackEffect","OverchargedUltiAttackEffect2","ShieldEffect","UseBlueTextureInMenus","MainAttackUseEffect","UltiUseEffect","OverchargedUltiUseEffect","UltiEndEffect","MeleeHitEffect","SpawnEffect","ReloadEffect","UltiLoopEffect","UltiLoopEffect2","OverchargedUltiLoopEffect","OverchargedUltiLoopEffect2","StarPower1Effect","StarPower2Effect","AreaEffect","AreaEffectStarPower","AreaEffectStarPower2","AreaEffectAttack","AreaEffectAttack2","AreaEffectUlti","AreaEffectUlti2","OverchargedAreaEffectUlti","OverchargedAreaEffectUlti2","PetrolEffect","SpawnedItem","SpawnedItem2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","AutoAttackProjectile","ProjectileForShockyStarPower","OverchargedProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","KillEffect","DeathEffect","MoveEffect","MoveEffect2","ChargeMoveEffect","StillEffect","StillEffect2","LoopingEffect","ChargedShotEffect","DisableHeadRotation","PoisonEffect","BuffEffect","AttackBuildUpEffect","SpecialMaterialSetup","FaceCoversWholeTexture","CustomEffect1","CustomEffect2"
"PuppeteerDefault","Puppeteer","willow_geo.glb","","","willow_portrait.glb","","PuppeteerDefaultIdle","PuppeteerDefaultWalk","PuppeteerDefaultPrimary","PuppeteerDefaultSecondary","PuppeteerDefaultSecondary","PuppeteerDefaultRecoil","","PuppeteerDefaultRecoil","","","","","PuppeteerDefaultWin","PuppeteerDefaultWinloop","","PuppeteerDefaultLose","PuppeteerDefaultLoseloop","PuppeteerDefaultWin","PuppeteerDefaultWinloop","PuppeteerDefaultIdle","PuppeteerDefaultWin","PuppeteerDefaultWinloop","PuppeteerDefaultWin","","PuppeteerDefaultIdle","PuppeteerDefaultIdle","PuppeteerDefaultProfile","","","PuppeteerDefaultIntro","ShellyIdle","","","","","","WillowStill","WillowStill","WillowWin","WillowWinLoop","","WillowLose","WillowLoseLoop","WillowWin","WillowWinLoop","WillowWinLoop","WillowWin","WillowWinLoop","WillowWin","WillowStill","WillowStill","willow_def_lobby","willow_def_lobby","willow_def_lobby","willow_def_lobby","willow_def_lobby_lose","","true","true","","","","","","","willow_def_atk","","willow_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","willow_def_atk_poison","","","","","willow_def_ulti_hit","willow_def_ulti_hit_end"
"LuchadorButler","Luchador","primo_butler_geo.glb","","","primo_butler_portrait.glb","","LuchadorButlerIdle","LuchadorButlerWalk","LuchadorButlerPrimary","LuchadorButlerSecondary","LuchadorButlerSecondary","LuchadorButlerRecoil","LuchadorButlerRecoil2","LuchadorButlerRecoil","","","LuchadorButlerPushback","","LuchadorButlerWin","LuchadorButlerWinloop","","LuchadorButlerLose","LuchadorButlerLoseloop","LuchadorButlerWin","LuchadorButlerWinloop","LuchadorButlerIdle","LuchadorButlerWin","LuchadorButlerWinloop","LuchadorButlerWin","","LuchadorButlerIdle","LuchadorButlerIdle","LuchadorButlerProfile","LuchadorButlerIdle","","LuchadorButlerIntro","LouchadorIdle","","","","LouchadorGadgetFlipPrimary","LouchadorGadgetFlipRecoil","Primo009Still","Primo009Still","Primo009Win","Primo009WinLoop","","Primo009Lose","Primo009LoseLoop","Primo009Win","Primo009WinLoop","Primo009WinLoop","Primo009Win","Primo009WinLoop","Primo009Win","Primo009Still","Primo009Still","","","","","primo_009_lobby_lose","","","","Primo009Projectile","","","","","","primo_009_atk","","","","","","","","","primo_009_ulti","","primo_009_ulti_ground_hit","","","","primo_009_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JetpackGirlPopstar","JetpackGirl","janet_popstar_geo.glb","","","janet_popstar_portrait.glb","","JetpackGirlPopstarIdle","JetpackGirlPopstarWalk","JetpackGirlPopstarAttack","JetpackGirlPopstarSuper","JetpackGirlPopstarSuper","JetpackGirlPopstarAttackRecoil","","","","JetpackGirlPopstarIdle","JetpackGirlPopstarPushback","","JetpackGirlPopstarWin","JetpackGirlPopstarWinloop","","JetpackGirlPopstarLose","JetpackGirlPopstarLoseloop","JetpackGirlPopstarWin","JetpackGirlPopstarWinloop","JetpackGirlPopstarIdle","JetpackGirlPopstarWin","JetpackGirlPopstarWinloop","JetpackGirlPopstarWin","","JetpackGirlPopstarIdle","JetpackGirlPopstarIdle","JetpackGirlPopstarPortrait","","","JetpackGirlPopstarIdle","CrowMechaIdle","","","","","","Janet003Still","Janet003Still","Janet003Win","Janet003WinLoop","","Janet003Lose","Janet003LoseLoop","Janet003Win","Janet003WinLoop","Janet003WinLoop","Janet003Win","Janet003WinLoop","Janet003Win","Janet003Profile","Janet003Still","janet_003_lobby","janet_003_lobby","janet_003_lobby","janet_003_lobby","janet_003_lobby_lose","","true","","JetpackGirl003Projectile","","","","JetpackGirl003UltiProjectile","","janet_def_atk","","","","","","","","","","","","","","","janet_height_pillar","janet_003_ulti_rocket","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerEaster","Controller","nani_easter_geo.glb","","","nani_base_cam.scw","","ControllerEasterIdle","ControllerEasterWalk","ControllerEasterAttack","ControllerEasterSecondary","ControllerEasterSecondary","ControllerEasterRecoil","","","","ControllerEasterReload","ControllerEasterPushback","","ControllerEasterWin","ControllerEasterWinloop","","ControllerEasterLose","ControllerEasterLoseloop","ControllerEasterWin","ControllerEasterWinloop","ControllerEasterIdle","ControllerEasterWin","ControllerEasterWinloop","ControllerEasterWin","","ControllerEasterIdle","ControllerEasterIdle","ControllerEasterPortrait","","","ControllerEasterIdle","NaniIdle","","","","","","Nani004Still","Nani004Still","Nani004Win","Nani004WinLoop","","Nani004Lose","Nani004LoseLoop","Nani004Win","Nani004WinLoop","Nani004WinLoop","Nani004Win","Nani004WinLoop","Nani004Win","Nani004Still","Nani004Still","nani_004_lobby_win","nani_004_lobby_win","nani_004_lobby_win","nani_004_lobby_win","nani_004_lobby_lose","true","true","","Nani004Projectile","","","","Nani004UltiProjectile","","nani_004_atk","","nani_004_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerEasterAddon","","nani_easter_peep.geo.glb","","","","","PeepIdle","","","","","","","","","","","","PeepIdle","PeepIdle","","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","","PeepIdle","PeepIdle","PeepPortrait","","","PeepPortrait","PeepIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WhirlwindRamadan","Whirlwind","carl_ramadan_geo.glb","","","carl_base_cam.scw","","WhirlwindRamadanIdle","WhirlwindRamadanWalk","WhirlwindRamadanAttack","WhirlwindRamadanSecondary","WhirlwindRamadanSecondary","WhirlwindRamadanAttackRecoil","","WhirlwindRamadanSecondaryRecoil","","WhirlwindRamadanReload","WhirlwindRamadanIdle","","WhirlwindRamadanWin","WhirlwindRamadanWinloop","","WhirlwindRamadanLose","WhirlwindRamadanLoseloop","WhirlwindRamadanWin","WhirlwindRamadanWinloop","WhirlwindRamadanIdle","WhirlwindRamadanWin","WhirlwindRamadanWinloop","WhirlwindRamadanWin","","WhirlwindRamadanIdle","WhirlwindRamadanIdle","WhirlwindRamadanProfile","","","WhirlwindRamadanProfile","CarlIdle","","","","","","Carl008Still","Carl008Still","Carl008Win","Carl008WinLoop","","Carl008Lose","Carl008LoseLoop","Carl008Win","Carl008WinLoop","Carl008WinLoop","Carl008Win","Carl008WinLoop","Carl008Win","Carl008Still","Carl008Still","carl_008_lobby","carl_008_lobby","carl_008_lobby","carl_008_lobby","","","","","Carl008Projectile","","","","","","carl_008_atk","","","","","","","","","","","","","","","fang_003_ulti_dummy","carl_008_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","carl_008_moving","","","","","","","","","","","","","",""
"DoorManDoorManDetectiveChroma","DoorMan","gray_investigator_geo.glb","","","gray_investigator_portrait.glb","","DoorManDetectiveIdle","DoorManDetectiveWalk","DoorManDetectivePrimary","DoorManDetectiveSecondary","DoorManDetectiveSecondary","DoorManDetectiveRecoil","DoorManDetectiveRecoil2","DoorManDetectiveRecoil","DoorManDetectiveRecoil2","DoorManDetectiveReload","DoorManDetectivePushback","","DoorManDetectiveWin","DoorManDetectiveWinloop","","DoorManDetectiveLose","DoorManDetectiveLoseloop","DoorManDetectiveWin","DoorManDetectiveWinloop","DoorManDetectiveIdle","DoorManDetectiveWin","DoorManDetectiveWinloop","DoorManDetectiveWin","","DoorManDetectiveIdle","DoorManDetectiveIdle","DoorManDetectiveProfile","","","DoorManDetectiveProfile","GunslingerIdle","","","","","","Gray002Still","Gray002Still","Gray002Win","Gray002WinLoop","","Gray002Lose","Gray002LoseLoop","Gray002Win","Gray002WinLoop","Gray002WinLoop","Gray002Win","Gray002WinLoop","Gray002Win","Gray002Still","Gray002Still","","","","","gray_002_lobby_lose","","","","DoorMan002Projectile","","","","","","gray_002_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SplitterCultist","Splitter","rt_cultist_geo.glb","","","rt_cultist_portrait.glb","","SplitterCultistIdle","SplitterCultistWalk","SplitterCultistAttack","SplitterCultistIdle","SplitterCultistIdle","SplitterCultistRecoil","","","","","","","SplitterCultistWin","SplitterCultistWinloop","","SplitterCultistLose","SplitterCultistLoseloop","SplitterCultistWin","SplitterCultistWinloop","SplitterCultistWinloop","SplitterCultistWin","SplitterCultistWinloop","SplitterCultistWin","","SplitterCultistIdle","SplitterCultistIdle","SplitterCultistProfile","","","SplitterCultistProfile","8bitIdle","","","","","","Rt002Still","Rt002Still","Rt002Win","Rt002WinLoop","","Rt002Lose","Rt002LoseLoop","Rt002Win","Rt002WinLoop","Rt002WinLoop","Rt002Win","Rt002WinLoop","Rt002Win","Rt002Still","Rt002Still","rt_002_lobby","rt_002_lobby","rt_002_lobby","rt_002_lobby","rt_002_lobby_lose","","","","Splitter002Projectile","","","","","","rt_002_atk","","","","","","","true","","rt_002_ulti_divide","","","","","","","","","","","","","","","Splitter002LegsDamageArea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","rt_002_atk_target","","","","",""
"SplitterPolice","Splitter","rt_police_geo.glb","","","rt_portrait.glb","","SplitterPoliceIdle","SplitterPoliceWalk","SplitterPoliceAttack","SplitterPoliceIdle","SplitterPoliceIdle","SplitterPoliceRecoil","","","","","","","SplitterPoliceWin","SplitterPoliceWinloop","","SplitterPoliceLose","SplitterPoliceLoseloop","SplitterPoliceWin","SplitterPoliceWinloop","SplitterPoliceWinloop","SplitterPoliceWin","SplitterPoliceWinloop","SplitterPoliceWin","","SplitterPoliceIdle","SplitterPoliceIdle","SplitterPoliceProfile","","","SplitterPoliceProfile","8bitIdle","","","","","","Rt003Still","Rt003Still","Rt003Win","Rt003WinLoop","","Rt003Lose","Rt003LoseLoop","Rt003Win","Rt003WinLoop","Rt003WinLoop","Rt003Win","Rt003WinLoop","Rt003Win","Rt003Still","Rt003Still","","","","","","","","","","","","","","","rt_def_atk","","","","","","","true","","rt_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","rt_def_still","","","","rt_def_atk_target","","","","",""
"PuppeteerAxl","Puppeteer","willow_axl_geo.glb","","","willow_portrait.glb","","PuppeteerDefaultIdle","PuppeteerDefaultWalk","PuppeteerDefaultPrimary","PuppeteerDefaultSecondary","PuppeteerDefaultSecondary","PuppeteerDefaultRecoil","","PuppeteerDefaultRecoil","","","","","PuppeteerDefaultWin","PuppeteerDefaultWinloop","","PuppeteerDefaultLose","PuppeteerDefaultLoseloop","PuppeteerDefaultWin","PuppeteerDefaultWinloop","PuppeteerDefaultIdle","PuppeteerDefaultWin","PuppeteerDefaultWinloop","PuppeteerDefaultWin","","PuppeteerDefaultIdle","PuppeteerDefaultIdle","PuppeteerDefaultProfile","","","PuppeteerDefaultIntro","ShellyIdle","","","","","","Willow002Still","Willow002Still","Willow002Win","Willow002WinLoop","","Willow002Lose","Willow002LoseLoop","Willow002Win","Willow002WinLoop","Willow002WinLoop","Willow002Win","Willow002WinLoop","Willow002Win","Willow002Still","Willow002Still","willow_def_lobby","willow_def_lobby","willow_def_lobby","willow_def_lobby","willow_def_lobby_lose","","true","true","","","","","","","willow_def_atk","","willow_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","willow_def_atk_poison","","","","","willow_def_ulti_hit","willow_def_ulti_hit_end"
"BeamerGold","Beamer","mandy_geo.glb","","","mandy_portrait.glb","","BeamerDefaultIdle","BeamerDefaultWalk","BeamerDefaultAttack","BeamerDefaultSecondary","BeamerDefaultSecondary","BeamerDefaultRecoil","","BeamerDefaultRecoil","","BeamerDefaultReload","BeamerDefaultPushback","","BeamerDefaultWin","BeamerDefaultWinloop","","BeamerDefaultLose","BeamerDefaultLoseloop","BeamerDefaultWin","BeamerDefaultWinloop","BeamerDefaultIdle","BeamerDefaultWin","BeamerDefaultWinloop","BeamerDefaultWin","","BeamerDefaultIdle","BeamerDefaultIdle","BeamerDefaultProfile","","","BeamerDefaultProfile","SniperIdle","","","","SniperGadgetPistolAttack","SniperGadgetPistolRecoil","","","","","","","","","","","","","","","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","true","","","","","","","","mandy_def_atk","","mandy_def_ulti","","","","","","","","","","","","","","","","","power_up_bottle_sparkle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","gen_gold_moving","","","","","","","","","","",""
"BeamerBeamerGold","Beamer","mandy_geo.glb","","","mandy_portrait.glb","","BeamerDefaultIdle","BeamerDefaultWalk","BeamerDefaultAttack","BeamerDefaultSecondary","BeamerDefaultSecondary","BeamerDefaultRecoil","","BeamerDefaultRecoil","","BeamerDefaultReload","BeamerDefaultPushback","","BeamerDefaultWin","BeamerDefaultWinloop","","BeamerDefaultLose","BeamerDefaultLoseloop","BeamerDefaultWin","BeamerDefaultWinloop","BeamerDefaultIdle","BeamerDefaultWin","BeamerDefaultWinloop","BeamerDefaultWin","","BeamerDefaultIdle","BeamerDefaultIdle","BeamerDefaultProfile","","","BeamerDefaultProfile","SniperIdle","","","","SniperGadgetPistolAttack","SniperGadgetPistolRecoil","MandyStill","MandyStill","MandyWin","MandyWinLoop","","MandyLose","MandyLoseLoop","MandyWin","MandyWinLoop","MandyWinLoop","MandyWin","MandyWinLoop","MandyWin","MandyStill","MandyStill","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","true","","","","","","","","mandy_def_atk","","mandy_def_ulti","","","","","","","","","","","","","","","","","power_up_bottle_sparkle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","gen_gold_moving","","","","","","","","","","",""
"BeamerBeamerSilver","Beamer","mandy_geo.glb","","","mandy_portrait.glb","","BeamerDefaultIdle","BeamerDefaultWalk","BeamerDefaultAttack","BeamerDefaultSecondary","BeamerDefaultSecondary","BeamerDefaultRecoil","","BeamerDefaultRecoil","","BeamerDefaultReload","BeamerDefaultPushback","","BeamerDefaultWin","BeamerDefaultWinloop","","BeamerDefaultLose","BeamerDefaultLoseloop","BeamerDefaultWin","BeamerDefaultWinloop","BeamerDefaultIdle","BeamerDefaultWin","BeamerDefaultWinloop","BeamerDefaultWin","","BeamerDefaultIdle","BeamerDefaultIdle","BeamerDefaultProfile","","","BeamerDefaultProfile","SniperIdle","","","","SniperGadgetPistolAttack","SniperGadgetPistolRecoil","MandyStill","MandyStill","MandyWin","MandyWinLoop","","MandyLose","MandyLoseLoop","MandyWin","MandyWinLoop","MandyWinLoop","MandyWin","MandyWinLoop","MandyWin","MandyStill","MandyStill","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","true","","","","","","","","mandy_def_atk","","mandy_def_ulti","","","","","","","","","","","","","","","","","power_up_bottle_sparkle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","gen_silver_moving","","","","","","","","","","",""
"BeamerSilver","Beamer","mandy_geo.glb","","","mandy_portrait.glb","","BeamerDefaultIdle","BeamerDefaultWalk","BeamerDefaultAttack","BeamerDefaultSecondary","BeamerDefaultSecondary","BeamerDefaultRecoil","","BeamerDefaultRecoil","","BeamerDefaultReload","BeamerDefaultPushback","","BeamerDefaultWin","BeamerDefaultWinloop","","BeamerDefaultLose","BeamerDefaultLoseloop","BeamerDefaultWin","BeamerDefaultWinloop","BeamerDefaultIdle","BeamerDefaultWin","BeamerDefaultWinloop","BeamerDefaultWin","","BeamerDefaultIdle","BeamerDefaultIdle","BeamerDefaultProfile","","","BeamerDefaultProfile","SniperIdle","","","","SniperGadgetPistolAttack","SniperGadgetPistolRecoil","","","","","","","","","","","","","","","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","true","","","","","","","","mandy_def_atk","","mandy_def_ulti","","","","","","","","","","","","","","","","","power_up_bottle_sparkle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","gen_silver_moving","","","","","","","","","","",""
"ShieldTankGold","ShieldTank","buster_geo.glb","","","buster_portrait.glb","","ShieldTankDefaultIdle","ShieldTankDefaultWalk","ShieldTankDefaultPrimary","ShieldTankDefaultSecondary","ShieldTankDefaultSecondary","ShieldTankDefaultRecoil","","ShieldTankDefaultRecoil2","ShieldTankDefaultRecoil2","ShieldTankDefaultIdle","ShieldTankDefaultPushback","","ShieldTankDefaultWin","ShieldTankDefaultWinloop","","ShieldTankDefaultLose","ShieldTankDefaultLoseloop","ShieldTankDefaultWin","ShieldTankDefaultWinloop","ShieldTankDefaultIdle","ShieldTankDefaultWin","ShieldTankDefaultWinloop","ShieldTankDefaultWin","","ShieldTankDefaultIdle","ShieldTankDefaultIdle","ShieldTankDefaultProfile","","","ShieldTankDefaultProfile","BrockIdle","","","","","","","","","","","","","","","","","","","","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","true","true","","","","","","","buster_def_atk","","","","","","","","","","","","","","","buster_def_ulti_shield","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","gen_gold_moving","","","","","","","","","","",""
"ShieldTankSilver","ShieldTank","buster_geo.glb","","","buster_portrait.glb","","ShieldTankDefaultIdle","ShieldTankDefaultWalk","ShieldTankDefaultPrimary","ShieldTankDefaultSecondary","ShieldTankDefaultSecondary","ShieldTankDefaultRecoil","","ShieldTankDefaultRecoil2","ShieldTankDefaultRecoil2","ShieldTankDefaultIdle","ShieldTankDefaultPushback","","ShieldTankDefaultWin","ShieldTankDefaultWinloop","","ShieldTankDefaultLose","ShieldTankDefaultLoseloop","ShieldTankDefaultWin","ShieldTankDefaultWinloop","ShieldTankDefaultIdle","ShieldTankDefaultWin","ShieldTankDefaultWinloop","ShieldTankDefaultWin","","ShieldTankDefaultIdle","ShieldTankDefaultIdle","ShieldTankDefaultProfile","","","ShieldTankDefaultProfile","BrockIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","true","true","","","","","","","buster_def_atk","","","","","","","","","","","","","","","buster_def_ulti_shield","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","gen_silver_moving","","","","","","","","","","",""
"SoulCollectorGold","SoulCollector","gus_metal_geo.glb","","","gus_portrait.glb","","GusIdle","GusWalk","GusPrimary","GusPrimary","GusPrimary","GusPrimaryRecoil","","GusPrimaryRecoil","","GusIdle","GusPushback","","GusWin","GusWinloop","","GusLose","GusLoseloop","GusWin","GusWinloop","GusIdle","GusWin","GusWinloop","GusWin","","GusIdle","GusIdle","GusPortrait","","","","ByronIdle","","","","","","","","","","","","","","","","","","","","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","true","true","","","","","","","gus_def_atk","","gus_def_atk","","","","Gus_Shield","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","gen_gold_moving","","","","","","","","","","",""
"SoulCollectorSilver","SoulCollector","gus_metal_geo.glb","","","gus_portrait.glb","","GusIdle","GusWalk","GusPrimary","GusPrimary","GusPrimary","GusPrimaryRecoil","","GusPrimaryRecoil","","GusIdle","GusPushback","","GusWin","GusWinloop","","GusLose","GusLoseloop","GusWin","GusWinloop","GusIdle","GusWin","GusWinloop","GusWin","","GusIdle","GusIdle","GusPortrait","","","","ByronIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","true","true","","","","","","","gus_def_atk","","gus_def_atk","","","","Gus_Shield","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","gen_silver_moving","","","","","","","","","","",""
"JesterGold","Jester","chester_geo.glb","","","chester_portrait.glb","","JesterDefaultIdle","JesterDefaultWalk","JesterDefaultAttack","JesterDefaultSecondary","JesterDefaultSecondary","JesterDefaultRecoil","JesterDefaultRecoil2","JesterDefaultRecoil","","JesterDefaultReload","JesterDefaultPushback","","JesterDefaultWin","JesterDefaultWinloop","","JesterDefaultLose","JesterDefaultLoseloop","JesterDefaultWin","JesterDefaultWinloop","JesterDefaultIdle","JesterDefaultWin","JesterDefaultWinloop","JesterDefaultWin","","JesterDefaultIdle","JesterDefaultIdle","JesterDefaultProfile","","","JesterDefaultIntro","LeonIdle","","","","","","","","","","","","","","","","","","","","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","","","","","","","","","chester_def_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","gen_gold_moving","","","","","","","","","","",""
"JesterSilver","Jester","chester_geo.glb","","","chester_portrait.glb","","JesterDefaultIdle","JesterDefaultWalk","JesterDefaultAttack","JesterDefaultSecondary","JesterDefaultSecondary","JesterDefaultRecoil","JesterDefaultRecoil2","JesterDefaultRecoil","","JesterDefaultReload","JesterDefaultPushback","","JesterDefaultWin","JesterDefaultWinloop","","JesterDefaultLose","JesterDefaultLoseloop","JesterDefaultWin","JesterDefaultWinloop","JesterDefaultIdle","JesterDefaultWin","JesterDefaultWinloop","JesterDefaultWin","","JesterDefaultIdle","JesterDefaultIdle","JesterDefaultProfile","","","JesterDefaultIntro","LeonIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","","","","","","","","","chester_def_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","gen_silver_moving","","","","","","","","","","",""
"WeaponThrowerGold","WeaponThrower","bronson_geo.glb","","","bronson_portrait.glb","","WeaponThrowerDefaultIdle","WeaponThrowerDefaultWalk","WeaponThrowerDefaultAttack","WeaponThrowerDefaultIdle","WeaponThrowerDefaultIdle","WeaponThrowerDefaultAttackRecoil","WeaponThrowerDefaultAttackRecoil2","WeaponThrowerDefaultUltRecoil","WeaponThrowerDefaultUltRecoil2","","WeaponThrowerDefaultIdle","","WeaponThrowerDefaultWin","WeaponThrowerDefaultWinloop","","WeaponThrowerDefaultLose","WeaponThrowerDefaultLoseloop","WeaponThrowerDefaultWin","WeaponThrowerDefaultWinloop","WeaponThrowerDefaultIdle","WeaponThrowerDefaultWin","WeaponThrowerDefaultWinloop","WeaponThrowerDefaultWin","","WeaponThrowerDefaultIdle","WeaponThrowerDefaultIdle","WeaponThrowerDefaultProfile","","","WeaponThrowerDefaultProfile","RosaIdle","","","","","","","","","","","","","","","","","","","","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","","","","","","","","","bronson_def_atk","","bronson_def_ulti_smoke","bronson_def_ulti_withdrawal","","","","","","","","","","","","","","","","","","","WeaponThroweChargeArea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","gen_gold_moving","","","","","","","","","","",""
