"Name","ParentAreaEffectForSkin","Disabled","FileName","OwnExportName","BlueExportName","RedExportName","NeutralExportName","Layer","ExportNameTop","ExportNameTopRed","ExportNameObject","Effect","LoopingEffect","AllowEffectInterrupt","PlaybackType","RotationType","Scale","TimeMs","Radius","Damage","DamageScaleType","CustomValue","CustomValue2","Type","StatusEffectSelf","StatusEffectAlly","StatusEffectEnemy","StatusEffectTickInterval","DelayFirstTick","IsPersonal","TargetEnemiesOnly","BulletExplosionBullet","BulletExplosionBulletDistance","BulletExplosionItem","ExpandOnDistance","BulletAngleOffset","DestroysEnvironment","DestroysOnlyBushes","PushbackStrength","PushbackStrengthSelf","PushbackDeadzone","CanStopGrapple","StunTicks","SlowStrength","FreezeTicks","IgnoreFadeout","ShouldShowEvenIfOutsideScreen","SameAreaEffectCanNotDamageMs","DontShowToEnemy","RequireLineOfSight","ChainAreaEffect","ChainAreaEffect2","ChainAreaEffect3","OverchargedChainAreaEffect","OverchargedChainAreaEffect2","OverchargedChainAreaEffect3","SkinnedCustomValue","SpawnItem","SnapToTile","DamageScaleDistanceNear","DamageScaleDistanceFar","SourceType"
"PullRopeStun006","PullRopeStun","","sc/effects.sc","","","","","GroundHigh","","","","buzz_006_ulti_exp","","","","","150","700","700","","","30","10","Stun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PullRopeStun007","PullRopeStun","","sc/effects.sc","","","","","GroundHigh","","","","buzz_007_ulti_exp","","","","","150","700","700","","","30","10","Stun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PullRopeStun007Overcharge","PullRopeStun","","sc/effects.sc","","","","","GroundHigh","","","","buzz_007_oc_ulti_exp","","","","","150","700","700","","","30","10","Stun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PullRopeStunOvercharge","PullRopeStun","","sc/effects.sc","","","","","GroundHigh","","","","buzz_overcharged_ulti_explosion","","","","","150","700","700","","","30","10","Stun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RopeDudeSuperChargeArea","","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed_red","","GroundHigh","","","","","","","","","132","600000","1800","","","270","","EnemyChargeSuper","","","","","","true","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","",""
"RopeDudeSuperChargeAreaLarge","","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed _red","","GroundHigh","","","","","","","","","175","600000","2400","","","270","","EnemyChargeSuper","","","","","","true","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","",""
"VolleyBallTargetOccupied","","","sc/effects_brawler.sc","ruffs_def_ulti_target","mode_valley_target_taken_blue","mode_valley_target_taken_red","","GroundHigh","","","","","","","1","","100","600000","1000","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"VolleyBallTarget","","","sc/effects_brawler.sc","mode_valley_target","mode_valley_target","mode_valley_target","","GroundHigh","","","","","","","","","100","600000","1000","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"VolleyBallDistanceIndicator","","","sc/effects_brawler.sc","mode_valley_target_indicator","mode_valley_target_indicator","mode_valley_target_indicator","","GroundHigh","","","","","","","1","","250","600000","1000","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"VolleyBallHit","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","mode_valley_hit","","","","","100","700","800","","","","","Effect","","","","","","","","","","","","","true","","150","250","","","","","","","","","","","","","","","","","","","","","",""
"BasketBallGroundIndicator","","","sc/effects_brawler.sc","ruffs_def_ulti_target","ruffs_def_ulti_target","ruffs_def_ulti_target","","GroundHigh","","","","","","","","","40","600000","1000","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"BasketBallRimHit","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","mode_basket_hit","","","","","100","700","800","","","","","Effect","","","","","","","","","","","","","true","","150","250","","","","","","","","","","","","","","","","","","","","","",""
"BasketBallThreePointArea","","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed","","GroundHigh","","","","","","","","","120","600000","1500","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"IceDudeGadgetActivationArea","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","gadget_lou_freeze","","","","","100","700","800","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GainedAmmoEffect","","","sc/effects.sc","","","","","Above","","","","gadget_pam_ammo_gain","","","","","100","1000","100","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LostAmmoEffect","","","sc/effects.sc","","","","","Above","","","","gadget_pam_ammo_loss","","","","","100","1000","100","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusCoverHeal","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_spike_cactus_healburst","","","","","125","250","1000","-30","2","","1","Heal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsAirStrikeSpawn","","","sc/effects_brawler.sc","gadget_primo_meteor_target","gadget_primo_meteor_target","gadget_primo_meteor_target_red","","GroundHigh","gadget_ruffs_airstrike","gadget_ruffs_airstrike_red","","meteor_warning","","","","","60","2500","800","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","RuffsAirStrikeExplosion","","","","","","","","","","",""
"RuffsAirStrikeExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_ruffs_airstrike_explosion","","","","","85","700","500","","","","","Damage","","","","","","","","","","","","","","","150","250","","","","","","","","","","","","","","","","","","","","","",""
"NinjaInvisibleArea","","","sc/effects_brawler.sc","gadget_leon_lollipop_area","gadget_leon_lollipop_area","gadget_leon_lollipop_area_red","","GroundHigh","","","","gadget_leon_lollipop","gadget_leon_lollipop_loop","","","","290","600000","1300","","","","","SmokeScreen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnightPetExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","bo_def_ulti2_explosion","","","","","133","700","600","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ash003PetExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","ash_003_pet_explosion","","","","","133","700","600","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeDestroyExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","explosion_generic_big_area","","","","","165","700","800","400","1","","","Damage","","","","","","","","","","","","","","","150","250","","","","","","","","","","","","","","","","","","","","","",""
"Squeak002ClusterExplosion","StickyBombClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_def_atk1_explode","","","","","100","700","","","","6","","BulletExplosion","","","","","","","","Squeak002UltiProjectile2","20","","","45","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrossBomberVisionArea","","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed_red","","GroundHigh","","","","","","","","","240","600000","3000","","","","","Vision","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KickerDudeGadgetExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","fang_def_atk_explode","","","","","100","700","800","","","3","","BulletExplosion","","","","","","","","","6","KickerDudeMine","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KickerDudeMineExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","fang_def_ultiExp_blue","","","","","100","700","468","99","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KickerDudeMineExplosionOC","","","sc/effects.sc","","","","","GroundHigh","","","","fang_def_ocExp_blue","","","","","100","700","468","99","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"DuplicatorDuplicateArea","","","sc/effects_brawler.sc","range_damage_deduction","range_damage_deduction","range_damage_deduction","","GroundHigh","","","","","","","","","66","600000","900","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","",""
"DuplicatorSwapEffect","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_arcade_teleport","","","","","70","700","300","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PayloadMoveArea","","","sc/effects_brawler.sc","area_mode_gift","payload_area_mode_blue","payload_area_mode_red","","GroundHigh","","","","","","","","","150","600000","900","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombVisionArea","","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed_red","","GroundHigh","","","","","","","","","50","6000","750","","","","","VisionSlow","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","true","","",""
"KickerDudeSweepStun","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_fang_sweep","","","","","100","300","700","","","10","","Stun","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"PayloadMoveAreaPushed","","","sc/effects_brawler.sc","range_dashed","payload_active_blue","payload_active_red","","GroundHigh","","","","","","","","","65","600000","900","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PayloadMoveAreaSlowed","","","sc/effects_brawler.sc","mode_payload_target_blue","mode_payload_target_blue","mode_payload_target_red","","GroundHigh","","","","","","","","","200","600000","900","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JetpackGirlGadgetDamageArea","","","sc/effects_brawler.sc","janet_ground","janet_ground","janet_ground_red","","GroundHigh","","","","","janet_def_gadget_sound","","","","230","600000","2400","10","1","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JetpackGirlUltiExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","janet_def_ulti_exlosion","","","","","100","700","600","","","","","Damage","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","",""
"InvasionSpawnIncoming","","","sc/effects_brawler.sc","gadget_primo_meteor_target_red","gadget_primo_meteor_target","gadget_primo_meteor_target_red","","GroundHigh","","","","meteor_warning","","","","","45","5000","450","","","","","InvasionIndicator","","","","","","","","","","","","","","","","","","","","","","","true","","","","InvasionSpawnExplosion","","","","","","","","true","","",""
"InvasionSpawnExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","explosion_generic_small","","","","","100","700","450","1500","","","","Damage","","","","","","","","","","","","","true","","150","250","","","","","","","","","","","","","","","","","","","true","","",""
"CannonGirlSmallExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","cannon_def_explosion_blue","","","","","70","350","200","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CannonGirlExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","bonnie_def_ulti_explosion","","","","","100","700","200","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bonnie002SmallExplosion","CannonGirlSmallExplosion","","sc/effects.sc","","","","","GroundHigh","","","","bonnie_002_atk_small_hit","","","","","70","350","200","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bonnie002GirlExplosion","CannonGirlExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","bonnie_002_ulti_explosion","","","","","165","700","800","1200","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bonnie003SmallExplosion","CannonGirlSmallExplosion","","sc/effects.sc","","","","","GroundHigh","","","","bonnie_003_atk_small_hit","","","","","70","350","200","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bonnie003GirlExplosion","CannonGirlExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","bonnie_003_ulti_explosion","","","","","165","700","800","1200","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DrillerRebuildEffect","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_jacky_rebuild","","","","","100","700","100","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","",""
"MechaDudeReloadTowerArea","","","sc/effects_brawler.sc","meg_gadgets_ground","meg_gadgets_ground","meg_gadgets_ground_red","","GroundHigh","","","","","gadget_bo_totem","","","","155","600000","800","","","10","35","ReloadSpeedBuff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JetpackGirl002UltiExplosion","JetpackGirlUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","janet_002_ulti_exlosion","","","","","100","700","600","","","","","Damage","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","",""
"JetpackGirl003UltiExplosion","JetpackGirlUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","janet_003_ulti_exlosion","","","","","100","700","600","","","","","Damage","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","",""
"JetpackGirl004UltiExplosion","JetpackGirlUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","janet_004_ulti_exlosion","","","","","100","700","600","","","","","Damage","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","",""
"JetpackGirl005UltiExplosion","JetpackGirlUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","janet_005_ulti_exlosion","","","","","100","700","600","","","","","Damage","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","",""
"SilencerBigProjectileExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","otto_def_gajet_hit","","","","","55","3800","600","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HuggerMineExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","otto_def_gajet_explode","","","","","100","100","300","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Otto002BigProjectileExplosion","SilencerBigProjectileExplosion","","sc/effects.sc","","","","","GroundHigh","","","","otto_002_gajet_hit","","","","","55","3800","600","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Otto002MineExplosion","HuggerMineExplosion","","sc/effects.sc","","","","","GroundHigh","","","","otto_def_gajet_explode","","","","","100","100","300","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryDudeUltiExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","explosion_tnt_dude_ulti","","","","","165","700","800","","","","","Damage","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","",""
"WeaponThroweChargeArea","","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed_red","","GroundHigh","","","","","","","","","60","600000","650","","","400","","EnemyChargeSuper","","","","","true","true","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","",""
"WeaponThrowerPullArea","","","sc/effects.sc","","","","","GroundHigh","","","","bronson_gadget_pull","","","","","145","1600","700","","","","","Pushback","","","","","","","","","","","","","","","-100","","","","","","","","","","","","","","","","","","","","","","",""
"WeaponThrowerExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","bo_def_ulti2_explosion","","","","","133","700","650","","","","","Pushback","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","",""
"SoulCollectorSoulExplosion","","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","gus_def_gajet_explosion","","","","","133","700","600","100","1","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShieldTankSuperChargeArea","","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed_red","","GroundHigh","","","","","","","","","75","600000","850","","","200","","AllyChargeSuper","","","","","true","true","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","",""
"ShieldTankHeal","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_spike_cactus_healburst","","","","","100","250","850","-9","","3","","Heal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JesterUltiExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","chester_def_ulti_explode","","","","","165","700","800","","","","","Damage","","","","","","","","","","","","","true","","150","250","","","","","","","","","","","","","","","","","","","","","",""
"JesterUltiDamageArea","","","sc/effects_brawler.sc","particle_dummy","","","","GroundHigh","","","","chester_def_ulti_damageArea","","","","","250","10000","1100","160","","","","Dot","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","",""
"Chester002UltiExplosion","JesterUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","chester_002_ulti_explode","","","","","165","700","800","","","","","Damage","","","","","","","","","","","","","true","","150","250","","","","","","","","","","","","","","","","","","","","","",""
"Chester002UltiDamageArea","JesterUltiDamageArea","","sc/effects_brawler.sc","particle_dummy","","","","GroundHigh","","","","chester_002_ulti_area","","","","","250","10000","1100","160","","","","Dot","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","",""
"Chester003UltiExplosion","JesterUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","chester_003_ulti_explode","","","","","165","700","800","","","","","Damage","","","","","","","","","","","","","true","","150","250","","","","","","","","","","","","","","","","","","","","","",""
"Chester003UltiDamageArea","JesterUltiDamageArea","","sc/effects_brawler.sc","particle_dummy","","","","GroundHigh","","","","chester_003_ulti_area","","","","","250","10000","1100","160","","","","Dot","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","",""
"DoorManDamageDropWarning","","","sc/effects_brawler.sc","gray_def_gajet2_area","gray_def_gajet2_area","gray_def_gajet2_area_red","","Above","gray_def_gajet2_piano","gray_def_gajet2_piano_red","","gray_def_gajet2","","","","","68","2500","800","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","DoorManDamageDropExplosion","","","","","","","","","","",""
"DoorManDamageDropExplosion","","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","gray_def_gajet2_explosion","","","","","225","700","600","2000","","","","Damage","","","","","","","","","","","","","true","","150","250","","","","","","","","","","","","","","","","","","","","","",""
"DoorManPortalLeave","","","sc/effects.sc","","","","","GroundHigh","","","","portal_tile_leave","","","","","70","700","300","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DoorManPortalArrive","","","sc/effects.sc","","","","","GroundHigh","","","","portal_tile_arrive","","","","","70","700","300","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SplitterLegsDamageArea","","","sc/effects.sc","","","","","GroundHigh","","","","rt_def_ulti_ground","","","","","100","300","1000","1240","","200","","DamageAndTag","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Splitter002LegsDamageArea","SplitterLegsDamageArea","","sc/effects.sc","","","","","GroundHigh","","","","rt_002_ulti","","","","","100","300","1000","1240","","200","","DamageAndTag","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Splitter004LegsDamageArea","SplitterLegsDamageArea","","sc/effects.sc","","","","","GroundHigh","","","","rt_004_ulti","","","","","100","300","1000","1240","","200","","DamageAndTag","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PuppeteerPoison","","","sc/effects.sc","","","","","GroundHigh","","","","willow_def_atk_area","","","","","55","100","600","200","","3","","PoisonWillow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PuppeteerDive","","","sc/effects.sc","","","","","GroundHigh","","","","willow_def_gadget","","","","","55","1900","600","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PuppeteerPoisonAlternative","","","sc/effects.sc","","","","","GroundHigh","","","","willow_def_atk_area","","","","","55","100","600","555","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Puppeteer002Poison","PuppeteerPoison","","sc/effects.sc","","","","","GroundHigh","","","","willow_002_atk_area","","","","","55","100","600","200","","3","","PoisonWillow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Puppeteer002Dive","PuppeteerDive","","sc/effects.sc","","","","","GroundHigh","","","","willow_def_gadget","","","","","55","1900","600","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Puppeteer002PoisonAlternative","PuppeteerPoisonAlternative","","sc/effects.sc","","","","","GroundHigh","","","","willow_002_atk_area","","","","","55","100","600","555","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SplitterTagExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","rt_def_gadget2","","","","","100","100","300","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MaisieUltiShockwave","","","sc/effects.sc","","","","","GroundHigh","","","","maisie_def_ulti_ground","","","","","100","300","1500","1240","","","","Damage","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","",""
"Maisie002UltiShockwave","MaisieUltiShockwave","","sc/effects.sc","","","","","GroundHigh","","","","maisie_002_ulti_ground","","","","","100","300","1000","1240","","","","Damage","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","",""
"Maisie003UltiShockwave","MaisieUltiShockwave","","sc/effects.sc","","","","","GroundHigh","","","","maisie_003_ulti_ground","","","","","100","300","1000","1240","","","","Damage","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","",""
"FishTankBlast","","","sc/effects.sc","","","","","GroundHigh","","","","tenant_def_atk_hit","","","","","100","300","800","2100","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hank002Blast","FishTankBlast","","sc/effects.sc","","","","","GroundHigh","","","","hank_002_atk_hit","","","","","100","300","800","2100","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MaisieDashArea","","","sc/effects.sc","","","","","GroundHigh","","","","maisie_def_gadget","","","","","70","300","700","","","10","","Stun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ReviverDamageArea","","","sc/effects.sc","","","","","GroundHigh","","","","doug_def_atk_area","","","","","100","300","1000","1200","","50","","HealAndDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100",""
"Reviver002DamageArea","","","sc/effects.sc","","","","","GroundHigh","","","","doug_002_atk_area","","","","","100","300","1000","1200","","50","","HealAndDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","","","","","","","","",""
"ReviverDamageAreaDoubleHeal","","","sc/effects.sc","","","","","GroundHigh","","","","doug_def_gadget1_area","","","","","100","300","1000","-2400","","","","Heal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","50",""
"ReviverDamageAreaDoubleDamage","","","sc/effects.sc","","","","","GroundHigh","","","","doug_def_gadget2_area","","","","","100","300","1000","2400","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100",""
"DuelistSuperChargeArea","","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed_red","","GroundHigh","","","","","","","","","132","600000","1800","","","270","","EnemyChargeSuper","","","","","","true","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","",""
"FishTankUltiArea","","","sc/effects.sc","","","","","GroundHigh","","","","","","","","","100","700","1000","1320","","6","","BulletExplosion","","","","","","","","FishTankUltiProjectile","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusOverchargeUltiExplosion","CactusUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","spike_def_overcharge_explosion","","","","","170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DrillerOverchargedUltiArea","DrillerUltiArea","","sc/effects.sc","","","","","GroundHigh","","","","driller_def_overcharge","","","","","290","1000","1500","","","","","Pushback","","","","","","","","","","","","","","","-150","","400","","","","","","","","","","","","","","","","","","","","",""
"CookerUltiExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","cooker_def_ulti","","","","","165","700","1000","1550","","","","Damage","","","","","","","","","","","","","true","","50","","","","","","","","","","","","","","","","","","","","","","",""
"Pearl002UltiExplosion","CookerUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","pearl_002_ulti","","","","","165","700","1000","1550","","","","Damage","","","","","","","","","","","","","true","","50","","","","","","","","","","","","","","","","","","","","","","",""
"CookerOverchargedUltiExplosion","CookerUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","cooker_def_overcharge","","","","","165","700","1000","1550","","","","Damage","","","","","","","","","","","","","true","","50","","","","","","","","","","","","","","","","","","","","","","",""
"CookerOverchargedUltiArea","","","sc/effects.sc","","","","","GroundHigh","","","","cooker_def_overcharge_area","","","","","165","4500","1000","400","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorSignArea","","","sc/effects.sc","","","","","GroundHigh","","","","chuck_def_ulti_spawn","","","","","70","300","550","","","10","","Damage","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorSignAreaDestroy","","","sc/effects.sc","","","","","GroundHigh","","","","chuck_def_ulti_destroy","","","","","70","700","300","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Conductor002SignArea","ConductorSignArea","","sc/effects.sc","","","","","GroundHigh","","","","chuck_002_ulti_spawn","","","","","70","300","550","","","10","","Damage","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","",""
"Conductor002SignAreaDestroy","ConductorSignAreaDestroy","","sc/effects.sc","","","","","GroundHigh","","","","chuck_002_ulti_destroy","","","","","70","700","300","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CocoonerTrail","","","sc/effects.sc","","","","","GroundHigh","","","","charlie_starpower_slimy","","","","","28","5000","300","","","","","Slow","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","",""
"RosaOverchargedUltiArea","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","rosa_def_overcharge_ground_base","","","","","255","600000","1300","","","","","Slow","","","","","","","","","","","","","","","","","","","","350","2","","","","","","","","","","","","","","","","",""
"MaisieOverchargedUltiBulletExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","","","","","","100","300","1500","1240","","6","","BulletExplosion","","","","","","","","MaisieOverchargedProjectile","26","","","","","","150","","","","","","","","","","","","","","","","","","","","","","",""
"MaisieOverchargedUltiShockwave","","","sc/effects.sc","","","","","GroundHigh","","","","maisie_def_overcharge_ulti_ground","","","","","100","300","1500","1240","","","","Damage","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeOverchargedUltiArea","","","sc/effects_brawler.sc","lou_def_oc_area_base","lou_def_oc_area_base","lou_def_oc_area_base_red","","GroundHigh","","","","lou_def_oc_area","","","","","250","10000","1100","","","90","6","Slippery","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","",""
