"TID","IT"
"TID_TENCENT_GUEST_LOGIN_WARNING_TITLE","Accedere come ospite?"
"TID_TENCENT_GUEST_LOGIN_WARNING","In conformità con le più recenti disposizioni anti-dipendenza, non ti sarà possibile completare la verifica del nome reale con un account ospite e il tempo di gioco sarà limitato a un'ora ogni 15 giorni. Per garantire la miglior esperienza di gioco, ti consigliamo di accedere con QQ o WeChat e di verificare il nome reale."
"TID_ACCESSORY_CROW_POISON_TRIGGER","TOSSINE DEBILITANTI"
"TID_ACCESSORY_CROW_POISON_TRIGGER_DESC","Tutti i nemici sotto l'effetto del veleno vengono rallentati per <c00cc00><VALUE1></c> secondi."
"TID_ACCESSORY_ARTILLERY_BARRAGE","BUSSOLA DEL CAPITANO"
"TID_ACCESSORY_ARTILLERY_BARRAGE_DESC","Penny fa eseguire al suo mortaio un potente attacco diretto alla posizione attuale della brawler."
"TID_ACCESSORY_SHELLY_FOCUS","PIATTELLI"
"TID_ACCESSORY_SHELLY_FOCUS_DESC","L'attacco normale successivo all'attivazione del gadget coprirà un'area inferiore e avrà una portata maggiore."
"TID_ACCESSORY_BO_MINE_TRIGGER","CAVO D'INNESCO"
"TID_ACCESSORY_BO_MINE_TRIGGER_DESC","Bo fa esplodere tutte le sue mine dopo <c00cc00><VALUE1></c> secondi. Durante l'attesa, nessun nemico potrà avvistarle."
"TID_ACCESSORY_UNDERTAKER_RELOAD","PALA DA SOPRAVVIVENZA"
"TID_ACCESSORY_UNDERTAKER_RELOAD_DESC","Mortis ricarica gli attacchi più velocemente per <c00cc00><VALUE1></c> secondi."
"TID_ACCESSORY_SNIPER_SEEKER","PROIETTILE GUIDATO"
"TID_ACCESSORY_SNIPER_SEEKER_DESC","L'attacco normale successivo all'attivazione del gadget seguirà i nemici."
"TID_ACCESSORY_LUCHADOR_METEOR","CINTURA DI ASTEROIDI"
"TID_ACCESSORY_LUCHADOR_METEOR_DESC","El Primo richiama un piccolo meteorite per colpire il nemico più vicino. Oltre a causare <c00cc00><VALUE1></c> punti danno, distrugge anche i muri."
"TID_ACCESSORY_BARKEEP_HEAL_POTION","TONICO CURATIVO"
"TID_ACCESSORY_BARKEEP_HEAL_POTION_DESC","Bombardino lancia una pozione agli alleati vicini, la quale genera un'area curativa che ripristina <c00cc00><VALUE1></c> punti salute al secondo."
"TID_ACCESSORY_TNT_STUN","CARICA STORDENTE"
"TID_ACCESSORY_TNT_STUN_DESC","L'attacco normale successivo all'attivazione del gadget stordirà i nemici per <c00cc00><VALUE1></c> secondi."
"TID_ACCESSORY_MECHANIC_TURRET_BUFF","ACCELERATORE"
"TID_ACCESSORY_MECHANIC_TURRET_BUFF_DESC","La velocità di attacco di Lattina viene raddoppiata per <c00cc00><VALUE1></c> secondi."
"TID_ACCESSORY_BLOCKED_MISSING_MINES","Non puoi attivare il gadget senza le mine!"
"TID_BRAWLPASS_POPUP_UNLOCKED","BRAWL PASS SBLOCCATO!"
"TID_BRAWL_PASS_SEASON_1","ESTATE MOSTRUOSA"
"TID_BRAWL_PASS_INFO_TEXT_1","Vinci un sacco di premi extra, tra cui:\n\nENERGETIK, il nuovo brawler cromatico\n\nLA SKIN ESCLUSIVA \q<SKIN_1>\q\n\nLA SKIN ESCLUSIVA \q<SKIN_2>\q\n\nREAZIONI ESCLUSIVE E INCREDIBILI per ENERGETIK\n\n<NUM> MEGA CASSE\n\nMONETE EXTRA e PUNTI ENERGIA\n\n\nMISSIONI EXTRA per accelerare i progressi del Brawl Pass\n\nEFFETTO CROMATICO ESCLUSIVO PER IL NOME per tutta la stagione"
"TID_EMOTE_EQUIP_NOT_OWNED","Trova questa reazione nei pacchetti di reazioni!"
"TID_RAID_BOSS_TOWN_CRUSHER_INTRO_TEXT","SCONFIGGI IL MEGA MOSTRO!"
"TID_EMOTE_CATEGORY_1","SLOT N. 1"
"TID_EMOTE_CATEGORY_2","SLOT N. 2"
"TID_EMOTE_CATEGORY_3","SLOT N. 3"
"TID_EMOTE_CATEGORY_4","SLOT N. 1"
"TID_EMOTE_CATEGORY_5","SLOT N. 2"
"TID_EMOTE_CATEGORY_BRAWLER_PINS","REAZIONI DI <BRAWLER>"
"TID_EMOTE_CATEGORY_PLAYER_PINS","REAZIONI DEL GIOCATORE"
"TID_EDIT_MUTE_EMOTES","Disattiva le reazioni in battaglia."
"TID_ACCESSORY_BLOCKED_ALREADY_ACTIVE","Il gadget è già attivo!"
"TID_SETTINGS_PLAYER_ID","ID giocatore: <ID>"
"TID_NAME_COLOR_REQUIRES_BRAWL_PASS","ACQUISTA IL BRAWL PASS e sfoggia un nome CROMATICO per tutta la stagione."
"TID_RANK_COLLECT_PREVIOUS_REWARD_SPECIFIC","Devi prima riscuotere un premio precedente!"
"TID_MEGA_BEETLE_BEA_SKIN","SCARABEA"
"TID_MEGA_BEETLE_BEA_SKIN_SHOP","SCARABEA"
"TID_STREETWEAR_MAX_SKIN","MAXINE CASUAL"
"TID_STREETWEAR_MAX_SKIN_SHOP","MAXINE\nCASUAL"
"TID_KING_CRAB_TICK_SKIN","TICK RE GRANCHIO"
"TID_KING_CRAB_TICK_SKIN_SHOP","TICK\nRE GRANCHIO"
"TID_ULTRA_DRILLER_JACKY_SKIN","JACKY PERFORATUTTO"
"TID_ULTRA_DRILLER_JACKY_SKIN_SHOP","JACKY\nPERFORATUTTO"
"TID_RETRO_NANI_SKIN","IRIS RÉTRO"
"TID_RETRO_NANI_SKIN_SHOP","IRIS\nRÉTRO"
"TID_MECHA_PALADIN_SURGE_SKIN","ENERGETIK PALADINO MECHA"
"TID_MECHA_PALADIN_SURGE_SKIN_SHOP","ENERGETIK\nPALADINO MECHA"
"TID_TRUE_SILVER_EMZ_SKIN","EMZ ARGENTEA"
"TID_TRUE_SILVER_EMZ_SKIN_SHOP","EMZ\nARGENTEA"
"TID_TRUE_SILVER_EL_PRIMO_SKIN","EL PRIMO ARGENTEO"
"TID_TRUE_SILVER_EL_PRIMO_SKIN_SHOP","EL PRIMO\nARGENTEO"
"TID_TRUE_SILVER_SHELLY_SKIN","SHELLY ARGENTEA"
"TID_TRUE_SILVER_SHELLY_SKIN_SHOP","SHELLY\nARGENTEA"
"TID_TRUE_SILVER_PIPER_SKIN","PIPER ARGENTEA"
"TID_TRUE_SILVER_PIPER_SKIN_SHOP","PIPER\nARGENTEA"
"TID_TRUE_SILVER_LEON_SKIN","LEON ARGENTEO"
"TID_TRUE_SILVER_LEON_SKIN_SHOP","LEON\nARGENTEO"
"TID_TRUE_GOLD_EMZ_SKIN","EMZ 24 CARATI"
"TID_TRUE_GOLD_EMZ_SKIN_SHOP","EMZ\n24 CARATI"
"TID_TRUE_GOLD_EL_PRIMO_SKIN","EL PRIMO 24 CARATI"
"TID_TRUE_GOLD_EL_PRIMO_SKIN_SHOP","EL PRIMO\n24 CARATI"
"TID_TRUE_GOLD_SHELLY_SKIN","SHELLY 24 CARATI"
"TID_TRUE_GOLD_SHELLY_SKIN_SHOP","SHELLY\n24 CARATI"
"TID_TRUE_GOLD_PIPER_SKIN","PIPER 24 CARATI"
"TID_TRUE_GOLD_PIPER_SKIN_SHOP","PIPER\n24 CARATI"
"TID_TRUE_GOLD_LEON_SKIN","LEON 24 CARATI"
"TID_TRUE_GOLD_LEON_SKIN_SHOP","LEON\n24 CARATI"
"TID_SUPER_RANGER_BROCK_SKIN","BROCK SUPER RANGER"
"TID_SUPER_RANGER_BROCK_SKIN_SHOP","BROCK\nSUPER RANGER"
"TID_SKIN_INFO_CAMPAIGN_13_NOT_AVAILABLE","Skin argentea"
"TID_SKIN_INFO_CAMPAIGN_14_NOT_AVAILABLE","Skin 24 carati"
"TID_BATTLE_ROYALE_45","asoromur anrevaC"
"TID_BATTLE_ROYALE_46","Colosseo Clash"
"TID_BATTLE_ROYALE_47","Ring fluviale"
"TID_BATTLE_ROYALE_48","Campo di quadrifogli"
"TID_BATTLE_ROYALE_49","Brughiera degli spiriti"
"TID_BATTLE_ROYALE_50","Nido"
"TID_BATTLE_ROYALE_51","Terra dei fuochi fatui"
"TID_BATTLE_ROYALE_52","Valle dei vincitori"
"TID_BATTLE_ROYALE_53","Gola erbosa"
"TID_GOLDRUSH_54","Mini città"
"TID_GOLDRUSH_55","Zona assediata"
"TID_GOLDRUSH_56","Via di fuga"
"TID_WANTED_29","Vento in poppa"
"TID_WANTED_30","Zona dei nascondigli"
"TID_BANKHEIST_29","Vista panoramica"
"TID_BANKHEIST_30","Dislivello"
"TID_KING_OF_HILL_16","Arena barricata"
"TID_KING_OF_HILL_17","Nido di vespe"
"TID_KING_OF_HILL_18","Perimetro"
"TID_KING_OF_HILL_19","Zona lacustre"
"TID_KING_OF_HILL_20","Campo eliso"
"TID_KING_OF_HILL_21","Arena dei trionfi"
"TID_KING_OF_HILL_22","Campo aperto"
"TID_KING_OF_HILL_23","Giocate parallele"
"TID_KING_OF_HILL_24","Vie del successo"
"TID_KING_OF_HILL_25","Dominio al cubo"
"TID_KING_OF_HILL_26","Roulette"
"TID_KING_OF_HILL_27","Settore verticale"
"TID_KING_OF_HILL_28","Controllo totale"
"TID_EMOTE_EQUIP_NOT_OWNED_SPECIAL","Questa reazione è da collezione e non è facile da ottenere!"
"TID_LOGIN_WITH_FACEBOOK","Accedi con Facebook"
"TID_TERMS_OF_SERVICE_BUTTON_TENCENT","Accordo sulle licenze di gioco e sui servizi di Tencent"
"TID_PRIVACY_POLICY_BUTTON_TENCENT","Linee guida di Tencent sulla tutela della privacy in gioco"
"TID_PARENTS_GUIDE_BUTTON_TENCENT","Linee guida di Tencent sulla tutela della privacy infantile in gioco"
"TID_TENCENT_LOGIN_AGREEMENTS","Ho letto attentamente e accetto l'<TOS>, le <PP> e le <CHILDREN>."
"TID_TENCENT_LOGIN_TOS","Accordo sulle licenze di gioco e sui servizi di Tencent"
"TID_TENCENT_LOGIN_PP","Linee guida di Tencent sulla tutela della privacy in gioco"
"TID_TENCENT_LOGIN_CHILDREN","Linee guida di Tencent sulla tutela della privacy infantile in gioco"
"TID_TENCENT_LOGIN_AGREEMENT_NOTE","Devi leggere attentamente e accettare\nl'<TOS>,\nle <PP>\ne le <CHILDREN>,\nprima di accedere al gioco."
"TID_KING_OF_HILL_29","Centrale elettrica"
"TID_QUESTS_GMV_NOT_AVAILABLE","L'evento non è al momento disponibile."
"TID_IAP_SOM_072001","OFFERTA ESTIVA"
"TID_IAP_SOM_072002","È ARRIVATO AGOSTO!"
"TID_IAP_SOM_072003","È ARRIVATO SETTEMBRE!"
"TID_IAP_SOM_072004","OCCASIONE"
"TID_IAP_SOM_072005","OCCASIONE"
"TID_IAP_SOM_072006","GEMME A IOSA"
"TID_IAP_SOM_072007","GEMME A IOSA"
"TID_IAP_SOM_072008","PACCHETTO STAGIONALE"
"TID_IAP_SOM_072009","CE L'HAI IL BRAWL PASS?"
"TID_IAP_SOM_072010","MONETE A VOLONTÀ!"
"TID_BRAWL_PASS_INFO_EXTRA_CHINA","乱斗金券每个主题季只能购买一次"
"TID_VALUE_MULTIPLIER","<NUM>x"
"TID_DEVICE_LINK_CODE_VALID_TIME","Codice valido per:"
"TID_CONFIRM_DEVICE_LINKING","Conferma collegamento"
"TID_CONFIRM_DEVICE_LINK_TEXT","Vuoi davvero eliminare i progressi attuali e sostituirli con quelli del profilo seguente?"
"TID_DEVICE_LINK_ERROR_GAME_CENTER","Nessun accesso a Game Center"
"TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT","Per collegare il dispositivo, riprova dopo aver effettuato l'accesso a Game Center."
"TID_DEVICE_LINK_ERROR_GAME_CENTER_ANDROID","Nessun accesso a Google Play"
"TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT_ANDROID","Per collegare il dispositivo, accedi prima a Google Play toccando il pulsante apposito dalle impostazioni del gioco."
"TID_DEVICE_LINK_ERROR_TIMEOUT","Codice scaduto"
"TID_DEVICE_LINK_ERROR_TIMEOUT_TEXT","Il codice di collegamento è scaduto, poiché deve essere inserito nel nuovo dispositivo entro <time>.\n\nRitorna nella schermata di generazione del codice per ottenerne uno nuovo."
"TID_DEVICE_LINK_ERROR_TOO_MANY_DEVICES","Troppi dispositivi collegati"
"TID_DEVICE_LINK_ERROR_TOO_MANY_DEVICES_TEXT","Hai già collegato il numero massimo di 10 dispositivi.\n\nSe vuoi rimuoverne alcuni, contattaci dalla sezione \qGuida e assistenza\q."
"TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE","Codice non valido"
"TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE_TEXT","Il codice di collegamento che hai inserito non è valido oppure è scaduto. Assicurati di inserire lo stesso codice che appare sull'altro dispositivo.\n\nTocca la freccia che punta verso sinistra per riprovare.\n\nRicorda che un codice può essere usato solo una volta e che scade dopo <time>. Esci dalla schermata di generazione del codice e accedi nuovamente per ottenerne uno nuovo."
"TID_DEVICE_LINK_ERROR_OLD_DEVICE_NOT_ACTIVE","Vecchio dispositivo non attivo"
"TID_DEVICE_LINK_ERROR_OLD_DEVICE_NOT_ACTIVE_TEXT","Per collegare con successo i tuoi dispositivi, assicurati che il vecchio dispositivo sia attivo e che sul suo schermo compaia il codice di collegamento."
"TID_DEVICE_LINKED_MAIL_ITEM","Hai collegato il nuovo dispositivo ai progressi di gioco."
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_TITLE","Nessuna associazione a Game Center"
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED","I tuoi progressi di gioco non sono stati associati a un account di Game Center, per cui assicurati di accedere a uno che non contenga alcun progresso e, successivamente, riavvia il gioco.\n\nQuando ti verrà chiesto di associare i progressi attuali all'account di Game Center, seleziona \qSì\q.\n\nATTENZIONE: una volta associati i progressi, l'operazione è permanente e non può essere modificata in un secondo momento."
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_TITLE_ANDROID","Nessuna associazione a Google Play"
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_ANDROID","I tuoi progressi non sono stati associati a un account Google. Torna nella schermata delle impostazioni e accedi a un account Google Play che non contenga alcun progresso di gioco.\n\nATTENZIONE: una volta associati i progressi, l'operazione è permanente e non può essere modificata in un secondo momento."
"TID_DEVICE_LINK_WRONG_ACCOUNT_TITLE","Accesso all'account errato"
"TID_DEVICE_LINK_WRONG_ACCOUNT","I progressi attuali sono associati a un account di Game Center diverso da quello con cui hai effettuato l'accesso.\n\nEsci dall'app di Game Center e accedi all'account contenente i progressi.\n\nSuccessivamente, prova a effettuare nuovamente il collegamento."
"TID_DEVICE_LINK_WRONG_ACCOUNT_ANDROID","I progressi attuali sono associati a un account Google diverso da quello con cui hai effettuato l'accesso.\n\nDisconnetti l'account Google attuale dalle impostazioni di gioco e accedi all'account contenente i progressi.\n\nSuccessivamente, prova a effettuare nuovamente il collegamento."
"TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS_TITLE","Collegamento già effettuato"
"TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS","I progressi attuali sono stati già collegati e questa operazione può essere svolta una sola volta."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH","Impossibile sovrascrivere i progressi"
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT","I progressi attuali sono già collegati permanentemente all'account con cui hai effettuato l'accesso.\n\nNon puoi più sovrascriverli, perché sei già avanzato/a in gioco (sei al livello <level>) o hai effettuato degli acquisti."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM","Collegamento via codice non disponibile"
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT","Il codice di collegamento non è necessario per giocare su più dispositivi iOS.\nPer giocare su un altro dispositivo iOS, assicurati di aver effettuato l'accesso a Game Center sull'altro dispositivo e, in seguito, accedi a questo dispositivo usando lo stesso account di Game Center.\nQuesto account permetterà ai progressi di essere sincronizzati automaticamente."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_ANDROID","Il codice di collegamento non è necessario per giocare su più dispositivi Android.\nPer giocare su un altro dispositivo Android, assicurati prima di aver effettuato l'accesso a Google Play sull'altro dispositivo e, in seguito, accedi a Google Play anche su questo dispositivo, direttamente dalle impostazioni di gioco.\nIn questo modo, i progressi verranno automaticamente sincronizzati."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_KUNLUN","Il codice di collegamento non è necessario per giocare su più dispositivi Android.\n\nPer giocare su un altro dispositivo Android, scarica Brawl Stars dallo stesso store di Android e accedi con lo stesso account.\n\nIn questo modo, i progressi saranno sincronizzati automaticamente."
"TID_DEVICE_LINK_SUCCESFULL_TITLE","Collegamento effettuato con successo!"
"TID_DEVICE_LINK_SUCCESFULL_NEW","Hai collegato con successo questo dispositivo al tuo account. Tocca il pulsante \qOK\q per iniziare a giocare e caricare il tuo account. Buon divertimento!"
"TID_DEVICE_LINK_SUCCESFULL_OLD_NO_DEVICE","Hai collegato con successo un nuovo dispositivo al tuo account!"
"TID_DEVICE_LINK_SUCCESFULL_OLD","Hai collegato con successo il seguente dispositivo al tuo account:"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_0_TITLE","Si è verificato un errore (100)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_0","Qualcosa è andato storto. Riprova."
"TID_DEVICE_LINK_ERROR_CODE_ERROR_1_TITLE","Si è verificato un errore (101)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_1","Qualcosa è andato storto. Riprova."
"TID_DEVICE_LINK_ERROR_CODE_ERROR_2_TITLE","Si è verificato un errore (102)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_2","Qualcosa è andato storto. Riprova."
"TID_DEVICE_LINK_CONFIRMATION_PLAYER_DESC","Livello <level>"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID","Per giocare su più dispositivi, assicurati di aver effettuato l'accesso a WeChat o QQ su questo dispositivo.\n\nIn seguito, accedi a WeChat o QQ sull'altro dispositivo per fare in modo che i tuoi progressi vengano sincronizzati automaticamente."
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID_KUNLUN","I progressi attuali sono stati già collegati e questa operazione può essere svolta una sola volta."
"TID_LINK_NEW_DEVICE_TITLE","Collegamento dispositivo"
"TID_LINK_NEW_DEVICE_TEXT","Qui puoi decidere se giocare su due dispositivi o trasferire il tuo account su un altro dispositivo."
"TID_LINK_NEW_DEVICE_TEXT2","Per iniziare, seleziona un'opzione."
"TID_LINK_NEW_DEVICE_GAME_CENTER_NOTE","NOTA: se giochi solo su dispositivi iOS e utilizzi il tuo account di Game Center, non dovrai collegare i tuoi dispositivi, ma ti sarà sufficiente accederci con lo stesso account di Game Center."
"TID_LINK_NEW_DEVICE_OLD_BUTTON","Questo è il VECCHIO DISPOSITIVO"
"TID_LINK_NEW_DEVICE_NEW_BUTTON","Questo è il NUOVO DISPOSITIVO"
"TID_LINK_CODE_TITLE","Codice di collegamento"
"TID_LINK_CODE_TEXT","Lascia questa schermata aperta sul dispositivo, mentre sull'altro, accedi alla schermata di collegamento e tocca il pulsante \qQuesto è il NUOVO dispositivo\q."
"TID_LINK_CODE_TEXT2","Inserisci questo codice nel nuovo dispositivo:"
"TID_LINK_CODE_WARNING_TEXT","ATTENZIONE: questo codice è solo per uso personale, quindi non condividerlo con nessuno! Ricorda anche che, una volta effettuato, il collegamento sarà permanente."
"TID_LINK_DEVICES_ENTER_CODE_TITLE","Inserisci il codice"
"TID_LINK_DEVICES_ENTER_CODE_TEXT","Per ricevere un codice di collegamento, accedi alla schermata di generazione sul vecchio dispositivo e tocca il pulsante \qQuesto è IL VECCHIO dispositivo\q."
"TID_LINK_DEVICES_ENTER_CODE_TEXT2","Inserisci qui il codice di collegamento:"
"TID_LINK_TARGET_IOS_BUTTON","Voglio collegare i progressi\na un iPhone, iPad o iPod"
"TID_LINK_TARGET_IOS_BUTTON_ANDROID","Voglio collegare i progressi\na un dispositivo Android"
"TID_LINK_TARGET_OTHER_BUTTON","Voglio collegare i progressi\na un altro dispositivo"
"TID_LINK_TARGET_DEVICE_TYPE","Tipologia nuovo dispositivo"
"TID_LINK_TARGET_DEVICE_TEXT","Scegli con quale tipo di dispositivo vuoi effettuare il collegamento."
"TID_LINK_SAME_PLATFORM_TITLE","Sincronizza con Game Center"
"TID_LINK_SAME_PLATFORM_TITLE_ANDROID","Sincronizza con un account Google"
"TID_LINK_SAME_PLATFORM_TITLE_KUNLUN","Sincronizza con il tuo account"
"TID_LINK_SAME_PLATFORM","Per giocare su più dispositivi iOS, assicurati di aver effettuato l'accesso a Game Center su questo dispositivo.\n\nIn seguito, accedi a Game Center sull'altro dispositivo per fare in modo che i tuoi progressi vengano sincronizzati automaticamente."
"TID_LINK_SAME_PLATFORM_ANDROID","Per giocare su più dispositivi Android, assicurati di aver effettuato l'accesso al tuo account Google dalle impostazioni di gioco.\n\nIn seguito, accedi all'altro dispositivo con lo stesso account Google per sincronizzare automaticamente i progressi."
"TID_LINK_SAME_PLATFORM_KUNLUN","Per giocare su più dispositivi Android, scarica Brawl Stars dallo stesso store Android e accedi con lo stesso account. In questo modo, i progressi saranno sincronizzati automaticamente."
"TID_LINK_CANCELLED_TITLE","Collegamento annullato"
"TID_LINK_CANCELLED","Hai annullato il collegamento, perciò non è stato collegato nessun dispositivo."
"TID_LINK_CODE_GENERATE_CODE_TEXT","Usa il seguente codice di collegamento per trasferire i tuoi progressi su un altro store Android. Segui il tutorial per conoscere tutti i passaggi nel dettaglio."
"TID_LINK_DEVICES_ENTER_CODE_KUNLUN_TEXT","Per ottenere un codice di collegamento dei tuoi progressi, accedi alle impostazioni e collega un dispositivo. Segui il tutorial per conoscere tutti i passaggi nel dettaglio."
"TID_DEVICE_LINK_MIGRATION_TEXT","Per continuare a giocare, devi trasferire i progressi di gioco su un'altra app attraverso un codice di collegamento."
"TID_DEVICE_LINK_MIGRATION_INSTALL_BUTTON","INSTALLA"
"TID_DEVICE_LINK_MIGRATION_LAUNCH_BUTTON","VAI AL GIOCO"
"TID_DEVICE_LINK_MIGRATION_HELP_BUTTON","AIUTO"
"TID_DEVICE_LINK_CODE_COPIED","Codice di collegamento memorizzato!"
"TID_DEVICE_LINK_CODE_BUTTON_LINK","COLLEGA"
"TID_PERCENTER","COLETTE"
"TID_PERCENTER_SHORT_DESC","COMBATTENTE"
"TID_PERCENTER_DESC","Occhio a Colette, la brawler pronta a riscuotere punti salute dagli avversari grazie alle sue doti da combattente!"
"TID_PERCENTER_WEAPON","ONERE FISCALE"
"TID_PERCENTER_WEAPON_DESC","Quando spara i suoi colpi, Colette ha solo una cosa in mente: riprendersi ciò che è dovuto. Inoltre, più salute ha il suo avversario, maggiore sarà la tassa che dovrà pagare!"
"TID_PERCENTER_ULTI","RISCOSSIONE"
"TID_PERCENTER_ULTI_DESC","Colette scatta in avanti e indietro, causando a chiunque incroci dei danni la cui quantità dipende dalla salute massima della vittima."
"TID_SPEC_ABI_PERCENTER_1","PRESSIONE FISCALE"
"TID_SPEC_ABI_PERCENTER_1_DESC","Durante i suoi scatti, Colette trascina con sé i nemici colpiti fino alla distanza massima raggiunta con quell'attacco."
"TID_SPEC_ABI_PERCENTER_2","SCUDO FISCALE"
"TID_SPEC_ABI_PERCENTER_2_DESC","Con la super, Colette ottiene uno scudo della durata di <c00cc00><VALUE2></c> secondi, che riduce del <c00cc00><VALUE1>%</c> i danni subiti. La protezione dello scudo sale di un <c00cc00><VALUE1>%</c> ogni volta che Colette colpisce con la super un brawler nemico."
"TID_ACCESSORY_PERCENTER_STATIC_DAMAGE","CONVERTITORE"
"TID_ACCESSORY_PERCENTER_STATIC_DAMAGE_DESC","I danni causati dal colpo successivo all'attivazione del gadget variano in base alla salute massima del brawler colpito oppure sono raddoppiati, se Colette colpisce bersagli speciali."
"TID_TUTORIAL_PLAYED_BEFORE","Hai già giocato in passato?"
"TID_SUPPORT_NEW_VERSION_TITLE","Aggiornamento richiesto!"
"TID_SUPPORT_NEW_VERSION_TEXT","È disponibile una nuova versione di Brawl Stars. Aggiorna il gioco prima di accedere a \qGuida e assistenza\q."
"TID_SUPPORT_NEW_VERSION_BUTTON","AGGIORNA"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_TITLE","Informazioni"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP","Prima di utilizzare i servizi offerti da Tencent, si prega di leggere attentamente l'<TOS>, le <PP> e le <CHILDREN>, e di assicurarsi di aver compreso appieno le regole e i punti riportati. Nel frattempo, si faccia attenzione ai punti esposti nei suddetti accordi che esonerano o limitano le responsabilità di Tencent, ai punti che limitano i diritti dell'utente, ai provvedimenti scelti per la risoluzione di controversie e alle clausole attributive della competenza giurisdizionale. Dopo aver letto attentamente e accettato l'<TOS>, le <PP> e le <CHILDREN>, si prega di selezionare \qAcconsento\q."
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_AGREE","Acconsento"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_REFUSE","Rifiuto"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_2_TITLE","Avviso importante"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_2","Ti ricordiamo che devi leggere attentamente e accettare\nl'<TOS>,\nle <PP>\ne le <CHILDREN>,\nprima di accedere al gioco."
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_BACK","Torna"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_NO","No"
"TID_BRAWL_PASS_SEASON_2","LO STARR PARK È APERTO!"
"TID_BRAWL_PASS_INFO_TEXT_2","Vinci un sacco di premi extra, tra cui:\n\n<BRAWLER>, la nuova brawler cromatica\n\nLA SKIN ESCLUSIVA \q<SKIN_1>\q\n\nLA SKIN ESCLUSIVA \q<SKIN_2>\q\n\nREAZIONI ESCLUSIVE E INCREDIBILI per <BRAWLER>\n\n<NUM> MEGA CASSE\n\nMONETE e PUNTI ENERGIA AGGIUNTIVI\n\n\nMISSIONI EXTRA per accelerare i progressi del Brawl Pass\n\nEFFETTO CROMATICO ESCLUSIVO PER IL NOME per tutta la stagione"
"TID_BRAWL_PASS_SEASON_3","MISCHIE DI NATALE"
"TID_BRAWL_PASS_INFO_TEXT_3","Vinci un sacco di premi extra, tra cui:\n\n<BRAWLER>, il nuovo brawler cromatico\n\nLA SKIN ESCLUSIVA <SKIN_1>\n\nLA SKIN ESCLUSIVA <SKIN_2>\n\nREAZIONI ESCLUSIVE E INCREDIBILI per <BRAWLER>\n\n<NUM> MEGA CASSE\n\nMONETE e PUNTI ENERGIA AGGIUNTIVI\n\n\nMISSIONI EXTRA per accelerare i progressi del Brawl Pass\n\nEFFETTO CROMATICO ESCLUSIVO PER IL NOME per tutta la stagione"
"TID_QUESTS_MORE","Mostra tutte le missioni"
"TID_QUESTS_MORE_NEXT_SEASON","Hai completato tutte le missioni della stagione <THIS_SEASON>. Troverai nuove missioni una volta che avrà inizio la stagione <NEXT_SEASON>."
"TID_BRAWL_PASS_AUTOCOLLECT_TITLE","Premi della stagione <NUM>"
"TID_BRAWL_PASS_AUTOCOLLECT","I premi della stagione <NUM> sono stati riscossi automaticamente."
"TID_BRAWL_PASS_AUTOCOLLECT_INFO","I premi della stagione <OLD> non riscossi prima dell'inizio della stagione <CURRENT> saranno riscossi automaticamente per te."
"TID_AUTH_WECHAT_SUCCESS","Cambio autorizzazione effettuato"
"TID_AUTH_WECHAT_CANCEL","Hai cancellato l'autorizzazione per Wechat."
"TID_AUTH_QQ_SUCCESS","Cambio autorizzazione effettuato"
"TID_AUTH_QQ_CANCEL","Hai cancellato l'autorizzazione per QQ."
"TID_TENCENT_AUTH_SUCCESS","Cambio autorizzazione effettuato"
