TID,MS
TID_TAGTEAM_TROPHY_INFO_LOSE_TITLE,PERLAWANAN KALAH
TID_TAGTEAM_TROPHY_INFO_WIN_TITLE,PERLAWANAN MENANG
TID_TAGTEAM_TROPHY_INFO_LOSE_INFO,Setiap brawler hilang <VALUE> trofi seperti yang mereka hilang dalam perlawanan biasa.
TID_TAGTEAM_TROPHY_INFO_WIN_INFO,Setiap brawler meraih <VALUE> trofi seperti yang mereka meraih dalam perlawanan biasa.
TID_TAGTEAM_TROPHY_INFO_WIN_INFO_EXTRA,"Jika jumlah itu kurang daripada bilangan trofi terkecil yang akan diraih oleh mana-mana brawler individu, perbezaan itu akan diagihkan secara rawak antara semua brawler."
TID_TRUE_GOLD_ROSA_SKIN,ROSA EMAS
TID_TRUE_GOLD_ROSA_SKIN_SHOP,ROSA\nEMAS
TID_TRUE_GOLD_JACKY_SKIN,JACKY EMAS
TID_TRUE_GOLD_JACKY_SKIN_SHOP,JACKY\nEMAS
TID_TRUE_GOLD_LOU_SKIN,LOU EMAS
TID_TRUE_GOLD_LOU_SKIN_SHOP,LOU\nEMAS
TID_TRUE_GOLD_PENNY_SKIN,PENNY EMAS
TID_TRUE_GOLD_PENNY_SKIN_SHOP,PENNY\nEMAS
TID_TRUE_SILVER_ROSA_SKIN,ROSA PERAK
TID_TRUE_SILVER_ROSA_SKIN_SHOP,ROSA\nPERAK
TID_TRUE_SILVER_JACKY_SKIN,JACKY PERAK
TID_TRUE_SILVER_JACKY_SKIN_SHOP,JACKY\nPERAK
TID_TRUE_SILVER_LOU_SKIN,LOU PERAK
TID_TRUE_SILVER_LOU_SKIN_SHOP,LOU\nPERAK
TID_TRUE_SILVER_PENNY_SKIN,PENNY PERAK
TID_TRUE_SILVER_PENNY_SKIN_SHOP,PENNY\nPERAK
TID_SKIN_INFO_CAMPAIGN_ANNIVERSARY_2021,Kulit Ulang Tahun 2021
TID_REWARD_INFO_RESOURCE_GEARTOKENSDAMAGE,<AMOUNT> Token Kerosakan dituntut
TID_REWARD_INFO_RESOURCE_GEARTOKENSHEAL,<AMOUNT> Token Penyembuhan dituntut
TID_REWARD_INFO_RESOURCE_GEARTOKENSRESISTANCE,<AMOUNT> Token Rintangan dituntut
TID_REWARD_INFO_RESOURCE_GEARTOKENSSHIELD,<AMOUNT> Token Perisai dituntut
TID_REWARD_INFO_RESOURCE_GEARTOKENSSPEED,<AMOUNT> Token Kelajuan dituntut
TID_RESOURCE_REVOCATION,Pembaalan <AMOUNT> <NAME>
TID_CLAIM_VOUCHER_POPUP_TEXT,Adakah anda ingin kumpul ganjaran anda sekarang?
TID_CLAIM_VOUCHER_POPUP_TITLE,Kumpul Ganjaran
TID_CLAIM_VOUCHER_BUTTON_CLAIM,Kumpul
TID_CLAIM_VOUCHER_BUTTON_CANCEL,Batal
TID_SPELL_FACTORY_CLAIM_FAILED_TITLE,Ralat semasa kumpul ganjaran
TID_SPELL_FACTORY_CLAIM_FAILED_REASON_UNKNOWN,Tidak dapat mengumpul ganjaran.
TID_SPELL_FACTORY_CLAIM_FAILED_REASON_ALREADY_CLAIMED,Tidak dapat kumpul. Ganjaran telah dikumpul.
TID_SPELL_FACTORY_CLAIM_FAILED_REASON_INVALID_CODE,Tidak dapat kumpul. Kod tidak sah.
TID_SPELL_FACTORY_CLAIM_FAILED_REASON_EXPIRED,Tidak dapat kumpul. Ganjaran telah tamat tempoh.
TID_RANKED_FRIENDLY_BEST_OF_TOGGLE_TITLE,TERBAIK
TID_FLEA,EVE
TID_FLEA_SHORT_DESC,PEROSAK
TID_FLEA_DESC,Eve percaya semua orang adalah berharga ... untuk dijadikan sumber bagi anak-anaknya.
TID_FLEA_WEAPON,PENEMBAK TELUR
TID_FLEA_WEAPON_DESC,"Eve menembak tiga telur berturut-turut, setiap telur semakin besar dan melakukan lebih banyak kerosakan berbanding telur sebelumnya."
TID_FLEA_ULTI,LEDAKAN BAYI
TID_FLEA_ULTI_DESC,Eve melepaskan sebiji telur besar yang mengeram sekumpulan anak tetasan. Anak tetasan melekat pada musuh dan melakukan kerosakan dari masa ke masa.
TID_SPEC_ABI_FLEA_1,URUTAN TERBALIK
TID_SPEC_ABI_FLEA_1_DESC,Menterbalikkan urutan telur yang ditembak oleh Penembak Telur.
TID_SPEC_ABI_FLEA_2,KEJUTAN GEMBIRA
TID_SPEC_ABI_FLEA_2_DESC,"Setiap <c00cc00><VALUE1></c> saat, telur terbesar seterusnya yang mengenai musuh Penembak Telur akan menetas."
TID_ACCESSORY_FLEA_JUMP,PERGI DULU!
TID_ACCESSORY_FLEA_JUMP_DESC,Eve melompat dan meninggalkan satu anak tetasan.
TID_ACCESSORY_FLEA_SYMBIOSIS,KASIH SAYANG IBU
TID_ACCESSORY_FLEA_SYMBIOSIS_DESC,Anak tetasan yang menetas dari telur besar yang aktif kini akan menyembuhkan sekutu dari masa ke masa dan bukannya melakukan kerosakan.
TID_ACCESSORY_BLOCKED_MISSING_BIG_EGG,Tidak boleh diaktifkan tanpa telur besar!
TID_ACCESSORY_BLOCKED_BIG_EGG_TOO_FAR,Telur besar terlalu jauh!
TID_BIG_EGG_HEALTH,Nilai Nyawa Telur Besar
TID_HATCHLING_HEALTH,Nilai Nyawa Anak Tetasan
TID_HATCHLING_DAMAGE,Kerosakan Anak Tetasan
TID_HATCHLING_COUNT,Kiraan Anak Tetasan
TID_ACCESSORY_DUPLICATOR_SWAP,PELAGAK NGERI
TID_ACCESSORY_DUPLICATOR_SWAP_DESC,Lola dan Egonya bertukar lokasi. Dia memulihkan <c00cc00><VALUE1></c> nilai nyawa.
TID_ACCESSORY_BLOCKED_EGO_TOO_FAR,Ego terlalu jauh!
TID_ACCESSORY_BLOCKED_MISSING_EGO,Tidak boleh diaktifkan tanpa Ego!
TID_GAME_MODE_25,PENGHAPUSAN
TID_GAME_MODE_25_DESC,Kumpul mata dengan mengalahkan pihak lawan. Pasukan pertama yang mencapai <MAX_SCORE> mata akan menang perlawanan!
TID_DEATHMATCH_INTRO_TEXT,Kalahkan pihak lawan!
TID_NOTIFICATION_DEATHMATCH,Peta PENGHAPUSAN baharu tersedia! Masa untuk memenangi ganjaran baharu!
TID_GAME_MODE_26,LUMBA TROLI
TID_GAME_MODE_26_DESC,"Tolak troli lombong pasukan anda dengan berdiri berhampirannya. Pasukan pertama yang menolak troli lombong mereka ke destinasi akan menang perlawanan! Berdiri berhampiran troli lombong pihak lawan akan memperlahankannya. Jika masa tamat, troli lombong yang bergerak paling jauh akan menang!"
TID_PAYLOAD_INTRO_TEXT,Tolak troli lombong!
TID_NOTIFICATION_PAYLOAD,Peta LUMBA TROLI baharu tersedia! Masa untuk memenangi ganjaran baharu!
TID_ACCESSORY_PERCENTER_LIFESTEAL,PEMINDAHAN FAEDAH!
TID_ACCESSORY_PERCENTER_LIFESTEAL_DESC,"Selepas diaktifkan, tembakan Colette akan menyembuhkan dirinya selama <c00cc00><VALUE1></c> saat untuk sebanyak <c00cc00><VALUE2>%</c> kerosakan yang ditimbulkan."
TID_ACCESSORY_BASEBALL_STICKY,PELEKAT KUAT
TID_ACCESSORY_BASEBALL_STICKY_DESC,Teknik Spitball Bibi yang seterusnya akan memperlahankan musuh yang terkena bebola gula-gula getahnya selama <c00cc00><VALUE1></c> saat!
TID_ACCESSORY_MUMMY_ACID,SEMBURAN ASID
TID_ACCESSORY_MUMMY_ACID_DESC,Semburan rambut Emz yang seterusnya boleh menembusi benteng tetapi kerosakan kurang <ccc0000><VALUE1>%</c>.
TID_FIRST_BLOOD,Penyingkiran pertama <name>!
TID_KILL_NUMBER_OWN,4 penyingkiran lagi!
TID_KILL_NUMBER_OPPONENT,4 penyingkiran lagi untuk musuh anda!
TID_ONE_POINT_FROM_VICTORY,1 penyingkiran lagi untuk menang!
TID_OPPONENT_ONE_POINT_FROM_VICTORY,1 penyingkiran lagi dan anda akan kalah!
TID_VICTORY_MATCH_OVER,MENANG!\nPerlawanan tamat
TID_LOSS_MATCH_OVER,KALAH!\nPerlawanan tamat
TID_SKIN_INFO_CAMPAIGN_LUNAR_BRAWL_2022,Kulit Brawl Tahun Baharu Cina 2022
TID_LOGIN_CALENDAR_LEFT_TITLE,TEMPOH HADIAH HARIAN
TID_LOGIN_CALENDAR_LEFT_SUBTITLE,<cfffc11>LOG MASUK SETIAP HARI SELAMA 15 HARI</c> untuk mengumpul <cfffc11>HADIAH PERCUMA anda!</c>
TID_LOGIN_CALENDAR_RIGHT_TITLE,GANJARAN HARI INI
TID_LOGIN_CALENDAR_BUTTON_CLAIM,KUMPUL
TID_LOGIN_CALENDAR_BUTTON_CLOSE,TUTUP
TID_LOGIN_CALENDAR_AVAILABLE_IN_TIMER,Tersedia dalam: <TIME>
TID_LOGIN_CALENDAR_CARD_DAY_NUM,HARI <NUM>
TID_LOGIN_CALENDAR_CARD_AVAILABLE_IN_TIMER,Tersedia dalam: <TIME>
TID_LOGIN_CALENDAR_CARD_TIME_TO_CLAIM,Baki masa untuk kumpul: <TIME>
TID_LOGIN_CALENDAR_REWARD_BRAWLER_CHOICE,PILIH BRAWLER
TID_LOGIN_CALENDAR_REWARD_LEVEL_UPGRADE,NAIK TARAF\nBRAWLER
TID_LOGIN_CALENDAR_REWARD_PIN,PIN BAHARU
TID_LOGIN_CALENDAR_REWARD_SKIN,KULIT BAHARU
TID_LOGIN_CALENDAR_REWARD_GADGET_CHOICE,PILIH SATU ALAT
TID_LOGIN_CALENDAR_REWARD_PIN_X2,2 PIN BAHARU
TID_LOGIN_CALENDAR_REWARD_STARPOWER_CHOICE,PILIH SATU KUASA BINTANG
TID_LOGIN_CALENDAR_REWARD_DESC_BRAWLER_CHOICE,Pilih untuk membuka <HERONAME1> atau <HERONAME2>
TID_LOGIN_CALENDAR_REWARD_DESC_LEVEL_UPGRADE,Naik taraf <HERONAME> ke TAHAP KUASA <VALUE>
TID_LOGIN_CALENDAR_REWARD_DESC_PIN,<VALUE1> pin <VALUE2>/<VALUE3>. Guna pin untuk meluahkan perasaan dalam pertempuran.
TID_LOGIN_CALENDAR_REWARD_DESC_SKIN,Menyesuaikan <VALUE> dengan kulit baharu ini!
TID_LOGIN_CALENDAR_REWARD_DESC_GADGET_CHOICE,Pilih alat untuk <VALUE>. Alat ialah keupayaan tambahan yang boleh digunakan sehingga 3 kali dalam setiap pertempuran.
TID_LOGIN_CALENDAR_REWARD_DESC_PIN_X2,Ganjaran ini memberikan anda 2 PIN BAHARU
TID_LOGIN_CALENDAR_REWARD_DESC_STARPOWER_CHOICE,Pilih kuasa bintang untuk <VALUE>. Kuasa bintang ialah keupayaan pasif tambahan untuk brawler anda.
TID_LOGIN_CALENDAR_ERROR_REWARD_EXPIRED,Tawaran telah tamat tempoh
TID_CHINA_PRIVACY_SETTINGS_BUTTON,Tetapan Privasi
TID_CHINA_PRIVACY_SETTINGS_TITLE,TETAPAN PRIVASI
TID_CHINA_PRIVACY_HIDE_IN_LEADERBOARDS,TUTUP PAPAN PENDAHULU
TID_ACCESSORY_CROSS_BOMBER_BURST,PEMERIKSAAN RADIO
TID_ACCESSORY_CROSS_BOMBER_BURST_DESC,Serangan Grom yang seterusnya melemparkan <c00cc00><VALUE1></c> Bud dengan cepat.
TID_ACCESSORY_SNAKE_OIL_SPREAD,DOS PENGGALAK
TID_ACCESSORY_SNAKE_OIL_SPREAD_DESC,"Serangan Byron seterusnya menembak bukan hanya satu, tapi <c00cc00><VALUE1></c> damak dengan setiap satunya menimbulkan <ccc0000><VALUE2>%</c> lebih kurang kerosakan dan <ccc0000><VALUE3>% </c>lebih kurang sembuhan."
TID_GEMGRAB_48,Dataran Nilam
TID_ACCESSORY_STICKY_BOMB_VISION,TENAGA SISA
TID_ACCESSORY_STICKY_BOMB_VISION_DESC,"Bom Lekit Squeak seterusnya akan meninggalkan sisa selepas meletup, memperlahankan musuh dan membolehkan rakan sekutu melihat ke dalam semak selama <c00cc00><VALUE1></c> saat."
TID_ACCESSORY_ELECTRO_SNIPER_BOUNCE,KEKUTUBAN TERBALIK
TID_ACCESSORY_ELECTRO_SNIPER_BOUNCE_DESC,Kilat elektro Belle yang seterusnya melantun dari benteng.
TID_TUTORIAL_SD_FIRSTBATTLE,"Brawler yang bertahan hingga akhir akan menang! Kumpul kiub kuasa dari kotak untuk meningkatkan kekuatan anda. Awan beracun akan kian mendekat, jadi teruskan bergerak!"
TID_ACCESSORY_KICKER_DUDE_SWEEP,TENDANGAN BERPUTAR
TID_ACCESSORY_KICKER_DUDE_SWEEP_DESC,"Fang berputar dan menyerang semua musuh di sekelilingnya, memegun mereka selama <c00cc00><VALUE1></c> saat."
TID_TDM_30_SECONDS,BAKI 30 SAAT!
TID_TDM_DOUBLE_TAKEDOWN,PENYINGKIRAN BERGANDA!
TID_TDM_TEAM_TAKEDOWN,PENYINGKIRAN PASUKAN!
TID_ACCESSORY_KNIGHT_RAGE,PISANG BUSUK
TID_ACCESSORY_KNIGHT_RAGE_DESC,Ash kehilangan <ccc0000><VALUE1>%</c> nilai nyawa dan segera mendapat <c00cc00><VALUE2>%</c> kemarahan.
TID_ACCESSORY_BLOCKED_REQUIRES_HEALTH,Memerlukan lebih banyak nilai nyawa!
TID_ACCESSORY_BLOCKED_RAGE_ALREADY_FULL,Kemarahan sudah penuh!
TID_STAT_BIG_EGG_DAMAGE,Kerosakan telur terbesar
TID_TUTORIAL_SD_FIRST,Pulau Latihan
TID_OVERTIME_PAYLOAD,Masa tambahan!\nTroli lombong bergerak lebih laju!
TID_GATCHA_SCREEN_WCPP_DROP_TITLE,MATA KUASA UNTUK SEBARANG BRAWLER
TID_GATCHA_SCREEN_WCPP_DROP_DESC,Pilih brawler selepas mengumpul semua ganjaran anda.
TID_EMOTE_BUNDLE_BIODOME_PACK,Set pin kulit Biodome
TID_SHOP_BIODOME_SKINS,Kulit Biodome
TID_SHOP_BIODOME_TITLE,BIODOME
TID_SHOP_BIODOME_INFO,Set kulit
TID_SKIN_INFO_CAMPAIGN_BIODOME,Kulit Biodome
TID_LOGIN_CALENDAR_RIGHT_TITLE_WAIT,GANJARAN SETERUSNYA
TID_LOGIN_CALENDAR_REWARD_BRAWLER,BRAWLER BAHARU
TID_LOGIN_CALENDAR_NOTIFICATIONS_TITLE,Jangan terlepas ganjaran percuma anda!
TID_LOGIN_CALENDAR_NOTIFICATIONS_DESCRIPTION,Dapatkan pemberitahuan apabila ganjaran baharu tersedia untuk dikumpul.
TID_LOGIN_CALENDAR_NOTIFICATIONS_DECLINE,MUNGKIN NANTI
TID_LOGIN_CALENDAR_NOTIFICATIONS_ACCEPT,MAKLUMKAN SAYA
TID_LOGIN_CALENDAR_WARNING,"Pastikan anda log masuk pada HARI <VALUE>. Jika tidak, anda akan kehilangan baki ganjaran!"
TID_LOGIN_CALENDAR_TIP_TITLE,PETUA:
TID_LOGIN_CALENDAR_TIP_SKINS,Guna butang kulit apabila memilih Shelly untuk menukar kulitnya.
TID_LOGIN_CALENDAR_TIP_PINS,Guna pin untuk meluahkan perasaan dalam pertempuran!
TID_LOGIN_CALENDAR_TIP_GADGET,Alat ialah keupayaan tambahan yang boleh digunakan sehingga 3 kali dalam setiap pertempuran.
TID_LOGIN_CALENDAR_TIP_STAR_POWER,Kuasa bintang ialah keupayaan pasif tambahan untuk brawler anda.
TID_LOGIN_CALENDAR_PINS_DESCRIPTION,Pin seterusnya tersedia pada HARI <VALUE>.\nTeruskan log masuk setiap hari untuk melengkapi koleksi ini.
TID_LOGIN_CALENDAR_BUTTON_TITLE,HADIAH HARIAN SETERUSNYA:
TID_LOGIN_CALENDAR_REMINDER_1_TITLE,Ganjaran PERCUMA untuk <HERONAME> selama 14 hari.
TID_LOGIN_CALENDAR_REMINDER_1_DESCRIPTION,Log masuk setiap hari untuk mengalakan kemajuan <HERONAME> dan kumpul kosmetik hebat!
TID_LOGIN_CALENDAR_REMINDER_1_BUTTON,SETERUSNYA
TID_LOGIN_CALENDAR_REMINDER_2_TITLE,Brawler <cff92f9>Epik</c> PERCUMA pada hari ke-15.
TID_LOGIN_CALENDAR_REMINDER_2_DESCRIPTION,Jangan terlepas satu hari atau anda akan kehilangan ganjaran harian!
TID_LOGIN_CALENDAR_REMINDER_2_BUTTON,JOM!
TID_LOGIN_CALENDAR_REWARD_DESC_GADGET,Buka <VALUE> alat untuk <HERONAME>. Alat ialah keupayaan tambahan yang boleh digunakan sehingga 3 kali dalam setiap pertempuran.
TID_LOGIN_CALENDAR_REWARD_DESC_STARPOWER,Buka <VALUE> kuasa bintang untuk <HERONAME>. Kuasa bintang ialah keupayaan pasif tambahan untuk brawler anda.
TID_LOGIN_CALENDAR_SCREEN_BRAWLER_CHOICE_TAGLINE_1,Senapang Patah Berganda
TID_LOGIN_CALENDAR_SCREEN_BRAWLER_CHOICE_TAGLINE_2,Kerosakan Percikan
TID_LOGIN_CALENDAR_CHOICE_OR,ATAU
TID_LOGIN_CALENDAR_SCREEN_UPGRADE_TITLE,<HERONAME> DINAIK TARAF
TID_LOGIN_CALENDAR_SCREEN_UPGRADE_ATTACK_DAMAGE,Kerosakan Serangan
TID_LOGIN_CALENDAR_SCREEN_UPGRADE_SUPER_DAMAGE,Kerosakan Super
TID_LOGIN_CALENDAR_SCREEN_PINS_TITLE,PIN <HERONAME>
TID_LOGIN_CALENDAR_SCREEN_PINS_COLLECTED,<VALUE1>/<VALUE2> dikumpul
TID_LOGIN_CALENDAR_BUTTON_CHOOSE,PILIH
TID_LOGIN_CALENDAR_REWARD_DESC_BRAWLER,Buka <HERONAME>
TID_DOCTOR_EDGAR_SKIN,DOKTOR EDGAR
TID_DOCTOR_EDGAR_SKIN_SHOP,DOKTOR\nEDGAR
TID_FIREFLY_RICO_SKIN,RICO KELIP-KELIP
TID_FIREFLY_RICO_SKIN_SHOP,RICO\nKELIP-KELIP
TID_STAG_BEETLE_MEG_SKIN,MEG KUMBANG
TID_STAG_BEETLE_MEG_SKIN_SHOP,MEG\nKUMBANG
TID_SAVAGE_BULL_SKIN,BULL SINGA
TID_SAVAGE_BULL_SKIN_SHOP,BULL\nSINGA
TID_WASP_BO_SKIN,BO PENYENGAT
TID_WASP_BO_SKIN_SHOP,BO\nPENYENGAT
TID_MR_FLY_SKIN,EN. LALAT
TID_MR_FLY_SKIN_SHOP,EN. LALAT
TID_BUNNY_GROM_SKIN,GROM ARNAB
TID_BUNNY_GROM_SKIN_SHOP,GROM\nARNAB
TID_MANTIS_ROSA_SKIN,ROSA MENTADAK
TID_MANTIS_ROSA_SKIN_SHOP,ROSA\nMENTADAK
TID_SPIKY_EVE_SKIN,EVE BERDURI
TID_SPIKY_EVE_SKIN_SHOP,EVE\nBERDURI
TID_CORRUPTED_SPROUT_SKIN,SPROUT ASING
TID_CORRUPTED_SPROUT_SKIN_SHOP,SPROUT\nASING
TID_IVY_BELLE_SKIN,BELLE IVY
TID_IVY_BELLE_SKIN_SHOP,BELLE\nIVY
TID_TRUE_GOLD_SPROUT_SKIN,SPROUT EMAS
TID_TRUE_GOLD_SPROUT_SKIN_SHOP,SPROUT\nEMAS
TID_TRUE_GOLD_SURGE_SKIN,SURGE EMAS
TID_TRUE_GOLD_SURGE_SKIN_SHOP,SURGE\nEMAS
TID_TRUE_GOLD_RUFFS_SKIN,RUFFS EMAS
TID_TRUE_GOLD_RUFFS_SKIN_SHOP,RUFFS\nEMAS
TID_TRUE_GOLD_BUZZ_SKIN,BUZZ EMAS
TID_TRUE_GOLD_BUZZ_SKIN_SHOP,BUZZ\nEMAS
TID_TRUE_SILVER_SPROUT_SKIN,SPROUT PERAK
TID_TRUE_SILVER_SPROUT_SKIN_SHOP,SPROUT\nPERAK
TID_TRUE_SILVER_SURGE_SKIN,SURGE PERAK
TID_TRUE_SILVER_SURGE_SKIN_SHOP,SURGE\nPERAK
TID_TRUE_SILVER_RUFFS_SKIN,RUFFS PERAK
TID_TRUE_SILVER_RUFFS_SKIN_SHOP,RUFFS\nPERAK
TID_TRUE_SILVER_BUZZ_SKIN,BUZZ PERAK
TID_TRUE_SILVER_BUZZ_SKIN_SHOP,BUZZ\nPERAK
TID_DEATHMATCH_1,Malapetaka Abadi
TID_DEATHMATCH_2,Tapak Perkhemahan
TID_DEATHMATCH_3,Tembakan Sekutu: Tutup
TID_DEATHMATCH_4,Pemindahan Lancar
TID_DEATHMATCH_5,Syurga Penghapus
TID_DEATHMATCH_6,Ranting Berbahaya
TID_DEATHMATCH_7,Kerosakan Empat Kali Ganda
TID_PAYLOAD_5,Keburukan
TID_PAYLOAD_7,Angkut Balik
TID_PAYLOAD_8,Kuasa Melampau
TID_PAYLOAD_9,Waybil Udara
TID_PAYLOAD_10,Kapasiti Kubik
TID_PAYLOAD_13,Kerosakan Tersembunyi
TID_PAYLOAD_15,Penghantaran Istimewa
TID_BRAWL_PASS_SEASON_10,BIODOME
TID_DEATHMATCH_8,Lompatan Sisi
TID_CLUB_LEAGUE_TIE_BREAKER_TITLE,PERATURAN PEMATAH SERI
TID_CLUB_LEAGUE_TIE_BREAKER_DESCRIPTION,PERATURAN PEMATAH SERI\n\n1. Mata kelab\n2. Trofi kelab (Jumlah)\n3. Tiket digunakan (Jumlah)\n4. Bilangan ahli aktif\n5. Perubahan keputusan pertama\n
TID_GEMGRAB_49,Ruang Terbuka
TID_BRAWLBALL_47,Menjauhi garisan
TID_KNOCKOUT_16,Tepi Sungai
TID_KNOCKOUT_17,Mata Air Mengalir
TID_HOTZONE_32,Dua Belah
TID_BRAWLBALL_48,Teguran Keras
TID_GEMGRAB_50,Pertukaran Permata
TID_GEMGRAB_51,Kubu Bertentangan
TID_SHOWDOWN_69,Sungai Ngarai
TID_SHOWDOWN_70,Rumah Mayat
TID_RANKED_BATTLE_END_EPIC,Menang epik!
TID_RANKED_BATTLE_END_CLOSE,Perlawanan sengit!
TID_JETPACK_GIRL,JANET
TID_JETPACK_GIRL_SHORT_DESC,AHLI TEMBAK
TID_JETPACK_GIRL_DESC,Janet ialah seorang selebriti dan dia tidak takut diketahui orang.\n\nKalaulah kakaknya Bonnie tidak sentiasa dilanda masalah...
TID_JETPACK_GIRL_WEAPON,NOT TINGGI
TID_JETPACK_GIRL_WEAPON_DESC,"Janet menyanyikan not yang kuat. Semakin lama dia menahan not, semakin tertumpu dan jauh not itu terbang."
TID_JETPACK_GIRL_ULTI,CRESENDO
TID_JETPACK_GIRL_ULTI_DESC,Janet menggunakan pek jet untuk terbang sebentar ke langit lalu menyerang lawan dari atas selama tempoh itu.
TID_SPEC_ABI_JETPACK_GIRL_1,PEMANDANGAN PENTAS
TID_SPEC_ABI_JETPACK_GIRL_1_DESC,"Semasa berada di udara, Janet mendedahkan kawasan semak yang luas di sekelilingnya."
TID_SPEC_ABI_JETPACK_GIRL_2,PEMANASAN VOKAL
TID_SPEC_ABI_JETPACK_GIRL_2_DESC,Serangan Janet tertumpu <c00cc00><VALUE1>%</c> lebih cepat.
TID_ACCESSORY_JETPACK_GIRL_GADGET_1,PANTULAN BES
TID_ACCESSORY_JETPACK_GIRL_GADGET_1_DESC,Janet mengeluarkan pembesar suara yang melakukan <c00cc00><VALUE1></c> kerosakan sesaat kepada semua musuh di kawasan sehingga ia musnah.
TID_ACCESSORY_JETPACK_GIRL_GADGET_2,PAS BELAKANG PENTAS
TID_ACCESSORY_JETPACK_GIRL_GADGET_2_DESC,"Not tinggi Janet yang seterusnya menolak dia ke belakang malah melepasi benteng. Semakin tertumpu serangannya, semakin jauh dia ditolak."
TID_CANNON_GIRL,BONNIE
TID_CANNON_GIRL_SHORT_DESC,AHLI TEMBAK
TID_CANNON_GIRL_DESC,"Bonnie dan meriamnya, \qClyde\q yang tidak bergerak selalunya berniat jahat. Siapa sangka gadis kecil yang comel ini akan menimbulkan huru-hara?"
TID_CANNON_GIRL_WEAPON,GIGI GOYAH
TID_CANNON_GIRL_WEAPON_DESC,Bonnie menembak gigi BESAR daripada Clyde ke arah musuh.
TID_CANNON_GIRL_ULTI,PELANCAR BINTANG
TID_CANNON_GIRL_ULTI_DESC,Clyde melancarkan Bonnie ke udara. Dia boleh melepasi halangan dan melakukan kerosakan ke atas musuh berdekatan semasa mendarat.
TID_CANNON_GIRL_SMALL_WEAPON,JAKET PENGEBOM
TID_CANNON_GIRL_SMALL_WEAPON_DESC,Bonnie melempar sekelompok grenad kecil daripada lengan bajunya.
TID_CANNON_GIRL_SMALL_ULTI,CLYDE
TID_CANNON_GIRL_SMALL_ULTI_DESC,"Bonnie memanggil Clyde, melompat ke dalam dan mengawalnya."
TID_SPEC_ABI_CANNON_GIRL_1,SERBUK HITAM
TID_SPEC_ABI_CANNON_GIRL_1_DESC,Julat Pelancar Bintang Bonnie meningkat sebanyak <c00cc00><VALUE1>%</c>.
TID_SPEC_ABI_CANNON_GIRL_2,GIGI BONGSU
TID_SPEC_ABI_CANNON_GIRL_2_DESC,"Gigi Goyah hancur berkecai apabila terkena sasaran, melakukan <c00cc00><VALUE1>%</c> kerosakan tambahan terhadap musuh berdekatan."
TID_ACCESSORY_CANNON_GIRL_SPEED,TENAGA SEGERA
TID_ACCESSORY_CANNON_GIRL_SPEED_DESC,Pergerakan Clyde dan kelajuan isi semula meningkat sebanyak <c00cc00><VALUE1>%</c> selama <c00cc00><VALUE2></c> saat.
TID_ACCESSORY_CANNON_GIRL_DASH,UJIAN PELANGGARAN
TID_ACCESSORY_CANNON_GIRL_DASH_DESC,"Bonnie meluru ke depan, menolak musuh dan melakukan <c00cc00><VALUE1></c> kerosakan apabila terkena sasaran."
TID_ACCESSORY_BLOCKED_REQUIRES_CANNON,Memerlukan Clyde!
TID_ACCESSORY_BLOCKED_REQUIRES_ASSASSIN,Memerlukan Bonnie!
TID_LOGIN_CALENDAR_MISSED,Anda terlepas ganjaran log masuk yang selebihnya.
TID_ACCESSORY_POWER_LEVELER_EXTRA_LEVELS,LONJAKAN KUASA
TID_ACCESSORY_POWER_LEVELER_EXTRA_LEVELS_DESC,Surge terlebih beban litarnya dan meningkatkan tahap naik taraf sebanyak <c00cc00><VALUE1></c> selama <c00cc00><VALUE2></c> saat.
TID_ACCESSORY_POWER_LEVELER_SHIELD,PERISAI KUASA
TID_ACCESSORY_POWER_LEVELER_SHIELD_DESC,"Untuk <c00cc00><VALUE1></c> saat seterusnya, Surge menyerap <c00cc00><VALUE2>%</c> kerosakan serangan terhadapnya yang berikut dan menggunakan tenaga itu untuk mengisi semula <c00cc00><VALUE3></c> peluru."
TID_GAME_MODE_27,SERBUAN BOT
TID_GAME_MODE_27_DESC,Menahan pencerobohan robot. Musnahkan robot dan kumpul bolt. Pasukan pertama yang mengumpul <MAX_SCORE> bolt akan menang perlawanan!
TID_INVASION_INTRO_TEXT,Musnahkan robot!
TID_NOTIFICATION_INVASION,Peta SERBUAN BOT baharu tersedia! Masa untuk memenangi ganjaran baharu!
TID_INVASION_1,Devolusi
TID_INVASION_2,Terbahagi
TID_INVASION_3,Lembah Khayalan
TID_INVASION_4,Sukuan
TID_INVASION_5,Laga Dunia
TID_INVASION_6,Zon Maut
TID_INVASION_7,Pusat Sasaran
TID_INVASION_8,Ba Cak
TID_INVASION_9,Serangan Robot!
TID_INVASION_10,Blok Linear
TID_INVASION_11,Koridor
TID_INVASION_12,Tepi Sungai
TID_INVASION_13,Balai Berlepas
TID_INVASION_14,Kubu
TID_INVASION_15,Bot
TID_INVASION_16,Tempat Riuh
TID_SPRAYS_TUTORIAL_TITLE,SEMBURAN
TID_SPRAYS_TUTORIAL_HEADER,MELUAHKAN DIRI ANDA DALAM PERTEMPURAN!
TID_BRAWL_PASS_CANCEL_QUEST_REROLL,BATAL RAWAK SEMULA
TID_BRAWL_PASS_REROLL_QUEST,RAWAK SEMULA MISI
TID_BRAWL_PASS_QUEST_REROLL_COUNT,<num>/<max> rawak semula
