TID,JP
TID_EMOTE_BUNDLE_BIODOME_PACK,バイオドームピンズセット
TID_SHOP_BIODOME_SKINS,バイオドームスキン
TID_SHOP_BIODOME_TITLE,バイオドーム
TID_SHOP_BIODOME_INFO,スキンセット
TID_SKIN_INFO_CAMPAIGN_BIODOME,バイオドームスキン
TID_LOGIN_CALENDAR_RIGHT_TITLE_WAIT,次の報酬
TID_LOGIN_CALENDAR_REWARD_BRAWLER,新キャラクター
TID_LOGIN_CALENDAR_NOTIFICATIONS_TITLE,無料報酬をお見逃しなく！
TID_LOGIN_CALENDAR_NOTIFICATIONS_DESCRIPTION,報酬が回収可能になったら、通知でお知らせしまか？
TID_LOGIN_CALENDAR_NOTIFICATIONS_DECLINE,いいえ
TID_LOGIN_CALENDAR_NOTIFICATIONS_ACCEPT,はい
TID_LOGIN_CALENDAR_WARNING,<VALUE>日目のログインをお忘れなく！当日の報酬を回収し損ねると、残りの報酬も失ってしまいます！
TID_LOGIN_CALENDAR_TIP_TITLE,ヒント：
TID_LOGIN_CALENDAR_TIP_SKINS,シェリーの画面でスキンボタンをタップして、スキンを変更しましょう。
TID_LOGIN_CALENDAR_TIP_PINS,ピンズを使って、対戦中の気持ちを表現しましょう！
TID_LOGIN_CALENDAR_TIP_GADGET,ガジェットはキャラクターの追加スキルで、バトル中に3回まで使用できます。
TID_LOGIN_CALENDAR_TIP_STAR_POWER,スターパワーは、キャラクターを強化するパッシブスキルです。
TID_LOGIN_CALENDAR_PINS_DESCRIPTION,次のピンズは<VALUE>日目に回収できます。\n毎日ログインして、すべての報酬を手に入れましょう。
TID_LOGIN_CALENDAR_BUTTON_TITLE,次のギフトまで
TID_LOGIN_CALENDAR_REMINDER_1_TITLE,14日連続で<HERONAME>の無料アイテムが登場
TID_LOGIN_CALENDAR_REMINDER_1_DESCRIPTION,毎日欠かさずログインして、<HERONAME>のレベルアップを加速＆クールなコスメティックを手に入れましょう！
TID_LOGIN_CALENDAR_REMINDER_1_BUTTON,次へ
TID_LOGIN_CALENDAR_REMINDER_2_TITLE,15日目には<cff92f9>ハイパーレア</c>キャラが登場
TID_LOGIN_CALENDAR_REMINDER_2_DESCRIPTION,1日でも回収を忘れると、残りの報酬も失ってしまいます！
TID_LOGIN_CALENDAR_REMINDER_2_BUTTON,OK
TID_LOGIN_CALENDAR_REWARD_DESC_GADGET,<HERONAME>のガジェット「<VALUE>」をアンロックしましょう。ガジェットはキャラクターの追加スキルで、バトル中に3回まで使用できます。
TID_LOGIN_CALENDAR_REWARD_DESC_STARPOWER,<HERONAME>のスターパワー「<VALUE>」をアンロックしましょう。スターパワーは、キャラクターを強化するパッシブスキルです。
TID_LOGIN_CALENDAR_SCREEN_BRAWLER_CHOICE_TAGLINE_1,ダブルショットガン
TID_LOGIN_CALENDAR_SCREEN_BRAWLER_CHOICE_TAGLINE_2,範囲ダメージ
TID_LOGIN_CALENDAR_CHOICE_OR,or
TID_LOGIN_CALENDAR_SCREEN_UPGRADE_TITLE,<HERONAME>をアップグレード
TID_LOGIN_CALENDAR_SCREEN_UPGRADE_ATTACK_DAMAGE,通常攻撃ダメージ
TID_LOGIN_CALENDAR_SCREEN_UPGRADE_SUPER_DAMAGE,必殺技ダメージ
TID_LOGIN_CALENDAR_SCREEN_PINS_TITLE,<HERONAME>のピンズ
TID_LOGIN_CALENDAR_SCREEN_PINS_COLLECTED,<VALUE1>/<VALUE2>個入手済み
TID_LOGIN_CALENDAR_BUTTON_CHOOSE,選択
TID_LOGIN_CALENDAR_REWARD_DESC_BRAWLER,<HERONAME>をアンロック
TID_DOCTOR_EDGAR_SKIN,博士 エドガー
TID_DOCTOR_EDGAR_SKIN_SHOP,博士\nエドガー
TID_FIREFLY_RICO_SKIN,ホタル リコ
TID_FIREFLY_RICO_SKIN_SHOP,ホタル\nリコ
TID_STAG_BEETLE_MEG_SKIN,カブトムシ メグ
TID_STAG_BEETLE_MEG_SKIN_SHOP,カブトムシ\nメグ
TID_SAVAGE_BULL_SKIN,ライオン ブル
TID_SAVAGE_BULL_SKIN_SHOP,ライオン\nブル
TID_WASP_BO_SKIN,スズメバチ ボウ
TID_WASP_BO_SKIN_SHOP,スズメバチ\nボウ
TID_MR_FLY_SKIN,アブ ミスターP
TID_MR_FLY_SKIN_SHOP,アブ\nミスターP
TID_BUNNY_GROM_SKIN,ラビット グロム
TID_BUNNY_GROM_SKIN_SHOP,ラビット\nグロム
TID_MANTIS_ROSA_SKIN,カマキリ ローサ
TID_MANTIS_ROSA_SKIN_SHOP,カマキリ\nローサ
TID_SPIKY_EVE_SKIN,トゲトゲ イヴ
TID_SPIKY_EVE_SKIN_SHOP,トゲトゲ\nイヴ
TID_CORRUPTED_SPROUT_SKIN,暴走体 スプラウト
TID_CORRUPTED_SPROUT_SKIN_SHOP,暴走体\nスプラウト
TID_IVY_BELLE_SKIN,イバラ ベル
TID_IVY_BELLE_SKIN_SHOP,イバラ\nベル
TID_TRUE_GOLD_SPROUT_SKIN,トゥルーゴールド スプラウト
TID_TRUE_GOLD_SPROUT_SKIN_SHOP,トゥルーゴールド\nスプラウト
TID_TRUE_GOLD_SURGE_SKIN,トゥルーゴールド サージ
TID_TRUE_GOLD_SURGE_SKIN_SHOP,トゥルーゴールド\nサージ
TID_TRUE_GOLD_RUFFS_SKIN,トゥルーゴールド ラフス大佐
TID_TRUE_GOLD_RUFFS_SKIN_SHOP,トゥルーゴールド\nラフス大佐
TID_TRUE_GOLD_BUZZ_SKIN,トゥルーゴールド バズ
TID_TRUE_GOLD_BUZZ_SKIN_SHOP,トゥルーゴールド\nバズ
TID_TRUE_SILVER_SPROUT_SKIN,トゥルーシルバー スプラウト
TID_TRUE_SILVER_SPROUT_SKIN_SHOP,トゥルーシルバー\nスプラウト
TID_TRUE_SILVER_SURGE_SKIN,トゥルーシルバー サージ
TID_TRUE_SILVER_SURGE_SKIN_SHOP,トゥルーシルバー\nサージ
TID_TRUE_SILVER_RUFFS_SKIN,トゥルーシルバー ラフス大佐
TID_TRUE_SILVER_RUFFS_SKIN_SHOP,トゥルーシルバー\nラフス大佐
TID_TRUE_SILVER_BUZZ_SKIN,トゥルーシルバー バズ
TID_TRUE_SILVER_BUZZ_SKIN_SHOP,トゥルーシルバー\nバズ
TID_DEATHMATCH_1,果てしなき不運
TID_DEATHMATCH_2,キャンプ場
TID_DEATHMATCH_3,裏切り禁止
TID_DEATHMATCH_4,相互輸送
TID_DEATHMATCH_5,暴徒のオアシス
TID_DEATHMATCH_6,危険な分かれ道
TID_DEATHMATCH_7,四重傷
TID_PAYLOAD_5,ドローバック
TID_PAYLOAD_7,バックホール
TID_PAYLOAD_8,圧倒的優勢
TID_PAYLOAD_9,エアメール
TID_PAYLOAD_10,梱包サイズ
TID_PAYLOAD_13,見えない損傷
TID_PAYLOAD_15,特別配送
TID_BRAWL_PASS_SEASON_10,バイオドーム
TID_DEATHMATCH_8,爆撃ジャンプ
TID_CLUB_LEAGUE_TIE_BREAKER_TITLE,タイブレークルール
TID_CLUB_LEAGUE_TIE_BREAKER_DESCRIPTION,タイブレークルール\n\n1. クラブポイント\n2. クラブトロフィー総数\n3. 使用チケット総枚数\n4. 参加メンバー数\n5. スコア到達タイミング\n
TID_GEMGRAB_49,オープンスペース
TID_BRAWLBALL_47,オフサイド
TID_KNOCKOUT_16,リバーサイド
TID_KNOCKOUT_17,淀みなき泉
TID_HOTZONE_32,表裏一体
TID_BRAWLBALL_48,叱咤激励
TID_GEMGRAB_50,お宝交換
TID_GEMGRAB_51,対角の拠点
TID_SHOWDOWN_69,谷底の川
TID_SHOWDOWN_70,葬儀場
TID_RANKED_BATTLE_END_EPIC,大勝利！
TID_RANKED_BATTLE_END_CLOSE,接戦！
TID_JETPACK_GIRL,ジャネット
TID_JETPACK_GIRL_SHORT_DESC,スナイパー
TID_JETPACK_GIRL_DESC,その歌声で人々を魅了するジャネットは、自他ともに認める正真正銘のスターである。しかし、そんなカリスマも、やんちゃな妹のボニーにはほとほと手を焼いているようだ...
TID_JETPACK_GIRL_WEAPON,ビブラート
TID_JETPACK_GIRL_WEAPON_DESC,空気を震わせるような声を出して攻撃する。長くエイムを行うほど音声が集約され、左右の攻撃範囲が狭くなる代わりに、射程が伸びる。
TID_JETPACK_GIRL_ULTI,クレッシェンド
TID_JETPACK_GIRL_ULTI_DESC,背中のジェットパックで上空に浮かび上がり、効果時間中は敵の頭上から攻撃する。
TID_SPEC_ABI_JETPACK_GIRL_1,特等席
TID_SPEC_ABI_JETPACK_GIRL_1_DESC,飛行中は周囲のやぶの中が広範囲にわたって見えるようになる。
TID_SPEC_ABI_JETPACK_GIRL_2,発声練習
TID_SPEC_ABI_JETPACK_GIRL_2_DESC,通常攻撃のエイムの集約速度が<c00cc00><VALUE1>％</c>上昇する。
TID_ACCESSORY_JETPACK_GIRL_GADGET_1,低音スピーカー
TID_ACCESSORY_JETPACK_GIRL_GADGET_1_DESC,重低音を轟かすスピーカーを投入し、破壊されるまで効果範囲内の敵に毎秒<c00cc00><VALUE1></c>ダメージを与える。
TID_ACCESSORY_JETPACK_GIRL_GADGET_2,舞台裏直行券
TID_ACCESSORY_JETPACK_GIRL_GADGET_2_DESC,次の通常攻撃で、反動を使って大きく後ろにジャンプする。壁を越えることも可能で、エイムが集約されているほど、後退する距離も長くなる。
TID_CANNON_GIRL,ボニー
TID_CANNON_GIRL_SHORT_DESC,スナイパー
TID_CANNON_GIRL_DESC,ボニーと大砲のクライドは普段は使い物にならない。とはいえ、このいたいけな少女が戦場でこれほど活躍するとは誰が想像しただろうか...
TID_CANNON_GIRL_WEAPON,奥歯キャノン
TID_CANNON_GIRL_WEAPON_DESC,大砲から巨大な歯を発射して敵を攻撃する。
TID_CANNON_GIRL_ULTI,スターランチャー
TID_CANNON_GIRL_ULTI_DESC,大砲で打ち上げられたボニーが、急降下して着地と同時に周囲の敵にダメージを与える。障害物を飛び越えることも可能。
TID_CANNON_GIRL_SMALL_WEAPON,ボンバージャケット
TID_CANNON_GIRL_SMALL_WEAPON_DESC,袖の中に忍ばせた手榴弾を一気に投げつける。
TID_CANNON_GIRL_SMALL_ULTI,クライド
TID_CANNON_GIRL_SMALL_ULTI_DESC,呼び寄せた大砲のクライドに乗り込んで操縦する。
TID_SPEC_ABI_CANNON_GIRL_1,ブラックパウダー
TID_SPEC_ABI_CANNON_GIRL_1_DESC,必殺技の射程が<c00cc00><VALUE1>％</c>伸びる。
TID_SPEC_ABI_CANNON_GIRL_2,親知らず
TID_SPEC_ABI_CANNON_GIRL_2_DESC,通常攻撃が命中すると拡散して周囲の敵に<c00cc00><VALUE1>％</c>の追加ダメージを与える。
TID_ACCESSORY_CANNON_GIRL_SPEED,シュガーラッシュ
TID_ACCESSORY_CANNON_GIRL_SPEED_DESC,大砲の移動速度とリロード速度が<c00cc00><VALUE2></c>秒にわたって<c00cc00><VALUE1>％</c>上昇する。
TID_ACCESSORY_CANNON_GIRL_DASH,衝突試験
TID_ACCESSORY_CANNON_GIRL_DASH_DESC,前方にダッシュして敵をノックバックしながら<c00cc00><VALUE1></c>ダメージを与える。
TID_ACCESSORY_BLOCKED_REQUIRES_CANNON,大砲が必要です！
TID_ACCESSORY_BLOCKED_REQUIRES_ASSASSIN,ボニーが必要です！
TID_LOGIN_CALENDAR_MISSED,すべてのログインギフトを回収することはできませんでした。
TID_ACCESSORY_POWER_LEVELER_EXTRA_LEVELS,パワーサージ
TID_ACCESSORY_POWER_LEVELER_EXTRA_LEVELS_DESC,出力のリミッターを外し、<c00cc00><VALUE2></c>秒にわたって自分自身を<c00cc00><VALUE1></c>段階強化する。
TID_ACCESSORY_POWER_LEVELER_SHIELD,パワーシールド
TID_ACCESSORY_POWER_LEVELER_SHIELD_DESC,発動してから<c00cc00><VALUE1></c>秒以内にダメージを受けると、そのダメージを<c00cc00><VALUE2>％</c>軽減して、弾を<c00cc00><VALUE3></c>発リロードする。
TID_GAME_MODE_27,ボットドロップ
TID_GAME_MODE_27_DESC,ロボットの侵略を阻止しよう！ロボットを破壊するとボルトが手に入る。先にボルトを<MAX_SCORE>個集めたチームが勝利！
TID_INVASION_INTRO_TEXT,ロボットを破壊しよう！
TID_NOTIFICATION_INVASION,新しいボットドロップマップが登場！新しい報酬を獲得しましょう！
TID_INVASION_1,デボルーション
TID_INVASION_2,分断
TID_INVASION_3,ヴァルヴェルデ
TID_INVASION_4,四分円
TID_INVASION_5,ブロスタ大戦
TID_INVASION_6,キルゾーン
TID_INVASION_7,ブルズアイ
TID_INVASION_8,ピーカブー
TID_INVASION_9,ボットアタック！
TID_INVASION_10,リニアブロック
TID_INVASION_11,恐怖の廊下
TID_INVASION_12,リバーサイド
TID_INVASION_13,旅立ち
TID_INVASION_14,要塞
TID_INVASION_15,ボット
TID_INVASION_16,混乱の地
TID_SPRAYS_TUTORIAL_TITLE,スプレー
TID_SPRAYS_TUTORIAL_HEADER,バトル中に気持ちを伝えよう！
TID_BRAWL_PASS_CANCEL_QUEST_REROLL,入れ替えキャンセル
TID_BRAWL_PASS_REROLL_QUEST,クエスト入れ替え
TID_BRAWL_PASS_QUEST_REROLL_COUNT,入替可能回数：<num>/<max>
TID_BRAWL_PASS_QUEST_REROLL_REFRESH_TIME,更新まで<time>
TID_YOU_HAVE_USED_ALL_REROLLS,これ以上入れ替えることはできません！さらに入れ替えるにはブロスタパスを入手しましょう！
TID_YOU_HAVE_USED_ALL_REROLLS_HAS_PREMIUM,これ以上入れ替えることはできません！
TID_QUEST_REROLL_INTRO,入れ替えるクエストを選択してください
TID_QUEST_REROLL_ACCEPT,入れ替える
TID_QUEST_REROLL_REJECT,やめる
TID_REROLL_NOT_POSSIBLE_FOR_ITEM,これは入れ替えることができません
TID_CONFIRM_QUEST_REROLL,クエストを入れ替えますか？
TID_CONFIRM_QUEST_REROLL_DESC,新しいクエストには<char>以外のキャラクターが登場し、「<type>」の条件がなくなります。\nあと<rerolls>回入れ替え可能です。
TID_CONFIRM_QUEST_REROLL_DESC_ONLY_TYPE,新しいクエストは「<type>」の条件がなくなります。\nあと<rerolls>回入れ替え可能です。
TID_QUEST_TYPE_REQ_WIN,勝利
TID_QUEST_TYPE_REQ_KILL,敵を倒す
TID_QUEST_TYPE_REQ_DEAL_DAMAGE,ダメージ
TID_QUEST_TYPE_REQ_HEAL,回復
TID_QUEST_TYPE_REQ_PLAY_AGAIN,再戦
TID_QUEST_TYPE_REQ_TEAM_PLAY,チームでプレイ
TID_QUEST_TYPE_REQ_MODE_SPECIFIC,ゲームモード
TID_CHINA_PRIVACY_SHOW_IN_LEADERBOARDS,ランキングに表示
TID_CHINA_PRIVACY_SHOW_PLAYER_PROFILE,プレイヤープロフィールを表示
TID_CHINA_PRIVACY_SHOW_CLUB_DETAILS,クラブ情報を表示
TID_CHINA_PRIVACY_ALLOW_SPECTATE,観戦を許可
TID_CHINA_PRIVACY_INFO_OLD_PLAYERS_TITLE,重要なお知らせ
TID_CHINA_PRIVACY_INFO_OLD_PLAYERS_DESC,ブロスタプレイヤーの皆さま\nゲームにプライバシー設定が追加され、デフォルトでは「オン」に設定されています。変更する場合は、「設定」＞「プライバシー設定」に移動してください。
TID_CHINA_PRIVACY_INFO_NEW_PLAYERS_TITLE,重要なお知らせ
TID_CHINA_PRIVACY_INFO_NEW_PLAYERS_DESC,ブロスタプレイヤーの皆さま\nゲームにプライバシー設定が追加され、デフォルトでは「オフ」に設定されています。「オン」に変更してもよろしいですか？
TID_CHINA_PRIVACY_INFO_NEW_PLAYERS_BUTTON_ACCEPT,OK
TID_CHAT_JUST_DISABLED,他のプレイヤーから問題のある発言をしていたと報告があったため、<TIME>にわたってチャットの利用が制限されました。
TID_CHAT_UNAVAILABLE,チャットの利用制限期間：<TIME>
TID_CHAT_BANNED_REASON,他のプレイヤーから問題のある発言をしていたと報告がありました。
TID_CHAT_BANNED_PERIOD_OF,グローバルチャットの利用制限期間：
TID_CHAT_FAIL_BANNED,発言禁止期間：<TIME>
TID_CHAT_JUST_BANNED,他のプレイヤーから問題のある発言をしていたと報告があったため、<TIME>にわたって発言ができなくなりました。
TID_TENCENT_CUSTOMER_SUPPORT,Tencent カスタマーサポート
TID_SELF_SERVICE_BUTTON,セルフサービス
TID_REPORT_CLUB_CONFIRMATION_TITLE,<NAME>を報告しますか？
TID_REPORT_CLUB_CONFIRMATION,本当に<NAME>を迷惑行為ユーザーとして報告しますか？
TID_REPORT_PLAYER_CONFIRMATION_TITLE,<NAME>を報告しますか？
TID_REPORT_PLAYER_CONFIRMATION,本当に<NAME>を迷惑行為ユーザーとして報告しますか？
TID_REPORT_BATTLE_PLAYER_CONFIRMATION_TITLE,<NAME>を報告しますか？
TID_REPORT_BATTLE_PLAYER_CONFIRMATION,本当に<NAME>を迷惑行為ユーザーとして報告しますか？
TID_DELETE_ACCOUNT_TITLE,アカウント削除
TID_UGC_INPUT_FEATURE_UNAVAILABLE,この機能は現在利用できません
TID_PLAYER_PROFILE_PRIVATE,プロフィールが非公開に設定されています
TID_PLAYER_CLUB_INFO_PRIVATE,クラブ情報が非公開に設定されています
TID_CLAN_RESPONSE_111,この機能は現在利用できません
TID_CLAN_RESPONSE_120,説明の内容にアクセスできません。他をお試しください。
TID_CHINA_LOGIN_DESC_YOOZOO,本公司积极履行《网络游戏行业防沉迷自律公约》抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》、《关于进一步严格管理切实防止未成年人沉迷网络游戏的通知》，所有网络游戏用户均需使用有效身份信息完成账号实名注册后方可进入游戏，认证为未成年的玩家将受到防沉迷功能限制。沪网文【2018】8544-517号、新出网证（沪）字33号 著作权人：SUPERCELL OY 出版单位：上海游族信息技术有限公司 运营单位：上海游族信息技术有限公司 批准文号：国新出审【2020】552号 出版物号：ISBN 978-7-498-07472-0
TID_YOOZOO_LOGIN_AGREEMENTS,私は<TOS>、<PP>、<CHILDREN>および<THIRDPARTY>をよく読んだうえで、同意します。
TID_YOOZOO_TERMS_CHILDREN,Yoozoo 子どものプライバシー保護のガイドライン
TID_TERMS_CHILDREN_BUTTON_YOOZOO,Yoozoo 子どものプライバシー保護のガイドライン
TID_YOOZOO_THIRDPARTY_INFO,サードパーティ情報共有リスト
TID_THIRD_PARTY_SHARING_BUTTON_YOOZOO,サードパーティ情報共有リスト
TID_YOOZOO_SYSTEM_SETTINGS_BUTTON,システム設定
TID_SKIN_PIN_INCLUDED,+ 限定ピンズ！
TID_SKIN_PINS_INCLUDED,+ 限定ピンズパック！
TID_OWN_TEAM_BANS,ブルーチームが禁止
TID_ENEMY_TEAM_BANS,レッドチームが禁止
TID_PRE_PICK_YOUR_BRAWLER,キャラクターを事前選択
TID_PRE_PICK,事前選択
TID_CANCEL,キャンセル
TID_WANTS_TO_PLAY,が事前選択
TID_WANT_TO_PLAY,が事前選択
TID_WANTS_TO_PLAY_MULTIPLE_TEAMMATES,チームメイト<num>人
TID_BRAWL_PASS_SEASON_11,スタントショー
TID_SHOP_STUNTSHOW_SKINS,スタントショースキン
TID_SHOP_STUNTSHOW_TITLE,スタントショー
TID_SHOP_STUNTSHOW_INFO,スキンセット
TID_SKIN_INFO_CAMPAIGN_STUNTSHOW,スタントショースキン
TID_EMOTE_BUNDLE_STUNTSHOW_PACK,スタントショースキンのピンズ
TID_EMOTE_BUNDLE_GOLDENWEEK_PACK,ゴールデンウィークスキンのピンズ
TID_SKIN_INFO_CAMPAIGN_GOLDENWEEK,ゴールデンウィークスキン
TID_SHOP_GOLDENWEEK_SKINS,ゴールデンウィークスキン
TID_SHOP_GOLDENWEEK_TITLE,ゴールデンウィーク
TID_SHOP_GOLDENWEEK_INFO,スキンセット
TID_SPRAY_BRAWLER_COMING_SOON,このキャラクターのスプレーは近日登場します
TID_SHOP_VILLAINS_SKINS,ワーストデビルズスキン
TID_SHOP_VILLAINS_TITLE,ワーストデビルズ
TID_SHOP_VILLAINS_INFO,スキンセット
TID_EMOTE_BUNDLE_VILLAINS_PACK,ワーストデビルズスキンのピンズ
TID_SKIN_INFO_CAMPAIGN_VILLAINS,ワーストデビルズスキン
TID_HOTZONE_33,オープンゾーン
TID_KNOCKOUT_18,新天地
TID_TRUE_GOLD_BELLE_SKIN,トゥルーゴールド ベル
TID_TRUE_GOLD_BELLE_SKIN_SHOP,トゥルーゴールド\nベル
TID_TRUE_SILVER_BELLE_SKIN,トゥルーシルバー ベル
TID_TRUE_SILVER_BELLE_SKIN_SHOP,トゥルーシルバー\nベル
TID_TRUE_GOLD_STU_SKIN,トゥルーゴールド ストゥー
TID_TRUE_GOLD_STU_SKIN_SHOP,トゥルーゴールド\nストゥー
TID_TRUE_SILVER_STU_SKIN,トゥルーシルバー ストゥー
TID_TRUE_SILVER_STU_SKIN_SHOP,トゥルーシルバー\nストゥー
TID_TRUE_GOLD_ASH_SKIN,トゥルーゴールド アッシュ
TID_TRUE_GOLD_ASH_SKIN_SHOP,トゥルーゴールド\nアッシュ
TID_TRUE_SILVER_ASH_SKIN,トゥルーシルバー アッシュ
TID_TRUE_SILVER_ASH_SKIN_SHOP,トゥルーシルバー\nアッシュ
TID_TRUE_GOLD_MEG_SKIN,トゥルーゴールド メグ
TID_TRUE_GOLD_MEG_SKIN_SHOP,トゥルーゴールド\nメグ
TID_TRUE_SILVER_MEG_SKIN,トゥルーシルバー メグ
TID_TRUE_SILVER_MEG_SKIN_SHOP,トゥルーシルバー\nメグ
TID_TRUE_GOLD_LOLA_SKIN,トゥルーゴールド ローラ
TID_TRUE_GOLD_LOLA_SKIN_SHOP,トゥルーゴールド\nローラ
TID_TRUE_SILVER_LOLA_SKIN,トゥルーシルバー ローラ
TID_TRUE_SILVER_LOLA_SKIN_SHOP,トゥルーシルバー\nローラ
TID_CRASH_TEST_DARRYL_SKIN,衝突試験 ダリル
TID_CRASH_TEST_DARRYL_SKIN_SHOP,衝突試験\nダリル
TID_BIKER_CARL_SKIN,バイクライダー カール
TID_BIKER_CARL_SKIN_SHOP,バイクライダー\nカール
TID_PYRO_SPIKE_SKIN,火付け役 スパイク
TID_PYRO_SPIKE_SKIN_SHOP,火付け役\nスパイク
TID_MONSTER_TRUCK_MEG_SKIN,トラック運転手 メグ
TID_MONSTER_TRUCK_MEG_SKIN_SHOP,トラック運転手\nメグ
TID_OVERLORD_BYRON_SKIN,魔人 バイロン
TID_OVERLORD_BYRON_SKIN_SHOP,魔人\nバイロン
TID_GALAXY_STORM_LOLA_SKIN,蛇使い ローラ
TID_GALAXY_STORM_LOLA_SKIN_SHOP,蛇使い\nローラ
TID_EMPRESS_BONNIE_SKIN,女帝 ボニー
TID_EMPRESS_BONNIE_SKIN_SHOP,女帝\nボニー
TID_TEMPEST_TARA_SKIN,砂漠の魔術師 タラ
TID_TEMPEST_TARA_SKIN_SHOP,砂漠の魔術師\nタラ
TID_VALKYRIE_JANET_SKIN,ワルキューレ ジャネット
TID_VALKYRIE_JANET_SKIN_SHOP,ワルキューレ\nジャネット
TID_DARUMA_MRP_SKIN,ダルマ ミスターP
TID_DARUMA_MRP_SKIN_SHOP,ダルマ\nミスターP
TID_SKIN_INFO_CAMPAIGN_LANTERN,時の砂
TID_ACCESSORY_DRILLER_REBUILD,再建
TID_ACCESSORY_DRILLER_REBUILD_DESC,周囲にある障害物を作り直す。
TID_ACCESSORY_ASSAULT_SHOTGUN_PROJECTILES,コインの雨
TID_ACCESSORY_ASSAULT_SHOTGUN_PROJECTILES_DESC,通常攻撃で放たれるコインが<c00cc00><VALUE1>％</c>増加する。
TID_ACCESSORY_FIRE_DUDE_FLAME_SHIELD,ダンシングフレイム
TID_ACCESSORY_FIRE_DUDE_FLAME_SHIELD_DESC,<c00cc00><VALUE3></c>個の炎の玉が<c00cc00><VALUE2></c>秒にわたって自分の周りを旋回し、敵に当たるたびに<c00cc00><VALUE1></c>ダメージを与える。
TID_ACCESSORY_MECHA_DUDE_TOWER_RELOAD,ツールボックス
TID_ACCESSORY_MECHA_DUDE_TOWER_RELOAD_DESC,地面にツールボックスを設置し、破壊されるまで近くの味方のリロード速度を<c00cc00><VALUE1>％</c>上昇させる。
TID_ACCESSORY_ROPE_DUDE_VISION,X線ゴーグル
TID_ACCESSORY_ROPE_DUDE_VISION_DESC,必殺技がチャージされる範囲内では、やぶの中にいる敵が<c00cc00><VALUE1></c>秒にわたって見えるようになる。
TID_LOGIN_CALENDAR_ALREADY_HAVE_BRAWLER,このキャラクターは所有しています
TID_LOGIN_CALENDAR_ALREADY_HAVE_GADGET,このガジェットは所有しています
TID_LOGIN_CALENDAR_ALREADY_HAVE_STAR_POWER,このスターパワーは所有しています
TID_LOGIN_CALENDAR_FINAL_REWARD_MESSAGE,15日目には無料の<cFF92F9>ハイパーレア</c>キャラが登場
TID_LOGIN_CALENDAR_WARNING_MESSAGE,<cFFB820>1日でも回収を忘れると</c>、残りのギフトも失ってしまいます！
TID_POWER_LEAGUE_BRAWLER_REQUIREMENT_SELECT,このイベントをプレイするには、12体以上のキャラクターをアンロックしている必要があります
TID_TEAM_ERROR_134,このイベントをプレイするには、12体以上のキャラクターをアンロックしている必要があります
TID_MATCHMAKE_FAILED_25,このイベントをプレイするには、12体以上のキャラクターをアンロックしている必要があります
TID_POWER_LEAGUE_BRAWLER_REQUIREMENT_INVITE,このプレイヤーはアンロックしているキャラクターが足りないため、イベントをプレイできません
TID_TEAM_ERROR_133,このプレイヤーはアンロックしているキャラクターが足りないため、イベントをプレイできません
TID_REWARD_SPRAY_SLOT,スプレーの追加スロット
TID_SPRAY_SLOT_TITLE,スプレーのスロット
TID_KNOCKOUT_19,バッテン印
TID_BANKHEIST_31,不可侵領域
TID_LOGIN_CALENDAR_FINAL_REWARD,無料の<cFF92F9>ハイパーレア</c>キャラクター
TID_LOGIN_CALENDAR_OR,or
TID_LOGIN_CALENDAR_BRAWLER_UPGRADED,キャラクターをアップグレード！
TID_LOGIN_CALENDAR_TOOLTIP_SKIN,この新スキンをアンロックしましょう。\n\n入手したスキンはキャラクターの画面で着用することができます。スキンを1つ以上所有しているキャラクターであれば、そのキャラクターを選択して、ハンガーのアイコンをタップしてください。
TID_LOGIN_CALENDAR_TOOLTIP_CHOOSE_BRAWLER,次にアンロックするキャラクターを選びましょう！
TID_LOGIN_CALENDAR_TOOLTIP_UPGRADE_BRAWLER,キャラクターをアップグレードしましょう！パワーレベルが上がるほどHP、通常攻撃および必殺技のダメージが上昇します。ガジェットのスロットはパワーレベル7、スターパワーのスロットはパワーレベル9でそれぞれアンロックされます。
TID_LOGIN_CALENDAR_TOOLTIP_PIN_1,ピンズを使ってバトル中に気持ちを表現しましょう！使用するピンズはキャラクターの画面で選択できます。
TID_LOGIN_CALENDAR_TOOLTIP_PIN_2,ピンズを使ってバトル中に気持ちを表現しましょう！使用するピンズはキャラクターの画面で選択できます。
TID_LOGIN_CALENDAR_TOOLTIP_GADGETS,キャラクターのガジェットを選択しましょう！ガジェットはキャラクター固有の追加スキルで、バトル中に3回まで使用できます。
TID_LOGIN_CALENDAR_TOOLTIP_STAR_POWER,キャラクターのスターパワーを選択しましょう。スターパワーは、キャラクターを強化する固有のパッシブスキルです。
TID_LOGIN_CALENDAR_TUTORIAL_TOOLTIP,最初のデイリーギフトが待っています！タップして回収しましょう！
TID_LOGIN_CALENDAR_STARR_PARK,スターパーク
TID_LOGIN_CALENDAR_LOYALTY_PROGRAM,ロイヤリティプログラム
TID_LOGIN_CALENDAR_TITLE,スターパーク ロイヤリティプログラム
TID_REWARD_DESC_PLAYER_ICON_REGULAR,プレイヤーアイコン
TID_CLUB_LEAGUE_CLUB_COINS_HOW_TO_GET,クラブゲームに参加してクラブコインを獲得しましょう
