TID_CLUB_LEAGUE_MIGRATION_NEW_CLUB_MEMBER,"Do gần đây quy mô của Câu lạc bộ bị giảm nên bạn đã được chuyển sang một Câu lạc bộ mới. Bạn không hề đơn độc, một số thành viên của Câu lạc bộ cũ cũng đã được chuyển sang đây cùng bạn. Nếu không thích sự thay đổi này, bạn có thể tùy ý rời đi và tìm Câu lạc bộ mới."
TID_CLUB_LEAGUE_MIGRATION_KICKED,"Do gần đây quy mô của Câu lạc bộ bị giảm nên bạn đã bị khai trừ vì không hoạt động thường xuyên. Nếu bạn muốn tham gia Giải đấu Câu lạc bộ, hãy tìm Câu lạc bộ mới và chúng tôi sẽ tìm một ngôi nhà mới cho bạn!"
TID_CLUB_LEAGUE_MIGRATION_NO_CLUB_FOUND,"Rất tiếc, chúng tôi không thể tìm ra Câu lạc bộ phù hợp cho bạn. Nếu bạn muốn tham gia Giải đấu Câu lạc bộ, cách tốt nhất là sử dụng tính năng tìm kiếm để tìm Câu lạc bộ mới."
TID_LOOKING_TOGGLE_LOOKING_FOR_A_TEAM,Hiện những người đang trực tuyến khác sẽ thấy trạng thái của bạn là ĐANG TÌM ĐỘI
TID_LOOKING_TOGGLE_LOOKING_FOR_PLAYERS,Hiện những người đang trực tuyến khác sẽ thấy trạng thái Đội của bạn là ĐANG TÌM NGƯỜI CHƠI
TID_CLUB_JOIN_FAIL_FEATURE_LOCKED,Không thể gia nhập Câu lạc bộ. Mở khóa Câu lạc bộ khi đạt <NUM> cúp.
TID_CLUB_LEAGUE_LEAGUES_POPUP_CURRENT_LEAGUE,GIẢI ĐẤU HIỆN TẠI
TID_CLUB_LEAGUE_LEAGUES_POPUP_MESSAGE,Quá trình thăng cấp và giáng cấp diễn ra vào cuối mỗi tuần Giải đấu Câu lạc bộ!\nVươn lên các giải đấu cao hơn để nhận được phần thưởng Xu Câu lạc bộ nhiều hơn.
TID_CLUB_LEAGUE_LEAGUES_POPUP_BUTTON,OK
TID_CLUB_LEAGUE_LEAGUES_POPUP_TITLE,GIẢI ĐẤU
TID_IMPORTANT_MESSAGE_TITLE,LƯU Ý QUAN TRỌNG
TID_MSG_RANKED_CLUB_LEAGUE_ABANDON_MATCH_BANNED_AND_TICKET_PENALTY,"Vì bạn đã rời khỏi quá nhiều trận đấu nên tạm thời bạn bị cấm chơi Trận đấu Sức mạnh trong Giải đấu Câu lạc bộ! Chúng tôi cũng đã trừ bớt số Vé Câu lạc bộ như là hình phạt .\n\nNếu tiếp tục vi phạm, bạn sẽ bị cấm tạm thời lâu hơn và mất nhiều Vé Câu lạc bộ hơn."
TID_TEAM_ERROR_127,Không thể mời. Người chơi không thể tham gia một mùa Giải đấu Câu lạc bộ đang diễn ra!
TID_TEAM_ERROR_128,Không thể mời. Người chơi không có đủ Vé Câu lạc bộ!
TID_TEAM_ERROR_129,Không thể yêu cầu gia nhập đội. Bạn không thể tham gia một mùa Giải đấu Câu lạc bộ đang diễn ra!
TID_TEAM_ERROR_130,Không thể gia nhập đội. Bạn không thể tham gia một mùa Giải đấu Câu lạc bộ đang diễn ra!
TID_TEAM_ERROR_131,Không thể yêu cầu gia nhập đội. Bạn không có đủ Vé Câu lạc bộ!
TID_TEAM_ERROR_132,Không thể gia nhập đội. Bạn không có đủ Vé Câu lạc bộ!
TID_TEAM_AD_JOIN_FAIL_NOT_ENOUGH_TICKETS_PLAYER,Không thể gia nhập đội. Người chơi không có đủ Vé Câu lạc bộ!
TID_TEAM_AD_JOIN_FAIL_NOT_ENOUGH_TICKETS_YOU,Không thể gia nhập đội. Bạn không có đủ Vé Câu lạc bộ!
TID_TEAM_REQUEST_INVITE_FAIL_NOT_ENOUGH_TICKETS_YOU,Không thể mời. Bạn không có đủ Vé Câu lạc bộ!
TID_TEAM_REQUEST_INVITE_FAIL_NOT_ENOUGH_TICKETS_PLAYER,Không thể mời. Người chơi không có đủ Vé Câu lạc bộ!
TID_KICKER_DUDE,FANG
TID_KICKER_DUDE_SHORT_DESC,SÁT THỦ
TID_KICKER_DUDE_DESC,"Thượng cẳng chân! Fang tung cú đá mạnh đến mức văng cả giày về phía đối thủ! Tuyệt chiêu của Fang là một cú đá dồn toàn lực, có thể lần lượt đánh trúng nhiều đối thủ ở gần nhau."
TID_KICKER_DUDE_WEAPON,PHI GIÀY THẦN CƯỚC
TID_KICKER_DUDE_WEAPON_DESC,"Fang tung ra cú đá cực nhanh với một tiểu xảo ít ai ngờ đến: nếu đá không trúng mục tiêu, chiếc giày của cậu sẽ văng ra!"
TID_KICKER_DUDE_ULTI,LIÊN HOÀN CƯỚC
TID_KICKER_DUDE_ULTI_DESC,"Fang phóng đến và tung ra một cú đá dữ dội, nếu trúng mục tiêu, Fang có thể sẽ tiếp tục tung ra liên tục thêm 3 cú đá nữa lên các đối thủ ở gần."
TID_SPEC_ABI_KICKER_DUDE_1,THƯỢNG CẲNG CHÂN
TID_SPEC_ABI_KICKER_DUDE_1_DESC,"Khi Fang hạ gục một Chiến binh Brawl đối thủ bằng Tuyệt chiêu, thanh Tuyệt chiêu của cậu sẽ ngay lập tức được tích đầy, và cậu ta có thể tiếp tục dùng Tuyệt chiêu lần nữa!"
TID_SPEC_ABI_KICKER_DUDE_2,ĐẾ GIÀY THẦN THÁNH
TID_SPEC_ABI_KICKER_DUDE_2_DESC,Giảm <c00cc00><VALUE2></c> sát thương từ các đòn tấn công của đối thủ sau mỗi <c00cc00><VALUE1></c> giây. Giảm tối đa <c00cc00><VALUE3>%</c> sát thương phải chịu.
TID_ACCESSORY_KICKER_DUDE_GADGET,CƠN MƯA BỎNG NGÔ
TID_ACCESSORY_KICKER_DUDE_GADGET_DESC,"Fang ném ra một nắm hạt ngô, tạo ra một cơn mưa bỏng ngô! Mỗi hạt bỏng ngô có thể gây ra <c00cc00><VALUE1></c> sát thương."
TID_GAME_MODE_24,SONG ĐẤU
TID_GAME_MODE_24_DESC,"Lập một đội gồm 3 Chiến binh Brawl để chiến đấu với đội đối thủ trong chế độ Song đấu loại trừ. Mỗi hiệp đấu là một trận chiến 1 vs 1, và trận chiến sẽ kết thúc khi một Chiến binh Brawl bị hạ gục. Đội nào thắng 3 hiệp sẽ giành chiến thắng!\n\nĐể tăng cơ hội thắng của mình, hãy lựa chọn đội hình Chiến binh Brawl và thứ tự chiến đấu thật hiệu quả nhé!"
TID_NOTIFICATION_TAG_TEAM,Đã có bản đồ SONG ĐẤU mới! Đến lúc kiếm phần thưởng mới rồi!
TID_TAG_TEAM_INTRO_TEXT,Hạ gục tất cả Chiến binh Brawl đối thủ!
TID_REWARD_INFO_RESOURCE_CLUBCOINS,Đã nhận <AMOUNT> Xu Câu lạc bộ
TID_REWARD_INFO_RESOURCE_GEARSCRAP,Đã nhận <AMOUNT> Mảnh vụn
TID_SKIN_INFO_PIRATES,Trang phục Cướp biển
TID_SKIN_INFO_BRAWLENTINES,Trang phục Valentine Brawl
TID_SHOP_BRAWLIDAYS_TITLE,GIÁNG SINH BRAWL
TID_SHOP_BRAWLIDAYS_INFO,Bộ sưu tập trang phục
TID_DONATION_GEAR_AND_LEVEL,Quà trang bị: <NAME> (Cấp <LEVEL>)
TID_BRAWLER_INDEX,CHIẾN BINH BRAWL <NUM>
TID_DUPLICATE_HERO_START_GAME,Mỗi Chiến binh Brawl chỉ có thể được chọn một lần!
TID_SHOP_BRAWLENTINES_SKINS,Trang phục Valentine Brawl
TID_SHOP_BRAWLENTINES_TITLE,VALENTINE BRAWL
TID_SHOP_BRAWLENTINES_INFO,Bộ sưu tập trang phục
TID_EMOTE_BUNDLE_BRAWLENTINES_PACK,Bộ Huy hiệu Trang phục Valentine Brawl
TID_EMOTE_BUNDLE_BRAWLIDAYS_PACK,Bộ Huy hiệu Trang phục Giáng sinh Brawl
TID_TAGTEAM_2,Không đầu hàng
TID_TAGTEAM_3,Mãng xà ẩn nấp
TID_TAGTEAM_4,Phản đòn ngoạn mục
TID_TAGTEAM_5,Tinh thần chiến binh
TID_TAGTEAM_6,Số phận kẻ song đấu
TID_TAGTEAM_7,Thẳng cánh cò bay
TID_TAGTEAM_8,Ninja chiếu bí
TID_TAGTEAM_9,Khe núi đá cứng
TID_TAGTEAM_10,Mê cung khỉ
TID_TAGTEAM_11,Bẫy cọp
TID_TAGTEAM_12,Căn phòng nguy hiểm
TID_MATCHMAKE_FAILED_10,Tính năng này không được hỗ trợ
TID_RANKED_TEAM_SELECT_HINT_GEAR,Chọn Trang bị
TID_SHORT_ORDINAL_1,Thứ nhất
TID_SHORT_ORDINAL_2,Thứ 2
TID_SHORT_ORDINAL_3,Thứ 3
TID_SHORT_ORDINAL_4,Thứ 4
TID_SHORT_ORDINAL_5,Thứ 5
TID_SHORT_ORDINAL_6,Thứ 6
TID_SHORT_ORDINAL_7,Thứ 7
TID_SHORT_ORDINAL_8,Thứ 8
TID_SHORT_ORDINAL_9,Thứ 9
TID_SHORT_ORDINAL_10,Thứ 10
TID_RANKED_TEAM_SELECT_HINT_SP_GADGET_GEAR,"Chọn Sức mạnh Sao, Phụ kiện và Trang bị"
TID_CLUB_LEAGUE_SEASON_END_PROMOTION_INBOX,Chúc mừng! Câu lạc bộ của bạn đã thăng cấp lên <CLUBTIERS> Giải đấu vì đã đạt HẠNG <POSITION> vào cuối mùa Giải đấu Câu lạc bộ.
TID_EMOTE_BUNDLE_LNY2022_PACK,Bộ Huy hiệu Trang phục Tết Nguyên Đán
TID_POWER_LEVEL_INFO,"Với Cấp Sức mạnh cao hơn, Chiến binh Brawl sẽ có nhiều máu và gây ra nhiều sát thương hơn. Hãy dùng Điểm Sức mạnh và Xu để nâng cấp Chiến binh Brawl của bạn.\n\nBạn sẽ mở khóa Phụ kiện ở CẤP SỨC MẠNH 7, mở khóa Sức mạnh Sao ở CẤP SỨC MẠNH 9 và mở khóa Trang bị ở CẤP SỨC MẠNH 10 và 11."
TID_FURIOUS_FANG_SKIN,FANG CUỒNG NỘ
TID_FURIOUS_FANG_SKIN_SHOP,FANG\nCUỒNG NỘ
TID_CLASSIC MIKE_SKIN,DYNAMIKE KINH ĐIỂN
TID_CLASSIC MIKE_SKIN_SHOP,DYNAMIKE\nKINH ĐIỂN
TID_EL_PRIMO_VALENTINES,EL TÌNH YÊU
TID_EL_PRIMO_VALENTINES_SHOP,EL\nTÌNH YÊU
TID_GRIFF_SLEIGH_SKIN,GRIFF XE TRƯỢT TUYẾT
TID_GRIFF_SLEIGH_SKIN_SHOP,GRIFF\nXE TRƯỢT TUYẾT
TID_SANTA_BO_SKIN,BO GIÁNG SINH
TID_SANTA_BO_SKIN_SHOP,BO\nGIÁNG SINH
TID_LOG_SPIKE_SKIN,SPIKE KHÚC CÂY NOEL
TID_LOG_SPIKE_SKIN_SHOP,SPIKE\nKHÚC CÂY NOEL
TID_XMAS_GIFT_JACKY_SKIN,JACKY NGƯỜI PHÁT QUÀ
TID_XMAS_GIFT_JACKY_SKIN_SHOP,JACKY\nNGƯỜI PHÁT QUÀ
TID_EL_PRIMO_TIGER_SKIN,EL HỔ VẰN
TID_EL_PRIMO_TIGER_SKIN_SHOP,EL\nHỔ VẰN
TID_EDGAR_SERPENT_SKIN,EDGAR QUÁI VẬT RẮN
TID_EDGAR_SERPENT_SKIN_SHOP,EDGAR\nQUÁI VẬT RẮN
TID_DRUNKEN_MASTER_BARLEY_SKIN,BARLEY CAO THỦ
TID_DRUNKEN_MASTER_BARLEY_SKIN_SHOP,BARLEY\nCAO THỦ
TID_NIAN_NITA_SKIN,NITA NIÊN THÚ
TID_NIAN_NITA_SKIN_SHOP,NITA\nNIÊN THÚ
TID_ROSA_MILITARY_SKIN,THIẾU TÁ ROSA
TID_ROSA_MILITARY_SKIN_SHOP,THIẾU TÁ\nROSA
TID_RANKED_FRIENDLY_TOGGLE_TITLE,TRẬN ĐẤU SỨC MẠNH
TID_RANKED_FRIENDLY_TOGGLE_DESC,Sử dụng thể thức tương tự như Giải đấu Sức mạnh với tính năng Chọn/Cấm Chiến binh Brawl và có nhiều hiệp đấu
TID_RANKED_FRIENDLY_BEST_OF_TITLE,SỐ HIỆP ĐẤU
TID_RANKED_FRIENDLY_BEST_OF_DESC,Thay đổi số trận chiến để chơi
TID_RANKED_FRIENDLY_TIMER_TITLE,THỜI GIAN CHUẨN BỊ
TID_RANKED_FRIENDLY_TIMER_DESC,Thay đổi thời gian chọn Chiến binh Brawl
TID_RANKED_FRIENDLY_BEST_OF_3,Thắng 2 trên 3 hiệp
TID_RANKED_FRIENDLY_BEST_OF_5,Thắng 3 trên 5 hiệp
TID_RANKED_FRIENDLY_BEST_OF_7,Thắng 4 trên 7 hiệp
TID_RANKED_FRIENDLY_SWAP_BRAWLER_TITLE,ĐỔI CHIẾN BINH BRAWL?
TID_RANKED_FRIENDLY_SWAP_BRAWLER_DESC,Chơi cùng:
TID_RANKED_FRIENDLY_TIMER_NORMAL,BÌNH THƯỜNG
TID_RANKED_FRIENDLY_TIMER_LONG,"1,5x"
TID_RANKED_FRIENDLY_TIMER_VERY_LONG,2x
TID_SHOP_LNY22_SKINS,Trang phục Tết Nguyên Đán
TID_SHOP_LNY22_TITLE,TẾT NGUYÊN ĐÁN
TID_SHOP_LNY22_INFO,Bộ sưu tập trang phục
TID_CLUB_LEAGUE_TODAYS_TICKETS,VÉ
TID_CLUB_LEAGUE_TODAYS_TICKETS_COUNT,x<NUM>
TID_CLUB_LEAGUE_TODAYS_TICKETS_TIMER,Còn <TIME> để chơi
TID_CLUB_LEAGUE_TODAYS_MAX_POINTS,ĐIỂM TỐI ĐA
TID_CLUB_LEAGUE_TODAYS_MAX_POINTS_EXTRA_PERCENT,+<PERCENT>%
TID_CLUB_LEAGUE_BONUS_DAY,NGÀY BỔ SUNG
TID_CLUB_LEAGUE_TROPHY_RESET,Số lượng Cúp Câu lạc bộ sẽ tái lập vào cuối mỗi Ngày Sự kiện
TID_CLUB_LEAGUE_TROPHY_RESET_MESSAGE,Tham gia các Sự kiện Giải đấu Câu lạc bộ của ngày hôm nay để thu thập Cúp Câu lạc bộ! Số lượng Cúp Câu lạc bộ sẽ được tái lập vào mỗi Ngày Sự kiện. Tham gia tất cả các Ngày Sự kiện để đóng góp hết mình cho Câu lạc bộ của bạn.
TID_EMOTE_BUNDLE_LNY22_PACK,Bộ Huy hiệu Trang phục Tết Nguyên Đán
TID_SKIN_INFO_CAMPAIGN_LUNAR_BRAWL_22,Đón mừng Tết Nguyên Đán với trang phục lễ hội này!
TID_EVENT_POPUP_GMV_LABEL_DUEL,1 vs 1
TID_RANKED_FRIENDLY_POWER_MATCH,TRẬN ĐẤU SỨC MẠNH GIAO HỮU
TID_RANKED_FRIENDLY_RANDOM_MODE,CHẾ ĐỘ NGẪU NHIÊN
TID_RANKED_FRIENDLY_RANDOM_MAP,Bản đồ ngẫu nhiên
TID_RANKED_FRIENDLY_SWAP_BRAWLER_REQUEST,YÊU CẦU
TID_RANKED_FRIENDLY_SWAP,ĐỔI
TID_BRAWL_PASS_SEASON_9,NĂM NHÂM DẦN
TID_TAGTEAM_TROPHY_INFO_TITLE,PHẦN THƯỞNG CÚP SONG ĐẤU
TID_TAGTEAM_TROPHY_INFO_LOSE_TITLE,THUA
TID_TAGTEAM_TROPHY_INFO_WIN_TITLE,THẮNG
TID_TAGTEAM_TROPHY_INFO_LOSE_INFO,Mỗi Chiến binh Brawl mất <VALUE> số cúp mà chúng sẽ mất trong một trận đấu bình thường
TID_TAGTEAM_TROPHY_INFO_WIN_INFO,Mỗi Chiến binh Brawl nhận <VALUE> số cúp mà chúng kiếm được trong một trận đấu bình thường
TID_TAGTEAM_TROPHY_INFO_WIN_INFO_EXTRA,"Nếu tổng số cúp ít hơn số cúp ít nhất mà một Chiến binh Brawl bất kỳ kiếm được, thì số cúp chênh lệch sẽ được phân bổ ngẫu nhiên cho tất cả Chiến binh Brawl."
TID_TRUE_GOLD_ROSA_SKIN,ROSA BẰNG VÀNG
TID_TRUE_GOLD_ROSA_SKIN_SHOP,ROSA\nBẰNG VÀNG
TID_TRUE_GOLD_JACKY_SKIN,JACKY BẰNG VÀNG
TID_TRUE_GOLD_JACKY_SKIN_SHOP,JACKY\nBẰNG VÀNG
TID_TRUE_GOLD_LOU_SKIN,LOU BẰNG VÀNG
TID_TRUE_GOLD_LOU_SKIN_SHOP,LOU\nBẰNG VÀNG
TID_TRUE_GOLD_PENNY_SKIN,PENNY BẰNG VÀNG
TID_TRUE_GOLD_PENNY_SKIN_SHOP,PENNY\nBẰNG VÀNG
TID_TRUE_SILVER_ROSA_SKIN,ROSA BẰNG BẠC
TID_TRUE_SILVER_ROSA_SKIN_SHOP,ROSA\nBẰNG BẠC
TID_TRUE_SILVER_JACKY_SKIN,JACKY BẰNG BẠC
TID_TRUE_SILVER_JACKY_SKIN_SHOP,JACKY\nBẰNG BẠC
TID_TRUE_SILVER_LOU_SKIN,LOU BẰNG BẠC
TID_TRUE_SILVER_LOU_SKIN_SHOP,LOU\nBẰNG BẠC
TID_TRUE_SILVER_PENNY_SKIN,PENNY BẰNG BẠC
TID_TRUE_SILVER_PENNY_SKIN_SHOP,PENNY\nBẰNG BẠC
TID_SKIN_INFO_CAMPAIGN_ANNIVERSARY_2021,Trang phục Kỷ niệm 2021
TID_REWARD_INFO_RESOURCE_GEARTOKENSDAMAGE,Đã nhận <AMOUNT> thẻ Sát thương
TID_REWARD_INFO_RESOURCE_GEARTOKENSHEAL,Đã nhận <AMOUNT> thẻ Hồi máu
TID_REWARD_INFO_RESOURCE_GEARTOKENSRESISTANCE,Đã nhận <AMOUNT> thẻ Kháng cự
TID_REWARD_INFO_RESOURCE_GEARTOKENSSHIELD,Đã nhận <AMOUNT> thẻ Khiên chắn
TID_REWARD_INFO_RESOURCE_GEARTOKENSSPEED,Đã nhận <AMOUNT> thẻ Tốc độ
TID_RESOURCE_REVOCATION,Thu hồi <AMOUNT> <NAME>
TID_CLAIM_VOUCHER_POPUP_TEXT,Bạn có muốn nhận phần thưởng ngay không?
TID_CLAIM_VOUCHER_POPUP_TITLE,Nhận phần thưởng
TID_CLAIM_VOUCHER_BUTTON_CLAIM,Nhận
TID_CLAIM_VOUCHER_BUTTON_CANCEL,Hủy
TID_SPELL_FACTORY_CLAIM_FAILED_TITLE,Xảy ra lỗi khi nhận phần thưởng
TID_SPELL_FACTORY_CLAIM_FAILED_REASON_UNKNOWN,Không thể nhận phần thưởng.
TID_SPELL_FACTORY_CLAIM_FAILED_REASON_ALREADY_CLAIMED,Không thể nhận. Đã nhận phần thưởng này rồi.
TID_SPELL_FACTORY_CLAIM_FAILED_REASON_INVALID_CODE,Không thể nhận. Mã không hợp lệ.
TID_SPELL_FACTORY_CLAIM_FAILED_REASON_EXPIRED,Không thể nhận. Phần thưởng đã hết hạn.
TID_RANKED_FRIENDLY_BEST_OF_TOGGLE_TITLE,SỐ HIỆP ĐẤU TỐI ĐA
TID_FLEA,EVE
TID_FLEA_SHORT_DESC,KẺ GÂY SÁT THƯƠNG
TID_FLEA_DESC,"Eve luôn cho rằng tất cả mọi sự sống trên đời đều tồn tại vì một mục đích duy nhất, đó là... trở thành thức ăn cho các bé bảo bối của cô."
TID_FLEA_WEAPON,MÁY BẮN TRỨNG
TID_FLEA_WEAPON_DESC,"Eve lần lượt bắn ra ba quả trứng, quả sau sẽ to hơn và gây nhiều sát thương hơn quả trước."
TID_FLEA_ULTI,THÚ CON NÁO LOẠN
TID_FLEA_ULTI_DESC,"Eve ném ra một quả trứng lớn, quả trứng này sẽ nở ra một nhóm các con thú con. Các thú con của Eve sẽ tấn công đối thủ và gây sát thương theo thời gian."
TID_SPEC_ABI_FLEA_1,TRẬT TỰ PHI TỰ NHIÊN
TID_SPEC_ABI_FLEA_1_DESC,Đảo ngược thứ tự của loạt trứng được bắn ra từ Máy bắn trứng.
TID_SPEC_ABI_FLEA_2,BẤT NGỜ THÚ VỊ
TID_SPEC_ABI_FLEA_2_DESC,"Sau mỗi <c00cc00><VALUE1></c> giây, quả trứng lớn nhất tiếp theo được bắn ra từ Máy bắn trứng của Eve sẽ nở ra một con thú con khi trúng đối thủ."
TID_ACCESSORY_FLEA_JUMP,ĐI NHÉ!
TID_ACCESSORY_FLEA_JUMP_DESC,Eve nhảy vọt đi nơi khác và để lại một con thú con.
TID_ACCESSORY_FLEA_SYMBIOSIS,TÌNH YÊU CỦA MẸ
TID_ACCESSORY_FLEA_SYMBIOSIS_DESC,Các con thú con nở ra từ quả trứng lớn sẽ hồi máu cho đồng đội theo thời gian thay vì gây sát thương cho đối thủ.
TID_ACCESSORY_BLOCKED_MISSING_BIG_EGG,Không thể kích hoạt khi không có quả trứng lớn!
TID_ACCESSORY_BLOCKED_BIG_EGG_TOO_FAR,Quả trứng lớn ở quá xa!
TID_BIG_EGG_HEALTH,Máu Quả trứng lớn
TID_HATCHLING_HEALTH,Máu Thú con
TID_HATCHLING_DAMAGE,Sát thương Thú con
TID_HATCHLING_COUNT,Số lượng Thú con
TID_ACCESSORY_DUPLICATOR_SWAP,DIỄN VIÊN ĐÓNG THẾ
TID_ACCESSORY_DUPLICATOR_SWAP_DESC,Lola và phân thân sẽ đổi vị trí cho nhau. Lola hồi phục <c00cc00><VALUE1></c> máu.
TID_ACCESSORY_BLOCKED_EGO_TOO_FAR,Phân thân ở quá xa!
TID_ACCESSORY_BLOCKED_MISSING_EGO,Không thể kích hoạt khi không có phân thân!
TID_GAME_MODE_25,TRIỆT HẠ
TID_GAME_MODE_25_DESC,Hạ gục đối thủ để thu thập điểm. Đội nào giành được <MAX_SCORE> điểm trước sẽ chiến thắng!
TID_DEATHMATCH_INTRO_TEXT,Hạ gục đối thủ!
TID_NOTIFICATION_DEATHMATCH,Đã có bản đồ TRIỆT HẠ mới! Giành lấy phần thưởng mới nào!
TID_GAME_MODE_26,ĐUA XE GOÒNG
TID_GAME_MODE_26_DESC,"Đẩy xe goòng của đội mình bằng cách đứng gần chiếc xe. Đội nào đẩy xe goòng của mình đến đích trước sẽ chiến thắng! Xe goòng của đội đối thủ cũng sẽ di chuyển chậm lại khi bạn đứng gần nó. Khi hết thời gian, đội nào đẩy xe goòng đi được xa nhất sẽ chiến thắng!"
TID_PAYLOAD_INTRO_TEXT,Đẩy xe goòng đi nào!
TID_NOTIFICATION_PAYLOAD,Đã có bản đồ ĐUA XE GOÒNG mới! Giành lấy phần thưởng mới nào!
TID_ACCESSORY_PERCENTER_LIFESTEAL,CHUYỂN ĐỔI THÀNH MÁU
TID_ACCESSORY_PERCENTER_LIFESTEAL_DESC,"Khi được kích hoạt, <c00cc00><VALUE2>%</c> sát thương do các phát bắn của Colette gây ra sẽ được dùng để hồi máu cho chính cô ta trong <c00cc00><VALUE1></c> giây."
TID_ACCESSORY_BASEBALL_STICKY,KEO DÍNH SIÊU CẤP
TID_ACCESSORY_BASEBALL_STICKY_DESC,Đối thủ bị quả bóng bật tường tiếp theo của Bibi văng trúng sẽ di chuyển chậm trong <c00cc00><VALUE1></c> giây!
TID_ACCESSORY_MUMMY_ACID,BÌNH XỊT A XÍT
TID_ACCESSORY_MUMMY_ACID_DESC,"Đòn tấn công tiếp theo của Emz có thể xuyên thủng tường chắn, nhưng sát thương gây ra giảm <ccc0000><VALUE1>%</c>."
TID_FIRST_BLOOD,<name> đã hạ gục đối thủ đầu tiên!
TID_KILL_NUMBER_OWN,Còn 4 lần hạ gục!
TID_KILL_NUMBER_OPPONENT,Đối thủ còn 4 lần hạ gục!
TID_ONE_POINT_FROM_VICTORY,Hạ gục đối thủ 1 lần nữa để thắng!
TID_OPPONENT_ONE_POINT_FROM_VICTORY,Bị hạ gục 1 lần nữa là thua!
TID_VICTORY_MATCH_OVER,THẮNG!\nTrận đấu kết thúc
TID_LOSS_MATCH_OVER,THUA!\nTrận đấu kết thúc
TID_SKIN_INFO_CAMPAIGN_LUNAR_BRAWL_2022,Trang phục Tết Nguyên Đán 2022
TID_LOGIN_CALENDAR_LEFT_TITLE,CHUỖI QUÀ HẰNG NGÀY
TID_LOGIN_CALENDAR_LEFT_SUBTITLE,<cfffc11>ĐĂNG NHẬP MỖI NGÀY TRONG 15 NGÀY</c> để nhận <cfffc11>QUÀ TẶNG MIỄN PHÍ</c>!
TID_LOGIN_CALENDAR_RIGHT_TITLE,PHẦN THƯỞNG HÔM NAY
TID_LOGIN_CALENDAR_BUTTON_CLAIM,NHẬN
TID_LOGIN_CALENDAR_BUTTON_CLOSE,ĐÓNG
TID_LOGIN_CALENDAR_AVAILABLE_IN_TIMER,Sẵn sàng sau: <TIME>
TID_LOGIN_CALENDAR_CARD_DAY_NUM,NGÀY THỨ <NUM>
TID_LOGIN_CALENDAR_CARD_AVAILABLE_IN_TIMER,Sẵn sàng sau: <TIME>
TID_LOGIN_CALENDAR_CARD_TIME_TO_CLAIM,Còn <TIME> để nhận
TID_LOGIN_CALENDAR_REWARD_BRAWLER_CHOICE,CHỌN CHIẾN BINH BRAWL
TID_LOGIN_CALENDAR_REWARD_LEVEL_UPGRADE,NÂNG CẤP\nCHIẾN BINH BRAWL
TID_LOGIN_CALENDAR_REWARD_PIN,HUY HIỆU MỚI
TID_LOGIN_CALENDAR_REWARD_SKIN,TRANG PHỤC MỚI
TID_LOGIN_CALENDAR_REWARD_GADGET_CHOICE,CHỌN MỘT PHỤ KIỆN
TID_LOGIN_CALENDAR_REWARD_PIN_X2,2 HUY HIỆU MỚI
TID_LOGIN_CALENDAR_REWARD_STARPOWER_CHOICE,CHỌN MỘT SỨC MẠNH SAO
TID_LOGIN_CALENDAR_REWARD_DESC_BRAWLER_CHOICE,Chọn mở khóa <HERONAME1> hoặc <HERONAME2>
TID_LOGIN_CALENDAR_REWARD_DESC_LEVEL_UPGRADE,Nâng <HERONAME> lên CẤP SỨC MẠNH <VALUE>
TID_LOGIN_CALENDAR_REWARD_DESC_PIN,Huy hiệu <VALUE1> <VALUE2>/<VALUE3>. Sử dụng huy hiệu để bày tỏ cảm xúc trong trận chiến.
TID_LOGIN_CALENDAR_REWARD_DESC_SKIN,Tùy chỉnh cho <VALUE> bằng trang phục mới này!
TID_LOGIN_CALENDAR_REWARD_DESC_GADGET_CHOICE,"Chọn một Phụ kiện cho <VALUE>. Phụ kiện là kỹ năng bổ sung, có thể sử dụng tối đa 3 lần trong mỗi trận chiến."
TID_LOGIN_CALENDAR_REWARD_DESC_PIN_X2,Phần thưởng này cho bạn 2 HUY HIỆU MỚI
TID_LOGIN_CALENDAR_REWARD_DESC_STARPOWER_CHOICE,Chọn một Sức mạnh Sao cho <VALUE>. Sức mạnh Sao là kỹ năng bị động bổ sung cho Chiến binh Brawl của bạn.
TID_LOGIN_CALENDAR_ERROR_REWARD_EXPIRED,Phần thưởng đã hết hạn
TID_CHINA_PRIVACY_SETTINGS_BUTTON,Cài đặt quyền riêng tư
TID_CHINA_PRIVACY_SETTINGS_TITLE,CÀI ĐẶT QUYỀN RIÊNG TƯ
TID_CHINA_PRIVACY_HIDE_IN_LEADERBOARDS,KHÔNG HIỂN THỊ TRÊN BẢNG XẾP HẠNG
TID_ACCESSORY_CROSS_BOMBER_BURST,NÉM BỘ ĐÀM LIÊN HOÀN
TID_ACCESSORY_CROSS_BOMBER_BURST_DESC,"Trong đòn tấn công tiếp theo, Grom sẽ liên tục ném ra <c00cc00><VALUE1></c> chiếc bộ đàm."
TID_ACCESSORY_SNAKE_OIL_SPREAD,MŨI TIÊM TĂNG CƯỜNG
TID_ACCESSORY_SNAKE_OIL_SPREAD_DESC,Đòn tấn công tiếp theo của Byron sẽ bắn ra <c00cc00><VALUE1></c> cây phi tiêu thay vì chỉ 1 cây. Mỗi cây phi tiêu có tính sát thương giảm <ccc0000><VALUE2>%</c> và tính hồi máu giảm <ccc0000><VALUE3>%</c>.
TID_GEMGRAB_48,Đồng bằng Sapphire
