"Name","Disabled","TileSetPrefix","BannerSWF","BannerExportName","Island","Music","GroundSCW","EnvironmentSCW","MaskedEnvironmentSCW","CampaignGroundSCW","Blocking1SCW","Blocking1Mesh","Blocking1AngleStep","Blocking2SCW","Blocking2Mesh","Blocking2AngleStep","Blocking3SCW","Blocking3Mesh","Blocking3AngleStep","Blocking4SCW","Blocking4Mesh","Blocking4AngleStep","RespawningWallSCW","RespawningWallMesh","RespawningWallAngleStep","RespawningForestSCW","ForestSCW","DestructableSCW","DestructableMesh","DestructableAngleStep","DestructableSCW_CN","DestructableMesh_CN","DestructableAngleStep_CN","FragileSCW","FragileMesh","FragileAngleStep","FragileSCW_CN","FragileMesh_CN","FragileAngleStep_CN","WaterTileSCW","FenceSCW","RopeFenceSCW","RoadSCW","IndestructibleFenceSCW","IndestructibleSCW","IndestructibleMesh","Damageable1SCW","Damageable1Mesh","Damageable1AngleStep","Damageable2SCW","Damageable2Mesh","Damageable2AngleStep","Damageable3SCW","Damageable3Mesh","Damageable3AngleStep","Damageable4SCW","Damageable4Mesh","Damageable4AngleStep","IndestructibleDeco1SCW","IndestructibleDeco1Mesh","IndestructibleDeco1AngleStep","IndestructibleDeco2SCW","IndestructibleDeco2Mesh","IndestructibleDeco2AngleStep","IndestructibleDeco3SCW","IndestructibleDeco3Mesh","IndestructibleDeco3AngleStep","IndestructibleDeco4SCW","IndestructibleDeco4Mesh","IndestructibleDeco4AngleStep","GroundFillerSCW","LaserBallSkinOverride","MineGemSpawnSCWOverride","LootBoxSkinOverride","SafeSkinOverride","SafeCharacterOverride","ShowdownBoostSCWOverride","MapPreviewBGColorRed","MapPreviewBGColorGreen","MapPreviewBGColorBlue","MapPreviewSkyColorRed","MapPreviewSkyColorGreen","MapPreviewSkyColorBlue","MapPreviewGemGrabSpawnHoleExportName","MapPreviewBallExportName","MapPreviewGoal1ExportName","MapPreviewGoal2ExportName","MapPreviewSafeExportName","MapPreviewCNOverrides","MapWidth","MapHeight"
"StuntShow","TRUE","stuntshow_","sc/events.sc","event_stuntshow_banner",,"Brawl_Enchanted_Forest_Ingame","sc3d/bgr_stunt_show_ground.scw","sc3d/bgr_stunt_show.scw",,,"sc3d/rock_stunt_show.scw","rock_1",0,"sc3d/rock_stunt_show.scw","rock_1b",0,"sc3d/crate_stunt_show.scw","crate_1",0,"sc3d/barrel_stunt_show.scw","barrel_1",72,"sc3d/blocking_stunt_show.scw","blocking_1",90,"sc3d/grass5.scw","sc3d/grass5.scw","sc3d/stunt_show_deco.scw","deco_screw",1,,,,"sc3d/fragile_stunt_show.scw","fragile",0,,,,"sc3d/water_tile_retropolis.scw","sc3d/fence_stunt_show.scw","sc3d/stunt_show_rope_fence.scw",,"sc3d/fence_stunt_show.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_stunt_show.scw",,,,,47,44,96,15,24,70,"stuntshow_spawn_hole","icon_hud_pinball","brawl_ball_goal_stuntshow_red","brawl_ball_goal_stuntshow_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/rock_stunt_show.scw","rock_1_2",0,"sc3d/rock_stunt_show.scw","rock_1b_2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/rock_stunt_show.scw","rock_1_3",0,"sc3d/rock_stunt_show.scw","rock_1b_3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"StuntShowBB","TRUE","stuntshow_","sc/events.sc","event_stuntshow_banner",,"Pinstuntbrawl_Ingame","sc3d/bgr_stunt_show_ground_bb.scw","sc3d/bgr_stunt_show.scw+sc3d/bgr_stunt_show_decos_bb.scw",,,"sc3d/rock_stunt_show.scw","rock_1",0,"sc3d/rock_stunt_show.scw","rock_1b",0,"sc3d/crate_stunt_show.scw","crate_1",0,"sc3d/barrel_stunt_show.scw","barrel_1",72,"sc3d/blocking_stunt_show_bb.scw",,90,"sc3d/grass5.scw","sc3d/grass5.scw","sc3d/stunt_show_deco.scw","deco_screw",1,,,,"sc3d/fragile_stunt_show.scw","fragile",0,,,,"sc3d/water_tile_retropolis.scw","sc3d/fence_stunt_show.scw","sc3d/stunt_show_rope_fence.scw",,"sc3d/fence_stunt_show.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,"BallPinball","sc3d/mine_gem_spawn_stunt_show.scw",,,,,47,44,96,15,24,70,"stuntshow_spawn_hole","icon_hud_pinball","brawl_ball_goal_stuntshow_red","brawl_ball_goal_stuntshow_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/rock_stunt_show.scw","rock_1_2",0,"sc3d/rock_stunt_show.scw","rock_1b_2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/rock_stunt_show.scw","rock_1_3",0,"sc3d/rock_stunt_show.scw","rock_1b_3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DeepSea","TRUE","deepsea_","sc/events.sc","event_deepsea_banner",,"Underwater_Braw_Ingame","sc3d/bgr_deepsea_ground.scw","sc3d/bgr_deepsea.scw",,,"sc3d/deepsea_box_jellyfish.scw","jellyfish_1",90,"sc3d/deepsea_anemone.scw","anemone",90,"sc3d/crate_deepsea.scw","crate_1",0,"sc3d/deepsea_barrel.scw","barrel_2",1,"sc3d/deepsea_smoker.scw",,1,"sc3d/grass_deep_seaweed.scw","sc3d/grass_deep_seaweed.scw","sc3d/deepsea_deco.scw","deco_bubbler",1,,,,"sc3d/deepsea_fragile.scw",,1,,,,"sc3d/water_tile_deepsea.scw","sc3d/fence_deepsea.scw","sc3d/deepsea_rope_fence.scw",,"sc3d/fence_deepsea.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_deepsea.scw",,,"SafeDeepsea",,55,46,70,0,27,60,"deepsea_spawn_hole","icon_hud_pinball","brawl_ball_goal_stuntshow_red","brawl_ball_goal_stuntshow_blue","deepsea_heist_safe",,21,33
,,,,,,,,,,,"sc3d/deepsea_box_jellyfish.scw","jellyfish_1b",90,,,,,,,"sc3d/deepsea_barrel.scw","barrel_2b",1,,,,,,"sc3d/deepsea_deco_2.scw","deco_starfish",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RobotFactory","TRUE","robotfactory_","sc/events.sc","event_robotfactory_banner",,"Robotfactory_Ingame","sc3d/bgr_robot_factory_ground.glb","sc3d/bgr_robot_factory.glb","sc3d/bgr_robot_factory_hold.glb",,"sc3d/robot_factory_rock.glb","rock_1",180,"sc3d/robot_factory_rock.glb","rock_2",180,"sc3d/robot_factory_crate.glb","crate_1",0,"sc3d/robot_factory_barrel.glb","barrel_2",1,"sc3d/robot_factory_exhaust.glb","exhaust",180,"sc3d/grass3.scw","sc3d/grass3.scw","sc3d/robot_factory_deco.glb","deco_1",1,,,1,"sc3d/robot_factory_fragile.glb","fragile",0,,,,"sc3d/robot_factory_water_tile.glb","sc3d/robot_factory_fence.glb","sc3d/robot_factory_rope_fence.glb","sc3d/robot_factory_payload_track.glb","sc3d/robot_factory_fence.glb","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/robot_factory_mine_gem_spawn.glb",,,,,127,53,83,25,25,50,"robotfactory_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,"rock_1b",180,,"rock_2b",180,,,,,,,,,,,,"sc3d/robot_factory_deco.glb","deco_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/robot_factory_deco.glb","deco_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RobotFactoryShowdown","TRUE","robotfactory_","sc/events.sc","event_robotfactory_banner",,"Robotfactory_Ingame","sc3d/bgr_robot_factory_showdown_ground.glb","sc3d/bgr_robot_factory_showdown.glb","sc3d/bgr_robot_factory_showdown_hold.glb",,"sc3d/robot_factory_rock.glb","rock_1",180,"sc3d/robot_factory_rock.glb","rock_2",180,"sc3d/robot_factory_crate.glb","crate_1",0,"sc3d/robot_factory_barrel.glb","barrel_2",1,"sc3d/robot_factory_exhaust.glb","exhaust",180,"sc3d/grass3.scw","sc3d/grass3.scw","sc3d/robot_factory_deco.glb","deco_1",1,,,1,"sc3d/robot_factory_fragile.glb","fragile",0,,,,"sc3d/robot_factory_water_tile.glb","sc3d/robot_factory_fence.glb","sc3d/robot_factory_rope_fence.glb",,"sc3d/robot_factory_fence.glb","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/robot_factory_mine_gem_spawn.glb",,,,,127,53,83,25,25,50,"robotfactory_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,60,60
,,,,,,,,,,,"sc3d/robot_factory_rock.glb","rock_1b",180,"sc3d/robot_factory_rock.glb","rock_2b",180,,,,,,,,,,,,"sc3d/robot_factory_deco.glb","deco_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/robot_factory_deco.glb","deco_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GhostMetro","TRUE","ghostmetro_","sc/events.sc","event_ghosttrain_banner",,"Ghosttrain_Ingame","sc3d/bgr_ghost_metro_ground.scw","sc3d/bgr_ghost_metro.scw",,,"sc3d/rock_ghost_metro.scw","rock",90,"sc3d/rock_ghost_metro.scw","rock_2",90,"sc3d/crate_mortuary.scw","crate_1",0,"sc3d/barrel_mortuary.scw","barrel_1",1,"sc3d/ghost_metro_ticket_machine.scw","ticket_machine",180,"sc3d/grass11.scw","sc3d/grass11.scw","sc3d/deco_ghost_metro.scw","deco_1",1,,,1,"sc3d/fragile_ghost_metro.scw",,1,,,,"sc3d/water_tile_ghost_metro.scw","sc3d/fence_ghost_metro.scw","sc3d/ghost_metro_rope_fence.scw",,"sc3d/fence_ghost_metro.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_ghost_metro.scw",,,,,55,57,112,24,27,57,"ghostmetro_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/rock_ghost_metro.scw","rock_b",90,"sc3d/rock_ghost_metro.scw","rock_2b",90,"sc3d/crate_mortuary.scw","crate_1b",0,"sc3d/barrel_mortuary.scw","barrel_1b",1,,,,,,"sc3d/deco_ghost_metro.scw","deco_2",1,,,,"sc3d/fragile_ghost_metro_b.scw",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/rock_ghost_metro.scw","rock_c",90,"sc3d/rock_ghost_metro.scw","rock_2c",90,"sc3d/crate_mortuary.scw","crate_1c",0,"sc3d/barrel_mortuary.scw","barrel_1c",1,,,,,,"sc3d/deco_ghost_metro.scw","deco_3",1,,,,"sc3d/fragile_ghost_metro_c.scw",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/rock_ghost_metro.scw","rock_d",90,"sc3d/rock_ghost_metro.scw","rock_2d",90,"sc3d/crate_mortuary.scw","crate_1d",0,,,,,,,,,"sc3d/deco_ghost_metro.scw","deco_4",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"sc3d/crate_mortuary.scw","crate_1e",0,,,,,,,,,"sc3d/deco_ghost_metro.scw","deco_5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CandyStand","TRUE","candystand_","sc/events.sc","event_candyland_banner",,"Candyland_Ingame","sc3d/bgr_candy_stand_ground.scw","sc3d/bgr_candy_stand.scw","sc3d/bgr_candy_stand_hold.scw",,"sc3d/rock_candy_stand.scw","rock_1",0,"sc3d/rock_candy_stand.scw","rock_2",0,"sc3d/crate_candy_stand.scw","crate_1",90,"sc3d/barrel_candy_stand.scw","barrel_1",90,"sc3d/candy_stand_lollipop.scw","lollipop_1",1,"sc3d/grass_candy_stand.scw","sc3d/grass_candy_stand.scw","sc3d/deco_candy_stand.scw","deco_1",1,,,1,"sc3d/fragile_candy_stand.scw","cherry",180,,,,"sc3d/water_tile_candy_stand.scw","sc3d/fence_candy_stand.scw","sc3d/candy_stand_rope_fence.scw",,"sc3d/fence_candy_stand.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_candy_stand.scw",,,,,56,125,137,64,122,255,"candystand_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_candy_stand.scw","deco_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_candy_stand.scw","deco_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_candy_stand.scw","deco_4",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_candy_stand.scw","deco_5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_candy_stand.scw","deco_6",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hub","TRUE","hub_","sc/events.sc","event_hub_banner",,"Lounge_Hub_Ingame","sc3d/bgr_hub_ground.scw","sc3d/bgr_hub.scw",,,"sc3d/rock_hub.scw","rock_hub",90,"sc3d/rock_hub.scw","rock_hub_b",0,"sc3d/crate_hub.scw","crate_1",0,"sc3d/barrel_hub.scw","barrel_1",1,"sc3d/hub_trash_bin.scw","trash_bin",0,"sc3d/grass5.scw","sc3d/grass5.scw","sc3d/deco_hub.scw","deco_1",1,,,1,"sc3d/fragile_hub.scw","fragile",180,,,,"sc3d/water_tile_hub.scw","sc3d/fence_hub.scw","sc3d/hub_rope_fence.scw",,"sc3d/fence_hub.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_hub.scw",,,,,158,85,113,3,8,58,"hub_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_hub.scw","deco_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_hub.scw","deco_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rooftop",,"rooftop_","sc/events.sc","event_basketball_banner",,"Brawlcade_Ingame","sc3d/bgr_bbb_rooftop_ground.glb","sc3d/bgr_bbb_rooftop.glb",,,"sc3d/rooftop_wall1.glb","ventilation",180,"sc3d/rooftop_wall2.glb","flower",0,"sc3d/rooftop_crate.glb","chimney",180,"sc3d/rooftop_barrel.glb","trash_can",1,"sc3d/rooftop_themed.glb","solar_panel",180,"sc3d/rooftop_grass.glb","sc3d/rooftop_grass.glb","sc3d/rooftop_clutter.glb","shoes",1,,,,"sc3d/rooftop_fragile.glb","fragile_sign",1,,,,"sc3d/rooftop_water.glb","sc3d/rooftop_fence.glb","sc3d/rooftop_rope.glb",,"sc3d/rooftop_fence.glb","sc3d/default_indestructible.glb",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,,,,,,50,44,79,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
"RumbleJungle","TRUE","rumblejungle_","sc/events.sc","event_rumblejungle_banner",,"Brawl_Jungle_Ingame","sc3d/bgr_rumble_jungle_ground.glb","sc3d/bgr_rumble_jungle.glb",,,"sc3d/rumble_jungle_ruin.glb","ruin_2",0,"sc3d/rumble_jungle_ruin.glb","ruin_1",0,"sc3d/crate1.scw","crate_1",0,"sc3d/barrel1.scw","barrel_1",1,"sc3d/rumble_jungle_tree_stump.glb","stump",90,"sc3d/grass7.scw","sc3d/grass7.scw","sc3d/deco_rumble_jungle.glb","deco_1",1,,,1,"sc3d/rumble_jungle_vase.glb","vase_1",1,,,,"sc3d/water_tile_rumble_jungle.scw","sc3d/fence_rumble_jungle.glb","sc3d/rumble_jungle_rope_fence.glb",,"sc3d/fence_rumble_jungle.glb","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_rumble_jungle.glb",,,,,111,77,55,44,143,226,"rumblejungle_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/rumble_jungle_ruin.glb","ruin_3",0,,,,,,,,,,,,,,,"sc3d/deco_rumble_jungle.glb","deco_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_rumble_jungle.glb","deco_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcadeShowdown","TRUE","arcade_","sc/events.sc","event_arcade_banner",,"Brawlcade_Ingame","sc3d/bgr_arcade_showdown_ground.glb","sc3d/bgr_arcade_showdown.glb",,,"sc3d/arcade_rock.glb","concrete_block",90,"sc3d/arcade_blocking2.glb","blocker_arcade",0,"sc3d/arcade_crate.glb","crate_1",0,"sc3d/arcade_barrel.glb","barrel_arcade",1,"sc3d/arcade_green.glb","construction_sign",180,"sc3d/arcade_grass.glb","sc3d/arcade_grass.glb","sc3d/arcade_deco.glb","pothole",1,,,,"sc3d/arcade_fragile.glb","traffic_cone",1,,,,"sc3d/arcade_water_tile.glb","sc3d/arcade_fence.glb","sc3d/arcade_rope_fence.glb",,"sc3d/arcade_fence.glb","sc3d/indestructible_metal_1.glb",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/arcade_mine_gem_spawn.glb",,,,,50,44,79,69,136,255,,"icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"StuntShowdown","TRUE","stuntshow_","sc/events.sc","event_stuntshow_banner",,"Pinstuntbrawl_Ingame","sc3d/bgr_stunt_show_showdown_ground.glb","sc3d/bgr_stunt_show_showdown.glb",,,"sc3d/rock_stunt_show.scw","rock_1",0,"sc3d/rock_stunt_show.scw","rock_1b",0,"sc3d/crate_stunt_show.scw","crate_1",0,"sc3d/barrel_stunt_show.scw","barrel_1",72,"sc3d/blocking_stunt_show.scw","blocking_1",90,"sc3d/grass5.scw","sc3d/grass5.scw","sc3d/stunt_show_deco.scw","deco_screw",1,,,,"sc3d/fragile_stunt_show.scw","fragile",0,,,,"sc3d/water_tile_retropolis.scw","sc3d/fence_stunt_show.scw","sc3d/stunt_show_rope_fence.scw",,"sc3d/fence_stunt_show.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_stunt_show.scw",,,,,47,44,96,15,24,70,"stuntshow_spawn_hole","icon_hud_pinball","brawl_ball_goal_stuntshow_red","brawl_ball_goal_stuntshow_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/rock_stunt_show.scw","rock_1_2",0,"sc3d/rock_stunt_show.scw","rock_1b_2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/rock_stunt_show.scw","rock_1_3",0,"sc3d/rock_stunt_show.scw","rock_1b_3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"StuntShowVolley","TRUE","stuntshow_","sc/events.sc","event_stuntshow_banner",,"Pinstuntbrawl_Ingame","sc3d/bgr_stunt_show_ground_volley.scw","sc3d/bgr_stunt_show.scw+sc3d/bgr_stunt_show_decos_bb.scw+sc3d/bgr_stunt_show_decos_volley.scw",,,"sc3d/rock_stunt_show.scw","rock_1",0,"sc3d/rock_stunt_show.scw","rock_1b",0,"sc3d/crate_stunt_show.scw","crate_1",0,"sc3d/barrel_stunt_show.scw","barrel_1",72,"sc3d/blocking_stunt_show_bb.scw",,90,"sc3d/grass5.scw","sc3d/grass5.scw","sc3d/stunt_show_deco.scw","deco_screw",1,,,,"sc3d/fragile_stunt_show.scw","fragile",0,,,,"sc3d/water_tile_retropolis.scw","sc3d/fence_stunt_show.scw","sc3d/stunt_show_rope_fence.scw",,"sc3d/fence_stunt_show.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,"BallPinball","sc3d/mine_gem_spawn_stunt_show.scw",,,,,47,44,96,15,24,70,"stuntshow_spawn_hole","icon_hud_pinball","brawl_ball_goal_stuntshow_red","brawl_ball_goal_stuntshow_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/rock_stunt_show.scw","rock_1_2",0,"sc3d/rock_stunt_show.scw","rock_1b_2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/rock_stunt_show.scw","rock_1_3",0,"sc3d/rock_stunt_show.scw","rock_1b_3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EnchantedForest",,"enchantedforest_","sc/events.sc","event_enchanted_banner",,"Brawl_Enchanted_Forest_Ingame","sc3d/bgr_enchanted_forest_ground.glb","sc3d/bgr_enchanted_forest.glb",,,"sc3d/enchanted_forest_wall1.glb","rock_1",90,"sc3d/enchanted_forest_wall1.glb","rock_2",90,"sc3d/enchanted_forest_crate.glb","crate_1",0,"sc3d/enchanted_forest_barrel.glb","barrel_1",1,"sc3d/enchanted_forest_themed.glb","mushroom_1",90,"sc3d/enchanted_forest_grass.glb","sc3d/enchanted_forest_grass.glb","sc3d/enchanted_forest_clutter.glb","deco_1",1,,,1,"sc3d/enchanted_forest_fragile.glb","fragile",1,,,,"sc3d/enchanted_forest_water.glb","sc3d/enchanted_forest_fence.glb","sc3d/enchanted_forest_rope.glb",,"sc3d/enchanted_forest_fence.glb","sc3d/default_indestructible.glb",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/enchanted_forest_gem_spawn.glb",,,,,129,31,55,24,27,57,"enchantedforest_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/enchanted_forest_wall1.glb","rock_1b",90,"sc3d/enchanted_forest_wall1.glb","rock_2b",90,,,,,,,"sc3d/enchanted_forest_themed.glb","mushroom_1b",90,,,"sc3d/enchanted_forest_clutter.glb","deco_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/enchanted_forest_wall1.glb","rock_1c",90,"sc3d/enchanted_forest_wall1.glb","rock_2c",90,,,,,,,"sc3d/enchanted_forest_themed.glb","mushroom_1c",90,,,"sc3d/enchanted_forest_clutter.glb","deco_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
