"Name","Character","Model","ModelCNOverride","GadgetModel","BigHeroIconOverrideSWF","BigHeroIconOverrideExportName","SmallHeroIconOverrideSWF","SmallHeroIconOverrideExportName","PortraitCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","OverchargedSecondarySkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","DeployAnim","HappyAnim","HappyLoopAnim","RecruitRoadOverrideAnim","SadAnim","SadLoopAnim","LobbyAnim","LobbyLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","GachaOverrideAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","ShopGroupProfileAnim","BrawlPassPopupProfileAnim","IntroAnim","EnvAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","RecruitRoadOverrideFace","SadFace","SadLoopFace","LobbyFace","LobbyLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","LobbyEffect","LobbyLoopEffect","HeroScreenEffect","SignatureEffect","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","OverchargedMainAttackProjectile","UltiProjectile","OverchargedUltiProjectile","AlternativeSkillProjectile","UltiAlternativeSkillProjectile","MainAttackEffect","MainAttackEffect2","MainAttackEffect3","OverchargedMainAttackEffect","OverchargedMainAttackEffect2","OverchargedMainAttackEffect3","AlternatingMainAttackEffect","UltiAttackEffect","UltiAttackEffect2","UltiAttackEffect3","OverchargedUltiAttackEffect","OverchargedUltiAttackEffect2","OverchargedUltiAttackEffect3","ShieldEffect","UseBlueTextureInMenus","MainAttackUseEffect","OverchargedMainAttackUseEffect","UltiUseEffect","OverchargedUltiUseEffect","UltiEndEffect","MeleeHitEffect","OverchargedMeleeHitEffect","OverchargedUltiMeleeHitEffect","SpawnAreaEffect","SpawnEffect","SpawnShieldEffect","ReloadEffect","UltiLoopEffect","UltiLoopEffect2","OverchargedUltiLoopEffect","OverchargedUltiLoopEffect2","StarPower1Effect","OverchargedStarPower1Effect","StarPower2Effect","OverchargedStarPower2Effect","AreaEffect","AreaEffectStarPower","AreaEffectStarPowerOvercharged","AreaEffectStarPower2","AreaEffectStarPower2Overcharged","AreaEffectAttack","AreaEffectAttack2","AreaEffectUlti","AreaEffectUlti2","OverchargedAreaEffectUlti","OverchargedAreaEffectUlti2","ActivationSelfStatusEffectAttack","ActivationSelfStatusEffectUlti","StatusEffectSP1","StatusEffectSP2","PetrolEffect","SpawnedItem","SpawnedItem2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","AutoAttackProjectile","ProjectileForShockyStarPower","OverchargedProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","KillEffect","DeathEffect","MoveEffect","MoveEffect2","ChargeMoveEffect","UltiChargeMoveEffect","OverchargedChargeMoveEffect","OverchargedUltiChargeMoveEffect","StillEffect","StillEffect2","LoopingEffect","ChargedShotEffect","DisableHeadRotation","BuffEffect","AttackBuildUpEffect","SpecialMaterialSetup","FaceCoversWholeTexture","FaceScaledUpTexture","TransformWhenOvercharged","ShadowRealmEnterEffect","ShadowRealmExitEffect","ShadowRealmFrameEffect","CustomEffect1","CustomEffect2","OverchargedCustomEffect1","OverchargedCustomEffect2","CustomAnim1","CustomAnim1Face","CustomAnim2","CustomAnim2Face","CustomAnim3","CustomAnim3Face","CustomAnim4","CustomAnim4Face","HighlightAnimSequence","SortOrder","SpawnedItemClip","SpawnedItemLoopingEffect","SpawnedItemActiveEffect","SpawnedItemStartClip","SpawnedItemReadyEffect","CustomAreaEffect1","CustomAreaEffect2","SurpriseAnim","SurpriseAnimDelay","SurpriseAnimProbability"
"TrickshotDefault","TrickshotDude","rico_redux_geo.glb","","","","","","","rico_base_cam.scw","","RicoIdle","RicoWalk","RicoPrimary","RicoSecondary","RicoSecondary","RicoRecoil","","RicoRecoil","","RicoReload","RicoPushback","","RicoWin","RicoWinloop","","RicoLose","RicoLoseloop","RicoWin","RicoWinloop","RicoIdle","RicoWin","RicoWinloop","RicoWin","","RicoIdle","RicoIdle","RicoProfile","","","RicoProfile","RicoIdle","","","","","","RicoStill","RicoStill","RicoWin","RicoWinLoop","","RicoLose","RicoLoseLoop","RicoWin","RicoWinLoop","RicoWinLoop","RicoWin","RicoWinLoop","RicoWin","RicoStill","RicoStill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusDefault","Cactus","spike_geo.scw","","","","","","","spike_base_cam.scw","","SpikeIdle","SpikeWalk","SpikePrimary","SpikeSecondary","SpikeSecondary","SpikeRecoil","","SpikeRecoil2","","SpikeReload","SpikeIdle","","SpikeWin","SpikeWinloop","","SpikeLose","SpikeLoseloop","SpikeWin","SpikeWinloop","SpikeIdle","SpikeWin","SpikeWinloop","SpikeWin","","SpikeIdle","SpikeIdle","SpikeProfile","","","SpikeProfile","SpikeIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusPink","Cactus","spike_blossom_geo.scw","","","","","","","spike_base_cam.scw","","SpikeIdle","SpikeWalk","SpikePrimary","SpikeSecondary","SpikeSecondary","SpikeRecoil","","SpikeRecoil2","","SpikeReload","SpikeIdle","","SpikeWin","SpikeWinloop","","SpikeLose","SpikeLoseloop","SpikeWin","SpikeWinloop","SpikeIdle","SpikeWin","SpikeWinloop","SpikeWin","","SpikeIdle","SpikeIdle","SpikeProfile","","","SpikeProfile","SpikeIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","Spike002Projectile","","Spike002UltiProjectile","","","","spike_002_atk","","","","","","","spike_002_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarkeepDefault","Barkeep","barkeep_geo.glb","","","","","","","barley_base_cam.scw","","BarkeepIdle","BarkeepWalk","BarkeepPrimary","BarkeepSecondary","BarkeepSecondary","BarkeepRecoil","","BarkeepRecoil","","BarkeepReload","BarkeepPushback","","BarkeepWin","BarkeepWinloop","","BarkeepLose","BarkeepLoseloop","BarkeepWin","BarkeepWinloop","BarkeepWinloop","BarkeepWin","BarkeepWinloop","BarkeepWin","","BarkeepIdle","BarkeepIdle","BarkeepProfile","","","BarkeepIntro","BarkeepIdle","","","","BarkeepSecondary","BarkeepRecoil","BarleyStill","BarleyStill","BarleyWin","BarleyWinLoop","","BarleyLose","BarleyLoseLoop","BarleyWin","BarleyWinLoop","BarleyWinLoop","BarleyWin","BarleyWinLoop","BarleyWin","BarleyStill","BarleyStill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechanicDefault","Mechanic","jessie_geo.glb","","","","","","","jessie_portrait.glb","","JessieIdle","JessieWalk","JessiePrimary","JessieUltiAttack","JessieUltiAttack","JessieRecoil","","JessieUltiRecoil","","JessieReload","JessiePushback","","JessieWin","JessieWinloop","","JessieLose","JessieLoseloop","JessieWin","JessieWinloop","JessieIdle","JessieWin","JessieWinloop","JessieWin","","JessieIdle","JessieIdle","JessieProfile","","","JessieProfile","JunkerIdle","","","","","","JessieRenewStill","JessieRenewStill","JessieRenewWin","JessieRenewWinLoop","","JessieRenewLose","JessieRenewLoseLoop","JessieRenewWin","JessieRenewWinLoop","JessieRenewIdle","JessieRenewWin","JessieRenewWinLoop","JessieRenewWin","JessieRenewStill","JessieRenewStill","","","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShamanDefault","Shaman","nita_geo.scw","","","","","","","nita_base_cam.scw","","ShamanIdle","ShamanWalk","ShamanAttack","ShamanSecondary","ShamanSecondary","ShamanRecoil","","ShamanRecoil","","ShamanReload","ShamanPushback","","ShamanWin","ShamanWinloop","","ShamanLose","ShamanLoseloop","ShamanWin","ShamanWinloop","ShamanIdle","ShamanWin","ShamanWinloop","ShamanWin","","ShamanIdle","ShamanIdle","ShamanProfile","","","ShamanProfile","ShamanIdle","","","","","","NitaStill","NitaStill","NitaWin","NitaWinLoop","","NitaLose","NitaLoseLoop","NitaWin","NitaWinLoop","NitaWinLoop","NitaWin","NitaWinLoop","NitaWin","NitaStill","NitaStill","","","","","","","","true","true","","","","","","","nita_def_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShamanPanda","Shaman","nita_geo.scw","","","","","","","nita_base_cam.scw","","ShamanIdle","ShamanWalk","ShamanAttack","ShamanSecondary","ShamanSecondary","ShamanRecoil","","ShamanRecoil","","ShamanReload","ShamanPushback","","ShamanWin","ShamanWinloop","","ShamanLose","ShamanLoseloop","ShamanWin","ShamanWinloop","ShamanIdle","ShamanWin","ShamanWinloop","ShamanWin","","ShamanIdle","ShamanIdle","ShamanProfile","","","ShamanProfile","ShamanIdle","","","","","","NitaStill","NitaStill","NitaWin","NitaWinLoop","","NitaLose","NitaLoseLoop","NitaWin","NitaWinLoop","NitaWinLoop","NitaWin","NitaWinLoop","NitaWin","NitaStill","NitaStill","","","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShamanBearDefault","ShamanPet","nita_bear_geo.scw","","","","","","","portrait_cam.scw","","BearShibaIdle","BearWalk","BearAttack","BearShibaIdle","BearShibaIdle","BearRecoil","","BearShibaIdle","","BearShibaIdle","BearPushback","","BearShibaIdle","BearShibaIdle","","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","","BearShibaIdle","BearShibaIdle","BearShibaIdle","","","BearShibaIdle","BearShibaIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShamanBearPanda","ShamanPet","nita_bear_geo.scw","","","","","","","portrait_cam.scw","","BearShibaIdle","BearWalk","BearAttack","BearShibaIdle","BearShibaIdle","BearRecoil","","BearShibaIdle","","BearShibaIdle","BearPushback","","BearShibaIdle","BearShibaIdle","","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","","BearShibaIdle","BearShibaIdle","BearShibaIdle","","","BearShibaIdle","BearShibaIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShamanDragon","Shaman","nita_nian_geo.glb","","","","","","","nita_base_cam.scw","","ShamanDragonIdle","ShamanDragonWalk","ShamanDragonAttack","ShamanDragonSecondary","ShamanDragonSecondary","ShamanDragonRecoil","","ShamanDragonRecoil","","ShamanDragonReload","ShamanDragonPushback","","ShamanDragonWin","ShamanDragonWinloop","","ShamanDragonLose","ShamanDragonLoseloop","ShamanDragonWin","ShamanDragonWinloop","ShamanDragonIdle","ShamanDragonWin","ShamanDragonWinloop","ShamanDragonWin","","ShamanDragonIdle","ShamanDragonIdle","ShamanDragonProfile","ShamanIdle","","ShamanDragonProfile","ShamanIdle","","","","","","NitaStill","NitaStill","NitaWin","NitaWinLoop","","NitaLose","NitaLoseLoop","NitaWin","NitaWinLoop","NitaWinLoop","NitaWin","NitaWinLoop","NitaWin","NitaStill","NitaStill","","","","","","","","true","true","Shaman005Projectile","","Shaman005UltiProjectile","","","","nita_def_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UndertakerDefault","Undertaker","mortis_geo.scw:headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo+shovelsmearGeo","","","","","","","mortis_base_cam.scw","","UndertakerIdle","UndertakerWalk","UndertakerAttack","UndertakerUltiAttack","UndertakerUltiAttack","UndertakerRecoil1","","UndertakerUltiRecoil1","","","UndertakerPushback","","UndertakerWin","UndertakerWinloop","","UndertakerLose","UndertakerLoseloop","UndertakerWin","UndertakerWinloop","UndertakerIdle","UndertakerWin","UndertakerWinloop","UndertakerWin","","UndertakerIdle","UndertakerIdle","UndertakerProfile","","","UndertakerProfile","UndertakerIdle","","","","","","MortisStill","MortisStill","MortisWin","MortisWinLoop","","MortisLose","MortisLoseLoop","MortisWin","MortisWinLoop","MortisWinLoop","MortisWin","MortisWinLoop","MortisWin","MortisStill","MortisStill","","","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrowDefault","Crow","crow_geo.glb","","","","","","","crow_base_cam.scw","","CrowIdle","CrowWalk","CrowPrimary","CrowSecondary","CrowSecondary","CrowRecoil","","CrowIdle","","CrowReload","CrowPushback","","CrowWin","CrowWinloop","","CrowLose","CrowLoseloop","CrowWin","CrowWinloop","CrowIdle","CrowWin","CrowWinloop","CrowWin","","CrowIdle","CrowIdle","CrowProfile","","","CrowProfile","CrowIdle","","","","","","CrowFace","CrowFace","CrowHappy","CrowFace","","CrowSad","CrowSad","CrowHappy","CrowFace","CrowFace","CrowHappy","CrowFace","CrowHappy","CrowFace","CrowFace","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrowWhite","Crow","crow_white_geo.glb","","","","","","","crow_base_cam.scw","","CrowIdle","CrowWalk","CrowPrimary","CrowSecondary","CrowSecondary","CrowRecoil","","CrowIdle","","CrowReload","CrowPushback","","CrowWin","CrowWinloop","","CrowLose","CrowLoseloop","CrowWin","CrowWinloop","CrowIdle","CrowWin","CrowWinloop","CrowWin","","CrowIdle","CrowIdle","CrowProfile","","","CrowProfile","CrowIdle","","","","","","Crow002Face","Crow002Face","Crow002Happy","Crow002Face","","Crow002Sad","Crow002Sad","Crow002Happy","Crow002Face","Crow002Face","Crow002Happy","Crow002Face","Crow002Happy","Crow002Face","Crow002Face","","","","","","","","","","Crow003Projectile","","Crow003UltiProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DeadMariachiDefault","DeadMariachi","poco_geo.scw","","","","","","","poco_base_cam.scw","","PocoIdle","PocoWalk","PocoAttack","PocoSecondary","PocoSecondary","PocoRecoil","","PocoRecoil","","PocoReload","PocoPushback","","PocoWin","PocoWinloop","","PocoLose","PocoLoseloop","PocoWin","PocoWinloop","PocoIdle","PocoWin","PocoWinloop","PocoWin","","PocoIdle","PocoIdle","PocoProfile","","","PocoProfile","PocoIdle","","","","","","PocoStill","PocoStill","PocoWin","PocoWinLoop","","PocoLose","PocoLoseLoop","PocoWin","PocoWinLoop","PocoWinLoop","PocoWin","PocoWinLoop","PocoWin","PocoStill","PocoStill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BowDudeDefault","BowDude","bo_geo.glb","","","","","","","bo_base_cam.scw","","BowGuyIdle","BowGuyWalk","BowGuyAttack","BowGuySecondary","BowGuySecondary","BowGuyRecoil","","BowGuyRecoil2","","","BowGuyIdle","","BowGuyWin","BowGuyWinloop","","BowGuyLose","BowGuyLoseloop","BowGuyWin","BowGuyWinloop","BowGuyIdle","BowGuyWin","BowGuyWinloop","BowGuyWin","","BowGuyIdle","BowGuyIdle","BowGuyProfile","","","BowGuyProfile","BowGuyIdle","","","","","","BoStill","BoStill","BoWin","BoWinLoop","","BoLose","BoLoseLoop","BoWin","BoWinLoop","BoWinLoop","BoWin","BoWinLoop","BoWin","BoStill","BoStill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SniperDefault","Sniper","piper_geo.scw","","piper_gadget_pistol_geo.scw","","","","","piper_portrait.scw","","SniperIdle","SniperWalk","SniperAttack","SniperSecondary","SniperSecondary","SniperRecoil","","SniperRecoil","","SniperReload","SniperPushback","","SniperWin","SniperWinloop","","SniperLose","SniperLoseloop","SniperWin","SniperWinloop","SniperIdle","SniperWin","SniperWinloop","SniperWin","","SniperIdle","SniperIdle","SniperProfile","","","SniperProfile","SniperIdle","","","","SniperGadgetPistolAttack","SniperGadgetPistolRecoil","PiperStillOpen","PiperStillOpen","PiperWin","PiperWinLoop","","PiperLose","PiperLoseLoop","PiperWin","PiperWinLoop","PiperWinLoop","PiperWin","PiperWinLoop","PiperWin","PiperStillClosed","PiperStillClosed","","","","","","","","true","","","","","","","","piper_def_atk","","","","","","","","","","","","","","","","","piper_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PiperdefBomb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MinigunDudeDefault","MinigunDude","pam_geo.glb","","","","","","","pam_base_cam.scw","","PamIdle","PamWalk","PamAttack","PamSecondary","PamSecondary","PamRecoil","","PamSecondaryRecoil","","PamReload","PamPushback","","PamWin","PamWinloop","","PamLose","PamLoseloop","PamWin","PamWinloop","PamIdle","PamWin","PamWinloop","PamWin","","PamIdle","PamIdle","PamPortrait","","","PamPortrait","PamIdle","","","","","","PamFace","PamFace","PamHappy","PamFace","","PamFace","PamFace","PamHappy","PamFace","PamFace","PamHappy","PamFace","PamFace","PamStill","PamStill","","","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullGuyHair","BullDude","bull_viking_redux_geo.glb","","","","","","","bull_viking_redux_portrait.glb","","BullVikingIdle","BullVikingWalk","BullVikingPrimary","BullVikingSecondary","BullVikingSecondary","BullVikingRecoil","","BullVikingRecoil","","BullVikingIdle","BullVikingPushback","","BullVikingWin","BullVikingWinloop","","BullVikingLose","BullVikingLoseloop","BullVikingWin","BullVikingWinloop","BullVikingIdle","BullVikingWin","BullVikingWinloop","BullVikingWin","","BullVikingIdle","BullVikingIdle","BullGuyHairProfile","","","BullGuyHairProfile","BullVikingIdle","","","","","","Bull008Still","Bull008Still","Bull008Win","Bull008WinLoop","","Bull008Lose","Bull008LoseLoop","Bull008Win","Bull008WinLoop","Bull008WinLoop","Bull008Win","Bull008WinLoop","Bull008Win","Bull008Still","Bull008Still","bull_010_lobby","","bull_010_lobby","bull_010_lobby","bull_010_lobby","","","","","Bull007Projectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bull_007_ulti_loop","bull_007_ulti_loop2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotGold","TrickshotDude","rico_gold_geo.scw","","","","","","","rico_base_cam.scw","","RicoGoldIdle","RicoGoldWalk","RicoGoldPrimary","RicoGoldSecondary","RicoGoldSecondary","RicoGoldRecoil","","RicoGoldRecoil","","RicoGoldReload","RicoGoldPushback","","RicoGoldWin","RicoGoldWinloop","","RicoGoldLose","RicoGoldLoseloop","RicoGoldWin","RicoGoldWinloop","RicoGoldIdle","RicoGoldWin","RicoGoldWinloop","RicoGoldWin","","RicoGoldIdle","RicoGoldIdle","RicoProfile","","","RicoProfile","RicoGoldIdle","","","","","","Rico003Still","Rico003Still","Rico003Win","Rico003WinLoop","","Rico003Lose","Rico003LoseLoop","Rico003Win","Rico003WinLoop","Rico003WinLoop","Rico003Win","Rico003WinLoop","Rico003Win","Rico003Still","Rico003Still","","","","","","","","","","Rico003Projectile","","Rico003UltiProjectile","","","","rico_003_atk","","","","","","","rico_003_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarkeepGold","Barkeep","barley_banker_geo.scw","","","","","","","barley_base_cam.scw","","BarkeepBankerIdle","BarkeepBankerWalk","BarkeepBankerPrimary","BarkeepBankerSecondary","BarkeepBankerSecondary","BarkeepBankerRecoil","","BarkeepBankerRecoil","","BarkeepBankerReload","BarkeepBankerPushback","","BarkeepBankerWin","BarkeepBankerWinloop","","BarkeepBankerLose","BarkeepBankerLoseloop","BarkeepBankerWin","BarkeepBankerWinloop","BarkeepBankerWinidleloop","BarkeepBankerWin","BarkeepBankerWinidleloop","BarkeepBankerWin","","BarkeepBankerIdle","BarkeepBankerIdle","BarkeepBankerProfile","","","BarkeepBankerProfile","BarkeepBankerIdle","","","","BarkeepSecondary","BarkeepRecoil","BarleyStill","BarleyStill","BarleyWin","BarleyWinLoop","","BarleyLose","BarleyLoseLoop","BarleyWin","BarleyWinLoop","BarleyWinLoop","BarleyWin","BarleyWinLoop","BarleyWin","BarleyStill","BarleyStill","","","","","","","","","","Barley003Projectile","","Barley003UltiProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LuchadorRudo","Luchador","primo_elrudo_geo.scw","","","","","","","primo_elrudo_portrait.scw","","LouchadorIdle","LouchadorWalk","LouchadorPrimary","LouchadorSecondary","LouchadorSecondary","LouchadorRecoil","LouchadorRecoil2","LouchadorRecoil","","","LouchadorPushback","","LuchadorRudoWin","LuchadorRudoWinloop","","LouchadorLose","LouchadorLoseloop","LuchadorRudoWin","LuchadorRudoWinloop","LouchadorIdle","LuchadorRudoWin","LuchadorRudoWinloop","LuchadorRudoWin","","LouchadorIdle","LouchadorIdle","LouchadorRudoPortrait","","","LouchadorRudoPortrait","LouchadorIdle","","","","LouchadorGadgetFlipPrimary","LouchadorGadgetFlipRecoil","Primo004Still","Primo004Still","Primo004Win","Primo004WinLoop","","Primo004Lose","Primo004LoseLoop","Primo004Win","Primo004WinLoop","Primo004WinLoop","Primo004Win","Primo004WinLoop","Primo004Win","Primo004Still","Primo004Still","","","","","","","","","","Primo004Projectile","","","","","","primo_004_atk","","","","","","","","","","","","","","","","","primo_004_ulti_trail","","primo_004_ulti_ground_hit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BanditGirlBandita","ShotgunGirl","shelly_bandita_redux_geo.glb","","","","","","","shelly_base_cam.scw","","ShellyBanditaIdle","ShellyBanditaWalk","ShellyBanditaPrimary","ShellyBanditaSecondary","ShellyBanditaSecondary","ShellyBanditaRecoil","","ShellyBanditaRecoil","","ShellyBanditaReload","ShellyBanditaPushback","","ShellyBanditaWin","ShellyBanditaWinloop","","ShellyBanditaLose","ShellyBanditaLoseloop","ShellyBanditaWin","ShellyBanditaWinloop","ShellyBanditaIdle","ShellyBanditaWin","ShellyBanditaWinloop","ShellyBanditaWin","","ShellyBanditaIdle","ShellyBanditaIdle","ShellyProfile","","","ShellyProfile","ShellyBanditaIdle","","","","","","Shelly002Still","Shelly002Still","Shelly002Win","Shelly002WinLoop","","Shelly002Lose","Shelly002LoseLoop","Shelly002Win","Shelly002WinLoop","Shelly002WinLoop","Shelly002Win","Shelly002WinLoop","Shelly002Win","Shelly002Still","Shelly002Still","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
