"Name","ServerOnly","NeverRemove","Stackable","Type","Value","Projectile","AreaEffect","Character","Skill","StatusEffect","Item","Components","OverchargeActive","SpawnedObjectDamage","SpawnedObjectRange","BooleanAttributes"
"Nano_Moe_Super_Charge","","","","AddChargeUltiAutomaticallyPerSecond","150","","","","","","","","","","",""
"Nano_Moe_Drill","","","","OverrideTransformTicks","-1","","","","","","","","","","",""
"Nano_Moe_Drill_Range","","","","AddCastingRange","3","","","","DiggerDrillWeapon","","","","","","",""
"Nano_Colt_Pierce","","","","OverridePiercesCharacters","1","","","","","","","","","","",""
"Nano_Colt_Bounce_1","","","","OverrideMaxDistanceAddBounces","6","","","","","","","","","","",""
"Nano_Colt_Bounce_2","","","","OverrideDistanceAddFromBounce","500","","","","","","","","","","",""
"Nano_Colt_Bounce_3","","","","OverrideIsBouncing","1","GunslingerProjectile;GunslingerOverchargedProjectile","","","","","","","","","",""
"Nano_Colt_Super_Size","","","","AddBulletSizePercentSuper","100","","","","","","","","","","",""
"Nano_Colt_MoveSpeed","","","TRUE","IncreaseSpeedPercent","30","","","","","","","","","","",""
"Nano_Cordelius_Attack","","","","ActiveTimeBasicAttackAddPercent","50","","","","","","","","","","",""
"Nano_Cordelius_Charge","","","","AddUltiOnlyChargePercent","25","","","","","","","","","","",""
"Nano_Cordelius_Home_1","","","","AddUltiSteerStrength","8","","","","","","","","","","",""
"Nano_Cordelius_Home_2","","","","OverrideUltiSteerIgnoreTicks","3","","","","","","","","","","",""
"Nano_Cordelius_Home_3","","","","OverrideUltiHomeDistance","5","","","","","","","","","","",""
"Nano_Cordelius_Home_4","","","","OverrideUltiTravelType","4","","","","","","","","","","",""
"Nano_Cordelius_Mushroom","","","","SpawnItemOnHittingEnemy","1;850;4","","","","","","ShadowMushroom","","","","",""
"Nano_Dynamike_Attack","","","","AddDamagePercentNormalAttack","25","","","","","","","","","","",""
"Nano_Dynamike_SuperSize_1","","","","AddAreaEffectPercentSuper","50","","","","","","","","","","",""
"Nano_Dynamike_SuperSize_2","","","","AddBulletSizePercentSuper","150","","","","","","","","","","",""
"Nano_Dynamike_Delay","","","","ReduceTriggerWithDelayMs","60","","","","","","","","","","",""
"Nano_Belle_Chain_1","","","","AddChainTravelDistancePercent","50","","","","","","","","","","",""
"Nano_Belle_Chain_2","","","","AddProjectileCustomUniquePropertyValue","99","","","","","","","","","","",""
"Nano_Belle_Super","","","","OverrideDamageReceivedBoostPercent","100","","","","","","","","","","",""
"Nano_Belle_Gadget","","","","OverrideGadgetCooldownSecond","4","","","","","","","","","","",""
"Nano_Lily_Attack_Ammo","","","","AddWeaponSkillMaxCharge","1","","","","","","","","","","",""
"Nano_Lily_Super_Damage","","","","AddDamageSuper","1000","","","","","","","","","","",""
"Nano_Lily_Super_Home_1","","","","AddUltiSteerStrength","3","","","","","","","","","","",""
"Nano_Lily_Super_Home_2","","","","OverrideUltiSteerIgnoreTicks","5","","","","","","","","","","",""
"Nano_Lily_Super_Home_3","","","","OverrideUltiHomeDistance","5","","","","","","","","","","",""
"Nano_Lily_Super_Home_4","","","","OverrideUltiTravelType","4","","","","","","","","","","",""
"Nano_Lily_Gadget","","","","DecreaseGadgetCooldownPercent","30","","","","","","","","","","",""
"Nano_Primo_Range","","","","AddCastingRangeNormalAttack","2.5","","","","","","","","","","",""
"Nano_Primo_Attack_Speed","","","","AddProjectileSpeedPercentNormalAttack","-20","","","","","","","","","","",""
"Nano_Primo_Super_Size","","","","AddEffectSizePercent","50","","","","","","","","","","",""
"Nano_Primo_Super_Effect","","","","AddAreaEffectPercentSuper","75","","","","","","","","","","",""
"Nano_Primo_Charge_Ulti","","","","AddUltiOnlyChargePercent","40","","","","","","","","","","",""
"Nano_Primo_Charge_HC","","","","AddHCOnlyChargePercent","40","","","","","","","","","","",""
"Nano_Rico_Trigger","","","","TriggerAreaEffectOnBasicAttack","3","","TrickshotDudeNanoExplosion","","","","","","","","",""
"Nano_Rico_Super_Bounce_1","","","","AddUltiDistanceAddFromBouncePercent","300","TrickshotDudeUltiProjectile","","","","","","","","","",""
"Nano_Rico_Super_Bounce_2","","","","OverrideMaxDistanceAddBouncesUlti","8","","","","","","","","","","",""
"Nano_Rico_Super_Bounce_3","","","","OverrideDistanceAddFromBounce","5000","TrickshotDudeUltiOverchargedProjectile","","","","","","","","","",""
"Nano_Rico_BulletSize","","","","AddBulletSizePercent","35","","","","","","","","","","",""
"Nano_Clancy_Range","","","","AddCastingRangeNormalAttack","1","","","","","","","","","","",""
"Nano_Clancy_Super_1","","","","AddBulletSizePercentSuper","50","","","","","","","","","","",""
"Nano_Clancy_Super_2","","","","OverridePierceEnvironment","1","CrabOverchargedUltiProjectile;CrabOverchargedUltiReturnProjectile;CrabUltiProjectile","","","","","","","","","",""
"Nano_Clancy_Super_3","","","","OverridePiercesEnvironmentLikeButter","1","CrabOverchargedUltiProjectile;CrabOverchargedUltiReturnProjectile","","","","","","","","","",""
"Nano_Clancy_Level","","","","StartWithLevel","6","","","","","","","","","","",""
"Nano_Byron_HomeIn_1","","","","AddBasicAttackSteerStrength","2","","","","","","","","","","",""
"Nano_Byron_HomeIn_2","","","","OverrideBasicAttackSteerIgnoreTicks","6","","","","","","","","","","",""
"Nano_Byron_HomeIn_3","","","","OverrideBasicAttackHomeDistance","5","","","","","","","","","","",""
"Nano_Byron_HomeIn_4","","","","OverrideBasicAttackTravelType","4","","","","","","","","","","",""
"Nano_Byron_Super_Size","","","","AddAreaEffectPercentSuper","40","","","","","","","","","","",""
"Nano_Byron_Super_Push","","","","AddPushbackStrengthToAreaEffect","100","","SnakeOilUltiExplosion;SnakeOilHyperUltiBulletExplosion","","","","","","","","",""
"Nano_Byron_Super_Projectile","","","","AddBulletSizePercentSuper","40","","","","","","","","","","",""
"Nano_Byron_HealCharge","","","","AddChargeUltiFromHealing","40","","","","","","","","","","",""
"Nano_Crow_Attack_Spread","","","","AddSpreadBasicAttackPercent","0","","","","","","","","","","",""
"Nano_Crow_Attack_Bullet","","","","AddBasicAttackNumBullets","1","","","","","","","","","","",""
"Nano_Crow_Super","","","","AddBulletExplosionNumber","10","","","","","","","","","","",""
"Nano_Crow_StatusEffect","","","","AddStatusEffectTimePercentage","120","","","","","","","","","","",""
"Nano_Lumi_Attack_Size","","","","AddBulletSizePercentNormalAttack","30","","","","","","","","","","",""
"Nano_Lumi_Item_Size","","","","AddItemSizePercent","30","","","","","","","","","","",""
"Nano_Lumi_Super_Size","","","","AddAreaEffectPercentSuper","100","","","","","","","","","","",""
"Nano_Lumi_Projectile_Speed","","","","AddProjectileSpeedPercent","15","","","","","","","","","","",""
"Nano_Bea_Attack_1","","","","OverridePierceEnvironment","1","BeeSniperChargedProjectile","","","","","","","","","",""
"Nano_Bea_Attack_2","","","","OverridePiercesCharacters","0","BeeSniperChargedProjectile","","","","","","","","","",""
"Nano_Bea_Attack_3","","","","AddBulletSizePercent","25","BeeSniperChargedProjectile","","","","","","","","","",""
"Nano_Bea_Attack_4","","","","OverridePiercesEnvironmentLikeButter","1","BeeSniperChargedProjectile","","","","","","","","","",""
"Nano_Bea_Chain_Slow","","","","AddChainAreaEffectToUltiProjectileMod","1","","BeeSniperSlowAreaNanoPower","","","","","","","","",""
"Nano_Bea_Super_Damage","","","","AddDamagePercentSuper","200","","","","","","","","","","",""
"Nano_Bea_Super_Charge","","","","AddUltiOnlyChargePercent","30","","","","","","","","","","",""
"Nano_Bea_Shield","","","","AddOneHPShield","1","","OneHPShieldPushback","","","OneHPInvulnerability","","","","","",""
"Nano_Shade_AttackRange_1","","","TRUE","AddCastingRange","1","","","","","","","","","","",""
"Nano_Shade_AttackRange_2","","","TRUE","AddEffectSizePercent","22","","","","","","","","","","",""
"Nano_Shade_SuperLastTime","","","","AddStatusEffectTimePercentage","60","","","","","","","","","","",""
"Nano_Shade_Charge","","","TRUE","AddAreaEffectCustomValuePercent","100","","GhostSuperChargeArea","","","","","","","","",""
"Nano_8Bit_ProjectileSpeed","","","","AddProjectileSpeedPercentNormalAttack","20","","","","","","","","","","",""
"Nano_8Bit_AreaSize","","","","AddAreaEffectPercent","35","","","","","","","","","","",""
"Nano_8Bit_MoveSpeed","","","TRUE","IncreaseSpeedPercentOnKill","15;60","","OnHitSpeedyUpAreaEffectOnly","","","","","","","","",""
"Nano_Bibi_Range_1","","","","AddCastingRangeNormalAttack","1","","","","","","","","","","",""
"Nano_Bibi_Range_2","","","","AddEffectSizePercent","20","","","","","","","","","","",""
"Nano_Bibi_Super_1","","","","OverrideNumBulletsInUlti","3","","","","","","","","","","",""
"Nano_Bibi_Super_2","","","","OverrideSpreadUlti","250","","","","","","","","","","",""
"Nano_Bibi_Super_3","","","","AddDamagePercentSuper","-30","","","","","","","","","","",""
"Nano_Bibi_Shield_1","","","","DamageReductionPercent","20","","","","","","","","","","",""
"Nano_Bibi_Shield_2","","","","AddAreaEffectThatFollows","1","","RoguelikeShieldAreaEffect_E","","","","","","","","",""
"Nano_Jacky_Attack_Range","","","","AddAreaEffectPercentNormalAttack","15","","","","","","","","","","",""
"Nano_Jacky_Super_Shield","","","","ApplyConsumableShieldWhenUsingUlti","4000;-1;4000","","","","","","","","","","",""
"Nano_Jacky_Charge","","","","AddChargeUltiWhenReceivingDmgPercent","200","","","","","","","","","","",""
"Nano_Bo_Range","","","TRUE","AddCastingRangeNormalAttack","1","","","","","","","","","","",""
"Nano_Bo_Damage","","","","AddDamagePercentNormalAttack","0","","","","","","","","","","",""
"Nano_Bo_Mine_1","","","","AddItemValue","2","","","","","","BoxOfMines;BoxOfOverchargedMines","","","","",""
"Nano_Bo_Mine_2","","","","AddItemValue2Percent","40","","","","","","BoxOfMines;BoxOfOverchargedMines","","","","",""
"Nano_Bo_Charge","","","","AddUltiOnlyChargePercent","25","","","","","","","","","","",""
"Nano_Bo_InfinateMine","","","","MineClearSoftCapOnlyOver","99","","","","","","BoxOfMines","","","","",""
"Nano_Pam_HomeIn","","","","SwapAttackEveryXSecond","4","","","","MinigunDudeWeaponNano","","","","","","",""
"Nano_Pam_AreaSize","","","","AddAreaEffectPercent","50","","","","","","","","","","",""
"Nano_Pam_Health","","","TRUE","IncreaseMaxHpAbsolute","3000","","","","","","","","","","",""
"Nano_Pam_Size","","","TRUE","AddExtraScale","5","","","","","","","","","","",""
"Nano_Meeple_HomeInMore","","","","AddBasicAttackSteerStrength","4","","","","","","","","","","",""
"Nano_Meeple_Area_1","","","","InstantChargeSuperPercentAtStart","100","","","","","","","","","","",""
"Nano_Meeple_Area_2","","","","InstantChargeSuperPercentAtRespawn","100","","","","","","","","","","",""
"Nano_Meeple_Duration","","","","AddAreaEffectDurationPercent","9999","","MeepleSuperArea;MeepleOverchargedSuperArea;MeepleOverchargedPassWallArea","","","","","","","","",""
"Nano_Finx_Attack","","","","OverrideNumBulletsInBasicAttack","5","","","","","","","","","","",""
"Nano_Finx_Area","","","","AddAreaEffectPercentSuper","75","","","","","","","","","","",""
"Nano_Finx_FollowArea","","","","AddAreaEffectThatFollowsEveryXSecond","7;5","","ChronomancerNanoPower","","","","","","","","",""
"Nano_Finx_Duration","","","","AddAreaEffectDurationPercent","100","","","","","","","","","","",""
"Nano_Rosa_SpawnBushOnAttack","","","","TriggerAreaEffectOnBasicAttack","","","TankBushGrowArea","","","","","","","","",""
"Nano_Rosa_Shield","","","","AddActiveTimeUltiAttackPercentage","70","","","","","","","","","","",""
"Nano_Rosa_Effect","","","","AddEffectPlaySpeedPercent","-60","","RosaOverchargedUltiArea","","","","","","","","",""
"Nano_Rosa_Bush_Speed","","","","IncreaseSpeedInBushPercent","40","","","","","","","","","","",""
"Nano_Rosa_Bush_Damage","","","","AddDamageInBushPercent","40","","","","","","","","","","",""
"Nano_Jae_Attack","","","","AddBulletSizePercentNormalAttack","40","","","","","","","","","","",""
"Nano_Jae_Charge","","","","AddAutoChargeUltiRatePercent","150","","","","","","","","","","",""
"Nano_Jae_Area","","","","AddAreaEffectPercent","60","","","","","","","","","","",""
"Nano_Chuck_Attack_Size","","","","AddBulletSizePercentNormalAttack","100","","","","","","","","","","",""
"Nano_Chuck_Super_Damage","","","","ReduceAllDamageWhileCharging","50","","","","","","","","","","",""
"Nano_Chuck_Super_Speed","","","","AddChargeSpeedPercentage","50","","","","","","","","","","",""
"Nano_Chuck_Super_Effect","","","","AddFollowedEffectWhileCharging","","","ShieldEffectDamageDeduction","","","","","","","","",""
"Nano_Chuck_Pole","","","","AddNumMaxItems","2","","","","","","","","","","",""
"Nano_Chuck_Charge","","","","AddAutoChargeUltiRatePercent","100","","","","","","","","","","",""
"Nano_Penny_Chain_1","","","","AddChainTravelDistancePercent","50","","","","","","","","","","",""
"Nano_Penny_Chain_2","","","","AddChainBulletNumber","1","","","","","","","","","","",""
"Nano_Penny_Super_1","","","","AddUltiUse","1","","","","","","","","","","",""
"Nano_Penny_Super_2","","","","OverrideMaxSpawns","2","","","","","","","","","","",""
"Nano_Penny_AttackSpeed","","","","AddCharacterAutoAttackSpeedMsPercent","60","","","ArtilleryDudeTurret","","","","","","","",""
"Nano_Nita_Attack","","","","AddBulletSizePercentNormalAttack","40","","","","","","","","","","",""
"Nano_Nita_Super_Auto","","","","AddChargeUltiAutomaticallyPerSecond","150","","","","","","","","","","",""
"Nano_Nita_Bear_HP","","","","AddExtraHealthToSummonedMinionsPercent","120","","","","","","","","","","",""
"Nano_Nita_Bear_Size","","","","AddExtraScaleToPets","50","","","","","","","","","","",""
"Nano_Darryl_Attack_Swap","","","","SwapAttackEveryXSecond","8","","","","BarrelBotWeaponNanoPower","","","","","","",""
"Nano_Darryl_Super_Time","","","","AddUltiUse","1","","","","","","","","","","",""
"Nano_Darryl_Super_Damage","","","","AddDamagePercentSuper","25","","","","","","","","","","",""
"Nano_Darryl_Cons_Shield","","","","AddConsumableShieldWhenDealingDamage","40;100;5000","","","","","","","","","","",""
"Nano_Shelly_Attack_Range","","","","AddCastingRangeNormalAttack","1","","","","","","","","","","",""
"Nano_Shelly_Attack_Spread","","","","AddSpreadBasicAttackPercent","-25","","","","","","","","","","",""
"Nano_Shelly_Super_Double_1","","","","AddActiveTimeUltiAttackPercentage","200","","","","","","","","","","",""
"Nano_Shelly_Super_Double_2","","","","OverrideMsBetweenAttackUlti","250","","","","","","","","","","",""
"Nano_Shelly_Super_Double_3","","","TRUE","AddSpreadUltiAttackPercent","40","","","","","","","","","","",""
"Nano_Shelly_Super_Double_4","","","TRUE","AddUltiAttackNumBullets","4","","","","","","","","","","",""
"Nano_Shelly_Heal","","","","HealWhileMoving","800;0.25","","","","","","","","","","",""
"Nano_Bull_Attack_Pattern","","","","AddCastingRangeNormalAttack","1.5","","","","","","","","","","",""
"Nano_Bull_Attack_Spread","","","","AddSpreadBasicAttackPercent","0","","","","","","","","","","",""
"Nano_Bull_ChargeSpeed","","","","AddChargeSpeedPercentage","75","","","","","","","","","","",""
"Nano_Bull_Execute","","","","ExecuteBelowHealthPercent","30","","","","","","","","","","",""
"Nano_Poco_Spread","","","","OverrideSpreadBasicAttack","120","","","","","","","","","","",""
"Nano_Poco_Bullet","","","","AddBasicAttackNumBullets","4","","","","","","","","","","",""
"Nano_Poco_Pattern","","","","OverrideBasicAttackPattern","28","","","","","","","","","","",""
"Nano_Poco_Super_Heal","","","","AddTeammateHealPercentSuper","30","","","","","","","","","","",""
"Nano_Poco_Super_Range","","","","AddCastingRangeSuper","3","","","","","","","","","","",""
"Nano_Poco_Super_Heal_Self","","","","AddSelfHealPercentSuper","50","","","","","","","","","","",""
"Nano_Poco_Damage","","","","AddDamagePercent","35","","","","","","","","","","",""
"Nano_Olli_Bullet","","","","AddBasicAttackNumBullets","3","","","","","","","","","","",""
"Nano_Olli_Spread","","","","AddSpreadBasicAttackPercent","300","","","","","","","","","","",""
"Nano_Olli_Damage","","","","AddDamagePercentNormalAttack","0","","","","","","","","","","",""
"Nano_Olli_Taunt","","","","AddStatusEffectTimePercentage","50","","","","","","","","","","",""
"Nano_Olli_Gadget","","","","AddGadgetUse","1","","","","","","","","","","",""
"Nano_Pearl_Swap","","","","SwapAttackAtFullHeat","","","","","CookerWeaponNanoPower","","","","","","",""
"Nano_Pearl_Attack","","","","OverrideMsBetweenBasicAttacks","80","","","","","","","","","","",""
"Nano_Pearl_Spread","","","","AddSpreadBasicAttackPercent","200","","","","","","","","","","",""
"Nano_Pearl_Projectile","","","","AddProjectileSpeedPercent","-15","","","","","","","","","","",""
"Nano_Pearl_Super_Area","","","","AddAreaEffectPercentSuper","60","","","","","","","","","","",""
"Nano_Pearl_Heat","","","","AddChargeUpSpeedPercent","100","","","","","","","","","","",""
"Nano_Berry_Attack_Size_1","","","","AddAreaEffectPercentNormalAttack","35","","PainterAreaEffect","","","","","","","","",""
"Nano_Berry_Attack_Size_2","","","","AddAreaEffectPercent","35","","PainterAreaExplosion;PainterAreaEffectEnd","","","","","","","","",""
"Nano_Berry_Super_Shield","","","","ReduceAllDamageWhileCharging","100","","","","","","","","","","",""
"Nano_Berry_Super_Effect","","","","AddFollowedEffectWhileCharging","","","ShieldEffectInvulnerable","","","","","","","","",""
"Nano_Berry_Super_Range","","","","AddCastingRangeSuper","0","","","","","","","","","","",""
"Nano_Berry_Heal_Self","","","","HealingBuff","50","","","","","","","","","","",""
"Nano_Berry_Heal_Team","","","","AddTeammateHealPercent","50","","","","","","","","","","",""
"Nano_Charlie_Projectile_Speed","","","","AddProjectileSpeedPercentNormalAttack","15","","","","","","","","","","",""
"Nano_Charlie_Projectile_Size","","","","AddBulletSizePercentNormalAttack","15","","","","","","","","","","",""
"Nano_Charlie_Cocoon_HealthBack","","","","AddCharacterHealthPromilleLostPerSecondPercent","-50","","","CocoonerCocoon","","","","","","","",""
"Nano_Charlie_Cocoon_Size","","","","AddExtraScaleToPets","50","","","CocoonerCocoon","","","","","","","",""
"Nano_Charlie_Cocoon_HP","","","","AddExtraHealthToSummonedMinions","4200","","","CocoonerCocoon","","","","","","","",""
"Nano_Charlie_Spider","","","","SpawnCharacterWhileMoving","60","","","CocoonerPet","","","","","","","",""
"Nano_Gus_Size","","","","AddBulletSizePercentNormalAttack","40","","","","","","","","","","",""
"Nano_Gus_Size_Item","","","","AddItemSizePercent","35","","","","","","","","","","",""
"Nano_Gus_Super_Shield_Amount","","","","AddConsumableShieldAmountPercent","0","","","","","","","","","","",""
"Nano_Gus_Super_Shield_Decay","","","","OverrideConsumableShieldDecay","-1","","","","","","","","","","",""
"Nano_Gus_Super_Shield_Size","","","","AddEffectSizePercent","0","","","","","","","","","","",""
"Nano_Gus_Balloon_1","","","","OverrideChargeUpMax","1","","","","","","","","","","",""
"Nano_Gus_Balloon_2","","","","OverrideChargeUp","1","","","","","","","","","","",""
"Nano_Gus_Balloon_3","","","","IgnoreChargeReset","1","","","","","","","","","","",""
"Nano_Stu_Attack_Reload","","","","ReloadPercentOnHit","35","","","","","","","","","","",""
"Nano_Stu_Super","","","","AddUltiUse","1","","","","","","","","","","",""
"Nano_Stu_HC","","","","AddHCOnlyChargePercent","200","","","","","","","","","","",""
"Nano_Glowy_LOS","","","","IgnoreLOSforMenderLink","1","","","","","","","","","","",""
"Nano_Glowy_Super_Status","","","","AddStatusEffectTimePercentage","70","","","","","","","","","","",""
"Nano_Glowy_Tether_Double","","","","AddGlowyExtraEnemyLinks","1","","","","","","","","","","",""
"Nano_Tara_Attack_Bullet","","","","AddBasicAttackNumBullets","1","","","","","","","","","","",""
"Nano_Tara_Attack_Spread","","","","AddSpreadBasicAttackPercent","80","","","","","","","","","","",""
"Nano_Tara_Super_1","","","","AddExtraHealthToSummonedMinions","8500","","","BlackHolePet;BlackHolePet2","","","","","","","",""
"Nano_Tara_Super_2","","","","AddExtraScaleToPets","100","","","BlackHolePet;BlackHolePet2","","","","","","","",""
"Nano_Tara_Spawn","","","","SpawnCharacterOnHitEnemy","1;3","","","BlackHolePetGadget","","","","","","","",""
"Nano_Buzz_Attack_Range","","","","AddCastingRangeNormalAttack","1","","","","","","","","","","",""
"Nano_Buzz_Attack_Size","","","","AddBulletSizePercentNormalAttack","30","","","","","","","","","","",""
"Nano_Buzz_Super_Range","","","","AddCastingRangeSuper","2","","","","","","","","","","",""
"Nano_Buzz_Super_Speed","","","","AddChargeSpeedPercentage","60","","","","","","","","","","",""
"Nano_Buzz_Super_Projectile","","","","AddProjectileSpeedPercentSuper","50","","","","","","","","","","",""
"Nano_Buzz_HC_Rate","","","","AddHCOnlyChargePercent","50","","","","","","","","","","",""
"Nano_Buzz_HC_Time","","","","AddHCActiveTimePercent","120","","","","","","","","","","",""
"Nano_Pierce_ChargeShoot_Size","","","","AddBulletSizePercentNormalAttack","40","BulletstormLastShotProjectile","","","","","","","","","",""
"Nano_Pierce_ChargeShoot_Pierce","","","","OverridePiercesCharacters","1","BulletstormLastShotProjectile","","","","","","","","","",""
"Nano_Pierce_Super_Size","","","","AddAreaEffectPercentSuper","50","","","","","","","","","","",""
"Nano_Pierce_DropShell","","","","AddBulletstormShellsPerHit","1","","","","","","","","","","",""
"Nano_Juju_Damage","","","","AddAreaEffectDamage","500","","VoodooAttackEarth","","","","","","","","",""
"Nano_Juju_Range","","","","AddCastingRange","2","","","","VoodooWeaponForest","","","","","","",""
"Nano_Juju_Area","","","","AddAreaEffectPercent","30","","VoodooAttackWater","","","","","","","","",""
"Nano_Juju_Grigri_Speed","","","","AddCharacterAutoAttackSpeedMsPercent","50","","","VoodooPet","","","","","","","",""
"Nano_Juju_Grigri_Attack","","","","IncreasePetSpeedPercent","50","","","VoodooPet","","","","","","","",""
"Nano_Juju_Grigri_Size","","","","AddExtraScaleToPets","50","","","VoodooPet","","","","","","","",""
"Nano_Juju_AutoCharge","","","","AddChargeUltiAutomaticallyPerSecond","150","","","","","","","","","","",""
"Nano_Frank_Attack","","","","AddCastingRangeNormalAttack","1","","","","","","","","","","",""
"Nano_Frank_Spread","","","","AddSpreadBasicAttackPercent","-30","","","","","","","","","","",""
"Nano_Frank_Super_Range","","","","AddCastingRangeSuper","2","","","","","","","","","","",""
"Nano_Frank_HP","","","","IncreaseMaxHp","50","","","","","","","","","","",""
"Nano_Frank_Scale","","","TRUE","AddExtraScale","25","","","","","","","","","","",""
"Nano_Frank_Speed","","","TRUE","IncreaseSpeedPercent","-5","","","","","","","","","","",""
"Nano_Larry_Size_1","","","","AddAreaEffectPercent","40","","TwinsThrowerExplosion","","","","","","","","",""
"Nano_Larry_Size_2","","","","AddBulletSizePercentNormalAttack","30","","","","","","","","","","",""
"Nano_Larry_Pet_1","","","","AddDamagePercent","50","","","TwinsPetHyper;TwinsPet","","","","","","","",""
"Nano_Larry_Pet_2","","","","AddExtraHealthToSummonedMinionsPercent","50","","","","","","","","","","",""
"Nano_Larry_Pet_3","","","","AddExtraScaleToPets","30","","","","","","","","","","",""
"Nano_Larry_Reborn","","","","RevivePetOnceOnDeath","15","","","VoodooPet","","","","","","","",""
"Nano_Squeak_Attack","","","","AddItemValue2Percent","-60","","","","","","StickyBomb","","","","",""
"Nano_Squeak_SpawnArea","","","","TriggerAreaEffectWhenUlti","","","RogueliteLCardSqueak","","","","","","","","",""
"Nano_Squeak_Size_1","","","","AddAreaEffectPercent","25","","","","","","","","","","",""
"Nano_Squeak_Size_2","","","","AddBulletSizePercent","25","","","","","","","","","","",""
"Nano_Colette_Size","","","","AddBulletSizePercentNormalAttack","30","","","","","","","","","","",""
"Nano_Colette_Super_Area","","","","TriggerTrailTypeAreaEffectWhenUlti","1.2","","NanoColetteChargeProjectileArea","","","","","","","","",""
"Nano_Colette_Super_Damage","","","","OverrideAreaEffectDamage","0","","NanoColetteChargeProjectileArea","","","","","","","","",""
"Nano_Colette_Damage","","","TRUE","AddHighHealthDamage","35","","","","","","","","","","",""
"Nano_Willow_Size_1","","","","AddAreaEffectPercentNormalAttack","25","","","","","","","","","","",""
"Nano_Willow_Size_2","","","","AddBulletSizePercentNormalAttack","25","","","","","","","","","","",""
"Nano_Willow_Super_Pierce","","","","OverridePassEnvironment","1","","","","","","","","","","",""
"Nano_Willow_Super_Range","","","","AddCastingRangeSuper","1","","","","","","","","","","",""
"Nano_Willow_Damage","","","","AddMindControlledCharacterDamagePercent","100","","","","","","","","","","",""
"Nano_Buster_Spread","","","","AddSpreadBasicAttackPercent","50","","","","","","","","","","",""
"Nano_Buster_Bullet","","","","AddBasicAttackNumBullets","1","","","","","","","","","","",""
"Nano_Buster_ActiveTime","","","","AddActiveTimeUltiAttackPercentage","100","","","","","","","","","","",""
"Nano_Buster_ReflectDamage","","","","OverrideProjectileDamage","9999","ShieldTankUltiProjectile;ShieldTankOverchargedUltiProjectile","","","","","","","","","",""
"Nano_Chester_Attack","","","","AddSequenceAttackExtraSteps","1","","","","","","","","","","",""
"Nano_Chester_Charge_1","","","","InstantChargeSuperPercentAtStart","0","","","","","","","","","","",""
"Nano_Chester_Charge_2","","","","InstantChargeSuperPercentAtRespawn","100","","","","","","","","","","",""
"Nano_Chester_HC","","","","AddHCOnlyChargePercent","75","","","","","","","","","","",""
"Nano_Kit_Range_1","","","","AddCastingRangeNormalAttack","1","","","","","","","","","","",""
"Nano_Kit_Range_2","","","","AddEffectSizePercent","25","","","","","","","","","","",""
"Nano_Kit_Attach","","","","AddAttacherFriendlyAttachTicks","9999","","","","","","","","","","",""
"Nano_Kit_PowerCubeOnKill","","","","DropPowercubeOnKill","1","","","","","","","","","","",""
"Nano_Najia_Pierce","","","","OverridePiercesCharacters","1","","","","","","","","","","",""
"Nano_Najia_Range","","","","AddCastingRange","1","","","","RedirecterWeaponSecondary","","","","","","",""
"Nano_Najia_HealthBack","","","","AddCharacterHealthPromilleLostPerSecondPercent","-100","","","RedirecterSnakePet","","","","","","","",""
"Nano_Najia_HP","","","","AddExtraHealthToSummonedMinions","600","","KnockBackReceivingDmg","RedirecterSnakePet","","","","","","","",""
"Nano_Najia_Trigger","","","","SpawnCharacterOnGetHurt","1;5","","KnockBackReceivingDmg","RedirecterSnakePet","","","","","","","",""
"Nano_Draco_Range","","","","AddCastingRangeNormalAttack","1","","","DragonRider","","","","","","","",""
"Nano_Draco_Time","","","","AddMountUpDurationTicksPercent","100","","","","","","","","","","",""
"Nano_Draco_Fire","","","","AddStatusEffectToEnermyOnHit_1","800;1","","","","","DracoNanoHitBurn","","","","","",""
"Nano_Mortis_Range","","","","AddCastingRangeNormalAttack","1.5","","","","","","","","","","",""
"Nano_Mortis_DashSpeed","","","","AddChargeSpeedPercentage","70","","","","","","","","","","",""
"Nano_Mortis_Super_Rate","","","","AddUltiOnlyChargePercent","40","","","","","","","","","","",""
"Nano_Mortis_Heal","","","","LifeStealFromDamagePercent","30","","","","","","","","","","",""
"Nano_Sandy_Range","","","","AddCastingRangeNormalAttack","1.5","","","","","","","","","","",""
"Nano_Sandy_Super","","","","AddAreaEffectPercentSuper","30","","","","","","","","","","",""
"Nano_Sandy_Trigger","","","","TriggerAreaEffectWhenReceivingDmg","10","","SandyNanoSandstorm","","","","","","","","",""
"Nano_Sandy_Trigger_Effect","","","","AddEffectPlaySpeedPercent","0","","SandyNanoSandstorm","","","","","","","","",""
"Nano_Janet_Range","","","","AddCastingRangeNormalAttack","1.5","","","","","","","","","","",""
"Nano_Janet_Super_Attack","","","","AddMsBetweenAttackPercent","40","","","","JetpackGirlUlti","","","","","","",""
"Nano_Janet_Jetpack","","","","AddActiveTimeUltiAttackPercentage","60","","","","","","","","","","",""
"Nano_Bolt_Attack","","","","AddDamagePercentNormalAttack","15","","","","","","","","","","",""
"Nano_Bolt_Super_Area","","","","AddAreaEffectPercentSuper","30","","","","","","","","","","",""
"Nano_Bolt_Super_Last","","","","AddAreaEffectDurationPercent","100","","","","","","","","","","",""
