"Name","Disabled","Speed","PreExplosionTimeMs","Radius","IgnoreCloseWalls","Indirect","ConstantFlyTime","TriggerWithDelayMs","BouncePercent","DamageReduction","Gravity","EarlyTicks","OnAllyHitActions","OnEnemyHitActions","AreaEffect2DamagePercent","SpawnCharacter","AreaEffectTrailMinDistance","AreaEffectTrailInitialMinDistance","ShotByHero","IsBeam","IsBouncing","DistanceAddFromBounce","MaxDistanceBounces","PiercesCharacters","PiercesEnvironment","PiercesEnvironmentLikeButter","PushbackStrength","PushbackType","OverridePushbackSpeed","MaxZDuringPushback","ChainsToEnemies","ChainBullets","ChainBulletsMax","ChainSpread","ChainTravelDistance","ExecuteChainSpecialCase","DamagePercentStart","DamagePercentEnd","DamageChangeStartPromille","DamageChangeEndPromille","IgnoreDamageChangeForUltiCharge","DamagesConstantlyTickDelay","StunLengthMS","PartialStunPromille","SilenceDurationMS","ScaleStart","ScaleEnd","AttractsPet","LifeStealPercent","PassesEnvironment","SuppressHealing","SuppressHealingTicks","ConsumableShield","ConsumableShieldTicks","DamageOnlyWithOneProj","HealOwnPercent","GrapplesEnemy","KickBack","MinDistanceForSpread","IsFriendlyHomingMissile","BoomerangType","CanHitAgainAfterBounce","IsHomingMissile","UltiChargeChangePercent","TravelType","TravelTypeVariable","TravelTypeVariable2","IgnoreLevelBorder","SteerStrength","SteerIgnoreTicks","HomeDistance","SteerLifeTime","DoNotForceShow","UniqueProperty","CustomUniquePropertyValue","Zoffset","SuperChargeScalePercent","BooleanAttributes"
"MegaBossStickyBombUltiProjectile","","700","","0","","true","true","","","","60","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombOverchargedUltiProjectile","","700","","0","","true","true","","","","60","1","","","","","","","true","","","","","","","","","","","","","1","","","15","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombOverchargedUltiProjectileBounce1","","700","","0","","","true","","","","60","1","","","","","","","","","TRUE","","","TRUE","","","","","","","","1","","","15","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombOverchargedUltiProjectileBounce2","","700","","0","","","true","","","","60","1","","","","","","","","","TRUE","","","TRUE","","","","","","","","1","","","15","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombOverchargedUltiProjectileBounce3","","700","","0","","","true","","","","60","1","","","","","","","","","TRUE","","","TRUE","","","","","","","","1","","","15","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombOverchargedUltiProjectileBounce4","","700","","0","","","true","","","","60","1","","","","","","","","","TRUE","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombProjectileLarge","","3000","","200","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","",""
"MegaBossStickyBombUltiBulletExplodeProjectileLarge","","2500","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombUltiBulletExplodeProjectile","","2500","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossMosquitoProjectile","","2200","","110","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","18","","","",""
"MegaBossMosquitoProjectileLarge","","2600","","180","","","","","","","0","3","","","","","","","true","","true","8000","2","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","18","","","",""
"UndertakerGadgetSkillBatsProjectile","","1000","","100","","","","","","","10","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","20","","","",""
"UndertakerGadgetSkillBatsProjectileBuddy","","1000","","100","","","","","","","10","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","100","true","","","","","","","","","","","","","","","","","","","","","","","","20","","","",""
"MegaBossGhostProjectile","","800","","100","","","","","","","0","","","","","","","","true","","true","1000","4","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","",""
"ShotgunGirlProjectileGadgetSkillBuddy","","4300","","0","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossTrickshotDude2Projectile","","900","","85","","","","","","","0","","","","","","","","true","","true","3000","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","",""
"MegaBossTrickshotDude2UltiProjectile","","1300","","85","","","","","","","0","","","","","","","","true","","true","3000","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","",""
"MegaBossTrickshotDude2ProjectileLarge","","900","","150","","","","","","","0","","","","","","","","true","","true","3000","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","",""
"MegaBossTrickshotDude2ProjectileLargeExtra","","1600","","250","","","","","","","0","","","","","","","","true","","true","3000","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","",""
"RedirecterProjectile","","1700","","100","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RotateTowardsAimDirection"
"RedirecterProjectileSecondary","","3100","","80","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","60","100","0","800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RedirecterUltiProjectile","","900","","0","","true","true","","","","50","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RedirecterUltiProjectileOvercharged","","900","","0","","true","true","","","","50","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RedirecterGadgetProjectileMagnet","","3700","","120","","","","","","","0","1","","RedirecterAttachProjectileMagnetAction","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossMaisieProjectile","","2500","","101","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","50","","","","","","","","","","","",""
"MegaBossMaisieBigProjectile","","3800","","202","","","","","","","0","3","","","","","","","true","","","","","true","","","300","1","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","2","80","","","","","","","","","","","",""
"MegaBossMaisieCreateExplosion","","29000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossMaisieExplosionProjectile","","2500","","101","","","","","","","0","3","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","2","50","","","","","","","","","","","",""
"MegaBossShamanProjectile","","2000","","250","","","","","","","0","1","","","","","","","true","","","","","true","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossShamanUltiProjectile","","1500","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrossBomberProjectile","","700","","0","","true","true","","","","100","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrossBomberSecondProjectile","","700","","0","","true","true","","","","100","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrossBomberProjectile2","","1400","","100","","","","","","","0","0","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrossBomberUltiProjectile","","700","","0","","true","true","","","","75","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrossBomberUltiProjectile2","","1200","","150","","","","","","","0","0","","","","","","","true","","","","","true","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrossBomberSummonPet","","1500","","0","","true","","","","","180","","","","","MegaBossGromRatPet","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossOverchargedCrossBomberUltiProjectile","","800","","0","","true","true","","","","75","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossOverchargedCrossBomberUltiProjectile2","","2000","","250","","","","","","","0","0","","","","","","","true","","","","","true","","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossAssaultShotgunProjectileCoin","","2400","","50","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossAssaultShotgunProjectile","","2400","","50","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossAssaultShotgunProjectileBig","","2000","","70","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossAssaultShotgunProjectileExtraBig","","1800","","90","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossAssaultShotgunUltiProjectile","","2500","","200","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","50","100","200","900","","","","","","80","130","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"MegaBossAssaultShotgunUltiProjectile2","","2500","","200","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","100","50","200","900","","","","","","130","80","","","true","","","","","","","","","","","1","","","","11","20","","true","","","","","","","","","",""
"MegaBossAssaultShotgunOverchargedUltiProjectile","","2800","","180","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","50","100","200","900","","","","","","80","130","","","true","","","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"MegaBossAssaultShotgunOverchargedUltiProjectile2","","2800","","180","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","100","50","200","900","","","","","","130","80","","","true","","","","","","","","","","","1","","","","11","20","","true","","","","","","","","","",""
"MegaBossAssaultShotgunOverchargedUltiProjectile3","","2800","","180","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","100","50","200","900","","","","","","130","80","","","true","","","","","","","","","","","1","","","","11","30","","true","","","","","","","","","",""
"MegaBossAssaultShotgunGadgetProjectile","","50","","280","","true","","2500","50","","100","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossAssaultShotgunBombExplosion","","1500","","180","","true","","2500","","","200","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BowDudeGadgetSkillProjectile","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BowDudeGadgetSkillProjectileBuddy","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BowDudeProjectileTripWire","","10000","","70","","","","","","","0","2","","","","","","","true","","","","","TRUE","","","70","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","720","","0",""
"BaseballGadgetSkillStickyProjectile","","2500","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","",""
"BaseballGadgetSkillStickyProjectileBuddy","","2500","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","",""
"BullDudeOverchargedProjectile","","4200","","250","","","","","","","0","","","","","","","","true","","","","","true","","","","","","","","","","","","","100","20","100","800","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"BullDudeGadgetSkillMarkEnemyProjectile","","3150","","250","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NinjaBonusSkillInvisibleAreaProjectile","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NinjaBonusSkillInvisibleAreaProjectileBuddy","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDragonCrowProjectile","","1500","","50","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","80","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDragonCrowUltiProjectile","","1800","","50","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDragonCrowBoomrangProjectile","","1500","","50","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","60","80","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"MegaBossDragonCrowBoomrangProjectile2","","1500","","50","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","60","80","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"MegaBossDragonFireProjectile","","1700","","150","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","30","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDragonFireAreaExplosionProjectile","","29000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDragonCrowSummon","","29000","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDragonCirclingProjectile","","560","","50","","","","","","","0","5","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","20","","","","","","","","true","","","","","","","","","","","","","","","8","800","","true","","","","99999","","","500","","",""
"BullDudeGadgetSkillMarkEnemyProjectileBuddy","","3150","","250","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LeonDefOverchargedProjectile","","3500","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","100","75","150","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BowDudeOverchargedProjectile","","2800","","70","","","","","","","0","5","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossMaisieSummonTurret","","1500","","0","","true","","","","","300","","","","","MegaBossMaisieTurret","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossMaisieTurretProjectile","","2000","","50","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BowDudeProjectileTripWireBuddy","","10000","","70","","","","","","","0","2","","","","","","","true","","","","","true","","","70","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","720","","0",""
"SandstormModifierProjectile","","200","","1500","","","","","","","0","0","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","-1","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossShamanBearUltiProjectile","","1500","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDragonFireProjectileBig","","1400","","225","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","30","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorProjectile","","5000","","300","","","","","","","0","1","","","","","","","true","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","20","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorProjectileFire","","5000","","300","","","","","","","0","1","","","","","","","true","","","","","TRUE","","","200","","","","","","","","","","","","","","","","","","","20","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorUltiProjectile","","1196","","0","","true","","","","","170","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorOverchargedUltiProjectile","","1196","","0","","true","","","","","170","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunGadgetProjectileCoinShower","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunGadgetProjectileCoinShowerBuddy","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaCactusProjectile","","2174","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaCactusUltiProjectile","","1739","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaCactusSpikeChain","","2800","","50","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaCactusSpike","","2200","","50","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaCactusSpikeCurve","","2200","","50","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaBeeSniperProjectile","","2800","","105","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaBeeSniperChargedProjectile","","2800","","200","","","","","","","0","3","","","","","","","true","","","","","true","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","27","","","",""
"SuperNovaBeeSniperUltiProjectile","","2500","","150","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","3","","","","","","","","","","","","",""
"SuperNovaVoodooProjectileEarth","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","1","","","8","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooProjectileEarthChain1","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","1","","","10","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooProjectileEarthChain2","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooProjectileForest","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","1","","","11","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooProjectileForestChain1","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","1","","","14","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooProjectileForestChain2","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooProjectileWater","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","1","","","10","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooProjectileWaterChain1","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","1","","","12","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooProjectileWaterChain2","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooUltiProjectile","","1196","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooPetProjectile","","2500","","150","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaFireDudeProjectile","","2800","","200","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","10","100","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","",""
"SuperNovaFireDudeUltiProjectile","","2800","","0","","true","","","","","280","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MagicalGirlProjectile","","15000","","250","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ExtrapolateVisuals"
"MagicalGirlProjectile2","","15000","","250","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ExtrapolateVisuals"
"MagicalGirlProjectileHealingSP","","15000","","250","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","HealAndDamage;NoHealSelf;ExtrapolateVisuals"
"MagicalGirlProjectile2HealingSP","","15000","","250","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","HealAndDamage;NoHealSelf;ExtrapolateVisuals"
"MagicalGirlBonusSkillFlyAreaProjectile","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MagicalGirlBonusSkillProjectileHealing","","700","","300","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","HealAndDamage;NoHealSelf"
"MegaBossFinxTimebendProjectile","","2000","","0","","true","","","","","300","1","","","","","","","true","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxTimeStopProjectile","","2200","","200","true","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxProjectile","","900","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxProjectileSecondary","","700","","60","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxTimeRiftProjectile","","2200","","300","true","","","","","","0","2","","","","","600","","true","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxSpawnKittensProjectile","","5000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxReturnChronomancerProjectile","","3300","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxReturnChronomancerProjectileSecondary","","3300","","60","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorGadgetSkillProjectileAmp","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorGadgetSkillProjectileWall","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NanoPercenterProjectile","","2200","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxCreateKit","","1000","","0","","true","","","","","260","1","","","","MegaBossFinxKitten","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossPercenterProjectile","","1600","","140","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
