"Name","Disabled","TimeMs","MinTimeMs","Radius","Damage","DontOverrideDmg","DamageScaleType","CustomValue","CustomValue2","Type","StatusEffectSelf","StatusEffectAlly","StatusEffectEnemy","StatusEffectTickInterval","ActionsSelf","ActionsAlly","ActionsEnemy","ActionsTickInterval","DelayFirstTick","IsPersonal","TargetEnemiesOnly","BulletExplosionBullet","BulletExplosionBulletDistance","BulletExplosionBulletOffset","BulletExplosionItem","ExpandOnDistance","BulletAngleOffset","BulletApplyAngle","DestroysEnvironment","DestroysDecorations","DestroysOnlyBushes","PushbackStrength","PushbackStrengthSelf","PushbackDeadzone","CanStopGrapple","StunTicks","SameAreaEffectCanNotDamageMs","RelatedImmunityAreas","DontShowToEnemy","RequireLineOfSight","ChainAreaEffect","ChainAreaEffect2","ChainAreaEffect3","OverchargedChainAreaEffect","OverchargedChainAreaEffect2","OverchargedChainAreaEffect3","SpawnItem","SnapToTile","DamageScaleDistanceNear","DamageScaleDistanceFar","SourceType","OverHealTicks","StackOverHeal","MaxOverHeal","OverHealMultiplier","AffectOnlyHeroes","AffectProjectiles","IgnoreCharacters","InnerRadius","InnerRadiusDamagePercent","ExpireTypes","CurveBall","CurveBallAddDistance","BooleanAttributes","LifeStealPercent","StatusEffectPassiveMultiplierValues","StatusEffectPassiveMultiplierTickStamps","SuperChargeScalePercent","ReloadDebuffPercent","ReloadDebuffTicks"
"LoveBombSpawn","","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossInsectManUltiDamageArea","","8000","","1000","","","","","","Dot","","","","","","","","","true","","","","","","","","","","","","","","","","","","1000","","","","MegaBossInsectManBulletExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossInsectManUltiDamageAreaLarge","","8000","","2000","","","","","","Dot","","","","","","","","","true","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossInsectManPushAway","","50","","600","","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","200","","","","","","","","","MegaBossInsectManBulletExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossInsectManBulletExplosion","","1000","","1000","","","","6","","BulletExplosion","","","","","","","","","","","","MegaBossMosquitoProjectile","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaStickyBombPushAwayExplosionSmall","","700","","","","","","6","","BulletExplosion","","","","","","","","","","","","MegaBossStickyBombUltiBulletExplodeProjectileLarge","35","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaStickyBombPushAwayExplosionTiny","","700","","","","","","3","","BulletExplosion","","","","","","","","","","","","MegaBossStickyBombUltiBulletExplodeProjectileLarge","35","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UndertagerGadgetSkillBatsAreaEffect","","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossGhostBulletExplode","","700","","","","","","6","","BulletExplosion","","","","","","","","","","","","MegaBossGhostProjectile","25","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossRicoMoveBullet1","","800","","600","600","","","3","","BulletExplosion","","","","","","","","","","","","MegaBossTrickshotDude2UltiProjectile","20","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossRicoMoveBullet2","","800","","600","600","","","6","","BulletExplosion","","","","","","","","","","","","MegaBossTrickshotDude2UltiProjectile","20","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossRicoMoveBullet3","","800","","600","600","","","8","","BulletExplosion","","","","","","","","","","","","MegaBossTrickshotDude2UltiProjectile","20","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossGhostSpookyArea","","500","","1000","","","","","","StatusEffect","","","GhostSpooked","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTrickshotDude2_360PushAwayBullet","","800","","600","","","","8","","BulletExplosion","","","","","","","","","","","","MegaBossTrickshotDude2ProjectileLarge","20","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTrickshotDude2_360PushAwayArea","","700","","600","600","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTrickshotDude2_360Madness","","800","","600","400","","","8","","BulletExplosion","","","","","","","","","","","","MegaBossTrickshotDude2Projectile","20","300","","","","","","","","","","","","","","","","","MegaTrickshotDude2_360Madness2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTrickshotDude2_360Madness2","","800","","600","400","","","15","","BulletExplosion","","","","","","","","","","","","MegaBossTrickshotDude2Projectile","20","300","","","","","","","","","","","","","","","","","MegaTrickshotDude2_360Madness3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTrickshotDude2_360Madness3","","800","","600","600","","","10","","BulletExplosion","","","","","","","","","","","","MegaBossTrickshotDude2UltiProjectile","20","300","","","","","","","","","","","","","","","","","MegaTrickshotDude2_360Madness4","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTrickshotDude2_360Madness4","","800","","600","800","","","6","","BulletExplosion","","","","","","","","","","","","MegaBossTrickshotDude2ProjectileLarge","20","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossMaisieUltiShockwave","","300","","1500","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossMaisieShockwaveBulletExplosion","","300","","600","500","","","16","","BulletExplosion","","","","","","","","","","","","MegaBossMaisieProjectile","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossMaisieBulletExplosion","","700","","600","500","","","12","","BulletExplosion","","","","","","","","","","","","MegaBossMaisieExplosionProjectile","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossMaisieExplosionWarningEffect","","1500","","400","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossMaisieBulletExplosion","MegaBossMaisieExplosionAreaDmg","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossMaisieExplosionAreaDmg","","100","","400","800","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrossBomberClusterExplosion","","700","","","","","","4","","BulletExplosion","","","","","","","","","","","","MegaBossCrossBomberProjectile2","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrossBomberUltiClusterExplosion","","700","","","","","","4","","BulletExplosion","","","","","","","","","","","","MegaBossCrossBomberUltiProjectile2","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossOverchargedCrossBomberUltiClusterExplosion","","700","","","","","","4","","BulletExplosion","","","","","","","","","","","","MegaBossOverchargedCrossBomberUltiProjectile2","60","","","","","","","","","","","","","","","","","","MegaBossOverchargedCrossBomberUltiClusterExplosion2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossOverchargedCrossBomberUltiClusterExplosion2","","700","","","","","","4","","BulletExplosion","","","","","","","","","","","","MegaBossOverchargedCrossBomberUltiProjectile2","60","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossOverchargedCrossBomberUltiClusterExplosion3","","700","","","","","","6","","BulletExplosion","","","","","","","","","","","","MegaBossOverchargedCrossBomberUltiProjectile2","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrossBomberClusterSecondExplosion","","700","","","","","","4","","BulletExplosion","","","","","","","","","","","","MegaBossCrossBomberProjectile2","100","","","","","","","","","","","","","","","","","","MegaBossCrossBomberClusterSecondExplosion2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrossBomberClusterSecondExplosion2","","700","","","","","","4","","BulletExplosion","","","","","","","","","","","","MegaBossCrossBomberProjectile2","100","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossNitaMelee","","700","","1000","500","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BowDudeSuperChargeAreaBuddy","","600000","","2100","","","","50","","ExtraSuperCharge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BaseballGadgetSkillHealAreaEffect","","700","","1000","1400","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BaseballGadgetSkillHealAreaEffectBuddy","","700","","1000","1400","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","",""
"BaseballGadgetSkillStickyAreaEffect","","3900","","750","","","","","","StatusEffect","","","BaseballGadgetStickyAreaSlow","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100;100;100","20;40;60","","",""
"BaseballGadgetSkillStickyAreaEffectBuddy","","3900","","750","","","","","","StatusEffect","","","BaseballGadgetStickyAreaSlow","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100;150;200","20;40;60","","",""
"NinjaInvisibleAreaBuddy","","600000","","1300","","","","","","StatusEffect","LeonBuddyInvisibilityStatusEffect","LeonBuddyInvisibilityStatusEffect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullDudeStomp","","300","","800","","","","","","StatusEffect","","","BullDudeStompGadget","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossAssaultShotgunExplosionWarningEffect","","1500","","400","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossAssaultShotgunBulletExplosion","MegaBossAssaultShotgunExplosionAreaDmg","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossAssaultShotgunExplosionAreaDmg","","100","","500","500","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossAssaultShotgunBulletExplosion","","700","","600","500","","1","4","","BulletExplosion","","","","","","","","","","","","MegaBossAssaultShotgunProjectileCoin","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossAssaultShotgunBulletExplosion2","","700","","600","500","","1","4","","BulletExplosion","","","","","","","","","","","","MegaBossAssaultShotgunProjectileCoin","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossAssaultShotgunBulletExplosion3","","700","","600","500","","1","4","","BulletExplosion","","","","","","","","","","","","MegaBossAssaultShotgunProjectileCoin","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossAssaultShotgunExplosionAreaDmgLarge","","100","","1000","1000","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossAssaultShotgunBulletExplosionLarge","","700","","600","500","","1","10","","BulletExplosion","","","","","","","","","","","","MegaBossAssaultShotgunProjectileExtraBig","200","","","","","","","","","","","","","","","","","","MegaBossAssaultShotgunBulletExplosion2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrossBomberAreaEffectFire","","2900","","300","500","true","5","","","Dot","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrossBomberAreaEffect","","2900","","300","500","true","5","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RedirecterUltiExplosion","","100","","400","","","","","","StatusEffect","","","RedirecterUltiPoison","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RedirecterPetUltiExplosion","","100","","700","","","","","","StatusEffect","","","RedirecterPetUltiPoison","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RedirecterPetUltiExplosionOvercharged","","100","","700","","","","","","StatusEffect","","","RedirecterPetUltiPoison","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RedirecterCocoonExplosion","","100","","900","","","","","","Pushback","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RedirecterPoisonTrailArea","","5000","","400","","","","","","StatusEffect","","","RedirecterPoisonTrailDamageStatus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RedirecterOverchargedSnakePetPoisonTrailArea","","3000","","400","","","","","","StatusEffect","","","RedirecterPoisonTrailDamageStatus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bo_overcharged_atk_area","","700","","400","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BoxBombExplosion","","700","","600","4000","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","120","","","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowPushBackL1","","700","","1200","0","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowPushBackL2","","700","","1200","0","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowPushBackL3","","700","","1200","0","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDragonCrowUltiKnifesL1","","700","","300","","","","4","","BulletExplosion","","","","","","","","","","","","MegaBossDragonCrowBoomrangProjectile","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDragonCrowUltiKnifesSmallL3","","700","","300","","","","8","","BulletExplosion","","","","","","","","","","","","MegaBossDragonCrowBoomrangProjectile","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDragonCrowUltiKnifesL3","","700","","300","","","","8","","BulletExplosion","","","","","","","","","","","","MegaBossDragonCrowBoomrangProjectileL3","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowFire","","5500","","800","500","","","","","Dot","","","","","","","","","true","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowFireExplosion","","5500","","800","500","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowFireWarningEffect","","3000","","500","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossCrowFire","MegaBossCrowFireExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeederExplosion","","100","","1200","4000","","","","","Damage","","","","","","","","","","","","","","","","","","","FALSE","","","250","250","","","","","","","","SpeederDestroyEnvironment","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeederDestroyEnvironment","","700","","600","","","","","","Damage","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SandstormModifierSandstorm","","9000","","1000","","","","","","StatusEffect","SandstormModifierVision","SandstormModifierVision","SandstormModifierVision","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SandyNanoSandstorm","","3000","","1000","","","","","","StatusEffect","NanoSandstormVision","NanoSandstormVision","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullDudeStompBuddy","","300","","800","","","","","","StatusEffect","","","BullDudeStompGadget","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorFire","","100","","800","","","5","","","StatusEffect","","","GladiatorFire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunGadgetDamageArea","","6000","","720","","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunGadgetDamageAreaBuddy","","6000","","720;1200","","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaCactusExplosion","","700","","300","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaCactusSpikeExplosion","","700","","300","","","","4","","BulletExplosion","","","","","","","","","","","","SuperNovaCactusSpikeChain","14","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaCactusSpikeExplosionMini","","700","","300","","","","4","","BulletExplosion","","","","","","","","","","","","SuperNovaCactusSpike","9","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaCactusUltiExplosion","","4500","","1000","800","","","","","Dot","","","CactusUltiExplosionSlow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaCactusUltiSpikeExplosion","","700","","300","","","","4","","BulletExplosion","","","","","","","","","","","","SuperNovaCactusSpikeCurve","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","150","","","","","","",""
"SuperNovaVoodooAttackEarthLarge","","1900","","800","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooAttackEarthMid","","1900","","600","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooAttackEarthSmall","","1900","","400","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooAttackForestLarge","","1900","","800","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooAttackForestMid","","1900","","600","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooAttackForestSmall","","1900","","400","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooAttackWaterLarge","","1900","","800","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooAttackWaterMid","","1900","","600","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooAttackWaterSmall","","1900","","400","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooSlowDebuffLarge","","100","","800","","","","","","StatusEffect","","","VoodooAreaSlow","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooSlowDebuffMid","","100","","600","","","","","","StatusEffect","","","VoodooAreaSlow","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooSlowDebuffSmall","","100","","400","","","","","","StatusEffect","","","VoodooAreaSlow","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MagicalGirlFlyArea","","600000","","1300","","","","","","StatusEffect","MagicalGirlLevitation","MagicalGirlLevitation","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","HitLevitating","","","","","",""
"MagicalGirlBonusSkillHealingBlinkLeave","","700","","700","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MagicalGirlBonusSkillHealingBlinkEnter","","700","","700","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorGadgetSkillWallArea","","500","","500","","","","26","","GladiatorWallSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorFireExplosion","","100","","800","500","","5","","","Damage","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","",""
"GladiatorFireFx","","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunGadgetBombExplosion","","700","","800","0","","6","","","Damage","","","","","","","","","","","","","","","","","","","true","","","150","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StarNovaPickupSpawn_Spike","","6000","","1000","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","StarNovaPickupSpawnIndicator_Spike","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StarNovaPickupSpawn_Fast_Spike","","100","","0","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","StarNovaPickupSpawnIndicator_Spike","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StarNovaPickupSpawnIndicator_Spike","","4000","","1000","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StarNovaPickupSpawn_Amber","","6000","","1000","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","StarNovaPickupSpawnIndicator_Amber","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StarNovaPickupSpawn_Fast_Amber","","100","","0","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","StarNovaPickupSpawnIndicator_Amber","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StarNovaPickupSpawnIndicator_Amber","","4000","","1000","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StarNovaPickupSpawn_Bea","","6000","","1000","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","StarNovaPickupSpawnIndicator_Bea","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StarNovaPickupSpawn_Fast_Bea","","100","","0","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","StarNovaPickupSpawnIndicator_Bea","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StarNovaPickupSpawnIndicator_Bea","","4000","","1000","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StarNovaPickupSpawn_Juju","","6000","","1000","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","StarNovaPickupSpawnIndicator_Juju","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StarNovaPickupSpawn_Fast_Juju","","100","","0","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","StarNovaPickupSpawnIndicator_Juju","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StarNovaPickupSpawnIndicator_Juju","","4000","","1000","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StarNovaPickupSpawn_Stella","","6000","","1000","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","StarNovaPickupSpawnIndicator_Stella","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StarNovaPickupSpawn_Fast_Stella","","100","","0","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","StarNovaPickupSpawnIndicator_Stella","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StarNovaPickupSpawnIndicator_Stella","","4000","","1000","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorUltiArenaAreaEffect","","5000","","1500","","","","10","2000","EdgeCrossing","","","","","","","","","","","","","","","","","","","","","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","",""
"GladiatorOverchargedUltiAreaEffect","","4000","","1500","600","","5","","","Dot","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorUltiArenaDestroy","","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorUltiSlowAreaNanoPower","","5000","","1500","","","","","","StatusEffect","","","SlowDownNanoPower_Damian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PowerLevelerSlowAreaNanoPower","","1000","","800","","","","","","StatusEffect","","","SlowDownNanoPower_Surge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxTimebend","","7000","","900","","","","","","StatusEffect","ChronomancerTimebendBoostSelf","ChronomancerTimebendSpeedBoost","ChronomancerTimebendSpeedReduce","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","",""
