"Name","BehaviorType","EquipType","OverchargedVersion","CanMoveAtSameTime","Targeted","AutoAttackTargetingType","AttackFacing","Cooldown","BonusSkillCooldown","ActiveTime","CastingTime","CastingRange","RangeVisual","RangeInputScale","MaxCastingRange","AllowAimOutsideMap","ForceValidTile","RechargeTime","MaxCharge","Damage","DamageForUlti","PercentDamage","MsBetweenAttacks","Spread","AttackPattern","NumBulletsInOneAttack","TwoGuns","ExecuteFirstAttackImmediately","MovementSpeed","ChargePushback","OverchargedChargePushback","ChargeSpeed","ChargeType","NumSpawns","MaxSpawns","BreakInvisibilityOnAttack","SeeInvisibilityDistance","AlwaysCastAtMaxRange","RestrictCastOnSkillActive","Projectiles","OverchargedProjectiles","OverchargedChainProjectile","SummonedCharacters","OverchargedSummonedCharacters","AreaEffectObject","DontTriggerAreaAtEndOfCharge","AreaEffectObject2","AreaEffect2AtEndOfCharge","OverchargedAreaEffectObject","OverchargedAreaEffectObject2","AreaEffectFollowType","MeleeAttackPiercesEnvironment","MeleeAttackOnHitActions","ConsumableShieldValue","ConsumableShieldTicks","SpawnedItem","OverchargedSpawnedItem","SpawnItemTriggerType","ButtonSWF","ButtonExportName","ButtonExportNameBlue","CastingEffect","AttackEffect","OverchargedAttackEffect","UseEffect","OverchargedUseEffect","EndEffect","OverchargedEndEffect","LoopEffect","LoopEffect2","OverchargedLoopEffect","OverchargedLoopEffect2","OverrideMusicWhenEquipped","ChargeMoveSound","MultiShot","SkillChangeType","SecondarySkill","SecondarySkill2","SecondarySkill3","SecondarySkill4","ShowTimerBar","ChargedShotCount","DamageModifier","HoldToShoot","UsableInShadowRealm","HealSelfOnActivationType","HealSelfOnActivationPower","LowHealthSpeedupPercent","ActivationSelfStatusEffects","ActivationSelfStatusEffectsOvercharged","OnChargeHitStatusEffect","OnChargeHitStatusEffectOvercharged","InterruptType","TID","Desc","BooleanAttributes","CustomString","CustomString2","CustomValue","CustomValue2","BotUsageHint","ForceWalkAnim","AttackAnimationSpeed","OnChargeHitSelfStatusEffect","ShowChainIndicator"
"SuperNovaVoodooWeaponForest","Attack","weapon","","true","true","","","250","","150","","10","","","","","","1600","3","1400","-1","","100","0","","1","","true","","","","","","","","","","","","SuperNovaVoodooProjectileForest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","true","","","","","","","","","","","","","","7","","","","","","TRUE"
"SuperNovaVoodooWeaponWater","Attack","weapon","","true","true","","","250","","150","","10","","","","","","1600","3","1400","-1","","100","0","","1","","true","","","","","","","","","","","","SuperNovaVoodooProjectileWater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","true","","","","","","","","","","","","","","9","","","","","","TRUE"
"SuperNovaVoodooUlti","Attack","ulti","","true","true","","","50","","250","","15","","","","","10","","","","-1","","200","","","1","","true","","","","","","1","2","","","","","SuperNovaVoodooUltiProjectile","","","SuperNovaVoodooPet","","","","","","","","","","","","","","","","","","","","selena_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooPetWeapon","Attack","weapon","","","true","","","1200","","1500","","16","","","","","","1000","3","800","-1","","250","100","2","1","","true","","","","","","","","","","","","SuperNovaVoodooPetProjectile","","","","","","","","","","","","","","","","","","","","","","","max_def_atk","","","","","","","","","","","","","1","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"SuperNovaPercenterWeapon","Attack","weapon","","true","true","","","250","","150","","26","","","","","","1600","3","1100","-1","39","100","","","1","","true","","","","","","","","","","","","PercenterProjectile","","","","","","","","","","","","","","","","","","","","","","","brock_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"SuperNovaPercenterUlti","Charge","ulti","","","true","","","50","","","","33","","","","","","","","2200","-1","22","","","","","","","","0","","4000","10","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","colette_def_ulti","colette_def_ulti_cover","colette_def_overcharge","colette_def_overcharge_cover","","Rhinostep","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaChronomancerWeapon","Attack","weapon","","true","true","","","250","","150","","25","","","","","","1300","3","900","-1","","100","","23","3","","true","","","","","","","","","","","","ChronomancerProjectile;ChronomancerProjectileSecondary","","","","","","","","","","","","","","","","","","","","","","","finx_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"SuperNovaChronomancerUlti","Attack","ulti","","true","true","2","","250","","150","","22","","","","","","","","","-1","","100","0","","1","","true","","","","","","","","","","","","ChronomancerUltiProjectile","ChronomancerUltiHyperProjectile","","","","","","","","ChronomancerOverchargedUltiTimebend","","follow","","","","","","","","","","","","tnt_attack_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RockWeapon","StatusEffect","weapon","","true","","","","300","","150","","","","","","","","2200","2","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","crow_ulti","","","","","","","","","","","","","","","","","","","","true","","","","RockWeaponDamageBoost","","","","","","","","","","","","","","","",""
"RockUlti","StatusEffect","ulti","","true","","","","50","","150","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bolt_def_ulti","bolt_def_oc_ulti","","","","","","","","","","","","","","","","","","","","","","","RockUltiDamageReduction","","","","","","","","","","","","","","","",""
"RockGadgetJump","Charge","bonusSkill","","","true","","","50","20000","","","12","","","","","","","1","600","-1","","","","","","","","","","","5000","11","","","","","","","","","","","","","","RockGadgetJumpArea","TRUE","","","","","","","","","","","sc/ui.sc","icon_item_bolt_2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunBonusSkillCoinShowerBuddy","Attack","bonusSkill","","true","true","","","","15000","","","22","","","","","","","1","300","","","","","","1","","true","","","","","","1","1","","","","","AssaultShotgunGadgetProjectileCoinShowerBuddy","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_griff_2","","","griff_def_buddy_gadget2_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DontSummonOvercharged","","","","","","","","",""
"AssaultShotgunBonusSkillBombBuddy","Attack","bonusSkill","","true","true","","","250","20000","150","","22","","","","","","2000","1","","-1","","100","0","","1","","true","","","","","","1","1","","","","","AssaultShotgunGadgetProjectileBuddy","","","AssaultShotgunBombBuddy","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_griff_1","","","griff_def_buddy_gadget1_atk","griff_def_buddy_gadget1_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DontSummonOvercharged","","","","","","","","",""
"DummySkillForChargeBall","Attack","utility","","true","true","3","","250","","150","","18","","","","TRUE","","","","","-1","","100","","17","1","","true","","","","","","","","","","","","DummyProjectileForLaserBall","","","","","","","","","","","","","","","","","","","","","","","laser_ball_throw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DummyUltiSkillForChargeBall","Attack","utility","","true","true","3","","250","","150","","36","","","","TRUE","","","","","-1","","100","","17","1","","true","","","","","","","","","","","","DummyProjectileForLaserBall","","","","","","","","","","","","","","","","","","","","","","","laser_ball_throw_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorUltiArena","Charge","ulti","","","true","","","50","","","","18","","","","","","","","","-1","","100","","","","","","","","","3000","2","","","","","","","","","","","","","","GladiatorUltiArenaAreaEffect","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunOverchargedWeapon","Attack","weapon","","true","true","","","50","","650","","25","","","","","","1700","3","280","-1","","200","30","10","3","","true","","","","","","","","","","","","AssaultShotgunOverchargedProjectile;AssaultShotgunOverchargedProjectileSp1Buddy","","","","","","","","","","","","","","","","","","","","","","","shelly_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossPercenterWeapon","Attack","weapon","","","true","","","250","","1500","","35","","","","","","1600","3","800","-1","","300","60","6","1","","true","","","","","","","","","","","","MegaBossPercenterProjectile","","","","","","","","","","","","","","","","","","","","","","","brock_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossPercenterWeapon360","Attack","weapon","","","true","","","250","","1500","","30","","","","","","1600","3","800","-1","","1500","200","19","10","","true","","","","","","","","","","true","","MegaBossPercenterThrowProjectile","","","","","","","","","","","","","","","","","","","","","","","brock_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossPercenterWeaponLarge","Attack","weapon","","","true","","","250","","2000","","100","","","","","","1600","3","1000","-1","","1000","","","1","","true","","","","","","","","","","true","","MegaBossPercenterProjectileLarge","","","","","","","","","","","","","","","","","","","","","","","brock_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossPercenterUlti","Charge","ulti","","","true","","","50","","","","30","","","","","","","","800","-1","","","","","","","","","0","","2000","10","","","","","true","","","","","","","MegaBossColetteChargeProjectileArea","true","","","","","trail","","","1500","100","","","","","","","","","","","","","","colette_def_ulti","colette_def_ulti_cover","colette_def_overcharge","colette_def_overcharge_cover","","Rhinostep","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossPercenterSpawnTurrent","Attack","weapon","","","true","","1","150","","2000","","48","","","","","","1000","1","","-1","","1000","90","","1","","true","","","","","","1","6","","","true","","MegaBossPercenterSpawnTurrentProjectile","","","MegaBossPercenterTurret","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossPercenterTurrentSpawnPet","Attack","weapon","","","true","","1","150","","1000","","1","","","","","","1000","1","","-1","","1000","","","1","","true","","","","","","2","50","","","","","MegaBossPercenterTurrentPetProjectile","","","MegaBossPercenterPet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossPercenterPetSkill","Charge","weapon","","","true","","","300","","","","10","","","","","","","","250","-1","","","","","","","","","0","","2000","10","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","colette_def_ulti","colette_def_ulti_cover","colette_def_overcharge","colette_def_overcharge_cover","","Rhinostep","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxWeaponSkill","Attack","weapon","","","true","","","250","","600","","45","","","","","","1300","3","800","-1","","250","","23","5","","true","","","","","","","","","","true","","ChronomancerProjectile;ChronomancerProjectileSecondary","","","","","","","","","","","","","","","","","","","","","","","finx_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxSpawnTimebends","Attack","weapon","","","true","","1","150","","3000","","30","","","","","","1000","1","","-1","","800","360","10","1","","true","","","","","","","","","","","","MegaBossFinxTimebendProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxTowerStasis","Attack","weapon","","","","","1","250","","12000","","75","","","","","","500","3","","-1","","10000","","","","","","","","","","","","","","","","","","","","","","MegaBossFinxTowerTimebend","","","","","","follow","","","","","","","","","","","","luchador_attack","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxTowerPushAway","Attack","weapon","","","true","","1","50","","700","","2","","","","","","800","1","1200","-1","","600","300","","1","","","","400","","2000","","","","","","","","","","","","","MegaKenjiPushBack","","","","","","","","","","","","","","","","","","","","samurai_mega_atk1_slash","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxTimeStopShots","Attack","weapon","","","","","1","250","","150","500","45","","","","","","1800","","","-1","","1000","","","","","","","","","","","","","","","","","","","","","","MegaBossFinxTimeStopBulletExplosion","","","","","","follow","","","","","","","","","","","","shelly_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxTimeRift","Attack","weapon","","","","","1","250","","150","500","45","","","","","","1800","","","-1","","1000","","","","","","","","","","","","","","","","","","","","","","MegaBossFinxTimeRiftBulletExplosion","","","","","","follow","","","","","","","","","","","","shelly_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxKittenWeapon","Attack","weapon","","true","true","","","100","","250","","7","","","","","","800","3","300","-1","","300","150","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","AttacherWeaponAlternate","AttacherWeaponAlternateOvercharge","","","","","","","true","","","","","","","","","","","","TID_ATTACHER_WEAPON","","","","","","","",""
"MegaBossFinxSpawnKittens","Attack","weapon","","true","true","","1","150","","2500","","35","","","","","","1000","1","","-1","","500","360","10","1","","true","","","","","","1","","","","TRUE","","MegaBossFinxSpawnKittensProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxTimebendSelf","Attack","weapon","","true","","","1","250","","150","","50","","","","","","1800","3","","-1","","1000","","","","","","","","","","","","","","","","","","","","","","MegaBossFinxTimebendSelf","","","","","","follow","","","","","","","","","","","","luchador_attack","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxReturnedSpawnTimebends","Attack","weapon","","","true","","1","150","","3000","","35","","","","","","1000","1","","-1","","500","360","10","1","","true","","","","","","","","","","","","MegaBossFinxTimebendProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxReturnedWeaponSkill","Attack","weapon","","","true","","","250","","2000","","50","","","","","","1300","3","800","-1","","400","","23","5","","true","","","","","","","","","","true","","MegaBossFinxReturnChronomancerProjectile;MegaBossFinxReturnChronomancerProjectileSecondary","","","","","","","","","","","","","","","","","","","","","","","finx_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxPushAway","Attack","weapon","","","true","","1","50","","700","","5","","","","","","800","1","1200","-1","","600","300","","1","","","","400","","2000","","","","","","","","","","","","","MegaKenjiPushBack","","","","","","","","","","","","","","","","","","","","samurai_mega_atk1_slash","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxCharge","Charge","weapon","","","true","","1","50","","","","35","","","","","","","","1000","-1","","","","","","","","","200","","1500","1","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","boss_demogorgon_rush","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxTowerIdle","Attack","weapon","","","","","1","250","","1000","","75","","","","","","500","3","","-1","","1000","","","","","","","","","","","","","","","","","","","","","","MegaBossFinxTowerStasisAreaWarning","","","","","","","","","","","","","","","","","","luchador_attack","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"GladiatorGadgetSkillAmp","Attack","bonusSkill","","true","true","2","","250","15000","150","","22","","","","","","2000","1","800","-1","","100","0","","1","","true","","","","","","1","1","","","","","GladiatorGadgetSkillProjectileAmp","","","","","","","","","","","","","","","","GladiatorHealingItem","","","sc/ui.sc","icon_item_gladiator_1","","","bo_def_gadget1","bo_def_gadget1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DontSummonOvercharged","","","","","","","","",""
"GladiatorGadgetSkillWall","Attack","bonusSkill","","true","true","","","250","20000","150","","22","","","","","","2000","1","800","-1","","100","0","","1","","true","","","","","","1","1","","","","","GladiatorGadgetSkillProjectileWall","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_gladiator_2","","","bo_def_gadget1","bo_def_gadget1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DontSummonOvercharged;SnapAimToTile","","","","","","","","",""
"EnragerPullBuddy","Attack","bonusSkill","","true","true","","","250","18000","150","","20","","","","","","","1","","-1","","100","","","1","","true","","","","","","","","","","","","EnragerPullProjectileBuddy","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_edgar_1","icon_item_edgar_1","","","","edgar_gadget1_throw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EnragerGadgetBuddySpeedBoost",""
"EnragerOverchargedWeapon","Attack","weapon","","true","true","","","50","","450","","6","","","","","","700","3","540","-1","","100","0","11","1","true","true","","","","","","","","","","","","EnragerProjectile;EnragerProjectile;EnragerOverchargedLongRangeProjectile;EnragerOverchargedLongRangeProjectile","","","","","","","","","","","","","","","","","","","","","","","luchador_attack","","","","","","","","","","","","","","","","","","","","-50","","true","","","","","","","","","","","ChangingProjectileModifyDamageLastHalf","","","","","","","","",""
"PercenterOverchargedWeapon","Attack","weapon","","true","true","","","250","","150","","26","","","","","","1600","3","1100","-1","39","100","","","1","","true","","","","","","","","","","","","PercenterOverchargedProjectile","","","","","","","","","","","","","","","","","","","","","","","brock_def_atk","colette_def_buddy_oc_atk","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"PercenterCharmAttack","Attack","bonusSkill","","true","true","","","250","22000","150","","25","","","","","","2000","1","0","-1","","100","0","","1","","true","","","","","","1","1","","","","","PercenterCharmSkillProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_colette_1","","","colette_def_buddy_gadget1","colette_def_buddy_gadget1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UseWeaponAmmo","","","","","","","","",""
"PercenterCharmAttackBuddy","Attack","bonusSkill","","true","true","","","250","22000","150","","25","","","","","","2000","1","0","-1","","100","0","","1","","true","","","","","","1","1","","","","","PercenterCharmSkillBuddyProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_colette_1","","","colette_def_buddy_gadget1","colette_def_buddy_gadget1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UseWeaponAmmo","","","","","","","","",""
"PercenterLifestealAttack","Attack","bonusSkill","","true","true","","","250","17000","150","","25","","","","","","2000","3","500","-1","39","100","0","","1","","true","","","","","","1","1","","","","","PercenterLifestealProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_colette_2","","","colette_def_buddy_gadget2","colette_def_buddy_gadget2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UseWeaponAmmo","","","","","","","","",""
"PercenterLifestealAttackBuddy","Attack","bonusSkill","","true","true","","","250","17000","150","","25","","","","","","2000","3","500","-1","39","100","0","","1","","true","","","","","","1","1","","","","","PercenterLifestealBuddyProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_colette_2","","","colette_def_buddy_gadget2","colette_def_buddy_gadget2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UseWeaponAmmo","","","","","","","","",""
"KatanaKidWeaponSlash","Attack","weapon","","true","true","","2","300","","250","","11","","","","","","100","1","1100","-1","","150","260","","1","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","nori_def_atk_slash","","","","","","","","","","","","","1","","","","","","","","","true","","","","","","","","","","","UseHoldAim;ApplySkillSwapImmediatelyOnClient","","","40","","","","","",""
"KatanaKidWeaponRanged","Attack","weapon","","true","true","","2","300","","150","","8","","","24","","","100","1","720","-1","","100","","26","1","","true","","","","","","","","","","","","KatanaKidProjectile","","","","","","","","","","","","","","","","","","","","","","","nori_def_atk","","","","","","","","","","","","","1","","","","","","","","","true","","","","","","","","","","","UseHoldAim;ApplySkillSwapImmediatelyOnClient","","","40","","","","","",""
"KatanaKidWeaponFullChargeRanged","Attack","weapon","","true","true","","2","300","","150","","8","","","24","","","100","1","720","-1","","100","","26","1","","true","","","","","","","","","","","","KatanaKidFullChargeProjectile","","","","","","","","","","","","","","","","","","","","","","","nori_def_atk_max","","","","","","","","","","","","","1","","","","","","","","","true","","","","","","","","","","","UseHoldAim;ApplySkillSwapImmediatelyOnClient","","","40","","","","","",""
"KatanaKidUlti","Charge","ulti","","","true","","","50","","","","20","","","","","","","","1250","-1","","","","","","","","","","","5000","11","","","","","","","","","","","","","","KatanaKidUltiWarning","true","","","","","","","","","","","","","","","","","crow_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KatanaKidGadgetSkillFishNet","Attack","bonusSkill","","true","true","","2","50","20000","150","","22","","","","","","100","1","400","0","","100","","","1","","true","","","","","","","","","","","","KatanaKidGadgetSkillFishNetProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_nori_2","","","nori_def_gadget2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxReturnedSpawnKittens","Attack","weapon","","true","true","","1","150","","3000","","30","","","","","","1000","1","","-1","","300","360","10","1","","true","","","","","","1","","","","TRUE","","MegaBossFinxSpawnKittensProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"SuperNovaMagicalGirlUlti","Charge","ulti","","","true","","","600","","","","13","","","","","","","","1000","-1","","","","","","","","","","","2000","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140","","","","","",""
"SuperNovaMagicalGirlWeaponTransformed","Attack","weapon","","true","true","","","150","","250","","11","","","","","","700","3","1500","-1","","150","300","","1","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","MagicalGirlWeapon","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"FutureGirlWeapon","Attack","weapon","","true","true","","","500","","150","","24","","","","","","1450","3","1100","-1","","100","","","1","","true","","","","","","","","","","","","FutureGirlProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"FutureGirlUlti","Attack","ulti","","true","true","","","50","","250","","15","","","","","1","","","","-1","","200","","","1","","true","","","","","","1","1","","","","","FutureGirlUltiProjectile","","","FutureGirlTurret","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FutureGirlEscapeGadgetSkill","Charge","bonusSkill","","","true","1","","0","18000","","","15","","","","","","2400","1","","-1","","","","","","","","","","","3500","11","","","","","true","","","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_wendy_1","","","","","wendy_gadget_1_sfx","","","edgar_overcharged_ultiend","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FutureGirlProjectileGadgetSkill","Attack","bonusSkill","","true","true","","","250","18000","150","","30","","","","","","2000","1","1100","-1","","100","0","","1","","true","","","","","","1","1","","","","","FutureGirlGadgetProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_wendy_2","","","wendy_def_gadget2","wendy_def_gadget2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UseWeaponAmmo","","","","","","","","",""
"MegaBossBlackHoleWeapon","Attack","weapon","","","true","","","250","","800","","50","","","","","","2000","3","300","-1","","250","100","","3","","true","","","","","","","","","","true","","MegaBossBlackHoleProjectile","","","","","","","","","","","","","","","","","","","","","","","tara_008_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossBlackHoleUltiShield","Attack","ulti","","","true","","","250","","150","","45","","","","","","","","800","-1","","100","0","","1","","true","","","","","","1","","","","true","","MegaBossBlackHoleUltiShieldPetProjectile","","","","","","","","","","","","","","","","","","","","","","","blackhole_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossBlackHolePetShield","Attack","weapon","","","true","","","250","","","","20","","","","","","","","480","-1","","","","","1","","true","","","","","","","","","","","","MegaBossBlackHoleShieldPetProjectile","","","","","","","","","","","","","","","","","","","","","","","tara_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossBlackHoleUltiExplodingPet","Attack","ulti","","","true","","","250","","150","","45","","","","","","","","800","-1","","100","0","","1","","true","","","","","","1","","","","true","","MegaBossBlackHoleUltiExplodingPetProjectile","","","","","","","","","","","","","","","","","","","","","","","blackhole_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeGadgetSkillSendIt","Attack","bonusSkill","","true","true","","","250","22000","150","","20","","","","","","800","1","800","0","","100","0","5","1","","true","","","","","","","","","","","","MechaDudeSendItProjectile","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_meg_2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UseWeaponAmmo","","","","","","","","",""
"MechaDudeGadgetSkillSendItBuddy","Attack","bonusSkill","","true","true","","","250","22000","150","","22","","","","","","800","1","800","0","","100","0","5","1","","true","","","","","","","","","","","","MechaDudeSendItProjectileBuddy","","","","","","","","","","","","","","","","","","","sc/ui.sc","icon_item_meg_2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UseWeaponAmmo","","","","","","","","",""
"MegaBossBlackHoleSpreadAttack","Attack","weapon","","","true","","","500","","150","","27","","","","","","","","500","-1","","200","270","10","7","","true","","","","","","","","","","true","","MegaBossBlackholeSpreadProjectile","","","","","","","","","","","","","","","","","","","","","","","whirlwind_attack","griff_def_oc_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossRocketGirlWeaponBasic","Attack","weapon","","","true","","","250","","1500","","45","","","","","","2100","3","500","-1","","300","80","2","1","","true","","","","","","","","","","true","","MegaBossRocketGirlProjectileBasic","","","","","","","","","","","","","","","","","","","","","","","brock_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossRocketGirlUlti","Attack","weapon","","","true","","","250","","1250","","45","","","","","","","","500","-1","","150","120","9","1","","true","","","","","","","","","","","","MegaBossRocketGirlUltiProjectile","","","","","","","","","","","","","","","","","","","","","","","brock_012_ulti_atk","brock_012_oc_ulti_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossRocketGirlWeaponRotatingStream","Attack","weapon","","","true","","1","250","","4999","","45","","","","","","2100","","500","-1","","416","","27","1","","","","","","","","","","","","true","","MegaBossRocketGirlStreamProjectile","","","","","","","","","","","","","","","","","","","","","","","brock_012_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","360","","","","","",""
"MegaBossBlackHoleGravityWells","Attack","weapon","","","true","","","250","","2000","","40","","","40","","","","","500","-1","","400","800","","1","","true","","","","","","","","","","","","MegaBossBlackHoleGravityWellProjectile","","","","","","","","","","","","","","","","","","","","","","","blackhole_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossBlackHoleBoomerangWells","Attack","weapon","","","true","","","250","","2000","","40","","","40","","","","","500","-1","","2000","0","19","8","","true","","","","","","","","","","true","","MegaBossBlackHoleBoomerangWellProjectile","","","","","MegaBossBlackHoleGravityWellWarning","","","","","","follow","","","","","","","","","","","","blackhole_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
