"Name","Logic","Disabled","FileName","OwnExportName","BlueExportName","RedExportName","NeutralExportName","Layer","ExportNameTop","ExportNameTopRed","ExportNameObject","Effect","LoopingEffect","ScaleLoopingEffect","HitEffect","AllowEffectInterrupt","PlaybackType","RotationType","Scale","IgnoreFadeout","SkinnedCustomValue","BlueSCW","RedSCW","SCWLayer"
"Daredevil002DamageArea","DaredevilDamageArea","","sc/effects.sc","","","","","GroundHigh","","","","","gigi_002_atk_spin_impact","70","gigi_002_atk_spin_hit","","","","70","","","","",""
"Daredevil002UltiNoDamageLeave","DaredevilUltiNoDamageLeave","","sc/effects.sc","","","","","GroundHigh","","","","gigi_002_ulti_teleport_up","","100","","","","","70","","","","",""
"Daredevil002UltiNoDamageEnter","DaredevilUltiNoDamageEnter","","sc/effects.sc","","","","","GroundHigh","","","","gigi_002_ulti_teleport_down","","100","","","","","70","","","","",""
"Daredevil002UltiDamage","DaredevilUltiDamage","","sc/effects_brawler.sc","","","","","GroundHigh","","","","gigi_002_ulti_teleport_damage","","100","","","","","100","","","","",""
"Daredevil002UltiWarning","DaredevilUltiWarning","","sc/effects_brawler.sc","","","","","GroundHigh","","","","gigi_002_ulti_teleport_mark","","100","","TRUE","","","100","","","","",""
"DaredevilOverchargedUltiDamage","DaredevilUltiDamage","","sc/effects_brawler.sc","","","","","GroundHigh","","","","gigi_def_oc_ulti_teleport_damage","","100","","","","","100","","","","",""
"DaredevilOverchargedUltiWarning","DaredevilUltiWarning","","sc/effects_brawler.sc","","","","","GroundHigh","","","","gigi_def_oc_ulti_teleport_mark","","100","","TRUE","","","100","","","","",""
"TankBushGrowArea","TankBushGrowArea","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","170","","25","","",""
"TankBushGrowAreaLarge","TankBushGrowAreaLarge","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","300","","3","","",""
"HealOnMove","HealOnMove","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"BulletstormUltiMarkArea","BulletstormUltiMarkArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","pierce_def_ulti_area","","100","","","","","100","","","","",""
"BulletstormUltiOverchargedMarkArea","BulletstormUltiOverchargedMarkArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","pierce_def_oc_area","","100","","","","","100","","","","",""
"BulletstormAccessoryPushback","BulletstormAccessoryPushback","","sc/effects_brawler.sc","","","","","GroundHigh","","","","mode_heist_push","","100","","","","","350","","","","",""
"BulletstormUltiWarning","BulletstormUltiWarning","","sc/effects_brawler.sc","","","","","GroundHigh","","","","pierce_def_ulti_area_warning","","100","","","","","200","","","","",""
"BulletstormUltiOverchargedWarning","BulletstormUltiOverchargedWarning","","sc/effects_brawler.sc","","","","","GroundHigh","","","","pierce_def_oc_area_warning","","100","","","","","200","","","","",""
"Bulletstorm002UltiMarkArea","BulletstormUltiMarkArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","pierce_002_ulti_area","","100","","","","","100","","","","",""
"Bulletstorm002UltiWarning","BulletstormUltiWarning","","sc/effects_brawler.sc","","","","","GroundHigh","","","","pierce_002_ulti_area_warning","","100","","","","","200","","","","",""
"KnockBackReceivingDmg","KnockBackReceivingDmg","","sc/effects.sc","","","","","GroundHigh","","","","gadget_gene_push","","100","","","","","100","","","","",""
"ControllerVisionArea","ControllerVisionArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","240","","","","",""
"OnHitSpeedyUpArea","OnHitSpeedyUpArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","speedup_active","","100","","","","","20","","","","",""
"OnHitSpeedyUpAreaEffectOnly","OnHitSpeedyUpAreaEffectOnly","","sc/effects_brawler.sc","","","","","GroundHigh","","","","speedup_active","","100","","","","","40","","","","",""
"OnHitSpeedyUpArea_StarNovaAmber","OnHitSpeedyUpArea_StarNovaAmber","","sc/effects_brawler.sc","","","","","GroundHigh","","","","speedup_active","","100","","","","","20","","","","",""
"OnHitSpeedyUpArea_MaxNanoPower","OnHitSpeedyUpArea_MaxNanoPower","","sc/effects_brawler.sc","","","","","GroundHigh","","","","speedup_active","","100","","","","","20","","","","",""
"OnHitSpeedyUpArea_SamNanoPower","OnHitSpeedyUpArea_SamNanoPower","","sc/effects_brawler.sc","","","","","GroundHigh","","","","speedup_active","","100","","","","","20","","","","",""
"OnGadgetSpeedyUpArea","OnGadgetSpeedyUpArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","speedup_active","","100","","","","","100","","","","",""
"OnKillHealArea","OnKillHealArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","jaeyong_def_ulti","","100","","","","","100","","","","",""
"MegaBossDgPushBack","MegaBossDgPushBack","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","165","","","","",""
"MegaBossDgDamageArea","MegaBossDgDamageArea","","sc/effects.sc","","","","","GroundHigh","","","","doug_def_atk_area","","100","","","","","100","","","","",""
"MegaBossDgSpawnBullets","MegaBossDgSpawnBullets","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MegaBossVecPushBack","MegaBossVecPushBack","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","165","","","","",""
"MegaBossVecBigBlackhole","MegaBossVecBigBlackhole","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","boss_vecna_blackhole_center","","100","","","","","483","","","","",""
"MegaBossVecFreezeArea","MegaBossVecFreezeArea","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MegaBossVecFreezeExplosion","MegaBossVecFreezeExplosion","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","blackhole_ulti_damage","","100","","","","","100","","","","",""
"MegaBossFrankStunArea","MegaBossFrankStunArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","720","","","","",""
"MegaBossFrankStunIndicator","MegaBossFrankStunIndicator","","sc/effects.sc","range450_red","range450_red","range450_red","","GroundHigh","","","","","","100","","","","","720","","","","",""
"MegaBossFrankFireArea","MegaBossFrankFireArea","","sc/effects_brawler.sc","fireball_ground","fireball_ground","fireball_ground_red","","GroundHigh","","","","frank_boss_aoe_red","","100","","","","","50","","","","",""
"OneHPShieldPushback","OneHPShieldPushback","","sc/effects_brawler.sc","","","","","GroundHigh","","","","mode_heist_push","","100","","","","","350","","","","",""
"MegaBossFrankGroundWarning","MegaBossFrankGroundWarning","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MegaBossFrankGroundSpike","MegaBossFrankGroundSpike","","sc/effects.sc","","","","","GroundHigh","","","","ziggy_def_atk_explode","","100","","","","","100","","","","",""
"MegaBossVecClockSpawn","MegaBossVecClockSpawn","","sc/effects_brawler.sc","gadget_primo_meteor_target","gadget_primo_meteor_target","gadget_primo_meteor_target_red","","GroundHigh","gadget_primo_meteor","gadget_primo_meteor_red","","meteor_warning","","100","","","","","120","","","","",""
"MegaBossVecClockExplosion","MegaBossVecClockExplosion","","sc/effects.sc","","","","","GroundHigh","","","","gadget_primo_meteor","","100","","","","","168","","","","",""
"RogueliteLCardSqueak","RogueliteLCardSqueak","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_atk_explode","","100","","","","","100","","","","",""
"RogueliteLCardBombExplosion","RogueliteLCardBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_atk_explode","","100","","","","","150","","","","",""
"RogueliteLCardSlowArea","RogueliteLCardSlowArea","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed_red","","GroundHigh","","","","","","100","","","","","50","","","","",""
"MegaBossFrankPull","MegaBossFrankPull","","sc/effects.sc","range450_red","range450_red","range450_red","","GroundHigh","","","","frank_boss_blackhole","","300","","","","","600","","","","",""
"MegaBossFrankPullWarning","MegaBossFrankPullWarning","","sc/effects_brawler.sc","warning_bosskenji_spread","warning_bosskenji_spread","warning_bosskenji_spread","","GroundHigh","","","","boss_warning","","100","","","","","400","","","","",""
"RoguelikeShieldAreaEffect_S","RoguelikeShieldAreaEffect_S","","sc/effects_brawler.sc","","","","","object","","","","buff_shield_roguelite_s","","100","","","","","100","true","","","",""
"RoguelikeShieldAreaEffect_E","RoguelikeShieldAreaEffect_E","","sc/effects_brawler.sc","","","","","object","","","","buff_shield_roguelite_e","","100","","","","","100","true","","","",""
"RoguelikeShieldAreaEffect_L","RoguelikeShieldAreaEffect_L","","sc/effects_brawler.sc","","","","","object","","","","buff_shield_roguelite_l","","100","","","","","100","true","","","",""
"ShieldEffectInvulnerable","ShieldEffectInvulnerable","","sc/effects.sc","","","","","object","","","","spawn_shield","","100","","","","","100","true","","","",""
"ShieldEffectDamageDeduction","ShieldEffectDamageDeduction","","sc/effects.sc","","","","","object","","","","buff_shield","","100","","","","","100","true","","","",""
"MegaBossVecRockExplosion","MegaBossVecRockExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","boss_vecna_360warning","","100","","","","","60","","","","",""
"MegaBossVecRockExplosionDamage","MegaBossVecRockExplosionDamage","","sc/effects.sc","","","","","GroundHigh","","","","boss_vecna_360explosion","","100","","","","","200","","","","",""
"MegaBossVecRockExplosionBullets","MegaBossVecRockExplosionBullets","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","168","","","","",""
"MegaBossVecBlackholeDistanceAreaEffect","MegaBossVecBlackholeDistanceAreaEffect","","sc/effects_brawler.sc","gadget_primo_meteor_target","gadget_primo_meteor_target","warning_spawn_opposite","","GroundHigh","","","","boss_vecna_blackhole_far_warning","","100","","","","","319","","","","",""
"MegaBossVecBlackholeDistanceArea","MegaBossVecBlackholeDistanceArea","","sc/effects.sc","","","","","GroundHigh","","","","boss_vecna_blackhole_far","","100","","","","","100","","","","",""
"MegaBossVecBlackholeDistanceAreaStun","MegaBossVecBlackholeDistanceAreaStun","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","","","","","","122","","","","",""
"MegaBossVecBigBlackholeEffect","MegaBossVecBigBlackholeEffect","","sc/effects_brawler.sc","gadget_primo_meteor_target","gadget_primo_meteor_target","warning_spawn_opposite","","GroundHigh","","","","boss_vecna_blackhole_center_warning","","100","","","","","667","","","","",""
"MegaBossVecBlackholeDistanceAreaDmg","MegaBossVecBlackholeDistanceAreaDmg","","sc/effects.sc","","","","","GroundHigh","","","","boss_vecna_blackhole_far_damage","","100","","","","","150","","","","",""
"MegaBossVecTeleport","MegaBossVecTeleport","","sc/effects.sc","","","","","GroundHigh","","","","boss_vecna_teleport_start","","100","","","","","70","","","","",""
"MegaBossVecTeleportEnd","MegaBossVecTeleportEnd","","sc/effects.sc","","","","","GroundHigh","","","","boss_vecna_teleport_end","","100","","","","","70","","","","",""
"MegaBossFrankAddWarning","MegaBossFrankAddWarning","","sc/effects_brawler.sc","warning_bosskenji_spawn","warning_bosskenji_spawn","warning_bosskenji_spawn","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MegaBossFrankAddTrigger","MegaBossFrankAddTrigger","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"CactusOverchargedExplosion","CactusOverchargedExplosion","","sc/effects.sc","","","","","GroundHigh","","","","spike_def_oc_atk1_explosion","","100","","","","","70","","","","",""
"CactusOverchargedSpikeExplosion","CactusOverchargedSpikeExplosion","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"CactusOverchargedExplosion2","CactusOverchargedExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","spike_def_oc_atk2_explosion","","100","","","","","70","","","","",""
"MortisOverchargedBulletSpawner","MortisOverchargedBulletSpawner","","sc/effects_brawler_mortis.sc","mortis_def_oc_atk_area","mortis_def_oc_atk_area","mortis_def_oc_atk_area_red","","GroundHigh","","","","mortis_def_oc_atk_area","","100","","","","","145","","","","",""
"Mortis008OverchargedBulletSpawner","MortisOverchargedBulletSpawner","","sc/effects_brawler_mortis.sc","mortis_008_oc_atk_area","mortis_008_oc_atk_area","mortis_008_oc_atk_area_red","","GroundHigh","","","","mortis_008_oc_atk_area","","100","","","","","145","","","","",""
"CactusPoppingBuddy","CactusPoppingBuddy","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","","","","","","","","","","",""
"CactusCoverBuddy","CactusCoverBuddy","","sc/effects_brawler.sc","","","","","GroundHigh","","","","gadget_spike_cactus_healburst","","100","","","","","165","","","","",""
"ShellyBuddySPBurnArea","ShellyBuddySPBurnArea","","sc/effects.sc","","","","","GroundHigh","","","","brock_def_starpower","","100","","","","","28","","","","",""
"HammerDudeGadgetSkillBlockProjectilesAreaEffect","HammerDudeGadgetSkillBlockProjectilesAreaEffect","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"LoveBombExplosion","LoveBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","lovebombing_explosion","","100","","","","","100","","","","",""
"MenderGadgetSkillHealArea","MenderGadgetSkillHealArea","","sc/effects.sc","","","","","GroundHigh","","","","glowbert_def_gadget_heal","","100","","","","","125","","","","",""
"UndertakerGadgetSkillComboSpinnerAreaExplosion","UndertakerGadgetSkillComboSpinnerAreaExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","mortis_def_g1_shovel","","100","","","","","165","","","","",""
"UndertakerGadgetSkillComboSpinnerBuddyAreaExplosion","UndertakerGadgetSkillComboSpinnerBuddyAreaExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","mortis_def_g1_buffy_shovel","","100","","","","","165","","","","",""
"MegaBossStickyBombClusterExplosion","MegaBossStickyBombClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_atk_explode","","100","","","","","100","","","","",""
"MegaBossOverchargeStickyBombClusterExplosion","MegaBossOverchargeStickyBombClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_atk_explode","","100","","","","","100","","","","",""
"MegaStickyBombPushAwayArea","MegaStickyBombPushAwayArea","","sc/effects.sc","","","","","GroundHigh","","","","bo_def_ulti2_explosion","","100","","","","","133","","","","",""
"MegaStickyBombPushAwayExplosion","MegaStickyBombPushAwayExplosion","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_atk_explode","","100","","","","","100","","","","",""
"MegaBossGhostPushBack","MegaBossGhostPushBack","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","165","","","","",""
"MegaBossGhostSlap","MegaBossGhostSlap","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","165","","","","",""
"MegaBossGhostSlapLarge","MegaBossGhostSlapLarge","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","165","","","","",""
"HeistBombExplosion","HeistBombExplosion","","sc/effects.sc","gen_explosion_ring1_area","gen_explosion_ring1_area","gen_explosion_ring1_area","","GroundHigh","","","","buff_explosion_bomb_heist","","100","","","","","100","","","","",""
"ShadowdemonIndirectExplosion","ShadowdemonIndirectExplosion","","sc/effects.sc","","","","","GroundHigh","","","","sirius_def_atk_prj2_explode","","100","","","","","100","","","","",""
"ShadowdemonMinionTarget","ShadowdemonMinionTarget","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","sirius_def_ulti_arrow_indicator","100","","","","","100","","","","",""
"ShadowdemonMinionSummon","ShadowdemonMinionSummon","","sc/effects.sc","","","","","GroundHigh","","","","sirius_def_ulti_summon","","100","","","","","70","","","","",""
"ShadowdemonTeleportGadgetLeave","ShadowdemonTeleportGadgetLeave","","sc/effects.sc","","","","","GroundHigh","","","","sirius_def_gadget2_start","","100","","","","","70","","","","",""
"ShadowdemonTeleportGadgetEnter","ShadowdemonTeleportGadgetEnter","","sc/effects.sc","","","","","GroundHigh","","","","sirius_def_gadget2_end","","100","","","","","70","","","","",""
"MegaBossStickyBombExplosion","MegaBossStickyBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_atk_explode","","100","","","","","150","","","","",""
"MegaBossStickyBombExplosionLarge","MegaBossStickyBombExplosionLarge","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_atk_explode","","100","","","","","150","","","","",""
"MegaBossStickyBombUltiExplosionLarge","MegaBossStickyBombUltiExplosionLarge","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_ulti_explode","","100","","","","","150","","","","",""
"MegaBossStickyBombUltiExplosion","MegaBossStickyBombUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_ulti_explode","","100","","","","","150","","","","",""
"MegaBossStickyBombSlowArea","MegaBossStickyBombSlowArea","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed_red","","GroundHigh","","","","","","100","","","","","78","","","","",""
"MegaBossStickyBombSlowAreaLarge","MegaBossStickyBombSlowAreaLarge","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed_red","","GroundHigh","","","","","","100","","","","","105","","","","",""
"MegaBossStickyBombSlowAreaSmall","MegaBossStickyBombSlowAreaSmall","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed_red","","GroundHigh","","","","","","100","","","","","45","","","","",""
"MegaBossStickyBombSlowAreaTiny","MegaBossStickyBombSlowAreaTiny","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed_red","","GroundHigh","","","","","","100","","","","","30","","","","",""
"LoveBombSpawn","LoveBombSpawn","","sc/effects.sc","","","","","GroundHigh","","","","teleport_tile_arrive","","100","","","","","70","","","","",""
"MegaBossInsectManUltiDamageArea","MegaBossInsectManUltiDamageArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","boss_angelo_004_ulti_red","","100","","","","","500","true","","","",""
"MegaBossInsectManUltiDamageAreaLarge","MegaBossInsectManUltiDamageAreaLarge","","sc/effects_brawler.sc","","","","","GroundHigh","","","","boss_angelo_004_ulti_red_large","","100","","","","","1000","true","","","",""
"MegaBossInsectManPushAway","MegaBossInsectManPushAway","","sc/effects.sc","","","","","GroundHigh","","","","bo_def_ulti2_explosion","","100","","","","","133","","","","",""
"MegaBossInsectManBulletExplosion","MegaBossInsectManBulletExplosion","","sc/effects.sc","","","","","GroundHigh","","","","rt_005_ulti","","100","","","","","100","","","","",""
"MegaStickyBombPushAwayExplosionSmall","MegaStickyBombPushAwayExplosionSmall","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_atk_explode","","100","","","","","100","","","","",""
"MegaStickyBombPushAwayExplosionTiny","MegaStickyBombPushAwayExplosionTiny","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_atk_explode","","100","","","","","100","","","","",""
"UndertagerGadgetSkillBatsAreaEffect","UndertagerGadgetSkillBatsAreaEffect","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","70","","","","",""
"MegaBossGhostBulletExplode","MegaBossGhostBulletExplode","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_atk_explode","","100","","","","","100","","","","",""
"MegaBossRicoMoveBullet1","MegaBossRicoMoveBullet1","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MegaBossRicoMoveBullet2","MegaBossRicoMoveBullet2","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MegaBossRicoMoveBullet3","MegaBossRicoMoveBullet3","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MegaBossGhostSpookyArea","MegaBossGhostSpookyArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","shade_def_gadget2","","100","","","","","120","","","","",""
"MegaTrickshotDude2_360PushAwayBullet","MegaTrickshotDude2_360PushAwayBullet","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MegaTrickshotDude2_360PushAwayArea","MegaTrickshotDude2_360PushAwayArea","","sc/effects.sc","","","","","GroundHigh","","","","bo_def_ulti2_explosion","","100","","","","","133","","","","",""
"MegaTrickshotDude2_360Madness","MegaTrickshotDude2_360Madness","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MegaTrickshotDude2_360Madness2","MegaTrickshotDude2_360Madness2","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MegaTrickshotDude2_360Madness3","MegaTrickshotDude2_360Madness3","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MegaTrickshotDude2_360Madness4","MegaTrickshotDude2_360Madness4","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MegaBossMaisieUltiShockwave","MegaBossMaisieUltiShockwave","","sc/effects.sc","","","","","GroundHigh","","","","maisie_005_ulti_ground_red","","100","","","","","100","","","","",""
"MegaBossMaisieShockwaveBulletExplosion","MegaBossMaisieShockwaveBulletExplosion","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MegaBossMaisieBulletExplosion","MegaBossMaisieBulletExplosion","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MegaBossMaisieExplosionWarningEffect","MegaBossMaisieExplosionWarningEffect","","sc/effects_brawler.sc","gadget_primo_meteor_target","gadget_primo_meteor_target","warning_spawn_opposite","","GroundHigh","","","","boss_vecna_blackhole_far_warning","","100","","","","","159","","","","",""
"MegaBossMaisieExplosionAreaDmg","MegaBossMaisieExplosionAreaDmg","","sc/effects.sc","","","","","GroundHigh","","","","boss_vecna_blackhole_far_damage","","100","","","","","75","","","","",""
"MegaBossCrossBomberClusterExplosion","MegaBossCrossBomberClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion","","100","","","","","100","","","","",""
"MegaBossCrossBomberUltiClusterExplosion","MegaBossCrossBomberUltiClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion_ulti","","100","","","","","100","","","","",""
"MegaBossOverchargedCrossBomberUltiClusterExplosion","MegaBossOverchargedCrossBomberUltiClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_hc_explosion_ulti","","100","","","","","100","","","","",""
"MegaBossOverchargedCrossBomberUltiClusterExplosion2","MegaBossOverchargedCrossBomberUltiClusterExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_hc_explosion_ulti","","100","","","","","100","","","","",""
"MegaBossOverchargedCrossBomberUltiClusterExplosion3","MegaBossOverchargedCrossBomberUltiClusterExplosion3","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_hc_explosion_ulti","","100","","","","","100","","","","",""
"MegaBossCrossBomberClusterSecondExplosion","MegaBossCrossBomberClusterSecondExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion","","100","","","","","100","","","","",""
"MegaBossCrossBomberClusterSecondExplosion2","MegaBossCrossBomberClusterSecondExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion","","100","","","","","100","","","","",""
"MegaBossNitaMelee","MegaBossNitaMelee","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","165","","","","",""
"BowDudeSuperChargeAreaBuddy","BowDudeSuperChargeAreaBuddy","","sc/effects_brawler_bo.sc","bo_def_buddy_gadget1_area","bo_def_buddy_gadget1_area","bo_def_buddy_gadget1_area_red","","GroundHigh","","","","","","100","","","","","400","","","","",""
"BaseballGadgetSkillHealAreaEffect","BaseballGadgetSkillHealAreaEffect","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"BaseballGadgetSkillHealAreaEffectBuddy","BaseballGadgetSkillHealAreaEffectBuddy","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"BaseballGadgetSkillStickyAreaEffect","BaseballGadgetSkillStickyAreaEffect","","sc/effects.sc","","","","","GroundHigh","","","","bibi_def_gadget2_area","","100","","","","","100","","","","",""
"BaseballGadgetSkillStickyAreaEffectBuddy","BaseballGadgetSkillStickyAreaEffectBuddy","","sc/effects.sc","","","","","GroundHigh","","","","bibi_def_buddy_gadget2_area","","100","","","","","100","","","","",""
"NinjaInvisibleAreaBuddy","NinjaInvisibleAreaBuddy","","sc/effects_brawler_leon.sc","leon_def_buddy_gadget2_lollipop_area","leon_def_buddy_gadget2_lollipop_area","leon_def_buddy_gadget2_lollipop_area_red","","GroundHigh","","","","leon_def_buddy_gadget2_lollipop","leon_def_buddy_gadget2_lollipop_loop","100","","","","","290","","","","",""
"BullDudeStomp","BullDudeStomp","","sc/effects.sc","","","","","GroundHigh","","","","bull_def_gadget2_area","","100","","","","","80","","","","",""
"MegaBossAssaultShotgunExplosionWarningEffect","MegaBossAssaultShotgunExplosionWarningEffect","","sc/effects_brawler.sc","gadget_primo_meteor_target","gadget_primo_meteor_target","warning_spawn_opposite","","GroundHigh","","","","boss_vecna_blackhole_far_warning","","100","","","","","159","","","","",""
"MegaBossAssaultShotgunExplosionAreaDmg","MegaBossAssaultShotgunExplosionAreaDmg","","sc/effects.sc","","","","","GroundHigh","","","","boss_explosion","","100","","","","","75","","","","",""
"MegaBossAssaultShotgunBulletExplosion","MegaBossAssaultShotgunBulletExplosion","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MegaBossAssaultShotgunBulletExplosion2","MegaBossAssaultShotgunBulletExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MegaBossAssaultShotgunBulletExplosion3","MegaBossAssaultShotgunBulletExplosion3","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"MegaBossAssaultShotgunExplosionAreaDmgLarge","MegaBossAssaultShotgunExplosionAreaDmgLarge","","sc/effects.sc","","","","","GroundHigh","","","","boss_explosion_large","","133","","","","","100","","","","",""
"MegaBossAssaultShotgunBulletExplosionLarge","MegaBossAssaultShotgunBulletExplosionLarge","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","130","","","","",""
"MegaBossCrossBomberAreaEffectFire","MegaBossCrossBomberAreaEffectFire","","sc/effects_brawler.sc","","","","","GroundHigh","","","","toy_demon_area_ground","","100","","","","","50","","","","",""
"MegaBossCrossBomberAreaEffect","MegaBossCrossBomberAreaEffect","","sc/effects_brawler.sc","","","","","GroundHigh","","","","toy_demon_small_explosion","","100","","","","","150","","","","",""
"RedirecterUltiExplosion","RedirecterUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","najia_def_ulti2_land_explo","","100","","","","","100","","","","",""
"RedirecterPetUltiExplosion","RedirecterPetUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","najia_def_ulti2_explo","","100","","","","","100","","","","",""
"RedirecterPetUltiExplosionOvercharged","RedirecterPetUltiExplosionOvercharged","","sc/effects.sc","","","","","GroundHigh","","","","najia_def_oc_ulti2_explo","","100","","","","","100","","","","",""
"RedirecterCocoonExplosion","RedirecterCocoonExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","najia_def_gadget2_explo","","100","","","","","100","","","","",""
"RedirecterPoisonTrailArea","RedirecterPoisonTrailArea","","sc/effects.sc","","","","","GroundHigh","","","","najia_def_gadget1_poison","","100","","","","","70","","","","",""
"RedirecterOverchargedSnakePetPoisonTrailArea","RedirecterOverchargedSnakePetPoisonTrailArea","","sc/effects.sc","","","","","GroundHigh","","","","najia_def_oc_trail_poison","","100","","","","","70","","","","",""
"Bo_overcharged_atk_area","Bo_overcharged_atk_area","","sc/effects.sc","","","","","GroundHigh","","","","bo_def_buddy_oc_explosion","","100","","","","","70","","","","",""
"BoxBombExplosion","BoxBombExplosion","","sc/effects.sc","gen_explosion_ring1_area","gen_explosion_ring1_area","gen_explosion_ring1_area","","GroundHigh","","","","buff_explosion_bomb_heist","","100","","","","","100","","","","",""
