Name,WingType,WingPivot_Std,WingOffset_Std,WingScalePercent_Std,WingPivot_Spc,WingOffset_Spc,WingScalePercent_Spc,HaloPivot,HaloOffset,HaloScalePercent,HaloRotateEuler,NothingHereAfterIsExtension,WidgetEffects,ClientShowToHeroSkin,ClientShowPivot,ClientShowOffset,ClientShowPercent,ClientShowRotateEuler,QualifierId,QualifierFrame
SpeedyLeopard,,spine_upper_s,0;0;-2.2,80,spine_upper_s,0;0;-2.5,54,head_s,0;0;210,75,0;0;4,,,,,,,,,
ShieldTankCroc,,chest_s,0;-0.6;-2,90,chest_s,0;-0.9;-1.6,71,head_s,0;0;170,75,,,,,,,,,,
GunslingerMonkey,,chest_s,0;-0.5;-2.5,80,chest_s,0;-0.5;-2,68,head_s,0;15;170,80,0;0;12,,,,,,,,,
EnragerVigilante,,chest_s,0;0.2;-3,90,chest_s,0;-0.4;-2,55,head_s,0;0;165,80,,,,,,,,,,
SpeedyBlackPanther,,spine_upper_s,0;0;-2.2,80,spine_upper_s,0;0;-2.5,54,head_s,0;0;210,75,0;0;4,,,,,,,,,
MechaDudeBigJaguarAddon,,,,,,,,,,,,,,,,,,,,
MaisieMaisieCyber,,chest_s,0;-0.6;-1.3,70,chest_s,0;-1.6;-2.5,55,head_s,0;0;170,65,0;0;6,,,,,,,,,
FishTankShark,,Fishtank_body_s,0;-6;-6,130,Fishtank_body_s,0;-8;-10,130,Fishtank_body_s,0;0;550,115,0;0;-13,,,,,,,,,
MaisieSnake,,chest_s,0;-0.6;-1.3,70,chest_s,0;-1.6;-1.8,55,head_s,0;0;170,65,0;0;-6,,,,,,,,,
DuelistDefault,,chest_s,0;-0;-3.7,85,chest_s,0;-2.6;-3.7,68,head_s,0;0;180,80,0;0;13,,,,,,,,,
ReviverDefault,,chest_s,0;-0.5;-2.5,85,chest_s,0;-1;-2.4,60,head_s,0;0;196,75,0;0;35,,,,,,,,,
IceDudeStonetroll,,chest_s,0;-1;-3,75,chest_s,0;-2;-3.1,62,head_s,0;0;210,75,0;0;-10,,,,,,,,,
AssaultShotgunTreasure,,chest_s,0;-0.2;-3.7,90,spine_upper_s,0;-4.2;-5.5,75,head_s,0;0;335,88,0;0;-22,,,,,,,,,
JesterWoodspirit,,chest_s,0;-0.5;-3,80,chest_s,0;-0.6;-3.6,45,head_s,0;0;195,75,0;0;15,,,,,,,,,
BaseballPirate,,chest_s,0;0;-1.7,70,chest_s,0;0.5;-3.1,48,head_s,0;0;170,75,0;0;15,,,,,,,,,
ArcadeHauntedHouse,,chest_s,0;-1;-3.9,85,chest_s,0;-1.5;-3.4,69,chest_s,0;0;310,95,0;0;8,,,,,,,,,
MechaDudePirate,,chest_s,0;-0.7;-3.8,75,chest_s,0;-0.4;-0.7,37,head_s,0;20;195,70,0;0;10,,,,,,,,,
MechaDudeBigPirate,,,,,,,,,,,,,,,,,,,,
MechaDudeBigPirateAddon,,,,,,,,,,,,,,,,,,,,
CannonGirlUnicorn,,chest_bonnie_s,0;-0.5;-2,60,chest_bonnie_s,0;-0.8;-2,40,head_s,0;0;220,70,0;0;-15,,,,,,,,,
CannonGirlSmallUnicorn,,chest_s,0;-0.5;-2,60,,,,head_s,0;0;220,70,0;0;-15,,,,,,,,,
DamageBoosterHauntedHouse,,,,,,,,,,,,,,,,,,,,
PowerLevelerKraken,,chest_s,0;-4;-6.5,110,chest_s,0;-4.4;-6.2,110,head_s,0;0;310,100,0;0;-10,,,,,,,,,
JetpackGirlDarkFairy,,chest_s,0;-0.6;-5.4,95,chest_s,0;-1.2;-4.3,68,head_s,0;50;240,70,,,,,,,,,,
CannonGirlSoccer,,chest_bonnie_s,0;-0.5;-2,60,chest_bonnie_s,0;-0.8;-2,40,head_s,0;0;165,70,0;0;-15,,,,,,,,,
CannonGirlSmallSoccer,,chest_s,0;-0.5;-2,60,,,,head_s,0;0;165,70,0;0;-15,,,,,,,,,
ReviverDraco,,chest_s,0;-1.5;-4.6,85,chest_s,0;-1;-3,60,head_s,0;0;196,75,0;0;35,,,,,,,,,
DuelistToxic,,chest_s,0;-0;-3.7,85,chest_s,0;-2.6;-3.7,68,head_s,0;0;180,80,0;0;13,,,,,,,,,
DuelistBrain,,chest_s,0;-0;-3.7,85,chest_s,0;-2.4;-3.5,70,head_s,0;0;200,80,0;0;20,,,,,,,,,
CookerDefault,,chest_s,0;-2.7;-5,120,chest_s,0;-3.8;-8.3,110,head_s,0;0;260,110,0;0;-10,,,,,,,,,
ConductorDefault,,Back_skull_s,0;-2.6;-3,80,Back_skull_s,0;-3.8;-2.7,76,head_s,0;0;196,75,,,,,,,,,,
StickyBombUniversity,,chest_s,0;-0.5;-3.1,92,chest_s,0;-1.3;-5.6,63,head_no_turn_s,0;0;185,80,0;0;5,,,,,,,,,
RosaUniversity,,chest_s,0;0;-2.8,90,spine_upper_s,0;1.2;-4.6,76,head_s,0;0;200,80,0;0;5,,,,,,,,,
FishTankWasteland,,Fishtank_body_s,0;-6;-10,130,Fishtank_body_s,0;-8;-8.4,130,Fishtank_body_s,0;0;550,115,0;0;-13,,,,,,,,,
RollerUniversity,,chest_s,0;-1;-3,90,chest_s,0;-2.5;-2.4,60,head_s,0;0;175,75,0;0;7,,,,,,,,,
MaisieWasteland,,chest_s,0;-0.6;-1.3,70,chest_s,0;-1.6;-2.5,55,head_s,0;0;180,65,0;0;6,,,,,,,,,
PuppeteerWasteland,,chest_s,0;-0.5;-2.3,80,chest_s,0;-0.5;-2.8,58,head_s,0;0;235,75,,,,,,,,,,
DuelistWasteland,,chest_s,0;-0;-3.7,85,chest_s,0;-2.7;-3.5,68,head_s,0;0;180,80,0;0;13,,,,,,,,,
Beamerharvest,,chest_s,0;-0.2;-1.8,85,chest_s,0;1;-3.3,60,head_s,0;0;180,75,0;0;-10,,,,,,,,,
UndertakerUndertakerHockey,,chest_s,0;-0.3;-2.3,90,chest_s,0;0;-3.2,66,head_s,0;0;165,80,0;0;10,,,,,,,,,
JetpackGirlMoon,,chest_s,0;0.4;-4.2,95,chest_s,0;-0.6;-3.9,64,head_s,0;50;240,70,,,,,,,,,,
EnragerMecha,,chest_s,0;0.2;-4.4,90,chest_s,0;-0.4;-3.3,75,head_s,0;0;165,80,,,,,,,,,,
CookerRare,,chest_s,0;-2.7;-5,120,chest_s,0;-3.8;-8.5,110,head_s,0;0;260,110,0;0;-10,,,,,,,,,
ConductorRare,,Back_skull_s,0;-2.6;-3,80,Back_skull_s,0;-3.8;-2.7,76,head_s,0;0;196,75,,,,,,,,,,
CookerDeepsea,,chest_s,0;-2.5;-3.6,120,chest_s,0;-3.8;-7.7,110,head_s,0;0;260,110,0;0;-5,,,,,,,,,
HaloDefault,,,,,,,,,,,,,Halo_twinke,,,,,,,
WingDefault,Wing_Std,,,,,,,,,,,,Wing_feather;Wing_feather_R,,,,,,,
HaloAngelBlack,,,,,,,,,,,,,Halo_twinke_dark,,,,,,,
WingAngelBlack,Wing_Std,,,,,,,,,,,,Wing_feather_dark;Wing_feather_R_dark,,,,,,,
HaloMechaPurple,,,,,,,,,,,,,Halo_twinke_MechaPurple,,,,,,,
WingMechaPurple,Wing_Spc,,,,,,,,,,,,Wing_feather_MechaPurple;Wing_feather_MechaPurple_01;Wing_feather_MechaPurple_R;Wing_feather_MechaPurple_R_01,,,,,,,
HaloMechaBlueWhite,,,,,,,,,,,,,Halo_twinke_MechaPurple,,,,,,,
WingMechaBlueWhite,Wing_Spc,,,,,,,,,,,,Wing_feather_MechaWhite;Wing_feather_MechaWhite_01;Wing_feather_MechaWhite_R;Wing_feather_MechaWhite_R_01,,,,,,,
CactusAstronaut,,chest_s,0;-0.5;-4,85,chest_s,0;-2.3;-3.7,56,head_s,0;0;190,80,0;0;20,,,,,,,,,
UndertakerTron,,chest_s,0;-0.3;-2,90,chest_s,0;0;-3.5,56,head_s,0;0;200,80,,,,,,,,,,
CrossBomberHindu,,chest_s,0;-0.5;-7.7,100,chest_s,0;0.2;-7.4,80,head_s,0;0;185,85,,,,,,,,,,
BowDudeHindu,,chest_s,0;-1;-5,100,chest_s,0;-1;-4.9,82,head_s,0;0;200,85,0;0;-55,,,,,,,,,
HammerDudeHindu,,chest_s,0;-3;-3.5,95,chest_s,0;-3;-3.2,88,head_s,0;0;175,90,0;0;12,,,,,,,,,
WeaponThrowerDarkcircus,,chest_s,0;-0.6;-3.5,95,chest_s,0;-0.6;-3.5,92,head_s,0;0;175,80,0;0;7,,,,,,,,,
EnragerEnragerMecha01,,chest_s,0;0.2;-4.4,90,chest_s,0;-0.4;-3.3,75,head_s,0;0;170,80,,,,,,,,,,
EnragerEnragerMecha00,,chest_s,0;0.2;-4.4,90,chest_s,0;-0.4;-3.7,75,head_s,0;0;170,80,,,,,,,,,,
SnakeOilDarkcircus,,chest_s,0;-0.5;-3.5,85,chest_s,0;-1.2;-4.5,48,head_s,0;0;160,75,0;0;10,,,,,,,,,
CocoonerDefault,,chest_s,0;0;-3.6,90,chest_s,0;-0.4;-3.7,75,head_s,0;0;190,80,,,,,,,,,,
CocoonerCocoonDefault,,,,,,,,,,,,,,,,,,,,
CocoonerPetDefault,,,,,,,,,,,,,,,,,,,,
ShotgunGirlBrawloween,,chest_s,0;-1;-1.7,80,chest_s,0;-1;-1.4,58,head_s,0;30;200,70,0;0;-5,,,,,,,,,
ShamanDarkcircus,,chest_s,0;-0.4;-2.2,65,chest_s,0;-0.4;-3,46,head_s,0;15;170,80,,,,,,,,,,
ShamanPetDarkcircus,,,,,,,,,,,,,,,,,,,,
KickerDudeMake,,chest_s,0;-1.3;-2.4,80,chest_s,0;-2.2;-2.8,58,head_s,0;0;190,75,0;0;15,,,,,,,,,
DuplicatorDarkcircus,,chest_s,0;-1;-3.1,85,chest_s,0;-1;-3,58,head_s,0;0;230,75,0;0;25,,,,,,,,,
NinjaBrawloween,,chest_s,0;1;-2.3,80,chest_s,0;0;-3.5,45,head_s,0;0;160,75,0;0;22,,,,,,,,,
CocoonerRosie,,chest_s,0;0;-3.6,90,chest_s,0;-0.4;-3.7,75,head_s,0;0;195,80,,,,,,,,,,
DuplicatorCholaChroma,,chest_s,0;-1;-3,85,chest_s,0;-1.2;-3,58,head_s,0;0;230,75,0;0;15,,,,,,,,,
SoulCollectorRare,,chest_s,0;-0.5;-1.8,65,chest_s,0;-0.2;-2.4,46,head_s,0;0;165,75,,,,,,,,,,
BowDudeHinduChroma,,chest_s,0;-1;-5,100,chest_s,0;-1;-4.9,82,head_s,0;0;200,85,0;0;-55,,,,,,,,,
CocoonerRare,,chest_s,0;0;-3.6,90,chest_s,0;-0.4;-3.7,75,head_s,0;0;190,80,,,,,,,,,,
CocoonerCocoonRare,,,,,,,,,,,,,,,,,,,,
CocoonerCocoonRosie,,,,,,,,,,,,,,,,,,,,
CocoonerPetRosie,,,,,,,,,,,,,,,,,,,,
CocoonerPetRare,,,,,,,,,,,,,,,,,,,,
GunslingerRedux,,,,,,,,,,,,,,,,,,,,
ShotgunGirlElectronictoy,,chest_s,0;-1;-1.7,80,chest_s,0;-1.6;-1.6,58,head_s,0;30;190,70,0;0;-5,,,,,,,,,
GunslingerElectronictoy,,chest_s,0;-0.5;-2.5,80,chest_s,0;-1;-2,68,head_s,0;15;170,80,,,,,,,,,,
BowDudeSagittarius,,chest_s,0;-1;-5.4,100,chest_s,0;-1;-4.9,82,head_s,0;0;175,85,0;0;-55,,,,,,,,,
WingElectronictoyAircraft,Wing_Spc,,,,,,,,,,,,wing_dianwan_effect_01,,,,,,,
HaloElectronictoyMissile,,,,,,,,,,,,,HaloMissile_effect_01,,,,,,,
HaloElectronictoyTetris,,,,,,,,,,,,,HaloTetris_effect_01,,,,,,,
RollerCapricorn,,chest_s,0;-1.5;-3,50,chest_s,0;-1.5;-3,30,head_s,0;0;210,80,0;0;7,,,,,,,,,
WingBoxBlueOrange,Wing_Spc,,,,,,,,,,,,,,,,,,,
ShotgunGirlElectronictoyOrange,,chest_s,0;-1;-1.7,80,chest_s,0;-1.6;-1.6,58,head_s,0;30;190,70,0;0;-5,,,,,,,,,
GunslingerElectronictoyGreen,,chest_s,0;-0.5;-2.5,80,chest_s,0;-1;-2,68,head_s,0;15;170,80,,,,,,,,,,
LeaperDefault,,chest_s,0;0.5;-3.5,70,chest_s,0;-0.7;-3,55,head_s,0;0;220,85,0;0;-6,,,,,,,,,
AttacherDefault,,chest_s,0;0.5;-1.8,70,chest_s,0;-0.7;-3.6,55,head_s,0;0;195,85,0;0;-6,,,,,,,,,
HammerDudeClashKingChromaRed,,chest_s,0;-2.4;-4.2,100,chest_s,0;-2.4;-3.7,80,head_s,0;0;185,90,,,,,,,,,,
RollerChristmas,,chest_s,0;-1;-4.4,100,chest_s,0;-1.8;-5.5,64,chest_s,0;0;230,90,0;0;-9,,,,,,,,,
SilencerWorldfinals,,chest_s,0;-0.6;-1.5,45,chest_s,0;-1.2;-1.9,28,tap_s,0;0;80,40,0;0;12,,,,,,,,,
SniperCarnival,,chest_s,0;-1;-5.4,80,chest_s,0;-1.2;-4.6,48,head_s,0;0;170,60,0;0;23,,,,,,,,,
LuchadorSuperbowl,,chest_s,0;-1;-3.9,100,chest_s,0;-2;-3.5,80,head_s,0;15;170,90,,,,,,,,,,
Leaperwukong,,chest_s,0;0.5;-3.5,70,chest_s,0;-0.7;-4,55,head_s,0;0;265,85,0;0;-6,,,,,,,,,
LeaperRare,,chest_s,0;0.5;-3.5,70,chest_s,0;-0.2;-4.5,55,head_s,0;0;265,85,0;0;-6,,,,,,,,,
KickerDudeFuriousChroma,,chest_s,0;-1.3;-3.7,80,chest_s,0;-0.7;-3,58,head_s,0;0;170,75,0;0;-8,,,,,,,,,
HammerDudeClashKingChromaBlue,,chest_s,0;-2.4;-4.2,100,chest_s,0;-2.4;-3.7,80,head_s,0;0;185,90,,,,,,,,,,
TwinsDefault,,chest_s,0;0;-2.4,70,chest_s,0;0.5;-1.8,46,head_s,0;0;190,75,0;0;-8,,,,,,,,,
TwinsPetDefault,,chest_s,0;0;-2.4,70,chest_s,0;0.5;-1.8,46,head_s,0;0;190,75,0;0;-8,,,,,,,,,
Cactuscartoon,,chest_s,0;-0.5;-4,85,chest_s,0;-2.3;-3.7,56,head_s,0;0;190,80,0;0;20,,,,,,,,,
LeaperDarkXmas,,chest_s,0;0.5;-3.5,70,spine_lower_s,0;-2.0;-4.5,55,head_s,0;0;265,85,0;0;-6,,,,,,,,,
MechanicValentines,,chest_s,0;0;-4,65,hips_s,0;-0.5;-4,55,head_s,0;0;192,75,,,,,,,,,,
MechanicTurretValentines,,chest_s,0;0;-4,65,hips_s,0;-0.5;-4,55,head_s,0;0;192,75,,,,,,,,,,
MechanicDoll,,chest_s,0;0.9;-4.3,65,chest_s,0;1;-4.8,55,head_s,0;0;192,75,,,,,,,,,,
MechanicTurretDoll,,chest_s,0;0;-4,65,hips_s,0;-0.5;-4,55,head_s,0;0;192,75,,,,,,,,,,
Percenteranime,,chest_s,0;0;-2,80,chest_s,0;0;-2.3,50,head_s,0;0;180,75,0;0;10,,,,,,,,,
AttacherBoxer,,chest_s,0;0.5;-1.8,75,chest_s,0;-0.7;-3.6,55,head_s,0;0;265,85,0;0;-6,,,,,,,,,
DeadMariachiorigins,,chest_s,0;-2;-6,65,chest_s,0;-3;-6.2,45,head_s,0;0;212,75,0;0;20,,,,,,,,,
TrickshotDudeDevil,,chest_s,0;-3;-3.7,90,chest_s,0;-3.5;-3,75,head_s,0;0;170,75,,,,,,,,,,
TwinsRare,,chest_s,0;0;-2.4,70,chest_s,0;0.5;-1.8,46,head_s,0;0;190,75,0;0;-8,,,,,,,,,
AttacherRare,,chest_s,0;0.5;-1.8,70,chest_s,0;-0.7;-4,55,head_s,0;0;235,85,0;0;-6,,,,,,,,,
GunslingerDarkAngel,,chest_s,0;-0.5;-5.2,80,chest_s,0;-1;-4,68,head_s,0;15;170,80,,,,,,,,,,
PercenteranimeChromaGreen,,chest_s,0;0;-2,80,chest_s,0;0;-2.3,50,head_s,0;0;180,75,0;0;10,,,,,,,,,
PercenteranimeChromaYellow,,chest_s,0;0;-2,80,chest_s,0;0;-2.3,50,head_s,0;0;180,75,0;0;10,,,,,,,,,
ArcadeVirusChroma,,chest_s,0;-1;-4.3,85,chest_s,0;-0.5;-3.9,79,chest_s,0;0;200,95,0;0;-10,,,,,,,,,
AttacherBoxerChromaGoldpaw,,chest_s,0;0.5;-1.8,75,chest_s,0;-0.7;-3.9,55,head_s,0;0;265,85,0;0;-6,,,,,,,,,
AttacherBoxerChromaDarkpaw,,chest_s,0;0.5;-1.8,75,chest_s,0;-0.7;-3.9,55,head_s,0;0;265,85,0;0;-6,,,,,,,,,
TwinsPetRare,,chest_s,0;0;-2.4,70,chest_s,0;0.5;-1.8,46,head_s,0;0;190,75,0;0;-8,,,,,,,,,
DamageBoosterVirusChroma,,,,,,,,,,,,,,,,,,,,
MummyAquarius,,chest_s,0;-1;-2.2,80,chest_s,0;-1;-1.2,52,head_s,0;0;320,85,0;0;10,,,,,,,,,
IllustratedHandbookSpike,,,,,,,,,,,,,,,,,,,,
IllustratedHandbookBook,,,,,,,,,,,,,,,,,,,,
IllustratedHandbookGiftshop,,,,,,,,,,,,,,,,,,,,
WingBoxRedOrange,Wing_Spc,,,,,,,,,,,,,,,,,,,
SniperPisces,,hips_s,0;-2;-2,35,hips_s,0;-0.9;-3.2,28,hair_01_s,0;0;90,60,0;0;23,,,,,,,,,
WingElectronictoyAircraftYellow,Wing_Spc,,,,,,,,,,,,wing_dianwan_effect_02,,,,,,,
EnragerThief,,chest_s,0;0.2;-4.4,90,chest_s,0;-0.4;-3.3,55,head_s,0;0;165,80,,,,,,,,,,
ShotgunGirlDancer,,chest_s,0;0;-1.7,80,chest_s,0;0;-1.3,58,head_s,0;30;190,70,0;0;-5,,,,,,,,,
NinjaMecha,,chest_s,0;-0;-2,80,chest_s,0;-0;-1.5,45,head_s,0;0;175,75,0;0;22,,,,,,,,,
StickyBombOffice,,chest_s,0;-0.5;-3.5,92,chest_s,0;-1.3;-7.6,63,head_no_turn_s,0;0;185,80,0;0;5,,,,,,,,,
AxeJugglerDefault,,chest_s,0;0;-4.3,80,chest_s,0;0;-4.3,58,head_s,0;30;170,70,0;0;-5,,,,,,,,,
LuchadorBabyShark,,chest_s,0;-1;-3.4,100,chest_s,0;-2;-3.2,80,head_s,0;15;170,90,0;0;8,,,,,,,,,
TntDudeDynastic,,chest_s,0;-0.6;-2,80,hips_s,0;-1.2;-7.3,70,head_s,0;0;200,85,,,,,,,,,,
InsectManDefault,,chest_s,0;-0;-2.8,75,chest_s,0;-0;-3.2,55,head_s,0;0;175,75,,,,,,,,,,
CactusPoop,,chest_s,0;-0.5;-3.3,85,chest_s,0;-1.1;-3.2,56,head_s,0;0;190,80,,,,,,,,,,
MechanicSkadi,,chest_s,0;0.9;-5,65,chest_s,0;0.8;-4.8,55,head_s,0;0;192,75,0;0;27,,,,,,,,,
MechanicTurretSkadi,,chest_s,0;0.2;-4,65,hips_s,0;0;-4,55,head_s,0;0;212,75,0;0;27,,,,,,,,,
SoulCollectorSally,,chest_s,0;-0.5;-2.5,65,chest_s,0;-0.2;-3,46,hat_01_s,0;0;100,75,,,,,,,,,,
RocketGirlBrown,,chest_s,0;-1;-4.8,75,chest_s,0;-1;-5,60,head_s,0;20;300,75,0;0;-10,,,,,,,,,
BaseballThor,,chest_s,0;0;-2.4,70,chest_s,0;0.5;-2.8,48,head_s,0;0;165,75,0;0;5,,,,,,,,,
PowerLevelerGenie,,chest_s,0;-4;-6.5,110,chest_s,0;-4;-9.8,100,head_s,0;0;220,100,0;0;10,,,,,,,,,
ConductorScorpion,,chest_s,0;0;-1,70,chest_s,0;0;-6,76,head_s,0;0;196,75,,,,,,,,,,
ShotgunGirlDancerBlue,,chest_s,0;0;-1.7,80,chest_s,0;0;-1.3,58,head_s,0;30;190,70,0;0;-5,,,,,,,,,
ShotgunGirlDancerPurple,,chest_s,0;0;-1.7,80,chest_s,0;0;-1.3,58,head_s,0;30;190,70,0;0;-5,,,,,,,,,
RopeDudeFenrir,,chest_s,0;0;-3.5,95,chest_s,0;0;-7.7,63,head_s,0;0;170,75,0;0;-5,,,,,,,,,
KickerDudeBaseballRed,,chest_s,0;0;-2.4,80,chest_s,0;-0.7;-3.6,58,head_s,0;0;170,75,0;0;-8,,,,,,,,,
GunslingerMecha,,chest_s,0;-0.5;-2.5,80,chest_s,0;-1;-3.2,68,head_s,0;15;170,80,,,,,,,,,,
PercenterCony,,chest_s,0;0;-2.3,80,chest_s,0;-1;-3.1,55,head_s,0;0;270,75,0;0;10,,,,,,,,,
RopeDudeFenrirRed,,chest_s,0;0;-3.5,95,chest_s,0;0;-7.7,63,head_s,0;0;170,75,0;0;-5,,,,,,,,,
DuelistOdin,,chest_s,0;-0;-3.7,85,chest_s,0;-1.8;-3.5,68,head_s,0;0;180,80,0;0;13,,,,,,,,,
MaisieGold,,chest_s,0;-0.6;-1.3,70,chest_s,0;-1.6;-2.5,55,head_s,0;0;170,65,0;0;6,,,,,,,,,
MaisieSilver,,chest_s,0;-0.6;-1.3,70,chest_s,0;-1.6;-2.5,55,head_s,0;0;170,65,0;0;6,,,,,,,,,
CookerGold,,chest_s,0;-2.7;-5,120,chest_s,0;-3.8;-9,110,head_s,0;0;260,110,0;0;-10,,,,,,,,,
CookerSilver,,chest_s,0;-2.7;-5,120,chest_s,0;-3.8;-9,110,head_s,0;0;260,110,0;0;-10,,,,,,,,,
SplitterGold,,chest_s,0;-0.6;-5.3,95,chest_s,0;-4.5;-5.4,95,head_s,0;0;230,93,0;0;27,,,,,,,,,
SplitterSilver,,chest_s,0;-0.6;-5.3,95,chest_s,0;-4.5;-5.4,95,head_s,0;0;230,93,0;0;27,,,,,,,,,
DuelistGold,,chest_s,0;-0;-3.7,85,chest_s,0;-2.6;-3.7,68,head_s,0;0;180,80,0;0;13,,,,,,,,,
DuelistSilver,,chest_s,0;-0;-3.7,85,chest_s,0;-2.6;-3.7,68,head_s,0;0;180,80,0;0;13,,,,,,,,,
NinjaMechaLight,,chest_s,0;-0;-2,80,chest_s,0;-0;-1.5,45,head_s,0;0;175,75,0;0;22,,,,,,,,,
RopeDudeFenrirBlack,,chest_s,0;0;-3.5,95,chest_s,0;0;-7.7,63,head_s,0;0;170,75,0;0;-5,,,,,,,,,
KickerDudeBaseballBlue,,chest_s,0;0;-2.4,80,chest_s,0;-0.7;-3.6,58,head_s,0;0;170,75,0;0;-8,,,,,,,,,
NinjaMechaDark,,chest_s,0;-0;-2,80,chest_s,0;-0;-1.5,45,head_s,0;0;175,75,0;0;22,,,,,,,,,
GunslingerMechaGold,,chest_s,0;-0.5;-2.5,80,chest_s,0;-1;-3.2,68,head_s,0;15;170,80,,,,,,,,,,
GunslingerMechaPurple,,chest_s,0;-0.5;-2.5,80,chest_s,0;-1;-3.2,68,head_s,0;15;170,80,,,,,,,,,,
JesterLoki,,chest_s,0;0.5;-4,80,chest_s,0;0.3;-3.9,55,head_s,0;0;195,75,0;0;8,,,,,,,,,
ReviverGold,,chest_s,0;-0.5;-2.5,85,chest_s,0;-1;-3,60,head_s,0;0;196,75,0;0;35,,,,,,,,,
ReviverSilver,,chest_s,0;-0.5;-2.5,85,chest_s,0;-1;-3,60,head_s,0;0;196,75,0;0;35,,,,,,,,,
AxeJugglerRare,,chest_s,0;0;-4.3,80,chest_s,0;0;-4.3,58,head_s,0;30;170,70,0;0;-5,,,,,,,,,
InsectManRare,,chest_s,0;-0;-2.8,75,chest_s,0;-0;-3.2,55,head_s,0;0;175,75,,,,,,,,,,
SplitterLegsSilver,,,,,,,,,,,,,,,,,,,,
SplitterLegsGold,,,,,,,,,,,,,,,,,,,,
TrophyCritterDefault,,,,,,,,,,,,,,,,,,,,
HaloAngelGold,,,,,,,,,,,,,Halo_twinke_gold_k2,,,,,,,
WingAngelGold,Wing_Std,,,,,,,,,,,,Wing_star_gold_k2;Wing_star_R_gold_k2,,,,,,,
HaloAngelPink,,,,,,,,,,,,,Halo_twinke_pink_k2,,,,,,,
WingAngelPink,Wing_Std,,,,,,,,,,,,Wing_star_pink_k2;Wing_star_R_pink_k2,,,,,,,
UndertakerTronYellow,,chest_s,0;-0.3;-2,90,chest_s,0;0;-3.5,56,head_s,0;0;200,80,,,,,,,,,,
UndertakerTronPink,,chest_s,0;-0.3;-2,90,chest_s,0;0;-3.5,56,head_s,0;0;200,80,,,,,,,,,,
BullDudeTaurus,,chest_s,0;-2;-3.5,110,chest_s,0;-1.6;-3,88,head_s,0;30;220,85,0;0;-11,,,,,,,,,
CactusJazz,,chest_s,0;0;-3.3,85,chest_s,0;-1.1;-4,56,head_s,0;0;230,80,,,,,,,,,,
CocoonerVirus,,chest_s,0;0;-6.5,90,chest_s,0;-0.4;-6.3,75,head_s,0;0;190,80,,,,,,,,,,
CocoonerCocoonVirus,,,,,,,,,,,,,,,,,,,,
CocoonerPetVirus,,,,,,,,,,,,,,,,,,,,
RocketGirlVirus,,hips_s,0;-1.5;-5.8,75,hips_s,0;-1;-4.7,60,head_s,0;20;165,75,0;0;10,,,,,,,,,
TwinsVirus,,chest_s,0;0;-2.4,70,chest_s,0;0.5;-2.5,46,head_s,0;0;190,75,0;0;-8,,,,,,,,,
TwinsPetVirus,,,,,,,,,,,,,,,,,,,,
KickerDudeVirus,,chest_s,0;-0.3;-3,80,chest_s,0;0.7;-3.6,58,head_s,0;0;170,60,0;0;-8,,,,,,,,,
ShamanGodzilla,,chest_s,0;0.2;-2.2,65,chest_s,0;0.1;-3.8,46,head_s,0;15;170,80,,,,,,,,,,
ShamanPetGodzilla,,,,,,,,,,,,,,,,,,,,
RopeDudeGodzilla,,chest_s,0;0;-4.5,95,chest_s,0;-1.4;-5,63,head_s,0;0;170,75,0;0;-5,,,,,,,,,
FleaGodzilla,,spaceship_main_s,0;-4.5;-7.2,170,spaceship_main_s,0;-4.5;-9.2,160,spaceship_main_s,0;0;500,140,,,,,,,,,,
FleaPetGodzilla,,,,,,,,,,,,,,,,,,,,
FleaBigEggGodzilla,,,,,,,,,,,,,,,,,,,,
BeeSniperVirus,,chest_s,0;0;-4.2,70,chest_s,0;0;-4.3,48,head_s,0;0;180,75,0;0;15,,,,,,,,,
HammerDudeVacation,,chest_s,0;-2;-3.4,90,chest_s,0;-2;-3.2,80,head_s,0;0;150,90,,,,,,,,,,
SnakeOilTropical,,chest_s,0;-0.5;-4,85,chest_s,0;-1.5;-3.7,48,head_s,0;0;180,75,0;0;39,,,,,,,,,
UndertakerGala,,chest_s,0;-0.3;-2,90,chest_s,0;0;-3,56,head_s,0;0;230,80,,,,,,,,,,
SandstormMake,,chest_s,0;1.2;-4,75,spine_upper_s,0;0.7;-2.8,45,head_fixed_s,0;0;230,75,0;0;15,,,,,,,,,
HookDudeMake,,spine_upper_s,0;-0.5;-3.7,90,spine_upper_s,0;-1.1;-3.8,46,head_s,0;0;210,90,,,,,,,,,,
BaseballGamer_remake,,chest_s,0;0;-2.4,70,chest_s,0;0.5;-2.4,48,head_s,0;0;165,75,0;0;5,,,,,,,,,
BlackHoleStreetNinja_remake,,chest_s,0;-0.7;-2,90,chest_s,0;-1.2;-2.4,50,head_s,0;0;160,75,,,,,,,,,,
PowerLevelerKnight_red,,chest_s,0;-4;-6.5,110,chest_s,0;-4;-6.2,100,head_s,0;0;220,100,0;0;10,,,,,,,,,
RocketGirlRanger_red,,hips_s,0;-2.5;-4,75,hips_s,0;-1.6;-4.6,60,head_s,0;20;155,75,0;0;10,,,,,,,,,
RocketGirlRanger_blue,,hips_s,0;-2.5;-4,75,hips_s,0;-1.6;-4.6,60,head_s,0;20;155,75,0;0;10,,,,,,,,,
