"TID","PT"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Desbloqueio da conta indisponível"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","O desbloqueio da conta não está disponível no momento. Tente novamente mais tarde!"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Tentar novamente"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Código de desbloqueio inválido!"
"TID_ACCOUNT_LOCKED_TITLE","Conta bloqueada"
"TID_ACCONT_LOCKED_TEXT","Sua conta foi bloqueada por motivos de segurança. Insira o código de desbloqueio para recuperar a conta."
"TID_ACCOUNT_LOCKED_TEXT2","Insira o código de desbloqueio aqui:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","Toque para confirmar"
"TID_NOT_ENOUGH_GEMS_TITLE","Gemas insuficientes."
"TID_NOT_ENOUGH_GEMS_INFO","\n\nVocê precisa de mais gemas. Compre-as na loja."
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","Ir para a loja"
"TID_COIN_DOUBLER_TITLE","Comprar duplicador de fichas"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","Adicionar fichas ao duplicador de fichas"
"TID_COIN_DOUBLER_INFO","Duplica as próximas <c2edd1b><AMOUNT></c> fichas obtidas nas batalhas."
"TID_COIN_DOUBLER_INFO_WITH_COINS","Adicione <c2edd1b><AMOUNT></c> fichas ao duplicador de fichas.\n\nAs fichas ganhas nas batalhas são duplicadas com o duplicador de fichas."
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","Dano por dinamite"
"TID_STARS_1","Cuidado! Você tem uma <ce662f9>GEMA</c>!"
"TID_STARS_2","Cuidado! Você tem algumas <ce662f9>GEMAS</c>!"
"TID_STARS_3","Cuidado! Você tem muitas <ce662f9>GEMAS</c>!"
"TID_STARS_4","Cuidado! Você tem um montão de <ce662f9>GEMAS</c>!"
"TID_GATCHA_BUTTON_TITLE","CAIXA BRAWL"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","CAIXA GRANDE"
"TID_EVENT_LOCKED","Bloqueado"
"TID_SPECIAL_EVENT_TITLE_TOP","EVENTO ESPECIAL:"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","ativo por"
"TID_SPECIAL_EVENT_STATUS_FUTURE","começando em"
"TID_EVENT_COMING_UP_INFO","Este evento começará em <TIME>"
"TID_ROCKET_BEACH_SKIN","BROCK PRAIANO"
"TID_CACTUS_PINK_SKIN","SPIKE ROSA"
"TID_SHAMAN_PANDA_SKIN","NITA PANDA"
"TID_CROW_WHITE_SKIN","CORVO BRANCO"
"TID_BULL_HAIR_SKIN","BULL VIKING"
"TID_TRICKSHOT_GOLD_SKIN","RICOCHET MEDALHISTA DE OURO"
"TID_BARKEEP_GOLD_SKIN","BARLEY DOURADO"
"TID_GUNSLINGER_ROCKSTAR_SKIN","COLT ROQUEIRO"
"TID_STAT_HEAL","Cura"
"TID_LUCHADOR_RUDO_SKIN","PRIMO EL RUDO"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","Comprar"
"TID_EVENTS_NEW_EVENT","Novo evento!"
"TID_SETTINGS_BRAWLHINTS","Dicas de batalha"
"TID_COLLECTED_COINS_INFO","Você coletou <CURRENT> fichas de <MAX> em <PLANET>."
"TID_COLLECTED_COINS_INFO_CAPPED","Você coletou todas as fichas disponíveis em <PLANET>."
"TID_FIRST_WIN_INFO","Ganhe uma <cff8E1b>ficha estrela</c> na primeira vitória contra outros jogadores."
"TID_TICKET_COUNTER_INFO","Encontre ingressos de evento nas Caixas Brawl.\n\nUse-os para \qbrawl-talhar\q aqui!"
"TID_NOT_ENOUGH_TICKETS","Ingressos insuficientes"
"TID_EVENT_LIST_GAME_ROOMS","NOVA EQUIPE"
"TID_EVENT_LIST_WELCOME","Bem-vindo ao Brawl Stars!"
"TID_COOP","Modo cooperativo"
"TID_COOP_NOT_SUPPORTED","O modo cooperativo não é disponível neste evento."
"TID_PRACTISE_NOT_SUPPORTED","O treino não é disponível neste evento."
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Novo login no Facebook"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Quer vincular o seu jogo atual a esta conta do Facebook?"
"TID_BUTTON_OKAY","OK"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","Pré-requisito do ícone: <HERO>"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","Convide seus amigos\npara jogar!"
"TID_EVENT_POPUP_HIGHSTAKES_INFO","Você pode usar vários ingressos por partida para ganhar melhores recompensas."
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 x 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","Único sobrevivente"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 x 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","Três jogadores contra robôs"
"TID_HIGHSTAKES_REWARDS","Recompensas: <COUNT>"
"TID_HIGHSTAKES_COST","Ingressos: <COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","Sair do Brawl Stars?"
"TID_POPUP_ANDROID_EXIT","Quer mesmo sair do Brawl Stars?"
"TID_ROOM_NOT_SUPPORTED","Equipes não estão disponíveis neste evento."
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Falha na compra"
"TID_ERROR_POP_UP_PURCHASE_FAILED","O servidor de cobrança não responde. Tente novamente mais tarde."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","Ok"
"TID_IAP_NOT_AVAILABLE","Habilite as compras no aplicativo nas configurações de restrições do dispositivo."
"TID_NEWS_TITLE","NOTÍCIAS"
"TID_STAT_DAMAGE_PER_ARROW","Dano por flecha"
"TID_STAT_DAMAGE_PER_MINE","Dano por armadilha"
"TID_STAT_DAMAGE_PER_SPIKE","Dano por espinho"
"TID_STAT_DAMAGE_PER_DAGGER","Dano por facada"
"TID_FRIENDS_FACEBOOK_CONNECTED","Facebook conectado"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","Conecte-se ao Facebook para ver seus amigos aqui!"
"TID_FRIENDS_NO_FRIENDS","Sem amigos"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","ENVIAR PEDIDO DE AMIZADE"
"TID_FRIENDS_TITLE_1_NO_COUNT","AMIGOS"
"TID_FRIENDS_TITLE_1","AMIGOS (<COUNT>)"
"TID_FRIENDS_TITLE_2","SUGESTÕES DE AMIGOS"
"TID_FRIENDS_TITLE_3","CONVITES DE AMIZADE"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","<COUNT> PARTIDAS RECENTES EM EQUIPE"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","UMA PARTIDA RECENTE EM EQUIPE"
"TID_FRIENDS_NO_ENTRIES_TAB_2","SEM SUGESTÕES DE AMIZADE"
"TID_FRIENDS_NO_ENTRIES_TAB_3","CONVITES DE AMIZADE"
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","Não é possível remover amigos de redes sociais."
"TID_FRIEND_REQUEST_ACCEPT","ACEITAR"
"TID_FRIEND_REQUEST_REJECT","RECUSAR"
"TID_FRIEND_REQUEST_REASON_1","DE UM CLUBE"
"TID_FRIEND_REQUEST_REASON_2","DE UMA EQUIPE"
"TID_FRIEND_REQUEST_REASON_3","<AMOUNT> PARTIDAS RECENTES EM EQUIPE"
"TID_FRIEND_REQUEST_REASON_4","<AMOUNT> PARTIDAS RECENTES EM EQUIPE"
"TID_FRIEND_POPOVER_PROFILE","PERFIL"
"TID_FRIEND_POPOVER_REMOVE","REMOVER"
"TID_FRIEND_POPOVER_SPECTATE","ASSISTIR"
"TID_FRIEND_POPOVER_YOU","Olha você aqui!"
"TID_REMOVE_FRIEND_POPUP_REMOVE","REMOVER"
"TID_REMOVE_FRIEND_POPUP_CANCEL","CANCELAR"
"TID_REMOVE_FRIEND_POPUP_TITLE","REMOVER AMIGO"
"TID_REMOVE_FRIEND_POPUP_BODY","Quer mesmo remover <NAME> da sua lista de amigos?"
"TID_UNLOCK_SKIN_CONTENT","\n\nCOMPRAR O VISUAL <NAME>"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","Conexão perdida"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","Outro dispositivo está conectado a esse jogo."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","Recarregar"
"TID_BAD_CONNECTION","Conexão de rede fraca"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Alerta do Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Esta conta do Facebook já está vinculada a outro jogo do Brawl Stars. Deseja vinculá-la ao jogo atual?"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","A recompensa do evento grátis foi resgatada."
"TID_GEM_BUY_CONFIRMATION","<AMOUNT> gemas recebidas!"
"TID_BLOCKED_TEAM_READY","Exibição indisponível após selecionar \qPronto\q!"
"TID_TEAM_CANNOT_INVITE_WHILE_READY","Convite indisponível após selecionar \qPronto\q!"
"TID_SHOTGUN_BANDITA_SKIN","SHELLY BANDIDA"
"TID_SHUTDOWN_STARTED","O jogo estará indisponível dentro de 5 minutos para um curto intervalo de manutenção."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","Desculpe, os servidores estão em manutenção. Tente novamente dentro de algumas horas."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","Desculpe, os servidores estão em manutenção. Tente novamente dentro de duas horas."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Desculpe, os servidores estão em manutenção. Tente novamente dentro de uma hora e meia."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","Desculpe, os servidores estão em manutenção. Tente novamente dentro de uma hora."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","Desculpe, os servidores estão em manutenção. Tente novamente dentro de <value> minutos."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","Desculpe, os servidores estão em manutenção. Tente novamente dentro de alguns minutos."
"TID_SHUTDOWN_BATTLE_DISABLED","O jogo estará indisponível dentro de alguns minutos por motivos de manutenção. Não será possível iniciar novas partidas até que a manutenção termine."
"TID_TEAM_SEARCH_NO_TEAM_CODE","Inserir código de equipe"
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","Você não tem permissão para aceitar ou recusar os pedidos."
"TID_CLAN_RESPONSE_71","Há um período de espera entre cada expulsão realizada pelos peritos."
"TID_STAT_MAX_DAMAGE","Dano no alcance máximo"
"TID_STAT_DAMAGE_PER_BOMB","Dano por granada"
"TID_ELDER_KICK_FAIL_COOLDOWN","Você expulsou um integrante do clube recentemente. Tente novamente em <time>."
"TID_LUCHADOR_KING_SKIN","EL REY PRIMO"
"TID_PLAYER_DEFEATED_BR","Brawler derrotado"
"TID_BALL_1","Bocha"
"TID_HINT_GET_BALL","Acerte a <cdaa520>bola</c>!"
"TID_LASER_BALL_INTRO_TEXT","Faça dois gols para vencer!"
"TID_AFK_WARNING","Inatividade detectada! Por favor, mexa-se!"
"TID_AFK_DISCONNECTED_MSG","Você foi desconectado por inatividade ou conexão de rede fraca."
"TID_AFK_BANNED_MSG","Você foi banido da batalha atual por inatividade ou conexão de rede fraca. Você poderá voltar à partida assim que a batalha terminar."
"TID_AFK_DISCONNECTED_TITLE","Desconexão por inatividade"
"TID_AFK_BANNED_TITLE","Banido da batalha"
"TID_AFK_RELOAD","Recarregar"
"TID_GAME_MODE_7","TODOS CONTRA UM"
"TID_GAME_MODE_7_DESC","Cinco jogadores tentam derrotar um BRAWLER CHEFÃO.\n\nComo BRAWLER CHEFÃO, você vai ter uma enorme vantagem de poder e muitos pontos de vida, que vão se esvaindo aos poucos. Desafie os caçadores e continue no jogo o máximo que puder!\n\nComo um dos caçadores, você precisa trabalhar junto aos seus colegas para derrubar o BRAWLER CHEFÃO o mais rápido possível!"
"TID_BOSS_INTRO_TEXT_ATTACK","Derrote o BRAWLER CHEFÃO o mais rápido possível."
"TID_BOSS_INTRO_TEXT_DEFEND","Você é o BRAWLER CHEFÃO! Sobreviva o máximo de tempo possível!"
"TID_BOSS_1","Colina da calamidade"
"TID_SEASON_END_POPUP_TITLE","A TEMPORADA TERMINOU"
"TID_SEASON_END_POPUP_REWARD","RECOMPENSA DO FINAL DA TEMPORADA"
"TID_SEASON_END_POPUP_GOLD_VALUE","<VALUE>"
"TID_COIN_META_MIGRATION_TITLE","Mudanças importantes!"
"TID_COIN_META_MIGRATION_OK","TUTORIAL"
"TID_COIN_META_MIGRATION_TXT_1","Brawl Stars conta com um jeito novo de melhorias de personagem, no qual os Brawlers mudam de nível à medida que ganham pontos de poder suficientes. Seu atual progresso foi convertido em \qNível do Brawler\q."
"TID_COIN_META_MIGRATION_TXT_2","Você receberá Caixas Brawl para Tokens de melhoria não usados e algumas caixas extras para garantir que você não perca seu progresso."
"TID_COIN_META_MIGRATION_TXT_3","O jogo agora é na horizontal e é comandado com dois controles."
"TID_COIN_META_MIGRATION_TXT_4","O acelerador de moedas foi retirado e convertido em gemas."
"TID_BOLTS_MIGRATION_TITLE","Mudanças importantes!"
"TID_BOLTS_MIGRATION_OK","Ok"
"TID_BOLTS_MIGRATION_INFO","O novo sistema de melhoria Brawler não usa mais elixir. Seu elixir e melhorias anteriores foram substituídas por <BOLTS> Tokens de melhoria. Use-os para melhorar seus Brawlers!\n\nBrawlers duplicados e fichas também foram removidos do jogo. Suas fichas foram substituídas por <GEMS> gemas. Aproveite!"
"TID_BOLTS_MIGRATION_ELIXER_TOKEN","SEU ELIXIR VIROU TOKENS DE MELHORIA"
"TID_BOLTS_MIGRATION_CHIP_GEM","SUAS FICHAS FORAM CONVERTIDAS EM GEMAS"
"TID_STAT_HEALING_PER_SEC","Cura por segundo"
"TID_STAT_DAMAGE_PER_CARD","Dano por carta"
"TID_OVERTIME","Prorrogação!"
"TID_STARTER_PACK_XP_REQ","Oferta especial por alcançar o nível de experiência <XPLEVEL>!"
"TID_VALUE","valor"
"TID_SHOP_ONE_TIME_PURCHASE","Esta oferta é limitada a UMA compra!"
"TID_HINT_MAKE_GOAL_1","ARRASTE o <ccc0033>CONTROLE VERMELHO</c> para mirar!"
"TID_BALL_2","Drible triplo"
"TID_BALL_3","Tiro de meta"
"TID_STARTER_PACK_1","PACOTE DE NÍVEL 5"
"TID_STARTER_PACK_2","PACOTE DE NÍVEL 15"
"TID_STARTER_PACK_3","PACOTE DE NÍVEL 25"
"TID_IAP_XMAS2018_PACK","Pacote de Fim de Ano"
"TID_IAP_XMAS2018_PACK_DESC","Ho, ho, ho!"
"TID_BLACKHOLE_DEFAULT_SKIN","Padrão"
"TID_GOLD_CAP_HIT","Limite de fichas atingido."
"TID_GATCHA_BUTTON_BOX_STACK_FULL","Pilha de caixa cheia!"
"TID_COOP_1","Pachinko"
"TID_GAME_MODE_8","CAOS CIBERNÉTICO"
"TID_GAME_MODE_8_DESC","Defenda o cofre dos robôs gananciosos! Quanto mais tempo defender, maior a recompensa!\n\nOs robôs vão atacar o cofre vindo de todos os lados em números cada vez maiores. Faça de tudo para defender o máximo que puder!"
"TID_COOP_INTRO_TEXT","Defenda o cofre pelo maior tempo possível!"
"TID_SELECT_EVENT_POPUP_TITLE","Selecionar evento"
"TID_BARREL_BOT","DARRYL"
"TID_BARREL_BOT_DESC","Darryl tem um ataque forte de escopeta dupla. No Super, ele é imprudente e sai rolando dentro de seu barril quicante!"
"TID_BARREL_BOT_WEAPON","DOSE DUPLA"
"TID_BARREL_BOT_WEAPON_DESC","As espingardas de cano duplo do Darryl disparam duas rajadas de curta distância que causam dano pesado."
"TID_BARREL_BOT_ULTI","RODA PIÃO"
"TID_BARREL_BOT_ULTI_DESC","Darryl vai adiante rolando dentro de seu barril, empurrando os inimigos e quicando nas paredes. Seu Super recarrega com o tempo!"
"TID_ARTILLERY_DUDE","PENNY"
"TID_ARTILLERY_DUDE_DESC","Penny dispara um saco de moedas, causando dano no alvo e qualquer um atrás dele. Seu Super é uma torreta em estilo morteiro!"
"TID_ARTILLERY_DUDE_WEAPON","OURO DE TOLO"
"TID_ARTILLERY_DUDE_WEAPON_DESC","Uma metralhada de ouro de tolo. Ao atingir o inimigo, o saco explode e as moedas saem à caça do inimigo mais próximo!"
"TID_ARTILLERY_DUDE_ULTI","ATIRADOR EXPERIENTE"
"TID_ARTILLERY_DUDE_ULTI_DESC","Penny prepara o seu canhão de longo alcance para acabar com os inimigos, mesmo que estejam escondidos."
"TID_ITEM_NAME_SPECIAL","PODER DE ESTRELA"
"TID_HERO_INFO_ITEM_LOCKED","Você encontra este item após o nível <LEVEL>."
"TID_HERO_INFO_LOCKED_INFO","Desbloqueie o Brawler nas Caixas Brawl."
"TID_HERO_INFO_LOCKED_INFO_RANK_TRACK","Obtenha <SCORE> troféus para desbloquear."
"TID_SPEC_ABI_FREEZE","Xeque-mate"
"TID_SPEC_ABI_BERSERKER","Berserker"
"TID_SPEC_SELF_DESTRUCT","Vingança"
"TID_SPEC_ABI_CACTUS_HEAL","Solo fértil"
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK","Uso medicinal"
"TID_SPEC_ABI_REPAIR_TURRET","Energizador"
"TID_SPEC_ABI_PET_LIFESTEAL","Amigo-urso"
"TID_SPEC_ABI_STEAL_SOULS","Coleta sinistra"
"TID_SPEC_ABI_SPOT","Olhos de águia"
"TID_SPEC_ABI_AMBUSH","Emboscada"
"TID_SPEC_ABI_BLACK_HOLE_MONSTER","Portal sombrio"
"TID_SPEC_ABI_SPEED","Botas estilosas"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK","Abraço de mamãe"
"TID_SPEC_BOUNCED_BULLETS_STRONGER","Pula-pula"
"TID_SPEC_ABI_FIRE_DOT_ULTI","El Fuego"
"TID_SPEC_LAST_STAND","Canto do Cisne"
"TID_SPEC_BURN","Incendiário"
"TID_SPEC_CRIPPLE","Aura venenosa"
"TID_SPEC_ABI_BARREL_DEFENSE","Tambor de ferro"
"TID_SPEC_HEAL_MAIN_ATTACK","Musicoterapia"
"TID_SPEC_ABI_FREEZE_DESC","A Superbala da Shelly diminui a velocidade do inimigo por <c00cc00><VALUE1></c> segundos!"
"TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC","+<c00cc00><VALUE2></c> no dano de arma e no Super contra os Brawlers com <VALUE1>% ou menos de saúde."
"TID_SPEC_ABI_BERSERKER_DESC","Quando a saúde do Bull fica abaixo de <c00cc00><VALUE1>%</c>, sua velocidade de recarregamento duplica!"
"TID_SPEC_SELF_DESTRUCT_DESC","Dynamike sai de cena com estilo! Ele deixa de presente seis dinamites que causam dano de <c00cc00><VALUE1></c> cada."
"TID_SPEC_ABI_CACTUS_HEAL_DESC","Ao usar seu Super, Spike readquire <c00cc00><VALUE1></c> de saúde a cada segundo que fica na área de alcance do ataque."
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC","Barley recupera <c00cc00><VALUE1></c> de saúde a cada ataque principal."
"TID_SPEC_ABI_REPAIR_TURRET_DESC","Disparando choques com sua arma, Jessie restaura a sua torreta em <c00cc00><VALUE1></c> do total de saúde."
"TID_SPEC_ABI_PET_LIFESTEAL_DESC","Nita recupera <c00cc00><VALUE1></c> de saúde cada vez que seu urso acerta um inimigo. Quando ela inflige dano, o urso recupera <c00cc00><VALUE2></c> de saúde."
"TID_SPEC_ABI_STEAL_SOULS_DESC","Mortis pode absorver a essência vital dos inimigos derrotados, recuperando <c00cc00><VALUE1></c> da sua saúde."
"TID_SPEC_SPOT_FROM_AIR_DESC","Ao usar seu Super, Corvo e seus aliados podem ver os inimigos escondidos!"
"TID_SPEC_HEAL_MAIN_ATTACK_DESC","Os aliados atingidos pelo ataque do Poco recuperam <c00cc00><VALUE1></c> de saúde."
"TID_SPEC_ABI_SPOT_DESC","Bo consegue achar os inimigos escondidos de uma distância incrível e compartilha a localização deles com os aliados!"
"TID_SPEC_ABI_AMBUSH_DESC","O ataque da Piper inflige <c00cc00>+<VALUE1></c> de dano (no alcance máximo) quando ela estiver escondida numa moita."
"TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC","O Super da Tara abre um portal dimensional e sua versão sombria aparece para atacar os inimigos!"
"TID_SPEC_ABI_TODO_DESC","Habilidade especial não definida"
"TID_SPEC_ABI_SPEED_DESC","A agilidade do Colt pode ser aumentada com um belo par de botas estilosas novas!"
"TID_SPEC_ABI_PUSHBACK_SELF_DESC","Dynamike consegue surfar as ondas de explosões das suas dinamites para pular os obstáculos!"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC","Sempre que usa seu ataque \qChuva de Sucata\q, Pam cura a si mesma e aos aliados, restituindo a todos <c00cc00><VALUE1></c> de saúde."
"TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC","As balas do Ricochet, tanto as do ataque normal quanto as do Super, são sobrecarregadas no momento em que ricocheteiam e infligem +<c00cc00><VALUE1></c> de dano!"
"TID_SPEC_ABI_FIRE_DOT_ULTI_DESC","Os inimigos atingidos pelo Super do El Primo queimarão por 4 segundos, levando dano de <c00cc00><VALUE1></c>!"
"TID_SPEC_LAST_STAND_DESC","Poco toca o Canto do Cisne ao ser derrotado e seus aliados próximos recuperam<c00cc00><VALUE1></c> de saúde!"
"TID_SPEC_BURN_DESC","O impacto do ataque do Brock incendeia o chão, e os inimigos naquela área levam <c00cc00><VALUE1></c> de dano por segundo!"
"TID_SPEC_ABI_BARREL_DEFENSE_DESC","O Super do Darryl reforça seu barril, reduzindo o dano que ele recebe em <c00cc00><VALUE2>%</c> por <c00cc00><VALUE1></c> segundos."
"TID_SPEC_CRIPPLE_DESC","O veneno do Corvo enfraquece os inimigos e faz com que eles inflijam <c00cc00><VALUE1>%</c> menos dano enquanto estiverem envenenados."
"TID_SEASON_ENDED_NOTI","A temporada terminou. Há recompensas esperando por você!"
"TID_BATTLE_ROYALE_7","Encrenca em dobro"
"TID_GAME_MODE_9","COMBATE DUPLO"
"TID_GAME_MODE_9_COMBINED","COMBATE"
"TID_GAME_MODE_9_DESC","Derrote as outras quatro equipes. Caso seja derrotado, você voltará em breve ao jogo se ainda tiver um aliado vivo!"
"TID_WAVE_APPROACHING","Onda <number>"
"TID_TEAMS_LEFT","Equipes restantes: <num>"
"TID_TEAM_MATE_RESPAWNING","Aliado voltando em: <num>"
"TID_BOSS_APPROACHING","Onda <number>: <ccc0000>Megarrobô chegando!</c>"
"TID_COOP_2","Cotovelo de ferro"
"TID_BOSS_2","Rei da Mola Toupeira"
"TID_BEAR_DAMAGE","Dano do urso"
"TID_BEAR_HEALTH","Saúde do urso"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM","Equipes de dois"
"TID_SPEC_ABI_PUSHBACK_SELF","Salto explosivo"
"TID_VIEW_PROFILE_BUTTON","Ver perfil"
"TID_REPORT_PLAYER_BUTTON","DENUNCIAR"
"TID_CHAT_REPORT_CONFIRMATION_TITLE","Denunciar <name>?"
"TID_CHAT_REPORT_CONFIRMATION","\n\nTem certeza de que deseja denunciar <name> por conduta inadequada?"
"TID_PLAYER_ALREADY_REPORTED","Este jogador já foi denunciado!"
"TID_STARTER_PACK_4","Pacote de nível 35"
"TID_NEED_HERO","Não é possível comprar o visual. É preciso desbloquear o Brawler primeiro."
"TID_EVENT_ENDING","<GAMEMODE> termina em breve!"
"TID_TEAM_DISPLAY_TITLE_CLAN","EQUIPES DO CLUBE"
"TID_TEAM_DISPLAY_TITLE_FRIENDS","EQUIPES DE AMIGOS"
"TID_TICKETS_REVEIVED","<AMOUNT> ingressos de evento recebidos!"
"TID_TUTORIAL_12","Nós já temos as gemas, vamos em direção à saída!"
"TID_NO_TARGET_HINT","Sem alvo disponível para usar TIRO RÁPIDO!"
"TID_CAN_NOT_AUTOSHOOT","TIRO RÁPIDO não disponível para este Super."
"TID_VS","X"
"TID_VS_SHOWDOWN","Cada Brawler por si!"
"TID_HAS_LASER_BALL_HINT","Não é possível usar TIRO RÁPIDO enquanto estiver com a bola."
"TID_CLAN_RESPONSE_44","Falha ao entrar. Você já está num clube."
"TID_SHOTGUN_GIRL_SHORT_DESC","LUTADORA"
"TID_GUNSLINGER_SHORT_DESC","TIRO PRECISO"
"TID_BULL_DUDE_SHORT_DESC","PESO-PESADO"
"TID_ROCKET_GIRL_SHORT_DESC","TIRO PRECISO"
"TID_TNT_DUDE_SHORT_DESC","LANÇADOR"
"TID_LUCHADOR_SHORT_DESC","PESO-PESADO"
"TID_TRICKSHOT_DUDE_SHORT_DESC","TIRO PRECISO"
"TID_CACTUS_SHORT_DESC","TIRO PRECISO"
"TID_BARKEEP_SHORT_DESC","LANÇADOR"
"TID_MECHANIC_SHORT_DESC","LUTADORA"
"TID_SHAMAN_SHORT_DESC","LUTADORA"
"TID_UNDERTAKER_SHORT_DESC","ALGOZ LIGEIRO"
"TID_CROW_SHORT_DESC","ALGOZ TÓXICO"
"TID_DEAD_MARIACHI_SHORT_DESC","CURADOR"
"TID_BOW_DUDE_SHORT_DESC","LUTADOR"
"TID_SNIPER_SHORT_DESC","TIRO PRECISO"
"TID_MINIGUN_DUDE_SHORT_DESC","CURADORA"
"TID_BLACK_HOLE_SHORT_DESC","PURO CAOS"
"TID_BARREL_BOT_SHORT_DESC","PESO-PESADO"
"TID_CLAN_INTRO_SUGGESTED_CLANS","MELHORES CLUBES PARA VOCÊ"
"TID_CLAN_INTRO_CREATE_TITLE","QUE TAL CRIAR O SEU?"
"TID_CLAN_INTRO_HEADER","Clubes"
"TID_CLAN_INFO_TITLE","INFORMAÇÕES DO CLUBE"
"TID_CLAN_INFO_NO_DESCRIPTION","CLUBE SEM DESCRIÇÃO"
"TID_EVENT_POPUP_TITLE","VAMOS LUTAR!"
"TID_GOLDRUSH_8","Planícies de safira"
"TID_USE_AUTOFIRE_TUTORIAL","TOQUE no <ccc0033>controle vermelho</c> para atirar no inimigo mais próximo!"
"TID_BRAWL_BOX_INFO_2","Cada Caixa Brawler contém um dos seguintes itens: um novo Brawler, pontos de poder + moedas ou poder de estrela. Além disso, você também pode encontrar duplicadores de fichas ou ingressos de evento extras.\n\nA possibilidade de recompensas é:\n\nPontos de poder + Moedas: <NUM1>%\nBrawler raro: <NUM2>%\nBrawler super-raro: <NUM3>%\nBrawler épico: <NUM4>%\nBrawler mítico: <NUM5>%\nBrawler lendário: <NUM6>%\nPoder de estrela: <NUM7>%\n\nCada sorteio dá 25% de chance de ganhar ingressos de eventos, 9% de chance de ganhar gemas e 3% de chance de ganhar um duplicador de fichas. Poder de estrela só está disponível para Brawlers com nível 9. Ao desbloquear todas as recompensas para Brawlers raros, por exemplo, a chance de ganhar outras recompensas aumenta. Sorte: Para tornar as coisas mais divertidas ao abrir Caixas Brawl, criamos um sistema baseado em sorte que afeta a probabilidade de ganhar Brawlers lendários. A cada sorteio em que você não ganha um novo Brawler, o valor de sorte aumenta, e, ao ganhar um novo Brawler, esse valor de sorte diminui com base no nível de raridade do Brawler recebido. Quando o nível da sorte for alto o bastante, você terá mais chance de ganhar um Brawler lendário, enquanto que, com um valor baixo, as chances são menores. O conteúdo das primeiras Caixas Brawl recebidas é determinado para garantir um começo justo para todos."
"TID_POWER_DROP_VALUE","+<VALUE>"
