"Name","Disabled","TID","LocationTheme","SupportingCampaignGround","BannerOverrideSWF","BannerOverrideExportName","GameModeVariation","Map","CommunityCredit","TrainingGroundsEnabled","Adventure","RecommendedBrawler0","RecommendedBrawler1","RecommendedBrawler2","RecommendedBrawler3","RecommendedBrawler4","RecommendedBrawler5","RecommendedBrawler6","RecommendedBrawler7","RecommendedBrawler8","RecommendedBrawler9"
"Gemgrab5v4",,"TID_GEMGRAB_5V5_4","IceIslandShowdown",,,,"GemGrab5v5","GemGrab5v5_2m_2",,,,,,,,,,,,,
"Deathmatch5v1",,"TID_WANTED_5V5_1","IceIslandShowdown",,,,"Deathmatch5v5","Wipeout5v5_1",,,,,,,,,,,,,
"Deathmatch5v2",,"TID_WANTED_5V5_2","IceIslandShowdown",,,,"Deathmatch5v5","Wipeout5v5_2",,,,,,,,,,,,,
"Deathmatch5v3",,"TID_WANTED_5V5_3","IceIslandShowdown",,,,"Deathmatch5v5","Wipeout5v5_3",,,,,,,,,,,,,
"Gemgrab521","true","TID_GEMGRAB_521","Default",,,,"GemGrab","Gemgrab_521","Tevolozza",,,,,,,,,,,,
"Gemgrab522","true","TID_GEMGRAB_522","Default",,,,"GemGrab","Gemgrab_522","Kirin♡",,,,,,,,,,,,
"KingOfHill521","true","TID_HOTZONE_521","Default",,,,"KingOfHill","KingOfHill_521","Zappy Hype",,,,,,,,,,,,
"KingOfHill522","true","TID_HOTZONE_522","Default",,,,"KingOfHill","KingOfHill_522","asey man",,,,,,,,,,,,
"Ball521","true","TID_BRAWLBALL_521","Grassfield",,,,"BrawlBall","Laserball_521","Tevolozza",,,,,,,,,,,,
"Ball522","true","TID_BRAWLBALL_522","Grassfield",,,,"BrawlBall","Laserball_522","Mordeus",,,,,,,,,,,,
"Knockout521",,"TID_KNOCKOUT_521","FightingGame",,,,"Knockout","Knockout_521","Schnauzer",,,,,,,,,,,,
"Knockout522","true","TID_KNOCKOUT_522","Default",,,,"Knockout","Knockout_522","Mordeus",,,,,,,,,,,,
"Heist521","true","TID_HEIST_521","Default",,,,"Heist","Bankheist_521","Arnau01",,,,,,,,,,,,
"Heist522","true","TID_HEIST_522","Default",,,,"Heist","Bankheist_522","PhotonWinz",,,,,,,,,,,,
"Survival521","true","TID_SHOWDOWN_521","DefaultShowdown",,,,"Showdown","Survival_521","Mordeus",,,,,,,,,,,,
"SurvivalTeam521","true","TID_SHOWDOWN_521","DefaultShowdown",,,,"DuoShowdown","Survival_521","Mordeus",,,,,,,,,,,,
"Survival522","true","TID_SHOWDOWN_522","DefaultShowdown",,,,"Showdown","Survival_522","asey man",,,,,,,,,,,,
"SurvivalTeam522","true","TID_SHOWDOWN_522","DefaultShowdown",,,,"DuoShowdown","Survival_522","asey man",,,,,,,,,,,,
"Ball523","true","TID_BALL_14A","CoinFactoryBB",,,,"BrawlBall","Laserball_14","OwenReds",,,,,,,,,,,,
"Ball524","true","TID_BALL_1","CoinFactoryBB",,,,"BrawlBall","Laserball_1",,,,,,,,,,,,,
"Gemgrab523","true","TID_GOLDRUSH_1","CoinFactory",,,,"GemGrab","Gemgrab_1",,,,,,,,,,,,,
"Gemgrab524","true","TID_GOLDRUSH_25","CoinFactory",,,,"GemGrab","Gemgrab_16","benci",,,,,,,,,,,,
"Knockout523","true","TID_MAR2021MAPS_10","CoinFactory",,,,"Knockout","Knockout_9",,,,,,,,,,,,,
"Knockout524","true","TID_MAR2021MAPS_14","CoinFactory",,,,"Knockout","Knockout_8",,,,,,,,,,,,,
"KingOfHill523","true","TID_KING_OF_HILL_16F","CoinFactory",,,,"KingOfHill","KingOfHill_16F",,,,,,,,,,,,,
"KingOfHill524","true","TID_KING_OF_HILL_20","CoinFactory",,,,"KingOfHill","KingOfHill_14","Mordeus",,,,,,,,,,,,
"Deathmatch523","true","TID_WANTED_7","CoinFactory",,,,"Deathmatch","Wanted_7",,,,,,,,,,,,,
"Deathmatch524","true","TID_WANTED_6","CoinFactory",,,,"Deathmatch","Wanted_6",,,,,,,,,,,,,
"Ball531","true","TID_BALL_531","Grassfield",,,,"BrawlBall","Laserball_531","Mordeus",,,,,,,,,,,,
"Ball532","true","TID_BALL_532","Grassfield",,,,"BrawlBall","Laserball_532","Mordeus",,,,,,,,,,,,
"Ball533","true","TID_BALL_533","Grassfield",,,,"BrawlBall","Laserball_533","Mordeus",,,,,,,,,,,,
"Ball534","true","TID_BALL_534","Grassfield",,,,"BrawlBall","Laserball_534","Mordeus",,,,,,,,,,,,
"Heist531",,"TID_HEIST_531","Default",,,,"Heist","Bankheist_531","Fairy",,,,,,,,,,,,
"Gemgrab531",,"TID_GEMGRAB_531","FightingGame",,,,"GemGrab","Gemgrab_531","xCLDx",,,,,,,,,,,,
"Gemgrab532",,"TID_GEMGRAB_532","SnowtelXmas",,,,"GemGrab","Gemgrab_532","Metanoia",,,,,,,,,,,,
"Knockout531",,"TID_KNOCKOUT_531","SnowtelXmas",,,,"Knockout","Knockout_531","mars",,,,,,,,,,,,
"KingOfHill531",,"TID_HOTZONE_531","StarrToonsStudio",,,,"KingOfHill","KingOfHill_531","OwenReds",,,,,,,,,,,,
"KingOfHill532",,"TID_HOTZONE_532","SnowtelXmas",,,,"KingOfHill","KingOfHill_532","weisakim",,,,,,,,,,,,
"Deathmatch531",,"TID_DEATHMATCH_531","RobotFactory",,,,"Deathmatch","Deathmatch_531","OwenReds",,,,,,,,,,,,
"Survival531","true","TID_SHOWDOWN_531","DefaultShowdown",,,,"Showdown","Survival_531","breadyboi",,,,,,,,,,,,
"SurvivalTeam531","true","TID_SHOWDOWN_531","DefaultShowdown",,,,"DuoShowdown","Survival_531","breadyboi",,,,,,,,,,,,
"Gemgrab533","true","TID_GOLDRUSH_1","CoinFactory",,,,"GemGrab","Gemgrab_1",,,,,,,,,,,,,
"Gemgrab534","true","TID_GEMGRAB_531","CoinFactory",,,,"GemGrab","Gemgrab_531","xCLDx",,,,,,,,,,,,
"Knockout532","true","TID_KNOCKOUT_442","CoinFactory",,,,"Knockout","Knockout_442","Ascend",,,,,,,,,,,,
"Knockout533","true","TID_KNOCKOUT_531","CoinFactory",,,,"Knockout","Knockout_531","mars",,,,,,,,,,,,
"KingOfHill533","true","TID_HOTZONE_531","CoinFactory",,,,"KingOfHill","KingOfHill_531","OwenReds",,,,,,,,,,,,
"KingOfHill534","true","TID_KING_OF_HILL_16F","CoinFactory",,,,"KingOfHill","KingOfHill_16F",,,,,,,,,,,,,
"Deathmatch532","true","TID_DEATHMATCH_531","CoinFactory",,,,"Deathmatch","Deathmatch_531","OwenReds",,,,,,,,,,,,
"Deathmatch533","true","TID_WANTED_7","CoinFactory",,,,"Deathmatch","Wanted_7",,,,,,,,,,,,,
"Ball535","true","TID_BALL_2","CoinFactoryBB",,,,"BrawlBall","Laserball_2",,,,,,,,,,,,,
"Ball536","true","TID_JAN2021MAPS_5","CoinFactoryBB",,,,"BrawlBall","Laserball_31","McBastos",,,,,,,,,,,,
"Wanted531","true","TID_DEATHMATCH_512","SnowtelXmas",,,,"Bounty","Deathmatch_512","Gandalf",,,,,,,,,,,,
"Wanted532","true","TID_DEATHMATCH_531","RobotFactory",,,,"Bounty","Deathmatch_531","OwenReds",,,,,,,,,,,,
