Name,Character,Model,ModelCNOverride,GadgetModel,PortraitCameraFile,IntroCameraFile,MirrorIntro,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,HappyAnim,HappyLoopAnim,SadAnim,SadLoopAnim,LobbyAnim,LobbyLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,GachaOverrideAnim,HappyEnterAnim,SadEnterAnim,ProfileAnim,ShopGroupProfileAnim,BrawlPassPopupProfileAnim,IntroAnim,EnvAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,GadgetActiveAnim,GadgetRecoilAnim,IdleFace,WalkFace,HappyFace,HappyLoopFace,SadFace,SadLoopFace,LobbyFace,LobbyLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,IntroFace,LobbyEffect,HeroScreenEffect,SignatureEffect,HappyEffect,SadEffect,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,SecondaryProjectile,UltiProjectile,MainAttackEffect,MainAttackEffect2,UltiAttackEffect,UltiAttackEffect2,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,UltiEndEffect,MeleeHitEffect,SpawnEffect,ReloadEffect,UltiLoopEffect,UltiLoopEffect2,StarPower1Effect,StarPower2Effect,AreaEffect,AreaEffectStarPower,AreaEffectStarPower2,AreaEffectAttack,AreaEffectUlti,SpawnedItem,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,UnlockVO,UnlockVOIndex,BoneEffect1,BoneEffect2,BoneEffect3,BoneEffect4,BoneEffectUse,AutoAttackProjectile,ProjectileForShockyStarPower,IncendiaryStarPowerAreaEffect,MoveEffect,MoveEffect2,ChargeMoveEffect,StillEffect,StillEffect2,LoopingEffect,ChargedShotEffect,DisableHeadRotation
StuDrumsDefault,StuDrums,drums_geo.glb,,,portrait_cam.scw,emz_intro_pose.scw,,StuDrums,StuDrums,StuDrums,StuDrums,StuDrums,,StuDrums,,StuDrums,StuDrums,StuDrums,StuDrums,,StuDrums,8bitTurretSpawn,StuDrums,StuDrums,,StuDrums,,,StuDrums,StuDrums,StuDrums,,,StuDrums,StuDrums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KnightDefault,Knight,ash_geo.glb,,,ash_portrait.glb,emz_intro_pose.scw,,AshIdle,AshWalk,AshAttack,AshSuper,AshRecoil,,AshSuperRecoil,,,AshPushback,AshWin,AshWinloop,AshLose,AshLoseloop,AshWin,AshWinloop,AshIdle,AshWin,AshWinloop,AshWin,,AshIdle,AshIdle,AshPortrait,,,,BibiIdle,,,,,,AshStill,AshStill,AshWin,AshWinLoop,AshLose,AshLoseLoop,AshWin,AshWinLoop,AshWinLoop,AshWin,AshWinLoop,AshWin,AshStill,AshStill,,,,,,,true,true,,,,ash_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorDragon,Luchador,primo_dragon_geo.glb,,,primo_portrait.scw,primo_intro_pose.scw,,LuchadorDragonIdle,LuchadorDragonWalk,LuchadorDragonPrimary,LuchadorDragonSecondary,LuchadorDragonRecoil,LuchadorDragonRecoil2,LuchadorDragonRecoil,,,LuchadorDragonPushback,LuchadorDragonWin,LuchadorDragonWinloop,LuchadorDragonLose,LuchadorDragonLoseloop,LuchadorDragonWin,LuchadorDragonWinloop,LuchadorDragonIdle,LuchadorDragonWin,LuchadorDragonWinloop,LuchadorDragonWin,,LuchadorDragonIdle,LuchadorDragonIdle,LuchadorDragonProfile,,,LuchadorDragonIntro,LouchadorIdle,,,,LouchadorGadgetFlipPrimary,LouchadorGadgetFlipRecoil,Primo006Still,Primo006Still,Primo006Win,Primo006WinLoop,Primo006Lose,Primo006LoseLoop,Primo006Win,Primo006WinLoop,Primo006WinLoop,Primo006Win,Primo006WinLoop,Primo006Win,Primo006Still,Primo006Still,,,,,,,,,Primo005Projectile,,,primo_005_atk,,,,,,primo_005_ulti_trail,primo_005_ulti_ground_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinigunDudeQueen,MinigunDude,pam_queen_geo.glb,,,pam_queen_portrait.glb,emz_intro_pose.scw,,MinigunDudeQueenIdle,MinigunDudeQueenWalk,MinigunDudeQueenAttack,MinigunDudeQueenSecondary,MinigunDudeQueenRecoil,,MinigunDudeQueenSecondaryRecoil,,MinigunDudeQueenReload,MinigunDudeQueenPushback,MinigunDudeQueenWin,MinigunDudeQueenWinloop,MinigunDudeQueenLose,MinigunDudeQueenLoseloop,MinigunDudeQueenWin,MinigunDudeQueenWinloop,MinigunDudeQueenIdle,MinigunDudeQueenWin,MinigunDudeQueenWinloop,MinigunDudeQueenWin,,MinigunDudeQueenIdle,MinigunDudeQueenIdle,MinigunDudeQueenPortrait,,,MinigunDudeQueenPortrait,PamIdle,,,,,,Pam002Still,Pam002Still,Pam002Win,Pam002WinLoop,Pam002Lose,Pam002LoseLoop,Pam002Win,Pam002WinLoop,Pam002WinLoop,Pam002Win,Pam002WinLoop,Pam002Win,Pam002Still,Pam002Still,,,,,,,true,true,Pam003Projectile,,Pam003UltiProjectile,pam_003_atk,,,,,,,,,,,,,,,HealingStationHeal2,,,,,,Evil_Pam_kill,Evil_Pam_lead,Evil_Pam_start,Evil_Pam_ulti,Evil_Pam_hurt,Evil_Pam_die,,,,,,,,,,,,,,,,,,,
HealingstationQueen,HealingStation,pam_queen_turret_geo.glb,,,portrait_cam.scw,emz_intro_pose.scw,,PamTurretIdle,PamTurretIdle,PamTurretIdle,PamTurretIdle,PamTurretIdle,,PamTurretIdle,,PamTurretIdle,PamTurretIdle,PamTurretSpawn,PamTurretIdle,,PamTurretIdle,PamTurretSpawn,PamTurretIdle,PamTurretIdle,,PamTurretIdle,,,PamTurretIdle,PamTurretIdle,PamTurretIdle,,,PamTurretIdle,PamTurretIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarkeepUnicorn,Barkeep,barley_unicornknight_geo.glb,,,barley_base_cam.scw,barley_intro_pose.scw,,BarkeepUnicornIdle,BarkeepUnicornWalk,BarkeepUnicornPrimary,BarkeepUnicornSecondary,BarkeepUnicornRecoil,,BarkeepUnicornRecoil,,BarkeepUnicornReload,BarkeepUnicornPushback,BarkeepUnicornWin,BarkeepUnicornWinloop,BarkeepUnicornLose,BarkeepUnicornLoseloop,BarkeepUnicornWin,BarkeepUnicornWinloop,BarkeepUnicornIdle,BarkeepUnicornWin,BarkeepUnicornWinloop,BarkeepUnicornWin,,BarkeepUnicornIdle,BarkeepUnicornIdle,BarkeepUnicornProfile,,,BarkeepUnicornIntro,BarkeepIdle,,,,BarkeepSecondary,BarkeepRecoil,BarleyStill,BarleyStill,BarleyWin,BarleyWinLoop,BarleyLose,BarleyLoseLoop,BarleyWin,BarleyWinLoop,BarleyWinLoop,BarleyWin,BarleyWinLoop,BarleyWin,BarleyStill,BarleyStill,,,,,,,,,Barley006Projectile,,Barley006UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SnakeOilWizard,SnakeOil,byron_wizard_geo.glb,,piper_gadget_pistol_geo.scw,byron_base_cam.scw,emz_intro_pose.scw,,SnakeOilWizardIdle,SnakeOilWizardWalk,SnakeOilWizardAttack,SnakeOilWizardSuper,SnakeOilWizardRecoil,,SnakeOilWizardSuperRecoil,,,SnakeOilWizardPushback,SnakeOilWizardWin,SnakeOilWizardWinloop,SnakeOilWizardLose,SnakeOilWizardLoseloop,SnakeOilWizardWin,SnakeOilWizardWinloop,SnakeOilWizardIdle,SnakeOilWizardWin,SnakeOilWizardWinloop,SnakeOilWizardWin,,SnakeOilWizardIdle,SnakeOilWizardIdle,SnakeOilWizardProfile,,,SnakeOilWizardIdle,ByronIdle,,,,SniperGadgetPistolAttack,SniperGadgetPistolRecoil,Byron002Still,Byron002Still,Byron002Win,Byron002WinLoop,Byron002Lose,Byron002LoseLoop,Byron002Win,Byron002WinLoop,Byron002WinLoop,Byron002Win,Byron002WinLoop,Byron002Win,Byron002Still,Byron002Still,,,,,,,true,true,Byron002Projectile,,Byron002UltiProjectile,byron_002_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShotgunGirlPrincess,ShotgunGirl,shelly_princess_geo.glb,,,shelly_princess_portrait.glb,shelly_intro_pose.scw,,ShotgunGirlPrincessIdle,ShotgunGirlPrincessWalk,ShotgunGirlPrincessPrimary,ShotgunGirlPrincessSecondary,ShotgunGirlPrincessRecoil,,ShotgunGirlPrincessRecoil,,ShotgunGirlPrincessReload,ShotgunGirlPrincessPushback,ShotgunGirlPrincessWin,ShotgunGirlPrincessWinloop,ShotgunGirlPrincessLose,ShotgunGirlPrincessLoseloop,ShotgunGirlPrincessWin,ShotgunGirlPrincessWinloop,ShotgunGirlPrincessIdle,ShotgunGirlPrincessWin,ShotgunGirlPrincessWinloop,ShotgunGirlPrincessWin,,ShotgunGirlPrincessIdle,ShotgunGirlPrincessIdle,ShotgunGirlPrincessProfile,,,ShotgunGirlPrincessIntro,ShellyIdle,,,,,,Shelly004Still,Shelly004Still,Shelly004Win,Shelly004WinLoop,Shelly004Lose,Shelly004LoseLoop,Shelly004Win,Shelly004WinLoop,Shelly004WinLoop,Shelly004Win,Shelly004WinLoop,Shelly004Win,Shelly004Still,Shelly004Still,,,,,,,true,true,Shelly005Projectile,,Shelly005UltiProjectile,shelly_005_atk,,shelly_005_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelly_005_moving,,,shelly_005_still,,,,
LuchadorDragonChroma,Luchador,primo_dragon_geo.glb,,,primo_portrait.scw,primo_intro_pose.scw,,LuchadorDragonIdle,LuchadorDragonWalk,LuchadorDragonPrimary,LuchadorDragonSecondary,LuchadorDragonRecoil,LuchadorDragonRecoil2,LuchadorDragonRecoil,,,LuchadorDragonPushback,LuchadorDragonWin,LuchadorDragonWinloop,LuchadorDragonLose,LuchadorDragonLoseloop,LuchadorDragonWin,LuchadorDragonWinloop,LuchadorDragonIdle,LuchadorDragonWin,LuchadorDragonWinloop,LuchadorDragonWin,,LuchadorDragonIdle,LuchadorDragonIdle,LuchadorDragonProfile,,,LuchadorDragonIntro,LouchadorIdle,,,,LouchadorGadgetFlipPrimary,LouchadorGadgetFlipRecoil,Primo007Still,Primo007Still,Primo007Win,Primo007WinLoop,Primo007Lose,Primo007LoseLoop,Primo007Win,Primo007WinLoop,Primo007WinLoop,Primo007Win,Primo007WinLoop,Primo007Win,Primo007Still,Primo007Still,,,,,,,,,Primo005Projectile,,,primo_005_atk,,,,,,primo_005_ulti_trail,primo_005_ulti_ground_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechaDudeDefault,MechaDude,meg_geo.glb,,,meg_portrait.glb,emz_intro_pose.scw,,MegIdle,MegWalk,MegAttack,MegSuper,MegRecoil,,MegSuperRecoil,,MegReload,BeaPushback,MegWin,MegWinloop,MegLose,MegLoseloop,MegWin,MegWinloop,MegIdle,MegWin,MegWinloop,MegWin,,MegIdle,MegLose,MegPortrait,,,MegPortrait,BeaIdle,,,,,,MegStill,MegStill,MegWin,MegWinLoop,MegLose,MegLoseLoop,MegWin,MegWinLoop,MegWinLoop,MegWin,MegWinLoop,MegWin,MegStill,MegStill,,,,,,,true,true,,,,mecha_def_atk1,,bea_def_ulti,,,,mecha_def_ulti1_spawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bea_def_atk_charged,
MechaDudeBigDefault,MechaDudeBig,meg_mecha_geo.glb,,,darryl_base_cam.scw,emz_intro_pose.scw,,MegMechaIdle,MegMechaWalk,MegMechaAttack,MegMechaSuper,MegMechaRecoilL,MegMechaRecoilR,MegMechaSuperRecoil,,DarrylDroidReload,DarrylDroidPushback,MegMechaIdle,MegMechaIdle,MegMechaIdle,MegMechaIdle,MegMechaWin,MegMechaWin,MegMechaWin,MegMechaWin,MegMechaWin,MegMechaWin,,MegMechaIdle,MegMechaIdle,MegMechaWin,,,MegMechaWin,DarrylDroidIdle,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,mecha_def_atk2,,mecha_def_ulti,,,,,,,mecha_def_ulti1_spawnEnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowDudeGold,BowDude,bo_geo.scw,,,bo_base_cam.scw,emz_intro_pose.scw,,BowGuyIdle,BowGuyWalk,BowGuyAttack,BowGuySecondary,BowGuyRecoil,,BowGuyRecoil2,,,BowGuyIdle,BowGuyWin,BowGuyWinloop,BowGuyLose,BowGuyLoseloop,BowGuyWin,BowGuyWinloop,BowGuyIdle,BowGuyWin,BowGuyWinloop,BowGuyWin,,BowGuyIdle,BowGuyIdle,BowGuyProfile,,,BowGuyProfile,BowGuyIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,bow_dude_attack,gen_gold_atk_single_small,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
BowDudeSilver,BowDude,bo_geo.scw,,,bo_base_cam.scw,emz_intro_pose.scw,,BowGuyIdle,BowGuyWalk,BowGuyAttack,BowGuySecondary,BowGuyRecoil,,BowGuyRecoil2,,,BowGuyIdle,BowGuyWin,BowGuyWinloop,BowGuyLose,BowGuyLoseloop,BowGuyWin,BowGuyWinloop,BowGuyIdle,BowGuyWin,BowGuyWinloop,BowGuyWin,,BowGuyIdle,BowGuyIdle,BowGuyProfile,,,BowGuyProfile,BowGuyIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
BeeSniperGold,BeeSniper,bea_geo.scw,,,bea_portrait.scw,bea_intro_pose.scw,true,BeaIdle,BeaWalk,BeaAttack,BeaAttack,BeaRecoil,,BeaRecoil,,BeaReload,BeaPushback,BeaWin,BeaWinloop,BeaLose,BeaLoseloop,BeaWin,BeaWinloop,BeaIdle,BeaWin,BeaWinloop,BeaWin,,BeaIdle,BeaIdle,BeaPortrait,,,BeaIntro,BeaIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,true,true,,,,bea_def_atk,gen_gold_atk_single,bea_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,bea_def_atk_charged,
BeeSniperSilver,BeeSniper,bea_geo.scw,,,bea_portrait.scw,bea_intro_pose.scw,true,BeaIdle,BeaWalk,BeaAttack,BeaAttack,BeaRecoil,,BeaRecoil,,BeaReload,BeaPushback,BeaWin,BeaWinloop,BeaLose,BeaLoseloop,BeaWin,BeaWinloop,BeaIdle,BeaWin,BeaWinloop,BeaWin,,BeaIdle,BeaIdle,BeaPortrait,,,BeaIntro,BeaIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,true,true,,,,,,bea_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,bea_def_atk_charged,
BlowerSilver,Blower,gale_geo.scw,,,gale_base_cam.scw,emz_intro_pose.scw,,GaleIdle,GaleWalk,GalePrimary,GalePrimary,GaleRecoil,,GaleRecoil,,GaleIdle,GalePushback,GaleWin,GaleWinloop,GaleLose,GaleLoseloop,GaleWin,GaleWinloop,GaleIdle,GaleWin,GaleWinloop,GaleWin,,GaleIdle,GaleLose,GalePortrait,,,GaleIdle,GaleIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,true,true,,,,gale_def_atk,,gale_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
BlowerGold,Blower,gale_geo.scw,,,gale_base_cam.scw,emz_intro_pose.scw,,GaleIdle,GaleWalk,GalePrimary,GalePrimary,GaleRecoil,,GaleRecoil,,GaleIdle,GalePushback,GaleWin,GaleWinloop,GaleLose,GaleLoseloop,GaleWin,GaleWinloop,GaleIdle,GaleWin,GaleWinloop,GaleWin,,GaleIdle,GaleLose,GalePortrait,,,GaleIdle,GaleIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,true,true,,,,gale_def_atk,gen_gold_atk_single,gale_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
ControllerGold,Controller,nani_geo.scw,,,nani_base_cam.scw,emz_intro_pose.scw,,NaniIdle,NaniWalk,NaniAttack,NaniSecondary,NaniRecoil,,,,NaniReload,NaniPushback,NaniWin,NaniWinloop,NaniLose,NaniLoseloop,NaniWin,NaniWinloop,NaniIdle,NaniWin,NaniWinloop,NaniWin,,NaniIdle,NaniIdle,NaniPortrait,,,NaniIdle,NaniIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,true,true,,,,NaniGoldUltiProjectile,jessie_003_atk,gen_gold_atk_single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
ControllerSilver,Controller,nani_geo.scw,,,nani_base_cam.scw,emz_intro_pose.scw,,NaniIdle,NaniWalk,NaniAttack,NaniSecondary,NaniRecoil,,,,NaniReload,NaniPushback,NaniWin,NaniWinloop,NaniLose,NaniLoseloop,NaniWin,NaniWinloop,NaniIdle,NaniWin,NaniWinloop,NaniWin,,NaniIdle,NaniIdle,NaniPortrait,,,NaniIdle,NaniIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,true,true,,,,NaniSilverUltiProjectile,jessie_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
SandstormGold,Sandstorm,sandy_geo.scw,,,sandy_base_cam.scw,emz_intro_pose.scw,,SandyIdle,SandyWalk,SandyAttack,SandyAttack,SandyRecoil,,SandyRecoil,,SandyReload,SandyPushBack,SandyWin,SandyWinloop,SandyLose,SandyLose,SandyWin,SandyWinloop,SandyIdle,SandyWin,SandyWinloop,SandyWin,,SandyIdle,SandyIdle,SandyProfile,,,SandyProfile,SandyIdle,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,,true,,,,gen_gold_atk_single,,,,,,,,,,,,,sandy_def_ulti_starP1,sandy_def_ulti_starP2,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,
SandstormSilver,Sandstorm,sandy_geo.scw,,,sandy_base_cam.scw,emz_intro_pose.scw,,SandyIdle,SandyWalk,SandyAttack,SandyAttack,SandyRecoil,,SandyRecoil,,SandyReload,SandyPushBack,SandyWin,SandyWinloop,SandyLose,SandyLose,SandyWin,SandyWinloop,SandyIdle,SandyWin,SandyWinloop,SandyWin,,SandyIdle,SandyIdle,SandyProfile,,,SandyProfile,SandyIdle,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,,true,,,,,,,,,,,,,,,,,sandy_def_ulti_starP1,sandy_def_ulti_starP2,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,
ControllerGoldAddon,,peep_geo.scw,,,,,,PeepIdle,,,,,,,,,,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,,PeepIdle,PeepIdle,PeepPortrait,,,PeepPortrait,PeepIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ControllerSilverAddon,,peep_geo.scw,,,,,,PeepIdle,,,,,,,,,,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,,PeepIdle,PeepIdle,PeepPortrait,,,PeepPortrait,PeepIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperGoldAddonBee,,bee_geo.scw,,,,,,BeeSmallIdle,,,,,,,,,,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,,,BeeSmallIdle,BeeSmallIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperSilverAddonBee,,bee_geo.scw,,,,,,BeeSmallIdle,,,,,,,,,,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,,,BeeSmallIdle,BeeSmallIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GunslingerHeist,Gunslinger,colt_heist_geo.glb,,,colt_heist_portrait.glb,emz_intro_pose.scw,,GunslingerHeistIdle,GunslingerHeistWalk,GunslingerHeistPrimary,GunslingerHeistSecondary,GunslingerHeistRecoil,GunslingerHeistRecoil2,GunslingerHeistRecoil,GunslingerHeistRecoil2,GunslingerHeistReload,GunslingerHeistPushback,GunslingerHeistWin,GunslingerHeistWinloop,GunslingerHeistLose,GunslingerHeistLoseloop,GunslingerHeistWin,GunslingerHeistWinloop,GunslingerHeistIdle,GunslingerHeistWin,GunslingerHeistWinloop,GunslingerHeistWin,,GunslingerHeistIdle,GunslingerHeistIdle,GunslingerHeistProfile,,,GunslingerHeistProfile,GunslingerIdle,,,,,,ColtFace,ColtFace,ColtHappy,ColtFace,ColtSad,ColtSadLoop,ColtHappy,ColtFace,ColtFace,ColtHappy,ColtFace,ColtHappy,ColtStill,ColtStill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WallyPrince,Wally,sprout_prince_geo.glb,,,sprout_prince_portrait.glb,emz_intro_pose.scw,,WallyPrinceIdle,WallyPrinceWalk,WallyPrincePrimary,WallyPrincePrimary,WallyPrinceRecoil,,WallyPrinceRecoil,,WallyPrinceReload,WallyPrincePushback,WallyPrinceWin,WallyPrinceWinloop,WallyPrinceLose,WallyPrinceLoseloop,WallyPrinceWin,WallyPrinceWinloop,WallyPrinceIdle,WallyPrinceWin,WallyPrinceWinloop,WallyPrinceWin,,WallyPrinceIdle,WallyPrinceIdle,WallyPrincePortrait,,,WallyPrincePortrait,SproutIdle,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,Sprout003Projectile,Sprout003SecondaryProjectile,Sprout003UltiProjectile,sprout_003_atk,,,,,,,,,,,,,,,Sprout_003_atk,Sprout_003_sp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KnightNinja,Knight,ash_ninja_geo.glb,,,ash_portrait.glb,emz_intro_pose.scw,,AshNinjaIdle,AshNinjaWalk,AshNinjaAttack,AshNinjaSuper,AshNinjaRecoil,,AshNinjaSuperRecoil,,,AshNinjaPushBack,AshNinjaWin,AshNinjaWinloop,AshNinjaLose,AshNinjaLoseloop,AshNinjaWin,AshNinjaWinloop,AshNinjaIdle,AshNinjaWin,AshNinjaWinloop,AshNinjaWin,,AshNinjaIdle,AshNinjaIdle,AshPortrait,,,,BibiIdle,,,,,,Ash002Still,Ash002Still,Ash002Win,Ash002WinLoop,Ash002Lose,Ash002LoseLoop,Ash002Win,Ash002WinLoop,Ash002WinLoop,Ash002Win,Ash002WinLoop,Ash002Win,Ash002Still,Ash002Still,,,,,,,true,true,Ash002Projectile1,,Ash002UltiProjectile,ash_002_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SniperMoon,Sniper,piper_lunar_geo.glb,,piper_gadget_pistol_geo.scw,piper_lunar_portrait.glb,emz_intro_pose.scw,,SniperMoonIdle,SniperMoonWalk,SniperMoonAttack,SniperMoonSecondary,SniperMoonRecoil,,SniperMoonRecoil,,SniperMoonReload,SniperMoonPushback,SniperMoonWin,SniperMoonWinloop,SniperMoonLose,SniperMoonLoseloop,SniperMoonWin,SniperMoonWinloop,SniperMoonIdle,SniperMoonWin,SniperMoonWinloop,SniperMoonWin,,SniperMoonIdle,SniperMoonIdle,SniperMoonProfile,,,SniperMoonProfile,SniperIdle,,,,SniperGadgetPistolAttack,SniperGadgetPistolRecoil,Piper004Still,Piper004Still,Piper004Win,Piper004WinLoop,Piper004Lose,Piper004LoseLoop,Piper004Win,Piper004WinLoop,Piper004WinLoop,Piper004Win,Piper004WinLoop,Piper004Win,Piper004Still,Piper004Still,,,,,,,true,,Piper004Projectile,,,piper_004_atk,,,,,,piper_004_ulti,,,,,,,,,,,,,,Piper004Bomb,,,,,,,,,,,,,,,,,,piper_004_moving,,,piper_004_still,,,,
WallyPrinceChroma,Wally,sprout_prince_geo.glb,,,sprout_prince_portrait.glb,emz_intro_pose.scw,,WallyPrinceIdle,WallyPrinceWalk,WallyPrincePrimary,WallyPrincePrimary,WallyPrinceRecoil,,WallyPrinceRecoil,,WallyPrinceReload,WallyPrincePushback,WallyPrinceWin,WallyPrinceWinloop,WallyPrinceLose,WallyPrinceLoseloop,WallyPrinceWin,WallyPrinceWinloop,WallyPrinceIdle,WallyPrinceWin,WallyPrinceWinloop,WallyPrinceWin,,WallyPrinceIdle,WallyPrinceIdle,WallyPrincePortrait,,,WallyPrincePortrait,SproutIdle,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,Sprout003Projectile,Sprout003SecondaryProjectile,Sprout003ChromaUltiProjectile,sprout_003_atk,,,,,,,,,,,,,,,Sprout_003_atk,Sprout_003_sp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
