"TID","DE"
"TID_SHOP_OFFER_TITLE_6","BRAWLBOX"
"TID_SHOP_OFFER_TITLE_7","TICKETS"
"TID_SHOP_OFFER_TITLE_8","POWERPUNKTE"
"TID_SHOP_OFFER_TITLE_9","MARKENVERDOPPLER"
"TID_SHOP_OFFER_TITLE_10","MEGABOX"
"TID_SHOP_OFFER_TITLE_12","POWERPUNKTE"
"TID_SHOP_OFFER_TITLE_14","GROSSE BOX"
"TID_SHOP_OFFER_TITLE_15","BRAWLBOX"
"TID_SHOP_OFFER_TITLE_16","JUWELEN"
"TID_SHOP_OFFER_DESC_GOLD","Mit Münzen kannst du deine Brawler upgraden."
"TID_SHOP_OFFER_ANY_BRAWLER","AUF EINEN\nBRAWLER"
"TID_PURCHASE_OFFER_POPUP_TITLE","Kauf bestätigen"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","Gratisbelohnung"
"TID_SHOP_OFFER_NEW_HERO_LABEL","NEUER BRAWLER"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","NEUER SKIN"
"TID_SHOP_OFFER_HERO_POWER_TITLE","POWERPUNKTE"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","Kauf nicht möglich. Pro Ereignis ist nur 1 Kauf erlaubt."
"TID_SHOP_OFFER_NEW","NEU"
"TID_GATCHA_BOX_TITLE_2","BRAWLBOX"
"TID_GATCHA_BOX_TITLE_3","MEGABOX"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","NEUER BRAWLER"
"TID_GATCHA_BOX_INFO_2","Enthält entweder einen neuen Brawler, oder eine Starpower, oder Münzen und Powerpunkte für zwei Brawler. Einige Boxen enthalten darüber hinaus Ereignistickets oder einen Markenverdoppler als Bonus!"
"TID_GATCHA_BOX_INFO_3","\n\n<AMOUNT>-mal größer als eine Brawlbox."
"TID_SHOP_OFFER_INFO_0","Ein Gratisgeschenk! Viel Spaß damit!"
"TID_SHOP_OFFER_INFO_1","Enthält <AMOUNT> Münzen. Mit Münzen kannst du deine Brawler upgraden."
"TID_SHOP_OFFER_INFO_2","Schalte einen zufälligen Brawler mit der Seltenheit \q<RARITY>\q frei!"
"TID_SHOP_OFFER_INFO_3","Schalte einen neuen Brawler frei!"
"TID_SHOP_OFFER_INFO_6","Brawlboxen können Brawler, Powerpunkte, Münzen und mehr enthalten!"
"TID_SHOP_OFFER_INFO_7","Enthält <AMOUNT> Ereignistickets. Mit Ereignistickets kannst du an Ticketereignissen teilnehmen."
"TID_SHOP_OFFER_INFO_8","Enthält <AMOUNT> Powerpunkte. Mit Powerpunkten kannst du Upgrades für Brawler freischalten!"
"TID_SHOP_OFFER_INFO_9","Verdoppelt die nächsten <AMOUNT> Marken, die du in Kämpfen verdienst!"
"TID_SHOP_OFFER_INFO_10","Megaboxen enthalten 10-mal mehr als normale Brawlboxen!"
"TID_SHOP_OFFER_INFO_12","Du kannst den Brawler auswählen, der die Powerpunkte erhalten soll."
"TID_SHOP_OFFER_INFO_13","Neuen Ereignisslot freischalten"
"TID_SHOP_OFFER_INFO_14","Große Boxen enthalten 3-mal mehr als normale Brawlboxen!"
"TID_SHOP_OFFER_HOR_NEW","NEU"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","BRAWLER"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","NEUER <c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","BRAWLER"
"TID_SHOP_SKIN_OFFER","SKINANGEBOT"
"TID_SKINS_AD_TITLE","NEUE SKINS VERFÜGBAR"
"TID_SKINS_AD_OK","Okay"
"TID_SKINS_AD_INFO","Sieh dir die neuen Skins im Brawlermenü an!"
"TID_TERMS_OF_SERVICE_BUTTON","Nutzungs-\nbedingungen"
"TID_IMMUNE","Immun"
"TID_BATTLE_END_PROCEED","WEITER"
"TID_HINT_TAP_TO_MOVE_1","Sammle <ce662f9>JUWELEN</c> in der Mitte der Map!"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","Ziele mit dem Superskill auf den Gegner!"
"TID_HINT_SHOOT_1","<ce662f9>JUWELEN</c> erscheinen bei der Mine in der Mitte!"
"TID_HINT_DRAG_TO_ULTI_1","Setze jetzt deinen SUPERSKILL mit dem roten Joystick ein!"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Neue Game Center-Anmeldung"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Möchtest du dein aktuelles Spiel auf diesem Game Center-Account speichern?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Meldung vom Google-Konto"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Möchtest du das Spiel von <name> mit EP-Level <number> laden? Achtung: Dein aktueller Spielfortschritt geht dadurch verloren."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Spiel laden?"
"TID_BUTTON_VILLAGE_LOAD","Laden"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Meldung von Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Möchtest du das Spiel von <name> mit EP-Level <number> laden? Achtung: Dein aktueller Spielfortschritt geht dadurch verloren."
"TID_BUTTON_AVATAR_LOAD","Laden"
"TID_SETTINGS_SCREEN_TITLE","Einstellungen"
"TID_SETTINGS_MUSIC","MUSIK"
"TID_SETTINGS_SFX","SOUNDEFFEKTE"
"TID_SETTINGS_OFF","Aus"
"TID_SETTINGS_ON","Ein"
"TID_SETTINGS_LANGUAGE","SPRACHE"
"TID_ACCOUNT","Geräte"
"TID_LINK_DEVICE_BUTTON","Gerät verknüpfen"
"TID_SETTINGS_FACEBOOK","FREUNDE"
"TID_CHANGE_NAME_BUTTON","Namen ändern"
"TID_CREDITS_BUTTON","Mitwirkende"
"TID_PRIVACY_POLICY_BUTTON","Datenschutz-\nrichtlinien"
"TID_PARENTS_GUIDE_BUTTON","Leitfaden für Eltern"
"TID_MULTIDEVICE_INFO","Melde dich mit deinem Game Center-Account an, um deinen Fortschritt zu sichern und auf mehreren iOS-Geräten zu spielen."
"TID_SETTINGS_GOOGLE","GOOGLE PLAY"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Verbunden"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Verbinden"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","VERBUNDEN"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","VERBINDEN"
"TID_FAQ_BUTTON","Hilfe und Support"
"TID_ABOUT","Mitwirkende\n\n<names>\n\nBrawl Stars™<version>\nCopyright 2016-2018 Supercell Ltd. Alle Rechte vorbehalten.\nJegliche Nutzung der Software unterliegt den Nutzungsbedingungen und Datenschutzrichtlinien auf www.supercell.com."
"TID_IAP_TRANSACTION_PENDING","Bitte warten. Transaktion wird bearbeitet."
"TID_RATE_APP_TITLE","Brawl Stars bewerten"
"TID_RATE_APP_MESSAGE","Bitte bewerte Brawl Stars im App Store oder schreibe eine Rezension. Wir danken dir für dein Feedback!"
"TID_BUTTON_RATE_APP_LATER","Später"
"TID_BUTTON_RATE_APP_REVIEW","Rezension schreiben"
"TID_BUTTON_RATE_APP_NEVER","Nie"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Konto-Freischaltung nicht verfügbar"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","Die Konto-Freischaltung ist derzeit nicht verfügbar. Bitte versuche es später erneut!"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Erneut versuchen"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Ungültiger Freischaltcode!"
"TID_ACCOUNT_LOCKED_TITLE","Konto gesperrt"
"TID_ACCONT_LOCKED_TEXT","Dein Konto wurde aus Sicherheitsgründen gesperrt. Gib den Freischaltcode ein, um dein Konto wiederherzustellen."
"TID_ACCOUNT_LOCKED_TEXT2","Gib hier den Freischaltcode ein:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","Zum Fortfahren tippen."
"TID_NOT_ENOUGH_GEMS_TITLE","Nicht genug Juwelen"
"TID_NOT_ENOUGH_GEMS_INFO","Du hast nicht genug Juwelen. Besuche den Shop, um welche zu kaufen!"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","Zum Shop"
"TID_COIN_DOUBLER_TITLE","Markenverdoppler kaufen"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","Markenverdoppler aufladen"
"TID_COIN_DOUBLER_INFO","Verdoppelt die nächsten <c2edd1b><AMOUNT></c> Marken, die du in Kämpfen verdienst."
"TID_COIN_DOUBLER_INFO_WITH_COINS","Fügt deinem Markenverdoppler <c2edd1b><AMOUNT></c> Marken hinzu.\n\nDer Markenverdoppler verdoppelt die Marken, die du in Kämpfen verdienst."
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","Schaden pro Dynamitstange"
"TID_STARS_1","Achtung: Du trägst ein <ce662f9>JUWEL</c>!"
"TID_STARS_2","Achtung: Du trägst <ce662f9>JUWELEN</c>!"
"TID_STARS_3","Achtung: Du trägst viele <ce662f9>JUWELEN</c>!"
"TID_STARS_4","Achtung: Du trägst haufenweise <ce662f9>JUWELEN</c>!"
"TID_GATCHA_BUTTON_TITLE","BRAWLBOX"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","GR. BOX"
"TID_EVENT_LOCKED","Gesperrt"
"TID_SPECIAL_EVENT_TITLE_TOP","SONDEREREIGNIS:"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","aktiv für"
"TID_SPECIAL_EVENT_STATUS_FUTURE","beginnt in"
"TID_EVENT_COMING_UP_INFO","Dieses Ereignis ist in <TIME> spielbar."
"TID_ROCKET_BEACH_SKIN","STRANDBESUCHER BROCK"
"TID_CACTUS_PINK_SKIN","PINKER SPIKE"
"TID_SHAMAN_PANDA_SKIN","PANDA NITA"
"TID_CROW_WHITE_SKIN","WEISSER CROW"
"TID_BULL_HAIR_SKIN","WIKINGER BULL"
"TID_TRICKSHOT_GOLD_SKIN","GOLDENER RICOCHET"
"TID_BARKEEP_GOLD_SKIN","GOLDENER BARLEY"
"TID_GUNSLINGER_ROCKSTAR_SKIN","ROCKSTAR COLT"
"TID_STAT_HEAL","Heilung"
"TID_LUCHADOR_RUDO_SKIN","EL RUDO PRIMO"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","Kaufen"
"TID_EVENTS_NEW_EVENT","Neues Ereignis!"
"TID_SETTINGS_BRAWLHINTS","Kampftipps"
"TID_COLLECTED_COINS_INFO","Du hast auf der Map <PLANET> <CURRENT> von <MAX> verfügbaren Marken gesammelt."
"TID_COLLECTED_COINS_INFO_CAPPED","Du hast alle auf der Map <PLANET> verfügbaren Marken eingesammelt."
"TID_FIRST_WIN_INFO","Verdiene dir eine <cff8E1b>Starmarke</c> für deinen ersten Sieg gegen andere Spieler."
"TID_TICKET_COUNTER_INFO","Ereignistickets können in Brawlboxen gefunden werden.\n\nNutze sie, um hier zu brawlen!"
"TID_NOT_ENOUGH_TICKETS","Nicht genug Tickets"
"TID_EVENT_LIST_GAME_ROOMS","NEUES TEAM"
"TID_EVENT_LIST_WELCOME","Willkommen bei Brawl Stars!"
"TID_COOP","Koop-Brawl"
"TID_COOP_NOT_SUPPORTED","Koop-Brawl ist in diesem Modus nicht möglich."
"TID_PRACTISE_NOT_SUPPORTED","Training ist in diesem Ereignis nicht möglich."
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Neue Facebook-Anmeldung"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Möchtest du dein aktuelles Spiel mit deinem Facebook-Konto verknüpfen?"
"TID_BUTTON_OKAY","Okay"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","Für diesen Avatar benötigst du <HERO>."
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","Lade Freunde ein und\nspiele zusammen mit ihnen."
"TID_EVENT_POPUP_HIGHSTAKES_INFO","Du kannst mehrere Tickets pro Spiel ausgeben, um bessere Belohnungen zu erhalten."
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 vs. 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","Letzter Überlebender"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 vs. 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","Drei Spieler vs. Robobanditen"
"TID_HIGHSTAKES_REWARDS","Belohnungen x<COUNT>"
"TID_HIGHSTAKES_COST","Tickets: <COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","Brawl Stars verlassen?"
"TID_POPUP_ANDROID_EXIT","Möchtest du Brawl Stars wirklich verlassen?"
"TID_ROOM_NOT_SUPPORTED","Teams sind in diesem Ereignis nicht verfügbar."
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Kauf fehlgeschlagen"
"TID_ERROR_POP_UP_PURCHASE_FAILED","Abrechnungsserver antwortet nicht. Bitte versuche es später erneut."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","Okay"
"TID_IAP_NOT_AVAILABLE","Bitte aktiviere In-App-Käufe in den Einstellungen für Einschränkungen auf deinem Gerät."
"TID_NEWS_TITLE","NEWS"
"TID_STAT_DAMAGE_PER_ARROW","Schaden pro Pfeil"
"TID_STAT_DAMAGE_PER_MINE","Schaden pro Falle"
"TID_STAT_DAMAGE_PER_SPIKE","Schaden pro Nadel"
"TID_STAT_DAMAGE_PER_DAGGER","Schaden pro Dolch"
"TID_FRIENDS_FACEBOOK_CONNECTED","Mit Facebook verknüpft"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","Verknüpfe dein Spiel mit Facebook, um hier deine Facebook-Freunde zu sehen!"
"TID_FRIENDS_NO_FRIENDS","Keine Freunde"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","FREUNDSCHAFTSANFRAGE"
"TID_FRIENDS_TITLE_1_NO_COUNT","FREUNDE"
"TID_FRIENDS_TITLE_1","Freunde (<COUNT>)"
"TID_FRIENDS_TITLE_2","VORGESCHLAGENE FREUNDE"
"TID_FRIENDS_TITLE_3","FREUNDSCHAFTSEINLADUNGEN"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","<COUNT> KÜRZLICH GEMEINSAM GESPIELTE SPIELE"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","EIN KÜRZLICH GEMEINSAM GESPIELTES SPIEL"
"TID_FRIENDS_NO_ENTRIES_TAB_2","KEINE FREUNDSCHAFTSVORSCHLÄGE"
"TID_FRIENDS_NO_ENTRIES_TAB_3","KEINE FREUNDSCHAFTSEINLADUNGEN"
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","Freunde aus sozialen Netzwerken können nicht gelöscht werden."
"TID_FRIEND_REQUEST_ACCEPT","ANNEHMEN"
"TID_FRIEND_REQUEST_REJECT","ABLEHNEN"
"TID_FRIEND_REQUEST_REASON_1","AUS EINEM CLUB"
"TID_FRIEND_REQUEST_REASON_2","AUS EINEM TEAM"
"TID_FRIEND_REQUEST_REASON_3","VOR KURZEM GEMEINSAM GESPIELTE SPIELE: <AMOUNT>"
"TID_FRIEND_REQUEST_REASON_4","VOR KURZEM GEMEINSAM GESPIELTE SPIELE: <AMOUNT>"
"TID_FRIEND_POPOVER_PROFILE","PROFIL"
"TID_FRIEND_POPOVER_REMOVE","ENTFERNEN"
"TID_FRIEND_POPOVER_SPECTATE","ZUSEHEN"
"TID_FRIEND_POPOVER_YOU","Das bist du."
"TID_REMOVE_FRIEND_POPUP_REMOVE","ENTFERNEN"
"TID_REMOVE_FRIEND_POPUP_CANCEL","ABBRECHEN"
"TID_REMOVE_FRIEND_POPUP_TITLE","ENTFERNEN BESTÄTIGEN"
"TID_REMOVE_FRIEND_POPUP_BODY","Möchtest du <NAME> wirklich aus deiner Freundesliste entfernen?"
"TID_UNLOCK_SKIN_CONTENT","\n\n<NAME> KAUFEN"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","Verbindung getrennt"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","Ein anderes Gerät verbindet sich gerade mit diesem Spiel."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","Neu laden"
"TID_BAD_CONNECTION","Schlechte Netzwerkverbindung"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Facebook-Meldung"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Dieses Facebook-Konto ist bereits mit einem anderen Brawl Stars-Konto verbunden. Stattdessen mit deinem aktuellen Spiel verbinden?"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","Kostenlose Ereignisbelohnung eingefordert."
"TID_GEM_BUY_CONFIRMATION","<AMOUNT> Juwelen erhalten!"
"TID_BLOCKED_TEAM_READY","Dies kann nicht angezeigt werden, während du auf \qBereit\q gestellt bist!"
"TID_TEAM_CANNOT_INVITE_WHILE_READY","Du kannst keine Einladungen verschicken, während du auf \qBereit\q gestellt bist!"
"TID_SHOTGUN_BANDITA_SKIN","BANDITA SHELLY"
"TID_SHUTDOWN_STARTED","Das Spiel schließt in 5 Minuten für eine kurze Wartungspause."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","Die Server werden derzeit gewartet. Bitte versuche es in ein paar Stunden erneut."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","Die Server werden derzeit gewartet. Bitte versuche es in einigen Stunden erneut."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Die Server werden derzeit gewartet. Bitte versuche es in etwa 1,5 Stunden erneut."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","Die Server werden derzeit gewartet. Bitte versuche es in etwa einer Stunde erneut."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","Die Server werden derzeit gewartet. Bitte versuche es in etwa <value> Minuten erneut."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","Die Server werden derzeit gewartet. Bitte versuche es in ein paar Minuten erneut."
"TID_SHUTDOWN_BATTLE_DISABLED","Das Spiel schließt in ein paar Minuten für eine Wartungspause. Bis die Wartungspause vorüber ist, können keine neuen Spiele gestartet werden."
"TID_TEAM_SEARCH_NO_TEAM_CODE","Teamcode eingeben"
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","Du besitzt nicht genügend Rechte, um Beitrittsanfragen anzunehmen oder abzulehnen."
"TID_CLAN_RESPONSE_71","Älteste müssen nach einem Kick warten, bevor sie erneut einen Spieler kicken können."
"TID_STAT_MAX_DAMAGE","Schaden bei max. Reichweite"
"TID_STAT_DAMAGE_PER_BOMB","Schaden pro Granate"
"TID_ELDER_KICK_FAIL_COOLDOWN","Du hast erst kürzlich ein Clubmitglied gekickt. Versuche es in <time> erneut."
"TID_LUCHADOR_KING_SKIN","EL REY PRIMO"
"TID_PLAYER_DEFEATED_BR","Brawler besiegt"
"TID_BALL_1","Hinterhofstadion"
"TID_HINT_GET_BALL","Hol dir den <cdaa520>Ball</c>!"
"TID_LASER_BALL_INTRO_TEXT","Mit zwei Toren gewinnt ihr!"
"TID_AFK_WARNING","Inaktivitätswarnung! Bitte bewege deinen Brawler!"
"TID_AFK_DISCONNECTED_MSG","Du wurdest wegen Inaktivität oder einer schlechten Verbindung vom Spiel getrennt."
"TID_AFK_BANNED_MSG","Du wurdest wegen Inaktivität oder einer schlechten Verbindung aus deinem aktuellen Kampf gebannt. Du erhältst erneut Zugriff zum Spiel, nachdem der Kampf vorbei ist."
"TID_AFK_DISCONNECTED_TITLE","Verbindungstrennung durch Inaktivität"
"TID_AFK_BANNED_TITLE","Vom Kampf gebannt"
"TID_AFK_RELOAD","Neu laden"
"TID_GAME_MODE_7","ALLE GEGEN EINEN"
"TID_GAME_MODE_7_DESC","Fünf Spieler nehmen es mit dem RIESENBRAWLER eines weiteren Spielers auf.\n\nDer RIESENBRAWLER ist weitaus stärker und hat extrem viele Trefferpunkte, die er nach und nach verliert. Sein Ziel ist es, sich gegen die Jäger zu verteidigen und so lange wie möglich im Spiel zu bleiben!\n\nDie fünf Jäger müssen als Team zusammenarbeiten, um den RIESENBRAWLER so schnell wie möglich zu besiegen!"
"TID_BOSS_INTRO_TEXT_ATTACK","Besiege den RIESENBRAWLER so schnell wie möglich!"
"TID_BOSS_INTRO_TEXT_DEFEND","Du bist der RIESENBRAWLER! Überlebe so lange wie möglich!"
"TID_BOSS_1","Chaos-Canyon"
"TID_SEASON_END_POPUP_TITLE","SAISON IST ZU ENDE"
"TID_SEASON_END_POPUP_REWARD","SAISONBELOHNUNG"
"TID_SEASON_END_POPUP_GOLD_VALUE","<VALUE>"
"TID_COIN_META_MIGRATION_TITLE","Wichtige Änderungen!"
"TID_COIN_META_MIGRATION_OK","TUTORIAL SPIELEN"
"TID_COIN_META_MIGRATION_TXT_1","Brawl Stars verfügt über ein neues Upgrade-System, in dem Brawler im Level aufsteigen, wenn sie genug Powerpunkte haben. Dein vorheriger Fortschritt wurde in Brawlerlevel umgewandelt."
"TID_COIN_META_MIGRATION_TXT_2","Du bekommst Brawlboxen für deine ungenutzten Verbesserungsmarken, sowie weitere Marken, um sicherzustellen, dass dir kein Fortschritt verloren geht."
"TID_COIN_META_MIGRATION_TXT_3","Das Spiel wird nun im Querformat gespielt und mit zwei Joysticks gesteuert."
"TID_COIN_META_MIGRATION_TXT_4","MÜNZENBOOSTER gibt es nun nicht mehr. Hast du zuvor einen besessen, wurde er in Diamanten umgewandelt."
"TID_BOLTS_MIGRATION_TITLE","Wichtige Änderungen!"
"TID_BOLTS_MIGRATION_OK","Okay"
"TID_BOLTS_MIGRATION_INFO","Das neue Upgrade-System für Brawler verwendet kein Elixier mehr. Deine vorherigen Brawler-Upgrades sowie dein Elixier wurden in <BOLTS> Verbesserungsmarken umgewandelt. Mit diesen kannst du deine Brawler verbessern!\n\nDoppelte Brawler und Chips wurden aus dem Spiel entfernt. Für deine Chips hast du <GEMS> Juwelen erhalten. Viel Spaß damit!"
"TID_BOLTS_MIGRATION_ELIXER_TOKEN","DEIN ELIXIER WURDE IN VERBESSERUNGSMARKEN UMGEWANDELT."
"TID_BOLTS_MIGRATION_CHIP_GEM","DEINE CHIPS WURDEN IN JUWELEN UMGEWANDELT."
"TID_STAT_HEALING_PER_SEC","Heilung pro Sekunde"
"TID_STAT_DAMAGE_PER_CARD","Schaden pro Karte"
"TID_OVERTIME","Verlängerung!"
"TID_STARTER_PACK_XP_REQ","Sonderangebot für das Erreichen von EP-Level <XPLEVEL>"
"TID_VALUE","Wert"
"TID_SHOP_ONE_TIME_PURCHASE","Dieses Angebot kann nur EINMAL gekauft werden!"
"TID_HINT_MAKE_GOAL_1","Bewege den <ccc0033>ROTEN JOYSTICK</c>, um zu zielen!"
"TID_BALL_2","Tripeldribbel"
"TID_BALL_3","Volltrefferpark"
"TID_STARTER_PACK_1","Level-5-Paket"
"TID_STARTER_PACK_2","Level-15-Paket"
"TID_STARTER_PACK_3","Level-25-Paket"
"TID_IAP_XMAS2018_PACK","Weihnachtspaket!"
"TID_IAP_XMAS2018_PACK_DESC","Ho ho ho!"
"TID_BLACKHOLE_DEFAULT_SKIN","Standard"
"TID_GOLD_CAP_HIT","Markenlimit erreicht."
"TID_GATCHA_BUTTON_BOX_STACK_FULL","Boxenlager voll"
"TID_COOP_1","Pachinko-Park"
"TID_GAME_MODE_8","ROBORUMBLE"
"TID_GAME_MODE_8_DESC","Verteidigt den Tresor gegen die gierigen Robobanditen! Je länger ihr ihn verteidigt, desto größer wird eure Belohnung!\n\nDie Roboter greifen den Tresor von allen Seiten an und werden immer zahlreicher. Gebt alles und verteidigt ihn so lange ihr könnt!"
"TID_COOP_INTRO_TEXT","Verteidigt den Tresor so lange wie möglich!"
"TID_SELECT_EVENT_POPUP_TITLE","Ereignis auswählen"
"TID_BARREL_BOT","DARRYL"
"TID_BARREL_BOT_DESC","Darryl hat eine mächtige Doppel-Shotgun-Attacke. Mit seinem Superskill überrollt er in seinem herumspringenden Fass rücksichtslos Gegner!"
"TID_BARREL_BOT_WEAPON","DOPPELPACK"
"TID_BARREL_BOT_WEAPON_DESC","Darryls doppelläufige Schrotflinten feuern zwei zeitversetzte Schrotsalven, die auf nahe Entfernung riesigen Schaden anrichten."
"TID_BARREL_BOT_ULTI","FASS-INS-ROLLEN-BRINGEN"
"TID_BARREL_BOT_ULTI_DESC","Darryl rollt in seinem Fass auf Feinde zu und stößt sie zurück. Von Wänden prallt er ab. Sein Superskill lädt sich mit der Zeit wieder auf!"
"TID_ARTILLERY_DUDE","PENNY"
"TID_ARTILLERY_DUDE_DESC","Penny verschießt Beutel mit Katzengold, die dem Ziel sowie dahinter stehenden Gegnern Schaden zufügen. Ihr Superskill ist eine mörserartige Kanone!"
"TID_ARTILLERY_DUDE_WEAPON","PRIMADONNABÜCHSE"
"TID_ARTILLERY_DUDE_WEAPON_DESC","Verschießt einen Beutel Katzengold. Trifft dieser einen Feind, platzt er und der Inhalt fügt Zielen hinter dem getroffenen Gegner Schaden zu."
"TID_ARTILLERY_DUDE_ULTI","KARL DIE KANONE"
"TID_ARTILLERY_DUDE_ULTI_DESC","Penny stellt ihre Kanone auf! Sie schießt aus großer Entfernung auf Gegner - selbst, wenn diese sich in Deckung befinden."
"TID_ITEM_NAME_SPECIAL","STARPOWER"
"TID_HERO_INFO_ITEM_LOCKED","Kann ab Level <LEVEL> gefunden werden."
"TID_HERO_INFO_LOCKED_INFO","Du kannst Brawler in Brawlboxen finden und so freischalten."
"TID_HERO_INFO_LOCKED_INFO_RANK_TRACK","Zum Freischalten <SCORE> Trophäen erreichen"
"TID_SPEC_ABI_FREEZE","Schrotbremse"
"TID_SPEC_ABI_BERSERKER","Berserker"
"TID_SPEC_SELF_DESTRUCT","Rache"
"TID_SPEC_ABI_CACTUS_HEAL","Regeneration"
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK","Für medizinische Zwecke"
"TID_SPEC_ABI_REPAIR_TURRET","Energetisieren"
"TID_SPEC_ABI_PET_LIFESTEAL","Symbäriose"
"TID_SPEC_ABI_STEAL_SOULS","Seelendieb"
"TID_SPEC_ABI_SPOT","Adlerauge"
"TID_SPEC_ABI_AMBUSH","Heckenschützin"
"TID_SPEC_ABI_BLACK_HOLE_MONSTER","Dunkles Portal"
"TID_SPEC_ABI_SPEED","Schicke Stiefel"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK","Mamas Umarmung"
"TID_SPEC_BOUNCED_BULLETS_STRONGER","Pralle Abpraller"
"TID_SPEC_ABI_FIRE_DOT_ULTI","El Fuego"
"TID_SPEC_LAST_STAND","Großes Finale"
"TID_SPEC_BURN","Feuer frei"
"TID_SPEC_CRIPPLE","Extratoxisch"
"TID_SPEC_ABI_BARREL_DEFENSE","Rundumschutz"
"TID_SPEC_HEAL_MAIN_ATTACK","Da capo!"
"TID_SPEC_ABI_FREEZE_DESC","Shellys Superschrot verlangsamt Gegner <c00cc00><VALUE1></c> Sekunden lang!"
