"TID","RU"
"TID_HINT_SHOOT_1","<ce662f9>КРИСТАЛЛЫ</c> будут появляться из шахты в центре!"
"TID_HINT_DRAG_TO_ULTI_1","Активируй Супер при помощи красного круга!"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Новая учётная запись Game Center"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Хочешь привязать свою игру к этой учётной записи Game Center?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Уведомление учётной записи Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Загрузить данные игрока <name> с <number>-м уровнем опыта? Внимание: текущие достижения будут потеряны."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Загрузить игру?"
"TID_BUTTON_VILLAGE_LOAD","Загрузка"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Уведомление Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Загрузить данные игрока <name> с <number>-м уровнем опыта? Внимание: текущие достижения будут потеряны."
"TID_BUTTON_AVATAR_LOAD","Загрузка"
"TID_SETTINGS_SCREEN_TITLE","Настройки"
"TID_SETTINGS_MUSIC","МУЗЫКА"
"TID_SETTINGS_SFX","ЗВУКОВЫЕ ЭФФЕКТЫ"
"TID_SETTINGS_OFF","Выкл."
"TID_SETTINGS_ON","Вкл."
"TID_SETTINGS_LANGUAGE","ЯЗЫК"
"TID_ACCOUNT","Устройства"
"TID_LINK_DEVICE_BUTTON","Привязать устройство"
"TID_SETTINGS_FACEBOOK","ДРУЗЬЯ"
"TID_CHANGE_NAME_BUTTON","Изменить имя"
"TID_CREDITS_BUTTON","Создатели игры"
"TID_PRIVACY_POLICY_BUTTON","Политика конфиденциальности"
"TID_PARENTS_GUIDE_BUTTON","Справочник для родителей"
"TID_MULTIDEVICE_INFO","Войди в учётную запись Game Center, чтобы сохранить свои достижения и играть на разных устройствах iOS."
"TID_SETTINGS_GOOGLE","Вход в Google Play"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Подключено"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Подключение"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","ПОДКЛЮЧЕНО"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","ПОДКЛЮЧИТЬ"
"TID_FAQ_BUTTON","Помощь и поддержка"
"TID_ABOUT","Создатели\n\n<names>\n\nBrawl Stars ™ <version>\nАвторские права принадлежат Supercell Ltd., 2016—2018 гг. Все права защищены.\nЛюбое использование данного программного обеспечения регулируется положениями Условий пользования и Политики конфиденциальности, доступных по адресу www.supercell.com."
"TID_IAP_TRANSACTION_PENDING","Пожалуйста, подожди. Операция выполняется."
"TID_RATE_APP_TITLE","Оцени Brawl Stars"
"TID_RATE_APP_MESSAGE","Пожалуйста, оцени Brawl Stars или оставь отзыв в App Store. Для нас очень важно твоё мнение!"
"TID_BUTTON_RATE_APP_LATER","Потом"
"TID_BUTTON_RATE_APP_REVIEW","Сейчас"
"TID_BUTTON_RATE_APP_NEVER","Никогда"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Невозможно разблокировать учётную запись"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","В данный момент разблокировать учётную запись невозможно. Пожалуйста, попробуй позже!"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Попробовать снова"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Неверный код разблокировки!"
"TID_ACCOUNT_LOCKED_TITLE","Учётная запись заблокирована"
"TID_ACCONT_LOCKED_TEXT","Твоя учётная запись заблокирована из соображений безопасности. Введи код разблокировки для её восстановления."
"TID_ACCOUNT_LOCKED_TEXT2","Введи код разблокировки:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","Нажми для подтверждения"
"TID_NOT_ENOUGH_GEMS_TITLE","Не хватает кристаллов"
"TID_NOT_ENOUGH_GEMS_INFO","\n\nУ тебя недостаточно кристаллов. Загляни в магазин, чтобы пополнить запас!"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","В магазин"
"TID_COIN_DOUBLER_TITLE","Купить удвоитель жетонов"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","Добавить жетоны к удвоителю жетонов"
"TID_COIN_DOUBLER_INFO","Следующие заработанные в бою жетоны (<c2edd1b><AMOUNT></c>) удваиваются."
"TID_COIN_DOUBLER_INFO_WITH_COINS","Добавить жетоны (<c2edd1b><AMOUNT></c>) к удвоителю жетонов.\n\nУдвоитель жетонов удваивает заработанные в бою жетоны."
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","Урон от динамитной шашки"
"TID_STARS_1","Берегись: у тебя есть <ce662f9>КРИСТАЛЛ</c>!"
"TID_STARS_2","Берегись: у тебя есть <ce662f9>КРИСТАЛЛЫ</c>!"
"TID_STARS_3","Берегись: у тебя много <ce662f9>КРИСТАЛЛОВ</c>!"
"TID_STARS_4","Берегись: у тебя тонна <ce662f9>КРИСТАЛЛОВ</c>!"
"TID_GATCHA_BUTTON_TITLE","ЯЩИК"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","БОЛЬШОЙ ЯЩИК"
"TID_EVENT_LOCKED","Заблокировано"
"TID_SPECIAL_EVENT_TITLE_TOP","ОСОБОЕ СОБЫТИЕ:"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","активно"
"TID_SPECIAL_EVENT_STATUS_FUTURE","начало через"
"TID_EVENT_COMING_UP_INFO","Событие начнется через <TIME>"
"TID_ROCKET_BEACH_SKIN","ПЛЯЖНЫЙ БРОК"
"TID_CACTUS_PINK_SKIN","РОЗОВЫЙ СПАЙК"
"TID_SHAMAN_PANDA_SKIN","НИТА-ПАНДА"
"TID_CROW_WHITE_SKIN","БЕЛЫЙ ВОРОН"
"TID_BULL_HAIR_SKIN","ВИКИНГ БУЛЛ"
"TID_TRICKSHOT_GOLD_SKIN","ЗОЛОТОЙ МЕДАЛИСТ РИКОШЕТ"
"TID_BARKEEP_GOLD_SKIN","ЗОЛОТОЙ БАРЛИ"
"TID_GUNSLINGER_ROCKSTAR_SKIN","РОК-ЗВЕЗДА КОЛЬТ"
"TID_STAT_HEAL","Лечение"
"TID_LUCHADOR_RUDO_SKIN","ЭЛЬ РУДО ПРИМО"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","Купить"
"TID_EVENTS_NEW_EVENT","Новое событие!"
"TID_SETTINGS_BRAWLHINTS","Боевые подсказки"
"TID_COLLECTED_COINS_INFO","Тобой собрано <CURRENT> жетонов из <MAX>, существующих в режиме «<PLANET>»."
"TID_COLLECTED_COINS_INFO_CAPPED","Тобой собраны все жетоны, существующие в режиме «<PLANET>»."
"TID_FIRST_WIN_INFO","Заработай <cff8E1b>звёздный жетон</c> за свою первую победу над другими игроками."
"TID_TICKET_COUNTER_INFO","Билеты событий можно найти в ящике.\n\nИспользуй билеты, чтобы сражаться здесь!"
"TID_NOT_ENOUGH_TICKETS","Не хватает билетов"
"TID_EVENT_LIST_GAME_ROOMS","НОВАЯ КОМАНДА"
"TID_EVENT_LIST_WELCOME","Добро пожаловать в Brawl Stars!"
"TID_COOP","Кооперативный бой"
"TID_COOP_NOT_SUPPORTED","В этом событии кооперативный бой недоступен"
"TID_PRACTISE_NOT_SUPPORTED","В этом событии тренировка недоступна"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Новая учётная запись Facebook"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Хочешь привязать игру к этой учётной записи Facebook?"
"TID_BUTTON_OKAY","OK"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","Для этой иконки необходим боец <HERO>"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","Пригласи друзей\nи играй вместе с ними"
"TID_EVENT_POPUP_HIGHSTAKES_INFO","Можно потратить сразу несколько билетов, и тогда награда будет больше."
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 на 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","Бой на выживание"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 на 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","Три игрока против роботов"
"TID_HIGHSTAKES_REWARDS","Награда x<COUNT>"
"TID_HIGHSTAKES_COST","Билетов: <COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","Выйти из Brawl Stars?"
"TID_POPUP_ANDROID_EXIT","Точно хочешь выйти из Brawl Stars?"
"TID_ROOM_NOT_SUPPORTED","В этом событии команды недоступны"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Покупка не удалась"
"TID_ERROR_POP_UP_PURCHASE_FAILED","Сервер оплаты не отвечает. Пожалуйста, попробуй позже."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","ОК"
"TID_IAP_NOT_AVAILABLE","Пожалуйста, активируй возможность встроенных покупок в настройках ограничений устройства."
"TID_NEWS_TITLE","НОВОСТИ"
"TID_STAT_DAMAGE_PER_ARROW","Урон от стрелы"
"TID_STAT_DAMAGE_PER_MINE","Урон от ловушки"
"TID_STAT_DAMAGE_PER_SPIKE","Урон от шипа"
"TID_STAT_DAMAGE_PER_DAGGER","Урон от кинжала"
"TID_FRIENDS_FACEBOOK_CONNECTED","Facebook подключён"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","Подключись к Facebook, чтобы видеть в игре друзей из Facebook!"
"TID_FRIENDS_NO_FRIENDS","Друзей нет"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","ПРЕДЛОЖИТЬ ДРУЖИТЬ"
"TID_FRIENDS_TITLE_1_NO_COUNT","ДРУЗЬЯ"
"TID_FRIENDS_TITLE_1","ДРУЗЬЯ (<COUNT>)"
"TID_FRIENDS_TITLE_2","ВОЗМОЖНЫЕ ДРУЗЬЯ"
"TID_FRIENDS_TITLE_3","ПРЕДЛОЖЕНИЯ ДРУЖИТЬ"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","ИГР ВМЕСТЕ НЕДАВНО: <COUNT>"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","НЕДАВНО БЫЛА СЫГРАНА ОДНА ИГРА ВМЕСТЕ"
"TID_FRIENDS_NO_ENTRIES_TAB_2","ВОЗМОЖНЫХ ДРУЗЕЙ НЕТ"
"TID_FRIENDS_NO_ENTRIES_TAB_3","ПРЕДЛОЖЕНИЙ ДРУЖИТЬ НЕТ"
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","Друзей из социальных сетей удалить нельзя."
"TID_FRIEND_REQUEST_ACCEPT","ПРИНЯТЬ"
"TID_FRIEND_REQUEST_REJECT","ОТКЛОНИТЬ"
"TID_FRIEND_REQUEST_REASON_1","ИЗ КЛУБА"
"TID_FRIEND_REQUEST_REASON_2","ИЗ КОМАНДЫ"
"TID_FRIEND_REQUEST_REASON_3","ИГР ВМЕСТЕ НЕДАВНО: <AMOUNT>"
"TID_FRIEND_REQUEST_REASON_4","ИГР ВМЕСТЕ НЕДАВНО: <AMOUNT>"
"TID_FRIEND_POPOVER_PROFILE","ПРОФИЛЬ"
"TID_FRIEND_POPOVER_REMOVE","УДАЛИТЬ"
"TID_FRIEND_POPOVER_SPECTATE","НАБЛЮДАТЬ"
"TID_FRIEND_POPOVER_YOU","Это ты"
"TID_REMOVE_FRIEND_POPUP_REMOVE","УДАЛИТЬ"
"TID_REMOVE_FRIEND_POPUP_CANCEL","ОТМЕНА"
"TID_REMOVE_FRIEND_POPUP_TITLE","ПОДТВЕРДИТЬ УДАЛЕНИЕ ИЗ ДРУЗЕЙ"
"TID_REMOVE_FRIEND_POPUP_BODY","Точно хочешь удалить игрока <NAME> из друзей?"
"TID_UNLOCK_SKIN_CONTENT","\n\nКУПИТЬ СКИН «<NAME>»"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","Подключение прервано"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","Другое устройство подключается к этой игре."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","Перезагрузить"
"TID_BAD_CONNECTION","Нестабильное соединение"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Уведомление Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Эта учётная запись Facebook уже привязана к другой игре Brawl Stars. Привязать её к этой игре?"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","Бесплатная награда события получена"
"TID_GEM_BUY_CONFIRMATION","Получены кристаллы (<AMOUNT>)!"
"TID_BLOCKED_TEAM_READY","Нельзя показать в режиме готовности"
"TID_TEAM_CANNOT_INVITE_WHILE_READY","Нельзя пригласить в режиме готовности"
"TID_SHOTGUN_BANDITA_SKIN","ШЕЛЛИ-БАНДИТКА"
"TID_SHUTDOWN_STARTED","Игра закроется на короткий технический перерыв через 5 минут."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","Прости, на сервере ведутся технические работы. Пожалуйста, попробуй снова через несколько часов."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","Прости, на сервере ведутся технические работы. Пожалуйста, попробуй снова через пару часов."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Прости, на сервере ведутся технические работы. Пожалуйста, попробуй снова примерно через полтора часа."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","Прости, на сервере ведутся технические работы. Пожалуйста, попробуй снова примерно через час."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","Прости, на сервере ведутся технические работы. Пожалуйста, попробуй снова примерно через <value> минут."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","Прости, на сервере ведутся технические работы. Пожалуйста, попробуй снова через несколько минут."
"TID_SHUTDOWN_BATTLE_DISABLED","Игра закроется на техническое обслуживание через несколько минут. Начать новую игру будет невозможно до окончания технического обслуживания."
"TID_TEAM_SEARCH_NO_TEAM_CODE","Введи код команды."
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","Ты не можешь принимать или отклонять запросы."
"TID_CLAN_RESPONSE_71","Между повторным исключением из клуба ветераном должно пройти какое-то время."
"TID_STAT_MAX_DAMAGE","Урон на максимальной дистанции"
"TID_STAT_DAMAGE_PER_BOMB","Урон от гранаты"
"TID_ELDER_KICK_FAIL_COOLDOWN","Тобой недавно был исключён участник клуба. Попробуй снова через <time>"
"TID_LUCHADOR_KING_SKIN","ЭЛЬ РЕЙ ПРИМО"
"TID_PLAYER_DEFEATED_BR","Боец побежден"
"TID_BALL_1","Дворовой чемпионат"
"TID_HINT_GET_BALL","Забери <cdaa520>мяч</c>!"
"TID_LASER_BALL_INTRO_TEXT","Забей два гола, чтобы победить!"
"TID_AFK_WARNING","Предупреждение за неактивность! Двигайся!"
"TID_AFK_DISCONNECTED_MSG","Тебя отключило от битвы из-за неактивности или плохого соединения."
"TID_AFK_BANNED_MSG","Участие в текущей битве заблокировано из-за неактивности или плохого соединения. Ты сможешь вернуться в игру, когда битва будет закончена."
"TID_AFK_DISCONNECTED_TITLE","Отключение из-за неактивности"
"TID_AFK_BANNED_TITLE","Участие в битве заблокировано"
"TID_AFK_RELOAD","Перезагрузить"
"TID_GAME_MODE_7","БОЛЬШАЯ ИГРА"
"TID_GAME_MODE_7_DESC","Пять игроков пытаются одолеть МЕГАБОЙЦА другого игрока.\n\nЕсли ты — МЕГАБОЕЦ, у тебя огромное преимущество в силе и здоровье. Не дай охотникам одолеть тебя и оставайся в живых как можно дольше!\n\nЕсли ты — один из пяти охотников, действуй сообща с командой, чтобы одолеть МЕГАБОЙЦА как можно скорее!"
"TID_BOSS_INTRO_TEXT_ATTACK","Одолей МЕГАБОЙЦА как можно скорее"
"TID_BOSS_INTRO_TEXT_DEFEND","Ты — МЕГАБОЕЦ! Продержись как можно дольше!"
"TID_BOSS_1","Смертельный каньон"
"TID_SEASON_END_POPUP_TITLE","СЕЗОН ЗАКОНЧИЛСЯ"
"TID_SEASON_END_POPUP_REWARD","НАГРАДА ОКОНЧАНИЯ СЕЗОНА"
"TID_SEASON_END_POPUP_GOLD_VALUE","<VALUE>"
"TID_COIN_META_MIGRATION_TITLE","Важные изменения!"
"TID_COIN_META_MIGRATION_OK","ПРОЙТИ ОБУЧЕНИЕ"
"TID_COIN_META_MIGRATION_TXT_1","В Brawl Stars действует новая система улучшения, где уровень бойцов может быть повышен после того, как будет собрано достаточное количество очков силы. Твои достижения были преобразованы в уровни."
"TID_COIN_META_MIGRATION_TXT_2","Ты получишь ящики в обмен на свои неиспользованные жетоны для улучшения и еще несколько сверх этого, чтобы убедиться, что твои достижения не потеряются."
"TID_COIN_META_MIGRATION_TXT_3","Игра перешла на альбомную ориентацию и управляется двумя джойстиками."
"TID_COIN_META_MIGRATION_TXT_4","УСИЛИТЕЛЬ МОНЕТ был убран и преобразован в кристаллы."
"TID_BOLTS_MIGRATION_TITLE","Важные изменения!"
"TID_BOLTS_MIGRATION_OK","ОК"
"TID_BOLTS_MIGRATION_INFO","В новой системе улучшения бойцов эликсир больше не нужен. Мы компенсировали твой эликсир и предыдущие улучшения бойцов жетонами для улучшения (<BOLTS>). Используй эти жетоны для улучшения своих бойцов!\n\nКопии бойцов и, следовательно, фишки были убраны из игры. Мы компенсировали твои фишки кристаллами (<GEMS>). Удачи!"
"TID_BOLTS_MIGRATION_ELIXER_TOKEN","ТВОЙ ЭЛИКСИР ПРЕВРАТИЛСЯ В ЖЕТОНЫ ДЛЯ УЛУЧШЕНИЯ"
"TID_BOLTS_MIGRATION_CHIP_GEM","ТВОИ ФИШКИ БЫЛИ ЗАМЕНЕНЫ КРИСТАЛЛАМИ"
"TID_STAT_HEALING_PER_SEC","Исцеление в секунду"
"TID_STAT_DAMAGE_PER_CARD","Урон от карты"
"TID_OVERTIME","Дополнительное время!"
"TID_STARTER_PACK_XP_REQ","Особая акция по случаю получения <XPLEVEL>-го уровня опыта"
"TID_VALUE","выгода"
"TID_SHOP_ONE_TIME_PURCHASE","РАЗОВОЕ предложение!"
"TID_HINT_MAKE_GOAL_1","ЗАЖМИ И ПОТЯНИ <ccc0033>КРАСНЫЙ ДЖОЙСТИК</c>, чтобы прицелиться перед ударом по мячу!"
"TID_BALL_2","Трипл-дрибл"
"TID_BALL_3","Игольное ушко"
"TID_STARTER_PACK_1","Набор 5-го уровня"
"TID_STARTER_PACK_2","Набор 15-го уровня"
"TID_STARTER_PACK_3","Набор 25-го уровня"
"TID_IAP_XMAS2018_PACK","Праздничный набор"
"TID_IAP_XMAS2018_PACK_DESC","Хо-хо-хо!"
"TID_BLACKHOLE_DEFAULT_SKIN","По умолчанию"
"TID_GOLD_CAP_HIT","Лимит жетонов исчерпан."
"TID_GATCHA_BUTTON_BOX_STACK_FULL","Достигнут предел количества ящиков"
"TID_COOP_1","Парк патинко"
"TID_GAME_MODE_8","РОБОРУБКА"
"TID_GAME_MODE_8_DESC","Защищай сейф от жадных робобандитов. Чем дольше продержишься, тем лучше награда.\n\nРоботы наступают со всех сторон, и их количество постоянно растёт. Продержись как можно дольше!"
"TID_COOP_INTRO_TEXT","Защищай сейф так долго, как сможешь!"
"TID_SELECT_EVENT_POPUP_TITLE","Выбрать событие"
"TID_BARREL_BOT","ДЭРРИЛ"
"TID_BARREL_BOT_DESC","Атака из пары дробовиков Дэррила невероятно мощна. Его Супер — усиленная бочка, в которой он катится вперёд, отскакивая от стен по пути!"
"TID_BARREL_BOT_WEAPON","ДВАЖДЫ ДВА"
"TID_BARREL_BOT_WEAPON_DESC","Дэррил наносит огромный урон на короткой дистанции, дважды стреляя из обеих двустволок."
"TID_BARREL_BOT_ULTI","УКАТИВШАЯСЯ БОЧКА"
"TID_BARREL_BOT_ULTI_DESC","Отбрасывая в стороны врагов и отскакивая от стен, Дэррил несётся в своей бочке вперёд. Его Супер заряжается с течением времени!"
"TID_ARTILLERY_DUDE","ПЕННИ"
"TID_ARTILLERY_DUDE_DESC","Пенни стреляет мешочками с монетами, наносящими урон самой цели и любому, находящемуся за ней. Её Супер — бронебашня-мортира!"
"TID_ARTILLERY_DUDE_WEAPON","МУШКЕТОН"
"TID_ARTILLERY_DUDE_WEAPON_DESC","Стреляет мешочком фальшивого золота. Задев врага, мешочек рвётся и осыпает монетами другие цели позади."
"TID_ARTILLERY_DUDE_ULTI","СТАРЫЙ ПРОЙДОХА"
"TID_ARTILLERY_DUDE_ULTI_DESC","Пенни устанавливает пушку, которая достаёт врагов на большой дистанции, даже если они в укрытии."
"TID_ITEM_NAME_SPECIAL","ЗВЁЗДНАЯ СИЛА"
"TID_HERO_INFO_ITEM_LOCKED","Можно найти после достижения <LEVEL>-го уровня."
"TID_HERO_INFO_LOCKED_INFO","Бойца можно разблокировать, найдя его в ящике"
"TID_HERO_INFO_LOCKED_INFO_RANK_TRACK","Собери <SCORE> трофеев, чтобы разблокировать"
"TID_SPEC_ABI_FREEZE","Контузия"
"TID_SPEC_ABI_BERSERKER","Берсерк"
"TID_SPEC_SELF_DESTRUCT","Отмщение"
"TID_SPEC_ABI_CACTUS_HEAL","Удобрение"
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK","Лекарство"
"TID_SPEC_ABI_REPAIR_TURRET","Подзарядка"
"TID_SPEC_ABI_PET_LIFESTEAL","Медвежья услуга"
"TID_SPEC_ABI_STEAL_SOULS","Жуткая жатва"
"TID_SPEC_ABI_SPOT","Парящий орёл"
"TID_SPEC_ABI_AMBUSH","Засада"
"TID_SPEC_ABI_BLACK_HOLE_MONSTER","Чёрный портал"
"TID_SPEC_ABI_SPEED","Модные сапоги"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK","Мамина забота"
"TID_SPEC_BOUNCED_BULLETS_STRONGER","Суперотскок"
"TID_SPEC_ABI_FIRE_DOT_ULTI","Эль Фуэго"
"TID_SPEC_LAST_STAND","Лебединая песня"
"TID_SPEC_BURN","Поджигатель"
"TID_SPEC_CRIPPLE","Смертельный яд"
"TID_SPEC_ABI_BARREL_DEFENSE","Стальные обручи"
"TID_SPEC_HEAL_MAIN_ATTACK","Да-капо!"
"TID_SPEC_ABI_FREEZE_DESC","Суперснаряды Шелли контузят врагов и замедляют их на <c00cc00><VALUE1></c> с.!"
"TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC","+<c00cc00><VALUE2></c> к урону от оружия и Супера против бойцов, уровень здоровья которых равен или меньше <VALUE1> %."
"TID_SPEC_ABI_BERSERKER_DESC","Когда здоровье Булла становится меньше <c00cc00><VALUE1> %</c>, его скорость перезарядки увеличивается вдвое!"
"TID_SPEC_SELF_DESTRUCT_DESC","Пав в бою, Динамайк бросает 6 динамитных шашек, каждая из которых наносит <c00cc00><VALUE1></c> очков урона."
"TID_SPEC_ABI_CACTUS_HEAL_DESC","Используя Супер и находясь в зоне его действия, Спайк восстанавливает <c00cc00><VALUE1></c> очков здоровья в секунду."
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC","Барли восстанавливает <c00cc00><VALUE1></c> очков здоровья с каждой основной атакой."
"TID_SPEC_ABI_REPAIR_TURRET_DESC","Атакуя врагов, Джесси может восстановить <c00cc00><VALUE1></c> очков здоровья, потерянных её турелью."
"TID_SPEC_ABI_PET_LIFESTEAL_DESC","Нита восстанавливает <c00cc00><VALUE1></c> очков здоровья каждый раз, когда её медведь наносит урон врагу. Когда Нита наносит урон, её медведь восстанавливает <c00cc00><VALUE2></c> очков здоровья."
"TID_SPEC_ABI_STEAL_SOULS_DESC","Мортис видит и собирает жизненную энергию павших бойцов врага. Собранная энергия восстанавливает <c00cc00><VALUE1></c> оч. его здоровья."
"TID_SPEC_SPOT_FROM_AIR_DESC","Используя Супер, Ворон может видеть всех прячущихся врагов. Его товарищи по команде также смогут их видеть!"
"TID_SPEC_HEAL_MAIN_ATTACK_DESC","Если товарищи по команде попадают в радиус действия атаки Поко, они восстанавливают <c00cc00><VALUE1></c> очков здоровья."
"TID_SPEC_ABI_SPOT_DESC","Бо может издалека заметить спрятавшихся в кустах врагов. Навык также действует на его товарищей по команде!"
"TID_SPEC_ABI_AMBUSH_DESC","Атаки Пайпер наносят <c00cc00><VALUE1></c> очков дополнительного урона на максимальной дистанции, когда она прячется в кустах."
"TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC","Супер Тары открывает пространственный портал, из которого появляется готовый к сражению с врагами теневой клон Тары."
"TID_SPEC_ABI_TODO_DESC","Особая способность не определена"
"TID_SPEC_ABI_SPEED_DESC","Когда Кольт обувает пару модных сапог, его скорость невероятно возрастает."
"TID_SPEC_ABI_PUSHBACK_SELF_DESC","Динамайк может перенестись через препятствие, оседлав взрывную волну!"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC","С каждым порывом бури лома Пэм восстанавливает себе и своим товарищам <c00cc00><VALUE1></c> очков здоровья."
"TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC","При атаке и использовании Супера пули Рикошета получают при первом отскоке дополнительную энергию и наносят <c00cc00><VALUE1></c> очков дополнительного урона."
"TID_SPEC_ABI_FIRE_DOT_ULTI_DESC","Враги, задетые Супером Эль Примо, получают <c00cc00><VALUE1></c> очков урона огнём в течение 4-х секунд."
"TID_SPEC_LAST_STAND_DESC","Перед тем, как исчезнуть, Поко исполняет свою лебединую песню. Находящиеся рядом соратники восстанавливают <c00cc00><VALUE1></c> очков здоровья!"
"TID_SPEC_BURN_DESC","После атаки Брока земля продолжает гореть. Находящиеся в огне враги получают <c00cc00><VALUE1></c> очков урона в секунду!"
"TID_SPEC_ABI_BARREL_DEFENSE_DESC","Супер Дэррила — усиленная бочка, понижающая на <c00cc00><VALUE1></c> сек. весь наносимый ему урон на <c00cc00><VALUE2> %</c>."
"TID_SPEC_CRIPPLE_DESC","Яд Ворона ослабляет врагов, и они наносят на <c00cc00><VALUE1> %</c> меньше урона, пока он действует."
"TID_SEASON_ENDED_NOTI","Сезон закончился! Награда сезона ждёт тебя."
"TID_BATTLE_ROYALE_7","Двойная проблема"
"TID_GAME_MODE_9","ПАРНОЕ СТОЛКНОВЕНИЕ"
"TID_GAME_MODE_9_COMBINED","СТОЛКНОВЕНИЕ"
"TID_GAME_MODE_9_DESC","Победи четыре другие команды. Пав в бою, можно возродиться через некоторое время, если товарищ по команде будет всё ещё жив."
"TID_WAVE_APPROACHING","<number>-я волна"
"TID_TEAMS_LEFT","Осталось команд: <num>"
"TID_TEAM_MATE_RESPAWNING","Напарник вернётся через <num>"
"TID_BOSS_APPROACHING","<number>-я волна: <ccc0000>идёт большой робот!</c>"
"TID_COOP_2","Стальной перекрёсток"
"TID_BOSS_2","Зал Кротовьего Короля"
"TID_BEAR_DAMAGE","Урон медведя"
"TID_BEAR_HEALTH","Здоровье медведя"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM","Команды по двое"
"TID_SPEC_ABI_PUSHBACK_SELF","Динапрыжок"
"TID_VIEW_PROFILE_BUTTON","Посмотреть профиль"
"TID_REPORT_PLAYER_BUTTON","ПОЖАЛОВАТЬСЯ"
"TID_CHAT_REPORT_CONFIRMATION_TITLE","Пожаловаться на игрока <name>?"
