"Name","Character","Model","ModelCNOverride","GadgetModel","PortraitCameraFile","IntroCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","HappyAnim","HappyLoopAnim","SadAnim","SadLoopAnim","LobbyAnim","LobbyLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","IntroAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","SadFace","SadLoopFace","LobbyFace","LobbyLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","LobbyEffect","HeroScreenEffect","SignatureEffect","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","SecondaryProjectile","UltiProjectile","MainAttackEffect","MainAttackEffect2","UltiAttackEffect","UltiAttackEffect2","UseBlueTextureInMenus","MainAttackUseEffect","UltiUseEffect","UltiEndEffect","MeleeHitEffect","SpawnEffect","UltiLoopEffect","UltiLoopEffect2","StarPower1Effect","StarPower2Effect","AreaEffect","AreaEffectStarPower","AreaEffectStarPower2","AreaEffectAttack","SpawnedItem","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","BoneEffect1","BoneEffect2","BoneEffect3","BoneEffect4","BoneEffectUse","AutoAttackProjectile","ProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","MoveEffect","MoveEffect2","StillEffect","StillEffect2","ChargedShotEffect","DisableHeadRotation"
"ArcadeClassic","Arcade","8bit_classic_geo.scw",,,"8bit_base_cam.scw","emz_intro_pose.scw",,"8bitIdle","8BitWalk","8bitAttack","8bitIdle","8bitRecoil",,"8bitIdle",,"8bitReload","8bitPushback","8bitWin","8bitWinloop","8bitLose","8bitLoseloop","8bitWin","8bitWinloop","8bitWinloop","8bitWin","8bitWinloop","8bitWin","8bitIdle","8bitIdle","8bitProfile","8bitProfile",,,,,,"Arcade002WinLoop","Arcade002WinLoop","Arcade002Win","Arcade002WinLoop","Arcade002Lose","ArcadeLooseLoop","Arcade002Intro","Arcade002WinLoop","Arcade002WinLoop","Arcade002Intro","Arcade002WinLoop","Arcade002Win","Arcade002Still","Arcade002WinLoop",,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NinjaShark","Ninja","shark_leon_geo.scw",,,"leon_base_cam.scw","emz_intro_pose.scw",,"LeonIdle","LeonWalk","LeonAttack","LeonSecondary","LeonRecoil","LeonRecoil2","LeonRecoil",,"LeonReload","LeonPushback","LeonWin","LeonWinloop","LeonLose","LeonLoseloop","LeonWin","LeonWinloop","LeonIdle","LeonWin","LeonWinloop","LeonWin","LeonIdle","LeonIdle","LeonProfile","LeonProfile",,,,,,"LeonIdle","LeonIdle","LeonWin","LeonWinLoop","LeonLose","LeonLoseLoop","LeonWin","LeonWinLoop","LeonIdle","LeonWin","LeonWinLoop","LeonIdle","LeonIdle","LeonIdle",,,,,,,,,"Leon004Projectile",,,"leon_002_atk",,,,,,"leon_004_ulti_use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BlackHoleBlue","BlackHole","tara_blue_geo.scw",,,"tara_base_cam.scw","emz_intro_pose.scw",,"TaraIdle","TaraWalk","TaraPrimary","TaraSecondary","TaraRecoil",,"TaraSecondaryRecoil",,"TaraReload","TaraIdle","TaraWin","TaraWinloop","TaraLose","TaraLoseloop","TaraWin","TaraWinloop","TaraIdle","TaraWin","TaraWinloop","TaraWin","TaraIdle","TaraIdle","TaraProfile","TaraProfile",,,,,,"TaraFaceIdle","TaraFaceIdle","TaraFaceWin","TaraFaceWinLoop","TaraFaceLose","TaraFaceLoseloop","TaraFaceWin","TaraFaceWinLoop","TaraFaceIdle","TaraFaceIdle","TaraFaceIdle","TaraFaceIdle","TaraFaceIdle","TaraFaceIdle",,,,,,,"true","true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LootBoxMoonFestival",,"crate_powerup_moon_festival.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SandstormDefault","Sandstorm","sandy_geo.scw",,,"sandy_base_cam.scw","emz_intro_pose.scw",,"SandyIdle","SandyWalk","SandyAttack","SandyAttack","SandyRecoil",,"SandyRecoil",,"SandyReload","SandyPushBack","SandyWin","SandyWinloop","SandyLose","SandyLose","SandyWin","SandyWinloop","SandyIdle","SandyWin","SandyWinloop","SandyWin","SandyIdle","SandyIdle","SandyProfile","SandyProfile",,,,,,"SandyIdle","SandyWalk","SandyWin","SandyWinloop","SandyWinloop","SandyWinloop","SandyWin","SandyWinloop","SandyIdle","SandyWin","SandyWinloop","SandyIdle","SandyProfile","SandyIdle",,,,,,,,"true",,,,,,,,,,,,,,,,"sandy_def_ulti_starP1","sandy_def_ulti_starP2",,,,,,,,,,,,,,,,,,,,,,,,,,
"BeeSniperDefault","BeeSniper","bea_geo.scw",,,"bea_portrait.scw","bea_intro_pose.scw","true","BeaIdle","BeaWalk","BeaAttack","BeaAttack","BeaRecoil",,"BeaRecoil",,"BeaReload","BeaPushback","BeaWin","BeaWinloop","BeaLose","BeaLoseloop","BeaWin","BeaWinloop","BeaIdle","BeaWin","BeaWinloop","BeaWin","BeaIdle","BeaIdle","BeaPortrait","BeaIntro",,,,,,"BeaIdle",,"BeaHappy","BeaIdle","BeaLose","BeaLoseloop","BeaHappy","BeaIdle","BeaIdle","BeaHappy","BeaIdle",,"BeaHappy","BeaIdle",,,,,,,"true","true",,,,,,"bea_def_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bea_def_atk_charged",
"BossRaceBossDefault",,"bossbot_geo.scw:body+head+hands",,,"portrait_cam.scw","emz_intro_pose.scw",,"BossBotIdle","BossBotWalk","BossBotIdle","BossBotIdle","BossBotIdle",,"BossBotIdle",,,"BossBotPushback","BossBotWin","BossBotWinloop","BossBotLose","BossBotLoseloop","BossBotWin","BossBotWinloop","BossBotIdle","BossBotWin","BossBotWinloop","BossBotWin","BossBotIdle","BossBotIdle","BossBotIdle","BossBotIdle","BossBotIdle","BossBotRecoil","BossBotRecoil2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BarkeepWizardRed","Barkeep","barley_wizard_geo.scw",,,"barley_wizard_cam.scw","emz_intro_pose.scw",,"BarkeepWizardIdle","BarkeepWizardWalk","BarkeepWizardPrimary","BarkeepWizardSecondary","BarkeepWizardRecoil",,"BarkeepWizardRecoil",,"BarkeepWizardReload","BarkeepWizardPushback","BarkeepWizardWin","BarkeepWizardWinloop","BarkeepWizardLose","BarkeepWizardLoseloop","BarkeepWizardWin","BarkeepWizardWinloop","BarkeepWizardIdle","BarkeepWizardWin","BarkeepWizardWinloop","BarkeepWizardWin","BarkeepWizardIdle","BarkeepWizardIdle","BarkeepWizardProfile","BarkeepWizardProfile",,,,"BarkeepSecondary","BarkeepRecoil",,,,,,,,,,,,,,,,,,,,,,,"Barley002Projectile",,"Barley002UltiProjectile","barkeep_wizard_attack",,"barkeep_wizard_attack_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HookPirate","HookDude","gene_pirate_geo.scw",,,"gene_base_cam.scw","emz_intro_pose.scw",,"GenePirateIdle","GenePirateWalk","GenePirateAttack","GenePirateSecondary","GenePirateAttackRecoil",,"GenePirateSecondaryRecoil",,"GenePirateReload","GenePushback","GenePirateWin","GenePirateWinloop","GenePirateLose","GenePirateLoseloop","GenePirateWin","GenePirateWinloop","GenePirateIdle","GenePirateWin","GenePirateWinloop","GenePirateWin","GenePirateIdle","GenePirateIdle","GeneProfile","GeneProfile",,,,,,,,,,,,,,,,,,,,,,,,,,"true","true","Gene002Projectile",,"Gene002UltiProjectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sandstormsleepy","Sandstorm","sleepy_sandy.scw",,,"sandy_base_cam.scw","emz_intro_pose.scw",,"SandyIdle","SandyWalk","SandyAttack","SandyAttack","SandyRecoil",,"SandyRecoil",,"SandyReload","SandyPushBack","SandyWin","SandyWinloop","SandyLose","SandyLose","SandyWin","SandyWinloop","SandyIdle","SandyWin","SandyWinloop","SandyWin","SandyIdle","SandyIdle","SandyProfile","SandyProfile",,,,,,"SandyIdle","SandyWalk","SandyWin","SandyWinloop","SandyWinloop","SandyWinloop","SandyWin","SandyWinloop","SandyIdle","SandyWin","SandyWinloop","SandyIdle","SandyProfile","SandyIdle",,,,,,,,,,,,,,,,,,,,,,,,"sandy_def_ulti_starP1","sandy_def_ulti_starP2",,,,,,,,,,,,,,,,,,,,,,,,,,
"MummyDefault","Mummy","emz_geo.scw",,,"emz_base_cam.scw","emz_intro_pose.scw",,"EmzIdle","EmzWalk","EmzPrimary","EmzPrimary","EmzRecoil","EmzSecondary","EmzRecoil","EmzSecondaryRecoil","EmzReload","EmzPushback","EmzWin","EmzWinloop","EmzLose","EmzLoseloop","EmzWin","EmzWinloop","EmzIdle","EmzWin","EmzWinloop","EmzWin","EmzIdle","EmzIdle","EmzProfile","EmzIntro",,,,,,"EmzIdle","EmzFront","EmzWin","EmzWinLoop","EmzLose","EmzLoseLoop","EmzWin","EmzWinLoop","EmzIdle","EmzWin","EmzWinLoop","EmzIdle","EmzFront","EmzIdle",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sniperrose","Sniper","piper_rose_geo.scw",,"piper_gadget_pistol_geo.scw","piper_portrait.scw","emz_intro_pose.scw",,"SniperIdle","SniperWalk","SniperAttack","SniperSecondary","SniperRecoil",,"SniperRecoil",,"SniperReload","SniperPushback","SniperWin","SniperWinloop","SniperLose","SniperLoseloop","SniperWin","SniperWinloop","SniperIdle","SniperWin","SniperWinloop","SniperWin","SniperIdle","SniperIdle","SniperProfile","SniperProfile",,,,"SniperGadgetPistolAttack","SniperGadgetPistolRecoil","PiperRoseIdleOpen","PiperRoseIdleOpen","PiperRoseWin","PiperRoseWinLoop","PiperRoseIdleClosed","PiperRoseIdleClosed","PiperRoseWin","PiperRoseWinLoop","PiperRoseIdleClosed","PiperRoseWin","PiperRoseWinLoop","PiperRoseIdleClosed","PiperRoseIdleClosed","PiperRoseIdleOpen",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpawnerDudeDefault","SpawnerDude","mrp_geo.scw",,,"mrp_portrait.scw","emz_intro_pose.scw",,"MrPIdle","MrPWalk","MrPAttack","MrPAttack","MrPRecoil",,"MrPRecoil",,,"MrPPushBack","MrPWin","MrPWinloop","MrPLose","MrPLoseloop","MrPWin","MrPWinloop","MrPIdle","MrPWin","MrPWinloop","MrPWin","MrPIdle","MrPIdle","MrPPortrait","MrPPortrait",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,"mrp_def_atk",,"mrp_def_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ShotgunGirlWitch","ShotgunGirl","shelly_witch_geo.scw",,,"shelly_base_cam.scw","emz_intro_pose.scw",,"ShellyWitchIdle","ShellyWitchWalk","ShellyWitchPrimarySkill","ShellyWitchPrimarySkill","ShellyWitchRecoil",,"ShellyWitchRecoil",,"ShellyWitchReload","ShellyPushback","ShellyWitchHappy","ShellyWitchHappyLoop","ShellyWitchLose","ShellyWitchLoseloop","ShellyWitchHappy","ShellyWitchHappyLoop","ShellyWitchIdle","ShellyWitchHappy","ShellyWitchHappyLoop","ShellyWitchHappy","ShellyWitchIdle","ShellyWitchHappy","ShellyWitchProfile","ShellyWitchProfile",,,,,,,,,,,,,,,,,,,,,,,,,,"true","true","Shelly003Projectile",,"Shelly003UltiProjectile","shelly_003_atk",,"shelly_003_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MechanicKnightDark","Mechanic","jessie_knight_geo.scw",,,"jessie_base_cam.scw","emz_intro_pose.scw",,"JunkerKnightDarkIdle","JunkerKnightWalk","JunkerKnightDarkPrimary","JunkerKnightDarkUltiAttack","JunkerKnightDarkRecoil",,"JunkerKnightDarkUltiRecoil",,"JunkerKnightDarkReload","JunkerKnightDarkPushback","JunkerKnightDarkBattleWin","JunkerKnightDarkBattleWinloop","JunkerKnightDarkLose","JunkerKnightDarkLoseloop","JunkerKnightDarkBattleWin","JunkerKnightDarkBattleWinloop","JunkerKnightDarkWinloop","JunkerKnightDarkWin","JunkerKnightDarkWinloop","JunkerKnightDarkBattleWin","JunkerKnightDarkIdle","JunkerKnightDarkIdle","JunkerKnightDarkPortrait","JunkerKnightDarkPortrait",,,,,,"JunkerKnightDarkIdle","JunkerKnightDarkIdle","JunkerKnightDarkIdle","JunkerKnightDarkIdle","JessieKnightDarkSad","JessieKnightDarkSad","JunkerKnightDarkIdle","JunkerKnightDarkIdle","JunkerKnightDarkIdle","JunkerKnightDarkIdle","JunkerKnightDarkIdle","JunkerKnightDarkIdle","JunkerKnightDarkStill","JunkerKnightDarkIdle",,,,,,"true",,,"Jessie004Projectile1",,"Jessie004UltiProjectile","jessie_003_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TurretDragonDark","MechanicTurret","turret_dragon_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"Turret","Turret","Turret","Turret","TurretAttack",,"Turret",,"Turret","TurretIdle","TurretSpawn","TurretIdle",,"TurretIdle","TurretSpawn","TurretIdle","TurretWinloop","TurretWin","TurretWinloop",,"TurretIdle","TurretIdle","Turret","Turret",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jessie_004_turret_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"JessieTurret004Projectile","Turret004Proj",,,,,,,
"HammerDudeDJ","HammerDude","frank_dj_geo.scw",,,"frank_base_cam.scw","frank_intro_pose.scw",,"FrankIdle","FrankWalk","FrankPrimary","FrankSecondary","FrankRecoil",,"FrankRecoil2",,"FrankReloading","FrankPushback","FrankWin","FrankWinloop","FrankLose","FrankLoseloop","FrankWin","FrankWinloop","FrankIdle","FrankWin","FrankWinloop","FrankWin","FrankIdle","FrankIdle","FrankProfile","FrankIntro",,,,,,"FrankDJIdle","FrankDJIdle","FrankDJWin","FrankDJWinLoop","FrankDJIdle","FrankDJIdle","FrankDJWin","FrankDJWinLoop","FrankDJIdle","FrankDJIdle","FrankDJIdle","FrankDJIdle","FrankDJIdle","FrankDJIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NinjaWolf","Ninja","leon_wolf_geo.scw",,,"leon_wolf_portrait.scw","emz_intro_pose.scw",,"LeonWolfIdle","LeonWolfWalk","LeonWolfAttack","LeonWolfSecondary","LeonWolfRecoil","LeonWolfRecoil2","LeonWolfRecoil",,"LeonWolfReload","LeonWolfPushBack","LeonWolfWin","LeonWolfHappyLoop","LeonWolfLose","LeonWolfLoseLoop","LeonWolfWin","LeonWolfHappyLoop","LeonWolfIdle","LeonWolfWin","LeonWolfHappyLoop","LeonWolfWin","LeonWolfIdle","LeonWolfIdle","LeonWolfProfile","LeonWolfProfile",,,,,,"LeonWolfIdle","LeonWolfIdle","LeonWolfWin","LeonWolfIdle","LeonWolfIdle","LeonWolfIdle","LeonWolfWin","LeonWolfIdle","LeonWolfIdle","LeonWolfWin","LeonWolfIdle","LeonIdle","LeonWolfIdle","LeonWolfIdle",,,,,,,,,"Leon002Projectile",,,"leon_002_atk",,,,,,,,,,,,,,,,,,,,,,"Leon_wolf_ulti_vo",,,,,,,,,,,,,,,,,
"SpeedyDefault","Speedy","max_geo.scw",,,"max_portrait.scw","emz_intro_pose.scw",,"MaxIdle","MaxWalk","MaxPrimary","MaxSecondary","MaxRecoil",,"MaxSecondaryRecoil",,"MaxReload","MaxPushback","MaxWin","MaxWinloop","MaxLose","MaxLoseloop","MaxWin","MaxWinloop","MaxIdle","MaxWin","MaxWinloop","MaxWin","MaxIdle","MaxIdle","MaxPortrait","MaxPortrait",,,,,,"MaxIdle","MaxIdle","MaxIdle","MaxIdle","MaxLose","MaxLoseloop","MaxIdle","MaxIdle","MaxIdle","MaxIdle","MaxIdle",,"MaxIdle","MaxIdle",,,,,,,,,,,,"max_def_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LuchadorBrown","Luchador","primo_brown_geo.scw",,,"primo_brown_portrait.scw","emz_intro_pose.scw",,"LuchadorBrownIdle","LuchadorBrownWalk","LuchadorBrownPrimary","LuchadorBrownSecondary","LuchadorBrownRecoil1","LuchadorBrownRecoil2","LuchadorBrownRecoil1",,,"LuchadorBrownPushback","LuchadorBrownWin","LuchadorBrownWinloop","LuchadorBrownLose","LuchadorBrownLoseloop","LuchadorBrownWin","LuchadorBrownWinloop","LuchadorBrownIdle","LuchadorBrownWin","LuchadorBrownWinloop","LuchadorBrownWin","LuchadorBrownIdle","LuchadorBrownIdle","LuchadorBrownProfile","LuchadorBrownProfile",,,,"LuchadorBrownGadgetFlipPrimary","LuchadorBrownGadgetFlipRecoil1","BrownIdle","BrownIdle","BrownWin","BrownWinLoop","BrownLose","BrownLoseLoop","BrownWin","BrownWinLoop","BrownIdle","BrownHS","BrownIdle","BrownIdle","BrownIdle","BrownIdle",,,,"primo_003_win","primo_003_lose",,,,"Primo003Projectile",,,"primo_003_atk_use",,,,,,"primo_003_ulti_trail","primo_003_ulti_ground_hit",,,,,,,,,,,,"LL_Kill","No_vo","LL_Start","No_vo","LL_Hurt","LL_Die","No_vo",,,,,,,,,,,,,,
"HomerDefault","Homer","spike_geo.scw",,,"spike_base_cam.scw","emz_intro_pose.scw",,"SpikeIdle","SpikeWalk","SpikePrimary","SpikeSecondary","SpikeRecoil",,"SpikeRecoil2",,"SpikeReload","SpikeIdle","SpikeWin","SpikeWinloop","SpikeLose","SpikeLoseloop","SpikeWin","SpikeWinloop","SpikeIdle","SpikeWin","SpikeWinloop","SpikeWin","SpikeIdle","SpikeIdle","SpikeProfile","SpikeProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TrickshotDudeTotal","TrickshotDude","rico_og_geo.scw",,,"rico_base_cam.scw","emz_intro_pose.scw",,"RicoIdle","RicoWalk","RicoPrimary","RicoSecondary","RicoRecoil",,"RicoRecoil",,"RicoReload","RicoPushback","RicoWin","RicoWinloop","RicoLose","RicoLoseloop","RicoWin","RicoWinloop","RicoIdle","RicoWin","RicoWinloop","RicoWin","RicoIdle","RicoIdle","RicoProfile","RicoProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NinjaSally","Ninja","leon_sally_geo.scw",,,"leon_base_cam.scw","emz_intro_pose.scw",,"LeonIdle","LeonWalk","LeonAttack","LeonSecondary","LeonRecoil","LeonRecoil2","LeonRecoil",,"LeonReload","LeonPushback","LeonSallyWin","LeonSallyWinloop","LeonLose","LeonLoseloop","LeonSallyWin","LeonSallyWinloop","LeonIdle","LeonSallyWin","LeonSallyWinloop","LeonSallyWin","LeonIdle","LeonIdle","LeonProfile","LeonProfile",,,,,,"LeonIdle","LeonIdle","LeonWin","LeonWinLoop","LeonLose","LeonLoseLoop","LeonWin","LeonWinLoop","LeonIdle","LeonWin","LeonWinLoop","LeonIdle","LeonIdle","LeonIdle",,,,,,,,,"Leon003Projectile",,,,,,,,"leon_003_atk","leon_003_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WhirlwindLeonard","Whirlwind","carl_leonard_geo.scw",,,"carl_leonard_cam.scw","emz_intro_pose.scw",,"CarlIdle","CarlWalk","CarlAttack","CarlSecondary","CarlAttackRecoil",,"CarlSecondaryRecoil",,"CarlReload","CarlIdle","CarlWin","CarlWinloop","CarlLose","CarlLoseloop","CarlWin","CarlWinloop","CarlIdle","CarlWin","CarlWinloop","CarlWin","CarlIdle","CarlIdle","CarlProfile","CarlProfile",,,,,,"CarlLeonardIdle","CarlLeonardIdle","CarlLeonardHappy","CarlLeonardIdle","CarlLeonardSad","CarlLeonardSadLoop","CarlLeonardHappy","CarlLeonardIdle","CarlLeonardIdle","CarlLeonardIdle","CarlLeonardIdle","CarlLeonardIdle","CarlLeonardIdle","CarlLeonardIdle",,,,,"carl_004_lose",,,,"Carl004Projectile",,,,,,,,"carl_004_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TntDudeSantaRope",,"dynamike_santa_rope_geo.scw",,,"dynamike_base_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WhirlwindPirate","Whirlwind","carl_pirate_geo.scw",,,"carl_base_cam.scw","emz_intro_pose.scw",,"CarlPirateIdle","CarlPirateWalk","CarlPirateAttack","CarlPirateSecondary","CarlPirateAttackRecoil",,"CarlPirateSecondaryRecoil",,"CarlPirateReload","CarlPiratePushback","CarlPirateWin","CarlPirateWinloop","CarlPirateLose","CarlPirateLoseloop","CarlPirateWin","CarlPirateWinloop","CarlPirateIdle","CarlPirateWin","CarlPirateWinloop","CarlPirateWin","CarlPirateIdle","CarlPirateIdle","CarlPirateProfile","CarlPirateProfile",,,,,,"CarlPirateIdle","CarlPirateIdle","CarlPirateIdle","CarlPirateIdle","CarlPirateAngry","CarlPirateAngryloop","CarlPirateIdle","CarlPirateIdle","CarlPirateIdle","CarlPirateIdle","CarlPirateIdle","CarlPirateIdle","CarlPirateProfile","CarlPirateIdle",,,,,,,,,"Carl005Projectile",,,,,,,,,,,,,,"carl_005_ulti_ground",,,,,,,,,,,,,,,,,,,,,,,"carl_005_moving",,"carl_005_still",,,
"GunslingerPirate","Gunslinger","colt_pirate_geo.scw",,,"colt_base_cam.scw","emz_intro_pose.scw",,"GunslingerPirateIdle","GunslingerPirateWalk","GunslingerPiratePrimary","GunslingerPiratePrimary","GunslingerPirateRecoil","GunslingerPirateRecoil2","GunslingerPirateRecoil","GunslingerPirateRecoil2","GunslingerPirateReload","GunslingerPiratePushBack","GunslingerPirateWin","GunslingerPirateWinloop","GunslingerPirateLose","GunslingerPirateLoseloop","GunslingerPirateWin","GunslingerPirateWinloop","GunslingerPirateIdle","GunslingerPirateWin","GunslingerPirateWinloop","GunslingerPirateWin","GunslingerPirateIdle","GunslingerPirateIdle","GunslingerPirateProfile","GunslingerPirateProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colt003Projectile",,"Colt003UltiProjectile","colt_003_atk",,"colt_003_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CtfGift",,"item_present_red.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpeedyGT","Speedy","max_geo.scw",,,"max_portrait.scw","emz_intro_pose.scw",,"MaxIdle","MaxWalk","MaxPrimary","MaxSecondary","MaxRecoil",,"MaxSecondaryRecoil",,"MaxReload","MaxPushback","MaxWin","MaxWinloop","MaxLose","MaxLoseloop","MaxWin","MaxWinloop","MaxIdle","MaxWin","MaxWinloop","MaxWin","MaxIdle","MaxIdle","MaxPortrait","MaxPortrait",,,,,,"MaxIdle","MaxIdle","MaxIdle","MaxIdle","MaxLose","MaxLoseloop","MaxIdle","MaxIdle","MaxIdle","MaxIdle","MaxIdle",,"MaxIdle","MaxIdle",,,,,,,,,,,,"max_def_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BeeSniperDefaultAddonBee",,"bee_geo.scw",,,,,,"BeeSmallIdle",,,,,,,,,,"BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BeeSniperLadyBug","BeeSniper","bea_ladybug_geo.scw",,,"bea_portrait.scw","emz_intro_pose.scw",,"BeaIdle","BeaWalk","BeaAttack","BeaAttack","BeaRecoil",,"BeaRecoil",,"BeaReload","BeaPushback","BeaWin","BeaWinloop","BeaLose","BeaLoseloop","BeaWin","BeaWinloop","BeaIdle","BeaWin","BeaWinloop","BeaWin","BeaIdle","BeaIdle","BeaPortrait","BeaPortrait",,,,,,"BeaIdle",,"BeaHappy","BeaIdle","BeaLose","BeaLoseloop","BeaHappy","BeaIdle","BeaIdle","BeaHappy","BeaIdle",,"BeaHappy","BeaIdle",,,,,,,"true","true",,,,,,"bea_def_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bea_def_atk_charged",
"PocoPirate","DeadMariachi","poco_pirate_geo.scw",,,"poco_base_cam.scw","emz_intro_pose.scw",,"PocoPirateIdle","PocoPirateWalk","PocoAttack","PocoSecondary","PocoRecoil",,"PocoRecoil",,"PocoReload","PocoPushback","PocoPirateHappy","PocoPirateHappyLoop","PocoPirateLose","PocoPirateLoseloop","PocoPirateHappy","PocoPirateHappyLoop","PocoPirateIdle","PocoPirateHappy","PocoPirateHappyLoop","PocoPirateHappy","PocoPirateIdle","PocoPirateIdle","PocoPirateProfile","PocoPirateProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poco003Projectile",,"Poco003UltiProjectile","poco_003_atk_direct",,,,,"poco_003_atk_root","poco_003_atk_root",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BeeSniperLadyBugAddonBee",,"bee_ladybug_geo.scw",,,,,,"BeeSmallIdle",,,,,,,,,,"BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle","BeeSmallIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
