"TID","AR"
"TID_SHOP_OFFER_PURCHASE_ERROR_3",
"TID_SHOP_OFFER_PURCHASE_ERROR_4",
"TID_SHOP_OFFER_TITLE",
"TID_SHOP_HEROES_OF_RARITY",
"TID_SHOP_HERO_OF_RARITY_TITLE",
"TID_SHOP_HERO_POWER_TITLE",
"TID_SHOP_GATCHA_BOXES",
"TID_SHOP_GATCHA_BOX_1",
"TID_SHOP_GATCHA_BOX_2",
"TID_SHOP_GATCHA_BOX_3",
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3",
"TID_SHOP_TICKETS",
"TID_SHOP_TICKET_PACK_0",
"TID_SHOP_TICKET_PACK_1",
"TID_SHOP_TICKET_PACK_2",
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS",
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0",
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1",
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2",
"TID_HERO_LVL_MATERIAL_RECEIVED",
"TID_SHOP_DAILY_OFFERS",
"TID_SHOP_FREE",
"TID_SHOP_CLAIM",
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN",
"TID_SHOP_TICKETS_AVAILABLE_FOR",
"TID_SHOP_DISCOUNT",
"TID_SHOP_OFFER_TITLE_0",
"TID_SHOP_OFFER_TITLE_1",
"TID_SHOP_OFFER_TITLE_6",
"TID_SHOP_OFFER_TITLE_7",
"TID_SHOP_OFFER_TITLE_8",
"TID_SHOP_OFFER_TITLE_9",
"TID_SHOP_OFFER_TITLE_10",
"TID_SHOP_OFFER_TITLE_12",
"TID_SHOP_OFFER_TITLE_14",
"TID_SHOP_OFFER_DESC_GOLD",
"TID_SHOP_OFFER_ANY_BRAWLER",
"TID_PURCHASE_OFFER_POPUP_TITLE",
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE",
"TID_SHOP_OFFER_NEW_HERO_LABEL",
"TID_SHOP_OFFER_HERO_POWER_TITLE",
"TID_SHOP_TICKET_PURCHASE_ERROR_4",
"TID_SHOP_OFFER_NEW",
"TID_GATCHA_BOX_TITLE_2",
"TID_GATCHA_BOX_TITLE_3",
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL",
"TID_GATCHA_BOX_INFO_2",
"TID_GATCHA_BOX_INFO_3",
"TID_SHOP_OFFER_INFO_0",
"TID_SHOP_OFFER_INFO_1",
"TID_SHOP_OFFER_INFO_2",
"TID_SHOP_OFFER_INFO_3",
"TID_SHOP_OFFER_INFO_6",
"TID_SHOP_OFFER_INFO_7",
"TID_SHOP_OFFER_INFO_8",
"TID_SHOP_OFFER_INFO_9",
"TID_SHOP_OFFER_INFO_10",
"TID_SHOP_OFFER_INFO_12",
"TID_SHOP_OFFER_INFO_13",
"TID_SHOP_OFFER_INFO_14",
"TID_SHOP_OFFER_HOR_NEW",
"TID_SHOP_OFFER_HOR_RARITY",
"TID_SHOP_OFFER_HOR_BRAWLER",
"TID_SHOP_OFFER_HOR_POPUP_RARITY",
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER",
"TID_SHOP_SKIN_OFFER",
"TID_SHOP_OFFER_SKIN_INFO",
"TID_SKINS_AD_TITLE",
"TID_SKINS_AD_OK",
"TID_SKINS_AD_INFO",
"TID_BATTLE_END_PROCEED",
"TID_HINT_TAP_TO_MOVE_1",
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1",
"TID_HINT_SHOOT_1",
"TID_HINT_DRAG_TO_ULTI_1",
"TID_SETTINGS_MUSIC",
"TID_SETTINGS_SFX",
"TID_SETTINGS_LANGUAGE",
"TID_SETTINGS_FACEBOOK",
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED",
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED",
"TID_ABOUT",
"TID_NOT_ENOUGH_GEMS_INFO",
"TID_COIN_DOUBLER_TITLE",
"TID_COIN_DOUBLER_TITLE_WITH_COINS",
"TID_COIN_DOUBLER_INFO",
"TID_COIN_DOUBLER_INFO_WITH_COINS",
"TID_STARS_1",
"TID_STARS_2",
"TID_STARS_3",
"TID_STARS_4",
"TID_GATCHA_BUTTON_TITLE",
"TID_1ST_WIN_CHEST_BUTTON_TITLE",
"TID_SPECIAL_EVENT_TITLE_TOP",
"TID_ROCKET_BEACH_SKIN",
"TID_CACTUS_PINK_SKIN",
"TID_SHAMAN_PANDA_SKIN",
"TID_CROW_WHITE_SKIN",
"TID_BULL_HAIR_SKIN",
"TID_TRICKSHOT_GOLD_SKIN",
"TID_BARKEEP_GOLD_SKIN",
"TID_GUNSLINGER_ROCKSTAR_SKIN",
"TID_LUCHADOR_RUDO_SKIN",
"TID_HERO_INFO_PURCHASE_SKIN_LABEL",
"TID_COLLECTED_COINS_INFO",
"TID_COLLECTED_COINS_INFO_CAPPED",
"TID_FIRST_WIN_INFO",
"TID_TICKET_COUNTER_INFO",
"TID_EVENT_LIST_GAME_ROOMS",
"TID_EVENT_LIST_WELCOME",
"TID_COOP_NOT_SUPPORTED",
"TID_PRACTISE_NOT_SUPPORTED",
"TID_EVENT_POPUP_HIGHSTAKES_INFO",
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT",
"TID_HIGHSTAKES_COST",
"TID_ROOM_NOT_SUPPORTED",
"TID_NEWS_TITLE",
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST",
"TID_FRIENDS_TITLE_1_NO_COUNT",
"TID_FRIENDS_TITLE_1",
"TID_FRIENDS_TITLE_2",
"TID_FRIENDS_TITLE_3",
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT",
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE",
"TID_FRIENDS_NO_ENTRIES_TAB_2",
"TID_FRIENDS_NO_ENTRIES_TAB_3",
"TID_FRIENDS_CANNOT_REMOVE_FRIEND",
"TID_FRIEND_REQUEST_ACCEPT",
"TID_FRIEND_REQUEST_REJECT",
"TID_FRIEND_REQUEST_REASON_0",
"TID_FRIEND_REQUEST_REASON_1",
"TID_FRIEND_REQUEST_REASON_2",
"TID_FRIEND_REQUEST_REASON_3",
"TID_FRIEND_POPOVER_PROFILE",
"TID_FRIEND_POPOVER_REMOVE",
"TID_FRIEND_POPOVER_SPECTATE",
"TID_FRIEND_POPOVER_YOU",
"TID_REMOVE_FRIEND_POPUP_REMOVE",
"TID_REMOVE_FRIEND_POPUP_CANCEL",
"TID_REMOVE_FRIEND_POPUP_TITLE",
"TID_REMOVE_FRIEND_POPUP_BODY",
"TID_UNLOCK_SKIN_CONTENT",
"TID_TEAM_CANNOT_INVITE_WHILE_READY",
"TID_SHOTGUN_BANDITA_SKIN",
"TID_ELDER_KICK_FAIL_COOLDOWN",
"TID_LUCHADOR_KING_SKIN",
"TID_HINT_GET_BALL",
"TID_GAME_MODE_7",
"TID_GAME_MODE_7_DESC",
"TID_BOSS_INTRO_TEXT_ATTACK",
"TID_BOSS_1",
"TID_SEASON_END_POPUP_TITLE",
"TID_SEASON_END_POPUP_REWARD",
"TID_SEASON_END_POPUP_GOLD_VALUE",
"TID_COIN_META_MIGRATION_TITLE",
"TID_COIN_META_MIGRATION_OK",
"TID_COIN_META_MIGRATION_TXT_1",
"TID_COIN_META_MIGRATION_TXT_2",
"TID_COIN_META_MIGRATION_TXT_3",
"TID_COIN_META_MIGRATION_TXT_4",
"TID_BOLTS_MIGRATION_TITLE",
"TID_BOLTS_MIGRATION_OK",
"TID_BOLTS_MIGRATION_INFO",
"TID_BOLTS_MIGRATION_ELIXER_TOKEN",
"TID_BOLTS_MIGRATION_CHIP_GEM",
"TID_HINT_MAKE_GOAL_1",
"TID_STARTER_PACK_1",
"TID_STARTER_PACK_2",
"TID_STARTER_PACK_3",
"TID_GOLD_CAP_HIT",
"TID_GATCHA_BUTTON_BOX_STACK_FULL",
"TID_COOP_1",
"TID_GAME_MODE_8",
"TID_GAME_MODE_8_DESC",
"TID_BARREL_BOT",
"TID_BARREL_BOT_DESC",
"TID_BARREL_BOT_WEAPON",
"TID_BARREL_BOT_WEAPON_DESC",
"TID_BARREL_BOT_ULTI",
"TID_BARREL_BOT_ULTI_DESC",
"TID_ARTILLERY_DUDE",
"TID_ARTILLERY_DUDE_DESC",
"TID_ARTILLERY_DUDE_WEAPON",
"TID_ARTILLERY_DUDE_WEAPON_DESC",
"TID_ARTILLERY_DUDE_ULTI",
"TID_ARTILLERY_DUDE_ULTI_DESC",
"TID_ITEM_NAME_SPECIAL",
"TID_HERO_INFO_ITEM_LOCKED",
"TID_HERO_INFO_LOCKED_INFO",
"TID_HERO_INFO_LOCKED_INFO_RANK_TRACK",
"TID_SPEC_ABI_FREEZE",
"TID_SPEC_ABI_CACTUS_HEAL",
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK",
"TID_SPEC_ABI_REPAIR_TURRET",
"TID_SPEC_ABI_PET_LIFESTEAL",
"TID_SPEC_ABI_STEAL_SOULS",
"TID_SPEC_ABI_SPOT",
"TID_SPEC_ABI_SPEED",
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK",
"TID_SPEC_BOUNCED_BULLETS_STRONGER",
"TID_SPEC_ABI_FIRE_DOT_ULTI",
"TID_SPEC_LAST_STAND",
"TID_SPEC_BURN",
"TID_SPEC_CRIPPLE",
"TID_SPEC_ABI_BARREL_DEFENSE",
"TID_SPEC_HEAL_MAIN_ATTACK",
"TID_SPEC_ABI_FREEZE_DESC",
"TID_SPEC_ABI_BERSERKER_DESC",
"TID_SPEC_ABI_CACTUS_HEAL_DESC",
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC",
"TID_SPEC_ABI_REPAIR_TURRET_DESC",
"TID_SPEC_ABI_PET_LIFESTEAL_DESC",
"TID_SPEC_ABI_STEAL_SOULS_DESC",
"TID_SPEC_HEAL_MAIN_ATTACK_DESC",
"TID_SPEC_ABI_SPOT_DESC",
"TID_SPEC_ABI_AMBUSH_DESC",
"TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC",
"TID_SPEC_ABI_SPEED_DESC",
"TID_SPEC_ABI_PUSHBACK_SELF_DESC",
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC",
"TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC",
"TID_SPEC_ABI_FIRE_DOT_ULTI_DESC",
"TID_SPEC_LAST_STAND_DESC",
"TID_SPEC_BURN_DESC",
"TID_SPEC_ABI_BARREL_DEFENSE_DESC",
"TID_SPEC_CRIPPLE_DESC",
"TID_SEASON_ENDED_NOTI",
"TID_BATTLE_ROYALE_TEAM_1",
"TID_GAME_MODE_9",
"TID_GAME_MODE_9_COMBINED",
"TID_GAME_MODE_9_DESC",
