"Name","FileName","StartFrame","EndFrame","FaceFreezeFrame","Speed","TransitionInMs","TransitionOutMs","AutoFadeMs","Looping","Humanoid","Priority"
"LeaperKaijuIdle","mico_kaiju_idle.glb","1","39","","","200","200","","true","",""
"LeaperKaijuWalk","mico_kaiju_walk.glb","1","19","","","100","100","","true","","1"
"LeaperKaijuAttack","mico_kaiju_attack.glb","","30","","","","250","200","","","3"
"LeaperKaijuUltiAttack","mico_kaiju_super.glb","1","235","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"LeaperKaijuRecoil1","mico_kaiju_attack.glb","3","30","","","","250","200","","","4"
"LeaperKaijuUltiRecoil1","mico_kaiju_super.glb","37","65","","","","","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"LeaperKaijuPushback","mico_kaiju_idle.glb","1","1","","","100","100","100","","","5"
"LeaperKaijuWin","mico_kaiju_win.glb","1","300","","","","","","","","1"
"LeaperKaijuWinloop","mico_kaiju_win.glb","272","300","","","","","","true","","1"
"LeaperKaijuLose","mico_kaiju_lose_120.glb","","751","","","","","","","","1"
"LeaperKaijuLoseloop","mico_kaiju_lose_120.glb","606","751","","","","","","true","","1"
"LeaperKaijuProfile","mico_kaiju_portrait.glb","49","49","","","","","","","","1"
"AlternatorDefaultIdle","jae_idle.glb","1","58","","","100","100","100","true","","1"
"AlternatorDefaultWalk","jae_walk.glb","1","23","","","100","100","100","true","",""
"AlternatorAttack","jae_attack01.glb","","5","","80","100","100","100","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"AlternatorDefaultRecoil","jae_attack01.glb","1","-1","","80","100","100","100","","","4"
"AlternatorDefaultPushBack","jae_idle.glb","","10","","","100","100","100","","",""
"AlternatorDefaultWin","jae_win.glb","1","234","","","","","","","",""
"AlternatorDefaultWinloop","jae_win.glb","235","322","","","","","","true","","1"
"AlternatorDefaultLose","jae_lose.glb","","194","","","","","","","",""
"AlternatorDefaultProfile","jae_portrait.glb","220","220","","","","","","true","","1"
"AlternatorDefaultLoseloop","jae_lose.glb","194","194","-1","","","","","true","",""
"AlternatorDefaultSecondary","jae_super.glb","1","8","","","100","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"AlternatorDefaultSecondaryRecoil","jae_super.glb","8","23","","","100","100","100","","","4"
"AlternatorAttack2","jae_attack02.glb","","5","","80","100","100","100","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"AlternatorDefaultRecoil2","jae_attack02.glb","1","-1","","80","100","100","100","","","4"
"GeishaIdle","kaze_geisha_idle.glb","","28","","","100","100","100","true","",""
"GeishaWalk","kaze_geisha_walk.glb","","32","","","100","100","","true","","1"
"GeishaPrimary","kaze_geisha_attack.glb","1","15","","","50","50","50","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"GeishaSecondary","kaze_geisha_super.glb","","28","","","100","50","200","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"GeishaRecoil","kaze_geisha_attack.glb","15","28","","","100","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"GeishaReload","kaze_geisha_idle.glb","1","1","","","10","10","10","","",""
"GeishaPushback","kaze_geisha_idle.glb","","","","","100","100","100","","","5"
"GeishaWin","kaze_geisha_win_120.glb","","1140","","","","","","","","1"
"GeishaWinloop","kaze_geisha_win_120.glb","1020","1140","","","","","","true","","1"
"GeishaLose","kaze_lose.glb","","183","","130","","","38","","","1"
"GeishaLoseloop","kaze_lose.glb","48","183","","120","","","","true","","1"
"GeishaProfile","kaze_portrait.glb","1","1","","","","","","","",""
"GeishaIntro","kaze_geisha_win_120.glb","1140","1140","","","","","","","",""
"GeishaTransformedIdle","kaze_ninja_idle.glb","","28","","","100","100","100","true","",""
"GeishaTransformedWalk","kaze_ninja_walk.glb","","28","","","100","100","100","true","","1"
"GeishaTransformedPrimary","kaze_ninja_attack.glb","1","10","","","100","100","100","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"GeishaTransformedSecondary","kaze_ninja_super.glb","1","46","","","100","100","100","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"GeishaTransformedRecoil","kaze_ninja_attack.glb","10","18","","","100","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"GeishaTransformedReload","kaze_ninja_idle.glb","1","1","","","10","10","10","","",""
"GeishaTransformedPushback","kaze_ninja_idle.glb","","","","","100","100","100","","","5"
"GeishaTransformedWin","kaze_ninja_win_120.glb","","1140","","","","","","","",""
"GeishaTransformedWinloop","kaze_ninja_win_120.glb","1020","1140","","","","","","true","",""
"GeishaTransformedLose","kaze_ninja_lose.glb","1","53","","","","","","","",""
"GeishaTransformedLoseloop","kaze_ninja_lose.glb","26","53","","","","","","true","",""
"GeishaTransformedIntro","kaze_ninja_win_120.glb","1140","1140","","","","","","","",""
"ColetteKaijuIdle","colette_kaiju_idle.glb","1","29","-1","","100","100","","true","",""
"ColetteKaijuWalk","colette_kaiju_walk.glb","1","-1","-1","","100","100","","true","","1"
"ColetteKaijuAttack","colette_kaiju_attack.glb","1","6","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"ColetteKaijuRecoil","colette_kaiju_attack.glb","3","20","-1","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ColetteKaijuReload","","","","","","","","","","",""
"ColetteKaijuPushback","","","","","","","","","","",""
"ColetteKaijuSuper","colette_kaiju_super.glb","","-1","","","50","50","50","true","","5"
"ColetteKaijuSuperRecoil","","","","","","","","","","",""
"ColetteKaijuWin","colette_kaiju_win.glb","1","124","","","","1000","1000","","",""
"ColetteKaijuWinloop","colette_kaiju_win.glb","100","124","","","","","","true","",""
"ColetteKaijuLose","colette_kaiju_lose.glb","1","177","","","","","","","","1"
"ColetteKaijuLoseloop","colette_kaiju_lose.glb","149","177","","","","","","true","","1"
"ColetteKaijuPortrait","colette_kaiju_portrait.glb","1","1","","","","","","","",""
"ChronomancerKaijuIdle","finx_mecha_idle.glb","1","28","","","100","100","100","true","","5"
"ChronomancerKaijuWalk","finx_mecha_walk.glb","1","28","","","100","100","100","true","","1"
"ChronomancerKaijuAttack","finx_mecha_attack.glb","","21","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ChronomancerKaijuSecondary","finx_mecha_super.glb","","23","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ChronomancerKaijuRecoil","finx_mecha_attack.glb","2","21","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ChronomancerKaijuSecondaryRecoil","finx_mecha_super.glb","1","23","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ChronomancerKaijuReload","finx_mecha_idle.glb","","10","","","100","100","100","","","hips_s#0+L_upperLeg_s#0+R_upperLeg_s#0"
"ChronomancerKaijuPushBack","finx_mecha_idle.glb","","10","","","100","100","100","","",""
"ChronomancerKaijuWin","finx_mecha_win.glb","1","123","","","","","","","",""
"ChronomancerKaijuWinloop","finx_mecha_win.glb","124","277","","","","","","true","","1"
"ChronomancerKaijuLose","finx_mecha_lose.glb","","117","","","","","","","",""
"ChronomancerKaijuLoseloop","finx_mecha_lose.glb","103","117","-1","","","","","true","",""
"ChronomancerKaijuProfile","finx_mecha_portrait.glb","220","220","","","","","","true","","1"
"RangedBotSamuraiIdle","bot_samurai_1_idle.glb","","-1","","","100","100","","true","",""
"RangedBotSamuraiWalk","bot_samurai_1_walk.glb","","-1","","","100","100","","true","","1"
"RangedBotSamuraiPrimary","bot_samurai_1_attack.glb","5","10","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"RangedBotSamuraiSecondary","bot_samurai_1_attack.glb","5","10","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"RangedBotSamuraiRecoil","bot_samurai_1_attack.glb","13","-1","","","","100","50","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RangedBotSamuraiReload","bot_samurai_1_idle.glb","","-1","","","200","200","200","","",""
"RangedBotSamuraiPushback","bot_samurai_1_idle.glb","","-1","","","200","100","200","","","5"
"RangedBotSamuraiWin","bot_samurai_1_idle.glb","","-1","","","","","200","","",""
"RangedBotSamuraiWinloop","bot_samurai_1_idle.glb","","-1","","","","","","true","",""
"RangedBotSamuraiLose","bot_samurai_1_idle.glb","","-1","","","","","200","","",""
"RangedBotSamuraiLoseloop","bot_samurai_1_idle.glb","","-1","","","","","","true","",""
"MeleeBotSamuraiIdle","bot_samurai_2_idle.glb","","-1","","","200","200","","true","",""
"MeleeBotSamuraiWalk","bot_samurai_2_walk.glb","","-1","","","200","200","","true","","1"
"MeleeBotSamuraiRecoil","bot_samurai_2_attack.glb","3","13","","","1","100","20","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MeleeBotSamuraiPushback","bot_samurai_2_idle.glb","","-1","","","100","100","400","","","5"
"MeleeBotSamuraiRecoil2","bot_samurai_2_attack.glb","13","-1","","","1","100","20","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MeleeBotSamuraiWin","bot_samurai_2_idle.glb","","-1","","","","","200","","","5"
"MeleeBotSamuraiWinloop","bot_samurai_2_idle.glb","","-1","","","","","","true","","1"
"MeleeBotSamuraiLose","bot_samurai_2_idle.glb","","-1","","","","","200","","","5"
"MeleeBotSamuraiLoseloop","bot_samurai_2_idle.glb","","-1","","","","","","true","","1"
"SamuraiJapanIdle","kenji_cursed_samurai_idle.glb","1","23","","","100","100","100","true","",""
"SamuraiJapanWalk","kenji_cursed_samurai_walk.glb","1","23","","150","100","100","100","true","","1"
"SamuraiJapanAttack1","kenji_cursed_samurai_attack1.glb","3","15","","","50","200","200","","","3"
"SamuraiJapanUlti","kenji_cursed_samurai_super.glb","","20","","","50","50","50","true","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SamuraiJapanPushback","kenji_cursed_samurai_idle.glb","","-1","","","100","100","100","","","5"
"SamuraiJapanWin","kenji_cursed_samurai_win.glb","1","284","","","","","","","","1"
"SamuraiJapanWinloop","kenji_cursed_samurai_win.glb","238","284","","","","","","true","","1"
"SamuraiJapanLose","kenji_cursed_samurai_lose.glb","","187","","","","","","","","1"
"SamuraiJapanLoseloop","kenji_cursed_samurai_lose.glb","132","187","","","","","","true","","1"
"SamuraiJapanProfile","kenji_cursed_samurai_portrait.glb","49","49","","","","","","true","","1"
"SamuraiJapanAttack2","kenji_cursed_samurai_attack2.glb","3","15","","","200","200","200","","","3"
"SamuraiJapanAttack3","kenji_cursed_samurai_attack3.glb","3","15","","","","250","200","","","3"
"SamuraiJapanOverchargeIdle","kenji_cursed_samurai_hc_idle.glb","1","23","","","100","100","100","true","",""
"SamuraiJapanOverchargeWalk","kenji_cursed_samurai_hc_walk_sheath.glb","1","23","","150","100","100","100","true","","1"
"SamuraiJapanOverchargeAttack1","kenji_cursed_samurai_hc_attack1.glb","3","15","","","100","200","200","","","3"
"SamuraiJapanOverchargeUlti","kenji_cursed_samurai_hc_super.glb","","20","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SamuraiJapanOverchargePushback","kenji_cursed_samurai_hc_idle.glb","","-1","","","100","100","100","","","5"
"SamuraiJapanOverchargeWin","kenji_cursed_samurai_hc_win.glb","1","233","","","","","","","","1"
"SamuraiJapanOverchargeWinloop","kenji_cursed_samurai_hc_win.glb","187","233","","","","","","true","","1"
"SamuraiJapanOverchargeLose","kenji_cursed_samurai_hc_lose.glb","","156","","","","","","","","1"
"SamuraiJapanOverchargeLoseloop","kenji_cursed_samurai_hc_lose.glb","108","156","","","","","","true","","1"
"SamuraiJapanOverchargeProfile","kenji_cursed_samurai_hc_portrait.glb","49","49","","","","","","true","","1"
"SamuraiJapanOverchargeAttack2","kenji_cursed_samurai_hc_attack2.glb","3","16","","","100","250","200","","","3"
"SamuraiJapanOverchargeAttack3","kenji_cursed_samurai_hc_attack3.glb","3","16","","","100","250","200","","","3"
"SamuraiJapanOverchargeIdle_transform","kenji_cursed_samurai_hc_idle_transform.glb","1","23","","","200","200","100","true","",""
"SamuraiJapanOverchargeWalk_transform","kenji_cursed_samurai_hc_walk_transform.glb","1","23","","","100","100","100","true","","1"
"SamuraiJapanOverchargeAttack1_transform","kenji_cursed_samurai_hc_attack1_transform.glb","1","-1","","50","100","100","","true","","3"
"SamuraiJapanOverchargeUlti_transform","kenji_cursed_samurai_hc_super_transform.glb","","20","","","100","100","100","","","hips_hc#4+L_upperLeg_hc#0+R_upperLeg_hc#0"
"SamuraiJapanOverchargeAttack2_transform","kenji_cursed_samurai_hc_attack2_transform.glb","5","16","","80","200","200","200","","","3"
"SamuraiJapanOverchargeAttack3_transform","kenji_cursed_samurai_hc_attack3_transform.glb","3","16","","","100","100","200","","","3"
"SamuraiJapanOverchargePushback_transform","kenji_cursed_samurai_hc_idle_transform.glb","","-1","","","100","100","100","","","5"
"EnragerKaijuIdle","edgar_kaiju_idle.glb","1","44","-1","","100","100","","true","","R_scarf_01_s#1+L_scarf_01_s#1"
"EnragerKaijuWalk","edgar_kaiju_walk.glb","1","22","-1","","100","100","","true","","1"
"EnragerKaijuAttack","edgar_kaiju_attack.glb","1","5","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"EnragerKaijuSuper","edgar_kaiju_super.glb","5","50","-1","","","250","250","","","3"
"EnragerKaijuRecoil","edgar_kaiju_attack.glb","6","30","-1","","","200","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"EnragerKaijuPushback","edgar_kaiju_pushback.glb","","-1","-1","","50","100","100","","","5"
"EnragerKaijuWin","edgar_kaiju_win.glb","","178","-1","","","","","","",""
"EnragerKaijuWinloop","edgar_kaiju_win.glb","156","178","-1","","","","","true","",""
"EnragerKaijuLose","edgar_kaiju_lose.glb","","190","-1","","","","","","",""
"EnragerKaijuLoseloop","edgar_kaiju_lose.glb","164","190","-1","","","","","true","",""
"EnragerKaijuProfile","edgar_kaiju_portrait.glb","","","-1","","","","","true","",""
"MegaKenjiIdle","boss_cursed_samurai_idle.glb","","43","","","50","50","50","true","",""
"MegaKenjiWalk","boss_cursed_samurai_walk.glb","","59","","","50","50","50","true","","1"
"MegaKenjiPushAway","boss_cursed_samurai_attack_02_omegaslash.glb","1","43","","","50","50","50","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MegaKenjiAttackSlowProjectiles","boss_cursed_samurai_attack_05_x.glb","1","33","","","50","50","50","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MegaKenjiSpawnRobots","boss_cursed_samurai_attack_03_summon_robots.glb","1","55","","","50","50","50","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MegaKenjiCharge","boss_cursed_samurai_attack_04_bladestorm.glb","1","48","","","50","50","50","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MegaKenji360Madness","boss_cursed_samurai_attack_01_melee.glb","1","70","","","50","50","50","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MegaKenjiReload","boss_cursed_samurai_sushi_brk.glb","1","43","","","","","100","true","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MegaKenjiPushback","boss_cursed_samurai_idle.glb","","43","","","100","100","100","","","5"
"MegaKenjiWin","boss_cursed_samurai_idle.glb","","43","","","","","","","","5"
"MegaKenjiWinloop","boss_cursed_samurai_idle.glb","","43","","","","","","true","","1"
"MegaKenjiLose","boss_cursed_samurai_idle.glb","","43","","","","","","","","5"
"MegaKenjiLoseloop","boss_cursed_samurai_idle.glb","","43","","","","","","true","","1"
"MegaKenjiProfile","boss_cursed_samurai_idle.glb","","","","","","","","true","",""
"MegaKenjiIntro","boss_cursed_samurai_idle.glb","","","","","","","","","",""
"BossBotSamuraiIdle","boss_samurai_bot_idle.glb","","-1","","","500","500","","true","",""
"BossBotSamuraiWalk","boss_samurai_bot_walk.glb","","-1","","","120","200","","true","","1"
"BossBotSamuraiPrimary","boss_samurai_bot_attack.glb","","39","-1","","","100","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"BossBotSamuraiPrimaryRecoil","boss_samurai_bot_attack.glb","40","55","-1","","","","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BossBotSamuraiAutoAttack","boss_samurai_bot_attack.glb","-1","5","","","50","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"BossBotSamuraiAutoAttackRecoil2","boss_samurai_bot_attack.glb","5","17","","","50","50","50","","","hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0"
"BossBotSamuraiPushback","boss_samurai_bot_idle.glb","-1","-1","","","50","200","200","","","5"
"BossBotSamuraiAutoAttackRecoil","boss_samurai_bot_attack.glb","17","34","","","50","50","50","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BossBotSamuraiWin","boss_samurai_bot_idle.glb","","-1","","","","","200","","","5"
"BossBotSamuraiWinloop","boss_samurai_bot_idle.glb","","-1","","","","","","true","","1"
"BossBotSamuraiLose","boss_samurai_bot_idle.glb","","-1","","","","","200","","","5"
"BossBotSamuraiLoseloop","boss_samurai_bot_idle.glb","","-1","","","","","","true","","1"
"BossBotSamuraiSecondary","bot_boss_charge_windup.glb","","-1","-1","","100","100","100","","","4"
"BossBotSamuraiSecondaryRecoil","bot_boss_charge.glb","","-1","-1","","200","200","100","true","","4"
"PainterGreekGodIdle","berry_pegasus_idle.glb","","-1","","","100","100","250","true","",""
"PainterGreekGodWalk","berry_pegasus_walk.glb","","19","","","100","100","","true","","1"
"PainterGreekGodPrimary","berry_pegasus_attack.glb","6","20","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"PainterGreekGodSecondary","berry_pegasus_super.glb","10","17","","","200","200","200","true","","5"
"PainterGreekGodRecoil","berry_pegasus_attack.glb","6","20","","","10","10","10","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"PainterGreekGodReload","berry_pegasus_idle.glb","","-1","","","200","200","200","","","ChestBone#2"
"PainterGreekGodPushback","berry_pegasus_idle.glb","","-1","","","100","100","100","","","5"
"PainterGreekGodWin","berry_pegasus_win.glb","","149","","","50","250","250","","",""
"PainterGreekGodWinloop","berry_pegasus_win.glb","150","190","","","25","","","true","",""
"PainterGreekGodLose","berry_pegasus_lose.glb","","88","","","","","38","","",""
"PainterGreekGodLoseloop","berry_pegasus_lose.glb","88","88","","","","","","true","",""
"PainterGreekGodWinidleloop","berry_pegasus_win.glb","150","-1","","","","","","true","",""
"PainterGreekGodProfile","berry_pegasus_portrait.glb","1","1","","","","","","","",""
"PainterGreekGodIntro","berry_pegasus_win.glb","116","116","","","","","","","",""
"MechanicSCStoreIdle","jessie_musketeer_idle.glb","","-1","","","100","100","","true","",""
"MechanicSCStoreWalk","jessie_musketeer_walk.glb","","-1","","","100","100","","true","","1"
"MechanicSCStorePrimary","jessie_musketeer_attack.glb","","4","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MechanicSCStoreUltiAttack","jessie_musketeer_idle.glb","","-1","","","200","200","10","true","","5"
"MechanicSCStoreRecoil","jessie_musketeer_attack.glb","1","15","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MechanicSCStoreUltiRecoil","jessie_musketeer_idle.glb","","-1","","","200","200","100","","","5"
"MechanicSCStoreReload","jessie_musketeer_idle.glb","","","","","200","200","200","","","chest_s#2"
"MechanicSCStorePushback","jessie_musketeer_pushback.glb","","10","","","100","100","100","true","","5"
"MechanicSCStoreWin","jessie_musketeer_win.glb","1","197","","","","","","","",""
"MechanicSCStoreWinloop","jessie_musketeer_win.glb","160","197","","","","","","true","",""
"MechanicSCStoreLose","jessie_musketeer_lose.glb","1","199","","","","","","","",""
"MechanicSCStoreLoseloop","jessie_musketeer_lose.glb","172","199","","","","","","true","",""
"MechanicSCStoreProfile","jessie_musketeer_portrait.glb","73","73","","","","","","","",""
"BarrelBotGreekGodIdle","darryl_polyphemus_idle.glb","1","-1","","","100","100","","true","",""
"BarrelBotGreekGodWalk","darryl_polyphemus_run.glb","1","20","","","100","100","","true","","1"
"BarrelBotGreekGodPrimary","darryl_attack.glb","","10","","","100","100","100","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"BarrelBotGreekGodBarrelbotSecondary","darryl_polyphemus_super.glb","","29","","","1","1","1","true","","5"
"BarrelBotGreekGodRecoil","darryl_polyphemus_recoil.glb","1","10","","","","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BarrelBotGreekGodRecoil2","darryl_polyphemus_recoil.glb","1","10","","","","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BarrelBotGreekGodReload","darryl_polyphemus_idle.glb","","-1","","","800","800","800","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"BarrelBotGreekGodPushback","darryl_polyphemus_pusback.glb","1","10","","","50","100","200","","","5"
"BarrelBotGreekGodBarrelbotWin","darryl_polyphemus_win.glb","","340","","","","","200","","",""
"BarrelBotGreekGodBarrelbotWinloop","darryl_polyphemus_win.glb","200","259","","","","","","true","",""
"BarrelBotGreekGodBarrelbotLose","darryl_polyphemus_lose.glb","","141","","","","","200","","",""
"BarrelBotGreekGodBarrelbotLoseloop","darryl_polyphemus_lose.glb","140","141","","","","","","true","",""
"BarrelBotGreekGodHide","darryl_polyphemus_lose.glb","","1","","","200","200","100","true","",""
"BarrelBotGreekGodProfile","darryl_polyphemus_portrait.glb","1","1","","","","","","true","",""
"CannonGirlGreekGodIdle","clyde_charioteer_idle.glb","","58","","","100","100","","true","",""
"CannonGirlGreekGodWalk","clyde_charioteer_run.glb","","68","","","100","100","","true","","1"
"CannonGirlGreekGodAttack","clyde_charioteer_attack.glb","","6","","","","50","","","","3"
"CannonGirlGreekGodAttackRecoil","clyde_charioteer_attack.glb","6","25","","","50","","100","","","4"
"CannonGirlGreekGodReload","clyde_charioteer_idle.glb","1","15","","","1000","1000","100","","","5"
"CannonGirlGreekGodPushback","clyde_charioteer_idle.glb","","-1","","","50","200","100","","","5"
"CannonGirlGreekGodWin","clyde_charioteer_win.glb","","131","","","","","","","",""
"CannonGirlGreekGodWinloop","clyde_charioteer_win.glb","132","257","","","","","","true","",""
"CannonGirlGreekGodLose","clyde_charioteer_lose.glb","","110","","","","","","","",""
"CannonGirlGreekGodLoseloop","clyde_charioteer_lose.glb","111","168","","","","","","true","",""
"CannonGirlGreekGodProfile","clyde_charioteer_portrait.glb","30","30","","","","","","true","",""
"MorningstarGreekGodIdle","lumi_erebus_idle.glb","","-1","","","50","50","","true","",""
"MorningstarGreekGodWalk","lumi_erebus_walk.glb","","-1","","","100","100","","true","","1"
"MorningstarGreekGodPrimary","lumi_erebus_attack.glb","","11","","","50","100","100","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MorningstarGreekGodSecondary","lumi_erebus_super.glb","","39","","120","50","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MorningstarGreekGodPushback","lumi_erebus_idle.glb","","","","","100","100","100","","","5"
"MorningstarGreekGodWin","lumi_erebus_win.glb","","139","","","","150","500","","","5"
"MorningstarGreekGodWinloop","lumi_erebus_win.glb","111","139","","","150","","500","true","","5"
"MorningstarGreekGodLose","lumi_erebus_lose.glb","1","105","","","","","","","","5"
"MorningstarGreekGodLoseloop","lumi_erebus_lose.glb","85","105","","","","","","true","","5"
"MorningstarGreekGodProfile","lumi_erebus_portrait.glb","1","1","","","","","","","","5"
"MorningstarGreekGodIdle_transform","lumi_erebus_idle2.glb","","27","","","50","50","","true","",""
"MorningstarGreekGodIdle_transform_2","lumi_erebus_idle3.glb","","27","","","50","50","","true","",""
"MorningstarGreekGodWalk_transform","lumi_erebus_walk2.glb","","24","","","50","50","","true","","1"
"MorningstarGreekGodWalk_transform_2","lumi_erebus_walk3.glb","","24","","","50","50","","true","","1"
"MorningstarGreekGodPrimary_transform","lumi_erebus_attack2.glb","","-1","","","50","50","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MorningstarGreekGodPrimary_transform_2","lumi_erebus_attack3.glb","","-1","","40","100","100","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"FireDudeFantasyIdle","amber_fantasy_idle.glb","1","-1","-1","","100","100","","true","",""
"FireDudeFantasyWalk","amber_fantasy_walk.glb","1","22","-1","","100","100","","true","","1"
"FireDudeFantasyAttack","amber_fantasy_attack.glb","5","10","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"FireDudeFantasyRecoil","amber_fantasy_attack.glb","10","20","-1","","100","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"FireDudeFantasyPushback","amber_fantasy_pushback.glb","","-1","-1","","","","","","",""
"FireDudeFantasyWin","amber_fantasy_win.glb","","133","-1","","","","","","",""
"FireDudeFantasyWinloop","amber_fantasy_win.glb","104","133","-1","","","","","true","",""
"FireDudeFantasyLose","amber_fantasy_lose.glb","","111","-1","","","","","","",""
"FireDudeFantasyLoseloop","amber_fantasy_lose.glb","83","111","-1","","","","","true","",""
"FireDudeFantasyPortrait","amber_fantasy_portrait.glb","","-1","","","","","","","",""
"ElectroSniperFantasyIdle","belle_fantasy_idle.glb","","-1","-1","","100","100","","true","",""
"ElectroSniperFantasyWalk","belle_fantasy_walk.glb","","-1","-1","","100","100","","true","","1"
"ElectroSniperFantasyAttack","belle_fantasy_attack.glb","1","4","-1","","50","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"ElectroSniperFantasyRecoil","belle_fantasy_attack.glb","","25","-1","","","","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ElectroSniperFantasyWin","belle_fantasy_win.glb","","107","-1","","","","","","",""
"ElectroSniperFantasyWinloop","belle_fantasy_win.glb","108","132","-1","","","","","true","",""
"ElectroSniperFantasyLose","belle_fantasy_lose.glb","","68","-1","","","","","","",""
"ElectroSniperFantasyLoseloop","belle_fantasy_lose.glb","69","-1","-1","","","","","true","",""
"ElectroSniperFantasyPortrait","belle_fantasy_portrait.glb","","-1","-1","","","","","","",""
"ElectroSniperFantasyPushback","belle_pushback.glb","","10","-1","","50","","50","","",""
"BowDudeFantasyIdle","bo_fantasy_idle.glb","1","29","","","100","100","","true","",""
"BowDudeFantasyWalk","bo_fantasy_walk.glb","1","20","","","100","100","","true","","1"
"BowDudeFantasyAttack","bo_fantasy_attack.glb","1","12","","","50","50","350","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BowDudeFantasySecondary","bo_fantasy_attack.glb","1","12","","","50","50","350","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BowDudeFantasyRecoil","bo_fantasy_attack.glb","13","30","","","50","50","350","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BowDudeFantasyRecoil2","bo_fantasy_attack.glb","13","30","","","50","50","350","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BowDudeFantasyWin","bo_fantasy_win.glb","","253","","","100","100","500","","",""
"BowDudeFantasyWinloop","bo_fantasy_win.glb","155","253","","","100","100","200","true","",""
"BowDudeFantasyLose","bo_fantasy_lose.glb","1","67","","","100","100","200","","",""
"BowDudeFantasyLoseloop","bo_fantasy_lose.glb","49","67","","","100","100","200","true","",""
"BowDudeFantasyProfile","bo_fantasy_portrait.glb","1","1","","","","","","true","",""
