"Name","Loop","AngleToSpawnOffset","FollowParent","FollowParentAngle","FollowBone","IgnoreInitialAngle","OwnScreenShake","OthersScreenShake","OwnHapticLevel","OthersHapticLevel","Time","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","FakeObject3D","GroundBasis","Scale","SWFScaleX","SWFScaleY","EnemyVersion","ChinaReplacement","TargetedAnimation","EffectZ","EffectSpace","TargetOffsetZ","UseForcedZ","ForcedZ"
"shelly_007_atk_hit_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_hit_red",,"Above",,,100,,,,,,,,,,
"shelly_007_atk_hitenv",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_hitenv",,"Above",,,85,,,"shelly_007_atk_hitenv_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,,,,
"shelly_007_atk_hitenv_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_hitenv_red",,"Above",,,85,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,,,,
"shelly_007_atk_reached",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_reached_anim",,"Above",,,100,,,"shelly_007_atk_reached_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_reached_twinkle",,"Above",,,100,,,,,,,,,,
"shelly_007_atk_reached_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_reached_anim_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_reached_twinkle",,"Above",,,100,,,,,,,,,,
"shelly_007_atk_red",,,,,,,200,,,,,,"ParticleEmitter",,,"shelly_007_atk_dust_red",,"Above",,,100,,,,,,500,,,,
,,,,,,,,,,,,"Slimey_shelly_shot","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","shelly_007_atk_smoke_red",,,"Above",,,,100,100,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_coin_red",,"Above",,,100,,,,,,,,,,
"shelly_007_atk_trail",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_trail_dust_add",,"Object",,,100,,,"shelly_007_atk_trail_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_trail_smoke",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_trail_twinkles",,"Above",,,100,,,,,,,,,,
"shelly_007_atk_trail_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_trail_dust_add_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_trail_smoke_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_trail_twinkles_red",,"Above",,,100,,,,,,,,,,
"shelly_007_lobby",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_lobby_casting_dust_01",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_lobby_casting_twinkle_01",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_lobby_casting_dust_02",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_lobby_casting_twinkle_02",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_lobby_kettle_dust_spin",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_lobby_kettle_dust_spin_twinkles",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_lobby_kettle_fire_01",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_lobby_kettle_fire_02",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_lobby_muzzle_coin_01",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_lobby_muzzle_coin_02",,"Above",,,100,,,,,,,,,,
"shelly_007_ulti",,,,,,,450,150,,,,,"ParticleEmitter",,,"shelly_007_atk_dust",,"Above",,,100,,,"shelly_007_ulti_red",,,500,,,,
,,,,,,,,,,,,"Slimey_shotgun_ulti","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","shelly_007_atk_smoke",,,"Above",,,,100,100,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_ulti_coin",,"Above",,,100,,,,,,,,,,
"shelly_007_ulti_hit",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_hit",,"Above",,,100,,,,,,,,,,
"shelly_007_ulti_hit_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_hit_red",,"Above",,,100,,,,,,,,,,
"shelly_007_ulti_hitenv",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_hitenv",,"Above",,,85,,,"shelly_007_ulti_hitenv_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Above",,,100,,,,,,,,,,
"shelly_007_ulti_hitenv_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_hitenv_red",,"Above",,,85,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Above",,,100,,,,,,,,,,
"shelly_007_ulti_reached",,,"true","true",,,,,,,,,"ParticleEmitter",,,"shelly_007_ulti_reached_anim",,"GroundTop",,,100,,,"shelly_007_ulti_reached_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_ulti_reached_coin_rotate",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_ulti_reached_smoke",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_ulti_reached_smoke_add",,"GroundTop",,,100,,,,,,,,,,
"shelly_007_ulti_reached_red",,,"true","true",,,,,,,,,"ParticleEmitter",,,"shelly_007_ulti_reached_anim_red",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_ulti_reached_coin_rotate_red",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_ulti_reached_smoke_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_ulti_reached_smoke_add_red",,"Above",,,100,,,,,,,,,,
"shelly_007_ulti_red",,,,,,,450,150,,,,,"ParticleEmitter",,,"shelly_007_atk_dust_red",,"Above",,,100,,,,,,500,,,,
,,,,,,,,,,,,"Slimey_shotgun_ulti","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","shelly_007_atk_smoke_red",,,"Above",,,,100,100,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_ulti_coin_red",,"Above",,,100,,,,,,,,,,
"shelly_007_ulti_trail",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_trail_dust_add",,"Object",,,100,,,"shelly_007_ulti_trail_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_trail_smoke",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_ulti_trail_objects",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_ulti_trail_dust",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_trail_twinkles",,"Above",,,100,,,,,,,,,,
"shelly_007_ulti_trail_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_trail_dust_add_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_trail_smoke_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_ulti_trail_objects_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_ulti_trail_dust_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_007_atk_trail_twinkles_red",,"Above",,,100,,,,,,,,,,
"shelly_008_atk",,,,,,,200,,,,,,"ParticleEmitter",,,"shelly_008_atk_smoke",,"Above",,,100,,,"shelly_008_atk_red",,,500,,,,
,,,,,,,,,,,,"Slimey_shelly_shot","Sound",,,,,,,,,,,,,,,,,,
"shelly_008_atk_hit",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit",,"Above",,,100,,,"shelly_008_atk_hit_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_frag_circle",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_frag_dia",,"Above",,,100,,,,,,,,,,
"shelly_008_atk_hit_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_frag_circle_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_frag_dia",,"Above",,,100,,,,,,,,,,
"shelly_008_atk_hitenv",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit",,"Above",,,75,,,"shelly_008_atk_hitenv_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_frag_circle",,"Above",,,75,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_frag_dia",,"Above",,,75,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,,,,
"shelly_008_atk_hitenv_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_red",,"Above",,,75,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_frag_circle_red",,"Above",,,75,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_frag_dia",,"Above",,,75,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,,,,
"shelly_008_atk_reached",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_reached",,"Above",,,100,,,"shelly_008_atk_reached_red",,,,,,,
"shelly_008_atk_reached_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_reached_red",,"Above",,,100,,,,,,,,,,
"shelly_008_atk_red",,,,,,,200,,,,,,"ParticleEmitter",,,"shelly_008_atk_smoke_red",,"Above",,,100,,,,,,500,,,,
,,,,,,,,,,,,"Slimey_shelly_shot","Sound",,,,,,,,,,,,,,,,,,
"shelly_008_atk_trail",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_trail_frags_blue",,"Above",,,100,,,"shelly_008_atk_trail_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_trail_frags_yellow",,"Above",,,100,,,,,,,,,,
"shelly_008_atk_trail_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_trail_frags_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_trail_frags_yellow",,"Above",,,100,,,,,,,,,,
"shelly_008_lobby",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_lobby_smoke_r",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_lobby_smoke_l",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_lobby_charge",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_lobby_catch",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_lobby_gunshot_1",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_lobby_gunshot_2",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_lobby_star_rotation",,"GroundTop",,,100,,,,,,,,,,
"shelly_008_ulti",,,,,,,450,150,,,,,"ParticleEmitter",,,"shelly_008_ulti_smoke",,"Above",,,100,,,"shelly_008_ulti_red",,,500,,,,
,,,,,,,,,,,,"Slimey_shotgun_ulti","Sound",,,,,,,,,,,,,,,,,,
"shelly_008_ulti_hit",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_frag_circle",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_frag_dia",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_hit_star",,"Above",,,100,,,,,,,,,,
"shelly_008_ulti_hit_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_frag_circle_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_frag_dia",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_hit_star_red",,"Above",,,100,,,,,,,,,,
"shelly_008_ulti_hitenv",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit",,"Above",,,80,,,"shelly_008_ulti_hitenv_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_frag_circle",,"Above",,,80,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_frag_dia",,"Above",,,80,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_hit_star",,"Above",,,100,,,,,,,,,,
"shelly_008_ulti_hitenv_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_red",,"Above",,,80,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_frag_circle_red",,"Above",,,80,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_atk_hit_frag_dia",,"Above",,,80,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_hit_star_red",,"Above",,,100,,,,,,,,,,
"shelly_008_ulti_reached",,,"true","true",,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_reached_star",,"GroundTop",,,100,,,"shelly_008_ulti_reached_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_hit_star",,"GroundTop",,,100,,,,,,,,,,
"shelly_008_ulti_reached_red",,,"true","true",,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_reached_star_red",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_hit_star_red",,"GroundTop",,,100,,,,,,,,,,
"shelly_008_ulti_red",,,,,,,450,150,,,,,"ParticleEmitter",,,"shelly_008_ulti_smoke_red",,"Above",,,100,,,,,,500,,,,
,,,,,,,,,,,,"Slimey_shotgun_ulti","Sound",,,,,,,,,,,,,,,,,,
"shelly_008_ulti_trail",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_trail_frags_blue",,"Object",,,100,,,"shelly_008_ulti_trail_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_trail_frags_yellow",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_trail_twinkle_1",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_trail_twinkle_2",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_trail_twinkle_3",,"Object",,,100,,,,,,,,,,
"shelly_008_ulti_trail_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_trail_frags_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_trail_frags_yellow",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_trail_twinkle_4",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_trail_twinkle_5",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_008_ulti_trail_twinkle_6",,"Object",,,100,,,,,,,,,,
"shelly_010_atk",,,,,,,200,,,,,,"ParticleEmitter",,,"shelly_010_atk_muzzle",,"Above",,,100,,,"shelly_010_atk_red",,,500,,,,
,,,,,,,,,,,,"Shelly_Cybernoodles_Atk","Sound",,,,,,,,,,,,,,,,,,
"shelly_010_atk_hit",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_atk_hit",,"Above",,,100,,,"shelly_010_atk_hit_red",,,,,,,
,,,,,,,,,,,,"Shelly_Cybernoodles_Atk_Hit","Sound",,,,,,,,,,,,,,,,,,
"shelly_010_atk_hit_env",,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,"shelly_010_atk_hit_env_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_atk_hit_env",,"Above",,,100,,,,,,,,,,
"shelly_010_atk_hit_env_red",,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_atk_hit_env_red",,"Above",,,100,,,,,,,,,,
"shelly_010_atk_hit_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_atk_hit_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Shelly_Cybernoodles_Atk_Hit","Sound",,,,,,,,,,,,,,,,,,
"shelly_010_atk_reached",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_atk_reached",,"Object",,,100,,,"shelly_010_atk_reached_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_atk_reached_impact",,"Above",,,100,,,,,,,,,,
"shelly_010_atk_reached_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_atk_reached_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_atk_reached_impact_red",,"Above",,,100,,,,,,,,,,
"shelly_010_atk_red",,,,,,,200,,,,,,"ParticleEmitter",,,"shelly_010_atk_muzzle_red",,"Above",,,100,,,,,,500,,,,
,,,,,,,,,,,,"Shelly_Cybernoodles_Atk","Sound",,,,,,,,,,,,,,,,,,
"shelly_010_atk_trail",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_atk_trail",,"Object",,,100,,,"shelly_010_atk_trail_red",,,,,,,
"shelly_010_atk_trail_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_atk_trail_red",,"Object",,,100,,,,,,,,,,
"shelly_010_kill",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_kill",,"Above",,,100,,,"shelly_010_kill_red",,,,,,,
,,,,,,,,,,,,"Shelly_Cybernoodles_Kill","Sound",,,,,,,,,,,,,,,,,,
"shelly_010_kill_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_kill_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Shelly_Cybernoodles_Kill","Sound",,,,,,,,,,,,,,,,,,
"shelly_010_lobby",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_lobby_cctv_02",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_lobby_cctv_01",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_lobby_exp_02",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_lobby_exp_01",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_lobby_hand_impact",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_lobby_smoke_back",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_lobby_smoke_front",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_lobby_muzzle_01",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_lobby_muzzle_02",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_lobby_echo_01",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_lobby_echo_02",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"Effect",,,,"shelly_010_lobby_glitch",,,,,,,,,,,,,,
"shelly_010_lobby_glitch","true",,"true",,"hologram_back_s",,,,,,6500,,"SWF","sc/effects_brawler_shelly.sc","shelly_010_lobby_mark",,,"Object","true",,,5,5,,,,,,,,
"shelly_010_spawn",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_spawn",,"Above",,,100,,,"shelly_010_spawn_red",,,,,,,
,,,,,,,,,,,,"Shelly_Cybernoodles_Spawn","Sound",,,,,,,,,,,,,,,,,,
"shelly_010_spawn_burst",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_spawn_burst",,"Above",,,100,,,"shelly_010_spawn_burst_red",,,,,,,
,,,,,,,,,,,,"Shelly_Cybernoodles_Spawn_End","Sound",,,,,,,,,,,,,,,,,,
"shelly_010_spawn_burst_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_spawn_burst_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Shelly_Cybernoodles_Spawn_End","Sound",,,,,,,,,,,,,,,,,,
"shelly_010_spawn_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_spawn_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Shelly_Cybernoodles_Spawn","Sound",,,,,,,,,,,,,,,,,,
"shelly_010_ulti",,,,,,,450,150,,,,"Shelly_Cybernoodles_Super","Sound",,,,,,,,,,,"shelly_010_ulti_red",,,500,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_ulti_muzzle",,"Above",,,100,,,,,,,,,,
"shelly_010_ulti_hit",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_ulti_hit",,"Above",,,100,,,"shelly_010_ulti_hit_red",,,,,,,
,,,,,,,,,,,,"Shelly_Cybernoodles_Super_Hit","Sound",,,,,,,,,,,,,,,,,,
"shelly_010_ulti_hit_env",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_ulti_hit_env",,"Above",,,100,,,"shelly_010_ulti_hit_env_red",,,,,,,
"shelly_010_ulti_hit_env_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_ulti_hit_env_red",,"Above",,,100,,,,,,,,,,
"shelly_010_ulti_hit_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_ulti_hit_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Shelly_Cybernoodles_Super_Hit","Sound",,,,,,,,,,,,,,,,,,
"shelly_010_ulti_reached",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_ulti_ground_reached",,"GroundLow",,,100,,,"shelly_010_ulti_reached_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_ulti_reached",,"Above",,"true",100,,,,,,,,,,
"shelly_010_ulti_reached_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_ulti_ground_reached_red",,"GroundLow",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_ulti_reached_red",,"Above",,,100,,,,,,,,,,
"shelly_010_ulti_red",,,,,,,450,150,,,,"Shelly_Cybernoodles_Super","Sound",,,,,,,,,,,,,,500,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_ulti_muzzle_red",,"Above",,,100,,,,,,,,,,
"shelly_010_ulti_trail",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_ulti_trail",,"Object",,,100,,,"shelly_010_ulti_trail_red",,,,,,,
"shelly_010_ulti_trail_red",,,,,,,,,,,,,"ParticleEmitter",,,"shelly_010_ulti_trail_red",,"Object",,,100,,,,,,,,,,
"shelly_def_atk",,,,,,,200,,,,,,"SWF","sc/effects_brawler.sc","gunSmoke_M",,,"Above",,,,100,100,,,,500,,,,
,,,,,,,,,,,,"Shotgun","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shell_shotgun",,"Above",,,100,,,,,,,,,,
"shelly_def_buddy_atk",,,,,,,200,,,,,,"SWF","sc/effects_brawler.sc","gunSmoke_M",,,"Above",,,,100,100,,,,500,,,,
,,,,,,,,,,,,"Shelly_Buddy_Atk","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shell_shotgun",,"Above",,,100,,,,,,,,,,
"shelly_def_buddy_gadget_dash",,,"true","true",,,,,,,,,"ParticleEmitter",,,"shelly_def_buddy_gadget_dash_line",,"Above",,,100,,,"shelly_def_buddy_gadget_dash_red",,,300,,,,
,,,,,,,,,,,,"Shelly_Buddy_Gadget_Dash","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_def_buddy_gadget_dash_footprint",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler_shelly.sc","shelly_def_buddy_gadget_drection",,,"Above",,,,100,100,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler_shelly.sc","shelly_def_buddy_gadget_dim",,,"GroundLow",,,,100,100,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_def_buddy_gadget_dash_twinkle",,"Above",,,100,,,,,,,,,,
"shelly_def_buddy_gadget_dash_red",,,"true","true",,,,,,,,,"ParticleEmitter",,,"shelly_def_buddy_gadget_dash_line",,"Above",,,100,,,,,,300,,,,
,,,,,,,,,,,,"Shelly_Buddy_Gadget_Dash","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_def_buddy_gadget_dash_footprint_red",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler_shelly.sc","shelly_def_buddy_gadget_drection_red",,,"Above",,,,100,100,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler_shelly.sc","shelly_def_buddy_gadget_dim_red",,,"GroundLow",,,,100,100,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"shelly_def_buddy_gadget_dash_twinkle_red",,"Above",,,100,,,,,,,,,,
