"TID","KR"
"TID_ABOUT","Credits\n\n<names>\n\nBrawl Stars ™ <version>\nCopyright 2016-2018 Supercell Ltd. All Rights Reserved.\n이 소프트웨어의 모든 이용은 www.supercell.com의 이용 약관과 개인정보 보호정책을 따릅니다."
"TID_IAP_TRANSACTION_PENDING","거래 대기 중입니다. 잠시 기다려 주세요."
"TID_RATE_APP_TITLE","브롤스타즈 평가하기"
"TID_RATE_APP_MESSAGE","App Store에서 브롤스타즈에 대한 평점과 리뷰를 남겨주세요!"
"TID_BUTTON_RATE_APP_LATER","나중에"
"TID_BUTTON_RATE_APP_REVIEW","평가하기"
"TID_BUTTON_RATE_APP_NEVER","평가 안 함"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","계정 잠금 해제 실패"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","지금은 계정을 잠금 해제할 수 없습니다. 나중에 다시 시도해 주세요!"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","다시 시도"
"TID_ACCOUNT_LOCKED_INVALID_CODE","잘못된 잠금 해제 코드입니다!"
"TID_ACCOUNT_LOCKED_TITLE","계정 잠김"
"TID_ACCONT_LOCKED_TEXT","보안상 이유로 계정이 잠겼습니다. 잠금 해제 코드를 입력해 계정을 복구하세요."
"TID_ACCOUNT_LOCKED_TEXT2","잠금 해제 코드 입력:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","탭해서 계속하기"
"TID_NOT_ENOUGH_GEMS_TITLE","보석 부족"
"TID_NOT_ENOUGH_GEMS_INFO","\n\n보석이 부족합니다.\n상점에서 보석을 더 구매하세요!"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","상점으로 이동"
"TID_COIN_DOUBLER_TITLE","토큰 더블러 구매"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","토큰 더블러에 토큰을 추가하세요!"
"TID_COIN_DOUBLER_INFO","전투에서 획득하는 토큰 <c2edd1b><AMOUNT></c>개를 두 배로!"
"TID_COIN_DOUBLER_INFO_WITH_COINS","토큰 더블러에 토큰 <c2edd1b><AMOUNT></c>개를 추가하세요!\n\n토큰 더블러는 전투에서 획득하는 토큰 개수를 두 배로 늘려줍니다!"
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","다이너마이트당 피해량"
"TID_STARS_1","주의: <ce662f9>보석</c> 1개를 가지고 있습니다!"
"TID_STARS_2","주의: <ce662f9>보석</c>을 가지고 있습니다!"
"TID_STARS_3","주의: 많은 <ce662f9>보석</c>을 가지고 있습니다!"
"TID_STARS_4","주의: 아주 많은 <ce662f9>보석</c>을 가지고 있습니다!"
"TID_GATCHA_BUTTON_TITLE","브롤 상자"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","대형 상자"
"TID_EVENT_LOCKED","잠김"
"TID_SPECIAL_EVENT_TITLE_TOP","특별 이벤트:"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","진행 시간:"
"TID_SPECIAL_EVENT_STATUS_FUTURE","시작까지:"
"TID_EVENT_COMING_UP_INFO","해당 이벤트는 <TIME> 후 열립니다."
"TID_ROCKET_BEACH_SKIN","해변의 브록"
"TID_CACTUS_PINK_SKIN","핑크 스파이크"
"TID_SHAMAN_PANDA_SKIN","판다 니타"
"TID_CROW_WHITE_SKIN","화이트 크로우"
"TID_BULL_HAIR_SKIN","바이킹 불"
"TID_TRICKSHOT_GOLD_SKIN","골드 리코셰"
"TID_BARKEEP_GOLD_SKIN","골드 발리"
"TID_GUNSLINGER_ROCKSTAR_SKIN","락스타 콜트"
"TID_STAT_HEAL","치유량"
"TID_LUCHADOR_RUDO_SKIN","엘 루도 프리모"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","구매"
"TID_EVENTS_NEW_EVENT","신규 이벤트!"
"TID_SETTINGS_BRAWLHINTS","전투 힌트"
"TID_COLLECTED_COINS_INFO","<PLANET>에서 토큰 <CURRENT>개(최대 <MAX>개)를 모았습니다!"
"TID_COLLECTED_COINS_INFO_CAPPED","<PLANET>에서 획득할 수 있는 토큰을 전부 모았습니다!"
"TID_FIRST_WIN_INFO","다른 플레이어를 상대로 첫 승을 거둬 <cff8E1b>스타 토큰</c>을 획득하세요!"
"TID_TICKET_COUNTER_INFO","브롤 상자에서 이벤트 티켓을 획득하세요!\n\n이곳에서 티켓을 사용해 전투하세요!"
"TID_NOT_ENOUGH_TICKETS","티켓이 부족합니다!"
"TID_EVENT_LIST_GAME_ROOMS","신규 팀"
"TID_EVENT_LIST_WELCOME","브롤스타즈에 오신 걸 환영합니다!"
"TID_COOP","협동전"
"TID_COOP_NOT_SUPPORTED","해당 이벤트에서는 협동전을 이용할 수 없습니다."
"TID_PRACTISE_NOT_SUPPORTED","해당 이벤트에서는 연습 모드를 이용할 수 없습니다."
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","새 Facebook 로그인"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","\n해당 Facebook 계정에\n현재 게임을 연동할까요?"
"TID_BUTTON_OKAY","확인"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","<HERO> 잠금 해제 필요!"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","친구를 초대하고\n함께 플레이하세요!"
"TID_EVENT_POPUP_HIGHSTAKES_INFO","티켓을 여러 장 사용해 더 좋은 보상을 받을 수 있습니다!"
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 vs 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","최후의 1인"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 vs 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","플레이어 3명 vs 로보 도적단"
"TID_HIGHSTAKES_REWARDS","보상 x <COUNT>"
"TID_HIGHSTAKES_COST","티켓: <COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","브롤스타즈 종료"
"TID_POPUP_ANDROID_EXIT","정말로 브롤스타즈를 종료할까요?"
"TID_ROOM_NOT_SUPPORTED","해당 이벤트는 팀으로 플레이할 수 없습니다."
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","구매 실패"
"TID_ERROR_POP_UP_PURCHASE_FAILED","결제 서버가 응답하지 않습니다. 나중에 다시 시도해주세요."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","확인"
"TID_IAP_NOT_AVAILABLE","기기의 제한 설정에서 인앱 구매를 허용해 주세요."
"TID_NEWS_TITLE","뉴스"
"TID_STAT_DAMAGE_PER_ARROW","화살당 피해량"
"TID_STAT_DAMAGE_PER_MINE","지뢰당 피해량"
"TID_STAT_DAMAGE_PER_SPIKE","가시당 피해량"
"TID_STAT_DAMAGE_PER_DAGGER","단검당 피해량"
"TID_FRIENDS_FACEBOOK_CONNECTED","Facebook 연동됨"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","Facebook에 연동해\nFacebook 친구를 이곳에서 확인하세요!"
"TID_FRIENDS_NO_FRIENDS","친구 없음"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","친구 요청하기"
"TID_FRIENDS_TITLE_1_NO_COUNT","친구"
"TID_FRIENDS_TITLE_1","친구 <COUNT>명"
"TID_FRIENDS_TITLE_2","추천 친구"
"TID_FRIENDS_TITLE_3","친구 초대"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","최근에 함께한 게임 수: <COUNT>"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","최근에 함께한 게임 수: 1"
"TID_FRIENDS_NO_ENTRIES_TAB_2","추천 친구가 없습니다."
"TID_FRIENDS_NO_ENTRIES_TAB_3","친구 초대가 없습니다."
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","소셜 네트워크의 친구는 삭제할 수 없습니다."
"TID_FRIEND_REQUEST_ACCEPT","수락"
"TID_FRIEND_REQUEST_REJECT","거절"
"TID_FRIEND_REQUEST_REASON_1","클럽에서 요청"
"TID_FRIEND_REQUEST_REASON_2","팀에서 요청"
"TID_FRIEND_REQUEST_REASON_3","최근에 함께한 게임 수: <AMOUNT>"
"TID_FRIEND_REQUEST_REASON_4","최근에 함께한 게임 수: <AMOUNT>"
"TID_FRIEND_POPOVER_PROFILE","프로필"
"TID_FRIEND_POPOVER_REMOVE","삭제"
"TID_FRIEND_POPOVER_SPECTATE","관전"
"TID_FRIEND_POPOVER_YOU","자기 자신입니다."
"TID_REMOVE_FRIEND_POPUP_REMOVE","삭제"
"TID_REMOVE_FRIEND_POPUP_CANCEL","취소"
"TID_REMOVE_FRIEND_POPUP_TITLE","친구 삭제 확인"
"TID_REMOVE_FRIEND_POPUP_BODY","정말로 <NAME> 님을 친구 목록에서 삭제할까요?"
"TID_UNLOCK_SKIN_CONTENT","\n\n<NAME> 스킨 구매"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","연결 실패"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","이미 다른 기기에 연결 중입니다."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","다시 불러오기"
"TID_BAD_CONNECTION","네트워크 연결 불량"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Facebook 알림"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","\n해당 Facebook 계정은\n이미 다른 브롤스타즈 계정과 연동되어 있습니다.\n현재 게임과 연동할까요?"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","무료 이벤트 보상을 받았습니다."
"TID_GEM_BUY_CONFIRMATION","보석 <AMOUNT>개를 받았습니다!"
"TID_BLOCKED_TEAM_READY","준비 완료 상태에서는 표시할 수 없습니다."
"TID_TEAM_CANNOT_INVITE_WHILE_READY","준비 완료 상태에서는 초대할 수 없습니다."
"TID_SHOTGUN_BANDITA_SKIN","도적 쉘리"
"TID_SHUTDOWN_STARTED","5분 후 서버 점검으로 게임이 종료됩니다."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","죄송합니다. 현재 서버 점검 중입니다. 몇 시간 후에 다시 시도해 주세요."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","죄송합니다, 현재 서버 점검 중입니다. 2시간 후에 다시 시도해주세요."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","죄송합니다. 현재 서버 점검 중입니다. 1시간 30분 정도 후에 다시 시도해 주세요."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","죄송합니다. 현재 서버 점검 중입니다. 1시간 정도 후에 다시 시도해 주세요."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","죄송합니다. 현재 서버 점검 중입니다. <value>분 정도 후에 다시 시도해 주세요."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","죄송합니다. 현재 서버 점검 중입니다. 몇 분 후에 다시 시도해 주세요."
"TID_SHUTDOWN_BATTLE_DISABLED","몇 분간 서버 점검으로 게임이 종료됩니다. 점검이 완료될 때까지 게임을 시작할 수 없습니다."
"TID_TEAM_SEARCH_NO_TEAM_CODE","팀 코드를 입력하세요."
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","가입 요청을 수락 또는 거절할 수 있는 권한이 없습니다."
"TID_CLAN_RESPONSE_71","장로는 연속으로 추방할 수 없고 일정 시간 대기해야 합니다."
"TID_STAT_MAX_DAMAGE","최대 사거리 피해량"
"TID_STAT_DAMAGE_PER_BOMB","수류탄당 피해량"
"TID_ELDER_KICK_FAIL_COOLDOWN","최근에 클럽 멤버를 추방했습니다. <time> 후에 다시 시도해주세요."
"TID_LUCHADOR_KING_SKIN","엘 레이 프리모"
"TID_PLAYER_DEFEATED_BR","패배"
"TID_BALL_1","뒷마당 월드컵"
"TID_HINT_GET_BALL","<cdaa520>공</c>을 잡으세요!"
"TID_LASER_BALL_INTRO_TEXT","두 골을 넣어 승리하세요!"
"TID_AFK_WARNING","전투가 진행 중입니다! 어서 움직이세요!"
"TID_AFK_DISCONNECTED_MSG","장기간 입력이 없거나 네트워크 상태가 좋지 않아 게임과의 연결이 끊어졌습니다."
"TID_AFK_BANNED_MSG","장기간 입력이 없거나 네트워크 연결이 좋지 않아 전투에서 제외되었습니다. 해당 전투가 끝나면 다시 참가할 수 있습니다."
"TID_AFK_DISCONNECTED_TITLE","자리 비움 연결 해제"
"TID_AFK_BANNED_TITLE","전투에서 제외됨"
"TID_AFK_RELOAD","다시 불러오기"
"TID_GAME_MODE_7","빅 게임"
"TID_GAME_MODE_7_DESC","플레이어 1명이 빅 브롤러가 되고, 5명의 플레이어는 빅 브롤러를 최대한 빨리 처치해야 합니다!\n\n빅 브롤러는 엄청난 공격력과 많은 HP를 가지게 되며, HP는 시간이 지나면서 서서히 줄어듭니다. 빅 브롤러는 사냥꾼들을 피해 최대한 오래 살아남아야 합니다!\n\n5명의 사냥꾼은 최대한 빨리 빅 브롤러를 처치해야 합니다!"
"TID_BOSS_INTRO_TEXT_ATTACK","최대한 빨리 빅 브롤러를 처치하세요!"
"TID_BOSS_INTRO_TEXT_DEFEND","빅 브롤러가 되었습니다!\n최대한 오래 살아남으세요!"
"TID_BOSS_1","재앙의 협곡"
"TID_SEASON_END_POPUP_TITLE","시즌 종료"
"TID_SEASON_END_POPUP_REWARD","시즌 종료 보상"
"TID_SEASON_END_POPUP_GOLD_VALUE","<VALUE>"
"TID_COIN_META_MIGRATION_TITLE","주요 변경 사항!"
"TID_COIN_META_MIGRATION_OK","플레이 튜토리얼"
"TID_COIN_META_MIGRATION_TXT_1","브롤스타즈 신규 업그레이드 시스템: 이제 PP로 브롤러를 레벨 업할 수 있습니다! 현재 게임 진행도는 브롤러 레벨로 전환됩니다."
"TID_COIN_META_MIGRATION_TXT_2","사용하지 않은 업그레이드 토큰 대신 브롤 상자를 받습니다. 게임 진행도 손실을 막기 위해 해당 가치보다 더 많이 받게 됩니다."
"TID_COIN_META_MIGRATION_TXT_3","이제 게임을 가로로 플레이하고 듀얼 조이스틱으로 조정하세요!"
"TID_COIN_META_MIGRATION_TXT_4","코인 부스터가 사라지고 보석으로 대체됩니다!"
"TID_BOLTS_MIGRATION_TITLE","주요 변경 사항!"
"TID_BOLTS_MIGRATION_OK","확인"
"TID_BOLTS_MIGRATION_INFO","신규 브롤러 업그레이드 시스템은 엘릭서를 사용하지 않습니다. 엘릭서 및 지난 브롤러 업그레이드에 따라 업그레이드 토큰 <BOLTS>개가 지급되었습니다. 이제 업그레이드 토큰을 사용해서 브롤러를 업그레이드하세요!\n\n중복 브롤러 및 칩 또한 게임에서 삭제되었습니다. 칩이 보석 <GEMS>개로 변환되어 지급되었습니다!"
"TID_BOLTS_MIGRATION_ELIXER_TOKEN","엘릭서가 업그레이드 토큰으로 변경되었습니다!"
"TID_BOLTS_MIGRATION_CHIP_GEM","칩이 보석으로 변경되었습니다!"
"TID_STAT_HEALING_PER_SEC","초당 치유량"
"TID_STAT_DAMAGE_PER_CARD","카드당 피해량"
"TID_OVERTIME","오버타임!"
"TID_STARTER_PACK_XP_REQ","XP <XPLEVEL>레벨 도달 기념\n특가 상품"
"TID_VALUE","가치"
"TID_SHOP_ONE_TIME_PURCHASE","1회 한정 구매 상품입니다!"
"TID_HINT_MAKE_GOAL_1","<ccc0033>빨간색 조이스틱</c>을 드래그하면 공을 조준할 수 있습니다!"
"TID_BALL_2","트리플 드리블"
"TID_BALL_3","핀홀 필드"
"TID_STARTER_PACK_1","5레벨 팩"
"TID_STARTER_PACK_2","15레벨 팩"
"TID_STARTER_PACK_3","25레벨 팩"
"TID_IAP_XMAS2018_PACK","홀리데이 팩"
"TID_IAP_XMAS2018_PACK_DESC","호, 호, 호!"
"TID_BLACKHOLE_DEFAULT_SKIN","기본"
"TID_GOLD_CAP_HIT","토큰 한도 도달!"
"TID_GATCHA_BUTTON_BOX_STACK_FULL","상자가 가득 찼습니다!"
"TID_COOP_1","슬롯머신 파크"
"TID_GAME_MODE_8","로보 럼블"
"TID_GAME_MODE_8_DESC","욕심쟁이 로보 도적단으로부터 금고를 지키세요! 오래 지킬수록 보상이 커집니다!\n\n사방에서 금고를 향해 다가오는 로봇들이 시간이 지나면서 점차 늘어납니다. 최대한 오래 금고를 지키세요!"
"TID_COOP_INTRO_TEXT","최대한 오래 금고를 지키세요!"
"TID_SELECT_EVENT_POPUP_TITLE","이벤트 선택"
"TID_BARREL_BOT","대릴"
"TID_BARREL_BOT_DESC","강력한 이중총열 산탄총을 발사합니다. 특수 공격으로 통에 들어가 굴러갑니다!"
"TID_BARREL_BOT_WEAPON","더블 듀스"
"TID_BARREL_BOT_WEAPON_DESC","이중총열 산탄총 2정을 연발해 근거리에서 큰 피해를 줍니다."
"TID_BARREL_BOT_ULTI","롤링 배럴"
"TID_BARREL_BOT_ULTI_DESC","통으로 들어간 대릴이 벽에 튕겨 나오며 데굴데굴 굴러갑니다. 공격받은 적은 뒤로 밀려납니다. 시간이 지나면 충전됩니다!"
"TID_ARTILLERY_DUDE","페니"
"TID_ARTILLERY_DUDE_DESC","금화가 가득한 주머니를 쏴 적에게 피해를 주고, 그 뒤에 있던 적들에게도 피해를 줍니다. 특수 공격으로 대포를 설치합니다!"
"TID_ARTILLERY_DUDE_WEAPON","주머니 투척"
"TID_ARTILLERY_DUDE_WEAPON_DESC","금화가 가득한 주머니를 쏩니다. 주머니가 적에게 적중하면 안에 있던 금화가 터져 나오며 적중한 적 뒤에 숨어있던 적들에게도 피해를 줍니다."
"TID_ARTILLERY_DUDE_ULTI","낡은 대포"
"TID_ARTILLERY_DUDE_ULTI_DESC","대포를 설치해 멀리 있는 적을 공격합니다. 지형물 뒤에 숨은 적도 공격할 수 있습니다!"
"TID_ITEM_NAME_SPECIAL","스타 파워"
"TID_HERO_INFO_ITEM_LOCKED","<LEVEL>레벨 이후 잠금 해제할 수 있습니다."
"TID_HERO_INFO_LOCKED_INFO","브롤 상자에서 브롤러를 잠금 해제하세요!"
"TID_HERO_INFO_LOCKED_INFO_RANK_TRACK","총 트로피\n<SCORE>개 필요"
"TID_SPEC_ABI_FREEZE","쉘 쇼크"
"TID_SPEC_ABI_BERSERKER","버서커"
"TID_SPEC_SELF_DESTRUCT","복수"
"TID_SPEC_ABI_CACTUS_HEAL","따뜻한 햇살"
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK","메디컬 알코올"
"TID_SPEC_ABI_REPAIR_TURRET","에너지 충전"
"TID_SPEC_ABI_PET_LIFESTEAL","곰과 나"
"TID_SPEC_ABI_STEAL_SOULS","영혼 사냥"
"TID_SPEC_ABI_SPOT","독수리의 눈"
"TID_SPEC_ABI_AMBUSH","매복"
"TID_SPEC_ABI_BLACK_HOLE_MONSTER","블랙 포털"
"TID_SPEC_ABI_SPEED","스피드 부츠"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK","엄마의 포옹"
"TID_SPEC_BOUNCED_BULLETS_STRONGER","슈퍼 통통탄"
"TID_SPEC_ABI_FIRE_DOT_ULTI","엘 푸에고"
"TID_SPEC_LAST_STAND","스완 송"
"TID_SPEC_BURN","네이팜 로켓"
"TID_SPEC_CRIPPLE","맹독"
"TID_SPEC_ABI_BARREL_DEFENSE","강철 후프"
"TID_SPEC_HEAL_MAIN_ATTACK","뮤직 테라피"
"TID_SPEC_ABI_FREEZE_DESC","쉘리의 슈퍼 쉘이 <c00cc00><VALUE1></c>초 동안 적을 느리게 만듭니다!"
"TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC","HP가 <VALUE1>% 이하인 브롤러를 상대로 일반 공격과 특수 공격의 피해량이 <c00cc00><VALUE2></c>만큼 증가합니다."
"TID_SPEC_ABI_BERSERKER_DESC","불의 HP가 <c00cc00><VALUE1>%</c> 이하로 떨어지면 재장전 속도가 두 배로 빨라집니다!"
"TID_SPEC_SELF_DESTRUCT_DESC","다이너마이크가 처치되면, 다이너마이트 6개를 던집니다. 다이너마이트당 피해량: <c00cc00><VALUE1></c>"
"TID_SPEC_ABI_CACTUS_HEAL_DESC","스파이크가 자신의 특수 공격의 효과 범위 안에 있으면 초당 <c00cc00><VALUE1></c> HP를 회복합니다."
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC","일반 공격 시 <c00cc00><VALUE1></c> HP를 회복합니다."
"TID_SPEC_ABI_REPAIR_TURRET_DESC","제시가 일반 공격으로 자신의 터렛을 맞추면 터렛이 <c00cc00><VALUE1></c> HP를 회복합니다."
"TID_SPEC_ABI_PET_LIFESTEAL_DESC","소환된 곰이 적을 공격할 때마다 니타가 <c00cc00><VALUE1></c> HP를 회복합니다. 니타가 적에게 피해를 주면 곰이 <c00cc00><VALUE2></c> HP를 회복합니다."
"TID_SPEC_ABI_STEAL_SOULS_DESC","모티스의 눈에는 처치한 적 브롤러의 영혼이 보입니다. 영혼 하나를 모을 때마다 <c00cc00><VALUE1></c> HP를 회복합니다."
"TID_SPEC_SPOT_FROM_AIR_DESC","크로우가 특수 공격을 사용해 날아오르면 공중에서 숨어 있는 적을 발견할 수 있으며, 팀원들도 적을 볼 수 있습니다!"
"TID_SPEC_HEAL_MAIN_ATTACK_DESC","일반 공격이 아군에 적중하면, 적중당한 아군의 HP가 <c00cc00><VALUE1></c>만큼 회복됩니다."
"TID_SPEC_ABI_SPOT_DESC","아주 멀리 떨어져 있는 곳에서도 덤불에 숨어 있는 적을 발견할 수 있습니다. 팀원에게 적의 위치를 공유합니다!"
"TID_SPEC_ABI_AMBUSH_DESC","파이퍼가 덤불에 숨은 상태에서 공격하면, <c00cc00><VALUE1></c>(최대 사거리 기준)만큼 추가 피해를 줍니다."
"TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC","특수 공격으로 또 다른 차원을 열어 그림자를 소환합니다. 소환된 타라의 그림자는 적들을 공격합니다."
"TID_SPEC_ABI_TODO_DESC","정의되지 않은 특수 능력"
"TID_SPEC_ABI_SPEED_DESC","스피드 부츠로 콜트의 이동 속도가 증가합니다."
"TID_SPEC_ABI_PUSHBACK_SELF_DESC","다이너마이트의 폭발을 이용해 지형물을 뛰어넘을 수 있습니다!"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC","메탈스톰으로 적을 적중할 때마다 자신 및 가까운 아군의 HP가 <c00cc00><VALUE1></c>만큼 회복됩니다."
"TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC","일반 및 특수 공격의 탄환이 처음 튕겨져 나올 때 과충전되며 <c00cc00><VALUE1></c>만큼 추가 피해를 줍니다."
"TID_SPEC_ABI_FIRE_DOT_ULTI_DESC","특수 공격에 적중당한 적을 불태워 4초 동안 <c00cc00><VALUE1></c> 피해를 줍니다."
"TID_SPEC_LAST_STAND_DESC","포코는 가장 중요한 순간에 스완 송을 연주해, 주변의 아군 브롤러의 HP를 <c00cc00><VALUE1></c>만큼 회복시킵니다."
"TID_SPEC_BURN_DESC","일반 공격의 탄착 지점이 불길에 휩싸입니다. 범위 안의 적에게 초당 <c00cc00><VALUE1></c> 피해를 줍니다."
"TID_SPEC_ABI_BARREL_DEFENSE_DESC","특수 공격을 사용하는 동안 대릴의 통이 강화되어, 입는 피해가 <c00cc00><VALUE1></c>초 동안 <c00cc00><VALUE2></c>% 감소합니다."
"TID_SPEC_CRIPPLE_DESC","단검의 독이 적의 공격력을 약화시켜 적의 피해량이 <c00cc00><VALUE1></c>% 감소합니다."
"TID_SEASON_ENDED_NOTI","시즌이 종료되었습니다! 시즌 보상을 받으세요!"
"TID_BATTLE_ROYALE_7","더블 트러블"
"TID_GAME_MODE_9","듀오 쇼다운"
"TID_GAME_MODE_9_COMBINED","쇼다운"
"TID_GAME_MODE_9_DESC","상대 팀 4개를 먼저 처치하세요. 전투 중 처치된 경우, 팀원이 생존해있다면 일정 시간 이후 다시 살아납니다!"
"TID_WAVE_APPROACHING","라운드 <number>"
"TID_TEAMS_LEFT","남은 팀: <num>"
"TID_TEAM_MATE_RESPAWNING","팀원 부활: <num>"
"TID_BOSS_APPROACHING","라운드 <number>: <ccc0000>거대 로봇 발견!</c>"
"TID_COOP_2","고철 처리장"
"TID_BOSS_2","두더지 왕의 전당"
"TID_BEAR_DAMAGE","곰 피해량"
"TID_BEAR_HEALTH","곰 HP"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM","2인 팀"
"TID_SPEC_ABI_PUSHBACK_SELF","다이너점프"
"TID_VIEW_PROFILE_BUTTON","프로필 보기"
"TID_REPORT_PLAYER_BUTTON","신고"
"TID_CHAT_REPORT_CONFIRMATION_TITLE","<name> 신고"
"TID_CHAT_REPORT_CONFIRMATION","\n\n<name> 님을 부적절한 행위로 신고하시겠습니까?"
"TID_PLAYER_ALREADY_REPORTED","해당 플레이어는 이미 신고되었습니다!"
"TID_STARTER_PACK_4","35레벨 팩"
"TID_NEED_HERO","스킨을 구매할 수 없습니다. 브롤러를 먼저 잠금 해제해야 합니다."
"TID_EVENT_ENDING","<GAMEMODE> 이벤트가 곧 종료됩니다!"
"TID_TEAM_DISPLAY_TITLE_CLAN","클럽 팀"
"TID_TEAM_DISPLAY_TITLE_FRIENDS","친구 팀"
"TID_TICKETS_REVEIVED","이벤트 티켓 <AMOUNT>장을 받았습니다!"
"TID_TUTORIAL_12","보석을 모두 획득했어요! 이제 나가볼까요?"
"TID_NO_TARGET_HINT","자동 조준할 대상이 없습니다!"
"TID_CAN_NOT_AUTOSHOOT","해당 특수 공격은 자동 조준을 사용할 수 없습니다!"
"TID_VS","VS"
"TID_VS_SHOWDOWN","마지막까지\n살아남으세요!"
"TID_HAS_LASER_BALL_HINT","공을 가지고 있을 땐 자동 조준을 사용할 수 없습니다."
"TID_CLAN_RESPONSE_44","가입 실패: 이미 클럽에 가입했습니다."
"TID_SHOTGUN_GIRL_SHORT_DESC","FIGHTER"
"TID_GUNSLINGER_SHORT_DESC","SHARPSHOOTER"
"TID_BULL_DUDE_SHORT_DESC","HEAVYWEIGHT"
"TID_ROCKET_GIRL_SHORT_DESC","SHARPSHOOTER"
"TID_TNT_DUDE_SHORT_DESC","THROWER"
"TID_LUCHADOR_SHORT_DESC","HEAVYWEIGHT"
"TID_TRICKSHOT_DUDE_SHORT_DESC","SHARPSHOOTER"
"TID_CACTUS_SHORT_DESC","SHARPSHOOTER"
"TID_BARKEEP_SHORT_DESC","THROWER"
"TID_MECHANIC_SHORT_DESC","FIGHTER"
"TID_SHAMAN_SHORT_DESC","FIGHTER"
"TID_UNDERTAKER_SHORT_DESC","DASHING ASSASSIN"
"TID_CROW_SHORT_DESC","TOXIC ASSASSIN"
"TID_DEAD_MARIACHI_SHORT_DESC","HEALER"
"TID_BOW_DUDE_SHORT_DESC","FIGHTER"
"TID_SNIPER_SHORT_DESC","SHARPSHOOTER"
"TID_MINIGUN_DUDE_SHORT_DESC","HEALER"
"TID_BLACK_HOLE_SHORT_DESC","SKIRMISHER"
"TID_BARREL_BOT_SHORT_DESC","HEAVYWEIGHT"
"TID_CLAN_INTRO_SUGGESTED_CLANS","추천 클럽"
"TID_CLAN_INTRO_CREATE_TITLE","직접 만드는 건 어때요?"
"TID_CLAN_INTRO_HEADER","클럽"
"TID_CLAN_INFO_TITLE","클럽 정보"
"TID_CLAN_INFO_NO_DESCRIPTION","클럽 설명이 없습니다."
"TID_EVENT_POPUP_TITLE","전투에 참가하세요!"
"TID_GOLDRUSH_8","사파이어 대지"
