"TID","MS"
"TID_SHOP_OFFER_INFO_14","Kotak Besar mengandungi hadiah tiga kali lebih daripada Kotak Brawl biasa!"
"TID_SHOP_OFFER_HOR_NEW","BARU"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","BRAWLER"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","BAHARU <c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","BRAWLER"
"TID_SHOP_SKIN_OFFER","TAWARAN KULIT"
"TID_SKINS_AD_TITLE","KULIT BAHARU TERSEDIA"
"TID_SKINS_AD_OK","OK"
"TID_SKINS_AD_INFO","Semak Kulit baharu di skrin Brawler!"
"TID_TERMS_OF_SERVICE_BUTTON","Terma Perkhidmatan"
"TID_IMMUNE","imun"
"TID_BATTLE_END_PROCEED","SETERUSNYA"
"TID_HINT_TAP_TO_MOVE_1","Kumpul <ce662f9>PERMATA</c> dari pertengahan peta"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","Sasarkan Super ke arah musuh!"
"TID_HINT_SHOOT_1","<ce662f9>PERMATA</c> muncul dari lubang di tengah!"
"TID_HINT_DRAG_TO_ULTI_1","Sekarang tembak SUPER anda dengan kawalan merah!"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Log Masuk Game Center Baharu"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Adakah anda ingin menyimpan permainan anda sekarang dengan akaun Game Center ini?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Amaran Akaun Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Adakah anda ingin memuatkan permainan <name> dengan mata pengalaman tahap <number>? Amaran: kemajuan permainan semasa akan hilang."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Muat permainan?"
"TID_BUTTON_VILLAGE_LOAD","Muat"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Amaran Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Adakah anda ingin memuatkan permainan <name> dengan mata pengalaman tahap <number>? Amaran: kemajuan permainan semasa akan hilang."
"TID_BUTTON_AVATAR_LOAD","Muat"
"TID_SETTINGS_SCREEN_TITLE","Tetapan"
"TID_SETTINGS_MUSIC","MUSIK"
"TID_SETTINGS_SFX","KESAN BUNYI"
"TID_SETTINGS_OFF","Mati"
"TID_SETTINGS_ON","Hidup"
"TID_SETTINGS_LANGUAGE","BAHASA"
"TID_ACCOUNT","Peranti"
"TID_LINK_DEVICE_BUTTON","pautkan peranti"
"TID_SETTINGS_FACEBOOK","RAKAN"
"TID_CHANGE_NAME_BUTTON","Tukar Nama"
"TID_CREDITS_BUTTON","Kredit"
"TID_PRIVACY_POLICY_BUTTON","Dasar Privasi"
"TID_PARENTS_GUIDE_BUTTON","Panduan Ibu Bapa"
"TID_MULTIDEVICE_INFO","Daftar masuk menggunakan akaun Game Center anda untuk melindungi perkembangan anda dan bermain dengan berbilang peranti iOS."
"TID_SETTINGS_GOOGLE","Daftar masuk Google Play"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Disambungkan"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Sambung"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","DISAMBUNGKAN"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","SAMBUNG"
"TID_FAQ_BUTTON","Bantuan dan sokongan"
"TID_ABOUT","Kredit\n\n<names>\n\nBrawl Stars ™ <version>\nHak Cipta 2016-2018 Supercell Ltd. Hak Cipta Terpelihara.\nSemua penggunaan perisian ini tertakluk kepada Terma dan Syarat serta Dasar Privasi di www.supercell.com."
"TID_IAP_TRANSACTION_PENDING","Sila tunggu. Transaksi belum selesai."
"TID_RATE_APP_TITLE","Menilai Brawl Stars"
"TID_RATE_APP_MESSAGE","Sila menilai atau semak semula Brawl Stars di App Store untuk memberi kami maklum balas bernilai!"
"TID_BUTTON_RATE_APP_LATER","Kemudian"
"TID_BUTTON_RATE_APP_REVIEW","Semak Semula"
"TID_BUTTON_RATE_APP_NEVER","Tidak Sekali-kali"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Buka kunci akaun tidak tersedia"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","Buka kunci akaun tidak tersedia buat sementara waktu. Sila cuba sebentar lagi!"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Cuba lagi"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Kod buka kunci tidak sah!"
"TID_ACCOUNT_LOCKED_TITLE","Akaun Dikunci"
"TID_ACCONT_LOCKED_TEXT","Akaun anda telah dikunci atas sebab keselamatan. Masukkan kod buka kunci untuk memulihkan akaun anda."
"TID_ACCOUNT_LOCKED_TEXT2","Masukkan kod buka kunci di sini:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","Ketik untuk teruskan"
"TID_NOT_ENOUGH_GEMS_TITLE","Tidak cukup permata."
"TID_NOT_ENOUGH_GEMS_INFO","\n\nAnda kehabisan permata. Pergi ke kedai untuk mendapatkan lebih!"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","Pergi ke kedai"
"TID_COIN_DOUBLER_TITLE","Beli Gandaan Token"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","Tambah token ke Gandaan Token"
"TID_COIN_DOUBLER_INFO","Menggandakan <c2edd1b><AMOUNT></c> token seterusnya yang anda dapat dari pertempuran."
"TID_COIN_DOUBLER_INFO_WITH_COINS","Tambah <c2edd1b><AMOUNT></c> token pada Gandaan Token anda.\n\nGandaan Token menggandakan token yang anda dapat dari pertempuran."
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","kerosakan setiap dinamit"
"TID_STARS_1","Perhatian: anda ada satu <ce662f9>PERMATA</c>!"
"TID_STARS_2","Perhatian: anda ada <ce662f9>PERMATA</c>!"
"TID_STARS_3","Perhatian: anda ada banyak <ce662f9>PERMATA</c>!"
"TID_STARS_4","Perhatian: anda ada timbunan <ce662f9>PERMATA</c>!"
"TID_GATCHA_BUTTON_TITLE","KOTAK BRAWL"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","KOTAK BESAR"
"TID_EVENT_LOCKED","Dikunci"
"TID_SPECIAL_EVENT_TITLE_TOP","ACARA KHAS:"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","Aktif selama"
"TID_SPECIAL_EVENT_STATUS_FUTURE","Bermula dalam"
"TID_EVENT_COMING_UP_INFO","Acara ini akan bermula dalam <TIME>"
"TID_ROCKET_BEACH_SKIN","BROCK PANTAI"
"TID_CACTUS_PINK_SKIN","SPIKE MERAH JAMBU"
"TID_SHAMAN_PANDA_SKIN","NITA PANDA"
"TID_CROW_WHITE_SKIN","CROW PUTIH"
"TID_BULL_HAIR_SKIN","BULL VIKING"
"TID_TRICKSHOT_GOLD_SKIN","RICOCHET PINGAT EMAS"
"TID_BARKEEP_GOLD_SKIN","BARLEY EMAS"
"TID_GUNSLINGER_ROCKSTAR_SKIN","COLT BINTANG"
"TID_STAT_HEAL","menyembuh"
"TID_LUCHADOR_RUDO_SKIN","EL RUDO PRIMO"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","Beli"
"TID_EVENTS_NEW_EVENT","Acara Baharu!"
"TID_SETTINGS_BRAWLHINTS","petua pertempuran"
"TID_COLLECTED_COINS_INFO","Anda telah mengumpul <CURRENT> token daripada maksimum <MAX> daripada <PLANET>."
"TID_COLLECTED_COINS_INFO_CAPPED","Anda telah kumpul semua token tersedia di <PLANET>."
"TID_FIRST_WIN_INFO","Dapatkan <cff8E1b>Token Bintang</c> dari kemenangan pertama anda menentang pemain lain."
"TID_TICKET_COUNTER_INFO","Temui Tiket Acara di dalam Kotak Brawl.\n\nGuna tiket untuk berlawan di sini!"
"TID_NOT_ENOUGH_TICKETS","Tidak cukup tiket."
"TID_EVENT_LIST_GAME_ROOMS","PASUKAN BAHARU"
"TID_EVENT_LIST_WELCOME","Selamat datang ke Brawl Stars!"
"TID_COOP","Pergaduhan Ko-op"
"TID_COOP_NOT_SUPPORTED","Pergaduhan Ko-op tidak disokong dalam acara ini."
"TID_PRACTISE_NOT_SUPPORTED","Latihan tidak disokong dalam acara ini"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Log masuk Facebook baru"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Adakah anda ingin memautkan permainan semasa anda dengan akaun Facebook ini?"
"TID_BUTTON_OKAY","Okey"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","Ikon ini memerlukan <HERO>"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","Jemput rakan dan\nmain bersama."
"TID_EVENT_POPUP_HIGHSTAKES_INFO","Anda boleh guna berbilang tiket dalam satu permainan untuk dapat ganjaran lebih baik."
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 lwn 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","Yang Terakhir"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 lwn 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","Tiga pemain lwn Bandit Robo"
"TID_HIGHSTAKES_REWARDS","Ganjaran x<COUNT>"
"TID_HIGHSTAKES_COST","Tiket: <COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","Keluar dari Brawl Stars?"
"TID_POPUP_ANDROID_EXIT","Adakah anda pasti ingin keluar dari Brawl Stars?"
"TID_ROOM_NOT_SUPPORTED","Pasukan tidak disokong dalam acara ini"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Pembelian gagal"
"TID_ERROR_POP_UP_PURCHASE_FAILED","Pelayan pengebilan tidak memberikan respons. Sila cuba lagi kemudian."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","Ok"
"TID_IAP_NOT_AVAILABLE","Sila dayakan Pembelian Dalam Aplikasi dalam tetapan pengehadan peranti anda."
"TID_NEWS_TITLE","BERITA"
"TID_STAT_DAMAGE_PER_ARROW","kerosakan setiap anak panah"
"TID_STAT_DAMAGE_PER_MINE","kerosakan setiap perangkap"
"TID_STAT_DAMAGE_PER_SPIKE","kerosakan setiap duri"
"TID_STAT_DAMAGE_PER_DAGGER","kerosakan setiap pisau belati"
"TID_FRIENDS_FACEBOOK_CONNECTED","Facebook disambungkan"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","Sambung ke Facebook untuk lihat rakan Facebook anda di sini!"
"TID_FRIENDS_NO_FRIENDS","Tiada rakan"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","HANTAR PERMINTAAN RAKAN"
"TID_FRIENDS_TITLE_1_NO_COUNT","RAKAN"
"TID_FRIENDS_TITLE_1","RAKAN (<COUNT>)"
"TID_FRIENDS_TITLE_2","RAKAN DISYORKAN"
"TID_FRIENDS_TITLE_3","JEMPUTAN RAKAN"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","<COUNT> PERMAINAN BERSAMA BARU-BARU INI"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","SATU PERMAINAN BERSAMA BARU-BARU INI"
"TID_FRIENDS_NO_ENTRIES_TAB_2","TIADA RAKAN DISYORKAN"
"TID_FRIENDS_NO_ENTRIES_TAB_3","TIADA JEMPUTAN RAKAN"
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","Tidak boleh mengeluarkan rakan dari rangkaian sosial anda."
"TID_FRIEND_REQUEST_ACCEPT","TERIMA"
"TID_FRIEND_REQUEST_REJECT","TOLAK"
"TID_FRIEND_REQUEST_REASON_1","DARIPADA KELAB"
"TID_FRIEND_REQUEST_REASON_2","DARIPADA PASUKAN"
"TID_FRIEND_REQUEST_REASON_3","<AMOUNT> PERMAINAN BERSAMA BARU-BARU INI"
"TID_FRIEND_REQUEST_REASON_4","<AMOUNT> PERMAINAN BERSAMA BARU-BARU INI"
"TID_FRIEND_POPOVER_PROFILE","PROFIL"
"TID_FRIEND_POPOVER_REMOVE","KELUARKAN"
"TID_FRIEND_POPOVER_SPECTATE","TONTON"
"TID_FRIEND_POPOVER_YOU","Ini anda"
"TID_REMOVE_FRIEND_POPUP_REMOVE","KELUARKAN"
"TID_REMOVE_FRIEND_POPUP_CANCEL","BATAL"
"TID_REMOVE_FRIEND_POPUP_TITLE","SAHKAN PENYINGKIRAN RAKAN"
"TID_REMOVE_FRIEND_POPUP_BODY","Adakah anda pasti ingin membuang <NAME> daripada senarai rakan anda?"
"TID_UNLOCK_SKIN_CONTENT","\n\nBELI KULIT <NAME>"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","Sambungan hilang"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","Peranti lain sedang menyambung ke permainan ini."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","Muat semula"
"TID_BAD_CONNECTION","sambungan rangkaian lemah"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Amaran Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Akaun Facebook ini sudah dipautkan ke permainan Brawl Stars lain. Pautkannya ke permainan anda sekarang?"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","Ganjaran acara percuma telah dituntut"
"TID_GEM_BUY_CONFIRMATION","<AMOUNT> permata diterima!"
"TID_BLOCKED_TEAM_READY","Tidak boleh dipaparkan ketika bersedia"
"TID_TEAM_CANNOT_INVITE_WHILE_READY","Tidak boleh menjemput ketika bersedia"
"TID_SHOTGUN_BANDITA_SKIN","BANDITA SHELLY"
"TID_SHUTDOWN_STARTED","Permainan akan ditutup untuk rehat penyelenggaraan pendek dalam 5 minit"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa beberapa jam."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam dua jam."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa kira-kira satu setengah jam."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa kira-kira satu jam."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa kira-kira <value> minit."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa beberapa minit."
"TID_SHUTDOWN_BATTLE_DISABLED","Permainan akan ditutup untuk penyelenggaraan dalam masa beberapa minit. Permainan baru tidak akan dapat dimulakan sehingga penyelenggaraan tamat."
"TID_TEAM_SEARCH_NO_TEAM_CODE","Masukkan kod pasukan."
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","Anda tiada hak untuk terima atau menolak permintaan penyertaan."
"TID_CLAN_RESPONSE_71","Senior mempunyai masa menunggu di antara penyingkiran"
"TID_STAT_MAX_DAMAGE","kerosakan pada julat maksimum"
"TID_STAT_DAMAGE_PER_BOMB","kerosakan setiap grenad"
"TID_ELDER_KICK_FAIL_COOLDOWN","Anda telah membuang ahli kelab baru-baru ini. Cuba lagi dalam <time>."
"TID_LUCHADOR_KING_SKIN","PRIMO EL REY"
"TID_PLAYER_DEFEATED_BR","Brawler ditewaskan"
"TID_BALL_1","Halaman Belakang"
"TID_HINT_GET_BALL","Dapatkan <cdaa520> Bola</c>!"
"TID_LASER_BALL_INTRO_TEXT","Jaringkan dua gol untuk menang!"
"TID_AFK_WARNING","Amaran! Sila bergerak!"
"TID_AFK_DISCONNECTED_MSG","Anda dinyahsambungkan dari pertempuran sebab melahu atau rangkaian lemah."
"TID_AFK_BANNED_MSG","Anda disekat dari pertempuran semasa sebab melahu atau rangkaian lemah. Anda akan dibenarkan kembali ke dalam permainan apabila pertempuran tamat."
"TID_AFK_DISCONNECTED_TITLE","Nyahsambung Sebab Melahu"
"TID_AFK_BANNED_TITLE","Disekat dari pertempuran"
"TID_AFK_RELOAD","Muat semula"
"TID_GAME_MODE_7","PERMAINAN BESAR"
"TID_GAME_MODE_7_DESC","Lima pemain cuba mengalahkan BRAWLER BESAR milik seorang pemain.\n\nSebagai BRAWLER BESAR, anda mempunyai kelebihan kuasa besar dan banyak kesihatan yang hilang dengan perlahan. Lawan pemburu dan kekal dalam permainan selagi boleh!\n\nSebagai seorang daripada lima orang pemburu, anda perlu bekerjasama bersama pasukan anda untuk menewaskan BRAWLER BESAR secepat mungkin!"
"TID_BOSS_INTRO_TEXT_ATTACK","Tewaskan BRAWLER BESAR secepat mungkin."
"TID_BOSS_INTRO_TEXT_DEFEND","Anda adalah BRAWLER BESAR! Bertahan selama yang mungkin!"
"TID_BOSS_1","Ngarai Bencana"
"TID_SEASON_END_POPUP_TITLE","MUSIM TELAH TAMAT"
"TID_SEASON_END_POPUP_REWARD","GANJARAN AKHIR MUSIM"
"TID_SEASON_END_POPUP_GOLD_VALUE","<VALUE>"
"TID_COIN_META_MIGRATION_TITLE","Perubahan Penting!"
"TID_COIN_META_MIGRATION_OK","MAIN TUTORIAL"
"TID_COIN_META_MIGRATION_TXT_1","Brawl Stars mempunyai sistem naik taraf baharu di mana Brawler boleh naik taraf selepas mendapat Mata Kuasa yang mencukupi. Perkembangan semasa anda telah ditukar ke tahap Brawler."
"TID_COIN_META_MIGRATION_TXT_2","Anda menerima Kotak Brawl untuk Token Naik Taraf yang tidak diguna dan banyak lagi untuk memastikan anda tidak hilang perkembangan."
"TID_COIN_META_MIGRATION_TXT_3","Permainan kini dimainkan dalam orientasi landskap dan dikawal dengan dua kayu ria."
"TID_COIN_META_MIGRATION_TXT_4","PENGGALAK SYILING dah tiada dan ditukarkan kepada permata."
"TID_BOLTS_MIGRATION_TITLE","Perubahan Penting!"
"TID_BOLTS_MIGRATION_OK","Ok"
"TID_BOLTS_MIGRATION_INFO","Sistem naik taraf Brawler baharu tidak lagi menggunakan Eliksir. Anda telah dibayar balik <BOLTS> Token Naik Taraf untuk Eliksir dan naik taraf Brawler yang lalu. Guna Token Naik Taraf untuk naik taraf Brawler anda!\n\nBrawler pendua dan cip juga telah dikeluarkan dari permainan. Anda telah dibayar balik <GEMS> permata untuk cip anda. Berseronoklah!"
"TID_BOLTS_MIGRATION_ELIXER_TOKEN","ELIKSIR ANDA TELAH MENJADI TOKEN NAIK TARAF"
"TID_BOLTS_MIGRATION_CHIP_GEM","CIP ANDA TELAH DITUKAR MENJADI PERMATA"
"TID_STAT_HEALING_PER_SEC","penyembuhan setiap saat"
"TID_STAT_DAMAGE_PER_CARD","kerosakan setiap kad"
"TID_OVERTIME","Lebih masa!"
"TID_STARTER_PACK_XP_REQ","Tawaran khas kerana mencapai tahap pengalaman <XPLEVEL>"
"TID_VALUE","nilai"
"TID_SHOP_ONE_TIME_PURCHASE","Tawaran ini hanya untuk pembelian SATU kali!"
"TID_HINT_MAKE_GOAL_1","SERET <ccc0033>KAWALAN MERAH</c> untuk menyasar pada bola!"
"TID_BALL_2","Gelecek Tigaan"
"TID_BALL_3","Medan Sempit"
"TID_STARTER_PACK_1","Pek Tahap 5"
"TID_STARTER_PACK_2","Pek Tahap 15"
"TID_STARTER_PACK_3","Pek Tahap 25"
"TID_IAP_XMAS2018_PACK","Pek Percutian"
"TID_IAP_XMAS2018_PACK_DESC","Ho Ho Ho!"
"TID_BLACKHOLE_DEFAULT_SKIN","Lalai"
"TID_GOLD_CAP_HIT","Had token dicapai."
"TID_GATCHA_BUTTON_BOX_STACK_FULL","Tindanan kotak penuh"
"TID_COOP_1","Taman Hiburan Pachinko"
"TID_GAME_MODE_8","GEMURUH ROBO"
"TID_GAME_MODE_8_DESC","Mempertahankan peti keselamatan daripada Bandit Robo yang tamak! Lebih lama anda mempertahankannya, lebih baik ganjaran anda!\n\nRobot akan menuju ke peti keselamatan dari semua arah dan bilangannya sentiasa meningkat. Mempertahankannya selama yang anda boleh!"
"TID_COOP_INTRO_TEXT","Mempertahankan peti keselamatan selama mungkin!"
"TID_SELECT_EVENT_POPUP_TITLE","Pilih acara"
"TID_BARREL_BOT","DARRYL"
"TID_BARREL_BOT_DESC","Darryl mempunyai serangan senapang patah berganda yang berkuasa. Gerakan Supernya adalah gulingan melulu dalam tong melantunnya!"
"TID_BARREL_BOT_WEAPON","TEMBAKAN BERGANDA"
"TID_BARREL_BOT_WEAPON_DESC","Senapang patah berlaras dua milik Darryl ini melepaskan dua tembakan hebat berjulat dekat."
"TID_BARREL_BOT_ULTI","HIMPITAN TONG"
"TID_BARREL_BOT_ULTI_DESC","Darryl guling ke depan dalam tongnya, menolak musuh ke belakang dan melantun dari dinding. Supernya akan mengecas semula apabila masa berlalu!"
"TID_ARTILLERY_DUDE","PENNY"
"TID_ARTILLERY_DUDE_DESC","Penny menembak beg syiling yang melakukan kerosakan terhadap sasaran dan sesiapa sahaja di belakangnya. Supernya adalah turet meriam gaya mortar!"
"TID_ARTILLERY_DUDE_WEAPON","PEMURAS"
"TID_ARTILLERY_DUDE_WEAPON_DESC","Menembak sekantung emas tiruan. Kantung itu akan pecah jika terkena musuh dan syiling akan terpelanting terkena target di belakang musuh pertama."
"TID_ARTILLERY_DUDE_ULTI","BEDILAN BERTERUSAN"
"TID_ARTILLERY_DUDE_ULTI_DESC","Penny meletakkan meriamnya! Tembakannya berjulat jauh walaupun berada di sebalik pengadang."
"TID_ITEM_NAME_SPECIAL","KUASA BINTANG"
"TID_HERO_INFO_ITEM_LOCKED","Anda boleh temui ini selepas tahap <LEVEL>"
"TID_HERO_INFO_LOCKED_INFO","Buka kunci Brawler dari Kotak Brawl."
"TID_HERO_INFO_LOCKED_INFO_RANK_TRACK","Capai jumlah <SCORE> trofi untuk buka kunci."
"TID_SPEC_ABI_FREEZE","Kejutan Peluru"
"TID_SPEC_ABI_BERSERKER","Mengamuk"
"TID_SPEC_SELF_DESTRUCT","Tuntut Bela"
"TID_SPEC_ABI_CACTUS_HEAL","Menyubur"
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK","Penyembuhan"
"TID_SPEC_ABI_REPAIR_TURRET","Mentenagakan"
"TID_SPEC_ABI_PET_LIFESTEAL","Beruang Bersama"
"TID_SPEC_ABI_STEAL_SOULS","Tuaian Seram"
"TID_SPEC_ABI_SPOT","Helang Melayang"
"TID_SPEC_ABI_AMBUSH","Serang Hendap"
"TID_SPEC_ABI_BLACK_HOLE_MONSTER","Portal Hitam"
"TID_SPEC_ABI_SPEED","But Licin"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK","Pelukan Ibu"
"TID_SPEC_BOUNCED_BULLETS_STRONGER","Lantunan Kuat"
"TID_SPEC_ABI_FIRE_DOT_ULTI","Api Membara"
"TID_SPEC_LAST_STAND","Lagu Angsa"
"TID_SPEC_BURN","Pembakar"
"TID_SPEC_CRIPPLE","Toksik Tambahan"
"TID_SPEC_ABI_BARREL_DEFENSE","Gelung Besi"
"TID_SPEC_HEAL_MAIN_ATTACK","Penjana!"
"TID_SPEC_ABI_FREEZE_DESC","Peluru Super Shelly memperlahankan musuh selama <c00cc00><VALUE1></c> saat!"
"TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC","+<c00cc00><VALUE2></c> kerosakan dari senjata dan Super menentang brawler dengan nilai nyawa <VALUE1>% atau lebih rendah."
"TID_SPEC_ABI_BERSERKER_DESC","Apabila nilai nyawa Bull jatuh ke bawah <c00cc00><VALUE1>%</c>, kelajuan muat semula dia berganda."
"TID_SPEC_SELF_DESTRUCT_DESC","Apabila Dynamike ditewaskan, di lontarkan enam batang dinamit yang setiap satunya melakukan kerosakan <c00cc00><VALUE1></c>."
"TID_SPEC_ABI_CACTUS_HEAL_DESC","Selepas menggunakan Super, Spike memulihkan <c00cc00><VALUE1></c> nilai nyawa setiap saat dengan berada di dalam kawasan terkesan."
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC","Barley memulihkan <c00cc00><VALUE1></c> nilai nyawa dari setiap serangan utama."
"TID_SPEC_ABI_REPAIR_TURRET_DESC","Jessie boleh memulihkan <c00cc00><VALUE1></c> nilai nyawa turet pistolnya yang hilang dengan mengilat turet pistol dengan serangannya."
"TID_SPEC_ABI_PET_LIFESTEAL_DESC","Nita memulihkan <c00cc00><VALUE1></c> nilai nyawa apabila beruangnya menyerang musuh. Apabila Nita melakukan serangan, beruangnya memulihkan nilai nyawa sebanyak <c00cc00><VALUE2></c>."
"TID_SPEC_ABI_STEAL_SOULS_DESC","Mortis boleh nampak dan mengambil inti sari Brawler musuh yang ditewaskan. Memungut inti sari akan memulihkan <c00cc00><VALUE1></c> nilai nyawanya."
"TID_SPEC_SPOT_FROM_AIR_DESC","Apabila menggunakan Supernya, Crow boleh nampak semua musuh yang bersembunyi dari langit. Rakan sepasukannya akan nampak juga!"
"TID_SPEC_HEAL_MAIN_ATTACK_DESC","Apabila serangan Poco mengenai Brawler sepasukannya, nilai nyawa mereka kini akan pulih sebanyak <c00cc00><VALUE1></c>."
"TID_SPEC_ABI_SPOT_DESC","Bo nampak musuh bersembunyi di dalam semak dari jauh dan kongsinya dengan rakan sepasukan!"
"TID_SPEC_ABI_AMBUSH_DESC","Serangan Piper melakukan <c00cc00><VALUE1></c> kerosakan tambahan (pada julat maksimum) apabila dia bersembunyi di dalam semak."
"TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC","Super milik Tara membuka portal dimensi! Bayangan Tara muncul dan menyerang musuhnya."
"TID_SPEC_ABI_TODO_DESC","Keupayaan khas tak tertakrif"
"TID_SPEC_ABI_SPEED_DESC","Kelajuan pergerakan Colt ditambah disebabkan sepasang but baru licin."
"TID_SPEC_ABI_PUSHBACK_SELF_DESC","Dynamike boleh mengikut ombak letupannya untuk lompat melepasi halangan!"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC","Apabila Pam menyerang musuhnya dengan Ribut Sekerap, dia akan menyembuhkan nilai nyawa dirinya dan Brawler rakan berdekatan sebanyak <c00cc00><VALUE1></c>."
"TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC","Peluru Ricochet dari kedua-dua serangan dan Supernya akan dicas lampau oleh lantunan pertama dan melakukan +<c00cc00><VALUE1></c> kerosakan."
"TID_SPEC_ABI_FIRE_DOT_ULTI_DESC","Musuh yang terperangkap di dalam Super El Primo akan terbakar sebanyak <c00cc00><VALUE1></c> selama 4 saat."
"TID_SPEC_LAST_STAND_DESC","Poco memainkan Lagu Angsa apabila menghembuskan nafas terakhir. Nilai nyawa Brawler rakan di sekelilingnya akan pulih sebanyak <c00cc00><VALUE1></c>."
"TID_SPEC_BURN_DESC","Impak serangan Brock akan menyebabkan kebakaran. Musuh di dalam kawasan itu akan mengalami <c00cc00><VALUE1></c> kerosakan setiap saat."
