"TID","FI"
"TID_PLAYER_MAP_STATUS_INFO_DRAFT","Voit lähettää uuden kartan hyväksyttäväksi ystävyysotteluissa. Jos toiset pelaajat hyväksyvät kartan, voit julkaista sen päivän ehdokaskarttana."
"TID_PLAYER_MAP_STATUS_INFO_SUBMITTED","Jos tarpeeksi moni ystävyysottelun pelaaja hyväksyy kartan, sillä voidaan osallistua kilpailuun. Jos karttaa muokataan tämän jälkeen, se muuttuu luonnokseksi ja aiemmat hyväksynnät kumotaan."
"TID_PLAYER_MAP_STATUS_INFO_GREENLIGHTED","Kun muut pelaajat ovat hyväksyneet kartan, voit osallistua sillä karttakilpailuun. Huomaathan, että muokkaaminen kumoaa aiemmat hyväksynnät."
"TID_PLAYER_MAP_STATUS_INFO_PUBLISHED","Julkaistut kartat ovat mukana kilpailussa, ja muut osallistujat voivat kokeilla niitä. Heidän äänensä ratkaisevat, mitkä kartat pääsevät voittotapahtumaan."
"TID_PLAYER_MAP_STATUS_INFO_BANNED","Estettyjä karttoja ei voi muokata, ne voidaan vain poistaa."
"TID_PLAYER_MAP_STATUS_INFO_REJECTED","Hylättiinkö karttasi? Ei huolta! Voit vielä muokata ja parannella sitä ja lähettää sen sitten uudelleen."
"TID_PLAYER_MAP_STATUS_INFO_WINNER","Voittajat ovat selvillä! Voittaneita karttoja voi ihailla voittotapahtumassa."
"TID_PLAYER_MAP_STATUS_INFO_FEATURED","Esitellyt kartat ovat olleet esillä päivän ehdokaskarttojen tapahtumaikkunassa. Pelaajien äänestämät voittokartat julkaistaan voittotapahtumassa."
"TID_PLAYER_MAP_STATUS_INFO_DRAFT_AUTOREVIEW","Voit lähettää uusia karttoja karttakilpailuun. Lähetetyt kartat pitää tarkastaa sopimattoman sisällön varalta, ennen kuin ne voidaan hyväksyä julkaistaviksi."
"TID_PLAYER_MAP_STATUS_INFO_SUBMITTED_AUTOREVIEW","Lähetetty kartta joutuu odottamaan hyväksymistä, minkä jälkeen se voi osallistua kilpailuun. Jos karttaa muokataan tämän jälkeen, se muuttuu luonnokseksi ja aiemmat hyväksynnät kumotaan."
"TID_PLAYER_MAP_STATUS_INFO_GREENLIGHTED_AUTOREVIEW","Kun kartta on hyväksytty julkaistavaksi, voit osallistua sillä karttakilpailuun. Huomaathan, että muokkaaminen kumoaa aiemmat hyväksynnät."
"TID_PLAYER_MAP_STATUS_INFO_REJECTED_AUTOREVIEW","Hylättiinkö karttasi? Ei huolta! Voit vielä muokata ja parannella sitä ja lähettää sen sitten uudelleen."
"TID_PLAYER_MAP_CREATE_POPUP_TITLE","LUO UUSI KARTTA"
"TID_PLAYER_MAP_CREATE_POPUP_MAP_NAME","KARTAN NIMI"
"TID_PLAYER_MAP_CREATE_POPUP_SELECT_MODE","VALITSE PELITILA"
"TID_PLAYER_MAP_CREATE_POPUP_SELECT_MODE_WARNING","Valitse ensin pelitila!"
"TID_PLAYER_MAP_CREATE_POPUP_SELECT_ENVIRONMENT","VALITSE YMPÄRISTÖ"
"TID_PLAYER_MAP_CREATE_POPUP_SELECT_ENVIRONMENT_WARNING","Valitse ensin ympäristö!"
"TID_PLAYER_MAP_CREATE_POPUP_BUTTON_CREATE","LUO"
"TID_BUTTON_MAP_EDITOR","KARTANTEKIJÄ"
"TID_PLAYER_MAP_LIST_TITLE","KARTANTEKIJÄ"
"TID_PLAYER_MAP_UNNAMED","Nimetön"
"TID_CREATE_MAP_ERROR_INTERNAL","Sisäinen virhe kartan luomisessa, yritä myöhemmin uudelleen."
"TID_CREATE_MAP_ERROR_MISSING_NAME","Kartalta puuttuu nimi."
"TID_CREATE_MAP_ERROR_EXISTING_NAME","Kartan nimi on jo käytössä."
"TID_CREATE_MAP_ERROR_NAME_TOO_SHORT","Kartan nimi on liian lyhyt."
"TID_CREATE_MAP_ERROR_NAME_TOO_LONG","Kartan nimi on liian pitkä."
"TID_CREATE_MAP_ERROR_INVALID_NAME","Kartan nimi ei kelpaa."
"TID_CREATE_MAP_ERROR_GAME_MODE_VARIATION_NOT_SUPPORTED","Valittua pelitilaa ei tueta tällä hetkellä."
"TID_CREATE_MAP_ERROR_INELIGIBLE","Sinulla ei ole tällä hetkellä oikeutta luoda karttaa."
"TID_CREATE_MAP_ERROR_DRAFT_MAP_NUMBER_LIMIT","Sinulla on jo enimmäismäärä karttaluonnoksia."
"TID_CREATE_MAP_ERROR_TOTAL_MAP_NUMBER_LIMIT","Sinulla on jo enimmäismäärä karttoja."
"TID_CREATE_MAP_ERROR_INVALID_MAP_ENV","Valittua ympäristöä ei tueta tällä hetkellä."
"TID_CREATE_MAP_ERROR_UNKNOWN","Virhe kartan luomisessa, yritä myöhemmin uudelleen."
"TID_CREATE_MAP_TROPHY_REQUIREMENTS","Kartantekijä avautuu, kun sinulla on <TROPHIES> pokaalia."
"TID_TRUE_SILVER_BULL_SKIN","JALOHOPEA-BULL"
"TID_TRUE_SILVER_BULL_SKIN_SHOP","JALOHOPEA-\nBULL"
"TID_TRUE_GOLD_BULL_SKIN","JALOKULTA-BULL"
"TID_TRUE_GOLD_BULL_SKIN_SHOP","JALOKULTA-\nBULL"
"TID_TRUE_SILVER_BARLEY_SKIN","JALOHOPEA-BARLEY"
"TID_TRUE_SILVER_BARLEY_SKIN_SHOP","JALOHOPEA-\nBARLEY"
"TID_TRUE_GOLD_BARLEY_SKIN","JALOKULTA-BARLEY"
"TID_TRUE_GOLD_BARLEY_SKIN_SHOP","JALOKULTA-\nBARLEY"
"TID_TRUE_SILVER_RICO_SKIN","JALOHOPEA-RICO"
"TID_TRUE_SILVER_RICO_SKIN_SHOP","JALOHOPEA-\nRICO"
"TID_TRUE_GOLD_RICO_SKIN","JALOKULTA-RICO"
"TID_TRUE_GOLD_RICO_SKIN_SHOP","JALOKULTA-\nRICO"
"TID_TRUE_SILVER_FRANK_SKIN","JALOHOPEA-FRANK"
"TID_TRUE_SILVER_FRANK_SKIN_SHOP","JALOHOPEA-\nFRANK"
"TID_TRUE_GOLD_FRANK_SKIN","JALOKULTA-FRANK"
"TID_TRUE_GOLD_FRANK_SKIN_SHOP","JALOKULTA-\nFRANK"
"TID_TRUE_SILVER_MORTIS_SKIN","JALOHOPEA-MORTIS"
"TID_TRUE_SILVER_MORTIS_SKIN_SHOP","JALOHOPEA-\nMORTIS"
"TID_TRUE_GOLD_MORTIS_SKIN","JALOKULTA-MORTIS"
"TID_TRUE_GOLD_MORTIS_SKIN_SHOP","JALOKULTA-\nMORTIS"
"TID_CHALLENGER_COLT_SKIN","HAASTAJA-COLT"
"TID_CHALLENGER_COLT_SKIN_SHOP","HAASTAJA-\nCOLT"
"TID_ZOMBIBI_SKIN","ZOMBI-BIBI"
"TID_ZOMBIBI_SKIN_SHOP","ZOMBI-\nBIBI"
"TID_UNDERWORLD_BO_SKIN","TUONELA-BO"
"TID_UNDERWORLD_BO_SKIN_SHOP","TUONELA-\nBO"
"TID_BRAWLOWEEN_ROSA_SKIN","BRAWL-OWEEN-ROSA"
"TID_BRAWLOWEEN_ROSA_SKIN_SHOP","BRAWL-OWEEN-\nROSA"
"TID_ENVIRONMENT_MINE","Kaivos"
"TID_ENVIRONMENT_DEFAULT","Autiomaa"
"TID_ENVIRONMENT_OLDTOWN","Vanhakaupunki"
"TID_ENVIRONMENT_WAREHOUSE","Makasiini"
"TID_ENVIRONMENT_OASIS","Keidas"
"TID_ENVIRONMENT_MORTUARY","Mortisin kalmisto"
"TID_ENVIRONMENT_GRASSFIELD","Nurmikenttä"
"TID_ENVIRONMENT_BEACHBALL","Rantapallo"
"TID_ENVIRONMENT_ARCADE","Peliluola"
"TID_ENVIRONMENT_BBARENA","Rähinäpalloareena"
"TID_ENVIRONMENT_BAZAAR","Taran basaari"
"TID_ENVIRONMENT_MINICITY","Minikaupunki"
"TID_ENVIRONMENT_GIFTSHOP","Lahjakauppa"
"TID_ENVIRONMENT_SCRAPYARD","Romuttamo"
"TID_PERCENT_DAMAGE_STAT_DESC","<PERCENT> % (väh. <MIN_DAMAGE>)"
"TID_VOTE_MAP_TO_CONTINUE","JATKA ÄÄNESTÄMÄLLÄ"
"TID_VOTE_MAP_TO_CONTINUE_2","JATKA\nÄÄNESTÄMÄLLÄ"
"TID_VOTE_PLAYED_MAP_TITLE","EHDOKASKARTTA SUORITETTU!"
"TID_VOTE_PLAYED_MAP_TITLE_2","KARTAN KOKEILU SUORITETTU!"
"TID_VOTE_PLAYED_MAP_DESC","Mitä pidit tästä kartasta?"
"TID_VOTE_PLAYED_MAP_DESC_2","Oliko kartta hyvä?"
"TID_BATTLE_END_MAP_TEST_COMPLETE","KARTTA\nTESTATTU"
"TID_BATTLE_END_MAP_TEST_CREATOR_DESC","pelaajalta <NAME>"
"TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY","PÄIVÄN EHDOKKAAT"
"TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_2","KOKEILE JA ÄÄNESTÄ KARTTAA!"
"TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_3","ELÄMYSLAITTEET"
"TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_DESC","Kokeile tätä karttaa ja äänestä sitä karttakilpailussa!"
"TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_DESC_2","Kokeile ja äänestä karttoja!"
"TID_PLAYER_MAP_SLOT_COMPETITION_ENTRY_DESC_3","Pelaa ja äänestä pelaajien tekemiä karttoja!"
"TID_PLAYER_MAP_SLOT_COMPETITION_WINNER","PÄIVÄN VOITTAJA"
"TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_MODE","TILAN <MODE> VOITTAJAKARTTA"
"TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_DESC","Tämä kartta voitti edellisen kilpailun!"
"TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_DESC_2","Pelaa eniten ääniä saaneita karttoja!"
"TID_PLAYER_MAP_SLOT_COMPETITION_WINNER_MODE_DESC","Tilan <MODE> karttakilpailun voittaja"
"TID_PLAYER_MAP_SLOT_COMING_SOON","TULOSSA PIAN"
"TID_PLAYER_MAP_FRIENDLY_REQUIRES_GREENLIGHT","Vain hyväksytyllä kartalla voi pelata kavereiden kanssa."
"TID_PLAYER_MAP_FRIENDLY_INVITE_REQUIRES_GREENLIGHT","Valitun kartan pitää olla hyväksytty, ennen kuin kavereita voi kutsua."
"TID_PLAYER_MAP_TAG_BETA","BEETA"
"TID_DRAFT_MAP_WATERMARK","PELAAJAN <TAG> JULKAISEMATON KARTTA"
"TID_SKIN_INFO_CAMPAIGN_15_NOT_AVAILABLE","Vuoden 2020 maailmanfinaalin asu"
"TID_CONTEXT_MENU_PUBLISH","JULKAISE"
"TID_CONTEXT_MENU_INFO","TIETOJA"
"TID_CONTEXT_MENU_REPORT_MAP","ILMIANNA KARTTA"
"TID_CONTEXT_MENU_STATUS_INFO","TILATIEDOT"
"TID_CONTEXT_MENU_FRIENDLY_GAME","YSTÄVYYSOTTELU"
"TID_SUBMIT_MAP_TITLE","Lähetetäänkö kartta?"
"TID_SUBMIT_MAP_DESC","Ystävyysottelun pelaajien on hyväksyttävä lähetetty kartta. Jos tarpeeksi moni hyväksyy kartan, voit julkaista sen. Haluatko lähettää kartan <NAME>?"
"TID_SUBMIT_MAP_DESC_AUTOREVIEW","Lähetetty kartta joutuu odottamaan hyväksymistä, kun se tarkastetaan sopimattoman sisällön varalta. Jos kartta hyväksytään, sen voi julkaista. Haluatko lähettää nykyisen kartan <NAME>?"
"TID_EDIT_SUBMITTED_MAP_TITLE","Muokataanko lähetettyä karttaa?"
"TID_EDIT_SUBMITTED_MAP_DESC","Kartta <NAME> on jo lähetetty. Kartan muokkaaminen muuttaa sen luonnokseksi, jolloin aiemmat hyväksynnät kumotaan. Haluatko muokata karttaa?"
"TID_SUBMIT_MAP_ERROR_GENERIC","Tätä karttaa ei voi tällä hetkellä lähettää."
"TID_SUBMIT_MAP_ERROR_NUM_LIMIT","Karttoja on lähetetty enimmäismäärä."
"TID_SUBMIT_MAP_ERROR_GREENLIT_NUM_LIMIT","Hyväksytty kartta pitää julkaista ensin!"
"TID_FEATURE_NOT_AVAILABLE_TO_UNDERAGE","Ei alaikäisten pelaajien käytettävissä"
"TID_SUBMIT_MAP_ERROR_NOT_ENOUGH_TROPHY","Tarvitset <TROPHIES> pokaalia, jotta voit lähettää kartan."
"TID_PUBLISH_MAP_TITLE","Julkaistaanko kartta?"
"TID_PUBLISH_MAP_DESC","Haluatko julkaista kartan <NAME>?"
"TID_PUBLISH_MAP_ERROR_GENERIC","Tätä karttaa ei voi tällä hetkellä julkaista."
"TID_PUBLISH_MAP_ERROR_NOT_GREENLIGHTED","Vain hyväksytyt kartat voidaan julkaista."
"TID_PUBLISH_MAP_ERROR_NUM_LIMIT","Karttojen enimmäismäärä saavutettu."
"TID_MAP_EDITOR_UNAVAILABLE","Kartantekijä ei ole tällä hetkellä käytössä."
"TID_MAP_EDITOR_BLOCKED_WITH_GUEST_LOGIN","Kartantekijä ei ole saatavilla vierastileille."
"TID_MAP_EDITOR_MENU_BLOCKED_IN_HOMESCREEN_TEAM","Kartantekijä ei ole saatavilla joukkueen etsimisen aikana."
"TID_MAP_EDITOR_MENU_BLOCKED_IN_FRIENDLY_TEAM_OWNER","Valitse kartta ystävyysottelujoukkueelle tapahtumavalikosta!"
"TID_MAP_EDITOR_MENU_BLOCKED_IN_FRIENDLY_TEAM","Kartantekijä ei ole käytettävissä, kun olet ystävyysottelujoukkueessa!"
"TID_MAP_FEATURE_UNAVAILABLE","Tämä ominaisuus ei ole tällä hetkellä käytössä."
"TID_MAP_SUBMITTED_INFO_TITLE","Kartta lähetetty"
"TID_MAP_SUBMITTED_INFO","Tekemäsi kartta (<NAME>) on lähetetty!"
"TID_MAP_GREENLIGHTED_INFO_TITLE","Kartta hyväksytty"
"TID_MAP_GREENLIGHTED_INFO","Tekemäsi kartta (<NAME>) on hyväksytty julkaistavaksi!"
"TID_MAP_PUBLISHED_INFO_TITLE","Kartta julkaistu"
"TID_MAP_PUBLISHED_INFO","Tekemäsi kartta (<NAME>) on julkaistu!"
"TID_MAP_WINNER_INFO_TITLE","Karttasi voitti!"
"TID_MAP_WINNER_INFO","Tekemäsi kartta (<NAME>) voitti karttaäänestyksen!"
"TID_MAP_BANNED_INFO_TITLE","Kartta estetty"
"TID_MAP_BANNED_INFO","Tekemäsi kartta (<NAME>) on estetty."
"TID_SIGNOFF_MAP_TITLE","Hyväksytäänkö kartan julkaisu?"
"TID_SIGNOFF_MAP_DESC","Hyväksytkö, että pelaamasi kartta (<NAME>) julkaistaan muiden pelaajien käyttöön?"
"TID_SIGNOFF_MAP_BUTTON_YES","KYLLÄ"
"TID_SIGNOFF_MAP_BUTTON_NO","EN"
"TID_SIGNOFF_MAP_BUTTON_REPORT","ILMIANNA SISÄLTÖ"
"TID_MAP_GREENLIGHT_APPROVE_RATE","Hyväksytty: <NUM>/<TOTAL>"
"TID_MAP_GREENLIGHT_APPROVE_PERCENT","Hyväksytty: <PERCENT> %"
"TID_MAP_GREENLIGHT_APPROVE_FULL","<NUM>/<LIMIT> hyväksyntää, <c<COLOR>><PERCENT> %</c> positiivisia"
"TID_MAP_GREENLIGHT_APPROVE_AUTOREVIEW","Odottaa tarkastusta"
"TID_MAP_VOTE_PERCENT","Äänestys: <c<COLOR>><PERCENT> %</c> positiivisia"
"TID_REPORT_MAP_BUTTON","ILMIANNA"
"TID_MAP_REPORT_CONFIRMATION_TITLE","Ilmiannetaanko kartta?"
"TID_MAP_REPORT_CONFIRMATION","Haluatko varmasti ilmiantaa kartan <NAME> (<TAG>) sopimattoman sisällön vuoksi?"
"TID_MAP_REPORT_CONFIRMATION_UNAPPROVED","Karttaa <NAME> ei hyväksytty. Sisälsikö se sopimatonta tai loukkaavaa sisältöä?"
"TID_MAP_REPORTED_INFO_TITLE","Kartta ilmiannettu"
"TID_MAP_REPORTED_INFO","Kartta (<NAME>) on ilmiannettu sopimattoman sisällön vuoksi."
"TID_MAP_REPORTED_INFO_NONAME","Kartta on ilmiannettu sopimattoman sisällön vuoksi."
"TID_MAP_REPORT_ERROR_MAP_NOT_FOUND","Ilmiannettua karttaa ei löytynyt."
"TID_MAP_REPORT_ERROR_TOO_MANY_REPORTS_SENT","Liian monta ilmiantoa lähetetty."
"TID_MAP_REPORT_ERROR_MAP_ALREADY_REPORTED","Kartta <NAME> on jo ilmiannettu!"
"TID_MAP_REPORT_ERROR_UNKNOWN","Karttaa ei voida ilmiantaa."
"TID_PLAYER_MAP_ERROR_INVALID_CONTENT","Kartan sisältö ei kelpaa!"
"TID_PLAYER_MAP_ERROR_NOT_FOUND","Karttaa ei löytynyt!"
"TID_SPAWN_POINTS_MISSING","Pelaajien aloituskohdat puuttuvat!"
"TID_MAP_OBJECTIVES_MISSING","Karttakohteet puuttuvat!"
"TID_PLAYER_OPPONENT","Vastustaja"
"TID_TEAM_MEMBER_STATUS_14","<c999999>KARTANTEKIJÄ</c>"
"TID_TEAM_MEMBER_STATUS_NEW_14","KARTANTEKIJÄ"
"TID_FRIEND_STATUS_MAP_MAKER","Kartantekijä"
"TID_CLAN_MEMBER_ONLINE_STATUS_14","KARTANTEKIJÄ"
"TID_ICE_DUDE","LOU"
"TID_ICE_DUDE_SHORT_DESC","VAHVISTUS"
"TID_ICE_DUDE_DESC","Lou on viileä kaveri, joka viskelee varsin jäätäviä juttuja ympäriinsä. Muistathan, että jäällä voi käydä köpelösti ja että pakkasen purema on tosi juttu...!"
"TID_ICE_DUDE_WEAPON","PAKKASEN PUREMA"
"TID_ICE_DUDE_WEAPON_DESC","Lou tulittaa vastustajia jäätötteröillä, jotka jäädyttävät heidät paikoilleen <accumulatedStun> sekunniksi."
"TID_ICE_DUDE_ULTI","JÄÄLÄTÄKKÖ"
"TID_ICE_DUDE_ULTI_DESC","Lou viskaa maahan pullon jääsiirappia, josta syntyy liukas jäälätäkkö. Luistelutaidoista on varmasti hyötyä, jos haluaa pysyä pystyssä!"
"TID_SPEC_ABI_ICE_DUDE_1","SUPERJÄÄDYTYS"
"TID_SPEC_ABI_ICE_DUDE_1_DESC","Loun supervoiman vaikutusalueella olevat vastustajat jäätyvät asteittain samalla tavalla kuin hänen Pakkasen purema -hyökkäyksessään."
"TID_SPEC_ABI_ICE_DUDE_2","HYPOTERMIA"
"TID_SPEC_ABI_ICE_DUDE_2_DESC","Vastustajien latausnopeus hidastuu jopa <c00cc00><VALUE1> %</c> riippuen siitä, kuinka paljon Loun hyökkäykset jäädyttävät heitä."
"TID_ACCESSORY_ICE_DUDE_GADGET","JÄÄKILPI"
"TID_ACCESSORY_ICE_DUDE_GADGET_DESC","Lou ympäröi itsensä jäällä ja muuttuu vahingoittumattomaksi <c00cc00><VALUE1></c> sekunniksi."
"TID_INVITE_CLAN_TOKEN_ERROR_FULL","Kutsuminen ei onnistu, koska jengi on täynnä."
"TID_INVITE_CLAN_TOKEN_ERROR_TOO_MANY_INVITES","Kutsuminen ei onnistu, koska olet lähettänyt liian monta kutsua."
"TID_INVITE_CLAN_TOKEN_ERROR_NO_PERMISSION","Kutsuminen ei onnistu, koska vain jengin puheenjohtajat voivat kutsua uusia jäseniä."
"TID_BRAWLPASS_PROMO_POPUP_TITLE","UUSI KAUSI ALKOI!"
"TID_BRAWLPASS_PROMO_POPUP_TEXT","Tervetuloa kaudelle <NUM>: <SEASON>!"
"TID_QUESTS_RECOMMENDED","Suositukset"
"TID_KING_LOU_SKIN","KUNINGAS-LOU"
"TID_KING_LOU_SHOP","KUNINGAS-\nLOU"
"TID_BELLHOP_MIKE_SKIN","KANTAJA-MIKE"
"TID_BELLHOP_MIKE_SHOP","KANTAJA-\nMIKE"
"TID_CHOCO_PIPER_SKIN","CHOCO-PIPER"
"TID_CHOCO_PIPER_SHOP","CHOCO-\nPIPER"
"TID_SALLY_NANI_SKIN","SALLY-NANI"
"TID_SALLY_NANI_SHOP","SALLY-\nNANI"
"TID_CONY_MAX_SKIN","CONY-MAX"
"TID_CONY_MAX_SKIN_SHOP","CONY-\nMAX"
"TID_WANTED_17B","Hyinen lumihotelli"
"TID_BANKHEIST_17B","Jäiset jalokivet"
"TID_WANTED_3B","Jalokivilinnake"
"TID_BOSS_7","Tulenarka taistelu"
"TID_BOSS_8","Pyyntikausi"
"TID_COOP_7","Kaikki peliin"
"TID_COOP_8","Päätepysäkki"
"TID_HERO_INFO_LOCKED_BP_TIER_INFO_SHORT","Saatavilla kauden tason <NUM> jälkeen"
"TID_HERO_INFO_LOCKED_BP_TIER_INFO","Saatavilla kauden tason <NUM> jälkeen"
"TID_HERO_INFO_LOCKED_BP_INFO_SHORT","Hanki Brawl Pass tai löydä avaamalla lippaita."
"TID_HERO_INFO_LOCKED_BP_INFO","Hanki Brawl Pass tai löydä avaamalla lippaita."
"TID_HERO_INFO_LOCKED_BP_TIER_OWNED_INFO_SHORT","Avaa kauden tasolla <NUM>."
"TID_HERO_INFO_LOCKED_BP_TIER_OWNED_INFO","Avaa kauden tasolla <NUM>."
"TID_HERO_INFO_LOCKED_BP_FUTURE_SEASON_INFO","Saapuu kaudella <SEASON>"
"TID_HERO_INFO_LOCKED_BP_FUTURE_SEASON_INFO_SHORT","Saapuu kaudella <SEASON>"
"TID_RAID_4","Ryminää viidakossa"
"TID_RAID_5","Köysikikka"
"TID_BRAWLPASS_AUTOCOLLECT_INFO","Haluaisimme muistuttaa, että sinulla on lunastamattomia palkintoja kaudelta <NUM>. Kaudella <NUM> ansaitsemasi palkinnot lunastetaan puolestasi automaattisesti, jos et lunasta niitä pian. Lunastamattomat tehopistepalkinnot muutetaan kolikoiksi nykyisen kauden päättyessä."
"TID_BRAWLPASS_AUTOCOLLECT_INFO_TITLE","TÄRKEÄ ILMOITUS!"
"TID_MSG_PLAYER_MAP_WON","Onnittelut! Karttasi <NAME> on voittanut ja tulee kaikkien pelaajien saataville voittotapahtumassa."
"TID_MSG_PLAYER_MAP_REJECTED","Tarpeeksi moni pelaaja ei valitettavasti hyväksynyt karttaasi <NAME>. Voit parannella karttaa ja lähettää sen uudelleen!"
"TID_MSG_PLAYER_MAP_REJECTED_AUTOREVIEW","Valitettavasti karttaasi <NAME> ei hyväksytty. Voit parannella karttaa ja lähettää sen uudelleen!"
"TID_MSG_PLAYER_MAP_DELETED","Karttaluonnostasi <NAME> ei oltu muokattu pitkään aikaan, joten se poistettiin."
"TID_MSG_PLAYER_MAP_BANNED","Karttasi <NAME> on estetty pelaajien ilmiantojen vuoksi."
"TID_MSG_PLAYER_MAP_GREENLIGHTED","Riittävän moni pelaaja on hyväksynyt karttasi <NAME>, joten se voidaan julkaista. Hienoa!"
"TID_MSG_PLAYER_MAP_GREENLIGHTED_AUTOREVIEW","Karttasi <NAME> hyväksyttiin, joten se voidaan julkaista. Hienoa!"
"TID_MSG_PLAYER_MAP_FEATURED","Onnittelut! Karttasi (<NAME>) on ollut esillä, ja sen saamista äänistä (yhteensä <TOTAL_VOTES> ääntä) <UPVOTE_PERCENT> % oli positiivisia."
"TID_ESPORT_TOURNAMENTS_POPUP_TITLE","BRAWL STARS -MESTARUUSKISA"
"TID_ESPORT_TOURNAMENTS_BUTTON","E-URHEILU"
"TID_SNAKE_OIL","BYRON"
"TID_SNAKE_OIL_SHORT_DESC","VAHVISTUS"
"TID_SNAKE_OIL_DESC","Byron käsittelee voimakkaita lääkeaineita, mutta häntä ei kannata kutsua käärmeöljykauppiaaksi!"
"TID_SNAKE_OIL_WEAPON","TARKKA ANNOSTUS"
"TID_SNAKE_OIL_WEAPON_DESC","Byron ampuu pitkän kantaman ammuksen, joka voi osua sekä vastustajiin että oman joukkueen rämäpäihin. Vastustajat kärsivät jatkuvaa tuhoa, kun taas omat saavat jatkuvaa parannusta."
"TID_SNAKE_OIL_ULTI","KOKO HOITO"
"TID_SNAKE_OIL_ULTI_DESC","Byron heittää lääkepullon, joka parantaa omia ja aiheuttaa tuhoa vastustajille."
"TID_SPEC_ABI_SNAKE_OIL_1","HEIKOTUS"
"TID_SPEC_ABI_SNAKE_OIL_1_DESC","Byronin supervoima aiheuttaa sen, että vastustajat saavat <c00cc00><VALUE1> %</c> vähemmän parannusta mistä tahansa lähteestä <c00cc00><VALUE2></c> sekunnin ajan."
"TID_SPEC_ABI_SNAKE_OIL_2","PISTOS"
"TID_SPEC_ABI_SNAKE_OIL_2_DESC","<c00cc00><VALUE1></c> sekunnin välein seuraava perushyökkäys läpäisee kohteensa."
"TID_ACCESSORY_SNAKE_OIL_HEAL","ROKOTE"
"TID_ACCESSORY_SNAKE_OIL_HEAL_DESC","Rokotteella Byron parantaa itseään <c00cc00><VALUE1></c> elinvoimapisteen verran sekunnissa <c00cc00><VALUE2></c> sekunnin ajan."
"TID_ENRAGER","EDGAR"
"TID_ENRAGER_SHORT_DESC","SALAMURHAAJA"
"TID_ENRAGER_DESC","Tämä se vasta on vihainen kaveri. On kuitenkin olemassa jotain, mitä hän rakastaa: parkour!"
"TID_ENRAGER_WEAPON","TAPPELUKERHO"
"TID_ENRAGER_WEAPON_DESC","Edgar lyö vihollisia nopeilla iskuilla ja parantaa itseään jokaisella osumalla."
"TID_ENRAGER_ULTI","LOIKKA"
"TID_ENRAGER_ULTI_DESC","Edgar hyppää minkä tahansa esteen yli ja saa tilapäisen nopeustehostuksen. Hänen superinsa latautuu hitaasti ajan myötä."
"TID_SPEC_ABI_ENRAGER_1","KOVA LASKEUTUMINEN"
"TID_SPEC_ABI_ENRAGER_1_DESC","Edgarin supervoima aiheuttaa lisäksi <c00cc00><VALUE1></c> pistettä tuhoa lähellä oleville vastustajille hänen laskeutuessaan."
"TID_SPEC_ABI_ENRAGER_2","KÄSIRYSY"
"TID_SPEC_ABI_ENRAGER_2_DESC","Edgar saa <c00cc00><VALUE1> %</c> enemmän parannusta aiheuttamastaan tuhosta."
"TID_ACCESSORY_ENRAGER_SUPER_BOOST","NYT LENNETÄÄN"
"TID_ACCESSORY_ENRAGER_SUPER_BOOST_DESC","Edgarin supervoima latautuu <c00cc00><VALUE1> %</c> tavallista nopeammin <c00cc00><VALUE2></c> sekunnin ajan."
"TID_SHOP_TAG_LAST_CHANCE","VIIMEINEN TILAISUUS!"
"TID_SHOP_SKIN_DESC_LAST_CHANCE_INFO","<INFO>\n\n<cFF6EEE>EHDIT VIELÄ OSTAA!</c>"
"TID_SHOP_LAST_CHANCE_DESC","Tämä on viimeinen kerta, kun asu on ostettavissa."
"TID_SHOP_LAST_CHANCE_SKINS","VIIMEINEN TILAISUUS HANKKIA NÄMÄ ASUT!"
"TID_GALE_NUTCRACKER","PÄHKINÄNSÄRKIJÄ-GALE"
"TID_OLD_SCHOOL_BROCK","OLD SCHOOL -BROCK"
"TID_SNOWMAN_TICK","LUMIUKKO-TICK"
"TID_HOLIDAY_PARTY_FRANK","JUHLAPYHÄ-FRANK"
"TID_GALE_NUTCRACKER_SHOP","PÄHKINÄNSÄRKIJÄ-\nGALE"
"TID_OLD_SCHOOL_BROCK_SHOP","OLD SCHOOL\n-BROCK"
"TID_SNOWMAN_TICK_SHOP","LUMIUKKO-\nTICK"
"TID_HOLIDAY_PARTY_FRANK_SHOP","JUHLAPYHÄ-\nFRANK"
"TID_CHALLENGE_BUY_LIVES_CONFIRM_TITLE","LISÄÄ HAASTEYRITYKSIÄ?"
"TID_CHALLENGE_BUY_LIVES_POPUP","Jatka haastetta ostamalla vielä <NUM> yritystä!"
"TID_CHALLENGE_OVER_BUY_ATTEMPTS_INFO","Yrityksesi loppuivat.\n\nVoit ostaa lisää yrityksiä, jos haluat jatkaa haastetta."
"TID_CHALLENGE_OVER_BUY_ATTEMPTS_BUY","Osta <NUM> yritystä"
"TID_CTF_9","Passatut lahjat"
