TID,PL
TID_BP_VALUE_UPTO,Do
TID_TEAM_REQEST_INVITE_FAIL_PENDING_JOIN_REQUEST,Nie można zaprosić. Masz oczekującą prośbę o dołączenie.
TID_TEAM_REQUEST_INVITE_FAIL_TEAM_FULL,Nie można zaprosić. Drużyna jest pełna.
TID_TEAM_ERROR_126,Nie można wybrać wydarzenia. Wydarzenie nie jest dostępne dla wszystkich członków drużyny.
TID_GAME_MODE_6_SOLO_ONLY_DESC,"Przygotuj się do walki na Arenie Rozgrywek! Wygrywa zadymiarz, który pozostanie przy życiu na końcu starcia.\n\nZbieraj kostki mocy, aby zwiększać liczbę punktów życia oraz zadawanych obrażeń. Nadciągają trujące chmury, więc nie stój w miejscu!"
TID_VALUE_TAG,<NUM>x<VALUE>
TID_INVALID_PLAY_INSTALL,Brawl Stars nie zostało zainstalowane poprawnie. Proszę zainstaluj gre ponownie ze sklepu Google Play aby naprawić ten błąd.
TID_CLAN_SEARCH_EMPTY,Wprowadź najpierw tekst wyszukiwania!
TID_TEAMS_INVITE_PLAYERS,"Zaproś innych graczy do drużyny, wybierając z poniższej listy"
TID_OWN_TEAM_INVITE,ZAPROŚ GRACZY
TID_SKIN_NOT_AVAILABLE,Przebranie nie jest obecnie dostępne
TID_DND_DISABLED_LOOKING_FOR_TEAM,"Nie można zmienić tego ustawienia, gdy opcja Szukanie drużyny jest włączona!"
TID_DND_DISABLED_LOOKING_FOR_PLAYERS,"Nie można zmienić tego ustawienia, gdy włączono opcję Szukanie graczy!"
TID_LFT_DISABLED_LOOKING_FOR_TEAM,"Nie można zmienić tego ustawienia, gdy gracz jest w drużynie!"
TID_ONLINE_LOOKING_FOR_A_TEAM,Szukanie drużyny
TID_ONLINE_LOOKING_FOR_PLAYERS,Szukanie graczy
TID_ONLINE_LOOKING_FOR_A_TEAM_SETTING,Szukanie drużyny:
TID_ONLINE_LOOKING_FOR_PLAYERS_SETTING,Szukanie graczy:
TID_CHINA_LOGIN_AA_POPUP_DESC_TENCENT,1）本游戏是一款多人实时对战类游戏，适用于年满12周岁及以上的用户，\n建议未成年人在家长监护下使用游戏产品。\n\n2）游戏无明显背景，需要玩家操作各种英雄与队友配合取得胜利，\n游戏有丰富多样的玩法，包含角色养成、竞技等，需要投入一定的时间和精力。\n游戏中存在基于文字的陌生人社交系统，且社交系统的管理遵循相关法律法规。\n\n3）根据国家相关要求，游戏中有用户实名认证系统，未通过实名认证的用户不可进入游戏；\n认证为未成年人的用户除周五、周六、周日及法定节假日每日20时至21时外其他时间均不可进入游戏。游戏中部分玩法和道具需要付费。根据腾讯健康系统管理规定，认证为未成年人的用户将接受以下管理：未满12周岁的用户不能付费；12周岁以上未满16周岁的未成年人用户，单次充值金额不得超过50元人民币，每月充值金额累计不得超过200元人民币；16周岁以上的未成年人用户，单次充值金额不得超过100元人民币，每月充值金额累计不得超过400元人民币。\n\n4）游戏以竞技为主题，画面精美，玩法多样，能够带给玩家轻松愉悦的游戏氛围，\n游戏中的排位赛有助于调动玩家的积极情绪，在比赛中获胜能够提升玩家的自信心。\n游戏提供了丰富的社交系统，包括战队、好友等，玩家之间可以互相交流，互相配合，\n共同完成游戏任务，有助于促进玩家的社会交流，维持良好的社群关系。
TID_CHINA_LOGIN_AA_POPUP_DESC_YOOZOO,1）本游戏是一款多人实时对战类游戏，适用于年满12周岁及以上的用户，\n建议未成年人在家长监护下使用游戏产品。\n\n2）游戏无明显背景，需要玩家操作各种英雄与队友配合取得胜利，\n游戏有丰富多样的玩法，包含角色养成、竞技等，需要投入一定的时间和精力。\n游戏中存在基于文字的陌生人社交系统，且社交系统的管理遵循相关法律法规。\n\n3）本游戏中有用户实名认证系统，认证为未成年人的用户将接受以下管理：\n游戏中部分玩法和道具需要付费。未满8周岁的用户不能付费：8周岁以上未满16周岁的未成年人用户，单次充值不得超过50元人民币，每月充值金额累计不得超过200元人民币；16周岁以上的未成年人用户，单次充值金额不得超过100元人民币，每月充值金额累计不得超过400元人民币。未成年人仅可在周五、周六、周日和法定节假日每日20时至21时体检1小时网络游戏服务。\n\n4）游戏以竞技为主题，画面精美，玩法多样，能够带给玩家轻松愉悦的游戏氛围，\n游戏中的排位赛有助于调动玩家的积极情绪，在比赛中获胜能够提升玩家的自信心。\n游戏提供了丰富的社交系统，包括战队、好友等，玩家之间可以互相交流，互相配合，\n共同完成游戏任务，有助于促进玩家的社会交流，维持良好的社群关系。
TID_EMOTE_BUNDLE_RETRO_PACK,ODZNAKI RETROPOLIS
TID_SKIN_INFO_CAMPAIGN_RETRO,Retropolis
TID_SKIN_INFO_CAMPAIGN_RETRO_TITLE,Powrót do Retropolis
TID_RETRO_SKINS_INFO,Zestaw przebrań
TID_EMOTE_SKINS_PACK_REWARD,Zdobądź wszystkie przebrania z tego zestawu i zgarnij wyjątkowy pakiet odznak!
TID_RANDOM_SKIN_SWITCH_TITLE,LOSOWE PRZEBRANIE
TID_SKIN_GROUP_POPUP_BP,Wyjątkowe przebranie z Karnetu Zadymiarskiego
TID_SKIN_GROUP_POPUP_CHALLENGE,Wygraj przebranie w ramach wyzwania
TID_SKIN_GROUP_POPUP_CHALLENGE_LOCKED,"Zdobądź <NUM> puchar., aby odblokować wyzwania"
TID_SKIN_SELECTOR_RANDOM_MODE_DISABLED,Zaznaczono pojedyncze przebranie
TID_SKIN_SELECTOR_RANDOM_MODE_ENABLED,Wybrano losowe przebranie ze wszystkich zaznaczonych
TID_GEAR_TOKEN_DROP_TITLE,ŻETONY WYPOSAŻENIA
TID_GEAR_TOKEN_DAMAGE,Żetony obrażeń
TID_GEAR_TOKEN_HEAL,Żetony leczenia
TID_GEAR_TOKEN_RESISTANCE,Żetony odporności
TID_GEAR_TOKEN_SHIELD,Żetony tarczy
TID_GEAR_TOKEN_SPEED,Żetony prędkości
TID_GEAR_TOKEN_TYPE_DAMAGE,OBRAŻENIA
TID_GEAR_TOKEN_TYPE_HEAL,PUNKTY ŻYCIA
TID_GEAR_TOKEN_TYPE_RESISTANCE,ODPORNOŚĆ
TID_GEAR_TOKEN_TYPE_SHIELD,TARCZA
TID_GEAR_TOKEN_TYPE_SPEED,PRĘDKOŚĆ
TID_GEAR_TOKEN,Żeton wyposażenia
TID_GEAR_SCRAP_DROP_TITLE,ZŁOM
TID_GEAR_SCRAP,Złom
TID_GEAR_UNLOCK_SLOT,ODBLOKUJ MIEJSCE NA WYPOSAŻENIE <NUM>
TID_GEAR_CRAFT_TITLE,Wytworzyć przedmiot <NAME> poz. <NUM>?
TID_GEAR_UPGRADE_TITLE,Ulepszyć przedmiot <NAME> do poz. <NUM>?
TID_GEAR_CRAFT_BUTTON,WYTWÓRZ
TID_GEAR_UPGRADE_BUTTON,ULEPSZ
TID_GEAR_FOREST_SPEED_TITLE,PRĘDKOŚĆ
TID_GEAR_STANDING_HEAL_TITLE,PUNKTY ŻYCIA
TID_GEAR_LOW_HEALTH_DAMAGE_TITLE,OBRAŻENIA
TID_GEAR_SLOW_RESISTANCE_TITLE,ODPORNOŚĆ
TID_GEAR_SHIELD_TITLE,TARCZA
TID_GEAR_FOREST_SPEED_INFO,ZWIĘKSZA PRĘDKOŚĆ podczas ruchu w krzakach o <NUM>%.
TID_GEAR_STANDING_HEAL_INFO,"PRZYWRACA <NUM> PKT ŻYCIA na sekundę, gdy postać nie rusza się."
TID_GEAR_LOW_HEALTH_DAMAGE_INFO,"Zwiększa ZADAWANE OBRAŻENIA o <NUM>, gdy liczba punktów życia spadnie poniżej poziomu 50%."
TID_GEAR_SLOW_RESISTANCE_INFO,SKRACA czas trwania efektów OGŁUSZENIA i ZMNIEJSZA skuteczność SPOWOLNIENIA o <NUM>%.
TID_GEAR_SHIELD_INFO,Zyskaj <NUM> PŻ w postaci zużywalnej TARCZY. Tarcza regeneruje się w 10 sekund przy maks. liczbie punktów życia.
TID_GEAR_FOREST_SPEED_UPGRADE_INFO,WZROST SZYBKOŚCI ruchu w krzakach
TID_GEAR_STANDING_HEAL_UPGRADE_INFO,"PRZYWRACANIE PUNKTÓW ŻYCIA, gdy postać nie rusza się"
TID_GEAR_LOW_HEALTH_DAMAGE_UPGRADE_INFO,"Dodatkowe OBRAŻENIA, gdy punkty życia spadną poniżej poziomu 50%"
TID_GEAR_SLOW_RESISTANCE_UPGRADE_INFO,Skraca czas trwania efektów OGŁUSZENIA i zmniejsza skuteczność SPOWOLNIENIA
TID_GEAR_SHIELD_UPGRADE_INFO,Daje TARCZĘ zwiększającą PŻ
TID_GEAR_FOREST_SPEED_UPGRADE_TARGET,WZROST PRĘDKOŚCI
TID_GEAR_STANDING_HEAL_UPGRADE_TARGET,PRZYWRACANIE PUNKTÓW ŻYCIA
TID_GEAR_LOW_HEALTH_DAMAGE_UPGRADE_TARGET,DODATKOWE OBRAŻENIA
TID_GEAR_SLOW_RESISTANCE_UPGRADE_TARGET,ODPORNOŚĆ
TID_GEAR_SHIELD_UPGRADE_TARGET,PŻ TARCZY
TID_GEAR_UPGRADED,WYPOSAŻENIE ULEPSZONE!
TID_GEAR_TITLE,WYPOSAŻENIE
TID_GEAR_NAME_LEVEL_TITLE,<NAME> POZ. <NUM>
TID_GEAR_LEVEL_TITLE,POZ. <NUM>
TID_GEAR_NOT_ENOUGH_GEAR_SCRAP,Za mało złomu wyposażenia!
TID_GEAR_NOT_ENOUGH_GEAR_TOKENS,Za mało żetonów wyposażenia!
TID_GEAR_LOCKED,"Musisz ulepszyć Zadymiarza do poz. <NUM>, aby odblokować wyposażenie"
TID_GEAR_LOCKED_2,"Musisz ulepszyć Zadymiarza do poz. <NUM>, aby odblokować to wyposażenie"
TID_GEAR_UPGRADE_MAXED_OUT,To wyposażenie ma już MAKS. POZIOM!
TID_GEAR_VALUE_PERCENT,<NUM>%
TID_GEAR_UPGRADE_VALUE,<OLDNUM> <c00ff00>+<NUM></c>
TID_GEAR_UPGRADE_VALUE_PERCENT,<OLDNUM>% <c00ff00>+<NUM>%</c>
TID_GEAR_INFO,Wyposażenie: <cde9700><NAME></c>\n<DESC>
TID_ITEMS_TITLE,PRZEDMIOTY
TID_TEAMUP_YOUR_SETTINGS_TITLE,USTAWIENIA OSOBISTE
TID_TRUE_SILVER_BROCK_SKIN,PRAWDZIWY SREBRNY BROCK
TID_TRUE_GOLD_BROCK_SKIN,PRAWDZIWY ZŁOTY BROCK
TID_TRUE_SILVER_BROCK_SKIN_SHOP,PRAWDZIWY SREBRNY\nBROCK
TID_TRUE_GOLD_BROCK_SKIN_SHOP,PRAWDZIWY ZŁOTY\nBROCK
TID_TRUE_SILVER_POCO_SKIN,PRAWDZIWY SREBRNY POCO
TID_TRUE_GOLD_POCO_SKIN,PRAWDZIWY ZŁOTY POCO
TID_TRUE_SILVER_POCO_SKIN_SHOP,PRAWDZIWY SREBRNY\nPOCO
TID_TRUE_GOLD_POCO_SKIN_SHOP,PRAWDZIWY ZŁOTY\nPOCO
TID_TRUE_SILVER_MAX_SKIN,PRAWDZIWA SREBRNA MAKS
TID_TRUE_GOLD_MAX_SKIN,PRAWDZIWA ZŁOTA MAKS
TID_TRUE_SILVER_MAX_SKIN_SHOP,PRAWDZIWA SREBRNA\nMAKS
TID_TRUE_GOLD_MAX_SKIN_SHOP,PRAWDZIWA ZŁOTA\nMAKS
TID_TRUE_SILVER_PAM_SKIN,PRAWDZIWA SREBRNA PAM
TID_TRUE_GOLD_PAM_SKIN,PRAWDZIWA ZŁOTA PAM
TID_TRUE_SILVER_8-BIT_SKIN_SHOP,PRAWDZIWY SREBRNY\n8-BITOWIEC
TID_TRUE_GOLD_8-BIT_SKIN_SHOP,PRAWDZIWY ZŁOTY\n8-BITOWIEC
TID_TRUE_SILVER_8-BIT_SKIN,PRAWDZIWY SREBRNY 8-BITOWIEC
TID_TRUE_GOLD_8-BIT_SKIN,PRAWDZIWY ZŁOTY 8-BITOWIEC
TID_TRUE_SILVER_PAM_SKIN_SHOP,PRAWDZIWA SREBRNA\nPAM
TID_TRUE_GOLD_PAM_SKIN_SHOP,PRAWDZIWA ZŁOTA\nPAM
TID_GLADIATOR_COLETTE_SKIN,GLADIATORKA COLETTE
TID_GLADIATOR_COLETTE_SKIN_SHOP,GLADIATORKA\nCOLETTE
TID_V8-BIT_SKIN,V8-BITOWIEC
TID_V8-BIT_SKIN_SHOP,V8-BITOWIEC
TID_TEAM_LOOKING_2,Drużyna szuka graczy:
TID_TEAM_PLAYER_2,Szukanie drużyny:
TID_TEAM_INVITE_TEAM_UP,<NAME> chce do Ciebie dołączyć!
TID_TEAM_INVITE_API,Zaproszono Cię do meczu turniejowego!
TID_SHOWDOWN_63,Wyschnięta rzeka
TID_SHOWDOWN_66,Ruiny
TID_KNOCKOUT_13,Zemsta Luisa
TID_KNOCKOUT_15,Płonący feniks
TID_GEMGRAB_45,Przekłucie
TID_GEMGRAB_46,Źródło klejnotów
TID_BOUNTY_23,Strefa elektryczna
TID_BOUNTY_24,Moc sześcianu
TID_BRAWLBALL_45,Mocny chwyt
TID_BRAWLBALL_46,Kod binarny
TID_SIEGE_23,Robopierścień
TID_SIEGE_24,Bric-a-Brac
TID_HEIST_30,Ulica Pokątna
TID_HEIST_32,Wąwóz grzechotników
TID_HOTZONE_29,Noc w muzeum
TID_HOTZONE_31,Strefa zagrożenia
TID_CLUB_LEAGUE_TITLE,LIGA KLUBOWA
TID_CLUB_LEAGUE_HOMESCREEN_TITLE,LIGA KLUBOWA
TID_CLUB_LEAGUE_NAME,LIGA <LEAGUE>
TID_CLUB_LEAGUE_TAB_PROGRESS,POSTĘP
TID_CLUB_LEAGUE_TAB_REWARDS,NAGRODY
TID_CLUB_LEAGUE_BUTTON_TICKETS,Bilety:
TID_CLUB_LEAGUE_EVENT_DAY,DZIEŃ WYDARZENIA <NUM>/<MAX>
TID_CLUB_LEAGUES_BUTTON_EVENT_DAY,Dzień wydarzenia <DAY>
TID_CLUB_LEAGUES_BUTTON_DAY_NEW,NOWOŚĆ!
TID_CLUB_LEAGUES_BUTTON_NEXT_EVENTS,KOLEJNE WYDARZENIA
TID_CLUB_LEAGUES_BUTTON_RACE_COOLDOWN_DESC,Kolejny dzień za:
TID_CLUB_LEAGUES_BUTTON_SEASON_COOLDOWN_DESC,Kolejny sezon za:
TID_CLUB_LEAGUES_BUTTON_SEASON_RANK,Miejsce w rankingu sezonu: <RANK>
TID_CLUB_LEAGUES_BUTTON_SEASON_RANK_NOT_RANKED,Brak pozycji w sezonie
TID_CLUB_LEAGUES_BUTTON_JOIN_CLUB_DESC,"Dołącz do klubu, aby grać"
TID_CLUB_LEAGUES_BUTTON_REGISTRATION_CLOSED,Rejestracja zakończona
TID_CLUB_LEAGUE_EVENT_TIME_LEFT,Pozostało <TIME>
TID_CLUB_LEAGUE_EVENT_RACE_COOLDOWN_DESC,Kolejny dzień wydarzenia za:
TID_CLUB_LEAGUE_EVENT_RACE_COOLDOWN_TIME,<TIME>
TID_CLUB_LEAGUE_EVENT_SEASON_COOLDOWN_TIME,Sezon zaczyna się za: <TIME>
TID_CLUB_LEAGUE_EVENT_SEASON_COOLDOWN_TITLE,LIGA KLUBOWA
TID_CLUB_LEAGUE_EVENT_SEASON_NEXT_EVENTS,Następne wydarzenia sezonu:
TID_CLUB_LEAGUE_TICKETS_PER_PLAY,<NUM><cA4B7E0>/GRAJ</c>
TID_CLUB_LEAGUE_TROPHIES_MAX_PER_WIN,Maks./wygrana
TID_CLUB_LEAGUE_EVENT_TROPHY_WIN_DESC,Wygraj z drużyną klubową:
TID_CLUB_LEAGUE_TEAM_MEMBERS_NO_TEAM,Gracz nie należy do drużyny klubowej
TID_CLUB_LEAGUE_TEAM_MEMBERS_PARTIAL,<NUM>/<MAX> członków klubu w drużynie
TID_CLUB_LEAGUE_TEAM_MEMBERS_CLUB,W drużynie klubowej
TID_CLUB_LEAGUE_TEAM_MEMBERS_FULL,Pełna drużyna klubowa
TID_CLUB_LEAGUE_TROPHY_REWARD_PER_WIN,<NUM><cFFFFFF>/wygrana</c>
TID_CLUB_LEAGUE_WARNING_NOT_IN_LEAGUE,Klub nie jest w lidze
TID_CLUB_LEAGUE_WARNING_WAITING_LEAGUE,Oczekiwanie na rozpoczęcie ligi
TID_CLUB_LEAGUE_WARNING_NOT_ENOUGH_TICKETS,Za mało biletów
TID_CLUB_LEAGUE_WARNING_MORE_TICKETS_NEEDED,Potrzeba więcej biletów (<NUM>)
TID_CLUB_LEAGUE_WARNING_MORE_TICKETS_NEEDED_SINGLE,Potrzeba więcej biletów (<NUM>)
TID_BATTLE_END_CLUB_LEAGUE_TEAM_BONUS,BONUS DRUŻYNOWY
TID_EVENT_NAME_CLUB_LEAGUE_COMPETITIVE,MECZ MOCY
TID_EVENT_LOCATION_CLUB_LEAGUE_COMPETITIVE_DESC,Najlepszy z trzech
TID_CLUB_LEAGUE_BRONZE_I,BRĄZOWA I
TID_CLUB_LEAGUE_BRONZE_II,BRĄZOWA II
TID_CLUB_LEAGUE_BRONZE_III,BRĄZOWA III
TID_CLUB_LEAGUE_SILVER_I,SREBRNA I
TID_CLUB_LEAGUE_SILVER_II,SREBRNA II
TID_CLUB_LEAGUE_SILVER_III,SREBRNA III
TID_CLUB_LEAGUE_GOLD_I,ZŁOTA I
TID_CLUB_LEAGUE_GOLD_II,ZŁOTA II
TID_CLUB_LEAGUE_GOLD_III,ZŁOTA III
TID_CLUB_LEAGUE_DIAMOND_I,DIAMENTOWA I
TID_CLUB_LEAGUE_DIAMOND_II,DIAMENTOWA II
TID_CLUB_LEAGUE_DIAMOND_III,DIAMENTOWA III
TID_CLUB_LEAGUE_MYTHIC_I,MITYCZNA I
TID_CLUB_LEAGUE_MYTHIC_II,MITYCZNA II
TID_CLUB_LEAGUE_MYTHIC_III,MITYCZNA III
TID_CLUB_LEAGUE_LEGENDARY_I,LEGENDARNA I
TID_CLUB_LEAGUE_LEGENDARY_II,LEGENDARNA II
TID_CLUB_LEAGUE_LEGENDARY_III,LEGENDARNA III
TID_CLUB_LEAGUE_MASTERS,MISTRZOWIE
TID_CLUB_LEAGUE_TIER_1,I
TID_CLUB_LEAGUE_TIER_2,II
TID_CLUB_LEAGUE_TIER_3,III
TID_CLUB_LEAGUE_SEASON_PROGRESS,POSTĘPY W SEZONIE
TID_CLUB_LEAGUE_SEASON_ENDS_IN,Koniec za:
TID_CLUB_LEAGUE_WAITING_FINAL_RESULTS,Oczekiwanie na końcowe wyniki
TID_CLUB_LEAGUE_WAITING_FINAL_SEASON_RESULTS,Oczekiwanie na wyniki sezonu
TID_CLUB_LEAGUE_WAITING_FINAL_SEASON_RESULTS_DESC,"Wyniki sezonu są przetwarzane. Wróć później, by poznać wyniki końcowe!"
TID_CLUB_LEAGUE_RESULTS_TITLE,Wyniki:
TID_CLUB_LEAGUE_SEASON_OVER,SEZON DOBIEGŁ KOŃCA!
TID_CLUB_LEAGUE_SEASON_OVER_2,SEZON DOBIEGŁ KOŃCA
TID_CLUB_LEAGUE_MAX_TROPHIES_AVAILABLE,Maks. liczba dostępnych pucharów
TID_CLUB_LEAGUE_SEASON_PROGRESS_TITLE,POSTĘPY W SEZONIE
TID_CLUB_LEAGUE_SEASON_RESULTS_TITLE,WYNIKI SEZONU
TID_CLUB_LEAGUE_ITEM_PROMOTING,AWANSOWANIE
TID_CLUB_LEAGUE_ITEM_PROMOTING_MULTIPLE,AWANSOWANIE X <NUM>
TID_CLUB_LEAGUE_ITEM_DEMOTING,DEGRADACJA
TID_CLUB_LEAGUE_ITEM_DEMOTING_MULTIPLE,DEGRADACJA X <NUM>
TID_CLUB_LEAGUE_COLUMN_CLUB_NAME,NAZWA KLUBU
TID_CLUB_LEAGUE_COLUMN_DAILY_RANKS,CODZIENNE RANKINGI
TID_CLUB_LEAGUE_COLUMN_TOTAL_POINTS,ŁĄCZNA LICZBA PUNKTÓW
TID_CLUB_LEAGUE_COLUMN_MAX_REWARD,MAKS. NAGRODA
TID_CLUB_LEAGUE_SHOP_DESC,Przyspiesz postępy i kup wyjątkowe przebrania!
TID_CLUB_LEAGUE_SHOP_BUTTON_DESC,Przyspiesz postępy i kup wyjątkowe przebrania!
TID_CLUB_LEAGUE_BUTTON_VISIT_CLUB_SHOP,ODWIEDŹ SKLEP KLUBU
TID_CLUB_LEAGUE_SEASON_END_REWARD_DESC,TWOJA NAGRODA NA KONIEC SEZONU
TID_CLUB_LEAGUE_SEASON_END_REWARD_CLAIMED,ODEBRANO
TID_CLUB_LEAGUE_NOT_YET_RANKED,BRAK POZYCJI W RANKINGU
TID_CLUB_LEAGUE_SEASON_REGISTRATION_CLOSED,REJESTRACJA DO SEZONU DOBIEGŁA KOŃCA
TID_CLUB_LEAGUE_SPECTATE_THIS_SEASON,OGLĄDAJ TEN SEZON
TID_CLUB_LEAGUE_WAIT_NEXT_SEASON,"Poczekaj na następny sezon, aby grać!"
TID_CLUB_LEAGUE_NEXT_SEASONS_EVENTS,Wydarzenia następnego sezonu:
TID_CLUB_LEAGUE_NEXT_SEASON_STARTS_TIME,Następny sezon zaczyna się za <TIME>
TID_CLUB_LEAGUE_SEASON_TICKETS_REWARD_DESC,"Rozegraj wszystkie bilety w sezonie, aby otrzymać maksymalną nagrodę indywidualną!"
TID_CLUB_LEAGUE_SEASON_TICKETS_PLAYED_TITLE,ROZEGRANE BILETY:
TID_CLUB_LEAGUE_SEASON_TICKETS_PLAYED,<NUM>/<MAX>
TID_CLUB_LEAGUE_SEASON_CLUB_COIN_REWARD,<NUM>/<MAX>
TID_CLUB_LEAGUE_BUY,KUP
TID_CLUB_LEAGUE_BUY_OR,lub
TID_CLUB_LEAGUE_NOT_ENOUGH_TICKETS,ZA MAŁO BILETÓW
TID_CLUB_LEAGUE_NEED_MORE_GOLDEN_TICKETS,"Potrzebujesz więcej złotych biletów (<NUM>), aby grać!"
TID_CLUB_LEAGUE_NOT_ENOUGH_GOLDEN_TICKETS_AVAILABLE_TO_PURCHASE,Za mało złotych biletów dostępnych do zakupu
TID_CLUB_LEAGUE_FEATURE_UNAVAILABLE,Ta funkcja jest obecnie niedostępna
TID_CLUB_LEAGUE_NOT_IN_LEAGUE,Klub nie znajduje się obecnie w lidze
TID_CLUB_LEAGUE_NO_CURRENT_LEAGUE_SEASON,Klub nie znajduje się w sezonie bieżącej ligi!
TID_DUPLICATOR,LOLA
TID_DUPLICATOR_SHORT_DESC,MASZYNA ZNISZCZENIA
TID_DUPLICATOR_DESC,"Lola - po części przewodniczka, po części aktorka - to prawdziwa diva i gwiazda Brawlywoodu. Atakuje szalem i ma superatak będący skoncentrowaną emanacją jej ego."
TID_DUPLICATOR_WEAPON,DIAMENTOWE OCZY
TID_DUPLICATOR_WEAPON_DESC,"Ulubione akcesorium Loli, a zarazem jej ulubiona broń! Strzela z oczu krótkimi i rzecz jasna stylowymi seriami."
TID_DUPLICATOR_ULTI,MEGALOMANIACZKA
TID_DUPLICATOR_ULTI_DESC,"Lola uwalnia swoje ego, które naśladuje każdy jej ruch. Jeśli jednak znajduje się zbyt blisko Loli, zadaje mniej obrażeń."
TID_SPEC_ABI_DUPLICATOR_1,IMPROWIZACJA
TID_SPEC_ABI_DUPLICATOR_1_DESC,"Ostatni pocisk, jaki został Loli, zadaje <c00cc00><VALUE2>%</c> więcej obrażeń."
TID_SPEC_ABI_DUPLICATOR_2,GOJĄCY POCAŁUNEK
TID_SPEC_ABI_DUPLICATOR_2_DESC,Pociski wystrzeliwane przez ego Loli przywracają stojącym na ich drodze sojusznikom <c00cc00><VALUE1></c> pkt życia.
TID_ACCESSORY_DUPLICATOR_GADGET,STOP-KLATKA
TID_ACCESSORY_DUPLICATOR_GADGET_DESC,"Ego Loli zatrzymuje się, aby zapozować! Pozwala to zyskać <c00cc00><VALUE1>%</c> tarczy na <c00cc00><VALUE2></c> s."
TID_CLUB_UNLOCK_TITLE_CLUBS,KLUBY
TID_CLUB_UNLOCK_TITLE_UNLOCKED,Odblokowano!
TID_CLUB_UNLOCK_SEARCHING_FOR_CLUB,Szukanie najlepszego klubu dla Ciebie...
TID_CLUB_UNLOCK_CLUB_LEAGUE_TITLE,LIGA KLUBOWA
TID_CLUB_UNLOCK_JOIN_NEXT_SEASON,"Dołącz do następnego sezonu, aby wygrać wyjątkowe nagrody!"
TID_CLUB_UNLOCK_CLUB_FOUND,ZNALEZIONO KLUB!
TID_CLUB_UNLOCK_WELCOME_TO_CLUB,WITAJ W KLUBIE!
TID_CLUB_UNLOCK_LETS_GO,DO DZIEŁA
TID_CLUB_UNLOCK_REQUIRED_TROPHIES,WYMAGANE PUCHARY
TID_CLUB_UNLOCK_INFO_TITLE,Jesteś teraz członkiem klubu:
TID_CLUB_UNLOCK_FOUND_DESC,"Uważamy, że ten klub jest stworzony dla Ciebie! Możesz w każdej chwili odejść i poszukać innego klubu lub założyć własny!"
TID_CLUB_UNLOCK_FOUND_CLUB_DESC,Witaj w nowym klubie! Walcz razem z innymi członkami klubu i dotrzyjcie na sam szczyt lig!
TID_CLUB_UNLOCK_STAT_TAG,Znacznik klubu
TID_CLUB_UNLOCK_STAT_TYPE,Typ
TID_SHOP_BRAWLOWEEN_TITLE,BRAWL-O-WEEN
TID_SHOP_BRAWLOWEEN_INFO,Zestaw przebrań
TID_SKIN_INFO_BRAWLOWEEN,Przebranie na Brawl-o-ween
TID_CLUB_LEAGUE_FLOW_NEW_SEASON,Nowy sezon!
TID_CLUB_LEAGUE_FLOW_SEASON_ENDED,Koniec sezonu
TID_CLUB_LEAGUE_FLOW_CLUB_LEAGUE,LIGA KLUBOWA
TID_CLUB_LEAGUE_FLOW_DAY_NEW,NOWOŚĆ!
TID_CLUB_LEAGUE_FLOW_EVENT_DAY_STARTED,<NUM>. DZIEŃ WYDARZENIA ROZPOCZĄŁ SIĘ!
TID_CLUB_LEAGUE_FLOW_EVENT_DAY_ENDED,<NUM>. DZIEŃ WYDARZENIA DOBIEGŁ KOŃCA!
TID_CLUB_LEAGUE_FLOW_BUTTON_GO,ZAAKCEPTUJ
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_SEASON_START,DO DZIEŁA
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_SEASON_END,ZAAKCEPTUJ
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_DAY_START,DO DZIEŁA
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_DAY_END,ZAAKCEPTUJ
TID_CLUB_LEAGUE_FLOW_BUTTON_GO_LEAGUE_PROMOTION,ZAAKCEPTUJ
TID_CLUB_LEAGUE_FLOW_SEASON_RANK,Ranking sezonu
TID_CLUB_LEAGUE_FLOW_END_OF_SEASON_REWARD,TWOJA NAGRODA NA KONEIC SEZONU
TID_CLUB_LEAGUE_FLOW_TICKETS_PLAYED_TITLE,Rozegrane bilety
TID_CLUB_LEAGUE_FLOW_TICKETS_PLAYED,<NUM><cA4B7E0>/<MAX></c>
TID_CLUB_LEAGUE_FLOW_CLUB_COIN_REWARD,<NUM>/<MAX>
TID_CLUB_LEAGUE_FLOW_PROMOTED,AWANSOWANO
TID_CLUB_LEAGUE_FLOW_TICKET_REFILL,Uzupełnione!
TID_CLUB_LEAGUE_TICKET_REFILL_BUBBLE,Uzupełniane następnego dnia
TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_1,Zakup nie powiódł się
TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_NOT_ENOUGH_COINS,Masz za mało monet!
TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_NOT_ENOUGH_GEMS,Masz za mało klejnotów!
TID_CLUB_LEAGUE_BUY_GOLD_TICKETS_ERROR_3,Brak biletów dostępnych do zakupu!
TID_CLUB_LEAGUE_SEASON_ENDS_IN_TIME,Koniec sezonu za: <TIME>
