"TID","DE"
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_15MIN_WARNING","Da du deinen bürgerlichen Namen noch nicht nachgewiesen hast, ist dieses Spielkonto vom Suchtbekämpfungssystem eingeschränkt. Du kannst heute noch <MINS> Minuten spielen."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_1","Da du minderjährig bist, ist dein Spielkonto vom Suchtbekämpfungssystem eingeschränkt. Du wirst dich von 22:00 Uhr bis 08:00 Uhr am folgenden Tag nicht einloggen können."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_2","Da du minderjährig bist, ist dein Spielkonto vom Suchtbekämpfungssystem eingeschränkt. Du hast das tägliche dreistündige Maximum für das Spielen von Videospielen an gesetzlichen Feiertagen erreicht."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_3","Da du minderjährig bist, ist dein Spielkonto vom Suchtbekämpfungssystem eingeschränkt. Du hast das tägliche eineinhalbstündige Maximum für das Spielen von Videospielen erreicht."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_15MIN_WARNING","Da du minderjährig bist, ist dein Spielkonto vom Suchtbekämpfungssystem eingeschränkt. Du kannst heute noch <MINS> Minuten spielen."
"TID_ANTIADDICTION_WARNING_TITLE","Warnung"
"TID_SETTINGS_SOCIAL_TITLE_YOOZOO","YOZOO"
"TID_SETTINGS_SOCIAL_TITLE_TENCENT","COMMUNITY"
"TID_SETTINGS_BUTTON_YOOZOO_LOGOUT","Ausloggen"
"TID_SETTINGS_BUTTON_QQ_LOGIN","QQ-Login"
"TID_SETTINGS_BUTTON_WECHAT_LOGIN","WeChat-Login"
"TID_SETTINGS_WECHAT_LOGGED_IN","Bei WeChat eingeloggt"
"TID_SETTINGS_QQ_LOGGED_IN","Bei QQ eingeloggt"
"TID_SETTINGS_BUTTON_WECHAT_LOGOUT","Ausloggen"
"TID_SETTINGS_BUTTON_QQ_LOGOUT","Ausloggen"
"TID_SETTINGS_WECHAT_NOT_INSTALLED","Du hast WeChat noch nicht installiert."
"TID_BRAWL_PASS_BUTTON","BRAWLPASS"
"TID_ACCESSORY_BLOCKED_INVALID_SPAWN_POSITION","Gadget kann hier nicht platziert werden!"
"TID_TENCENT_MULTIPLE_LOGINS","Du kannst dich nur bei einem Konto gleichzeitig anmelden. Bitte log dich zunächst aus."
"TID_TENCENT_CONFIRM_LOG_OUT_TITLE","Ausloggen"
"TID_TENCENT_CONFIRM_LOG_OUT","Möchtest du dich aus dem aktuellen Konto ausloggen?"
"TID_API_TOKEN_COPIED","API-TOKEN IN ZWISCHENABLAGE KOPIERT"
"TID_API_TOKEN_COPY","API TOKEN:\n<TOKEN>"
"TID_API_TOKEN_SHOW","API-Token"
"TID_BOXES_EXTRA_INFO","Tägliche Boxkäufe: <AMOUNT>. Begrenzt auf <MAX>."
"TID_BRAWL_BOX_INFO_LIMIT","\n\nGetätigte tägliche Boxkäufe: <AMOUNT>. Begrenzt auf <MAX>."
"TID_YOOZOO_ORDER_DELIVERY_FAILED","Wenn der Kauf des Produkts fehlschlägt, nutze bitte den Bereich \qHilfe und Support\q, um das Problem zu lösen."
"TID_CHINESE_APP_STORE_CONFLICT_MESSAGE","此微信/QQ账号已经关联了从其他安卓应用商店下载的相同游戏，不能再次关联。如果您希望使用该微信/QQ账号重新开始游戏，请从游戏内联系Supercell玩家支持团队。"
"TID_IAP_SC10_1","JUBILÄUMSANGEBOT"
"TID_IAP_SC10_2","JUBILÄUMSANGEBOT"
"TID_IAP_0620","WILLKOMMEN IM JUNI!"
"TID_IAP_0720","WILLKOMMEN IM JULI!"
"TID_IAP_0520C","TOPANGEBOT"
"TID_IAP_0620C","CHINA-LAUNCH-FEIER"
"TID_IAP_0620D","CHINA-LAUNCH-FEIER"
"TID_IAP_MS20_1","FROHE SOMMERWENDE!"
"TID_IAP_MS20_2","FROHE SOMMERWENDE!"
"TID_IAP_MS20_3","FROHE SOMMERWENDE!"
"TID_IAP_COINS_0620","MEGA-MÜNZENPAKET"
"TID_HOMEPAGE_GUIDE_START_BATTLE_1","Tippe hier, um ein Match zu starten!"
"TID_HOMEPAGE_GUIDE_COLLECT_TR_1","Du hast eine Trophäenpfad-Belohnung verdient!\nTippe hier, um sie dir zu holen."
"TID_HOMEPAGE_GUIDE_UPGRADE_SHELLY_1","Lass uns lernen, wie man Brawler upgradet. Tippe hier, um zu beginnen!"
"TID_HOMEPAGE_GUIDE_COLLECT_TR_2","Du hast einen neuen Brawler freigeschaltet!\nTippe hier, um ihn dir zu holen."
"TID_HOMEPAGE_GUIDE_START_SELECT_NITA","Wähle deinen neuen Brawler nun aus, indem du hier tippst!"
"TID_HOMEPAGE_GUIDE_START_BRAWL_PASS","Eine Brawlpass-Stufe wurde freigeschaltet. Tippe hier, um die Belohnungen einzusammeln!"
"TID_HOMEPAGE_GUIDE_START_BATTLE_2","Testen wir das Upgrade nun im nächsten Match!"
"TID_HOMEPAGE_GUIDE_SHOP_FREE","Im Shop wartet eine GRATISBELOHNUNG auf dich. Tippe hier!"
"TID_SKIN_INFO_CAMPAIGN_8_NOT_AVAILABLE","Dieser Skin wird bald ins Archiv verschoben!"
"TID_SKIN_INFO_CAMPAIGN_9_NOT_AVAILABLE","Archivskin - nicht Teil der regulären Skinrotation!"
"TID_SKIN_INFO_CAMPAIGN_10_NOT_AVAILABLE","10 Jahre Supercell"
"TID_SKIN_INFO_CAMPAIGN_11_NOT_AVAILABLE","Brawlpass"
"TID_SKIN_INFO_CAMPAIGN_12_NOT_AVAILABLE","Willkommen, China!"
"TID_HOMEPAGE_GUIDE_NEW_EVENT","Neues Ereignis freigeschaltet!"
"TID_HOMEPAGE_GUIDE_NEW_BRAWLER","Neuer Brawler freigeschaltet!"
"TID_HOMEPAGE_GUIDE_QUESTS_UNLOCKED","Quests freigeschaltet!"
"TID_BRAWL_PASS_SEASON_0","TARAS BASAR"
"TID_BRAWL_PASS_TAB_REWARDS","BELOHNUNGEN"
"TID_BRAWL_PASS_TAB_QUESTS","QUESTS"
"TID_BRAWL_PASS_TAB_PAST_REWARDS","VORHERIGE SAISON"
"TID_BRAWL_PASS_PREMIUM","BRAWLPASS"
"TID_BRAWL_PASS_FREE","GRATIS"
"TID_BRAWL_PASS_BUY","AKTIVIEREN"
"TID_BRAWL_PASS_SEASON_HEADER","BRAWLPASS-SAISON"
"TID_QUEST_NEW_BATCH_IN","Neue Quests in:"
"TID_QUEST_NEW_DAILY_IN","Tägliche Quests werden aktualisiert in:"
"TID_BRAWL_PASS_OLD_BOXES_BUTTON","ALTE BOXEN ÖFFNEN"
"TID_BRAWL_PASS_TIER_INFO","Verdiene Marken, um diese Stufe freizuschalten. Du kannst Marken in Matches und durch das Abschließen von Quests verdienen."
"TID_BRAWL_PASS_TIER_SHORTCUT","STUFE <NUM>: <REWARD>"
"TID_BRAWL_PASS_TAIL_TITLE","Große-Box-Bonus!"
"TID_BRAWL_PASS_TAIL_INFO","Wenn du den Brawlpass abgeschlossen hast, erhältst du für alle <NUM> Marken eine Große Box als Belohnung!"
"TID_BRAWL_PASS_PURCHASE_OR","ODER"
"TID_EMOTES_POPUP_TITLE","KAMPFPINS"
"TID_EMOTES_POPUP_TEXT","Wähle Pins aus, die du im Kampf verwenden möchtest."
"TID_BRAWL_PASS_INFO_TITLE_0","BRAWLPASS-INHALTE"
"TID_BRAWL_PASS_INFO_TEXT_0","Hol dir tonnenweise Extrabelohnungen, wie:\n\nGALE, den neuen Brawler mit dem Seltenheitsgrad \qchromatisch\q!\n\nExklusiver Skin: HÄNDLER GALE!\n\nExklusive Pins und andere coole Pins für GALE!\n\n<NUM> Megaboxen!\n\nMünzen und Powerpunkte!\n\n\nBeschleunige deinen Brawlpass-Fortschritt mit Extraquests!"
"TID_EVIL_GENE_SKIN","BÖSER GENE"
"TID_EVIL_GENE_SKIN_SHOP","BÖSER\nGENE"
"TID_ROGUE_MORTIS_SKIN","SCHURKE MORTIS"
"TID_ROGUE_MORTIS_SKIN_SHOP","SCHURKE\nMORTIS"
"TID_GUARD_RICO_SKIN","WÄCHTER RICO"
"TID_GUARD_RICO_SKIN_SHOP","WÄCHTER\nRICO"
"TID_MERCHANT_GALE_SKIN","HÄNDLER GALE"
"TID_MERCHANT_GALE_SKIN_SHOP","HÄNDLER\nGALE"
"TID_RED_DRAGON_JESSIE_SKIN","ROTER DRACHE JESSIE"
"TID_RED_DRAGON_JESSIE_SKIN_SHOP","ROTER DRACHE\nJESSIE"
"TID_BARBARIAN_KING_BULL_SKIN","BARBARENKÖNIG BULL"
"TID_BARBARIAN_KING_BULL_SKIN_SHOP","BARBARENKÖNIG\nBULL"
"TID_HOLIDAY_PAM_SKIN","POOLPRINZESSIN PAM"
"TID_HOLIDAY_PAM_SKIN_SHOP","POOLPRINZESSIN\nPAM"
"TID_TROPICAL_SPROUT_SKIN","TROPISCHER SPROUT"
"TID_TROPICAL_SPROUT_SKIN_SHOP","TROPISCHER\nSPROUT"
"TID_CONSTRUCTOR_JACKY_SKIN","KONSTRUKTEURIN JACKY"
"TID_CONSTRUCTOR_JACKY_SKIN_SHOP","KONSTRUKTEURIN\nJACKY"
"TID_NOTIFICATION_BP_SEASON_STARTED","Eine neue BRAWLPASS-SAISON hat begonnen!"
"TID_NOTIFICATION_BP_SEASON_ENDING","Die BRAWLPASS-SAISON endet bald. Du hast noch Zeit, dir mehr Belohnungen zu sichern!"
"TID_NOTIFICATION_QUEST_REFRESH","Es sind neue Quests für dich verfügbar!"
"TID_EMOTE_DROP_CHANCE_INFO","Dieses Pinpaket enthält <NUM> gewöhnliche Pins und einen Spezialpin. Dieser Spezialpin kann entweder den Seltenheitsgrad \qSelten\q oder \qEpisch\q haben. Die Chancen auf diese Seltenheitsgrade lauten wie folgt:\n\nSeltener Pin: <Rare> %\nEpischer Pin: <Epic> %"
"TID_EMOTE_DROP_CHANCE_INFO_2","Dieses Pinpaket enthält <NUM> gewöhnliche Pins und einen Spezialpin. Dieser Spezialpin kann entweder den Seltenheitsgrad \qSelten\q, \qEpisch\q oder \qLegendär\q haben. Die Chancen auf diese Seltenheitsgrade lauten wie folgt:\n\nSeltener Pin: <Rare> %\nEpischer Pin: <Epic> %\nLegendärer Pin: <LEGENDARY> %"
"TID_ROBO_WARS_15","Kistenfabrik"
"TID_ROBO_WARS_16","Eingezäunt"
"TID_ROBO_WARS_17","Olivenzweig"
"TID_WANTED_27","Hitzewelle"
"TID_WANTED_28","Spinnennetz"
"TID_BANKHEIST_27","Stau"
"TID_BANKHEIST_28","Wegekreuz"
"TID_EMOTE_RARITY_NAME_0","Gewöhnlich"
"TID_EMOTE_RARITY_NAME_1","Selten"
"TID_EMOTE_RARITY_NAME_2","Episch"
"TID_EMOTE_RARITY_NAME_3","Legendär"
"TID_EMOTE_RARITY_NAME_4","Sammlerstück"
"TID_ZONE_CAPTURED_OPPONENT","Gegner hat eine Zone eingenommen!"
"TID_ZONE_CAPTURED_OPPONENT_GAME_OVER","Gegner hat eine Hotzone eingenommen!\nMatch vorbei!"
"TID_ZONE_CAPTURED","Dein Team hat eine Zone eingenommen!"
"TID_ZONE_CAPTURED_GAME_OVER","Dein Team hat eine Hotzone eingenommen!\nMatch vorbei!"
"TID_BRAWL_PASS_NEW_SEASON","NEUE SAISON!"
"TID_BRAWL_PASS_UNLOCK_PASS","Schalte mit dem BRAWLPASS Prämiumbelohnungen frei!"
"TID_BRAWL_PASS_GET_MORE_POINTS","Hol dir mehr Marken, um diese Stufe freizuschalten!"
"TID_RANK_GET_MORE_TROPHIES","Hol dir mehr Trophäen, um diese Belohnung freizuschalten!"
"TID_RANK_COLLECT_PREVIOUS_REWARD","Sammle zuerst die vorherigen Belohnungen ein!"
"TID_BRAWL_PASS_GET_MORE_POINTS_TAIL","Hol dir mehr Marken, um dir BONUSBELOHNUNGEN zu sichern!"
"TID_BRAWL_PASS_SEASON","BRAWLPASS-SAISON:"
"TID_IAP_0520G","MEHR JUWELEN, BITTE!"
"TID_EMOTE_BUNDLE_1","PINSET: HÄNDLER GALE"
"TID_GOLDRUSH_47","Mysteriöse Juwelen"
"TID_GOLDRUSH_48","Orientsornamente"
"TID_GOLDRUSH_49","Rohdiamanten"
"TID_GOLDRUSH_50","Diebesparadies"
"TID_GOLDRUSH_51","Emeraldeskapaden"
"TID_GOLDRUSH_52","Rubinrauferei"
"TID_GOLDRUSH_53","Bizarrer Basar"
"TID_QUESTS_NEXT_BATCH_IN","Neue Quests in: <time>"
"TID_QUESTS_THIS_BATCH_IN","Beginnt in: <time>"
"TID_QUESTS_BATCH_EXPIRES_IN","ENDET IN: <time>"
"TID_QUESTS_DAILY_REFRESH_IN","AKTUALIS. IN: <time>"
"TID_BRAWL_PASS_SEASON_END_TITLE","SAISON ENDET IN:"
"TID_QUESTS_DAILY","TÄGLICHE QUESTS"
"TID_QUESTS_SEASON","SAISONQUESTS"
"TID_QUESTS_SPECIAL","SPEZIALQUESTS"
"TID_QUESTS_LVL","LVL: <NUM>"
"TID_CONTEXT_MENU_INVITE_ONLINE","ONLINE-EINLADUNG"
"TID_CONTEXT_MENU_INVITE_TO_TEAM","INS TEAM EINLADEN"
"TID_TENCENT_INVITE_TO_TEAM_TITLE","INS TEAM EINLADEN"
"TID_TENCENT_INVITE_TO_TEAM","Möchtest du <c<COLOR>><NAME></c> in dein Team einladen?"
"TID_TENCENT_INVITE_FRIENDS","FREUNDE EINLADEN"
"TID_TENCENT_INVITE_WECHAT_FRIENDS","WECHAT-FREUNDE EINLADEN"
"TID_TENCENT_INVITE_QQ_FRIENDS","QQ-FREUNDE EINLADEN"
"TID_REGION_CHINA","China"
"TID_QUALIFIED_TITLE_CHINA","线上资格赛已解锁！"
"TID_QUALIFIED_INFO_CHINA","您已成功完成全球锦标赛挑战，真棒！\n您可以前往<cFFE400><URL></c>，通过引导完成赛事报名，继续荒野乱斗全球锦标赛之旅！"
"TID_CHINA_REAL_NAME_REGULATION","Mit bürgerlichem Namen registriert"
"TID_CHINA_LOGIN_DESC","本网络游戏适合年满13周岁以上的用户使用；为了你的健康，请合理控制游戏时间。沪网文【2018】8544-517号 新出网证（沪）字33号 著作权人：超级细胞有限公司（SUPERCELL OY）出版单位：上海游族信息技术有限公司 国新出审【2020】552号 出版物号：ISBN 978-7-498-07472-0 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。"
"TID_POWER_LEVELER","SURGE"
"TID_POWER_LEVELER_SHORT_DESC","KÄMPFER"
"TID_POWER_LEVELER_DESC","Surge ist ein Beschützer und Partyprofi. Er beschießt seine Gegner mit Energiedrink-Projektilen, die sich beim Aufprall in zwei Geschosse aufteilen. Sein Superskill verbessert seine Werte auf drei Stufen und transformiert dabei Surges Robokörper!"
"TID_POWER_LEVELER_WEAPON","LECKERE GERECHTIGKEIT"
"TID_POWER_LEVELER_WEAPON_DESC","Verschießt ein Erfrischungsgetränk-Projektil, das sich bei Kontakt mit Gegnern in zwei Geschosse aufteilt."
"TID_POWER_LEVELER_ULTI","PARTYTRICKS"
"TID_POWER_LEVELER_ULTI_DESC","Mit jedem Einsatz seines Superskills erhält Surge eine Werteverbesserung (max. 3). Diese Verbesserungen gehen verloren, wenn er besiegt wird.\n\nSTUFE 1: Erhöhtes Bewegungstempo\nSTUFE 2: Erhöhte Angriffsreichweite\nSTUFE 3: Hauptangriff teilt sich in 6 (anstatt 2) Geschosse auf"
"TID_SPEC_ABI_POWER_LEVELER_1","MAXIMALPOTENZIAL"
"TID_SPEC_ABI_POWER_LEVELER_1_DESC","Surges Hauptattacke teilt sich nun auf, wenn sie Wände trifft."
"TID_SPEC_ABI_POWER_LEVELER_2","EISCONTAINER"
"TID_SPEC_ABI_POWER_LEVELER_2_DESC","Surge behält STUFE 1 seiner Superverbesserung nun das ganze Match lang."
"TID_ACCESSORY_POWER_LEVELER_BLINK","STROMSPRUNG"
"TID_ACCESSORY_POWER_LEVELER_BLINK_DESC","Surge überlädt seinen Stromkreislauf und teleportiert sich ein kleines Stück vorwärts."
"TID_FRIEND_INVITE_POST_SHARE_TITLE","Lass uns zusammen spielen!"
"TID_YOOZOO_TERMS_CHECK_REQUIRED","Bitte lies dir zum Schutz deiner Privatsphäre und Sicherheit\nunsere Nutzungsbedingungen und Datenschutzrichtlinien durch und akzeptiere sie anschließend."
"TID_POPUP_BRAWLTV_TEXT_CN","Sieh dir an, wie Topspieler Brawl Stars spielen!"
"TID_PRO_LEAGUE_INFO_POPUP_RANK_INFO_CN","跻身排行榜前列\n可获得的额外奖励"
"TID_PRO_LEAGUE_POPUP_INFO_CN","在星徽竞技场中证明自己的实力！每天可参加3场星徽竞技场对战，在赛季排行榜上冲击更高排名。赛季结束后，您将根据自己的积分和在排行榜上的排名获得星光点数奖励。"
"TID_QUALIFIED_INFO_CN","您已成功完成全球锦标赛挑战，真棒！\n您可以前往<cFFE400><URL></c>，通过引导完成赛事报名，继续荒野乱斗全球锦标赛之旅！"
"TID_GAME_MODE_18","SUPER-CITY-CHAOS"
"TID_GAME_MODE_18_DESC","Kannst du das Megamonster besiegen und Super City retten? Tu dich mit zwei Mitspielern zusammen, um es mit dem Megamonster aufzunehmen. Solange einer deiner Teamkameraden am Leben ist, kannst du in den Kampf zurückkehren, nachdem du besiegt wurdest. Sind alle in deinem Team gleichzeitig besiegt, oder wurden alle Gebäude zerstört, ist das Spiel vorbei!\n\nDer Schwierigkeitsgrad erhöht sich jedes Mal, wenn du das Megamonster besiegst, und reicht von Normal bis hin zu Ultraschwierig."
"TID_TENCENT_TEAM_INVITED_FAILED_901203","Einladung fehlgeschlagen: Einladungslimit erreicht!"
"TID_TENCENT_TEAM_INVITED_FAILED_901204","Einladung fehlgeschlagen: Einladungslimit des Empfängers erreicht!"
"TID_TENCENT_TEAM_INVITED_FAILED_901205","Einladung fehlgeschlagen: Du kannst jedem deiner Freunde täglich nur eine Nachricht schicken!"
"TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS_TOWN_CRUSHER","Drei Spieler gegen das MEGAMONSTER"
"TID_BUILDINGS_LEFT","Übrige Gebäude: <num>"
"TID_ONLINE_FRIENDS_POPUP_CODE_TITLE","SPIELE IM TEAM!"
"TID_TEAM_INVITE_BUTTON_LABEL_SHORT","TEAMEINLADUNG"
"TID_CLAN_INTRO_INVITE_SHORT","EINLADEN"
"TID_ALLIANCE_INVITE_TITLE","TRITT MEINEM CLUB BEI"
"TID_RAID_TOWN_CRUSH_1","SUPER CITY"
"TID_GUEST_LOGIN_IAP_BLOCKED_TITLE","WARNUNG"
"TID_GUEST_LOGIN_IAP_BLOCKED","Die geltenden Bestimmungen zur Suchtbekämpfung verbieten jegliche Käufe im Spiel mit einem Gastkonto. Für höchsten Spielgenuss raten wir daher dringend zu einer Anmeldung via QQ oder WeChat und zur Verifizierung deines bürgerlichen Namens. Hast du dich bereits mit einem Gastkonto eingeloggt, kannst du dein Konto über die Spieleinstellungen mit QQ oder WE Chat verbinden."
"TID_TENCENT_GUEST_LOGIN_WARNING_TITLE","Als Gast einloggen?"
"TID_TENCENT_GUEST_LOGIN_WARNING","Die geltenden Bestimmungen zur Suchtbekämpfung verbieten eine Namensverifizierung mittels Gastkonto und beschränken die Spielzeit auf eine Stunde alle 15 Tage. Für höchsten Spielgenuss raten wir daher dringend zu einer Anmeldung via QQ oder WeChat zur Verifizierung deines bürgerlichen Namens."
"TID_ACCESSORY_CROW_POISON_TRIGGER","VERLANGSAMUNGSGIFT"
"TID_ACCESSORY_CROW_POISON_TRIGGER_DESC","Alle derzeit vergifteten Gegner werden <c00cc00><VALUE1></c> Sekunden lang verlangsamt."
"TID_ACCESSORY_ARTILLERY_BARRAGE","KAPITÄNSKOMPASS"
"TID_ACCESSORY_ARTILLERY_BARRAGE_DESC","Penny fordert einen Artillerieangriff ihrer Kanone auf ihren aktuellen Standort an."
"TID_ACCESSORY_SHELLY_FOCUS","TONTAUBEN"
"TID_ACCESSORY_SHELLY_FOCUS_DESC","Bei Aktivierung konzentriert Shellys nächster Hauptangriff das Feuer auf ein kleineres Gebiet und erhöht die Reichweite."
"TID_ACCESSORY_BO_MINE_TRIGGER","STOLPERDRAHT"
"TID_ACCESSORY_BO_MINE_TRIGGER_DESC","Bo zündet nach <c00cc00><VALUE1></c> Sekunden alle seine Minen. Während dieser Zeit sind die Minen für Gegner komplett unsichtbar."
"TID_ACCESSORY_UNDERTAKER_RELOAD","ÜBERLEBENSSCHAUFEL"
"TID_ACCESSORY_UNDERTAKER_RELOAD_DESC","Mortis lädt <c00cc00><VALUE1></c> Sekunden lang schneller nach."
"TID_ACCESSORY_SNIPER_SEEKER","GEHEIMREZEPT"
"TID_ACCESSORY_SNIPER_SEEKER_DESC","Bei Aktivierung peilt Pipers nächster Hauptangriff ihre Gegner an."
"TID_ACCESSORY_LUCHADOR_METEOR","ASTEROIDENGÜRTEL"
"TID_ACCESSORY_LUCHADOR_METEOR_DESC","El Primo lässt einen kleinen Meteoriten aus dem Himmel fallen, um den nächstgelegenen Gegner zu treffen. Der Meteorit verursacht <c00cc00><VALUE1></c> Schaden und zerstört Mauern."
"TID_ACCESSORY_BARKEEP_HEAL_POTION","PFLANZENTONIKUM"
"TID_ACCESSORY_BARKEEP_HEAL_POTION_DESC","Barley schleudert einen Heiltrank auf alle Verbündeten in seiner Nähe. Teammitglieder im Wirkungsbereich werden um <c00cc00><VALUE1></c> Trefferpunkte pro Sekunde geheilt."
"TID_ACCESSORY_TNT_STUN","RUCKSACKLADUNG"
"TID_ACCESSORY_TNT_STUN_DESC","Bei Aktivierung betäubt der nächste Hauptangriff Gegner für <c00cc00><VALUE1></c> Sekunden."
"TID_ACCESSORY_MECHANIC_TURRET_BUFF","RÜCKSTOSSFEDER"
"TID_ACCESSORY_MECHANIC_TURRET_BUFF_DESC","Ramschis Angriffsgeschwindigkeit verdoppelt sich <c00cc00><VALUE1></c> Sekunden lang."
"TID_ACCESSORY_BLOCKED_MISSING_MINES","Aktivierung ohne Minen nicht möglich!"
"TID_BRAWLPASS_POPUP_UNLOCKED","BRAWLPASS FREIGESCHALTET!"
"TID_BRAWL_PASS_SEASON_1","MONSTERSOMMER"
"TID_BRAWL_PASS_INFO_TEXT_1","Verdiene tonnenweise Extrabelohnungen; unter anderem:\n\nSURGE, den neuen chromatischen Brawler!\n\nEXKLUSIVER SKIN: <SKIN_1>!\n\nEXKLUSIVER SKIN: <SKIN_2>!\n\nEXKLUSIVE und COOLE PINS für SURGE\n\n<NUM> MEGABOXEN!\n\nEXTRAMÜNZEN and POWERPUNKTE!\n\n\nEXTRAQUESTS zur schnelleren Komplettierung deines Brawlpasses!\n\nEXKLUSIVER CHROMATISCHER NAME für die Dauer der Saison!"
"TID_EMOTE_EQUIP_NOT_OWNED","Dieser Pin ist Bestandteil eines Pinpakets!"
"TID_RAID_BOSS_TOWN_CRUSHER_INTRO_TEXT","BESIEGE DAS MEGAMONSTER!"
"TID_EMOTE_CATEGORY_1","SLOT 1"
"TID_EMOTE_CATEGORY_2","SLOT 2"
"TID_EMOTE_CATEGORY_3","SLOT 3"
"TID_EMOTE_CATEGORY_4","SLOT 1"
"TID_EMOTE_CATEGORY_5","SLOT 2"
"TID_EMOTE_CATEGORY_BRAWLER_PINS","<BRAWLER>-PINS!"
"TID_EMOTE_CATEGORY_PLAYER_PINS","SPIELERPINS"
"TID_EDIT_MUTE_EMOTES","Pins in Spielen stummschalten"
"TID_ACCESSORY_BLOCKED_ALREADY_ACTIVE","Gadget ist bereits aktiv!"
"TID_SETTINGS_PLAYER_ID","Spieler-ID: <ID>"
"TID_NAME_COLOR_REQUIRES_BRAWL_PASS","KAUF DIR DEN BRAWLPASS, um für die Dauer der Saison eine chromatische Namensfarbe freizuschalten!"
"TID_RANK_COLLECT_PREVIOUS_REWARD_SPECIFIC","Sammle zuerst die vorherigen Belohnungen ein!"
"TID_MEGA_BEETLE_BEA_SKIN","MEGAKÄFER BEA"
"TID_MEGA_BEETLE_BEA_SKIN_SHOP","MEGAKÄFER\nBEA"
"TID_STREETWEAR_MAX_SKIN","STREETWEAR MAX"
"TID_STREETWEAR_MAX_SKIN_SHOP","STREETWEAR\nMAX"
"TID_KING_CRAB_TICK_SKIN","KRABBENKÖNIG TICK"
"TID_KING_CRAB_TICK_SKIN_SHOP","KRABBENKÖNIG\nTICK"
"TID_ULTRA_DRILLER_JACKY_SKIN","ULTRAFIGHTERIN JACKY"
"TID_ULTRA_DRILLER_JACKY_SKIN_SHOP","ULTRAFIGHTERIN\nJACKY"
"TID_RETRO_NANI_SKIN","RETRO NANI"
"TID_RETRO_NANI_SKIN_SHOP","RETRO\nNANI"
"TID_MECHA_PALADIN_SURGE_SKIN","MECHA-PALADIN SURGE"
"TID_MECHA_PALADIN_SURGE_SKIN_SHOP","MECHA-PALADIN\nSURGE"
"TID_TRUE_SILVER_EMZ_SKIN","STARSILBER EMZ"
"TID_TRUE_SILVER_EMZ_SKIN_SHOP","STARSILBER\nEMZ"
"TID_TRUE_SILVER_EL_PRIMO_SKIN","STARSILBER EL PRIMO"
"TID_TRUE_SILVER_EL_PRIMO_SKIN_SHOP","STARSILBER\nEL PRIMO"
"TID_TRUE_SILVER_SHELLY_SKIN","STARSILBER SHELLY"
"TID_TRUE_SILVER_SHELLY_SKIN_SHOP","STARSILBER\nSHELLY"
"TID_TRUE_SILVER_PIPER_SKIN","STARSILBER PIPER"
"TID_TRUE_SILVER_PIPER_SKIN_SHOP","STARSILBER\nPIPER"
"TID_TRUE_SILVER_LEON_SKIN","STARSILBER LEON"
"TID_TRUE_SILVER_LEON_SKIN_SHOP","STARSILBER\nLEON"
"TID_TRUE_GOLD_EMZ_SKIN","STARGOLD EMZ"
"TID_TRUE_GOLD_EMZ_SKIN_SHOP","STARGOLD\nEMZ"
"TID_TRUE_GOLD_EL_PRIMO_SKIN","STARGOLD EL PRIMO"
"TID_TRUE_GOLD_EL_PRIMO_SKIN_SHOP","STARGOLD\nEL PRIMO"
"TID_TRUE_GOLD_SHELLY_SKIN","STARGOLD SHELLY"
"TID_TRUE_GOLD_SHELLY_SKIN_SHOP","STARGOLD\nSHELLY"
"TID_TRUE_GOLD_PIPER_SKIN","STARGOLD PIPER"
"TID_TRUE_GOLD_PIPER_SKIN_SHOP","STARGOLD\nPIPER"
"TID_TRUE_GOLD_LEON_SKIN","STARGOLD LEON"
"TID_TRUE_GOLD_LEON_SKIN_SHOP","STARGOLD\nLEON"
"TID_SUPER_RANGER_BROCK_SKIN","SUPERRANGER BROCK"
"TID_SUPER_RANGER_BROCK_SKIN_SHOP","SUPERRANGER\nBROCK"
"TID_SKIN_INFO_CAMPAIGN_13_NOT_AVAILABLE","Starsilberskin"
"TID_SKIN_INFO_CAMPAIGN_14_NOT_AVAILABLE","Stargoldskin"
"TID_BATTLE_ROYALE_45","Höllenhöhle"
"TID_BATTLE_ROYALE_46","Clash-Kolosseum"
"TID_BATTLE_ROYALE_47","Uferrauferei"
"TID_BATTLE_ROYALE_48","Vierblättrige Kleeblätter"
"TID_BATTLE_ROYALE_49","Schattenspuk"
"TID_BATTLE_ROYALE_50","Eierschale"
"TID_BATTLE_ROYALE_51","Irrlicht"
"TID_BATTLE_ROYALE_52","Siegerstraße"
"TID_BATTLE_ROYALE_53","Grüne Schlucht"
"TID_GOLDRUSH_54","Dorfdesaster"
"TID_GOLDRUSH_55","Massiver Angriff"
"TID_GOLDRUSH_56","Eskapade"
"TID_WANTED_29","Volle Segel"
"TID_WANTED_30","Versteckspiel"
"TID_BANKHEIST_29","Vollansicht"
"TID_BANKHEIST_30","Leitersturm"
"TID_KING_OF_HILL_16","Verbarrikadierte Hintertür"
