"TID_NOTIFICATION_QUEST_REFRESH","Bạn có Nhiệm vụ mới!"
"TID_EMOTE_DROP_CHANCE_INFO","Gói Huy hiệu này có chứa <NUM> Huy hiệu Thường và một Huy hiệu Đặc biệt. Huy hiệu Đặc biệt có thể thuộc loại Hiếm hoặc Quý hiếm với xác suất như sau:\n\nHuy hiệu Hiếm: <Rare>%\nHuy hiệu Quý hiếm: <Epic>%"
"TID_EMOTE_DROP_CHANCE_INFO_2","Gói Huy hiệu này chứa <NUM> Huy hiệu Thường và một Huy hiệu Đặc biệt. Huy hiệu Đặc biệt có thể thuộc loại Hiếm, Quý hiếm hoặc Huyền thoại với xác suất như sau:\n\nHuy hiệu Hiếm: <Rare>%\nHuy hiệu Quý hiếm: <Epic>%\nHuy hiệu Huyền thoại: <LEGENDARY>%"
"TID_ROBO_WARS_15","Nhà máy đóng thùng"
"TID_ROBO_WARS_16","Hàng rào bao quanh"
"TID_ROBO_WARS_17","Cành ô liu"
"TID_WANTED_27","Sóng nhiệt"
"TID_WANTED_28","Mạng nhện"
"TID_BANKHEIST_27","Tắc đường"
"TID_BANKHEIST_28","Ngã tư đường"
"TID_EMOTE_RARITY_NAME_0","Thường"
"TID_EMOTE_RARITY_NAME_1","Hiếm"
"TID_EMOTE_RARITY_NAME_2","Quý hiếm"
"TID_EMOTE_RARITY_NAME_3","Huyền thoại"
"TID_EMOTE_RARITY_NAME_4","Nhà sưu tầm"
"TID_ZONE_CAPTURED_OPPONENT","Kẻ địch đã chiếm giữ Cấm Địa!"
"TID_ZONE_CAPTURED_OPPONENT_GAME_OVER","Kẻ địch đã chiếm giữ Cấm Địa!\nTrận đấu kết thúc"
"TID_ZONE_CAPTURED","Đội của bạn đã chiếm giữ Cấm Địa!"
"TID_ZONE_CAPTURED_GAME_OVER","Đội của bạn đã chiếm giữ Cấm Địa!\nTrận đấu kết thúc"
"TID_BRAWL_PASS_NEW_SEASON","MÙA GIẢI MỚI!"
"TID_BRAWL_PASS_UNLOCK_PASS","Mua VÉ BRAWL PASS để mở khóa các phần thường cao cấp!"
"TID_BRAWL_PASS_GET_MORE_POINTS","Hãy kiếm thêm Thẻ để mở khóa bậc này!"
"TID_RANK_GET_MORE_TROPHIES","Hãy kiếm thêm Cúp để mở khóa phần thưởng này!"
"TID_RANK_COLLECT_PREVIOUS_REWARD","Bạn cần phải thu thập phần thưởng trước đó trước!"
"TID_BRAWL_PASS_GET_MORE_POINTS_TAIL","Kiếm thêm Thẻ để nhận THÊM phần thưởng!"
"TID_BRAWL_PASS_SEASON","MÙA GIẢI VÉ BRAWL PASS:"
"TID_IAP_0520G","CÀNG NHIỀU NGỌC CÀNG TỐT!"
"TID_EMOTE_BUNDLE_1","BỘ HUY HIỆU GALE THƯƠNG GIA"
"TID_GOLDRUSH_47","Ngọc bí ẩn"
"TID_GOLDRUSH_48","Đồ trang trí Phương Đông"
"TID_GOLDRUSH_49","Kim cương thô"
"TID_GOLDRUSH_50","Thiên đường của Kẻ móc túi"
"TID_GOLDRUSH_51","Cuộc phiêu lưu của Ngọc lục bảo"
"TID_GOLDRUSH_52","Thảm và Hồng ngọc"
"TID_GOLDRUSH_53","Khu chợ Kỳ quái"
"TID_QUESTS_NEXT_BATCH_IN","Nhiệm vụ mới sau: <time>"
"TID_QUESTS_THIS_BATCH_IN","Bắt đầu sau <time>"
"TID_QUESTS_BATCH_EXPIRES_IN","KẾT THÚC SAU <time>"
"TID_QUESTS_DAILY_REFRESH_IN","LÀM MỚI SAU <time>"
"TID_BRAWL_PASS_SEASON_END_TITLE","MÙA GIẢI KẾT THÚC SAU"
"TID_QUESTS_DAILY","NHIỆM VỤ MỖI NGÀY"
"TID_QUESTS_SEASON","NHIỆM VỤ MÙA GIẢI"
"TID_QUESTS_SPECIAL","NHIỆM VỤ SỰ KIỆN ĐẶC BIỆT"
"TID_QUESTS_LVL","CẤP: <NUM>"
"TID_CONTEXT_MENU_INVITE_ONLINE","MỜI TRỰC TUYẾN"
"TID_CONTEXT_MENU_INVITE_TO_TEAM","MỜI VÀO ĐỘI"
"TID_TENCENT_INVITE_TO_TEAM_TITLE","MỜI VÀO ĐỘI"
"TID_TENCENT_INVITE_TO_TEAM","Bạn có muốn mời <c<COLOR>><NAME></c> chơi trong đội của mình không?"
"TID_TENCENT_INVITE_FRIENDS","MỜI BẠN BÈ"
"TID_TENCENT_INVITE_WECHAT_FRIENDS","MỜI BẠN BÈ WECHAT"
"TID_TENCENT_INVITE_QQ_FRIENDS","MỜI BẠN BÈ QQ"
"TID_REGION_CHINA","Trung Quốc"
"TID_QUALIFIED_TITLE_CHINA","线上资格赛已解锁！"
"TID_QUALIFIED_INFO_CHINA","您已成功完成全球锦标赛挑战，真棒！\n您可以前往<cFFE400><URL></c>，通过引导完成赛事报名，继续荒野乱斗全球锦标赛之旅！"
"TID_CHINA_REAL_NAME_REGULATION","Đã đăng ký bằng tên thật"
"TID_CHINA_LOGIN_DESC","本网络游戏适合年满13周岁以上的用户使用；为了你的健康，请合理控制游戏时间。沪网文【2018】8544-517号 新出网证（沪）字33号 著作权人：超级细胞有限公司（SUPERCELL OY）出版单位：上海游族信息技术有限公司 国新出审【2020】552号 出版物号：ISBN 978-7-498-07472-0 抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。"
"TID_POWER_LEVELER","SURGE"
"TID_POWER_LEVELER_SHORT_DESC","CHIẾN BINH"
"TID_POWER_LEVELER_DESC","Cậu ta là một Hộ vệ và rất thích tiệc tùng. Surge tấn công kẻ thù bằng luồng nước tăng lực và luồng nước này sẽ phân ra làm 2 khi trúng mục tiêu. Tuyệt chiêu của cậu ta sẽ nâng cấp các thông số của cậu ta trong 3 giai đoạn và cũng mang lại cho cậu ta một diện mạo cực ngầu!"
"TID_POWER_LEVELER_WEAPON","NƯỚC ÉP CÔNG LÝ"
"TID_POWER_LEVELER_WEAPON_DESC","Bắn ra một luồng Nước ép hoa quả và luồng nước này sẽ phân làm hai khi trúng kẻ địch."
"TID_POWER_LEVELER_ULTI","THỦ THUẬT TIỆC TÙNG"
"TID_POWER_LEVELER_ULTI_DESC","Với mỗi Tuyệt chiêu, Surge sẽ được nâng cấp (TỐI ĐA LÀ 3). Các nâng cấp sẽ biến mất khi Surge bị đánh bại.\n\nGIAI ĐOẠN 1: cường hóa tốc độ di chuyển\nGIAI ĐOẠN 2: tăng tầm vũ khí\nGIAI ĐOẠN 3: đòn tấn công chính phân ra làm 6 (thay vì 2)"
"TID_SPEC_ABI_POWER_LEVELER_1","HIỆU QUẢ TỐI ĐA!"
"TID_SPEC_ABI_POWER_LEVELER_1_DESC","Hiện đòn tấn công chính của Surge sẽ tách ra khi trúng tường."
"TID_SPEC_ABI_POWER_LEVELER_2","PHỤC VỤ VỚI ĐÁ LẠNH"
"TID_SPEC_ABI_POWER_LEVELER_2_DESC","Surge giữ nâng cấp Tuyệt chiêu GIAI ĐOẠN 1 của cậu ta trong suốt trận đấu."
"TID_ACCESSORY_POWER_LEVELER_BLINK","SIÊU NHÂN SURGE"
"TID_ACCESSORY_POWER_LEVELER_BLINK_DESC","Khi các mạch điện của Surge bị nạp quá tải, cậu ta sẽ dịch chuyển về phía trước một khoảng cách ngắn."
"TID_FRIEND_INVITE_POST_SHARE_TITLE","Hãy chơi cùng nhau nào!"
"TID_YOOZOO_TERMS_CHECK_REQUIRED","Để đảm bảo quyền riêng tư và bảo mật cá nhân của bạn,\nvui lòng đọc và chấp nhận thỏa thuận người dùng và chính sách quyền riêng tư trước."
"TID_POPUP_BRAWLTV_TEXT_CN","Xem những game thủ hàng đầu chơi Brawl Stars!"
"TID_PRO_LEAGUE_INFO_POPUP_RANK_INFO_CN","跻身排行榜前列\n可获得的额外奖励"
"TID_PRO_LEAGUE_POPUP_INFO_CN","在星徽竞技场中证明自己的实力！每天可参加3场星徽竞技场对战，在赛季排行榜上冲击更高排名。赛季结束后，您将根据自己的积分和在排行榜上的排名获得星光点数奖励。"
"TID_QUALIFIED_INFO_CN","您已成功完成全球锦标赛挑战，真棒！\n您可以前往<cFFE400><URL></c>，通过引导完成赛事报名，继续荒野乱斗全球锦标赛之旅！"
"TID_GAME_MODE_18","BẢO VỆ SIÊU ĐÔ THỊ"
"TID_GAME_MODE_18_DESC","Bạn có thể tiêu diệu Siêu Quái thú và bảo vệ Thành phố không? Hãy gia nhập lực lượng cùng với 2 đồng đội để hạ gục Siêu Quái thú. Bạn có thể quay trở lại cuộc chiến nếu có ít nhất 1 đồng đội của bạn vẫn còn sống sót. Nếu mọi người đều bị tiêu diệt HOẶC tất cả các công trình đều bị phá hủy, thì trận đấu sẽ kết thúc!\n\nĐộ khó sẽ tăng lên trong Thử thách, từ Bình tường cho đến Điên cuồng, mỗi lần bạn hạ gục được Siêu Quái thú."
"TID_TENCENT_TEAM_INVITED_FAILED_901203","Không thể mời. Đã đạt giới hạn mời!"
"TID_TENCENT_TEAM_INVITED_FAILED_901204","Không thể mời. Người nhận đã đạt giới hạn nhận lời mời!"
"TID_TENCENT_TEAM_INVITED_FAILED_901205","Không thể mời. Bạn chỉ có thể gửi một tin nhắn đến một người bạn mỗi ngày!"
"TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS_TOWN_CRUSHER","3 game thủ vs SIÊU QUÁI THÚ"
"TID_BUILDINGS_LEFT","Công trình còn lại: <num>"
"TID_ONLINE_FRIENDS_POPUP_CODE_TITLE","LẬP ĐỘI!"
"TID_TEAM_INVITE_BUTTON_LABEL_SHORT","LỜI MỜI VÀO ĐỘI"
"TID_CLAN_INTRO_INVITE_SHORT","MỜI"
"TID_ALLIANCE_INVITE_TITLE","GIA NHẬP CLB CỦA TÔI"
"TID_RAID_TOWN_CRUSH_1","SIÊU ĐÔ THỊ"
"TID_GUEST_LOGIN_IAP_BLOCKED_TITLE","CẢNH BÁO"
"TID_GUEST_LOGIN_IAP_BLOCKED","Theo quy tắc chống nghiện game mới nhất, bạn không thể thực hiện thanh toán trong trò chơi khi đăng nhập bằng tài khoản dạng Khách. Để đảm bảo có được trải nghiệm game tốt nhất, chúng tôi khuyến khích bạn nên đăng nhập bằng QQ hoặc WeChat và hoàn tất quá trình xác minh tên thật của mình. Nếu bạn đã đăng nhập bằng tài khoản dạng Khách, bạn có thể kết nối tài khoản của mình với QQ hoặc WeChat từ trang Cài đặt của trò chơi."
"TID_TENCENT_GUEST_LOGIN_WARNING_TITLE","Đăng nhập dạng khách?"
"TID_TENCENT_GUEST_LOGIN_WARNING","Theo quy tắc chống nghiện game mới nhất, bạn sẽ không thể hoàn tất xác minh tên thật khi đăng nhập bằng tài khoản dạng Khách, đồng thời, thời gian chơi game của bạn sẽ bị hạn chế còn 1 giờ mỗi 15 ngày. Để đảm bảo có được trải nghiệm game tốt nhất, chúng tôi khuyến khích bạn nên đăng nhập bằng QQ hoặc WeChat và hoàn tất quá trình xác minh tên thật của mình."
"TID_ACCESSORY_CROW_POISON_TRIGGER","ĐỘC LÀM CHẬM DI CHUYỂN"
"TID_ACCESSORY_CROW_POISON_TRIGGER_DESC","Tất cả kẻ địch hiện đang bị nhiễm độc sẽ di chuyển chậm trong <c00cc00><VALUE1></c> giây."
"TID_ACCESSORY_ARTILLERY_BARRAGE","ĐỊNH VỊ ĐỘI TRƯỞNG"
"TID_ACCESSORY_ARTILLERY_BARRAGE_DESC","Penny ra lệnh cho Đại bác của cô ta bắn một phát pháo đến vị trí mà cô ta đang đứng."
"TID_ACCESSORY_SHELLY_FOCUS","BẮN ĐĨA BAY"
"TID_ACCESSORY_SHELLY_FOCUS_DESC","Khi được kích hoạt, đòn tấn công chính tiếp theo của Shelly sẽ tập trung bắn vào khu vực nhỏ hơn và có tầm xa hơn."
"TID_ACCESSORY_BO_MINE_TRIGGER","DÂY BẪY"
"TID_ACCESSORY_BO_MINE_TRIGGER_DESC","Tất cả mìn của Bo được kích nổ sau <c00cc00><VALUE1></c> giây. Trong khoảng thời gian chờ kích nổ, đối thủ hoàn toàn không thể phát hiện ra số mìn này."
"TID_ACCESSORY_UNDERTAKER_RELOAD","XẺNG ĐA NĂNG"
"TID_ACCESSORY_UNDERTAKER_RELOAD_DESC","Mortis nạp đạn nhanh hơn trong <c00cc00><VALUE1></c> giây."
"TID_ACCESSORY_SNIPER_SEEKER","CÔNG THỨC GIA TRUYỀN"
"TID_ACCESSORY_SNIPER_SEEKER_DESC","Khi được kích hoạt, đòn tấn công chính tiếp theo của Piper sẽ nhắm thẳng vào kẻ thù."
"TID_ACCESSORY_LUCHADOR_METEOR","VÀNH ĐAI TIỂU HÀNH TINH"
"TID_ACCESSORY_LUCHADOR_METEOR_DESC","El Primo triệu hồi một thiên thạch nhỏ đánh thẳng vào kẻ địch gần nhất. Thiên thạch này gây ra <c00cc00><VALUE1></c> sát thương và có thể phá hủy tường."
"TID_ACCESSORY_BARKEEP_HEAL_POTION","THUỐC THẢO DƯỢC"
"TID_ACCESSORY_BARKEEP_HEAL_POTION_DESC","Barley ném một bình thuốc hồi máu vào các liên minh ở gần ông ta để tạo ra một khu vực hồi <c00cc00><VALUE1></c> máu mỗi giây."
"TID_ACCESSORY_TNT_STUN","BOM GÂY CHOÁNG"
"TID_ACCESSORY_TNT_STUN_DESC","Khi được kích hoạt, đòn tấn công chính tiếp theo cũng sẽ làm choáng kẻ địch trong <c00cc00><VALUE1></c> giây."
"TID_ACCESSORY_MECHANIC_TURRET_BUFF","TĂNG TỐC ĐỘ BẮN"
"TID_ACCESSORY_MECHANIC_TURRET_BUFF_DESC","Tốc độ tấn công của Trụ súng dã chiến tăng gấp đôi trong <c00cc00><VALUE1></c> giây."
"TID_ACCESSORY_BLOCKED_MISSING_MINES","Không thể kích hoạt khi không có mìn!"
"TID_BRAWLPASS_POPUP_UNLOCKED","ĐÃ MỞ KHÓA VÉ BRAWL PASS!"
"TID_BRAWL_PASS_SEASON_1","ĐẠI CHIẾN QUÁI THÚ MÙA HÈ"
"TID_BRAWL_PASS_INFO_TEXT_1","Kiếm thêm rất nhiều phần thưởng bao gồm:\n\nSURGE - Chiến binh Brawl với độ hiếm Sắc màu mới!\n\nTRANG PHỤC ĐỘC QUYỀN: <SKIN_1>!\n\nTRANG PHỤC ĐỘC QUYỀN: <SKIN_2>!\n\nHUY HIỆU ĐỘC QUYỀN và CỰC NGẦU cho SURGE\n\n<NUM> HỘP SIÊU CẤP!\n\nTHÊM XU và ĐIỂM SỨC MẠNH!\n\n\nCó THÊM NHIỆM VỤ để hoàn thành Vé Brawl Pass nhanh hơn!\n\nBẢNG TÊN SẮC MÀU ĐỘC QUYỀN trong suốt mùa giải!"
"TID_EMOTE_EQUIP_NOT_OWNED","Hãy tìm Huy hiệu này trong các Gói Huy hiệu!"
"TID_RAID_BOSS_TOWN_CRUSHER_INTRO_TEXT","ĐÁNH BẠI SIÊU QUÁI THÚ!"
"TID_EMOTE_CATEGORY_1","Ô 1"
"TID_EMOTE_CATEGORY_2","Ô 2"
"TID_EMOTE_CATEGORY_3","Ô 3"
"TID_EMOTE_CATEGORY_4","Ô 1"
"TID_EMOTE_CATEGORY_5","Ô 2"
"TID_EMOTE_CATEGORY_BRAWLER_PINS","HUY HIỆU <BRAWLER>"
"TID_EMOTE_CATEGORY_PLAYER_PINS","HUY HIỆU CỦA NGƯỜI CHƠI"
"TID_EDIT_MUTE_EMOTES","Tắt tiếng Huy hiệu trong trận đấu"
"TID_ACCESSORY_BLOCKED_ALREADY_ACTIVE","Phụ kiện đã được kích hoạt rồi!"
"TID_SETTINGS_PLAYER_ID","ID người chơi: <ID>"
"TID_NAME_COLOR_REQUIRES_BRAWL_PASS","MUA VÉ BRAWL PASS để mở khóa bảng tên Sắc màu trong suốt mùa giải!"
"TID_RANK_COLLECT_PREVIOUS_REWARD_SPECIFIC","Trước tiên, bạn cần thu thập phần thưởng trước đó!"
"TID_MEGA_BEETLE_BEA_SKIN","BEA SIÊU BỌ"
"TID_MEGA_BEETLE_BEA_SKIN_SHOP","BEA\nSIÊU BỌ"
"TID_STREETWEAR_MAX_SKIN","MAX PHONG CÁCH ĐƯỜNG PHỐ"
"TID_STREETWEAR_MAX_SKIN_SHOP","MAX\nPHONG CÁCH ĐƯỜNG PHỐ"
"TID_KING_CRAB_TICK_SKIN","TICK VUA CUA"
"TID_KING_CRAB_TICK_SKIN_SHOP","TICK\nVUA CUA"
"TID_ULTRA_DRILLER_JACKY_SKIN","JACKY THỢ KHOAN ULTRA"
"TID_ULTRA_DRILLER_JACKY_SKIN_SHOP","JACKY\nTHỢ KHOAN ULTRA"
"TID_RETRO_NANI_SKIN","NANI CỔ ĐIỂN"
"TID_RETRO_NANI_SKIN_SHOP","NANI\nCỔ ĐIỂN"
"TID_MECHA_PALADIN_SURGE_SKIN","SURGE RÔ BỐT HIỆP SĨ"
"TID_MECHA_PALADIN_SURGE_SKIN_SHOP","SURGE\nRÔ BỐT HIỆP SĨ"
"TID_TRUE_SILVER_EMZ_SKIN","EMZ BẰNG BẠC"
"TID_TRUE_SILVER_EMZ_SKIN_SHOP","EMZ\nBẰNG BẠC"
"TID_TRUE_SILVER_EL_PRIMO_SKIN","EL PRIMO BẰNG BẠC"
"TID_TRUE_SILVER_EL_PRIMO_SKIN_SHOP","EL PRIMO\nBẰNG BẠC"
"TID_TRUE_SILVER_SHELLY_SKIN","SHELLY BẰNG BẠC"
"TID_TRUE_SILVER_SHELLY_SKIN_SHOP","SHELLY\nBẰNG BẠC"
"TID_TRUE_SILVER_PIPER_SKIN","PIPER BẰNG BẠC"
"TID_TRUE_SILVER_PIPER_SKIN_SHOP","PIPER\nBẰNG BẠC"
"TID_TRUE_SILVER_LEON_SKIN","LEON BẰNG BẠC"
"TID_TRUE_SILVER_LEON_SKIN_SHOP","LEON\nBẰNG BẠC"
"TID_TRUE_GOLD_EMZ_SKIN","EMZ BẰNG VÀNG"
"TID_TRUE_GOLD_EMZ_SKIN_SHOP","EMZ\nBẰNG VÀNG"
"TID_TRUE_GOLD_EL_PRIMO_SKIN","EL PRIMO BẰNG VÀNG"
"TID_TRUE_GOLD_EL_PRIMO_SKIN_SHOP","EL PRIMO\nBẰNG VÀNG"
"TID_TRUE_GOLD_SHELLY_SKIN","SHELLY BẰNG VÀNG"
"TID_TRUE_GOLD_SHELLY_SKIN_SHOP","SHELLY\nBẰNG VÀNG"
"TID_TRUE_GOLD_PIPER_SKIN","PIPER BẰNG VÀNG"
"TID_TRUE_GOLD_PIPER_SKIN_SHOP","PIPER\nBẰNG VÀNG"
"TID_TRUE_GOLD_LEON_SKIN","LEON BẰNG VÀNG"
"TID_TRUE_GOLD_LEON_SKIN_SHOP","LEON\nBẰNG VÀNG"
"TID_SUPER_RANGER_BROCK_SKIN","BROCK SIÊU NHÂN"
"TID_SUPER_RANGER_BROCK_SKIN_SHOP","BROCK\nSIÊU NHÂN"
"TID_SKIN_INFO_CAMPAIGN_13_NOT_AVAILABLE","Trang phục bằng Bạc."
"TID_SKIN_INFO_CAMPAIGN_14_NOT_AVAILABLE","Trang phục bằng Vàng."
"TID_BATTLE_ROYALE_45","nruhC gnaH"
"TID_BATTLE_ROYALE_46","Đấu trường Clash"
"TID_BATTLE_ROYALE_47","Vành đai ven sông"
"TID_BATTLE_ROYALE_48","Cỏ bốn lá"
"TID_BATTLE_ROYALE_49","Linh hồn Hắc ám"
"TID_BATTLE_ROYALE_50","Vỏ trứng"
"TID_BATTLE_ROYALE_51","Ma trơi"
"TID_BATTLE_ROYALE_52","Thung lũng Victor"
"TID_BATTLE_ROYALE_53","Hẻm núi Xanh tươi"
"TID_GOLDRUSH_54","Thị trấn nhỏ"
"TID_GOLDRUSH_55","Tấn công Hàng loạt"
"TID_GOLDRUSH_56","Cuộc tẩu thoát"
"TID_WANTED_29","Thuận buồm xuôi gió"
"TID_WANTED_30","Trốn tìm"
"TID_BANKHEIST_29","Toàn cảnh"
"TID_BANKHEIST_30","Leo thang"
"TID_KING_OF_HILL_16","Cửa sau bị phong tỏa"
"TID_KING_OF_HILL_17","Tổ Ong bắp cày"
"TID_KING_OF_HILL_18","Vành đai"
"TID_KING_OF_HILL_19","Hồ nước"
"TID_KING_OF_HILL_20","Phân chia"
"TID_KING_OF_HILL_21","Bom tấn"
"TID_KING_OF_HILL_22","Mở cửa Kinh doanh"
"TID_KING_OF_HILL_23","Chiến lược Song song"
"TID_KING_OF_HILL_24","Đường mòn Cắt ngang"
"TID_KING_OF_HILL_25","Khu Tam giác"
"TID_KING_OF_HILL_26","Vòng quay Roulette"
"TID_KING_OF_HILL_27","Lát cắt dọc"
"TID_KING_OF_HILL_28","Kiểm soát Tuyệt đối"
"TID_EMOTE_EQUIP_NOT_OWNED_SPECIAL","Các nhà sưu tập Huy hiệu chú ý! Huy hiệu này không thường xuyên xuất hiện đâu!"
"TID_LOGIN_WITH_FACEBOOK","Đăng nhập bằng Facebook"
"TID_TERMS_OF_SERVICE_BUTTON_TENCENT","Thỏa thuận Dịch vụ và Giấy phép của Tencent Game"
"TID_PRIVACY_POLICY_BUTTON_TENCENT","Quy tắc Bảo vệ Quyền riêng tư của Tencent Game"
"TID_PARENTS_GUIDE_BUTTON_TENCENT","Quy tắc Bảo vệ Quyền riêng tư Trẻ em của Tencent Game"
"TID_TENCENT_LOGIN_AGREEMENTS","Tôi đã đọc kỹ và đồng ý với <TOS>, <PP> và <CHILDREN>."
"TID_TENCENT_LOGIN_TOS","Thỏa thuận Dịch vụ và Giấy phép của Tencent Game"
"TID_TENCENT_LOGIN_PP","Quy tắc Bảo vệ Quyền riêng tư của Tencent Game"
"TID_TENCENT_LOGIN_CHILDREN","Quy tắc Bảo vệ Quyền riêng tư của Tencent Game"
"TID_TENCENT_LOGIN_AGREEMENT_NOTE","Bạn cần phải đọc kỹ và đồng ý với\n<TOS>,\n<PP> và\n<CHILDREN>\ntrước khi truy cập vào trò chơi."
"TID_KING_OF_HILL_29","Siêu nhân Surge"
"TID_QUESTS_GMV_NOT_AVAILABLE","Chế độ game hiện không khả dụng"
"TID_IAP_SOM_072001","ƯU ĐÃI MÙA HÈ"
"TID_IAP_SOM_072002","CHÀO THÁNG 8!"
"TID_IAP_SOM_072003","CHÀO THÁNG 9!"
"TID_IAP_SOM_072004","GIÁ TRỊ LỚN"
"TID_IAP_SOM_072005","GIÁ TRỊ LỚN"
"TID_IAP_SOM_072006","CÀNG NHIỀU NGỌC CÀNG TỐT!"
"TID_IAP_SOM_072007","CÀNG NHIỀU NGỌC CÀNG TỐT!"
"TID_IAP_SOM_072008","GÓI MÙA GIẢI!"
"TID_IAP_SOM_072009","VÉ BRAWL PASS THÌ SAO?"
"TID_IAP_SOM_072010","TÔI CẦN XU!"
"TID_BRAWL_PASS_INFO_EXTRA_CHINA","乱斗金券每个主题季只能购买一次"
"TID_VALUE_MULTIPLIER","<NUM>x"
"TID_DEVICE_LINK_CODE_VALID_TIME","Mã hợp lệ trong:"
"TID_CONFIRM_DEVICE_LINKING","Xác nhận liên kết"
"TID_CONFIRM_DEVICE_LINK_TEXT","Bạn có thật sự chắc rằng bạn muốn xóa tiến trình hiện tại và thay thế bằng:"
"TID_DEVICE_LINK_ERROR_GAME_CENTER","Chưa đăng nhập vào Game Center"
"TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT","Vui lòng đăng nhập vào Game Center để thực hiện liên kết thiết bị. Sau đó thử lại lần nữa."
"TID_DEVICE_LINK_ERROR_GAME_CENTER_ANDROID","Chưa đăng nhập vào Google Play"
"TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT_ANDROID","Vui lòng đăng nhập vào Google Play để thực hiện liên kết thiết bị. Để đăng nhập, hãy nhấn vào nút Đăng nhập Google Play trong màn hình cài đặt. Sau đó thử lại lần nữa."
"TID_DEVICE_LINK_ERROR_TIMEOUT","Mã liên kết đã hết hạn"
"TID_DEVICE_LINK_ERROR_TIMEOUT_TEXT","Mã liên kết đã hết hạn. Bạn phải nhập mã vào thiết bị mới trong vòng <time>.\n\nBạn có thể nhận mã mới dễ dàng bằng cách vào lại màn hình mã liên kết."
"TID_DEVICE_LINK_ERROR_TOO_MANY_DEVICES","Có quá nhiều thiết bị được liên kết"
"TID_DEVICE_LINK_ERROR_TOO_MANY_DEVICES_TEXT","Bạn đã liên kết 10 thiết bị rồi, và đây là con số tối đa được cho phép.\n\nNếu bạn muốn xóa bớt một số thiết bị cũ, vui lòng liên hệ với chúng tôi thông qua trang Trợ giúp và Hỗ trợ."
"TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE","Mã liên kết không hợp lệ"
"TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE_TEXT","Bạn đã nhập sai mã, hoặc là mã đã hết hạn. Hãy bảo đảm rằng bạn đã nhập mã chính xác, khớp với mã được hiển thị trên thiết bị kia.\n\nVui lòng nhấn mũi tên quay lại để thử lần nữa.\n\nLưu ý: Mỗi mã chỉ có thể được sử dụng một lần và mã sẽ hết hạn sau <time>. Bạn luôn có thể nhận được mã mới bằng cách thoát rồi vào lại màn hình Liên kết."
"TID_DEVICE_LINK_ERROR_OLD_DEVICE_NOT_ACTIVE","Thiết bị cũ không hoạt động"
"TID_DEVICE_LINK_ERROR_OLD_DEVICE_NOT_ACTIVE_TEXT","Để liên kết thành công các thiết bị của bạn, thì thiết bị cũ phải đang hoạt động và hiển thị màn hình mã liên kết."
"TID_DEVICE_LINKED_MAIL_ITEM","Thiết bị mới đã được liên kết với tiến trình của bạn."
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_TITLE","Chưa được kết nối với Game Center"
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED","Tiến trình của bạn chưa được kết nối với tài khoản Game Center. Vui lòng bảo đảm rằng bạn đã đăng nhập vào tài khoản Game Center vẫn chưa được kết nối với tiến trình hiện hữu nào rồi sau đó khởi động lại trò chơi.\n\nBạn sẽ được hỏi rằng bạn có muốn kết nối tiến trình hiện tại với tài khoản Game Center không. Hãy trả lời \qCó\q.\n\nCẢNH BÁO: Tiến trình sẽ được kết nối vĩnh viễn và không thể thay đổi sau này."
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_TITLE_ANDROID","Chưa được kết nối với Google Play"
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_ANDROID","Tiến trình của bạn chưa được kết nối với tài khoản Google. Hãy quay lại màn hình cài đặt và đăng nhập bằng tài khoản Google Play vẫn chưa được kết nối với tiến trình hiện hữu nào.\n\nCẢNH BÁO: Tiến trình sẽ được kết nối vĩnh viễn và không thể thay đổi sau này."
"TID_DEVICE_LINK_WRONG_ACCOUNT_TITLE","Đăng nhập vào sai tài khoản"
"TID_DEVICE_LINK_WRONG_ACCOUNT","Tiến trình hiện tại được kết nối với một tài khoản Game Center khác, không phải là tài khoản mà bạn đang đăng nhập vào.\n\nVui lòng đăng xuất khỏi ứng dụng Game Center và đăng nhập lại bằng tài khoản đã được kết nối với tiến trình này.\n\nSau đó hãy thử liên kết lần nữa."
"TID_DEVICE_LINK_WRONG_ACCOUNT_ANDROID","Tiến trình hiện tại được kết nối với một tài khoản Google khác, không phải là tài khoản mà bạn đã đăng nhập vào.\n\nVui lòng đăng xuất khỏi tài khoản Google hiện tại và đăng nhập bằng tài khoản đã được kết nối với tiến trình này.\n\nSau đó hãy thử liên kết lần nữa."
"TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS_TITLE","Đã liên kết rồi"
"TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS","Tiến trình hiện tại đã được liên kết rồi. Việc liên kết chỉ có thể được thực hiện một lần."
