"TID","TH"
"TID_ACCESSORY_PERCENTER_STATIC_DAMAGE","เครื่องถ่ายโอนพลังงาน"
"TID_ACCESSORY_PERCENTER_STATIC_DAMAGE_DESC","การยิงครั้งต่อไปของโคเล็ตต์สร้างความเสียหายเพิ่มเติม <c00cc00><VALUE1></c> หน่วย"
"TID_TUTORIAL_PLAYED_BEFORE","เคยเล่นมาก่อนไหม?"
"TID_SUPPORT_NEW_VERSION_TITLE","ต้องอัปเดต!"
"TID_SUPPORT_NEW_VERSION_TEXT","Brawl Stars เวอร์ชันใหม่มาแล้ว อัปเดตเกมของคุณก่อนเข้าไปยังความช่วยเหลือและการสนับสนุน"
"TID_SUPPORT_NEW_VERSION_BUTTON","อัปเดต"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_TITLE","ข้อมูล"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP","ก่อนใช้บริการ (Tencent) โปรดอ่าน <TOS>, <PP> และ <CHILDREN> โดยละเอียด และดูให้แน่ใจว่าคุณเข้าใจเงื่อนไขและเกณฑ์การประเมินผลของเราทั้งหมด ในระหว่างนี้ โปรดให้ความสำคัญกับเงื่อนไขในข้อตกลงที่ยกเว้นหรือจำกัดความรับผิดชอบของเรา เงื่อนไขที่จำกัดสิทธิ์ของคุณ และวิธีแก้ไขที่กำหนดไว้สำหรับข้อพิพาทและข้อกำหนดเขตอำนาจศาล โปรดแตะ \qยอมรับ\q หากคุณได้อ่านอย่างละเอียดและยอมรับ <TOS>, <PP> และ <CHILDREN>"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_AGREE","ยอมรับ"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_REFUSE","ปฏิเสธ"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_2_TITLE","ประกาศสำคัญ"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_2","โปรดทราบว่าคุณต้องอ่านโดยละเอียดและยอมรับตาม\n<TOS>,\n<PP> และ\n<CHILDREN>\nก่อนเข้าเกม"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_BACK","ย้อนกลับ"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_NO","ไม่"
"TID_BRAWL_PASS_SEASON_2","ขอต้อนรับสู่ STARR PARK!"
"TID_BRAWL_PASS_INFO_TEXT_2","รับรางวัลพิเศษอีกจำนวนมาก ซึ่งรวมถึง:\n\n<BRAWLER> - บรอว์เลอร์ความหายากระดับโครมาติกตัวใหม่!\n\nสกินพิเศษ: <SKIN_1>!\n\nสกินพิเศษ: <SKIN_2>!\n\nอีโมจิเท่ๆ พิเศษสำหรับ<BRAWLER>\n\nกล่องยักษ์ <NUM> กล่อง!\n\nเหรียญและค่าพลังเพิ่มเติม!\n\n\nเควสต์เพิ่มเติมที่จะช่วยให้คุณเล่น Brawl Pass เสร็จได้เร็วยิ่งขึ้น!\n\nชื่อโครมาติกสุดพิเศษตลอดระยะเวลาของฤดูกาลนี้!"
"TID_BRAWL_PASS_SEASON_3","พักผ่อนวันเทศกาล"
"TID_BRAWL_PASS_INFO_TEXT_3","รับรางวัลพิเศษอีกจำนวนมาก ซึ่งรวมถึง:\n\n<BRAWLER> - บรอว์เลอร์ความหายากระดับโครมาติกตัวใหม่!\n\nสกินพิเศษ: <SKIN_1>!\n\nสกินพิเศษ: <SKIN_2>!\n\nอีโมจิเท่ๆ พิเศษสำหรับ<BRAWLER>\n\nกล่องยักษ์ <NUM> กล่อง!\n\nเหรียญและค่าพลังเพิ่มเติม!\n\n\nเควสต์เพิ่มเติมที่จะช่วยให้คุณเล่น Brawl Pass เสร็จได้เร็วยิ่งขึ้น!\n\nชื่อโครมาติกสุดพิเศษตลอดระยะเวลาของฤดูกาลนี้!"
"TID_BRAWL_PASS_SEASON_4","ยานอวกาศ STARR!"
"TID_BRAWL_PASS_INFO_TEXT_GENERIC","รางวัลพิเศษอีกจำนวนมาก ซึ่งรวมถึง:\n\n<BRAWLER> - บรอว์เลอร์ระดับโครมาติกตัวใหม่!\n\nสกินพิเศษ: <SKIN_1>!\n\nสกินพิเศษ: <SKIN_2>!\n\nอีโมจิเท่ๆ พิเศษสำหรับ<BRAWLER>\n\nกล่องยักษ์ <NUM> กล่อง!\n\nเหรียญและค่าพลังเพิ่มเติม!\n\n\nเควสต์เพิ่มเติมที่จะช่วยให้คุณเล่น Brawl Pass เสร็จได้เร็วยิ่งขึ้น!\n\nชื่อโครมาติกสุดพิเศษตลอดระยะเวลาของฤดูกาลนี้!"
"TID_QUESTS_MORE","แสดงเควสต์ทั้งหมด"
"TID_QUESTS_MORE_NEXT_SEASON","คุณทำเควสต์ทั้งหมดของฤดูกาล <THIS_SEASON> เสร็จแล้ว จะมีเควสต์ใหม่เมื่อฤดูกาล <NEXT_SEASON> เริ่มต้น"
"TID_BRAWL_PASS_AUTOCOLLECT_TITLE","รางวัลฤดูกาล <NUM>"
"TID_BRAWL_PASS_AUTOCOLLECT","รางวัลประจำฤดูกาล <NUM> ของคุณจะถูกเก็บไปโดยอัตโนมัติ"
"TID_BRAWL_PASS_AUTOCOLLECT_INFO","เก็บรางวัลของฤดูกาล <OLD> ก่อนที่ฤดูกาล <CURRENT> จะจบลง ไม่เช่นนั้นแล้วรางวัลทั้งหมดจะถูกเก็บโดยอัตโนมัติ"
"TID_AUTH_WECHAT_SUCCESS","สามารถเข้าถึงข้อมูลได้"
"TID_AUTH_WECHAT_CANCEL","คุณได้ยกเลิกการเข้าถึงข้อมูล Wechat แล้ว"
"TID_AUTH_QQ_SUCCESS","สามารถเข้าถึงข้อมูลได้"
"TID_AUTH_QQ_CANCEL","คุณได้ยกเลิกการเข้าถึงข้อมูล QQ แล้ว"
"TID_TENCENT_AUTH_SUCCESS","สามารถเข้าถึงข้อมูลได้"
"TID_TENCENT_AUTH_CANCEL","คุณได้ยกเลิกการเข้าถึงข้อมูลล็อกอินแล้ว"
"TID_GOLDRUSH_57","อัญมณีไม่สิ้นสุด"
"TID_GOLDRUSH_58","ความสุขของนักสะสม"
"TID_GOLDRUSH_59","คมเฉือนคม"
"TID_GOLDRUSH_60","เที่ยวบินชั้นสูง"
"TID_GOLDRUSH_61","ซ้ายหรือขวา"
"TID_GOLDRUSH_62","เหมืองหินผา II"
"TID_GOLDRUSH_63","สวรรค์สีม่วง"
"TID_MASK_SPIKE_SKIN","สไปค์สวมหน้ากาก"
"TID_SUPER_FAN_EMZ_SKIN","แฟนพันธุ์แท้ เอมซ์"
"TID_SUGAR_RUSH_SANDY_SKIN","ชูการ์รัช แซนดี้"
"TID_LUNAR_SPROUT_SKIN","นักท่องดวงจันทร์ สเปราต์"
"TID_TRIXIE_COLETTE_SKIN","อสูรน้อย โคเล็ตต์"
"TID_EL_ATOMICO_SKIN","เอล อะตอมิโก้"
"TID_POCO_STARR_SKIN","โปโค่ Starr"
"TID_MASK_SPIKE_SKIN_SHOP","สไปค์\nสวมหน้ากาก"
"TID_SUPER_FAN_EMZ_SKIN_SHOP","แฟนพันธุ์แท้\nเอมซ์"
"TID_SUGAR_RUSH_SANDY_SKIN_SHOP","ชูการ์รัช\nแซนดี้"
"TID_LUNAR_SPROUT_SKIN_SHOP","นักท่องดวงจันทร์\nสเปราต์"
"TID_TRIXIE_COLETTE_SKIN_SHOP","อสูรน้อย\nโคเล็ตต์"
"TID_EL_ATOMICO_SKIN_SHOP","เอล อะตอมิโก้"
"TID_POCO_STARR_SKIN_SHOP","โปโค่\nStarr"
"TID_IAP_STARR_09001","ข้อเสนอพิเศษ"
"TID_IAP_STARR_09002","แพ็คฤดูกาล"
"TID_IAP_STARR_09003","แพ็คคุ้มจุใจ"
"TID_IAP_STARR_09004","แพ็คคุ้มจุใจ"
"TID_IAP_STARR_09005","แพ็คเทศกาลไหว้พระจันทร์"
"TID_IAP_STARR_09006","แพ็คเทศกาลไหว้พระจันทร์"
"TID_SHOP_OFFER_PURCHASE_ERROR_6","การซื้อข้อเสนอนี้อยู่ระหว่างการดำเนินการ"
"TID_SHOP_OFFER_PURCHASE_ERROR_7","ยังไม่ได้ปลดล็อคตัวเลือกการซื้อสำหรับข้อเสนอนี้"
"TID_SHOP_OFFER_PURCHASE_ERROR_8","ซื้อไม่ได้หากยอดคงเหลืออัญมณีติดลบ"
"TID_FRIENDLY_MIN_TEAMS","ต้องมีทีมอย่างน้อย 2 ทีมเพื่อเล่นโหมดนี้"
"TID_FRIENDLY_MIN_PLAYERS","ต้องมีผู้เล่นอย่างน้อย 2 คนเพื่อเล่นโหมดนี้"
"TID_GOLDRUSH_32T","มุมอันตราย"
"TID_GOLDRUSH_33T","เขย่ง ก้าว กระโดด"
"TID_GOLDRUSH_34T","แรงเกินพิกัด"
"TID_CC_POPUP_TITLE_BRAWLOWEEN","ความท้าทายบรอว์โอวีน"
"TID_CC_POPUP_TITLE_BRAWLIDAYS","ความท้าทายคู่หู"
"TID_CC_POPUP_TITLE_SOLO","ความท้าทายเดี่ยว"
"TID_CC_POPUP_QUALIFY_INFO_GENERIC","เอาชนะความท้าทายเพื่อรับสกิน <SKIN> และแพ็คอีโมจิสุดพิเศษ!"
"TID_QUALIFIED_INFO_GENERIC","ยินดีด้วย คุณชนะ <CHALLENGE> แล้ว! คุณได้ปลดล็อคสกิน <SKIN> และแพ็คอีโมจิสุดพิเศษ!"
"TID_CC_POPUP_QUALIFY_INFO_GENERIC_NO_PIN","เอาชนะความท้าทายเพื่อชิงสกิน <SKIN>!"
"TID_QUALIFIED_INFO_GENERIC_NO_PIN","ยินดีด้วย คุณชนะ <CHALLENGE> แล้ว! คุณได้ปลดล็อคสกิน <SKIN>!"
"TID_BATTLE_END_BRAWLOWEEN_WIN_INFO","ยินดีด้วย! คุณชนะความท้าทายบรอว์โอวีนแล้ว!"
"TID_BATTLE_END_GENERIC_WIN_INFO","ยินดีด้วย! คุณชนะความท้าทาย!"
"TID_CHALLENGE_TEASER_INFO_GENERIC","เตรียมตัวให้พร้อมสำหรับ <CHALLENGE>!\n\nชนะ <WIN> ครั้งและรับสกิน <SKIN> และแพ็คอีโมจิสุดพิเศษฟรี! เล่นกับเพื่อนหรือใช้ฟีเจอร์ \qค้นหาทีม\q เพื่อเพิ่มโอกาสชนะ\n\nความท้าทายจะเปิดให้เล่นเพียง <DURATION> ชั่วโมงเท่านั้น ดังนั้นทำให้เต็มที่นะ!"
"TID_CHALLENGE_TEASER_INFO_GENERIC_NO_PIN","เตรียมตัวให้พร้อมสำหรับ <CHALLENGE>!\n\nชนะ <WIN> ครั้งและรับสกิน <SKIN>! เล่นกับเพื่อนหรือใช้ฟีเจอร์ \qค้นหาทีม\q เพื่อเพิ่มโอกาสชนะ\n\nความท้าทายจะเปิดให้เล่นเพียง <DURATION> ชั่วโมงเท่านั้น ดังนั้นทำให้เต็มที่นะ!"
"TID_ACCESSORY_BULL_STOMP","ตัวเบรก"
"TID_ACCESSORY_BULL_STOMP_DESC","บูลสามารถหยุดท่าไม้ตายของเขา และทำให้คู่ต่อสู้ใกล้ๆ ช้าลงได้ด้วยการกระทืบเท้าอย่างรุนแรงเป็นเวลา <c00cc00><VALUE1></c> วินาที"
"TID_ACCESSORY_REWIND","รองเท้าจอมกวน"
"TID_ACCESSORY_REWIND_DESC","แม็กซ์โผล่ไปที่ใดก็ได้ที่เธอเลือกหลังจากรอเป็นเวลา <c00cc00><VALUE1></c> วินาที และฟื้นฟูความเสียหายใดๆ ก็ตามที่เธอได้รับในเวลานั้น"
"TID_ACCESSORY_EXTRA_BEE","รังผึ้งพิโรธ"
"TID_ACCESSORY_EXTRA_BEE_DESC","บีทริซปลดปล่อยผึ้งเกรี้ยวกราด <c00cc00><VALUE1></c> ตัววนเป็นวงกลมรอบตัว และสร้างความเสียหายมากขึ้นเรื่อยๆ เมื่อพวกมันกระจายวงกว้างออกไป (ความเสียหายสูงสุด <c00cc00><VALUE2></c>)"
"TID_ACCESSORY_BARREL_SLOW","ถังไม้น้ำมันดิน"
"TID_ACCESSORY_BARREL_SLOW_DESC","ดารีลสร้างพื้นที่รอบตัวให้ทุกคนเคลื่อนไหวได้ช้าลงเป็นเวลา <c00cc00><VALUE1></c> วินาที"
"TID_ACCESSORY_SHAMAN_SHIELD","ขนเฟอร์ปลอม"
"TID_ACCESSORY_SHAMAN_SHIELD_DESC","หมีของนิต้าได้รับโล่ป้องกันความเสียหาย <c00cc00><VALUE2>%</c> เป็นเวลา <c00cc00><VALUE1></c> วินาทีต่อจากนี้"
"TID_ACCESSORY_WALLY_REPOSITION","เครื่องปลูกถ่าย"
"TID_ACCESSORY_WALLY_REPOSITION_DESC","สเปราต์ทำลายพุ่มไม้ล้อมที่มีอยู่ในปัจจุบัน ซึ่งจะทำให้ท่าไม้ตายของมันชาร์จเต็มอีกครั้งในทันที"
"TID_ACCESSORY_MEGA_ROCKET","เชื้อเพลิงจรวด"
"TID_ACCESSORY_MEGA_ROCKET_DESC","การโจมตีครั้งต่อไปของบร็อคจะใช้จรวดเมก้าซึ่งใหญ่กว่า เร็วกว่า และระเบิดเป็นระยะกว้างกว่า ซึ่งจะทำลายกำแพงและสร้างความเสียหายพิเศษอีก <c00cc00><VALUE1>%</c>"
"TID_ACCESSORY_WHIRLWIND_FLY","ตะขอเกี่ยว"
"TID_ACCESSORY_WHIRLWIND_FLY_DESC","การโจมตีครั้งต่อไปของคาร์ลใช้อีเต้อดึงตัวเขาไปยังจุดที่ไกลที่สุดของการโจมตี"
"TID_ACCESSORY_ARCADE_DOUBLE","กระสุนพิเศษ"
"TID_ACCESSORY_ARCADE_DOUBLE_DESC","การโจมตีครั้งต่อไปของ 8 บิตจะมีจำนวนกระสุนเพิ่มขึ้นเป็น <c00cc00><VALUE1></c> นัด"
"TID_ACCESSORY_GUNSLINGER_BIG_BULLET","กระสุนเงิน"
"TID_ACCESSORY_GUNSLINGER_BIG_BULLET_DESC","การโจมตีครั้งต่อไปของโคลท์จะเป็นการยิงกระสุนทรงพลังหนึ่งนัดซึ่งสร้างความเสียหายเท่ากับการยิงกระสุนปกติ <c00cc00><VALUE1></c> เท่า ไม่ว่าจะยิงถูกสิ่งกีดขวางหรือคู่ต่อสู้ก็ตาม"
"TID_MULTIPLE_PURCHASE_RESTART_WARNING_TITLE","เริ่มการซื้อใหม่อีกครั้งหรือไม่?"
"TID_MULTIPLE_PURCHASE_RESTART_WARNING","การซื้อข้อเสนอนี้ได้ดำเนินการไปก่อนหน้านี้แล้ว ข้อเสนอนี้สามารถซื้อได้เพียงครั้งเดียวเท่านั้น การซื้อหลายครั้งโดยไม่ตั้งใจจะไม่มอบไอเท็มแบบเดียวกันให้เป็นครั้งที่สอง หากคุณแน่ใจว่าได้ยกเลิกการซื้อในครั้งก่อนหน้าไปแล้ว คุณสามารถลองเสี่ยงซื้อใหม่ได้อีกครั้ง ต้องการดำเนินการต่อหรือไม่?"
"TID_FIRE_DUDE","แอมเบอร์"
"TID_FIRE_DUDE_SHORT_DESC","นักพ่นไฟ"
"TID_FIRE_DUDE_DESC","แอมเบอร์หลงใหลในไฟมาตลอด เธอชอบนำความสว่างไสวมาให้แก่ชาวโลก และนำความร้อนแรงมาให้กับคู่ต่อสู้ที่กล้าเข้าใกล้เธอ!"
"TID_FIRE_DUDE_WEAPON","ลมหายใจมังกร"
"TID_FIRE_DUDE_WEAPON_DESC","แอมเบอร์พ่นเปลวไฟเพลิงนรกใส่คู่ต่อสู้ ดูสวยแต่\nร้ายกาจสุดๆ โปรดระวัง ไม่งั้นตัวเกรียมแน่นอน!"
"TID_FIRE_DUDE_ULTI","เผาให้ราบ!"
"TID_FIRE_DUDE_ULTI_DESC","แอมเบอร์โยนขวดบรรจุไฟเหลวก่อนจุดชนวนด้วยการพ่นไฟ พุ่มไม้และบรอว์เลอร์คู่ต่อสู้จะถูกเผาเป็นขนมปังปิ้ง! (โยนทีละขวด!)"
"TID_SPEC_ABI_FIRE_DUDE_1","ไฟกลางไพร"
"TID_SPEC_ABI_FIRE_DUDE_1_DESC","แอมเบอร์สามารถสร้างแอ่งเชื้อเพลิงสองแอ่งบนพื้นในเวลาเดียวกัน เธอจะชาร์จท่าไม้ตายโดยอัตโนมัติเมื่อยืนอยู่ใกล้แอ่งใดแอ่งหนึ่ง"
"TID_SPEC_ABI_FIRE_DUDE_2","ช่วงชิงเพลิงไฟ"
"TID_SPEC_ABI_FIRE_DUDE_2_DESC","เมื่ออยู่ใกล้แอ่งไฟเหลว แอมเบอร์จะดึงพลังมาใช้โหลดการพ่นไฟของตัวเองให้เร็วขึ้น <c00cc00><VALUE1>%</c>"
"TID_ACCESSORY_FIRE_DUDE_SPILL","ไม้ขีดไฟ"
"TID_ACCESSORY_FIRE_DUDE_SPILL_DESC","แอมเบอร์วิ่งเร็วเป็นเวลา <c00cc00><VALUE1></c> วินาทีในขณะที่เทไฟเหลว ซึ่งเธอสามารถจุดให้ลุกไหม้ได้"
"TID_EMOTE_EQUIP_ALREADY_IN_USE","อีโมจินี้พร้อมใช้แล้ว!"
"TID_ALLIANCE_CHAT_DISABLED_FOR_YP_IN_NON_FF","คุณสามารถแชตได้ในเฉพาะคลับที่เหมาะกับเยาวชนเท่านั้น"
"TID_KING_OF_HILL_15F","หลุมกระแทก"
"TID_KING_OF_HILL_16F","วงแหวนไฟ"
"TID_KING_OF_HILL_17F","เจ็บนี้ไม่ลืม"
"TID_KING_OF_HILL_18F","ปล่องพิฆาต"
"TID_KING_OF_HILL_19F","จุดตรวจ"
"TID_WANTED_30T","หนีฉับไว"
"TID_BANKHEIST_29T","หมุนรอบ"
"TID_EMOTE_BUNDLE_ROSALLOWEEN","อีโมจิบรอว์โอวีนโรซ่า"
"TID_EMOTE_BUNDLE_WF","อีโมจิชิงแชมป์โลก"
"TID_EMOTE_PLAYERS","ของผู้เล่น"
"TID_KING_OF_HILL_30","โปรดระวัง"
"TID_KING_OF_HILL_31","เซอร์ไพรส์ร้อนฉ่า"
"TID_PLAYER_MAP_SLOT_CREATE_NEW_TITLE","สร้างใหม่!"
"TID_PLAYER_MAP_SLOT_CREATE_NEW_DESC","ตัวสร้างแผนที่"
"TID_KING_OF_HILL_20F","ศึกแมลงเต่าทอง"
"TID_CONTEXT_MENU_EDIT","แก้ไข"
"TID_CONTEXT_MENU_RENAME","เปลี่ยนชื่อ"
"TID_CONTEXT_MENU_DELETE","ลบ"
"TID_CONTEXT_MENU_SUBMIT","ส่ง"
"TID_MAP_EDITOR_RENAME_MAP_TITLE","เปลี่ยนชื่อแผนที่"
"TID_MAP_EDITOR_PENDING","รอดำเนินการ โปรดลองใหม่อีกครั้งในภายหลัง"
"TID_MAP_EDITOR_RENAME_OK","เปลี่ยนชื่อแผนที่แล้ว"
"TID_MAP_EDITOR_UNAVAILABLE_TROPHY_LIMIT","คุณต้องมีถ้วยรางวัล <NUM> ถ้วยเพื่อใช้ตัวสร้างแผนที่"
"TID_MAP_EDITOR_NAME_ERROR","เปลี่ยนชื่อแผนที่ล้มเหลว"
"TID_MAP_EDITOR_NAME_EMPTY_NAME","ไม่สามารถเว้นว่างชื่อแผนที่ได้"
"TID_MAP_EDITOR_NAME_SHORT_NAME","ชื่อแผนที่สั้นเกินไป"
"TID_MAP_EDITOR_NAME_LONG_NAME","ชื่อแผนที่ยาวเกินไป"
"TID_MAP_EDITOR_NAME_INVALID_NAME","ชื่อแผนที่ไม่เป็นที่ยอมรับ"
"TID_MAP_EDITOR_NAME_OK","เปลี่ยนชื่อแผนที่แล้ว"
"TID_MAP_EDITOR_MAP_DELETE_TITLE","ลบแผนที่"
"TID_MAP_EDITOR_MAP_DELETE_TEXT","คุณแน่ใจหรือไม่ว่าต้องการลบ\n<NAME>"
"TID_MAP_EDITOR_MAP_DELETE_OK","แผนที่ถูกลบแล้ว"
"TID_MAP_EDITOR_MAP_DELETE_ERROR","เกิดข้อผิดพลาดระหว่างการลบแผนที่"
"TID_MAP_EDITOR_QUIT_TITLE","ออกจากตัวสร้างแผนที่หรือไม่?"
"TID_MAP_EDITOR_QUIT_TEXT","หากคุณออกตอนนี้ คุณจะเสียการเปลี่ยนแปลงที่ยังไม่ได้บันทึก"
"TID_MAP_EDITOR_PLACEMENT_MODE_NORMAL","โหมดจัดวาง: วางบล็อคเดียว"
"TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_X","โหมดจัดวาง: วางบล็อคเหมือนกันในแนวนอน"
"TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_Y","โหมดจัดวาง: วางบล็อคเหมือนกันในแนวตั้ง"
"TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_DIAGONAL","โหมดจัดวาง: วางบล็อคเหมือนกันในแนวทแยง"
"TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_BOTH","โหมดจัดวาง: วางบล็อคเหมือนกันทั้งหมด"
"TID_MAP_EDITOR_BUTTON_QUIT","ออก"
"TID_MAP_EDITOR_BUTTON_UNDO","เลิกทำ"
"TID_MAP_EDITOR_BUTTON_REDO","ทำซ้ำ"
"TID_MAP_EDITOR_BUTTON_LOAD","โหลด"
"TID_MAP_EDITOR_BUTTON_SAVE","บันทึก"
"TID_MAP_EDITOR_BUTTON_CLEAR_ALL","ลบทั้งหมด"
"TID_MAP_EDITOR_BUTTON_GRID","ตารางกริด"
"TID_MAP_EDITOR_BUTTON_MODIFIERS","ตัวดัดแปลง"
"TID_MAP_EDITOR_CANNOT_SAVE","ไม่สามารถบันทึกแผนที่ได้ มีการจัดวางที่ผิดกฎของเกม"
"TID_MAP_EDITOR_CANNOT_SAVE_BLOCK_SPACING","ช่องว่างระหว่างวัตถุเล็กเกินไป"
"TID_MAP_EDITOR_CANNOT_SAVE_WATER","มีบล็อคน้ำบล็อคเดียวไม่ได้"
"TID_MAP_EDITOR_CANNOT_SAVE_CLOSED_AREA","มีพื้นที่ปิดไม่ได้"
"TID_MAP_EDITOR_CANNOT_SAVE_RESTRICTED_AREA","วางวัตถุตรงนี้ไม่ได้"
"TID_MAP_EDITOR_CANNOT_SAVE_MAX_OBJECTS","วางวัตถุนี้ถึงจำนวนสูงสุดแล้ว"
"TID_MAP_EDITOR_SAVE_ERROR","เกิดข้อผิดพลาดระหว่างบันทึกแผนที่"
"TID_MAP_EDITOR_SAVE_OK","แผนที่ได้รับการบันทึกแล้ว"
"TID_MAP_EDITOR_HEIST_SAFE","แต่ละทีมต้องมีตู้นิรภัยหนึ่งตู้ในฝั่งของตัวเองบนแผนที่"
"TID_MAP_EDITOR_SECOND_TELEPORT","ต้องวางเทเลพอร์ตอันที่สอง"
"TID_MAP_EDITOR_SECOND_SPAWN_POINT","การจัดวางจุดเกิดไม่ถูกต้อง"
"TID_MAP_EDITOR_BUTTON_REMOVE","ลบ"
"TID_MAP_EDITOR_HOT_ZONE_AREA","คุณต้องวางโซนร้อน"
"TID_MAP_EDITOR_SIEGE_BOLT","คุณต้องวางจุดเกิดสลัก"
"TID_MAP_EDITOR_MODIFIERS_TITLE","ตัวดัดแปลง"
"TID_PLAYER_MAP_SLOT_MAPS_MADE","แผนที่ที่สร้างแล้ว: <NUM>/<MAX>"
"TID_PLAYER_MAP_SLOT_DRAFT_MAPS","แผนที่ที่กำลังสร้าง: <NUM>/<MAX>"
"TID_PLAYER_MAP_SLOT_STATUS","สถานะ: <STATUS>"
"TID_PLAYER_MAP_SLOT_STATUS_UNKNOWN","ไม่ทราบ"
"TID_PLAYER_MAP_SLOT_STATUS_DRAFT","กำลังสร้าง"
"TID_PLAYER_MAP_SLOT_STATUS_SUBMITTED","ส่งแล้ว <APPROVAL>"
"TID_PLAYER_MAP_SLOT_STATUS_GREENLIGHTED","ผ่านแล้ว"
"TID_PLAYER_MAP_SLOT_STATUS_PUBLISHED","เผยแพร่แล้ว"
"TID_PLAYER_MAP_SLOT_STATUS_PUBLISHED_VOTE","เผยแพร่แล้ว <VOTE>"
"TID_PLAYER_MAP_SLOT_STATUS_BANNED","ถูกแบน"
"TID_PLAYER_MAP_SLOT_STATUS_WINNER","ผู้ชนะ"
"TID_PLAYER_MAP_SLOT_STATUS_REJECTED","ถูกปฏิเสธ"
"TID_PLAYER_MAP_SLOT_STATUS_FEATURED","เข้าร่วมแล้ว <VOTE>"
"TID_PLAYER_MAP_STATUS_INFO_TITLE","สถานะแผนที่ของคุณ"
"TID_PLAYER_MAP_STATUS_INFO_DRAFT","คุณสามารถส่งแผนที่ใหม่ให้อนุมัติสำหรับการต่อสู้ฉันมิตรได้ คุณสามารถเผยแพร่แผนที่เป็นแผนที่ท้าชิงประจำวันได้ หากผู้เล่นอื่นอนุมัติ"
"TID_PLAYER_MAP_STATUS_INFO_SUBMITTED","ถ้ามีผู้เล่นอนุมัติแผนที่ในการต่อสู้ฉันมิตรมากพอ แผนที่นั้นก็จะสามารถเข้าสู่การประกวดแผนที่ได้ การแก้ไขจะทำให้แผนที่กลับสู่สถานะกำลังสร้างและการอนุมัติที่ได้รับมาก่อนหน้าจะถูกเพิกถอน"
"TID_PLAYER_MAP_STATUS_INFO_GREENLIGHTED","เมื่อผู้เล่นคนอื่นๆ อนุมัติแล้ว แผนที่ของคุณก็จะเข้าสู่การประกวดแผนที่ได้ โปรดทราบ! การแก้ไขแผนที่จะทำให้การอนุมัติที่ได้รับมาก่อนหน้าถูกเพิกถอน"
"TID_PLAYER_MAP_STATUS_INFO_PUBLISHED","แผนที่ที่ได้รับการเผยแพร่จะได้เป็นส่วนหนึ่งในการประกวดแผนที่ และผู้เล่นคนอื่นๆ ที่เข้าร่วมจะสามารถเล่นในแผนที่นั้นได้ แผนที่ที่ชนะจะได้ตำแหน่งในอีเวนท์ผู้ชนะจากการโหวต"
"TID_PLAYER_MAP_STATUS_INFO_BANNED","แผนที่ที่ถูกแบนจะไม่สามารถแก้ไขได้ และจะลบทิ้งได้เท่านั้น"
"TID_PLAYER_MAP_STATUS_INFO_REJECTED","หากแผนที่ของคุณถูกปฏิเสธ อย่ากังวลไป เพราะคุณยังสามารถแก้ไข ปรับปรุง รวมทั้งส่งแผนที่ใหม่ได้"
"TID_PLAYER_MAP_STATUS_INFO_WINNER","เราได้ผู้ชนะแล้ว! ยินดีด้วย! แผนที่ที่ชนะจะไปปรากฏใน\nอีเวนท์ผู้ชนะ"
"TID_PLAYER_MAP_STATUS_INFO_FEATURED","แผนที่ที่เข้าร่วมแล้วจะปรากฏอยู่ในช่องผู้ท้าชิงประจำวัน โดยแผนที่ที่ชนะการโหวตของผู้เล่นจะปรากฏในอีเวนท์ผู้ชนะ"
"TID_PLAYER_MAP_STATUS_INFO_DRAFT_AUTOREVIEW","คุณสามารถส่งแผนที่ใหม่เพื่อเข้าร่วมการประกวดแผนที่ได้ แผนที่ที่ส่งแล้วจะได้รับการตรวจสอบว่ามีเนื้อหาที่ไม่เหมาะสมหรือไม่ก่อน จากนั้นแผนที่ต้องได้รับสถานะผ่านแล้วก่อนเผยแพร่"
"TID_PLAYER_MAP_STATUS_INFO_SUBMITTED_AUTOREVIEW","แผนที่ที่ส่งแล้วต้องรอรับสถานะผ่านเพื่อเผยแพร่ ซึ่งหลังจากนั้นแผนที่จะเข้าสู่การประกวดแผนที่ การแก้ไขจะทำให้แผนที่กลับสู่สถานะกำลังสร้างและการอนุมัติที่ได้รับมาก่อนหน้าจะถูกเพิกถอน"
"TID_PLAYER_MAP_STATUS_INFO_GREENLIGHTED_AUTOREVIEW","เมื่อได้รับการอนุมัติแล้ว แผนที่ของคุณก็จะเข้าสู่การประกวดแผนที่ได้ โปรดทราบ! การแก้ไขแผนที่จะทำให้สถานะผ่านแล้วถูกเพิกถอน"
