Name,Conf,Disabled,Campaigns,IconOverride,SkinGroupId,ObtainType,ObtainTypeCN,LastChance,MasterSkin,PetSkin,PetSkin2,CostClubCoins,CostStarPoints,CostGems,CostCoins,TID,ShopTID,Features,CommunityCredit,MaterialsFile,BlueTexture,RedTexture,BlueSpecular,RedSpecular,OutlineShader
WhirlwindDarkTide,WhirlwindDarkTide,,,,,,,,,,,,10000,,,TID_DARK_TIDE_CARL_SKIN,TID_DARK_TIDE_CARL_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,"carl_pirate_tex.pvr+hue(masks/carl/carl_bandana_msk.png,25.115999)+value(masks/carl/carl_bandana_msk.png,0.581000)+hue(masks/carl/carl_belt_msk.png,121.394997)+value(masks/carl/carl_boots_gloves_msk.png,0.349000)+saturation(masks/carl/carl_bright_boot_glove_msk.png,1.279000)+hue(masks/carl/carl_coat_trunks_msk.png,318.140015)+value(masks/carl/carl_bright_boot_glove_msk.png,0.814000)+value(masks/carl/carl_belt_msk.png,1.163000)+value(masks/carl/carl_coat_trunks_msk.png,0.116000)+value(masks/carl/carl_hat_msk.png,0.465000)+saturation(masks/carl/carl_hat_msk.png,3.372000)+hue(masks/carl/carl_hat_msk.png,309.766998)+saturation(masks/carl/carl_coat_trunks_msk.png,0.814000)+value(masks/carl/carl_sleeves_msk.png,0.116000)+hue(masks/carl/carl_sleeves_msk.png,226.046997)+saturation(masks/carl/carl_sleeves_msk.png,9.186000)+value(masks/carl/carl_x_msk.png,0.465000)+hue(masks/carl/carl_x_msk.png,29.302000)+hue(masks/carl/carl_ship_handle_msk.png,192.557999)+value(masks/carl/carl_ship_handle_msk.png,0.349000)+hue(masks/carl/carl_ship_metal_msk.png,192.557999)+saturation(masks/carl/carl_ship_metal_msk.png,0.581000)+value(masks/carl/carl_ship_metal_msk.png,0.581000)+hue(masks/carl/carl_ship_skull_msk.png,175.813995)+saturation(masks/carl/carl_ship_skull_msk.png,0.116000)+saturation(masks/carl/carl_hull_msk.png,0.814000)+value(masks/carl/carl_hull_msk.png,0.581000)","carl_pirate_tex.pvr+hue(masks/carl/carl_bandana_msk.png,25.115999)+value(masks/carl/carl_bandana_msk.png,0.581000)+hue(masks/carl/carl_belt_msk.png,121.394997)+value(masks/carl/carl_boots_gloves_msk.png,0.349000)+saturation(masks/carl/carl_bright_boot_glove_msk.png,1.279000)+hue(masks/carl/carl_coat_trunks_msk.png,318.140015)+value(masks/carl/carl_bright_boot_glove_msk.png,0.814000)+value(masks/carl/carl_belt_msk.png,1.163000)+value(masks/carl/carl_coat_trunks_msk.png,0.116000)+value(masks/carl/carl_hat_msk.png,0.465000)+saturation(masks/carl/carl_hat_msk.png,3.372000)+hue(masks/carl/carl_hat_msk.png,309.766998)+saturation(masks/carl/carl_coat_trunks_msk.png,0.814000)+value(masks/carl/carl_sleeves_msk.png,0.116000)+hue(masks/carl/carl_sleeves_msk.png,226.046997)+saturation(masks/carl/carl_sleeves_msk.png,9.186000)+value(masks/carl/carl_x_msk.png,0.465000)+hue(masks/carl/carl_x_msk.png,29.302000)+hue(masks/carl/carl_ship_handle_msk.png,192.557999)+value(masks/carl/carl_ship_handle_msk.png,0.349000)+hue(masks/carl/carl_ship_metal_msk.png,192.557999)+saturation(masks/carl/carl_ship_metal_msk.png,0.581000)+value(masks/carl/carl_ship_metal_msk.png,0.581000)+hue(masks/carl/carl_ship_skull_msk.png,175.813995)+saturation(masks/carl/carl_ship_skull_msk.png,0.116000)+saturation(masks/carl/carl_hull_msk.png,0.814000)+value(masks/carl/carl_hull_msk.png,0.581000)","carl_pirate_tex.pvr+hue(masks/carl/carl_belt_msk.png,129.766998)+hue(masks/carl/carl_coat_trunks_msk.png,221.860001)+saturation(masks/carl/carl_hat_msk.png,1.628000)+hue(masks/carl/carl_sleeves_msk.png,180.000000)+saturation(masks/carl/carl_sleeves_msk.png,3.721000)+hue(masks/carl/carl_x_msk.png,0.000000)+value(masks/carl/carl_sleeves_msk.png,0.581000)+value(masks/carl/carl_x_msk.png,0.581000)+hue(masks/carl/carl_bandana_msk.png,16.743999)+value(masks/carl/carl_bandana_msk.png,0.581000)+hue(masks/carl/carl_ship_metal_msk.png,188.371994)+saturation(masks/carl/carl_ship_metal_msk.png,0.349000)+value(masks/carl/carl_ship_metal_msk.png,0.930000)+value(masks/carl/carl_ship_skull_msk.png,0.349000)+hue(masks/carl/carl_ship_skull_msk.png,159.070007)","carl_pirate_tex.pvr+hue(masks/carl/carl_belt_msk.png,129.766998)+hue(masks/carl/carl_coat_trunks_msk.png,221.860001)+saturation(masks/carl/carl_hat_msk.png,1.628000)+hue(masks/carl/carl_sleeves_msk.png,180.000000)+saturation(masks/carl/carl_sleeves_msk.png,3.721000)+hue(masks/carl/carl_x_msk.png,0.000000)+value(masks/carl/carl_sleeves_msk.png,0.581000)+value(masks/carl/carl_x_msk.png,0.581000)+hue(masks/carl/carl_bandana_msk.png,16.743999)+value(masks/carl/carl_bandana_msk.png,0.581000)+hue(masks/carl/carl_ship_metal_msk.png,188.371994)+saturation(masks/carl/carl_ship_metal_msk.png,0.349000)+value(masks/carl/carl_ship_metal_msk.png,0.930000)+value(masks/carl/carl_ship_skull_msk.png,0.349000)+hue(masks/carl/carl_ship_skull_msk.png,159.070007)",
RuffsRonin,RuffsRonin,,BRAWLPASS,,,7,7,,,,,,,149,,TID_RONIN_RUFFS_SKIN,TID_RONIN_RUFFS_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,ruffs_ronin_tex.pvr,ruffs_ronin_tex.pvr,ruffs_ronin_tex.pvr,ruffs_ronin_tex.pvr,
RuffsCoverDefault,RuffsCoverDefault,,,,,,,,,,,,,,,,,,,,,,,,
PercenterCrew,PercenterCrew,,LNY_2021,,,4,4,,,MechanicTurretTanuki,,,,79,,TID_NAVIGATOR_COLETTE_SKIN,TID_NAVIGATOR_COLETTE_SHOP,"MODEL,TEXTURE,VFX",,,colette_crew_tex.pvr,colette_crew_tex.pvr,colette_crew_tex.pvr,colette_crew_tex.pvr,
ElectroSniperDefault,ElectroSniperDefault,,,,,,,,,HealingStationSummer,,,,,,,,,,,belle_tex.pvr,belle_tex.pvr,belle_tex.pvr,belle_tex.pvr,
StickyBombDefault,StickyBombDefault,,,,,,,,,,,,,,,,,,,,squeak_tex.pvr,squeak_tex.pvr,squeak_tex.pvr,squeak_tex.pvr,
BaseballVigilante,BaseballVigilante,,,,,,,,,,,,,49,,TID_BIBILANTE_SKIN,TID_BIBILANTE_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,bibi_vigilante_tex.pvr,bibi_vigilante_tex.pvr,bibi_vigilante_tex.pvr,bibi_vigilante_tex.pvr,
ArtilleryDudeSmuggler,ArtilleryDudeSmuggler,,RANKED,,,,,,,ArtilleryDudeSmugglerTurret,,,25000,,,TID_SMUGGLER_PENNY_SKIN,TID_SMUGGLER_PENNY_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,penny_smuggler_tex.pvr,penny_smuggler_tex.pvr,penny_smuggler_tex.pvr,penny_smuggler_tex.pvr,
ArtilleryDudeSmugglerTurret,ArtilleryTurretSmuggler,,,,,,,,,,,,,,,,,,,,penny_smuggler_tex.pvr,penny_smuggler_tex.pvr,penny_smuggler_tex.pvr,penny_smuggler_tex.pvr,
TntDudePsg,TntDudePsg,,PSG,,,,,,,,,,,149,,TID_PSG_MIKE_SKIN,TID_PSG_MIKE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,dynamike_psg_tex.pvr,dynamike_psg_tex.pvr,dynamike_psg_tex.pvr,dynamike_psg_tex.pvr,
RollerWhite,RollerWhite,,,,,,,,,,,,,29,,TID_SUPERSTAR_STU_SKIN,TID_SUPERSTAR_STU_SKIN_SHOP,TEXTURE,,,stu_white_tex.pvr,stu_white_tex.pvr,stu_white_tex.pvr,stu_white_tex.pvr,
CrossBomberDefault,CrossBomberDefault,,,,,,,,,,,,,,,,,,,,grom_tex.pvr,grom_tex.pvr,grom_tex.pvr,grom_tex.pvr,
SpeedBoosterDefault,SpeedBoosterDefault,,,,,,,,,,,,,,,,,,,,stu_tex.pvr,stu_tex.pvr,stu_tex.pvr,stu_tex.pvr,
FireDudeMasked,FireDudeMasked,,LEGENDARYSET,,,,,,,,,,,149,,TID_AMBER_DE_LA_VEGA_SKIN,TID_AMBER_DE_LA_VEGA_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,amber_masked_tex.pvr,amber_masked_tex.pvr,amber_masked_tex.pvr,amber_masked_tex.pvr,
EnragerDuel,EnragerDuel,,,,,,,,,,,,,79,,TID_QUICK_DRAW_EDGAR_SKIN,TID_QUICK_DRAW_EDGAR_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,edgar_duelist_tex.pvr,edgar_duelist_tex.pvr,edgar_duelist_tex.pvr,edgar_duelist_tex.pvr,
BlackHoleMisfortune,BlackHoleMisfortune,,,,,,,,,,,,,149,,TID_MISFORTUNE_TARA_SKIN,TID_MISFORTUNE_TARA_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,tara_misfortune_tex.pvr,tara_misfortune_tex.pvr,tara_misfortune_tex.pvr,tara_misfortune_tex.pvr,
ArcadePiano,ArcadePiano,,RANKED,,,,,,,DamageBoosterPiano,,,25000,,,TID_SALOON_8BIT_SKIN,TID_SALOON_8BIT_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,SFX",,,8bit_piano_tex.pvr,8bit_piano_tex.pvr,8bit_piano_tex.pvr,8bit_piano_tex.pvr,
BeeSniperCat,BeeSniperCat,,,,,,,,,BeeSniperSlowPotDefault,,,,79,,TID_NEKO_BEA_SKIN,TID_NEKO_BEA_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,bea_luckycat_tex.pvr,bea_luckycat_tex.pvr,bea_luckycat_tex.pvr,bea_luckycat_tex.pvr,
BeeSniperCatGold,BeeSniperCatGold,,,,,,,,,BeeSniperSlowPotDefault,,,,149,,TID_GOLD_NEKO_BEA_SKIN,TID_GOLD_NEKO_BEA_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,bea_goldcat_tex.pvr,bea_goldcat_tex.pvr,bea_goldcat_tex.pvr,bea_goldcat_tex.pvr,
RuffsMarshall,RuffsMarshall,,,,,,,,,,,,,79,,TID_MARSHAL_RUFFS_SKIN,TID_MARSHAL_RUFFS_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,ruffs_marshal_tex.pvr,ruffs_marshal_tex.pvr,ruffs_marshal_tex.pvr,ruffs_marshal_tex.pvr,
SandstormLantern,SandstormLantern,,LEGENDARYSET,,,,,,,,,,,149,,TID_LANTERN_SANDY_SKIN,TID_LANTERN_SANDY_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,sandy_lantern_tex.pvr,sandy_lantern_tex.pvr,sandy_lantern_tex.pvr,sandy_lantern_tex.pvr,
RopeDudeDefault,RopeDudeDefault,,,,,,,,,,,,,,,,,,,,buzz_tex.pvr,buzz_tex.pvr,buzz_tex.pvr,buzz_tex.pvr,
AssaultShotgunDefault,AssaultShotgunDefault,,,,,,,,,,,,,,,,,,,,griff_tex.pvr,griff_tex.pvr,griff_tex.pvr,griff_tex.pvr,
BeeSniperArchvillain,BeeSniperArchvillain,,SC_MAKE,,,,,,,BeeSniperSlowPotDefault,,,,79,,TID_ARCHVILLAIN_BEA_SKIN,TID_ARCHVILLAIN_BEA_SKIN_SHOP,"MODEL,TEXTURE,VFX",Mike BlueG,,bea_archvillain_tex.pvr,bea_archvillain_tex.pvr,bea_archvillain_tex.pvr,bea_archvillain_tex.pvr,
BeeSniperArchvillainAddonBee,BeeSniperArchvillainAddonBee,,,,,,,,,,,,,,,,,,,,bea_archvillain_tex.pvr,bea_archvillain_tex.pvr,bea_archvillain_tex.pvr,bea_archvillain_tex.pvr,
PowerLevelerDIY,PowerLevelerDIY,,,,,,,,,,,,,49,,TID_DYI_SURGE_SKIN,TID_DYI_SURGE_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,surge_diy_tex.pvr,surge_diy_tex.pvr,surge_diy_tex.pvr,surge_diy_tex.pvr,
DamageBoosterPiano,DamageBoosterPiano,,,,,,,,,,,,,,,,,,,,8bit_piano_tex.pvr,8bit_piano_tex.pvr,8bit_piano_tex.pvr,8bit_piano_tex.pvr,
ElectroSniperBoss,ElectroSniperBoss,,BRAWLPASS,,,7,7,,,HealingStationSummer,,,,149,,TID_BELLE_GOLDHAND_SKIN,TID_BELLE_GOLDHAND_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,belle_boss_tex.pvr,belle_boss_tex.pvr,belle_boss_tex.pvr,belle_boss_tex.pvr,
BeeSniperCatAddonBee,BeeSniperCatAddonBee,,,,,,,,,,,,,,,,,,,,bea_luckycat_tex.pvr,bea_luckycat_tex.pvr,bea_luckycat_tex.pvr,bea_luckycat_tex.pvr,
BeeSniperCatGoldAddonBee,BeeSniperCatGoldAddonBee,,,,,,,,,,,,,,,,,,,,bea_goldcat_tex.pvr,bea_goldcat_tex.pvr,bea_goldcat_tex.pvr,bea_goldcat_tex.pvr,
ShamanGold,ShamanGold,,GOLD,,,,,,,ShamanBearGold,,,,,25000,TID_TRUE_GOLD_NITA_SKIN,TID_TRUE_GOLD_NITA_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,nita_gold_tex.pvr,nita_gold_tex.pvr,nita_gold_tex.pvr,nita_gold_tex.pvr,
ShamanSilver,ShamanSilver,,SILVER,,,,,,,ShamanBearSilver,,,,,10000,TID_TRUE_SILVER_NITA_SKIN,TID_TRUE_SILVER_NITA_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,nita_silver_tex.pvr,nita_silver_tex.pvr,nita_silver_tex.pvr,nita_silver_tex.pvr,
ShamanBearGold,ShamanBearDefault,,,,,,,,,,,,,,,,,,,gold_materials.scw,nita_bear_gold_tex.pvr,nita_bear_gold_tex.pvr,nita_bear_gold_tex.pvr,nita_bear_gold_tex.pvr,
ShamanBearSilver,ShamanBearDefault,,,,,,,,,,,,,,,,,,,silver_materials.scw,nita_bear_silver_tex.pvr,nita_bear_silver_tex.pvr,nita_bear_silver_tex.pvr,nita_bear_silver_tex.pvr,
CactusGold,CactusGold,,GOLD,,,,,,,,,,,,25000,TID_TRUE_GOLD_SPIKE,TID_TRUE_GOLD_SPIKE_SHOP,"MODEL,TEXTURE",,gold_materials.scw,spike_gold_tex.pvr,spike_gold_tex.pvr,spike_gold_tex.pvr,spike_gold_tex.pvr,
CactusSilver,CactusSilver,,SILVER,,,,,,,,,,,,10000,TID_TRUE_SILVER_SPIKE,TID_TRUE_SILVER_SPIKE_SHOP,"MODEL,TEXTURE",,silver_materials.scw,spike_silver_tex.pvr,spike_silver_tex.pvr,spike_silver_tex.pvr,spike_silver_tex.pvr,
GunslingerBadass,GunslingerBadass,,BRAWLPASS,,,7,7,,,,,,,79,,TID_GUNSLINGER_COLT_SKIN,TID_GUNSLINGER_COLT_SKIN_SHOP,"MODEL,TEXTURE",,,colt_badass_tex.pvr,colt_badass_tex.pvr,colt_badass_tex.pvr,colt_badass_tex.pvr,
HookDudeGold,HookDudeGold,,GOLD,,,,,,,,,,,,25000,TID_TRUE_GOLD_GENE,TID_TRUE_GOLD_GENE_SHOP,"MODEL,TEXTURE",,gold_materials.scw,gene_gold_tex.pvr,gene_gold_tex.pvr,gene_gold_tex.pvr,gene_gold_tex.pvr,
HookDudeSilver,HookDudeSilver,,SILVER,,,,,,,,,,,,10000,TID_TRUE_SILVER_GENE,TID_TRUE_SILVER_GENE_SHOP,"MODEL,TEXTURE",,silver_materials.scw,gene_silver_tex.pvr,gene_silver_tex.pvr,gene_silver_tex.pvr,gene_silver_tex.pvr,
IceDudeBurger,IceDudeBurger,,,,,,,,,,,,,79,,TID_BURGER_LOU_SKIN,TID_BURGER_LOU_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,lou_burger_tex.pvr,lou_burger_tex.pvr,lou_burger_tex.pvr,lou_burger_tex.pvr,
DrillerJetski,DrillerJetski,,RANKED,,,,,,,,,,25000,,,TID_JETSKI_JACKY_SKIN,TID_JETSKI_JACKY_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,SFX",,,,,,,
WhirlwindSurfer,WhirlwindSurfer,,BRAWLPASS,,,7,7,,,,,,,149,,TID_SURFER_CARL_SKIN,TID_SURFER_CARL_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,carl_surfer_tex.pvr,carl_surfer_tex.pvr,carl_surfer_tex.pvr,carl_surfer_tex.pvr,
RosaCoco,RosaCoco,,,,,,,,,,,,,149,,TID_COCO_ROSA_SKIN,TID_COCO_ROSA_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,,,,,
SpeedyHermes,SpeedyHermes,,,,,,,,,,,,,79,,TID_HERMES_MAX_SKIN,TID_HERMES_MAX_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,,,,,
UndertakerBeach,UndertakerBeach,,,,,,,,,,,,,49,,TID_BEACHTIME_MORTIS_SKIN,TID_BEACHTIME_MORTIS_SKIN_SHOP,"MODEL,TEXTURE",,,,,,,
NinjaDino,NinjaDino,,LEGENDARYSET,,,,,,,,,,,79,,TID_DINO_LEON_SKIN,TID_DINO_LEON_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,leon_dino_tex.pvr,leon_dino_tex.pvr,leon_dino_tex.pvr,leon_dino_tex.pvr,
UseMe1,BallDefault,,,,,,,,,,,,,,,,,,,,,,,,
TntDudeFlamengo,TntDudeFlamengo,,LAML,icon_laml_flamengo,4,3,3,,,,,,,49,,TID_FLAMENGO_MIKE_SKIN,TID_FLAMENGO_MIKE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,dynamike_footbrawl_flamengo_tex.pvr,dynamike_footbrawl_flamengo_tex.pvr,dynamike_footbrawl_flamengo_tex.pvr,dynamike_footbrawl_flamengo_tex.pvr,
TntDudeLduQuito,TntDudeLduQuito,,LAML,icon_laml_quito,4,3,3,,,,,,,49,,TID_LDU_QUITO_MIKE_SKIN,TID_LDU_QUITO_MIKE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,dynamike_footbrawl_quito_tex.pvr,dynamike_footbrawl_quito_tex.pvr,dynamike_footbrawl_quito_tex.pvr,dynamike_footbrawl_quito_tex.pvr,
TntDudeChivas,TntDudeChivas,,LAML,icon_laml_chivas,4,3,3,,,,,,,49,,TID_CHIVAS_MIKE_SKIN,TID_CHIVAS_MIKE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,dynamike_footbrawl_chivas_tex.pvr,dynamike_footbrawl_chivas_tex.pvr,dynamike_footbrawl_chivas_tex.pvr,dynamike_footbrawl_chivas_tex.pvr,
LuchadorUniversitario,LuchadorUniversitario,,LAML,icon_laml_universitario,5,3,3,,,,,,,49,,TID_UNIVERSITARIO_PRIMO_SKIN,TID_UNIVERSITARIO_PRIMO_SKIN_SHOP,"MODEL,TEXTURE",,,primo_footbrawl_peru_tex.pvr,primo_footbrawl_peru_tex.pvr,primo_footbrawl_peru_tex.pvr,primo_footbrawl_peru_tex.pvr,
LuchadorClubNacional,LuchadorClubNacional,,LAML,icon_laml_clubnacional,5,3,3,,,,,,,49,,TID_NACIONAL_PRIMO_SKIN,TID_NACIONAL_PRIMO_SKIN_SHOP,"MODEL,TEXTURE",,,primo_footbrawl_uruguay_tex.pvr,primo_footbrawl_uruguay_tex.pvr,primo_footbrawl_uruguay_tex.pvr,primo_footbrawl_uruguay_tex.pvr,
LuchadorCorinthians,LuchadorCorinthians,,LAML,icon_laml_corinthians,5,3,3,,,,,,,49,,TID_CORINTHIANS_PRIMO_SKIN,TID_CORINTHIANS_PRIMO_SKIN_SHOP,"MODEL,TEXTURE",,,primo_footbrawl_brazil_tex.pvr,primo_footbrawl_brazil_tex.pvr,primo_footbrawl_brazil_tex.pvr,primo_footbrawl_brazil_tex.pvr,
ShotgunGirlBocaJuniors,ShotgunGirlBocaJuniors,,LAML,icon_laml_bocajuniors,6,3,3,,,,,,,49,,TID_BOCA_SHELLY_SKIN,TID_BOCA_SHELLY_SKIN_SHOP,"MODEL,TEXTURE",,,shelly_footbrawl_argentina_tex.pvr,shelly_footbrawl_argentina_tex.pvr,shelly_footbrawl_argentina_tex.pvr,shelly_footbrawl_argentina_tex.pvr,
ShotgunGirlAmerica,ShotgunGirlAmerica,,LAML,icon_laml_america,6,3,3,,,,,,,49,,TID_AMERICA_SHELLY_SKIN,TID_AMERICA_SHELLY_SKIN_SHOP,"MODEL,TEXTURE",,,shelly_footbrawl_colombia_tex.pvr,shelly_footbrawl_colombia_tex.pvr,shelly_footbrawl_colombia_tex.pvr,shelly_footbrawl_colombia_tex.pvr,
ShotgunGirlUDeChile,ShotgunGirlUDeChile,,LAML,icon_laml_udechile,6,3,3,,,,,,,49,,TID_UDC_SHELLY_SKIN,TID_UDC_SHELLY_SKIN_SHOP,"MODEL,TEXTURE",,,shelly_footbrawl_chile_tex.pvr,shelly_footbrawl_chile_tex.pvr,shelly_footbrawl_chile_tex.pvr,shelly_footbrawl_chile_tex.pvr,
GunSlingerRiverPlate,GunSlingerRiverPlate,,LAML,icon_laml_riverplate,7,3,3,,,,,,,49,,TID_RIVER_PLATE_COLT_SKIN,TID_RIVER_PLATE_COLT_SKIN_SHOP,"MODEL,TEXTURE",,,colt_footbrawl_buenosaires_tex.pvr,colt_footbrawl_buenosaires_tex.pvr,colt_footbrawl_buenosaires_tex.pvr,colt_footbrawl_buenosaires_tex.pvr,
GunSlingerCerroPorteno,GunSlingerCerroPorteno,,LAML,icon_laml_cerroport,7,3,3,,,,,,,49,,TID_CERRO_PORTENO_COLT_SKIN,TID_CERRO_PORTENO_COLT_SKIN_SHOP,"MODEL,TEXTURE",,,colt_footbrawl_paraguay_tex.pvr,colt_footbrawl_paraguay_tex.pvr,colt_footbrawl_paraguay_tex.pvr,colt_footbrawl_paraguay_tex.pvr,
GunSlingerAtlNacional,GunSlingerAtlNacional,,LAML,icon_laml_atlnacional,7,3,3,,,,,,,49,,TID_ATL_NACIONAL_COLT_SKIN,TID_ATL_NACIONAL_COLT_SKIN_SHOP,"MODEL,TEXTURE",,,colt_footbrawl_medellin_tex.pvr,colt_footbrawl_medellin_tex.pvr,colt_footbrawl_medellin_tex.pvr,colt_footbrawl_medellin_tex.pvr,
GunslingerClubAmerica,GunslingerClubAmerica,,LAML,icon_laml_clubamerica,7,3,3,,,,,,,49,,TID_CLUB_AMERICA_COLT_SKIN,TID_CLUB_AMERICA_COLT_SKIN_SHOP,"MODEL,TEXTURE",,,colt_footbrawl_america_tex.pvr,colt_footbrawl_america_tex.pvr,colt_footbrawl_america_tex.pvr,colt_footbrawl_america_tex.pvr,
HealstationGold,HealstationDefault,,,,,,,,,,,,,,,,,,,gold_materials.scw,pam_gun_gold_tex.pvr,pam_gun_gold_tex.pvr,pam_gun_gold_tex.pvr,pam_gun_gold_tex.pvr,
HealstationSilver,HealstationDefault,,,,,,,,,,,,,,,,,,,silver_materials.scw,pam_gun_silver_tex.pvr,pam_gun_silver_tex.pvr,pam_gun_silver_tex.pvr,pam_gun_silver_tex.pvr,
UseMe4,BallDefault,,,,,,,,,,,,,,,,,,,,,,,,
GunslingerTrueGold,GunslingerTrueGold,,GOLD,,,,,,,,,,,,25000,TID_TRUE_GOLD_COLT_SKIN,TID_TRUE_GOLD_COLT_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,colt_gold_tex.pvr,colt_gold_tex.pvr,colt_gold_tex.pvr,colt_gold_tex.pvr,
GunslingerTrueSilver,GunslingerTrueSilver,,SILVER,,,,,,,,,,,,10000,TID_TRUE_SILVER_COLT_SKIN,TID_TRUE_SILVER_COLT_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,colt_silver_tex.pvr,colt_silver_tex.pvr,colt_silver_tex.pvr,colt_silver_tex.pvr,
SpawnerDudeTrueGold,SpawnerDudeTrueGold,,GOLD,,,,,,,SpawnerDudeTurretTrueGold,SpawnerPetTrueGold,,,,25000,TID_TRUE_GOLD_MRP_SKIN,TID_TRUE_GOLD_MRP_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials_clip.scw,mrp_gold_tex.pvr,mrp_gold_tex.pvr,mrp_gold_tex.pvr,mrp_gold_tex.pvr,
SpawnerDudeTrueSilver,SpawnerDudeTrueSilver,,SILVER,,,,,,,SpawnerDudeTurretTrueSilver,SpawnerPetTrueSilver,,,,10000,TID_TRUE_SILVER_MRP_SKIN,TID_TRUE_SILVER_MRP_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials_clip.scw,mrp_silver_tex.pvr,mrp_silver_tex.pvr,mrp_silver_tex.pvr,mrp_silver_tex.pvr,
SpawnerPetTrueGold,SpawnerPetTrueGold,,,,,,,,,,,,,,,,,,,gold_materials_clip.scw,mrp_spawner_gold_tex.pvr,mrp_spawner_gold_tex.pvr,mrp_spawner_gold_tex.pvr,mrp_spawner_gold_tex.pvr,
SpawnerDudeTurretTrueGold,SpawnerDudeTurretTrueGold,,,,,,,,,,,,,,,,,,,gold_materials_clip.scw,mrp_spawner_gold_tex.pvr,mrp_spawner_gold_tex.pvr,mrp_spawner_gold_tex.pvr,mrp_spawner_gold_tex.pvr,
SpawnerPetTrueSilver,SpawnerPetTrueSilver,,,,,,,,,,,,,,,,,,,silver_materials_clip.scw,mrp_spawner_silver_tex.pvr,mrp_spawner_silver_tex.pvr,mrp_spawner_silver_tex.pvr,mrp_spawner_silver_tex.pvr,
SpawnerDudeTurretTrueSilver,SpawnerDudeTurretTrueSilver,,,,,,,,,,,,,,,,,,,silver_materials_clip.scw,mrp_spawner_silver_tex.pvr,mrp_spawner_silver_tex.pvr,mrp_spawner_silver_tex.pvr,mrp_spawner_silver_tex.pvr,
Trophy,Trophy,,,,,,,,,,,,,,,,,,,,item_trophy.pvr,item_trophy.pvr,,,
TrophyBlueRed,TrophyBlueRed,,,,,,,,,,,,,,,,,,,,item_trophy_blue.pvr,item_trophy_red.pvr,,,
Volleyball,Volleyball,,,,,,,,,,,,,,,,,,,,,,,,
Basketball,Basketball,,,,,,,,,,,,,,,,,,,,,,,,
DeadMariachiPunk,DeadMariachiPunk,,PUNK,,,,,,,,,,,149,,TID_PUNK_POCO_SKIN,TID_PUNK_POCO_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,SFX",,,,,,,
RopeDudePunk,RopeDudePunk,,BRAWLPASS,,,7,7,,,,,,,149,,TID_PUNK_BUZZ_SKIN,TID_PUNK_BUZZ_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,SFX",,,buzz_punk_tex.pvr,buzz_punk_tex.pvr,buzz_punk_tex.pvr,buzz_punk_tex.pvr,
,,,PUNK,,,,,,,,,,,,,,,,,,,,,,
BaseballWarrior,BaseballWarrior,,,,,,,,,,,,,49,,TID_PUNK_BIBI_SKIN,TID_PUNK_BIBI_SKIN_SHOP,"MODEL,TEXTURE",,,bibi_warrior_tex.pvr,bibi_warrior_tex.pvr,bibi_warrior_tex.pvr,bibi_warrior_tex.pvr,
RollerPunk,RollerPunk,,PUNK,,,,,,,,,,,49,,TID_PUNK_STU_SKIN,TID_PUNK_STU_SKIN_SHOP,"MODEL,TEXTURE",,,stu_punk_tex.pvr,stu_punk_tex.pvr,stu_punk_tex.pvr,stu_punk_tex.pvr,
