Name,Disabled,FileName,ExportName,Character,Skin,IsPicto,BattleCategory,Rarity,EmoteType,SoundEffect,SfxIndex,LockedForChronos,EmoteBundles,IsDefaultBattleEmote
emoji_lolla_gg,,sc/ui.sc,emoji_lolla_gg,Duplicator,,,SPECIAL,RARE,GG,Lolla_Lead_VO,2,TRUE,,
emoji_lolla_phew,,sc/ui.sc,emoji_lolla_phew,Duplicator,,,SPECIAL,EPIC,PHEW,Lolla_Die_VO,3,TRUE,,
emoji_lolla_sad,,sc/ui.sc,emoji_lolla_sad,Duplicator,,,SAD,COMMON,SAD,Lolla_Die_VO,0,TRUE,,
emoji_lolla_special,,sc/ui.sc,emoji_lolla_special,Duplicator,,,SPECIAL,EPIC,SPECIAL,Lolla_Ulti_VO,0,TRUE,,
emoji_lolla_thanks,,sc/ui.sc,emoji_lolla_thanks,Duplicator,,,SPECIAL,EPIC,THANKS,Lolla_Lead_VO,0,TRUE,,
emoji_lolla_clap,,sc/ui.sc,emoji_lolla_clap,Duplicator,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,TRUE,,
emoji_lolla_chola,,sc/ui.sc,emoji_lolla_chola,Duplicator,DuplicatorChola,TRUE,SPECIAL,COLLECTORS,DEFAULT,Lolla_Start_VO,2,,,
emoji_lolla_chola_angry,,sc/ui.sc,emoji_lolla_chola_angry,Duplicator,DuplicatorChola,,SPECIAL,COLLECTORS,ANGRY,Lolla_Hurt_VO,0,,,
emoji_lolla_chola_gg,,sc/ui.sc,emoji_lolla_chola_gg,Duplicator,DuplicatorChola,,SPECIAL,COLLECTORS,GG,Lolla_Lead_VO,2,,,
emoji_lolla_chola_happy,,sc/ui.sc,emoji_lolla_chola_happy,Duplicator,DuplicatorChola,,SPECIAL,COLLECTORS,HAPPY,Lolla_Kill_VO,5,,,
emoji_lolla_chola_phew,,sc/ui.sc,emoji_lolla_chola_phew,Duplicator,DuplicatorChola,,SPECIAL,COLLECTORS,PHEW,Lolla_Die_VO,3,,,
emoji_lolla_chola_sad,,sc/ui.sc,emoji_lolla_chola_sad,Duplicator,DuplicatorChola,,SPECIAL,COLLECTORS,SAD,Lolla_Die_VO,0,,,
emoji_lolla_chola_special,,sc/ui.sc,emoji_lolla_chola_special,Duplicator,DuplicatorChola,,SPECIAL,COLLECTORS,SPECIAL,Lolla_Ulti_VO,0,,,
emoji_lolla_chola_thanks,,sc/ui.sc,emoji_lolla_chola_thanks,Duplicator,DuplicatorChola,,SPECIAL,COLLECTORS,THANKS,Lolla_Lead_VO,0,,,
emoji_lolla_chola_clap,,sc/ui.sc,emoji_lolla_chola_clap,Duplicator,DuplicatorChola,,SPECIAL,COLLECTORS,CLAP,Colt_Pin_Clap,0,,,
emoji_gene_brawloween,,sc/ui.sc,emoji_gene_brawloween,HookDude,HookDudeSwamp,,DEFAULT,COLLECTORS,DEFAULT,Gene_vo,2,,Brawloween,
emoji_mrp_brawloween,,sc/ui.sc,emoji_mrp_brawloween,SpawnerDude,SpawnerDudeDracula,,DEFAULT,COLLECTORS,DEFAULT,Mrp_Lead_VO,1,,Brawloween,
emoji_piper_brawloween,,sc/ui.sc,emoji_piper_brawloween,Sniper,Sniperrose,,DEFAULT,COLLECTORS,DEFAULT,Piper_Start,0,,Brawloween,
emoji_shelly_brawloween,,sc/ui.sc,emoji_shelly_brawloween,ShotgunGirl,ShotgunGirlWitch,,DEFAULT,COLLECTORS,DEFAULT,Shelly_Start,3,,Brawloween,
emoji_squeak_brawloween,,sc/ui.sc,emoji_squeak_brawloween,StickyBomb,StickyBombGhost,,DEFAULT,COLLECTORS,DEFAULT,Squeak_Start_VO,0,,Brawloween,
emoji_leon_brawloween,,sc/ui.sc,emoji_leon_brawloween,Ninja,NinjaWolf,,DEFAULT,COLLECTORS,DEFAULT,Leon_start_vo,2,,Brawloween,
emoji_stu_brawloween,,sc/ui.sc,emoji_stu_brawloween,Roller,RollerHeadless,,DEFAULT,COLLECTORS,DEFAULT,Stu_Start_VO,0,,Brawloween,
emoji_pumpkin_brawloween,,sc/ui.sc,emoji_pumpkin_brawloween,,,,HAPPY,COLLECTORS,SPECIAL,,,,,
emoji_champie_singlesday,,sc/ui.sc,emoji_champie_singlesday,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_grom,,sc/ui.sc,emoji_grom,CrossBomber,,TRUE,DEFAULT,DEFAULT,DEFAULT,Grom_Ulti_VO,0,,,
emoji_grom_angry,,sc/ui.sc,emoji_grom_angry,CrossBomber,,,ANGRY,COMMON,ANGRY,Grom_Hurt_VO,4,,,
emoji_grom_happy,,sc/ui.sc,emoji_grom_happy,CrossBomber,,,HAPPY,COMMON,HAPPY,Grom_Kill_VO,1,,,
emoji_grom_gg,,sc/ui.sc,emoji_grom_gg,CrossBomber,,,SPECIAL,RARE,GG,Grom_Start_VO,3,,,
emoji_grom_phew,,sc/ui.sc,emoji_grom_phew,CrossBomber,,,SPECIAL,EPIC,PHEW,Grom_Start_VO,1,,,
emoji_grom_sad,,sc/ui.sc,emoji_grom_sad,CrossBomber,,,SAD,COMMON,SAD,Grom_Die_VO,4,,,
emoji_grom_special,,sc/ui.sc,emoji_grom_special,CrossBomber,,,SPECIAL,EPIC,SPECIAL,Grom_Start_VO,5,,,
emoji_grom_thanks,,sc/ui.sc,emoji_grom_thanks,CrossBomber,,,SPECIAL,EPIC,THANKS,Grom_Lead_VO,3,,,
emoji_grom_clap,,sc/ui.sc,emoji_grom_clap,CrossBomber,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,,,
emoji_brawlmas_wreath,,sc/ui.sc,emoji_brawlmas_wreath,,,,HAPPY,COLLECTORS,SPECIAL,,,,,
emoji_brawlmas_candle,,sc/ui.sc,emoji_brawlmas_candle,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_brawlmas_candy,,sc/ui.sc,emoji_brawlmas_candy,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_brawlmas_deer,,sc/ui.sc,emoji_brawlmas_deer,,,,SPECIAL,COLLECTORS,SPECIAL,Colt_Pin_Clap,0,,,
emoji_brawlmas_gingerbreadman,,sc/ui.sc,emoji_brawlmas_gingerbreadman,,,,ANGRY,COLLECTORS,SPECIAL,,,,,
emoji_brawlmas_snowmball,,sc/ui.sc,emoji_brawlmas_snowmball,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_bo_xmas,,sc/ui.sc,emoji_bo_xmas,BowDude,BowDudeSanta,,DEFAULT,COLLECTORS,DEFAULT,Bo_ulti_vo,2,,Brawlidays,
emoji_dynamike_xmas,,sc/ui.sc,emoji_dynamike_xmas,TntDude,TntGuySanta,,DEFAULT,COLLECTORS,DEFAULT,Tnt_guy_start_vo,2,,,
emoji_frank_xmas,,sc/ui.sc,emoji_frank_xmas,HammerDude,HammerDudeXmas,,DEFAULT,COLLECTORS,DEFAULT,Frank_vo,2,,Brawlidays,
emoji_griff_xmas,,sc/ui.sc,emoji_griff_xmas,AssaultShotgun,AssaultShotgunSled,,DEFAULT,COLLECTORS,DEFAULT,Griff_Ulti_VO,0,,Brawlidays,
emoji_jacky_xmas,,sc/ui.sc,emoji_jacky_xmas,Driller,DrillerGift,,DEFAULT,COLLECTORS,DEFAULT,Jackie_Ulti_VO,1,,Brawlidays,
emoji_nita_xmas,,sc/ui.sc,emoji_nita_xmas,Shaman,ShamanReindeer,,DEFAULT,COLLECTORS,DEFAULT,Nita_kill,1,,,
emoji_penny_xmas,,sc/ui.sc,emoji_penny_xmas,ArtilleryDude,ArtilleryGalElf,,DEFAULT,COLLECTORS,DEFAULT,Penny_start,0,,,
emoji_spike_xmas,,sc/ui.sc,emoji_spike_xmas,Cactus,CactusLog,,DEFAULT,COLLECTORS,DEFAULT,,,,Brawlidays,
emoji_tick_xmas,,sc/ui.sc,emoji_tick_xmas,ClusterBombDude,ClusterBombDudeSnowman,,DEFAULT,COLLECTORS,DEFAULT,Tick_vo_1,0,,Brawlidays,
emoji_lou_stvalentines,,sc/ui.sc,emoji_lou_stvalentines,IceDude,IceDudeCrooner,,DEFAULT,COLLECTORS,DEFAULT,,,,Brawlentines,
emoji_piper_stvalentines,,sc/ui.sc,emoji_piper_stvalentines,Sniper,SniperValentines,,DEFAULT,COLLECTORS,DEFAULT,,,,Brawlentines,
emoji_poco_stvalentines,,sc/ui.sc,emoji_poco_stvalentines,DeadMariachi,PocoValentine,,DEFAULT,COLLECTORS,DEFAULT,,,,Brawlentines,
emoji_primo_stvalentines,,sc/ui.sc,emoji_primo_stvalentines,Luchador,LuchadorCorazon,,DEFAULT,COLLECTORS,DEFAULT,,,,Brawlentines,
emoji_lny_fan,,sc/ui.sc,emoji_lny_fan,,,,HAPPY,COLLECTORS,SPECIAL,,,,,
emoji_lny_flower,,sc/ui.sc,emoji_lny_flower,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_lny_kite,,sc/ui.sc,emoji_lny_kite,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_lny_pocket,,sc/ui.sc,emoji_lny_pocket,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_lny_tiger,,sc/ui.sc,emoji_lny_tiger,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_fang,,sc/ui.sc,emoji_fang,KickerDude,,TRUE,DEFAULT,DEFAULT,DEFAULT,Fang_Start_VO,2,TRUE,,
emoji_fang_angry,,sc/ui.sc,emoji_fang_angry,KickerDude,,,ANGRY,COMMON,ANGRY,Fang_Hurt_VO,1,TRUE,,
emoji_fang_happy,,sc/ui.sc,emoji_fang_happy,KickerDude,,,HAPPY,COMMON,HAPPY,Fang_Start_VO,1,TRUE,,
emoji_fang_gg,,sc/ui.sc,emoji_fang_gg,KickerDude,,,SPECIAL,RARE,GG,Fang_Lead_VO,5,TRUE,,
emoji_fang_phew,,sc/ui.sc,emoji_fang_phew,KickerDude,,,SPECIAL,EPIC,PHEW,Fang_Hurt_VO,4,TRUE,,
emoji_fang_sad,,sc/ui.sc,emoji_fang_sad,KickerDude,,,SAD,COMMON,SAD,Fang_Die_VO,1,TRUE,,
emoji_fang_special,,sc/ui.sc,emoji_fang_special,KickerDude,,,SPECIAL,EPIC,SPECIAL,Fang_Ulti_VO,4,TRUE,,
emoji_fang_thanks,,sc/ui.sc,emoji_fang_thanks,KickerDude,,,SPECIAL,EPIC,THANKS,Fang_Lead_VO,3,TRUE,,
emoji_fang_clap,,sc/ui.sc,emoji_fang_clap,KickerDude,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,TRUE,,
emoji_grom_challenge_angry,,sc/ui.sc,emoji_grom_challenge_angry,,,,ANGRY,COLLECTORS,SPECIAL,,,,,
emoji_grom_challenge_special,,sc/ui.sc,emoji_grom_challenge_special,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_fang_sayan,,sc/ui.sc,emoji_fang_sayan,KickerDude,KickerDudeFurious,TRUE,SPECIAL,COLLECTORS,DEFAULT,Fang_Start_VO,2,,,
emoji_fang_sayan_angry,,sc/ui.sc,emoji_fang_sayan_angry,KickerDude,KickerDudeFurious,,SPECIAL,COLLECTORS,ANGRY,Fang_Hurt_VO,1,,,
emoji_fang_sayan_happy,,sc/ui.sc,emoji_fang_sayan_happy,KickerDude,KickerDudeFurious,,SPECIAL,COLLECTORS,HAPPY,Fang_Start_VO,1,,,
emoji_fang_sayan_gg,,sc/ui.sc,emoji_fang_sayan_gg,KickerDude,KickerDudeFurious,,SPECIAL,COLLECTORS,GG,Fang_Lead_VO,5,,,
emoji_fang_sayan_phew,,sc/ui.sc,emoji_fang_sayan_phew,KickerDude,KickerDudeFurious,,SPECIAL,COLLECTORS,PHEW,Fang_Hurt_VO,4,,,
emoji_fang_sayan_sad,,sc/ui.sc,emoji_fang_sayan_sad,KickerDude,KickerDudeFurious,,SPECIAL,COLLECTORS,SAD,Fang_Die_VO,1,,,
emoji_fang_sayan_special,,sc/ui.sc,emoji_fang_sayan_special,KickerDude,KickerDudeFurious,,SPECIAL,COLLECTORS,SPECIAL,Fang_Ulti_VO,4,,,
emoji_fang_sayan_thanks,,sc/ui.sc,emoji_fang_sayan_thanks,KickerDude,KickerDudeFurious,,SPECIAL,COLLECTORS,THANKS,Fang_Lead_VO,3,,,
emoji_fang_sayan_clap,,sc/ui.sc,emoji_fang_sayan_clap,KickerDude,KickerDudeFurious,,SPECIAL,COLLECTORS,CLAP,Colt_Pin_Clap,0,,,
emoji_brawlie,,sc/ui.sc,emoji_brawlie,,,,HAPPY,COLLECTORS,SPECIAL,,,,,
emoji_primo_stvalentines_special,,sc/ui.sc,emoji_primo_stvalentines_special,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_primo_LNY2022,,sc/ui.sc,emoji_primo_LNY2022,Luchador,LuchadorTiger,,DEFAULT,COLLECTORS,DEFAULT,,,,Lny22,
emoji_barley_LNY2022,,sc/ui.sc,emoji_barley_LNY2022,Barkeep,BarkeepDrunken,,DEFAULT,COLLECTORS,DEFAULT,,,,Lny22,
emoji_nita_LNY2022,,sc/ui.sc,emoji_nita_LNY2022,Shaman,ShamanDragon,,DEFAULT,COLLECTORS,DEFAULT,,,,Lny22,
emoji_edgar_LNY2022,,sc/ui.sc,emoji_edgar_LNY2022,Enrager,EnragerSnake,,DEFAULT,COLLECTORS,DEFAULT,,,,Lny22,
emoji_rosa_LNY2022,,sc/ui.sc,emoji_rosa_LNY2022,Rosa,RosaBP,,DEFAULT,COLLECTORS,DEFAULT,,,,Lny22,
emoji_matcherino,,sc/ui.sc,emoji_matcherino,,,,DEFAULT,COLLECTORS,SPECIAL,,,,,
emoji_esports22_edgar,,sc/ui.sc,emoji_esports22_edgar,,,,DEFAULT,COLLECTORS,SPECIAL,,,,,
emoji_esports22_sprout,,sc/ui.sc,emoji_esports22_sprout,,,,DEFAULT,COLLECTORS,DEFAULT,,,,,
emoji_esports22_rosa,,sc/ui.sc,emoji_esports22_rosa,,,,DEFAULT,COLLECTORS,GG,,,,,
emoji_eve,,sc/ui.sc,emoji_eve,Flea,,TRUE,DEFAULT,DEFAULT,DEFAULT,Flea_Start_VO,0,TRUE,,
emoji_eve_angry,,sc/ui.sc,emoji_eve_angry,Flea,,,ANGRY,COMMON,ANGRY,Flea_Hurt_VO,0,TRUE,,
emoji_eve_happy,,sc/ui.sc,emoji_eve_happy,Flea,,,HAPPY,COMMON,HAPPY,Flea_Kill_VO,5,TRUE,,
emoji_eve_gg,,sc/ui.sc,emoji_eve_gg,Flea,,,SPECIAL,RARE,GG,Flea_Ulti_VO,8,TRUE,,
emoji_eve_phew,,sc/ui.sc,emoji_eve_phew,Flea,,,SPECIAL,EPIC,PHEW,Flea_Hurt_VO,3,TRUE,,
emoji_eve_sad,,sc/ui.sc,emoji_eve_sad,Flea,,,SAD,COMMON,SAD,Flea_Die_VO,0,TRUE,,
emoji_eve_special,,sc/ui.sc,emoji_eve_special,Flea,,,SPECIAL,EPIC,SPECIAL,Flea_Start_VO,5,TRUE,,
emoji_eve_thanks,,sc/ui.sc,emoji_eve_thanks,Flea,,,SPECIAL,EPIC,THANKS,Flea_Ulti_VO,4,TRUE,,
emoji_eve_clap,,sc/ui.sc,emoji_eve_clap,Flea,,,SPECIAL,RARE,CLAP,Colt_Pin_Clap,0,TRUE,,
emoji_eve_cactus,,sc/ui.sc,emoji_eve_cactus,Flea,FleaSpaceCactus,TRUE,SPECIAL,COLLECTORS,DEFAULT,Flea_Start_VO,0,,,
emoji_eve_cactus_angry,,sc/ui.sc,emoji_eve_cactus_angry,Flea,FleaSpaceCactus,,SPECIAL,COLLECTORS,ANGRY,Flea_Hurt_VO,0,,,
emoji_eve_cactus_happy,,sc/ui.sc,emoji_eve_cactus_happy,Flea,FleaSpaceCactus,,SPECIAL,COLLECTORS,HAPPY,Flea_Kill_VO,5,,,
emoji_eve_cactus_gg,,sc/ui.sc,emoji_eve_cactus_gg,Flea,FleaSpaceCactus,,SPECIAL,COLLECTORS,GG,Flea_Ulti_VO,8,,,
emoji_eve_cactus_phew,,sc/ui.sc,emoji_eve_cactus_phew,Flea,FleaSpaceCactus,,SPECIAL,COLLECTORS,PHEW,Flea_Hurt_VO,3,,,
emoji_eve_cactus_sad,,sc/ui.sc,emoji_eve_cactus_sad,Flea,FleaSpaceCactus,,SPECIAL,COLLECTORS,SAD,Flea_Die_VO,0,,,
emoji_eve_cactus_special,,sc/ui.sc,emoji_eve_cactus_special,Flea,FleaSpaceCactus,,SPECIAL,COLLECTORS,SPECIAL,Flea_Start_VO,5,,,
emoji_eve_cactus_thanks,,sc/ui.sc,emoji_eve_cactus_thanks,Flea,FleaSpaceCactus,,SPECIAL,COLLECTORS,THANKS,Flea_Ulti_VO,4,,,
emoji_eve_cactus_clap,,sc/ui.sc,emoji_eve_cactus_clap,Flea,FleaSpaceCactus,,SPECIAL,COLLECTORS,CLAP,Colt_Pin_Clap,0,,,
emoji_matcherino_win,,sc/ui.sc,emoji_matcherino_win,,,,HAPPY,COLLECTORS,SPECIAL,,,,,
emoji_ramadan_special,,sc/ui.sc,emoji_ramadan_special,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_bo_biodome,,sc/ui.sc,emoji_bo_biodome,BowDude,BowDudeWasp,,DEFAULT,COLLECTORS,DEFAULT,,,,,
emoji_edgar_biodome,,sc/ui.sc,emoji_edgar_biodome,Enrager,EnragerVine,,DEFAULT,COLLECTORS,DEFAULT,,,,Biodome,
emoji_belle_biodome,,sc/ui.sc,emoji_belle_biodome,ElectroSniper,ElectroSniperPlanthunter,,DEFAULT,COLLECTORS,DEFAULT,,,,Biodome,
emoji_meg_biodome,,sc/ui.sc,emoji_meg_biodome,MechaDude,MechaDudeRhino,,DEFAULT,COLLECTORS,DEFAULT,,,,Biodome,
emoji_mrp_biodome,,sc/ui.sc,emoji_mrp_biodome,SpawnerDude,SpawnerDudeFly,,DEFAULT,COLLECTORS,DEFAULT,,,,Biodome,
emoji_rosa_biodome,,sc/ui.sc,emoji_rosa_biodome,Rosa,RosaMantis,,DEFAULT,COLLECTORS,DEFAULT,,,,Biodome,
emoji_sprout_biodome,,sc/ui.sc,emoji_sprout_biodome,Wally,WallyWeirdPlant,,DEFAULT,COLLECTORS,DEFAULT,,,,Biodome,
emoji_rico_biodome,,sc/ui.sc,emoji_rico_biodome,TrickshotDude,TrickshotDudeFirefly,,DEFAULT,COLLECTORS,DEFAULT,,,,Biodome,
emoji_grom_easter,,sc/ui.sc,emoji_grom_easter,,,,HAPPY,COLLECTORS,SPECIAL,,,,,
emoji_aprilfools,,sc/ui.sc,emoji_aprilfools,,,,HAPPY,COLLECTORS,SPECIAL,,,,,
