"TID","TH"
"TID_PHOENIX_JANET_SKIN_SHOP","แจเน็ต\nยอดมนุษย์สาวปีกเพลิง"
"TID_LORD_OF_GOD_GROM_SKIN","กร็อม ยอดผู้พิทักษ์"
"TID_LORD_OF_GOD_GROM_SKIN_SHOP","กร็อม\nยอดผู้พิทักษ์"
"TID_CHUCK_ELECTRO_SKIN","ชัค ยอดมนุษย์\nอิเล็กดรอยด์"
"TID_CHUCK_ELECTRO_SKIN_SHOP","ชัค ยอดมนุษย์\nอิเล็กดรอยด์"
"TID_TIME_PROTECTOR_BUSTER_SKIN","บัสเตอร์ ยอดมนุษย์กลกาล"
"TID_TIME_PROTECTOR_BUSTER_SKIN_SHOP","บัสเตอร์\nยอดมนุษย์กลกาล"
"TID_DARK_KNIGHT_LUMI_SKIN","อัศวินเงาลูมี่"
"TID_DARK_KNIGHT_LUMI_SKIN_SHOP","อัศวินเงา\nลูมี่"
"TID_JURASSIC_FINX_SKIN","จูราสสิคฟิงซ์"
"TID_JURASSIC_FINX_SKIN_SHOP","จูราสสิคฟิงซ์"
"TID_FIENDISH_AMBER_SKIN","แอมเบอร์ ผู้โหดเหี้ยม"
"TID_FIENDISH_AMBER_SKIN_SHOP","แอมเบอร์ ผู้โหดเหี้ยม"
"TID_BEACH_BELLE_SKIN","เบลล์ ชุดชายหาด"
"TID_BEACH_BELLE_SKIN_SHOP","เบลล์ ชุดชายหาด"
"TID_FIRST_MATE_FANG_SKIN","ต้นเรือแฟง"
"TID_FIRST_MATE_FANG_SKIN_SHOP","ต้นเรือแฟง"
"TID_CORED_EVE_SKIN","อีฟ ยานแอปเปิ้ล"
"TID_CORED_EVE_SKIN_SHOP","อีฟ\nยานแอปเปิ้ล"
"TID_TRUE_GOLD_JUJU_SKIN","จูจู ร่างทองล้วน"
"TID_TRUE_GOLD_JUJU_SKIN_SHOP","จูจู\nร่างทองล้วน"
"TID_TRUE_SILVER_JUJU_SKIN","จูจู ร่างเงินล้วน"
"TID_TRUE_SILVER_JUJU_SKIN_SHOP","จูจู\nร่างเงินล้วน"
"TID_TRUE_GOLD_MEEPLE_SKIN","มีเปิ้ล ร่างทองล้วน"
"TID_TRUE_GOLD_MEEPLE_SKIN_SHOP","มีเปิ้ล\nร่างทองล้วน"
"TID_TRUE_SILVER_MEEPLE_SKIN","มีเปิ้ล ร่างเงินล้วน"
"TID_TRUE_SILVER_MEEPLE_SKIN_SHOP","มีเปิ้ล\nร่างเงินล้วน"
"TID_TRUE_GOLD_OLLIE_SKIN","ออลลี่ ร่างทองล้วน"
"TID_TRUE_GOLD_OLLIE_SKIN_SHOP","ออลลี่\nร่างทองล้วน"
"TID_TRUE_SILVER_OLLIE_SKIN","ออลลี่ ร่างเงินล้วน"
"TID_TRUE_SILVER_OLLIE_SKIN_SHOP","ออลลี่\nร่างเงินล้วน"
"TID_TRUE_GOLD_SHADE_SKIN","เฉด ร่างทองล้วน"
"TID_TRUE_GOLD_SHADE_SKIN_SHOP","เฉด\nร่างทองล้วน"
"TID_TRUE_SILVER_SHADE_SKIN","เฉด ร่างเงินล้วน"
"TID_TRUE_SILVER_SHADE_SKIN_SHOP","เฉด\nร่างเงินล้วน"
"TID_INBOX_COMPETITIVE_POINTS_UNCLAIMABLE","ปลดล็อคโหมดจัดอันดับที่ถ้วยรางวัล 1000 ถ้วย"
"TID_COMPETITIVE_PASS_UNLOCK_PASS","เปิดใช้ Pro Pass เพื่อปลดล็อครางวัลพรีเมียม!"
"TID_COMPETITIVE_PASS_GET_MORE_POINTS","เก็บค่าประสบการณ์ Pro Pass เพิ่มเพื่อปลดล็อครางวัลนี้!"
"TID_INBOX_MSG_RANKED_ELO_RESTORED","<ELO> แต้มคืนกลับไปยังคะแนนอันดับของคุณด้วยตัวเอง"
"TID_DAILY_STREAK_RESET_IN","<TIME>"
"TID_ALTERNATOR","แจยอง"
"TID_ALTERNATOR_DESC","แจยองเป็นพนักงานออฟฟิศ\nธรรมดาๆ ในตอนกลางวัน แต่พอตกกลางคืน เขากลายร่างเป็นเทพคาราโอเกะ... หรืออย่างน้อยเขาก็คิดแบบนั้น แต่คนอื่นคิดว่าอย่างไรก็ไม่รู้"
"TID_ALTERNATOR_WEAPON","จะงานจะตี้พี่จัดเต็ม"
"TID_ALTERNATOR_WEAPON_DESC","ปากระเป๋าเอกสารหรือขวดทะลุทะลวงออกไป การปาจะส่งผลแตกต่างกันตามโหมดของแจยอง\nทำงาน: สร้างความเสียหายน้อยลง แต่จะสร้างกระแสลมด้วยการปาที่เพิ่มความเร็วให้กับเพื่อนร่วมทีมและตัวเขาเอง\nปาร์ตี้: เยียวยาเพื่อนร่วมทีมด้วยการปาทะลุทะลวงที่สร้างความเสียหาย"
"TID_ALTERNATOR_ULTI","ปรับสมดุลชีวิต!"
"TID_ALTERNATOR_ULTI_DESC","แจยองเปลี่ยนไปมาระหว่างโหมดทำงานและโหมดปาร์ตี้! การเปลี่ยนโหมดจะเปลี่ยนการโจมตีหลักของแจยองและเปิดใช้ความสามารถที่เข้าคู่กัน\nทำงาน: เพิ่มความเร็วในการเคลื่อนที่ให้เพื่อนร่วมทีมทั้งหมดที่อยู่ใกล้ๆ ชั่วคราว\nปาร์ตี้: เยียวยาเพื่อนร่วมทีมทั้งหมดที่อยู่ใกล้ๆ"
"TID_ALTERNATOR_SP_1","แฟนชานท์สลาลม"
"TID_ALTERNATOR_SP_1_DESC","เมื่ออยู่ใกล้เพื่อนร่วมทีม แจยองจะมีความเร็วเพิ่มขึ้น <c00cc00><VALUE1>%</c> ต่อจำนวนเพื่อนร่วมทีมในระยะ"
"TID_ALTERNATOR_SP_2","ไฮโน้ตสูงทะลุฟ้า"
"TID_ALTERNATOR_SP_2_DESC","ตอนนี้การโจมตีหลักจะสร้างความเสียหายเพิ่มเติม <c00cc00><VALUE1>%</c> ต่อจำนวนเป้าหมายที่ยิงทะลุทะลวง"
"TID_ALTERNATOR_GADGET_1","แท่งไฟเชียร์สนั่น"
"TID_ALTERNATOR_GADGET_1_DESC","สร้างความเสียหายเป็นบริเวณ และเพิ่มความเสียหายการโจมตีหลักเป็นระยะเวลา <c00cc00><VALUE1></c> วินาที"
"TID_ALTERNATOR_GADGET_2","ตลับเทปเพลงทร็อท"
"TID_ALTERNATOR_GADGET_2_DESC","แจยองทำให้ศัตรูที่อยู่รอบๆ เคลื่อนไหวช้าลง การโจมตีของเขายังทิ้งเอกสารไว้เป็นทางซึ่งจะลดความเร็วเป็นระยะเวลา <c00cc00><VALUE1></c> วินาที"
"TID_TITLE_MASTERY_JAE","โชคชะตาข้ากำหนด"
"TID_GEISHA","คาเซะ"
"TID_GEISHA_DESC","คาเซะได้รับการเลี้ยงดูจากพ่อแม่ให้เก่งกาจเยี่ยงอาวุธที่มีชีวิต แต่ทว่านี่ไม่ใช่ชีวิตที่เธอต้องการ หลังจากหลบหนีมายัง Starr Park กับเคนจิ ในที่สุดตอนนี้เธอก็ได้ใช้ชีวิตอย่างที่ใจปรารถนา อย่างไรก็ตามเธอยังตัดใจเลือกไม่ได้ระหว่างโลกสองใบ ด้านหนึ่งที่เธอเป็นเกอิชาผู้อ่อนน้อม และอีกด้านที่เธอเป็นนินจาทักษะร้ายกาจ"
"TID_GEISHA_WEAPON","บริการคาเซะจัดส่ง"
"TID_GEISHA_WEAPON_DESC","คาเซะพุ่งเป็นระยะทางสั้นๆ และโจมตีเป้าหมายที่อยู่ใกล้ที่สุด คาเซะมี \qพื้นที่จู่โจม\q ซึ่งเป็นมุมกำหนดตายตัวรอบตัวเธอ\nการโจมตีศัตรูที่อยู่ในพื้นที่จู่โจมจะสร้างความเสียหาย <c00cc00><VALUE1></c>% และรีเซ็ตตำแหน่งพื้นที่จู่โจมใหม่"
"TID_GEISHA_ULTI","มรสุมลมพัดหวน"
"TID_GEISHA_ULTI_DESC","คาเซะขว้างพัดและก่อให้เกิดเป็นลมพัดมฤตยูในพื้นที่ ศัตรูที่อยู่ในมรสุมลมพัดหวนจะมองไม่เห็นบริเวณภายนอก มรสุมลมพัดหวนยังสร้างความเสียหายให้กับศัตรูเมื่อพวกเขาไปสัมผัสโดนมรสุมด้วย"
"TID_GEISHA_TRANSFORMED_WEAPON","ดาวกระจายไร้เสียง"
"TID_GEISHA_TRANSFORMED_WEAPON_DESC","คาเซะปามีด 2 เล่มติดต่อกัน ยิ่งเป้าหมายอยู่ใกล้เท่าไหร่ มีดจะสร้างความเสียหายมากขึ้นเท่านั้น"
"TID_GEISHA_TRANSFORMED_ULTI","ฤทธิ์หมัดดาวบรอว์"
"TID_GEISHA_TRANSFORMED_ULTI_DESC","คาเซะพุ่งระยะไกลและทำเครื่องหมายบนศัตรูที่เธอพุ่งผ่าน เครื่องหมายเหล่านั้นจะระเบิดหลังจากเวลาผ่านไป <c00cc00><VALUE1></c> วินาที"
"TID_GEISHA_SP_1","ศิลปะชั้นสูง"
"TID_GEISHA_SP_1_DESC","การโจมตีศัตรูที่อยู่ในพื้นที่จู่โจมจะทำให้ศัตรูเคลื่อนไหวช้าลง <c00cc00><VALUE1>%</c> เป็นระยะเวลา <c00cc00><VALUE2></c> วินาที"
"TID_GEISHA_SP_1_DESC_EXTRA","เมื่อศัตรูที่ถูกทำเครื่องหมายพ่ายแพ้ ศัตรูคนนั้นจะสร้างความเสียหายเป็นบริเวณให้กับศัตรูคนอื่นๆ ด้วย"
"TID_GEISHA_SP_2","ค่าตอบแทนสาสม"
"TID_GEISHA_SP_2_DESC","ลดกระสุนบรอว์เลอร์ที่ติดอยู่ในมรสุมลมพัดหวนในช่วงแรก <c00cc00><VALUE1>%</c>"
"TID_GEISHA_SP_2_DESC_EXTRA","เพิ่มระยะเวลาให้ความสามารถของอุปกรณ์เสริม <c00cc00><VALUE2>%</c>"
"TID_GEISHA_GADGET_1","คู่มือเจ้าบ้านมารยาทงาม"
"TID_GEISHA_GADGET_1_DESC","เปลี่ยนเป็นร่างนินจาและได้ความเร็วในการเคลื่อนที่เพิ่มขึ้น <c00cc00><VALUE1>%</c> เป็นระยะเวลา <c00cc00><VALUE2></c> วินาที"
"TID_GEISHA_GADGET_1_DESC_EXTRA","เปลี่ยนเป็นร่างเกอิชาและเยียวยา <c00cc00><VALUE3>%</c> ของพลังชีวิตสูงสุด"
"TID_GEISHA_GADGET_2","ตำราวิชาอำพรางกาย"
"TID_GEISHA_GADGET_2_DESC","เปลี่ยนเป็นร่างนินจาและล่องหนเป็นระยะเวลาสั้นๆ"
"TID_GEISHA_GADGET_2_DESC_EXTRA","เปลี่ยนเป็นร่างเกอิชาแล้วพุ่งไปข้างหน้า"
"TID_TITLE_MASTERY_GEISHA","นินจา"
"TID_GEISHA_OVERCHARGE","พลังวิชาบรรพกาล"
"TID_GEISHA_OVERCHARGE_DESC","ใจกลางมรสุมลมพัดหวนสร้างความเสียหายให้ศัตรูตามระยะเวลา"
"TID_GEISHA_OVERCHARGE_DESC_EXTRA","คาเซะมีความเร็วในการพุ่งเพิ่มมากขึ้น และศัตรูที่ถูกทำเครื่องหมายไว้จะได้รับความเสียหายทันทีหากพลังชีวิตต่ำมากพอที่จะพ่ายแพ้ได้"
"TID_COMPETITIVE_PASS_PURCHASE_LATE_WARNING","<cff0000>คำเตือน</c> PRO PASS นี้กำลังจะสิ้นสุดลง คุณจะไม่สามารถเก็บค่าประสบการณ์ Pro Pass ด้วยการชนะเกมจัดอันดับได้ คุณยังต้องการซื้อหรือไม่"
"TID_COMPETITIVE_PASS_PURCHASE_LATE_WARNING_BUTTON","ซื้อ"
"TID_CLUB_TUNA_NEXT_EVENT_TIME","เริ่มต้นใน <TIME>"
"TID_CLUB_TUNA_EVENT_ENDED_TITLE","บุฟเฟ่ต์เมก้า\nสิ้นสุดแล้ว!"
"TID_CLUB_TUNA_EVENT_ENDED_SMASH_TITLE","เก็บรางวัลของคุณ!"
"TID_CLUB_INFO_TAB_TUNA","บุฟเฟ่ต์เมก้า"
"TID_CLUB_TUNA_CONTRIBUTED_WINS","จำนวนชัยชนะที่สนับสนุนไปยังบุฟเฟ่ต์เมก้า"
"TID_CLUB_TUNA_NOT_CONTRIBUTED","ไม่มีชัยชนะเพื่อสนับสนุนไปยังบุฟเฟต์เมก้า:"
"TID_CLUB_TUNA_HOMESCREEN_TICKET_TOOLTIP","มีตั๋วสำหรับบุฟเฟต์เมก้าเหลืออยู่ ชัยชนะแต่ละครั้งจากการเล่นด้วยตั๋วจะช่วยให้คลับของคุณคืบหน้าไปยังรางวัลถัดไป!"
"TID_CLUB_TUNA_EVENT_NAME","บุฟเฟ่ต์เมก้า"
"TID_NOTIFICATION_CLUB_SUSHI_EVENT_END","อีเวนท์บุฟเฟ่ต์เมก้าสิ้นสุดแล้ว คุณได้รับชัยชนะ <WINS> ครั้งเพื่อคลับของคุณ! ระบบจะเก็บรางวัลที่เหลือให้โดยอัตโนมัติ"
"TID_NOTIFICATION_CLUB_SUSHI_EVENT_END_NO_UNCLAIMED","อีเวนท์บุฟเฟ่ต์เมก้าสิ้นสุดแล้ว คุณได้รับชัยชนะ <WINS> ครั้งเพื่อคลับของคุณและรับรางวัลทั้งหมดแล้ว!"
"TID_CLUB_TUNA_MORE_TICKETS","ตั๋วใหม่สำหรับบุฟเฟ่ต์เมก้า!"
"TID_CLUB_TUNA_LEVEL_COUNTER","เลเวลที่เสร็จสิ้น: <NUM>"
"TID_CLUB_PIGGY_SUSHI_EMPTY","รับซูชิ"
"TID_CLUB_PIGGY_SUSHI_CLAIM","เก็บซูชิ"
"TID_SHOP_OFFER_TITLE_67","กล่องถ้วยรางวัลฤดูกาล"
"TID_SHOP_OFFER_INFO_67","ปลดล็อคกล่องถ้วยรางวัลฤดูกาล"
"TID_COLLAB_KATANA_TITLE_TOP_PART","ศึกชิง"
"TID_COLLAB_KATANA_TITLE_BOTTOM_PART","อาณาจักรคาตานะ"
"TID_COLLAB_KATANA_TITLE","ศึกชิงอาณาจักรคาตานะ"
"TID_COLLAB_KATANA_SUSHI_METER_TITLE","มิเตอร์ซูชิ"
"TID_COLLAB_KATANA_SUSHI_METER_SUBTITLE","ซูชิที่ได้รับ"
"TID_COLLAB_KATANA_CHAPTER_CALENDAR","ขึ้นบทใหม่ใน:"
"TID_COLLAB_KATANA_HC_SKIN_REWARD","อัปเกรดสกินไฮเปอร์ชาร์จ!"
"TID_COLLAB_KATANA_SKIN_REWARD","สกินใหม่!"
"TID_COLLAB_KATANA_EPIC_BRAWLER_REWARD","อีปิค!"
"TID_COLLAB_KATANA_CALENDAR_TITLE","ปฏิทินอีเวนท์"
"TID_COLLAB_KATANA_CALENDAR_WEEK","สัปดาห์ที่ <AMOUNT>"
"TID_COLLAB_KATANA_CHAPTER_START","เปิดฉากบทที่ <AMOUNT>"
"TID_COLLAB_KATANA_WATCH_NOW","ลองดูสิ!"
"TID_COLLAB_KATANA_COMING_SOON","เร็วๆ นี้"
"TID_COLLAB_KATANA_SUSHI_ROLLS_SUBTITLE","ซื้อซูชิโรลเพื่อให้มีโอกาสหาพลังวาซาบิ"
"TID_COLLAB_KATANA_SUSHI_ROLLS_BUTTON","รับซูชิ"
"TID_COLLAB_KATANA_WASABI_POWERS","พลังวาซาบิ"
"TID_COLLAB_KATANA_EVENT_HUB","หน้าหลักอีเวนท์"
"TID_COLLAB_KATANA_SKIN_COLLECTION","คอลเลคชันสกิน"
"TID_COLLAB_KATANA_EPIC_BRAWLER_REWARD_OR","หรือ"
"TID_GAME_MODE_59","ล่าวีไอพี"
"TID_GAME_MODE_59_DESC","ปกป้องวีไอพีของทีมคุณและเอาชนะวีไอพีของทีมศัตรู"
"TID_KINGHUNT_INTRO_TEXT","ปกป้องวีไอพีของคุณ!"
"TID_COLLAB_8","อาณาจักรคาตานะ"
"TID_COLLAB_KATANA_CALENDAR_WEEK_1","สัปดาห์ที่ 1"
"TID_COLLAB_KATANA_CALENDAR_WEEK_2","สัปดาห์ที่ 2"
"TID_COLLAB_KATANA_CALENDAR_WEEK_3","สัปดาห์ที่ 3"
"TID_COLLAB_KATANA_CALENDAR_WEEK_4","สัปดาห์ที่ 4"
"TID_COLLAB_KATANA_CALENDAR_DAY_1","1 พฤษภาคม"
"TID_COLLAB_KATANA_CALENDAR_DAY_2","8 พฤษภาคม"
"TID_COLLAB_KATANA_CALENDAR_DAY_3","15 พฤษภาคม"
"TID_COLLAB_KATANA_CALENDAR_DAY_4","22 พฤษภาคม"
"TID_COLLAB_KATANA_CHAPTER_1","บทที่ 1"
"TID_COLLAB_KATANA_CHAPTER_2","บทที่ 2"
"TID_COLLAB_KATANA_CHAPTER_3","บทที่ 3"
"TID_COLLAB_KATANA_CHAPTER_4","บทที่ 4"
"TID_COLLAB_KATANA_CHAPTER_TITLE_1","\qวิถีวาซาบิ\q"
"TID_COLLAB_KATANA_CHAPTER_TITLE_2","\qห้าฟุโตมากิผงาด\q"
"TID_COLLAB_KATANA_CHAPTER_TITLE_3","\qรสชาติแห่งความพยาบาท\q"
"TID_COLLAB_KATANA_CHAPTER_TITLE_4","\qคมดาบสุดท้าย\q"
"TID_COLLAB_KATANA_CALENDAR_WEEK_CONTENT_1","ซามูไรพิฆาต\nของฟรีในร้านค้า\nสุดสัปดาห์ค่าประสบการณ์คูณสอง"
"TID_COLLAB_KATANA_CALENDAR_WEEK_CONTENT_2","อีเวนท์คลับ\nสุดสัปดาห์ความชำนาญวิปลาส"
"TID_COLLAB_KATANA_CALENDAR_WEEK_CONTENT_3","ล่าอสูรโอนิ\nของแจกฟรีติดต่อกัน!\nสุดสัปดาห์ค่าประสบการณ์คูณสอง"
"TID_COLLAB_KATANA_CALENDAR_WEEK_CONTENT_4","การแข่งขันรายวัน\nสุดสัปดาห์ดาว Starr คูณสอง"
"TID_WASABI_EVENT_MENU_SHORTCUT_1","หน้าหลักอีเวนท์"
"TID_WASABI_EVENT_MENU_SHORTCUT_2","พลังวาซาบิ"
"TID_WASABI_EVENT_MENU_SHORTCUT_3","คอลเลคชันสกิน"
"TID_ARENA_BOSS_HAS_APPEARED","ไคจูออกมาแล้ว"
"TID_ARENA_YOUR_TEAM_HAS_DESTROYED_A_TOWER","ทีมของท่านได้ทำลายหอคอยสองแห่ง!"
"TID_ARENA_ENEMIE_TEAM_HAS_DESTROYED_A_TOWER","ทีมของศัตรูได้ทำลายหอคอยสองแห่ง!"
"TID_ARENA_YOUR_TEAM_HAS_DEFEATED_THE_KAIJU","ทีมคุณปราบไคจูได้แล้ว"
"TID_ARENA_ENEMIES_HAVE_DEFEATED_THE_KAIJU","ทีมศัตรูปราบไคจูได้แล้ว"
"TID_M_5","สนามประลองแห่งความรุ่งโรจน์"
"TID_M_6","สนามประลองภาพลวงตา"
"TID_ARENA_BOSS_ALERT","ปราบไคจู!"
"TID_COLLAB_KATANA_CHAPTER_ASSED_BUTTON","มังงะบทก่อนหน้า"
"TID_NOTIFICATION_ARENA","แผนที่บรอว์อารีน่าใหม่มาแล้ว! ถึงเวลาชิงรางวัลใหม่!"
"TID_ARENA_INTRO_TEXT","ทำลายฐานของศัตรูเพื่อคว้าชัย!"
"TID_GAME_MODE_48","บรอว์อารีน่า"
"TID_GAME_MODE_48_DESC","ทำลายฐานของศัตรูเพื่อชนะการต่อสู้แบบ 3v3 สุดเข้มข้นนี้! เมื่อแมตช์ดำเนินไป คุณจะแข็งแกร่งขึ้นเมื่อได้รับค่าประสบการณ์อารีน่า คอยระวังไคจู สัตว์ร้ายขนาดมหึมาที่สามารถพลิกผลลัพธ์ของเกมได้หากคุณสามารถเอาชนะได้ รวมไปถึงหุ่นยนต์ที่คุณสามารถเอาชนะเพื่อรับค่าประสบการณ์อารีน่า ทีมแรกที่ทำลายฐานของคู่ต่อสู้ได้จะเป็นผู้ชนะ ดังนั้นวางแผนให้รอบคอบและร่วมแรงร่วมใจกันเพื่อคว้าชัย!"
"TID_COLLAB_KATANA_WASABI_POWERS_TIME","ใช้งานได้เป็นเวลา: <TIME>"
"TID_COLLAB_KATANA_WASABI_POWERS_AVAILABLE_MODE","ใช้งานได้ในโหมดเกมที่มีตัวดัดแปลงวาซาบิ"
"TID_COLLAB_KATANA_WASABI_POWERS_INFO_TAP","แตะที่บรอว์เลอร์เพื่อดูพลังวาซาบิ"
"TID_COLLAB_KATANA_WASABI_POWERS_RARITY_1","เผ็ด"
"TID_COLLAB_KATANA_WASABI_POWERS_RARITY_2","เผ็ดจัด"
"TID_COLLAB_KATANA_WASABI_POWERS_RARITY_3","เผ็ดเป็นบ้า"
"TID_COLLAB_KATANA_WASABI_POWERS_RARITY_4","เผ็ดใหญ่ไฟนรก"
"TID_COLLAB_KATANA_WASABI_POWERS_FOUND","พบแล้ว\n<FOUND>/<TOTAL>"
"TID_FULLSCREEN_WEBVIEW_LOAD_ERROR_TITLE","เปิดเนื้อหาไม่สำเร็จ"
"TID_FULLSCREEN_WEBVIEW_LOAD_ERROR_DESC","โหลดหน้าเว็บไม่สำเร็จ โปรดลองอีกครั้งในภายหลัง"
"TID_EVENT_MODIFIER_44","ปลายทางการพเนจร"
"TID_EVENT_MODIFIER_DESC_44","ควันพิษสุ่มลอยมาจากหลายทิศทาง!"
"TID_FIRE_DUDE_OVERCHARGE","น้ำมันรั่ว"
"TID_FIRE_DUDE_OVERCHARGE_DESC","พื้นที่แอ่งเชื้อเพลิงของท่าไม้ตายมีขนาดใหญ่มากขึ้น และไฟเหลวจะลุกโชนเป็นระยะเวลา 3 วินาทีเมื่อพ่นเปลวไฟ"
"TID_NOTIFICATION_DAILY_STREAK","คุณกำลังจะเสียการเล่นติดต่อกันรายวัน <PARAM> วันแล้ว! ล็อกอินและรับรางวัลเพื่อรักษาสถานะ!"
"TID_NOTIFICATION_DAILY_STREAK_2","ล็อกอินและรับรางวัลเพื่อรักษาการเล่นติดต่อกันรายวันเอาไว้!"
"TID_EDIT_CONTROLS_OPACITY_TITLE","ความทึบ"
"TID_EDIT_CONTROLS_OPACITY_INFO","ใช้แถบสไลด์เพื่อเปลี่ยนความทึบ"
"TID_SAMURAI_OVERCHARGE","อิ่มไม่อั้น"
"TID_SAMURAI_OVERCHARGE_DESC","ลากศัตรูไปกลางท่าไม้ตาย และเขาจะปรากฏตัวอีกครั้งที่ใจกลางกากบาท แทนที่จะปรากฏตัวที่จุดเริ่มใช้ท่าไม้ตาย"
"TID_NOTIFICATION_EVENT_8_2_REWARD","คุณได้รางวัลจากการไปถึง <MILESTONE> แต้มในศึกชิงอาณาจักรคาตานะ!"
"TID_COLLAB_KATANA_TIMER_TITLE","อีเวนท์สิ้นสุดใน:"
"TID_ASSAULT_SHOTGUN_OVERCHARGE","ลดหย่อนภาษี"
"TID_ASSAULT_SHOTGUN_OVERCHARGE_DESC","จำนวนธนบัตรของกริฟฟ์เพิ่มมากขึ้นเป็นทวีคูณเมื่อไปถึงระยะสูงสุดก่อนจะคืนกลับมาหาเขา ธนบัตรใหม่จะคืนกลับมาหลังจากดีเลย์สั้นๆ และยังทะลุทวงสิ่งแวดล้อมด้วย"
"TID_ARENA_DOUBLE_TROPHIES","ถ้วยรางวัลสองเท่า!"
"TID_ARENA_CHALLENGE_TEASER","เตรียมตัวพบกับความท้าทายบรอว์อารีน่าเร็วๆ นี้..."
"TID_ARENA_BUTTON_TITLE","วิธีเล่นแบบใหม่!"
"TID_ARENA_BUTTON_INFO","เรียนรู้เพิ่มเติม"
"TID_ARENA_INFO_POPUP_TITLE","บรอว์อารีน่า"
"TID_ARENA_INFO_POPUP_SUBTITLE","ทำลายหอคอยและฐานของศัตรู!"
"TID_ARENA_INFO_POPUP_HEADER1","เลเวลอัประหว่างแมตช์!"
"TID_ARENA_INFO_POPUP_HEADER2","โค่นล้มศัตรู!"
"TID_ARENA_INFO_POPUP_HEADER3","จัดการหุ่นยนต์และไคจู!"
"TID_ARENA_INFO_POPUP_INFO1","แข็งแกร่งขึ้นด้วยค่าประสบการณ์อารีน่า!"
"TID_ARENA_INFO_POPUP_INFO2","คอยอยู่ใกล้ๆ เพื่อนร่วมทีมเพื่อรับค่าประสบการณ์อารีน่าเมื่อพวกเขาจัดการคู่ต่อสู้!"
"TID_ARENA_INFO_POPUP_INFO3","ยิ่งตัวใหญ่ยิ่งล้มดัง และยิ่งได้ค่าประสบการณ์อารีน่ามากขึ้นด้วย!"
"TID_ARENA_INFO_POPUP_INFO4","บูสต์ไคจู!"
"TID_VALUE_LIST_BUTTON","รายการมูลค่า"
"TID_KENJI_CURSED_SKIN","เคนจิต้องสาป"
"TID_KENJI_CURSED_SKIN_SHOP","เคนจิ\nต้องสาป"
"TID_KENJI_ONI_SKIN_RANKED","อสูรโอนิเคนจิ"
"TID_KENJI_ONI_SKIN_RANKED_SHOP","อสูรโอนิ\nเคนจิ"
"TID_GRAY_WIP_RONIN_SKIN","นักรบพเนจรเกรย์"
"TID_GRAY_WIP_RONIN_SKIN_SHOP","นักรบพเนจร\nเกรย์"
"TID_TARA_WIP_CHUKEI_SKIN","ทาร่า ศัตรูคู่อาฆาต"
"TID_TARA_WIP_CHUKEI_SKIN_SHOP","ทาร่า\nศัตรูคู่อาฆาต"
"TID_PIPER_WIP_GEISHA_SKIN","ผีร่มไพเพอร์"
"TID_PIPER_WIP_GEISHA_SKIN_SHOP","ผีร่ม\nไพเพอร์"
"TID_PIPER_WIP_GEISHA_ALT_COLOR_#1_SKIN","ปีศาจโยไคไพเพอร์"
"TID_PIPER_WIP_GEISHA_ALT_COLOR_#1_SKIN_SHOP","ปีศาจโยไค\nไพเพอร์"
"TID_PIPER_WIP_GEISHA_ALT_COLOR_#2_SKIN","ผีของเก่าไพเพอร์"
"TID_PIPER_WIP_GEISHA_ALT_COLOR_#2_SKIN_SHOP","ผีของเก่า\nไพเพอร์"
"TID_SPROUT_TANUKI_SKIN","สเปราต์ทานูกิ"
"TID_SPROUT_TANUKI_SKIN_SHOP","สเปราต์\nทานูกิ"
"TID_ANGELO_TENGU_SKIN","ปีศาจเท็งงุแองเจโล่"
"TID_ANGELO_TENGU_SKIN_SHOP","ปีศาจเท็งงุ\nแองเจโล่"
"TID_ASH_SHINOBI_SKIN","ชิโนบิแอช"
"TID_ASH_SHINOBI_SKIN_SHOP","ชิโนบิ\nแอช"
"TID_GRIFF_INTERGALACTIC_SKIN","กริฟฟ์ข้ามกาแล็กซี"
"TID_GRIFF_INTERGALACTIC_SKIN_SHOP","กริฟฟ์\nข้ามกาแล็กซี"
"TID_FINX_MECHA_SKIN","หุ่นยนต์ฟิงซ์"
"TID_FINX_MECHA_SKIN_SHOP","หุ่นยนต์\nฟิงซ์"
"TID_FINX_CRIMSON_TY_SKIN","หุ่นยนต์ฟิงซ์แดงฉาน"
"TID_FINX_CRIMSON_TY_SKIN_SHOP","หุ่นยนต์ฟิงซ์\nแดงฉาน"
"TID_FINX_MECHA_CHIEF_SKIN","หัวหน้าหุ่นยนต์ฟิงซ์"
"TID_FINX_MECHA_CHIEF_SKIN_SHOP","หัวหน้าหุ่นยนต์\nฟิงซ์"
"TID_CLANCY_KAIJU_SKIN","ไคจูแคลนซี่"
"TID_CLANCY_KAIJU_SKIN_SHOP","ไคจู\nแคลนซี่"
"TID_COLETTE_TOKUSATSU_SKIN","วายร้ายโคเล็ตต์"
"TID_COLETTE_TOKUSATSU_SKIN_SHOP","วายร้าย\nโคเล็ตต์"
"TID_MICO_MONSTRO_SKIN","มิโก้จอมโหด"
"TID_MICO_MONSTRO_SKIN_SHOP","มิโก้\nจอมโหด"
"TID_EDGAR_PACIFIC_SKIN","อสูรชินเอ็ดการ์"
"TID_EDGAR_PACIFIC_SKIN_SHOP","อสูร\nชินเอ็ดการ์"
"TID_EDGAR_DRIFTER_SKIN","อสูรดริฟต์เอ็ดการ์"
