Name,ParentProjectileForSkin,Disabled,Speed,FileName,BlueSCW,RedSCW,BlueExportName,RedExportName,ShadowExportName,BlueGroundGlowExportName,RedGroundGlowExportName,PreExplosionBlueExportName,PreExplosionRedExportName,PreExplosionTimeMs,HitEffectEnv,HitEffectChar,MaxRangeReachedEffect,CancelEffect,Radius,IgnoreCloseWalls,Indirect,ConstantFlyTime,TriggerWithDelayMs,BouncePercent,Gravity,EarlyTicks,HideTime,Scale,RandomStartFrame,SpawnAreaEffectObject,SpawnAreaEffectObject2,AreaEffect2DamagePercent,SpawnCharacter,SpawnItem,SpawnAreaEffectTrail,TrailEffect,ShotByHero,IsBeam,IsBouncing,DistanceAddFromBounce,MaxDistanceBounces,Rendering,PiercesCharacters,PiercesEnvironment,PiercesEnvironmentLikeButter,PushbackStrength,PushbackType,ChainsToEnemies,ChainBullets,ChainSpread,ChainTravelDistance,ChainBullet,ExecuteChainSpecialCase,DamagePercentStart,DamagePercentEnd,DamageChangeStartPromille,DamageChangeEndPromille,IgnoreDamageChangeForUltiCharge,DamagesConstantlyTickDelay,FreezeStrength,FreezeDurationMS,StunLengthMS,PartialStunPromille,ScaleStart,ScaleEnd,AttractsPet,LifeStealPercent,PassesEnvironment,PoisonDamagePercent,SuppressHealing,SuppressHealingTicks,DamageOnlyWithOneProj,HealOwnPercent,CanGrowStronger,HideFaster,GrapplesEnemy,KickBack,UseColorMod,RedAdd,GreenAdd,BlueAdd,RedMul,GreenMul,BlueMul,GroundBasis,MinDistanceForSpread,IsFriendlyHomingMissile,IsBoomerang,CanHitAgainAfterBounce,IsHomingMissile,UltiChargeChangePercent,PoisonType,AppliedEffectVisualType,TravelType,TravelTypeVariable,SteerStrength,SteerIgnoreTicks,HomeDistance,SteerLifeTime,VisualizeEndPoint,UniqueProperty,CustomUniquePropertyValue,CustomObject,CustomObject2
Piper005Projectile,SniperProjectile,,4000,sc/effects_brawler.sc,,,piper_005_atk_projectile,piper_005_atk_projectile_red,shadow_normal_circle,,,,,,piper_005_hitEnv,piper_005_hit,piper_005_atk_reached,,101,,,,,,0,3,0,100,,,,,,,,piper_005_atk_trail,true,,,,,,,,,,,,,,,,,23,100,0,850,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinigunDudeProjectile,,,4130,sc/effects_brawler.sc,,,pam_def_bullet,pam_def_bullet_red,shadow_normal_circle,,,,,,pam_def_atk_hit,pam_def_atk_hit,pam_def_atk_reachaed,,50,,,,,,0,2,0,85,2,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinigunDudeUltiProjectile,,,1196,sc/effects_brawler.sc,,,pam_def_ulti_projectile,pam_def_ulti_projectile_red,shadow_normal_circle,,,,,,,,,,0,,true,,,,170,3,0,100,,,,,,,,pam_def_ult_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pam002Projectile,MinigunDudeProjectile,,4130,sc/effects_brawler.sc,,,pam_002_atk_projectile,pam_002_atk_projectile_red,shadow_normal_circle,,,,,,pam_002_atk_reached,jessie_002_turret_hit,pam_002_atk_reached,,50,,,,,,0,2,0,85,2,,,,,,,jessie_002_turret_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pam002UltiProjectile,MinigunDudeUltiProjectile,,1196,sc/effects_brawler.sc,,,pam_002_ulti_projectile,pam_002_ulti_projectile_red,shadow_normal_circle,,,,,,,,,,0,,true,,,,170,3,0,100,,,,,,,,pam_def_ult_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pam003Projectile,MinigunDudeProjectile,,4130,sc/effects_brawler.sc,,,pam_003_atk_projectile,pam_003_atk_projectile_red,,projectile_light,projectile_light_red,,,,jessie_003_turret_hitEnv,jessie_003_turret_hit,pam_003_atk_reached,,50,,,,,,0,2,0,150,1,,,,,,,pam_003_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pam003UltiProjectile,MinigunDudeUltiProjectile,,1196,sc/effects_brawler.sc,,,pam_003_ulti_projectile,pam_003_ulti_projectile_red,shadow_normal_circle,,,,,,,,,,0,,true,,,,170,3,0,100,,,,,,,,pam_003_ulti_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimoDefProjectile,,,3261,sc/effects_brawler.sc,sc3d/primo_def_atk_projectile_blue.scw,sc3d/primo_def_atk_projectile_red.scw,,,shadow_normal_circle_big,,,,,,,Lucha_hit,,,150,,,,,,0,1,0,80,,,,,,,,lucha_smoke_Trail,true,,,,,UseZFrames,true,,,,,,,,,,,,,,,,,,,,,20,100,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primo003Projectile,PrimoDefProjectile,,,sc/effects_brawler.sc,sc3d/primo_003_atk_projectile_blue.scw,sc3d/primo_003_atk_projectile_red.scw,,,shadow_normal_circle_big,,,,,,,primo_003_atk_hit,,,150,,,,,,0,1,0,80,,,,,,,,primo_003_atk,true,,,,,UseZFrames,true,,,,,,,,,,,,,,,,,,,,,20,100,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primo004Projectile,PrimoDefProjectile,,,sc/effects_brawler.sc,sc3d/primo_def_atk_projectile_blue.scw,sc3d/primo_def_atk_projectile_red.scw,,,shadow_normal_circle_big,,,,,,primo_004_atk_hitEnv,primo_004_atk_hit,,,150,,,,,,0,1,0,80,,,,,,,,,true,,,,,UseZFrames,true,,,,,,,,,,,,,,,,,,,,,20,100,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primo005Projectile,PrimoDefProjectile,,,sc/effects_brawler.sc,sc3d/primo_005_atk_projectile_blue.scw,sc3d/primo_005_atk_projectile_red.scw,,,shadow_normal_circle_big,,,,,,primo_005_atk_hitEnv,primo_005_atk_hit,,,150,,,,,,0,1,0,80,,,,,,,,primo_005_atk_trail,true,,,,,UseZFrames,true,,,,,,,,,,,,,,,,,,,,,20,100,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primo006Projectile,PrimoDefProjectile,,3261,sc/effects_brawler.sc,sc3d/primo_006_atk_projectile_blue.scw,sc3d/primo_006_atk_projectile_red.scw,,,shadow_normal_circle_big,,,,,,primo_006_atk_hitEnv,primo_006_atk_hit,,,150,,,,,,0,1,0,80,,,,,,,,primo_006_atk_trail,true,,,,,UseZFrames,true,,,,,,,,,,,,,,,,,,,,,20,100,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primo007Projectile,PrimoDefProjectile,,3261,sc/effects_brawler.sc,sc3d/primo_def_atk_projectile_blue.scw,sc3d/primo_def_atk_projectile_red.scw,,,shadow_normal_circle_big,,,,,,,primo_007_atk_hit,,,150,,,,,,0,1,0,80,,,,,,,,primo_007_atk_trail,true,,,,,UseZFrames,true,,,,,,,,,,,,,,,,,,,,,20,100,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primo008Projectile,PrimoDefProjectile,,3261,sc/effects_brawler.sc,sc3d/primo_def_atk_projectile_blue.scw,sc3d/primo_def_atk_projectile_red.scw,,,shadow_normal_circle_big,,,,,,,primo_008_atk_hit,,,150,,,,,,0,1,0,80,,,,,,,,primo_008_atk_trail,true,,,,,UseZFrames,true,,,,,,,,,,,,,,,,,,,,,20,100,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlackHoleProjectile,,,3152,sc/effects.sc,,,playing_card,playing_card_red,shadow_normal_circle,,,,,,blackhole_hit_envy,Gen_hit,blackhole_no_hit,,100,,,,,,0,2,0,100,,,,,,,,sparkle_trail,true,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlackHoleUltiProjectile,,,1522,sc/effects.sc,,,black_hole_projectile,black_hole_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,,200,1,0,100,,BlackHoleUltiSuck,BlackHoleUltiExplosion,,,,,sparkle_trail_dark,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tara002Projectile,BlackHoleProjectile,,3152,sc/effects_brawler.sc,,,tara_002_atk_projectile,tara_002_atk_projectile_red,shadow_normal_circle,,,,,,tara_002_atk_hitEnv,tara_002_atk_hit,tara_002_atk_reached,,100,,,,,,0,2,0,100,,,,,,,,tara_002_atk_trail,true,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tara002UltiProjectile,BlackHoleUltiProjectile,,1522,sc/effects_brawler.sc,,,tara_002_ulti_projectile,tara_002_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,,200,1,0,100,,BlackHoleUltiSuck,BlackHoleUltiExplosion,,,,,tara_002_ulti_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tara003Projectile,BlackHoleProjectile,,3152,sc/effects_brawler.sc,,,tara_003_atk_projectile,tara_003_atk_projectile_red,shadow_normal_circle,,,,,,tara_003_atk_hitEnv,tara_003_atk_hit,tara_003_atk_reached,,100,,,,,,0,2,0,100,2,,,,,,,tara_003_atk_trail,true,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tara003UltiProjectile,BlackHoleUltiProjectile,,1522,sc/effects_brawler.sc,,,tara_003_ulti_projectile,tara_003_ulti_projectile_red,shadow_normal_circle,,,,,,tara_003_ulti_hit,tara_003_ulti_hit,tara_003_ulti_hit,,0,,true,,,,200,1,0,100,1,BlackHoleUltiSuck,BlackHoleUltiExplosion,,,,,tara_003_ulti_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarrelBotProjectile,,,3044,sc/effects_brawler.sc,,,bullet_shotgun_def_blue_short,bullet_shotgun_def_red_short,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,bull_def_atk_reached,,0,,,,,,0,2,0,100,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darryl002Projectile,BarrelBotProjectile,,,sc/effects_brawler.sc,,,darryl_002_projectile_blue,darryl_002_projectile_red,shadow_normal_circle,,,,,,darryl_002_atk_reached,Gen_hit,darryl_002_atk_reached,,,,,,,,0,,0,100,,,,,,,,darryl_002_dumpling_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darryl003Projectile,BarrelBotProjectile,,,sc/effects_brawler.sc,,,darryl_003_projectile_blue,darryl_003_projectile_red,shadow_normal_circle,,,,,,darryl_003_atk_reached,darryl_003_atk_reached,darryl_003_atk_reached,,,,,,,,0,,0,100,2,,,,,,,darryl_003_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darryl004Projectile,BarrelBotProjectile,,,sc/effects_brawler.sc,,,darryl_004_projectile_blue,darryl_004_projectile_red,shadow_normal_circle,,,,,,darryl_004_atk_reached,darryl_004_atk_hit,darryl_004_atk_reached,,,,,,,,0,,0,100,,,,,,,,darryl_004_atk_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryDudeProjectile,,,3000,sc/effects_brawler.sc,,,penny_def_atk_projectile,penny_def_atk_projectile_red,shadow_normal_circle,,,,,,penny_def_atk1_hit_env,penny_def_atk1_hit,penny_def_atk1_reached,,150,,,,,,0,2,0,120,,,,,,,,penny_def_atk_trail,true,,,,,,,,,,,,3,100,16,ArtilleryDudeProjectile2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryDudeProjectile2,,,2500,sc/effects_brawler.sc,,,penny_def_atk2_projectile,penny_def_atk2_projectile_red,shadow_normal_circle,,,,,,Gen_hit,penny_def_atk2_hit,penny_def_atk2_reached,,101,,,,,,0,2,0,60,,,,,,,,,true,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryDudeUltiProjectile,,,1196,sc/effects_brawler.sc,,,penny_def_ulti_projectile,penny_def_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,,139,1,0,100,,,,,,,,plasma_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryDudeTurretProjectile,,,750,sc/effects.sc,,,cannon_projectile_blue,cannon_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,true,,,90,1,0,100,1,ArtilleryDudeTurretExplosion,,,,,,fire_spark_trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny002Projectile,ArtilleryDudeProjectile,,,sc/effects_brawler.sc,,,penny_002_atk_projectile,penny_002_atk_projectile_red,shadow_normal_circle,,,,,,penny_002_atk1_hit_env,penny_002_atk1_hit,penny_002_atk1_reached,,,,,,,,0,,0,120,,,,,,,,penny_002_atk_trail,true,,,,,,,,,,,,,,,Penny002Projectile2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny002Projectile2,ArtilleryDudeProjectile2,,,sc/effects_brawler.sc,,,penny_002_atk2_projectile,penny_002_atk2_projectile_red,shadow_normal_circle,,,,,,Gen_hit,penny_def_atk2_hit,penny_002_atk2_reached,,,,,,,,0,,0,60,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny002UltiProjectile,ArtilleryDudeUltiProjectile,,,sc/effects_brawler.sc,,,penny_002_ulti_projectile,penny_002_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,,,,,,,139,,0,100,,,,,,,,penny_002_ulti_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny002TurretProjectile,ArtilleryDudeTurretProjectile,,,sc/effects.sc,,,penny_002_atk_projectile,cannon_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,,,,true,,,90,,0,100,1,ArtilleryDudeTurretExplosion,,,,,,fire_spark_trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny003Projectile,ArtilleryDudeProjectile,,,sc/effects_brawler.sc,,,penny_003_atk_projectile,penny_003_atk_projectile_red,shadow_normal_circle,,,,,,penny_003_atk1_hit_env,penny_003_atk1_hit,penny_003_atk1_reached,,,,,,,,0,,0,120,,,,,,,,penny_003_atk_trail,true,,,,,,,,,,,,,,,Penny003Projectile2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny003Projectile2,ArtilleryDudeProjectile2,,,sc/effects_brawler.sc,,,penny_003_atk2_projectile,penny_003_atk2_projectile_red,shadow_normal_circle,,,,,,penny_003_atk2_reached,penny_def_atk2_hit,penny_003_atk2_reached,,,,,,,,0,,0,60,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny003UltiProjectile,ArtilleryDudeUltiProjectile,,,sc/effects_brawler.sc,,,penny_003_ulti_projectile,penny_003_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,,,,,,,139,,0,100,,,,,,,,penny_003_ulti_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny004Projectile,ArtilleryDudeProjectile,,,sc/effects_brawler.sc,,,penny_004_atk_projectile,penny_004_atk_projectile_red,shadow_normal_circle,,,,,,penny_004_atk1_hit_env,penny_004_atk1_hit,penny_004_atk1_reached,,,,,,,,0,,0,120,,,,,,,,penny_004_atk_trail,true,,,,,,,,,,,,,,,Penny004Projectile2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny004Projectile2,ArtilleryDudeProjectile2,,,sc/effects_brawler.sc,,,penny_004_atk2_projectile,penny_004_atk2_projectile_red,shadow_normal_circle,,,,,,penny_004_atk2_reached,penny_def_atk2_hit,penny_004_atk2_reached,,,,,,,,0,,0,60,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny004UltiProjectile,ArtilleryDudeUltiProjectile,,,sc/effects_brawler.sc,,,penny_004_ulti_projectile,penny_004_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,,,,,,,139,,0,100,,,,,,,,penny_003_ulti_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny005Projectile,ArtilleryDudeProjectile,,,sc/effects_brawler.sc,,,penny_005_atk1_projectile,penny_005_atk1_projectile_red,shadow_normal_circle,,,,,,penny_005_atk1_env,penny_005_atk1_hit,penny_005_atk1_end,,,,,,,,0,,0,120,,,,,,,,penny_005_atk1_trail,true,,,,,,,,,,,,,,,Penny005Projectile2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny005Projectile2,ArtilleryDudeProjectile2,,,sc/effects_brawler.sc,,,penny_005_atk2_projectile,penny_005_atk2_projectile_red,shadow_normal_circle,,,,,,penny_005_atk2_reached,penny_005_atk2_hit,penny_005_atk2_reached,,,,,,,,0,,0,60,,,,,,,,penny_005_atk2_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny005UltiProjectile,ArtilleryDudeUltiProjectile,,,sc/effects_brawler.sc,,,penny_005_ulti_projectile,penny_005_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,,,,,,,139,,0,100,,,,,,,,penny_005_ulti_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny005TurretProjectile,ArtilleryDudeTurretProjectile,,750,sc/effects_brawler.sc,,,penny_005_turret_projectile,penny_005_turret_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,true,,,90,1,0,110,1,Penny005TurretExplosion,,,,,,penny_005_turret_trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShotgunGirlPetProjectile,,,2826,sc/effects.sc,,,Bullet_blue,Bullet_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,no_hit,,0,,,,,,0,2,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlackHolePetProjectile,,,3152,sc/effects.sc,,,playing_card,playing_card_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,no_hit,,50,,,,,,0,2,0,100,,,,,,,,sparkle_trail,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HammerDudeProjectile,,,5000,sc/effects_brawler.sc,,,gen_particle_empty,gen_particle_empty,,,,,,,frank_def_hitEnv,colt_003_atk_hit,frank_def_atk_reached,,150,,,,,,0,2,0,100,,,,,,,,frank_def_atk_trail,true,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HammerDudeUltiProjectile,,,6000,sc/effects_brawler.sc,,,gen_particle_empty,gen_particle_empty,,,,,,,frank_def_ulti_hit,frank_def_ulti_hit,frank_def_ulti_reached,,250,,,,,,0,2,0,100,,,,,,,,frank_def_ulti_trail,true,,,,,,true,true,true,,,,,,,,,,,,,,,,,2000,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank002Projectile,HammerDudeProjectile,,5000,sc/effects_brawler.sc,,,gen_particle_empty,gen_particle_empty,,,,,,,frank_002_atk_hitEnv,frank_002_atk_hit,frank_002_atk_reached,,150,,,,,,0,2,0,100,,,,,,,,frank_002_atk_trail,true,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank002UltiProjectile,HammerDudeUltiProjectile,,6000,sc/effects_brawler.sc,,,gen_particle_empty,gen_particle_empty,,,,,,,frank_002_atk_hitEnv,frank_002_atk_hit,frank_002_ulti_reached,,250,,,,,,0,2,0,100,,,,,,,,frank_002_ulti_trail,true,,,,,,true,true,true,,,,,,,,,,,,,,,,,2000,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrowProjectileFlame,CrowProjectile,,,sc/effects_brawler.sc,,,crow_def_atk_projectile,crow_def_atk_projectile_red,shadow_normal_circle,,,,,,Gen_hit,,no_hit,,,,,,,,0,,0,100,,,,,,,,flame_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
CrowUltiProjectileFlame,CrowUltiProjectile,,,sc/effects_brawler.sc,,,crow_def_ulti_projectile,crow_def_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,,no_hit,,,,,,,,0,,0,100,,,,,,,,flame_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
HookProjectile,,,3200,sc/effects_brawler.sc,,,gene_def_atk1_projectile_blue,gene_def_atk1_projectile_red,gene_def_atk1_projecctile_shadow,,,,,,gene_def_atk1_reachaed,gene_def_atk1Hit,gene_def_atk1_reachaed,,150,,,,,,0,2,0,150,,,,,,,,gene_def_atk_trail,true,,,,,UseZFrames,,,,,,,6,200,17,HookProjectile2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HookProjectile2,,,3200,sc/effects_brawler.sc,,,gene_def_atk2_projectile_blue,gene_def_atk2_projectile_red,shadow_normal_circle,,,,,,gene_def_atk2Env,gene_def_atk2Hit,gene_def_atk2_reachaed,,101,,,,,,0,2,0,120,,,,,,,,,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HookUltiProjectile,,,3200,sc/effects_brawler.sc,sc3d/gene_projectile_open_blue.scw,sc3d/gene_projectile_open_red.scw,gene_def_ulti1_trail,gene_def_ulti1_trail_red,,glow_normal_blue_big,,,,,gene_def_ulti_reached,gene_def_ulti_hit,gene_def_ulti_reached,,200,,,,,,0,4,0,60,,,,,,,,gene_def_ulti_trail,true,,,,,,,,,,,,,,,HookUltiProjectile2,,,,,,,,,,,,,,,,true,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HookUltiProjectile2,,,2000,sc/effects_brawler.sc,sc3d/gene_projectile_closed_blue.scw,sc3d/gene_projectile_closed_red.scw,gene_def_ulti1_trail,gene_def_ulti1_trail_red,,glow_normal_blue_big,,,,,Gen_hit,Gen_hit,no_hit,,200,,,,,,0,2,0,60,,,,,,,,gene_def_ulti_trail,true,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene002Projectile,HookProjectile,,3200,sc/effects_brawler.sc,,,gene_def_atk1_projectile_blue,gene_def_atk1_projectile_red,gene_def_atk1_projecctile_shadow,,,,,,gene_def_atk1_reachaed,gene_def_atk1Hit,gene_def_atk1_reachaed,,150,,,,,,0,2,0,150,,,,,,,,gene_def_atk_trail,true,,,,,UseZFrames,,,,,,,6,200,17,Gene002Projectile2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene002Projectile2,HookProjectile2,,3200,sc/effects_brawler.sc,,,gene_def_atk2_projectile_blue,gene_def_atk2_projectile_red,shadow_normal_circle,,,,,,gene_def_atk2Env,gene_def_atk2Hit,gene_def_atk2_reachaed,,101,,,,,,0,2,0,120,,,,,,,,,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene002UltiProjectile,HookUltiProjectile,,3200,sc/effects_brawler.sc,sc3d/gene_002_ulti_01.scw,sc3d/gene_002_ulti_red_01.scw,,,,glow_normal_blue_big,glow_normal_red_big,,,,gene_002_ulti_reached,gene_def_ulti_hit,gene_002_ulti_reached,,200,,,,,,0,4,0,60,,,,,,,,gene_002_ulti_trail,true,,,,,,,,,,,,,,,Gene002UltiProjectile2,,,,,,,,,,,,,,,,true,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene002UltiProjectile2,HookUltiProjectile2,,2000,sc/effects_brawler.sc,sc3d/gene_002_ulti_01.scw,sc3d/gene_002_ulti_red_01.scw,,,,glow_normal_blue_big,glow_normal_red_big,,,,Gen_hit,Gen_hit,no_hit,,200,,,,,,0,2,0,60,,,,,,,,gene_002_ulti_trail,true,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene003Projectile,HookProjectile,,3200,sc/effects_brawler.sc,,,gene_003_atk1_projectile_blue,gene_003_atk1_projectile_red,gene_def_atk1_projecctile_shadow,,,,,,gene_003_atk1_reached,gene_003_atk1_hit,gene_003_atk1_reached,,150,,,,,,0,2,0,150,,,,,,,,gene_003_atk1_trail,true,,,,,UseZFrames,,,,,,,6,200,17,Gene003Projectile2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
