"Name","TID","Type","TypeCN","Disabled","ExistsApple","ExistsAndroid","ExistsCN","DisabledCN","ExistsAppleCN","ExistsAndroidCN","GeoSet","Diamonds","BonusPercentage","USD","Order","RMB","TencentID","IconExportName","FrameNumber","StarterPackNumber","XpLevelReq","ValueFactor","LabelTID","LabelValue","TagLabelTID","Bg","Decor","IsPromotion","Coins","RefundGemValue","PricingValueEqualGems","SCIDStore","PremiumPass","PremiumPlusPass","BundledTierCount","DiscountOf","BundledXP"
"com.supercell.laser.seasonpass.plus","TID_BP_PLUS_NAME",7,,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",100,0,,999,0,,,,,,,,,,,,,,,5000,,"FALSE","TRUE","TRUE",,,
"com.supercell.laser.seasonpass.upgrade","TID_SHOP_SPECIAL_OFFER",7,,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",100,0,,399,0,,,,,,,,,,,,,,,2200,,"FALSE","FALSE","TRUE",,,
"com.supercell.laser.razer.seasonpass.basic","TID_BRAWL_PASS_PREMIUM",7,,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",,0,,699,0,,,,,,,,,,,,,,,2800,,"TRUE","TRUE","FALSE",,,
"com.supercell.laser.razer.seasonpass.plus","TID_BP_PLUS_NAME",7,,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",,0,,999,0,,,,,,,,,,,,,,,5000,,"TRUE","TRUE","TRUE",,,
"com.supercell.laser.coda.seasonpass.basic","TID_BRAWL_PASS_PREMIUM",7,,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",,0,,699,0,,,,,,,,,,,,,,,2800,,"TRUE","TRUE","FALSE",,,
"com.supercell.laser.coda.seasonpass.plus","TID_BP_PLUS_NAME",7,,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",,0,,999,0,,,,,,,,,,,,,,,5000,,"TRUE","TRUE","TRUE",,,
"com.supercell.laser.midas.seasonpass.basic","TID_BRAWL_PASS_PREMIUM",7,,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",,0,,699,0,,,,,,,,,,,,,,,2800,,"TRUE","TRUE","FALSE",,,
"com.supercell.laser.midas.seasonpass.plus","TID_BP_PLUS_NAME",7,,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",,0,,999,0,,,,,,,,,,,,,,,5000,,"TRUE","TRUE","TRUE",,,
"com.supercell.laser.carry.seasonpass.basic","TID_BRAWL_PASS_PREMIUM",7,,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",,0,,699,0,,,,,,,,,,,,,,,2800,,"TRUE","TRUE","FALSE",,,
"com.supercell.laser.carry.seasonpass.plus","TID_BP_PLUS_NAME",7,,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",,0,,999,0,,,,,,,,,,,,,,,5000,,"TRUE","TRUE","TRUE",,,
"com.supercell.laser.scid.seasonpass.basic","TID_BRAWL_PASS_PREMIUM",7,,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",100,0,,699,0,,,,,,,,,,,,,,,2800,,"TRUE","TRUE","FALSE",,,4000
"com.supercell.laser.scid.seasonpass.plus","TID_BP_PLUS_NAME",7,,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",100,0,,999,0,,,,,,,,,,,,,,,5000,,"TRUE","TRUE","TRUE",,,12000
"com.supercell.laser.scid.specialoffertier0.free","TID_SHOP_SPECIAL_OFFER",6,,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",,0,,0,0,,,,,,,,,,,,,,,0,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.seasonpass.basic.discounted","TID_BRAWL_PASS_PREMIUM",7,,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",100,0,,299,0,,,,,,,,,,,,,,,1200,,"FALSE","TRUE","FALSE",,"com.supercell.laser.seasonpass.basic",
"com.supercell.laser.gempack6","TID_SHOP_GEM_PACK_7_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,4300,30,19999,7,,,"shop_gem_5",5,,,,,,,,,,,4300,,,,"FALSE",,,
"com.supercell.laser.scid.gempack6","TID_SUPERCELL_STORE_GEM_PACK_7_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,4300,,19999,7,,,"shop_gem_5",5,,,,,,,,,,,4300,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.bundle19999","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,19999,0,,,,,,,,,,,,,,,,4000,,,"FALSE",,,
"com.supercell.laser.competitivepass","TID_COMPETITIVE_PASS_PREMIUM",8,,,"TRUE","TRUE",,"TRUE",,,100,,,2499,,,,,,,,,,,,,,,,6000,,,,,,,1000
"com.supercell.laser.scid.competitivepass","TID_COMPETITIVE_PASS_PREMIUM",8,,,,,,"TRUE",,,100,,,2499,,,,,,,,,,,,,,,,6000,,"TRUE",,,,,3000
"com.supercell.laser.bundle039","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,39,0,,,,,,,,,,,,,,,,6,,,"FALSE",,,
"com.supercell.laser.bundle049","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,49,0,,,,,,,,,,,,,,,,7,,,"FALSE",,,
"com.supercell.laser.bundle059","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,59,0,,,,,,,,,,,,,,,,9,,,"FALSE",,,
"com.supercell.laser.bundle069","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,69,0,,,,,,,,,,,,,,,,10,,,"FALSE",,,
"com.supercell.laser.bundle089","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,89,0,,,,,,,,,,,,,,,,13,,,"FALSE",,,
"com.supercell.laser.bundle109","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,109,0,,,,,,,,,,,,,,,,16,,,"FALSE",,,
"com.supercell.laser.bundle119","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,119,0,,,,,,,,,,,,,,,,18,,,"FALSE",,,
"com.supercell.laser.bundle129","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,129,0,,,,,,,,,,,,,,,,19,,,"FALSE",,,
"com.supercell.laser.bundle139","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,139,0,,,,,,,,,,,,,,,,21,,,"FALSE",,,
"com.supercell.laser.bundle149","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,149,0,,,,,,,,,,,,,,,,22,,,"FALSE",,,
"com.supercell.laser.bundle159","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,159,0,,,,,,,,,,,,,,,,24,,,"FALSE",,,
"com.supercell.laser.bundle169","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,169,0,,,,,,,,,,,,,,,,25,,,"FALSE",,,
"com.supercell.laser.bundle179","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,179,0,,,,,,,,,,,,,,,,27,,,"FALSE",,,
"com.supercell.laser.bundle189","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,189,0,,,,,,,,,,,,,,,,28,,,"FALSE",,,
"com.supercell.laser.bundle209","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,209,0,,,,,,,,,,,,,,,,31,,,"FALSE",,,
"com.supercell.laser.bundle219","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,219,0,,,,,,,,,,,,,,,,33,,,"FALSE",,,
"com.supercell.laser.bundle229","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,229,0,,,,,,,,,,,,,,,,35,,,"FALSE",,,
"com.supercell.laser.bundle239","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,239,0,,,,,,,,,,,,,,,,37,,,"FALSE",,,
"com.supercell.laser.bundle249","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,249,0,,,,,,,,,,,,,,,,39,,,"FALSE",,,
"com.supercell.laser.bundle259","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,259,0,,,,,,,,,,,,,,,,40,,,"FALSE",,,
"com.supercell.laser.bundle269","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,269,0,,,,,,,,,,,,,,,,42,,,"FALSE",,,
"com.supercell.laser.bundle279","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,279,0,,,,,,,,,,,,,,,,44,,,"FALSE",,,
"com.supercell.laser.bundle289","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,289,0,,,,,,,,,,,,,,,,46,,,"FALSE",,,
"com.supercell.laser.bundle329","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,329,0,,,,,,,,,,,,,,,,52,,,"FALSE",,,
"com.supercell.laser.bundle349","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,349,0,,,,,,,,,,,,,,,,56,,,"FALSE",,,
"com.supercell.laser.bundle379","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,379,0,,,,,,,,,,,,,,,,60,,,"FALSE",,,
"com.supercell.laser.bundle429","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,429,0,,,,,,,,,,,,,,,,68,,,"FALSE",,,
"com.supercell.laser.bundle449","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,449,0,,,,,,,,,,,,,,,,72,,,"FALSE",,,
"com.supercell.laser.bundle479","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,479,0,,,,,,,,,,,,,,,,76,,,"FALSE",,,
"com.supercell.laser.bundle549","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,549,0,,,,,,,,,,,,,,,,91,,,"FALSE",,,
"com.supercell.laser.bundle649","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,649,0,,,,,,,,,,,,,,,,110,,,"FALSE",,,
"com.supercell.laser.bundle749","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,749,0,,,,,,,,,,,,,,,,127,,,"FALSE",,,
"com.supercell.laser.bundle849","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,849,0,,,,,,,,,,,,,,,,144,,,"FALSE",,,
"com.supercell.laser.bundle949","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,949,0,,,,,,,,,,,,,,,,161,,,"FALSE",,,
"com.supercell.laser.bundle2099","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,2099,0,,,,,,,,,,,,,,,,383,,,"FALSE",,,
"com.supercell.laser.bundle2199","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,2199,0,,,,,,,,,,,,,,,,406,,,"FALSE",,,
"com.supercell.laser.bundle2299","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,2299,0,,,,,,,,,,,,,,,,429,,,"FALSE",,,
"com.supercell.laser.bundle2399","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,2399,0,,,,,,,,,,,,,,,,452,,,"FALSE",,,
"com.supercell.laser.bundle2599","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,2599,0,,,,,,,,,,,,,,,,494,,,"FALSE",,,
"com.supercell.laser.bundle2699","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,2699,0,,,,,,,,,,,,,,,,513,,,"FALSE",,,
"com.supercell.laser.bundle2899","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,2899,0,,,,,,,,,,,,,,,,551,,,"FALSE",,,
"com.supercell.laser.bundle3099","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,3099,0,,,,,,,,,,,,,,,,589,,,"FALSE",,,
"com.supercell.laser.bundle3199","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,3199,0,,,,,,,,,,,,,,,,608,,,"FALSE",,,
"com.supercell.laser.bundle3299","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,3299,0,,,,,,,,,,,,,,,,627,,,"FALSE",,,
"com.supercell.laser.bundle3399","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,3399,0,,,,,,,,,,,,,,,,646,,,"FALSE",,,
"com.supercell.laser.bundle3499","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,3499,0,,,,,,,,,,,,,,,,665,,,"FALSE",,,
"com.supercell.laser.bundle3599","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,3599,0,,,,,,,,,,,,,,,,684,,,"FALSE",,,
"com.supercell.laser.bundle3699","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,3699,0,,,,,,,,,,,,,,,,703,,,"FALSE",,,
"com.supercell.laser.bundle3799","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,3799,0,,,,,,,,,,,,,,,,722,,,"FALSE",,,
"com.supercell.laser.bundle3899","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,3899,0,,,,,,,,,,,,,,,,741,,,"FALSE",,,
"com.supercell.laser.bundle4099","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,4099,0,,,,,,,,,,,,,,,,779,,,"FALSE",,,
"com.supercell.laser.bundle4199","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,4199,0,,,,,,,,,,,,,,,,798,,,"FALSE",,,
"com.supercell.laser.bundle4299","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,4299,0,,,,,,,,,,,,,,,,817,,,"FALSE",,,
"com.supercell.laser.bundle4399","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,4399,0,,,,,,,,,,,,,,,,836,,,"FALSE",,,
"com.supercell.laser.bundle4499","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,4499,0,,,,,,,,,,,,,,,,855,,,"FALSE",,,
"com.supercell.laser.bundle4599","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,4599,0,,,,,,,,,,,,,,,,874,,,"FALSE",,,
"com.supercell.laser.bundle4699","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,4699,0,,,,,,,,,,,,,,,,893,,,"FALSE",,,
"com.supercell.laser.bundle4799","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,4799,0,,,,,,,,,,,,,,,,912,,,"FALSE",,,
"com.supercell.laser.bundle4899","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,4899,0,,,,,,,,,,,,,,,,931,,,"FALSE",,,
"com.supercell.laser.bundle5299","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,5299,0,,,,,,,,,,,,,,,,1013,,,"FALSE",,,
"com.supercell.laser.bundle5499","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,5499,0,,,,,,,,,,,,,,,,1055,,,"FALSE",,,
"com.supercell.laser.bundle5799","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,5799,0,,,,,,,,,,,,,,,,1118,,,"FALSE",,,
"com.supercell.laser.bundle5999","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,5999,0,,,,,,,,,,,,,,,,1160,,,"FALSE",,,
"com.supercell.laser.bundle6299","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,6299,0,,,,,,,,,,,,,,,,1223,,,"FALSE",,,
"com.supercell.laser.bundle6499","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,6499,0,,,,,,,,,,,,,,,,1265,,,"FALSE",,,
"com.supercell.laser.bundle6799","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,6799,0,,,,,,,,,,,,,,,,1328,,,"FALSE",,,
"com.supercell.laser.bundle6999","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,6999,0,,,,,,,,,,,,,,,,1370,,,"FALSE",,,
"com.supercell.laser.bundle7299","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,7299,0,,,,,,,,,,,,,,,,1433,,,"FALSE",,,
"com.supercell.laser.bundle7499","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,7499,0,,,,,,,,,,,,,,,,1475,,,"FALSE",,,
"com.supercell.laser.bundle7799","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,7799,0,,,,,,,,,,,,,,,,1538,,,"FALSE",,,
"com.supercell.laser.bundle7999","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,7999,0,,,,,,,,,,,,,,,,1580,,,"FALSE",,,
"com.supercell.laser.bundle8299","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,8299,0,,,,,,,,,,,,,,,,1643,,,"FALSE",,,
"com.supercell.laser.bundle8499","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,8499,0,,,,,,,,,,,,,,,,1685,,,"FALSE",,,
"com.supercell.laser.bundle8799","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,8799,0,,,,,,,,,,,,,,,,1748,,,"FALSE",,,
"com.supercell.laser.bundle8999","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,8999,0,,,,,,,,,,,,,,,,1790,,,"FALSE",,,
"com.supercell.laser.bundle9299","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,9299,0,,,,,,,,,,,,,,,,1853,,,"FALSE",,,
"com.supercell.laser.bundle9499","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,9499,0,,,,,,,,,,,,,,,,1895,,,"FALSE",,,
"com.supercell.laser.bundle9799","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,9799,0,,,,,,,,,,,,,,,,1958,,,"FALSE",,,
"com.supercell.laser.bundle10499","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,10499,0,,,,,,,,,,,,,,,,2100,,,"FALSE",,,
"com.supercell.laser.bundle10999","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,10999,0,,,,,,,,,,,,,,,,2200,,,"FALSE",,,
"com.supercell.laser.bundle11499","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,11499,0,,,,,,,,,,,,,,,,2300,,,"FALSE",,,
"com.supercell.laser.bundle11999","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,11999,0,,,,,,,,,,,,,,,,2400,,,"FALSE",,,
"com.supercell.laser.bundle12499","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,12499,0,,,,,,,,,,,,,,,,2500,,,"FALSE",,,
"com.supercell.laser.bundle12999","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,12999,0,,,,,,,,,,,,,,,,2600,,,"FALSE",,,
"com.supercell.laser.bundle13499","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,13499,0,,,,,,,,,,,,,,,,2700,,,"FALSE",,,
"com.supercell.laser.bundle13999","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,13999,0,,,,,,,,,,,,,,,,2800,,,"FALSE",,,
"com.supercell.laser.bundle14499","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,14499,0,,,,,,,,,,,,,,,,2900,,,"FALSE",,,
"com.supercell.laser.bundle14999","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,14999,0,,,,,,,,,,,,,,,,3000,,,"FALSE",,,
"com.supercell.laser.bundle15999","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,15999,0,,,,,,,,,,,,,,,,3200,,,"FALSE",,,
"com.supercell.laser.bundle16999","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,16999,0,,,,,,,,,,,,,,,,3400,,,"FALSE",,,
"com.supercell.laser.bundle17999","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,17999,0,,,,,,,,,,,,,,,,3600,,,"FALSE",,,
"com.supercell.laser.bundle18999","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE","FALSE","TRUE",,,,0,,18999,0,,,,,,,,,,,,,,,,3800,,,"FALSE",,,
"com.supercell.laser.gempack0.t50","TID_SHOP_GEM_PACK_1_TITLE",1,,,"TRUE","TRUE","FALSE","TRUE",,,50,30,,99,1,,,"shop_gem_0",0,,,,,,,,,,,30,,,,"FALSE",,,
"com.supercell.laser.gempack0.t60","TID_SHOP_GEM_PACK_1_TITLE",1,,,"TRUE","TRUE","FALSE","TRUE",,,60,30,,119,1,,,"shop_gem_0",0,,,,,,,,,,,30,,,,"FALSE",,,
"com.supercell.laser.gempack1.t50","TID_SHOP_GEM_PACK_2_TITLE",1,,,"TRUE","TRUE","FALSE","TRUE",,,50,80,0,249,2,,,"shop_gem_1",1,,,,"TID_SHOP_LABEL_BREAKDOWN",5,,,,,,80,,,,"FALSE",,,
"com.supercell.laser.gempack1.t60","TID_SHOP_GEM_PACK_2_TITLE",1,,,"TRUE","TRUE","FALSE","TRUE",,,60,80,0,299,2,,,"shop_gem_1",1,,,,"TID_SHOP_LABEL_BREAKDOWN",5,,,,,,80,,,,"FALSE",,,
"com.supercell.laser.gempack2.t50","TID_SHOP_GEM_PACK_3_TITLE",1,,,"TRUE","TRUE","FALSE","TRUE",,,50,170,5,499,3,,,"shop_gem_2",2,,,,"TID_SHOP_LABEL_BREAKDOWN",19,"TID_SHOP_LABEL_POPULAR",,,,,170,,,,"FALSE",,,
"com.supercell.laser.gempack2.t60","TID_SHOP_GEM_PACK_3_TITLE",1,,,"TRUE","TRUE","FALSE","TRUE",,,60,170,5,599,3,,,"shop_gem_2",2,,,,"TID_SHOP_LABEL_BREAKDOWN",19,"TID_SHOP_LABEL_POPULAR",,,,,170,,,,"FALSE",,,
"com.supercell.laser.gempack3.t50","TID_SHOP_GEM_PACK_4_TITLE",1,,,"TRUE","TRUE","FALSE","TRUE",,,50,360,15,999,4,,,"shop_gem_3",3,,,,"TID_SHOP_LABEL_BREAKDOWN",59,,,,,,360,,,,"FALSE",,,
"com.supercell.laser.gempack3.t60","TID_SHOP_GEM_PACK_4_TITLE",1,,,"TRUE","TRUE","FALSE","TRUE",,,60,360,15,1199,4,,,"shop_gem_3",3,,,,"TID_SHOP_LABEL_BREAKDOWN",59,,,,,,360,,,,"FALSE",,,
"com.supercell.laser.gempack4.t50","TID_SHOP_GEM_PACK_5_TITLE",1,,,"TRUE","TRUE","FALSE","TRUE",,,50,950,20,2499,5,,,"shop_gem_4",4,,,,"TID_SHOP_LABEL_BREAKDOWN",196,,,,,,950,,,,"FALSE",,,
"com.supercell.laser.gempack4.t60","TID_SHOP_GEM_PACK_5_TITLE",1,,,"TRUE","TRUE","FALSE","TRUE",,,60,950,20,2999,5,,,"shop_gem_4",4,,,,"TID_SHOP_LABEL_BREAKDOWN",196,,,,,,950,,,,"FALSE",,,
"com.supercell.laser.gempack5.t50","TID_SHOP_GEM_PACK_6_TITLE",1,,,"TRUE","TRUE","FALSE","TRUE",,,50,2000,25,4999,6,,,"shop_gem_5",5,,,,"TID_SHOP_LABEL_BREAKDOWN",493,"TID_SHOP_LABEL_BEST_VALUE",,,,,2000,,,,"FALSE",,,
"com.supercell.laser.gempack5.t60","TID_SHOP_GEM_PACK_6_TITLE",1,,,"TRUE","TRUE","FALSE","TRUE",,,60,2000,25,5999,6,,,"shop_gem_5",5,,,,"TID_SHOP_LABEL_BREAKDOWN",493,"TID_SHOP_LABEL_BEST_VALUE",,,,,2000,,,,"FALSE",,,
"com.supercell.laser.gempack6.t50","TID_SHOP_GEM_PACK_7_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE",,,50,4300,30,9999,7,,,"shop_gem_5",5,,,,,,,,,,,4300,,,,"FALSE",,,
"com.supercell.laser.gempack6.t60","TID_SHOP_GEM_PACK_7_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE",,,60,4300,30,11999,7,,,"shop_gem_5",5,,,,,,,,,,,4300,,,,"FALSE",,,
"com.supercell.laser.seasonpass.basic.discounted.t50","TID_BRAWL_PASS_PREMIUM",7,,"FALSE","TRUE","TRUE","FALSE","TRUE",,,50,,,149,,,,,,,,,,,,,,,,1200,,"FALSE","TRUE","FALSE",,"com.supercell.laser.seasonpass.basic.t50",
"com.supercell.laser.seasonpass.basic.discounted.t60","TID_BRAWL_PASS_PREMIUM",7,,"FALSE","TRUE","TRUE","FALSE","TRUE",,,60,,,179,,,,,,,,,,,,,,,,1200,,"FALSE","TRUE","FALSE",,"com.supercell.laser.seasonpass.basic.t60",
"com.supercell.laser.seasonpass.basic.t50","TID_BRAWL_PASS_PREMIUM",7,,"FALSE","TRUE","TRUE","FALSE","TRUE",,,50,,,349,,,,,,,,,,,,,,,,2800,,"FALSE","TRUE","FALSE",,,
