"rmsep","Loop","FollowParent","FollowParentAngle","FollowBone","OwnScreenShake","OthersScreenShake","OwnHapticLevel","OthersHapticLevel","Time","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","GroundBasis","FlashColor","Scale","FlashDuration","TextInstanceName","TextParentInstanceName","EnemyVersion","ChinaReplacement","FlashWidth","EffectZ"
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_bubble",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_leaf",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_acc",,"Above",,,100,,,,,,,
"sticky_002_atk_reached_red",,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_ground_red",,"GroundTop","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_gum_red",,"GroundTop","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_leaf_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_acc_red",,"Above",,,100,,,,,,,
"sticky_002_atk_hit",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_002_atk_hit_remain",,,"Object",,,100,,,,"sticky_002_atk_hit_red",,,400
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_bubble",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_leaf",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_acc",,"Above",,,100,,,,,,,
"sticky_002_atk_hit_red",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_def_atk_hit_remain_red",,,"Object",,,100,,,,,,,400
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_bubble_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_leaf_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_acc_red",,"Above",,,100,,,,,,,
"sticky_002_atk_hitEnv",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_002_atk_hit_remain",,,"Object",,,75,,,,"sticky_002_atk_hitEnv_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_bubble",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_leaf",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_acc",,"Above",,,100,,,,,,,
"sticky_002_atk_hitEnv_red",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_002_atk_hit_remain_red",,,"Object",,,75,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_bubble_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_leaf_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_acc_red",,"Above",,,100,,,,,,,
"sticky_002_atk_explode",,,,,150,150,,,,"Squeak_Bomb","SWF","sc/effects_brawler.sc","dynamike_attack_blue",,,"Above","true",,135,,,,"sticky_002_atk_explode_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_ground_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_exp_thread",,"Object","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_exp_ground",,"GroundLow","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_ulti_leafGround",,"GroundLow","TRUE",,100,,,,,,,
"sticky_002_atk_explode_red",,,,,150,150,,,,"Squeak_Ulti_Bomb","SWF","sc/effects_brawler.sc","dynamike_attack_red",,,"Above","true",,135,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_ground_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_exp_thread_red",,"Object","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_exp_ground_red",,"GroundLow","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_ulti_leafGround_red",,"GroundLow","TRUE",,100,,,,,,,
"sticky_002_ulti_trail",,,,,,,,,,"Squeak_Ulti","ParticleEmitter",,,"sticky_002_ulti_trail_bubble",,"Object",,,100,,,,"sticky_002_ulti_trail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_ulti_trail_ground",,"GroundLow","TRUE",,100,,,,,,,
"sticky_002_ulti_trail_red",,,,,,,,,,"Squeak_Ulti","ParticleEmitter",,,"sticky_002_ulti_trail_bubble_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_ulti_trail_ground_red",,"GroundLow","TRUE",,100,,,,,,,
"sticky_002_ulti2_trail",,,,,,,,,,,"ParticleEmitter",,,"sticky_002_ulti2_trail_bubble",,"Object",,,100,,,,"sticky_002_ulti2_trail_red",,,
"sticky_002_ulti2_trail_red",,,,,,,,,,,"ParticleEmitter",,,"sticky_def_ulti2_trail_bubble_red",,"Object",,,100,,,,,,,
"sticky_002_ulti_hit",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_def_atk_hit_remain",,,"Object",,,70,,,,"sticky_002_ulti_hit_red",,,400
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_reached_bubble",,"Above",,,70,,,,,,,
"sticky_002_ulti_hit_red",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_def_atk_hit_remain_red",,,"Object",,,70,,,,,,,400
"sticky_002_ulti_hitEnv",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_def_atk_hit_remain",,,"Object",,,70,,,,"sticky_002_ulti_hitEnv_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_bubble",,"Above",,,70,,,,,,,
"sticky_002_ulti_hitEnv_red",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_def_atk_hit_remain_red",,,"Object",,,70,,,,,,,
"sticky_002_ulti_reached",,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_ground",,"GroundTop","TRUE",,70,,,,"sticky_002_ulti_reached_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_gum",,"GroundTop","TRUE",,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_bubble",,"Above",,,70,,,,,,,
"sticky_002_ulti_reached_red",,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_ground_red",,"GroundTop","TRUE",,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_gum_red",,"GroundTop","TRUE",,70,,,,,,,
"sticky_002_ulti_explode",,,,,150,150,,,,"Sound_Gen_small_explosion","SWF","sc/effects_brawler.sc","dynamike_attack_blue",,,"Above","true",,80,,,,"sticky_002_ulti_explode_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_ground_red",,"Above",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_red",,"Above",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"GroundHigh",,,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_exp_thread",,"Object","TRUE",,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_exp_ground",,"GroundLow","TRUE",,65,,,,,,,
"sticky_002_ulti_explode_red",,,,,150,150,,,,"Sound_Gen_small_explosion","SWF","sc/effects_brawler.sc","dynamike_attack_red",,,"Above","true",,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_ground_red",,"Above",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_red",,"Above",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"GroundHigh",,,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_exp_thread_red",,"Object","TRUE",,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_002_atk_exp_ground_red",,"GroundLow","TRUE",,65,,,,,,,
"squeak_003_atk",,,,,,,,,,"Squeak_Atk","ParticleEmitter",,,"squeak_003_atk_dust",,"GroundLow","true",,100,,,,"squeak_003_atk_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_debris",,"GroundLow",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_dustDots",,"Object",,,100,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_def_atk",,,"Above","TRUE",,100,,,,,,,500
"squeak_003_atk_red",,,,,,,,,,"Squeak_Atk","ParticleEmitter",,,"squeak_003_atk_dust",,"GroundLow","true",,100,,,,"sprout_003_atk1_hit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_debris_red",,"GroundLow",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_dustDots",,"Object",,,100,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_def_atk",,,"Above","TRUE",,100,,,,,,,500
"squeak_003_atk_trail",,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_trail_bubble",,"Object",,,100,,,,"squeak_003_atk_trail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_trail_frag",,"Above",,,100,,,,,,,
"squeak_003_atk_trail_red",,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_trail_bubble_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_trail_frag_red",,"Above",,,100,,,,,,,
"squeak_003_atk_reached",,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_ground",,"GroundTop","TRUE",,100,,,,"squeak_003_atk_reached_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_gum",,"GroundTop","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_bubble",,"Above",,,100,,,,,,,
"squeak_003_atk_reached_red",,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_ground_red",,"GroundTop","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_gum_red",,"GroundTop","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_bubble_red",,"Above",,,100,,,,,,,
"squeak_003_atk_hit",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_def_atk_hit_remain",,,"Object",,,100,,,,"squeak_003_atk_hit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_bubble",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_hit_frags",,"Above",,,100,,,,,,,
"squeak_003_atk_hit_red",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_def_atk_hit_remain_red",,,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_bubble_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_hit_frags_red",,"Above",,,100,,,,,,,
"squeak_003_atk_hitEnv",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_def_atk_hit_remain",,,"Object",,,100,,,,"squeak_003_atk_hitEnv_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_bubble",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_hit_frags",,"Above",,,100,,,,,,,
"squeak_003_atk_hitEnv_red",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_def_atk_hit_remain_red",,,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_bubble_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_hit_frags_red",,"Above",,,100,,,,,,,
"squeak_003_atk_explode",,,,,150,150,,,,"Squeak_Bomb","SWF","sc/effects_brawler.sc","dynamike_attack_blue",,,"Above","true",,135,,,,"squeak_003_atk_explode_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_ground_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_exp_thread",,"Object","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_exp_ground",,"GroundLow","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_exp_thread",,"Object","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_ulti_drop_eyeball",,"Object","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_ulti_drop_potato",,"Object","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_leaf_green",,"Above","TRUE",,100,,,,,,,
"squeak_003_atk_explode_red",,,,,150,150,,,,"Squeak_Bomb","SWF","sc/effects_brawler.sc","dynamike_attack_red",,,"Above","true",,135,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_ground_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_exp_thread_red",,"Object","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_exp_ground_red",,"GroundLow","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_exp_thread_red",,"Object","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_ulti_drop_eyeball_red",,"Object","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_ulti_drop_potato_red",,"Object","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_leaf_red",,"Above","TRUE",,100,,,,,,,
"squeak_003_ulti_trail",,,,,,,,,,"Squeak_Ulti","ParticleEmitter",,,"sticky_def_ulti_trail_bubble",,"Object",,,100,,,,"squeak_003_ulti_trail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_ulti_trail_ground",,"GroundLow","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_ulti_trail_frag",,"Object",,,100,,,,"squeak_003_ulti2_trail_red",,,
"squeak_003_ulti_trail_red",,,,,,,,,,"Squeak_Ulti","ParticleEmitter",,,"sticky_def_ulti_trail_bubble_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_ulti_trail_ground_red",,"GroundLow","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_ulti_trail_frag_red",,"Object",,,100,,,,"squeak_003_ulti2_trail_red",,,
"squeak_003_ulti2_trail",,,,,,,,,,,"ParticleEmitter",,,"sticky_def_ulti2_trail_bubble",,"Object",,,100,,,,"squeak_003_ulti2_trail_red",,,
"squeak_003_ulti2_trail_red",,,,,,,,,,,"ParticleEmitter",,,"sticky_def_ulti2_trail_bubble_red",,"Object",,,100,,,,,,,
"squeak_003_ulti_hit",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_def_atk_hit_remain",,,"Object",,,70,,,,"squeak_003_ulti_hit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_bubble",,"Above",,,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_ulti_hit_frags",,"Above",,,100,,,,,,,
"squeak_003_ulti_hit_red",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_def_atk_hit_remain_red",,,"Object",,,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_bubble_red",,"Above",,,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_ulti_hit_frags_red",,"Above",,,100,,,,,,,
"squeak_003_ulti_hitEnv",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_def_atk_hit_remain",,,"Object",,,70,,,,"squeak_003_ulti_hitEnv_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_bubble",,"Above",,,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_ulti_hit_frags",,"Above",,,100,,,,,,,
"squeak_003_ulti_hitEnv_red",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","sticky_def_atk_hit_remain_red",,,"Object",,,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_bubble_red",,"Above",,,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_ulti_hit_frags_red",,"Above",,,100,,,,,,,
"squeak_003_ulti_reached",,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_ground",,"GroundTop","TRUE",,70,,,,"squeak_003_ulti_reached_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_gum",,"GroundTop","TRUE",,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_bubble",,"Above",,,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_ulti_hit_frags",,"Above",,,100,,,,,,,
"squeak_003_ulti_reached_red",,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_ground_red",,"GroundTop","TRUE",,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_gum_red",,"GroundTop","TRUE",,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_reached_bubble_red",,"Above",,,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_ulti_hit_frags_red",,"Above",,,100,,,,,,,
"squeak_003_ulti_explode",,,,,150,150,,,,"Sound_Gen_small_explosion","SWF","sc/effects_brawler.sc","dynamike_attack_blue",,,"Above","true",,80,,,,"squeak_003_ulti_explode_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_ground_red",,"Above",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_red",,"Above",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"GroundHigh",,,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_exp_thread",,"Object","TRUE",,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_exp_ground",,"GroundLow","TRUE",,65,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_exp_thread",,"Object","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_ulti_drop_eyeball",,"Object","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_ulti_drop_potato",,"Object","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_leaf_green",,"Above","TRUE",,100,,,,,,,
"squeak_003_ulti_explode_red",,,,,150,150,,,,"Sound_Gen_small_explosion","SWF","sc/effects_brawler.sc","dynamike_attack_red",,,"Above","true",,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_ground_red",,"Above",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"cloudExplode_red",,"Above",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"GroundHigh",,,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_exp_thread_red",,"Object","TRUE",,70,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sticky_def_atk_exp_ground_red",,"GroundLow","TRUE",,65,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_exp_thread_red",,"Object","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_ulti_drop_eyeball_red",,"Object","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_ulti_drop_potato_red",,"Object","TRUE",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_003_atk_leaf_red",,"Above","TRUE",,100,,,,,,,
"squeak_004_atk",,"true",,,,,,,,"Squeak_Atk","SWF","sc/effects_brawler.sc","squeak_004_atk",,,"Above","true",,120,,,,"squeak_004_atk_red",,,400
"squeak_004_atk_red",,"true",,,,,,,,"Squeak_Atk","SWF","sc/effects_brawler.sc","squeak_004_atk_red",,,"Above","true",,120,,,,,,,400
"squeak_004_atk_hit",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","squeak_004_atk_hit_remain",,,"Above",,,100,,,,"squeak_004_atk_hit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"sprout_003_atk_hit_gas",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_frags",,"Above",,,100,,,,,,,
"squeak_004_atk_hit_red",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","squeak_004_atk_hit_remain_red",,,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sprout_003_atk_hit_gas_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_frags_red",,"Above",,,100,,,,,,,
"squeak_004_atk_hitEnv",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","squeak_004_atk_reached_ground",,,"Above",,,100,,,,"squeak_004_atk_hitEnv_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"sprout_003_atk_hit_gas",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_frags",,"Above",,,100,,,,,,,
"squeak_004_atk_hitEnv_red",,"TRUE",,,,,,,,,"SWF","sc/effects_brawler.sc","squeak_004_atk_reached_ground_red",,,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sprout_003_atk_hit_gas_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_frags_red",,"Above",,,100,,,,,,,
"squeak_004_atk_reached",,,,,,,,,,,"SWF","sc/effects_brawler.sc","squeak_004_atk_reached_ground",,,"Above",,,,,,,"squeak_004_atk_reached_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"sprout_003_atk_hit_gas",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_frags",,"Above",,,100,,,,,,,
"squeak_004_atk_reached_red",,,,,,,,,,,"SWF","sc/effects_brawler.sc","squeak_004_atk_reached_ground_red",,,"Above",,,,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"sprout_003_atk_hit_gas_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_frags_red",,"Above",,,100,,,,,,,
"squeak_004_atk_trail",,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_trail_gas",,"GroundTop",,,100,,,,"squeak_004_atk_trail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_trail_dust",,"Above",,,100,,,,,,,
"squeak_004_atk_trail_red",,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_trail_gas_red",,"GroundTop",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_trail_dust_red",,"Above",,,100,,,,,,,
"squeak_004_atk_explode",,,,,150,150,,,,"Sound_Gen_small_explosion","ParticleEmitter",,,"ground_fragments_lot_100",,"GroundHigh",,,100,,,,"squeak_004_atk_explode_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_gas_base",,"Object","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_gas_add",,"Above","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_ghost",,"Above",,,150,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_ulti_area",,"GroundTop","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_twinkles",,"Above","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atkHit_flash",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_impact",,"Above","TRUE",,100,,,,,,,
"squeak_004_atk_explode_red",,,,,150,150,,,,"Sound_Gen_small_explosion","ParticleEmitter",,,"ground_fragments_lot_100",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_gas_base_red",,"Object","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_gas_add_red",,"Above","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_ghost_red",,"Above",,,150,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_ulti_area_red",,"GroundTop","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_twinkles_red",,"Above","true",,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atkHit_flash_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_impact_red",,"Above","TRUE",,100,,,,,,,
"squeak_004_ulti_hit",,,,,,,,,,,"ParticleEmitter",,,"sprout_003_atk_hit_gas",,"Object",,,100,,,,"squeak_004_ulti_hit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_frags",,"Above",,,100,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","squeak_004_ulti_hit_remain",,,"Above",,,100,,,,,,,
"squeak_004_ulti_hit_red",,,,,,,,,,,"ParticleEmitter",,,"sprout_003_atk_hit_gas_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"squeak_004_atk_frags_red",,"Above",,,100,,,,,,,
