TID,EN,AR,CN,CNT,DE,ES,FI,FR,HE,ID,IT,JP,KR,MS,NL,PL,PT,RU,TH,TR,VI
TID_LOGIN_CALENDAR_REWARD_DESC_PIN,<VALUE1> pin <VALUE2>/<VALUE3>. Use pins to emote in battle.,تعبير <VALUE1><VALUE3>/<VALUE2>. استخدم التعبيرات لإظهار مشاعرك في المعركة.,<VALUE1>表情<VALUE2>/<VALUE3>。在对战中使用表情，表达自己的心情。,<VALUE1>表情<VALUE2>/<VALUE3>。在對戰中使用表情展現自我。,<VALUE1>-Pins <VALUE2>/<VALUE3>. Verwende Pins für Emotes während des Kampfes.,<VALUE1> reacción (<VALUE2>/<VALUE3>). Usa reacciones para expresarte en la batalla.,<VALUE1> merkki (<VALUE2>/<VALUE3>). Ilmaise itseäsi otteluissa merkeillä.,<VALUE1> émote <VALUE2>/<VALUE3>. Utilisez les émotes au combat !,<VALUE1> סיכה <VALUE2>/<VALUE3>. אפשר להשתמש בסיכות כדי להביע רגשות בקרב.,<VALUE1> pin <VALUE2>/<VALUE3>. Ekspresikan dirimu selama pertempuran dengan pin.,Reazione di <VALUE1> (<VALUE2>/<VALUE3>). Usa le reazioni per esprimerti in battaglia!,<VALUE1>のピンズ（<VALUE2>/<VALUE3>）をゲット！ピンズを使って対戦中の気持ちを表現しましょう。,<VALUE1> 핀 (<VALUE2>/<VALUE3>). 전투에서 핀을 활용해 기분을 표현해 보세요.,<VALUE1> pin <VALUE2>/<VALUE3>. Guna pin untuk meluahkan perasaan dalam pertempuran.,Reactie: <VALUE1> (<VALUE2>/<VALUE3>). Gebruik reacties om te communiceren tijdens het gevecht.,"Odznaka <VALUE1> - <VALUE2>/<VALUE3>. Używaj odznak, aby wyrażać siebie w bitwie.",Reação para <VALUE1> (<VALUE2>/<VALUE3>). Use reações para se expressar na batalha.,Значок <VALUE1> <VALUE2>/<VALUE3>. Используй значки для выражения эмоций в бою.,อีโมจิ <VALUE1> แบบ <VALUE2>/<VALUE3> ใช้อีโมจิเพื่อแสดงอารมณ์ในการต่อสู้,<VALUE1> rozet <VALUE2>/<VALUE3>. Rozetleri savaşta duygularını ifade etmek için kullanırsın.,Huy hiệu <VALUE1> <VALUE2>/<VALUE3>. Sử dụng huy hiệu để bày tỏ cảm xúc trong trận chiến.
TID_LOGIN_CALENDAR_REWARD_DESC_PIN_X2,This reward gives you 2 NEW PINS,تمنحك هذه المكافأة تعبيرين جديدين,该奖励包含2个新表情,此獎勵包含2個新表情,Diese Belohnung gibt dir 2 NEUE PINS.,Esta recompensa contiene 2 REACCIONES NUEVAS.,Tästä lahjasta saat 2 uutta merkkiä,Recevez 2 nouvelles émotes !,פרס זה מעניק לך 2 סיכות חדשות,Hadiah ini memberikan 2 PIN BARU,Questa ricompensa ti regala due nuove reazioni!,新しいピンズを2個ゲットできます。,해당 보상은 2개의 신규 핀을 포함합니다.,Ganjaran ini memberikan anda 2 PIN BAHARU,Deze beloning geeft je 2 NIEUWE REACTIES.,Ta nagroda daje ci 2 NOWE ODZNAKI,Esta recompensa contém 2 NOVAS REAÇÕES.,Эта награда даёт 2 НОВЫХ ЗНАЧКА,รางวัลนี้จะมอบอีโมจิใหม่ 2 แบบ,Bu ödül 2 YENİ ROZET veriyor.,Phần thưởng này cho bạn 2 HUY HIỆU MỚI
TID_LOGIN_CALENDAR_REWARD_DESC_STARPOWER_CHOICE,Choose a Star Power for <VALUE>. Star Powers are extra passive abilities for you Brawler.,اختر قدرة خاصة لـ <VALUE>. القدرات الخاصة قدرات إضافية لبطلك.,为<VALUE>选择一个星徽之力。星徽之力是英雄的额外被动技能。,為<VALUE>選擇1個能力之星。能力之星是英雄的額外被動技能。,Wähle eine Starpower für <VALUE>. Starpowers sind zusätzliche passive Fähigkeiten für deinen Brawler.,Elige una habilidad estelar para <VALUE>. Las habilidades estelares son habilidades pasivas adicionales para tus brawlers.,Valitse tähtivoima rämäpäälle <VALUE>. Tähtivoimat ovat passiivisia lisäkykyjä rämäpäällesi.,Choisissez un pouvoir star pour <VALUE>. Les pouvoirs star donnent à vos brawlers des capacités passives.,בחרו כוח כוכב עבור <VALUE>. כוחות כוכב הם יכולות פסיביות נוספת עבור הבראולר.,Pilih Kekuatan Bintang untuk <VALUE>. Kekuatan Bintang adalah kemampuan pasif untuk Jagoan.,Scegli un'abilità stellare per <VALUE>. Le abilità stellari sono abilità passive aggiuntive per il brawler.,<VALUE>のスターパワーを選択しましょう。スターパワーは、キャラクターを強化するパッシブスキルです。,<VALUE>의 스타 파워를 선택하세요. 스타 파워는 브롤러의 특별한 패시브 능력입니다.,Pilih kuasa bintang untuk <VALUE>. Kuasa bintang ialah keupayaan pasif tambahan untuk brawler anda.,Kies een sterrenkracht voor <VALUE>. Sterrenkrachten zijn extra passieve vaardigheden voor je knokker.,<VALUE> - wybierz gwiezdną moc. Gwiezdne moce to dodatkowe pasywne zdolności dla twojego zadymiarza.,Escolha um poder de estrela para <VALUE>. Poderes de estrela são habilidades passivas para o seu Brawler.,<VALUE>: выбери звёздную силу. Звёздные силы — это дополнительные пассивные способности бойца.,เลือกพลังดวงดาวสำหรับ <VALUE> พลังดวงดาวเป็นความสามารถพิเศษติดตัวสำหรับบรอว์เลอร์ของคุณ,<VALUE> için bir yıldız gücü seç. Yıldız güçleri savaşçılara pasif yetenekler kazandırır.,Chọn một Sức mạnh Sao cho <VALUE>. Sức mạnh Sao là kỹ năng bị động bổ sung cho Chiến binh Brawl của bạn.
TID_TUTORIAL_SD_FIRSTBATTLE,"The last Brawler standing wins! Collect Power Cubes from boxes to increase your strength. There are poison clouds closing in, so keep moving!",البطل الذي يصمد للنهاية يفوز. اجمع مكعبات القوة من الصناديق لزيادة قوتك. هناك سحب سامة تقترب، فاستمر في التحرك.,收集木箱中的能量块可以让您变得更强。,堅持到最後的英雄獲勝！收集箱子中的能量方塊可以讓您變得更強。毒氣會不斷由外向內擴散，所以要不斷保持移動！,"Der letzte noch stehende Brawler gewinnt! Sammle Powerwürfel aus Boxen, um stärker zu werden. Von außen kommen Giftwolken näher, also bleib in Bewegung!",¡Gana el último brawler que quede en pie! Recoge cubos de fuerza de las cajas para aumentar tu fuerza. ¡Cuidado con las nubes venenosas!,"Viimeiseksi selviytyvä rämäpää voittaa! Kasvata voimiasi keräämällä voimakuutioita lippaista. Myrkkypilvet lähestyvät, joten pysy liikkeessä!","Le dernier brawler en jeu l'emporte ! Récupérez des cubes de pouvoir dans les boîtes pour multiplier votre puissance. Le brouillard empoisonné se rapproche, alors ne traînez pas !","הבראולר האחרון שעומד, מנצח! כדאי לאסוף קוביות כוח מתיבות כדי להגביר את הכוח. ענני רעל מתקרבים, אז חשוב להמשיך לזוז!",Jagoan terakhir yang bertahan akan menang! Ambil Kubus Kekuatan dari kotak untuk memperkuat diri. Jangan lupa untuk terus bergerak agar tidak terjebak awan beracun!,"Vince il brawler che sopravvive fino alla fine! Raccogli i cubi di energia dalle casse per potenziarti e non indugiare, perché le nubi tossiche si avvicinano sempre di più!",最後に生き残ったプレイヤーが勝者！箱からパワーキューブを集めて、キャラクターを強化しよう。毒ガスが戦場を狭めるため、動き続けることをお忘れなく！,마지막까지 살아남으면 승리합니다! 상자에서 파워 큐브를 모아 브롤러를 강화하세요. 독 구름이 다가오니 계속 움직이세요!,"Brawler yang bertahan hingga akhir akan menang! Kumpul kiub kuasa dari kotak untuk meningkatkan kekuatan anda. Awan beracun akan kian mendekat, jadi teruskan bergerak!","De laatste knokker die overeind blijft, is de winnaar! Verzamel krachtkubussen uit dozen om je kracht te verhogen. Er komen gifwolken aan, dus blijf in beweging!","Ostatni ocalały zadymiarz wygrywa! Zbieraj kostki mocy ze skrzynek, aby zwiększyć swoją siłę. Nadchodzą chmury trucizny, więc nie przestawaj się ruszać!","O último Brawler de pé é o vencedor. Junte cubos de energia das caixas para aumentar a sua força. Nuvens tóxicas se aproximam, então não fique parado!","Побеждает оставшийся в живых боец! Собирай кубики усилений, чтобы стать сильнее. И не стой на месте — ядовитые облака подступают!",บรอว์เลอร์คนสุดท้ายที่เหลือรอดจะชนะ! เก็บลูกบาศก์พลังจากกล่องเพื่อเพิ่มความแข็งแกร่ง อย่าได้หยุดนิ่งเพราะหมอกพิษกำลังกระชั้นชิดเข้ามา!,"En son ayakta kalan savaşçı kazanır! Gücünü artırmak için güç küplerini toplamalısın. Zehirli bulutlar yaklaşıyor, elini çabuk tut!","Chiến binh Brawl còn trụ vững sau cùng sẽ chiến thắng! Thu thập Khối Sức mạnh từ những chiếc hộp để tăng sức mạnh. Màn khói độc sẽ kéo đến thu hẹp đấu trường, nên hãy nhanh chân di chuyển nhé!"
TID_GATCHA_SCREEN_WCPP_DROP_DESC,Choose a Brawler after collecting all your rewards,اختر بطلاً بعد جمع كل مكافآتك,领取全部奖励后选择一位英雄,領取全部獎勵後選擇一位英雄,"Wenn du deine Belohnungen eingesammelt hast, wähle einen Brawler.",Podrás elegir el brawler cuando hayas reclamado todas tus recompensas.,"Valitse rämäpää, kun olet lunastanut kaikki palkintosi",Choisissez un brawler après avoir récupéré toutes les récompenses.,בחרו בראולר לאחר איסוף כל הפרסים,Pilih Jagoan setelah mengambil semua hadiah.,Scegli un brawler dopo aver riscosso tutte le ricompense.,すべての報酬を回収後、好きなキャラクターを選択しましょう。,모든 보상을 수집한 후 브롤러를 선택하세요.,Pilih brawler selepas mengumpul semua ganjaran anda.,Kies een knokker na het verzamelen van al je beloningen.,Wybierz zadymiarza po odebraniu wszystkich nagród,Escolha um Brawler depois de coletar todas as recompensas,"Выбери бойца, когда получишь все награды.",เลือกบรอว์เลอร์หลังจากเก็บรางวัลทั้งหมดไปแล้ว,Tüm ödülleri aldıktan sonra bir savaşçı seç.,Chọn một Chiến binh Brawl sau khi thu thập tất cả phần thưởng.
TID_EMOTE_BUNDLE_BIODOME_PACK,Biodome Skins Pin set,مجموعة تعبيرات مظاهر محمية القبة البيئية,激战生态馆皮肤表情包,生態危機造型表情組合,Biosphäre-Skins-Pinset,Reacciones de aspectos del biodomo,Biokuplan asut -merkkisetti,Set d'émotes des skins biodôme,ערכת סיכות סקינים של ביודום,Setumpuk Pin Biodome,Set di reazioni de \qLa forza della natura\q,バイオドームピンズセット,바이오 돔 핀 세트,Set pin kulit Biodome,Reactieset voor biodomeskins,Zestaw odznaki Przebrania biokopuły,Pacote de reações de Biomutação,Набор значков «Биокупол»,เซ็ตอีโมจิสกินไบโอโดม,Biyodom kostüm ve rozet seti,Bộ Huy hiệu Trang phục Vòm sinh thái
TID_SHOP_BIODOME_SKINS,Biodome Skins,مظاهر محمية القبة البيئية,激战生态馆皮肤,生態危機造型,Biosphäre-Skins,Aspectos del biodomo,Biokuplan asut,Skins biodôme,סקינים של ביודום,Kostum Biodome,Skin de \qLa forza della natura\q,バイオドームスキン,바이오 돔 스킨,Kulit Biodome,Biodomeskins,Przebrania biokopuły,Visuais de Biomutação,Скины «Биокупол»,สกินไบโอโดม,Biyodom kostümleri,Trang phục Vòm sinh thái
TID_SHOP_BIODOME_TITLE,BIODOME,محمية القبة البيئية,激战生态馆,生態危機,BIOSPHÄRE,BIODOMO,BIOKUPLAN,BIODÔME,ביודום,BIODOME,LA FORZA DELLA NATURA,バイオドーム,바이오 돔,BIODOME,BIODOME,BIOKOPUŁA,BIOMUTAÇÃO,БИОКУПОЛ,ไบโอโดม,BİYODOM,VÒM SINH THÁI
TID_SKIN_INFO_CAMPAIGN_BIODOME,Biodome Skin,مظهر محمية القبة البيئية,激战生态馆皮肤,生態危機造型,Biosphäre-Skin,Aspecto del biodomo,Biokuplan asu,Skin biodôme,סקין ביודום,Kostum Biodome,Skin de \qLa forza della natura\q,バイオドームスキン,바이오 돔 스킨,Kulit Biodome,Biodomeskin,Przebranie biokopuły,Visual de Biomutação,Скин «Биокупол»,สกินไบโอโดม,Biyodom kostümü,Trang phục Vòm sinh thái
TID_LOGIN_CALENDAR_TIP_PINS,Use pins to emote in battle!,استخدم التعبيرات لإظهار مشاعرك في المعركة!,在对战中发送表情，表达自己的心情！,在對戰中使用表情，表達自己的心情！,Verwende Pins für Emotes während des Kampfes!,¡Usa reacciones para expresarte en la batalla!,Ilmaise tunteesi ottelussa merkeillä!,Utilisez des émotes au combat !,ניתן להשתמש בסיכות להבעת רגשות בקרב!,Ekspresikan dirimu selama pertempuran dengan Pin!,Usa le reazioni per esprimerti in battaglia!,ピンズを使って、対戦中の気持ちを表現しましょう！,전투에서 핀을 활용해 기분을 표현해 보세요.,Guna pin untuk meluahkan perasaan dalam pertempuran!,Gebruik reacties om te communiceren tijdens het gevecht.,"Używaj odznak, aby wyrażać siebie w bitwie!",Use reações para se expressar na batalha.,Используй значки для выражения эмоций в бою!,ใช้อีโมจิเพื่อแสดงอารมณ์ในการต่อสู้!,Rozetleri savaşta duygularını ifade etmek için kullanırsın.,Sử dụng huy hiệu để bày tỏ cảm xúc trong trận chiến!
TID_LOGIN_CALENDAR_TIP_STAR_POWER,Star Powers are extra passive abilities for you Brawler,القدرات الخاصة قدرات إضافية لبطلك,星徽之力是英雄的额外被动技能。,能力之星是英雄的額外被動技能。,Starpowers sind zusätzliche passive Fähigkeiten für deinen Brawler.,Las habilidades estelares son habilidades pasivas adicionales para tus brawlers.,Tähtivoimat ovat passiivisia lisäkykyjä rämäpäällesi.,Les pouvoirs star donnent à vos brawlers des capacités passives.,כוחות כוכב הם יכולות פסיביות נוספות עבור הבראולר,Kekuatan Bintang adalah kemampuan pasif untuk Jagoan.,Le abilità stellari sono abilità passive aggiuntive per il brawler.,スターパワーは、キャラクターを強化するパッシブスキルです。,스타 파워는 브롤러의 특별한 패시브 능력입니다.,Kuasa bintang ialah keupayaan pasif tambahan untuk brawler anda.,Sterrenkrachten zijn extra passieve vaardigheden voor je knokker.,Gwiezdne moce to dodatkowe pasywne zdolności dla twojego zadymiarza,Poderes de estrela são habilidades passivas para o seu Brawler.,Звёздные силы — это дополнительные пассивные способности бойца.,พลังดวงดาวเป็นความสามารถพิเศษติดตัวสำหรับบรอว์เลอร์ของคุณ,Yıldız güçleri savaşçılara pasif yetenekler kazandırır.,Sức mạnh Sao là kỹ năng bị động bổ sung cho Chiến binh Brawl của bạn.
