"Name","IconSWF","IconExportName","Target","Disabled","LockedForChronos","DynamicRarityStartSeason","RequiredChromatics","MetaType","RequiresCard","Type","Skill","Value","Value2","Value3","Rarity","TID","PowerNumberTID","PowerNumber2TID","PowerNumber3TID","PowerNumber4TID","PowerIcon1ExportName","PowerIcon2ExportName","SortOrder","DontUpgradeStat","HideDamageStat","DirectPurchasePrice"
"Duplicator_unique_2","sc/ui.sc","","Duplicator","","","","","4","","pet_healing_bullets","","150","","","common","TID_SPEC_ABI_DUPLICATOR_2","","","","","genicon_damage","","","","","2000"
"Duplicator_StaticDuplicate","sc/ui.sc","icon_item_lolla_1","Duplicator","","","","","5","","accessory","Duplicator_StaticDuplicate","1","20","","common","TID_ACCESSORY_DUPLICATOR_GADGET","","","","","genicon_health","","","","","1000"
"KickerDude_unlock","sc/ui.sc","","KickerDude","","","10","3","0","","unlock","","","","","epic","","","","","","","","710","","",""
"KickerDude_hp","sc/ui.sc","health_icon","KickerDude","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"KickerDude_abi","sc/ui.sc","attack_icon","KickerDude","","","","","2","","skill","KickerDudeWeapon","","","","common","TID_KICKER_DUDE_WEAPON","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"KickerDude_ulti","sc/ui.sc","ulti_icon","KickerDude","","","","","3","","skill","KickerDudeUlti","","","","common","TID_KICKER_DUDE_ULTI","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"KickerDude_unique","sc/ui.sc","","KickerDude","","","","","4","","charge_ulti_on_kill","","100","","","common","TID_SPEC_ABI_KICKER_DUDE_1","","","","","genicon_damage","","","","","2000"
"KickerDude_unique_2","sc/ui.sc","","KickerDude","","","","","4","","reduce_damage_periodically","","60","500","90","common","TID_SPEC_ABI_KICKER_DUDE_2","","","","","genicon_damage","","","","","2000"
"KickerDude_Mines","sc/ui.sc","icon_item_fang_1","KickerDude","","","","","5","","accessory","KickerDude_Mines","3","","","common","TID_ACCESSORY_KICKER_DUDE_GADGET","","","","","genicon_health","","","","","1000"
"012e076b0cd56825943d46c52f581675ecb20788","sc/ui.sc","","4f7b8a8fb970bd4cb356d59fd76bb5fb64e5797a","true","","","","0","","unlock","","","","","common","","","","","","","","101","","",""
"a7979c690609bb4e53bc14b6dc23f6c7d5a08191","sc/ui.sc","health_icon","4f7b8a8fb970bd4cb356d59fd76bb5fb64e5797a","true","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"425ef885ce54aed287e2783a60f3cab4b7efca2b","sc/ui.sc","attack_icon","4f7b8a8fb970bd4cb356d59fd76bb5fb64e5797a","true","","","","2","","skill","ShotgunGirlWeapon","","","","common","TID_LONG_RANGE_SHOTGUN","TID_STAT_DAMAGE_PER_SHELL","","","","genicon_damage","","","","",""
"23def801beba9bb987335e3eb89ef8f50f96ac08","sc/ui.sc","ulti_icon","4f7b8a8fb970bd4cb356d59fd76bb5fb64e5797a","true","","","","3","","skill","ShotgunGirlUlti","","","","common","TID_MEGA_BLASH_ULTI","TID_STAT_DAMAGE_PER_SHELL","","","","genicon_damage","","","","",""
"6ac02880272aaeaadac71ba48d4b89e889a07607","sc/ui.sc","","4f7b8a8fb970bd4cb356d59fd76bb5fb64e5797a","true","true","","","4","","petrol_reload","","7","40","","common","TID_SPEC_SUPER_RANGE","","","","","genicon_health","","","","","2000"
"5c30416c4151f4134432e80b50e194bfee88342f","sc/ui.sc","","4f7b8a8fb970bd4cb356d59fd76bb5fb64e5797a","true","true","","","4","","petrol_reload","","7","40","","common","TID_SPEC_SUPER_RANGE","","","","","genicon_health","","","","","2000"
"119d51e112ac047a90d534ac9bf4f7ad52481f51","sc/ui.sc","icon_item_shelly_2","4f7b8a8fb970bd4cb356d59fd76bb5fb64e5797a","true","","","","5","","accessory","ShotgunGirl_Focus","20","","","common","TID_ACCESSORY_SHELLY_FOCUS","","","","","genicon_health","","","","","1000"
"Flea_unlock","sc/ui.sc","","Flea","","","11","3","0","","unlock","","","","","epic","","","","","","","","711","","",""
"Flea_hp","sc/ui.sc","health_icon","Flea","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"Flea_abi","sc/ui.sc","attack_icon","Flea","","","","","2","","skill","FleaWeapon","","","","common","TID_FLEA_WEAPON","TID_STAT_BIG_EGG_DAMAGE","","","","genicon_damage","","","","",""
"Flea_ulti","sc/ui.sc","ulti_icon","Flea","","","","","3","","skill","FleaUlti","","","","common","TID_FLEA_ULTI","TID_HATCHLING_HEALTH","TID_BIG_EGG_HEALTH","TID_HATCHLING_DAMAGE","TID_HATCHLING_COUNT","genicon_damage","","","","",""
"Flea_unique","sc/ui.sc","","Flea","","","","","4","","projectile_reversion","","1","","","common","TID_SPEC_ABI_FLEA_1","","","","","genicon_damage","","","","","2000"
"Flea_unique_2","sc/ui.sc","","Flea","","","","","4","","spawn_pet_on_hit","","100","3","","common","TID_SPEC_ABI_FLEA_2","","","","","genicon_damage","","","","","2000"
"Flea_Jump","sc/ui.sc","icon_item_eve_1","Flea","","","","","5","","accessory","Flea_Jump","1","","","common","TID_ACCESSORY_FLEA_JUMP","","","","","genicon_health","","","","","1000"
"Flea_Symbiosis","sc/ui.sc","icon_item_eve_2","Flea","","","","","5","","accessory","Flea_Symbiosis","1","","","common","TID_ACCESSORY_FLEA_SYMBIOSIS","","","","","genicon_health","","","","","1000"
"Duplicator_Swap","sc/ui.sc","icon_item_lolla_2","Duplicator","","","","","5","","accessory","Duplicator_Swap","1","","","common","TID_ACCESSORY_DUPLICATOR_SWAP","","","","","genicon_health","","","","","1000"
"Percenter_Lifesteal","sc/ui.sc","icon_item_colette_2","Percenter","","","","","5","","accessory","Percenter_Lifesteal","20","35","","common","TID_ACCESSORY_PERCENTER_LIFESTEAL","","","","","genicon_health","","","","","1000"
"Baseball_Sticky","sc/ui.sc","icon_item_bibi_2","Baseball","","","","","5","","accessory","Baseball_Sticky","1","","","common","TID_ACCESSORY_BASEBALL_STICKY","","","","","genicon_health","","","","","1000"
"Mummy_Acid","sc/ui.sc","icon_item_emz_2","Mummy","","","","","5","","accessory","Mummy_Acid","1","0","","common","TID_ACCESSORY_MUMMY_ACID","","","","","genicon_health","","","","","1000"
"CrossBomber_Burst","sc/ui.sc","icon_item_grom_2","CrossBomber","","","","","5","","accessory","CrossBomber_Burst","27","","","common","TID_ACCESSORY_CROSS_BOMBER_BURST","","","","","genicon_health","","","","","1000"
"SnakeOil_Spread","sc/ui.sc","icon_item_byron_2","SnakeOil","","","","","5","","accessory","SnakeOil_Spread","1","3","38","common","TID_ACCESSORY_SNAKE_OIL_SPREAD","","","","","genicon_health","","","","","1000"
"StickyBomb_Vision","sc/ui.sc","icon_item_squeak_2","StickyBomb","","","","","5","","accessory","StickyBomb_Vision","37","","","common","TID_ACCESSORY_STICKY_BOMB_VISION","","","","","genicon_health","","","","","1000"
"ElectroSniper_Bounce","sc/ui.sc","icon_item_belle_2","ElectroSniper","","","","","5","","accessory","ElectroSniper_Bounce","","","","common","TID_ACCESSORY_ELECTRO_SNIPER_BOUNCE","","","","","genicon_health","","","","","1000"
"KickerDude_Sweep","sc/ui.sc","icon_item_fang_2","KickerDude","","","","","5","","accessory","KickerDude_Sweep","17","","","common","TID_ACCESSORY_KICKER_DUDE_SWEEP","","","","","genicon_health","","","","","1000"
"Knight_Rage","sc/ui.sc","icon_item_ash_2","Knight","","","","","5","","accessory","Knight_Rage","1","2","","common","TID_ACCESSORY_KNIGHT_RAGE","","","","","genicon_health","","","","","1000"
"JetpackGirl_unlock","sc/ui.sc","","JetpackGirl","","","12","3","0","","unlock","","","","","epic","","","","","","","","712","","",""
"JetpackGirl_hp","sc/ui.sc","health_icon","JetpackGirl","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"JetpackGirl_abi","sc/ui.sc","attack_icon","JetpackGirl","","","","","2","","skill","JetpackGirlWeapon","","","","common","TID_JETPACK_GIRL_WEAPON","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"JetpackGirl_ulti","sc/ui.sc","ulti_icon","JetpackGirl","","","","","3","","skill","JetpackGirlUlti","","","","common","TID_JETPACK_GIRL_ULTI","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"JetpackGirl_unique","sc/ui.sc","","JetpackGirl","","","","","4","","fly_vision","","12","","","common","TID_SPEC_ABI_JETPACK_GIRL_1","","","","","genicon_damage","","","","","2000"
"JetpackGirl_unique_2","sc/ui.sc","","JetpackGirl","","","","","4","","faster_focus","","30","","","common","TID_SPEC_ABI_JETPACK_GIRL_2","","","","","genicon_damage","","","","","2000"
"JetpackGirl_DamageTower","sc/ui.sc","icon_item_janet_1","JetpackGirl","","","","","5","","accessory","JetpackGirl_DamageTower","39","","","common","TID_ACCESSORY_JETPACK_GIRL_GADGET_1","","","","","genicon_health","","","","","1000"
"JetpackGirl_JumpAttack","sc/ui.sc","icon_item_janet_2","JetpackGirl","","","","","5","","accessory","JetpackGirl_JumpAttack","1","","","common","TID_ACCESSORY_JETPACK_GIRL_GADGET_2","","","","","genicon_health","","","","","1000"
"CannonGirl_unlock","sc/ui.sc","","CannonGirl","","","","","0","","unlock","","","","","epic","","","","","","","","410","","",""
"CannonGirl_hp","sc/ui.sc","health_icon","CannonGirl","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"CannonGirl_abi","sc/ui.sc","attack_icon","CannonGirl","","","","","2","","skill","CannonGirlWeapon","","","","common","TID_CANNON_GIRL_WEAPON","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"CannonGirl_ulti","sc/ui.sc","ulti_icon","CannonGirl","","","","","3","","skill","CannonGirlUlti","","","","common","TID_CANNON_GIRL_ULTI","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"CannonGirl_unique","sc/ui.sc","","CannonGirl","","","","","4","","super_range","","8","","","common","TID_SPEC_ABI_CANNON_GIRL_1","","","","","genicon_damage","","","","","2000"
"CannonGirl_unique_2","sc/ui.sc","","CannonGirl","","","","","4","","attack_chain_count","","4","","","common","TID_SPEC_ABI_CANNON_GIRL_2","","","","","genicon_damage","","","","","2000"
"CannonGirl_Speed","sc/ui.sc","icon_item_bonnie_1","CannonGirl","","","","","5","","accessory","CannonGirl_Speed","1","2","","common","TID_ACCESSORY_CANNON_GIRL_SPEED","","","","","genicon_health","","","","","1000"
"CannonGirl_Dash","sc/ui.sc","icon_item_bonnie_2","CannonGirl","","","","","5","","accessory","CannonGirl_Dash","4","","","common","TID_ACCESSORY_CANNON_GIRL_DASH","","","","","genicon_health","","","","","1000"
"CannonGirlSmall_hp","sc/ui.sc","health_icon","CannonGirlSmall","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"CannonGirlSmall_abi","sc/ui.sc","attack_icon","CannonGirlSmall","","","","","2","","skill","CannonGirlSmallWeapon","","","","common","TID_CANNON_GIRL_SMALL_WEAPON","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"CannonGirlSmall_ulti","sc/ui.sc","ulti_icon","CannonGirlSmall","","","","","3","","skill","CannonGirlSmallUlti","","","","common","TID_CANNON_GIRL_SMALL_ULTI","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"PowerLeveler_Shield","sc/ui.sc","icon_item_surge_2","PowerLeveler","","","","","5","","accessory","PowerLeveler_Shield","20","1","2","common","TID_ACCESSORY_POWER_LEVELER_SHIELD","","","","","genicon_health","","","","","1000"
"Driller_Rebuild","sc/ui.sc","icon_item_jacky_2","Driller","","","","","5","","accessory","Driller_Rebuild","1","","","common","TID_ACCESSORY_DRILLER_REBUILD","","","","","genicon_health","","","","","1000"
"AssaultShotgun_Projectiles","sc/ui.sc","icon_item_griff_2","AssaultShotgun","","","","","5","","accessory","AssaultShotgun_Projectiles","43","","","common","TID_ACCESSORY_ASSAULT_SHOTGUN_PROJECTILES","","","","","genicon_health","","","","","1000"
"FireDude_FlameShield","sc/ui.sc","icon_item_amber_2","FireDude","","","","","5","","accessory","FireDude_FlameShield","2","41","3","common","TID_ACCESSORY_FIRE_DUDE_FLAME_SHIELD","","","","","genicon_health","","","","","1000"
"MechaDude_ReloadTower","sc/ui.sc","icon_item_meg_2","MechaDude","","","","","5","","accessory","MechaDude_ReloadTower","40","","","common","TID_ACCESSORY_MECHA_DUDE_TOWER_RELOAD","","","","","genicon_health","","","","","1000"
"RopeDude_Vision","sc/ui.sc","icon_item_buzz_2","RopeDude","","","","","5","","accessory","RopeDude_Vision","20","","","common","TID_ACCESSORY_ROPE_DUDE_VISION","","","","","genicon_health","","","","","1000"
"Silencer_unlock","sc/ui.sc","","Silencer","","","13","4","0","","unlock","","","","","epic","","","","","","","","713","","",""
"Silencer_hp","sc/ui.sc","health_icon","Silencer","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"Silencer_abi","sc/ui.sc","attack_icon","Silencer","","","","","2","","skill","SilencerWeapon","","","","common","TID_SILENCER_WEAPON","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"Silencer_ulti","sc/ui.sc","ulti_icon","Silencer","","","","","3","","skill","SilencerUlti","","","","common","TID_SILENCER_ULTI","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"Silencer_unique","sc/ui.sc","","Silencer","","","","","4","","ulti_silence_duration","","80","","","common","TID_SPEC_ABI_SILENCER_1","","","","","genicon_damage","","","","","2000"
"Silencer_unique_2","sc/ui.sc","","Silencer","","","","","4","","more_bullets_attack","","500","","","common","TID_SPEC_ABI_SILENCER_2","","","","","genicon_damage","","","","","2000"
"Silencer_Mine","sc/ui.sc","icon_item_otis_1","Silencer","","","","","5","","accessory","Silencer_Mine","","","","common","TID_ACCESSORY_SILENCER_GADGET_1","","","","","genicon_health","","","","","1000"
"Silencer_BigProjectiles","sc/ui.sc","icon_item_otis_2","Silencer","","","","","5","","accessory","Silencer_BigProjectiles","4","42","","common","TID_ACCESSORY_SILENCER_GADGET_2","","","","","genicon_health","","","","","1000"
"WeaponThrower_unlock","sc/ui.sc","","WeaponThrower","","","14","4","0","","unlock","","","","","epic","","","","","","","","714","","",""
"WeaponThrower_hp","sc/ui.sc","health_icon","WeaponThrower","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"WeaponThrower_abi","sc/ui.sc","attack_icon","WeaponThrower","","","","","2","","skill","WeaponThrowerWeapon","","","","common","TID_WEAPON_THROWER_WEAPON","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"WeaponThrower_ulti","sc/ui.sc","ulti_icon","WeaponThrower","","","","","3","","skill","WeaponThrowerUlti","","","","common","TID_WEAPON_THROWER_ULTI","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"WeaponThrower_unique","sc/ui.sc","","WeaponThrower","","","","","4","","weapon_pickup_heal","","20","","","common","TID_SPEC_ABI_WEAPON_THROWER_1","","","","","genicon_damage","","","","","2000"
"WeaponThrower_unique_2","sc/ui.sc","","WeaponThrower","","","","","4","","ulti_item_area","","","","","common","TID_SPEC_ABI_WEAPON_THROWER_2","","","","","genicon_damage","","","","","2000"
"WeaponThrower_Pull","sc/ui.sc","icon_item_sam_1","WeaponThrower","","","","","5","","accessory","WeaponThrower_Pull","","","","common","TID_ACCESSORY_WEAPON_THROWER_GADGET_1","","","","","genicon_health","","","","","1000"
"WeaponThrower_Explode","sc/ui.sc","icon_item_sam_2","WeaponThrower","","","","","5","","accessory","WeaponThrower_Explode","","","","common","TID_ACCESSORY_WEAPON_THROWER_GADGET_2","","","","","genicon_health","","","","","1000"
"SoulCollector_unlock","sc/ui.sc","","SoulCollector","","","","","0","","unlock","","","","","super_rare","","","","","","","","715","","",""
"SoulCollector_hp","sc/ui.sc","health_icon","SoulCollector","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"SoulCollector_abi","sc/ui.sc","attack_icon","SoulCollector","","","","","2","","skill","SoulCollectorWeapon","","","","common","TID_SOUL_COLLECTOR_WEAPON","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"SoulCollector_ulti","sc/ui.sc","ulti_icon","SoulCollector","","","","","3","","skill","SoulCollectorUlti","","","","common","TID_SOUL_COLLECTOR_ULTI","TID_STAT_SHIELD","","","","genicon_damage","","","","",""
"SoulCollector_unique","sc/ui.sc","","SoulCollector","","","","","4","","item_healing_increased","","100","","","common","TID_SPEC_ABI_SOUL_COLLECTOR_1","","","","","genicon_damage","","","","","2000"
"SoulCollector_unique_2","sc/ui.sc","","SoulCollector","","","","","4","","ulti_damage_buff","","25","100","","common","TID_SPEC_ABI_SOUL_COLLECTOR_2","","","","","genicon_damage","","","","","2000"
"SoulCollector_ExplodeSouls","sc/ui.sc","icon_item_gus_1","SoulCollector","","","","","5","","accessory","SoulCollector_ExplodeSouls","16","","","common","TID_ACCESSORY_SOUL_COLLECTOR_GADGET_1","","","","","genicon_health","","","","","1000"
"SoulCollector_SelfDamage","sc/ui.sc","icon_item_gus_2","SoulCollector","","","","","5","","accessory","SoulCollector_SelfDamage","1","2","","common","TID_ACCESSORY_SOUL_COLLECTOR_GADGET_2","","","","","genicon_health","","","","","1000"
"ShieldTank_unlock","sc/ui.sc","","ShieldTank","","","15","4","0","","unlock","","","","","epic","","","","","","","","716","","",""
"ShieldTank_hp","sc/ui.sc","health_icon","ShieldTank","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"ShieldTank_abi","sc/ui.sc","attack_icon","ShieldTank","","","","","2","","skill","ShieldTankWeapon","","","","common","TID_SHIELD_TANK_WEAPON","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"ShieldTank_ulti","sc/ui.sc","ulti_icon","ShieldTank","","","","","3","","skill","ShieldTankUlti","","","","common","TID_SHIELD_TANK_ULTI","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"ShieldTank_unique","sc/ui.sc","","ShieldTank","","","","","4","","ally_area_increase_damage","","15","30","","common","TID_SPEC_ABI_SHIELD_TANK_1","","","","","genicon_damage","","","","","2000"
"ShieldTank_unique_2","sc/ui.sc","","ShieldTank","","","","","4","","ulti_cc_and_damage_reduction","","10","","","common","TID_SPEC_ABI_SHIELD_TANK_2","","","","","genicon_damage","","","","","2000"
"ShieldTank_Heal","sc/ui.sc","icon_item_buster_1","ShieldTank","","","","","5","","accessory","ShieldTank_Heal","16","","","common","TID_ACCESSORY_SHIELD_TANK_GADGET_1","","","","","genicon_health","","","","","1000"
"ShieldTank_Pull","sc/ui.sc","icon_item_buster_2","ShieldTank","","","","","5","","accessory","ShieldTank_Pull","44","","","common","TID_ACCESSORY_SHIELD_TANK_GADGET_2","","","","","genicon_health","","","","","1000"
"Jester_unlock","sc/ui.sc","","Jester","","","","","0","","unlock","","","","","legendary","","","","","","","","717","","",""
"Jester_hp","sc/ui.sc","health_icon","Jester","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"Jester_abi","sc/ui.sc","attack_icon","Jester","","","","","2","","skill","JesterWeapon","","","","common","TID_JESTER_WEAPON","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"Jester_ulti","sc/ui.sc","ulti_icon","Jester","","","","","3","","skill","JesterUltiExploding","","","","common","TID_JESTER_ULTI","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"Jester_unique","sc/ui.sc","","Jester","","","","","4","","attack_sequence_extra_steps","","1","","","common","TID_SPEC_ABI_JESTER_1","","","","","genicon_damage","","","","","2000"
"Jester_unique_2","sc/ui.sc","","Jester","","","","","4","","show_next_ulti","","","","","common","TID_SPEC_ABI_JESTER_2","","","","","genicon_damage","","","","","2000"
"Jester_ReRollUlti","sc/ui.sc","icon_item_chester_1","Jester","","","","","5","","accessory","Jester_ReRollUlti","","","","common","TID_ACCESSORY_JESTER_GADGET_1","","","","","genicon_health","","","","","1000"
"Jester_RandomBuff","sc/ui.sc","icon_item_chester_2","Jester","","","","","5","","accessory","Jester_RandomBuff","25","","","common","TID_ACCESSORY_JESTER_GADGET_2","","","","","genicon_health","","","","","1000"
"DoorMan_unlock","sc/ui.sc","","DoorMan","","","","","0","","unlock","","","","","mega_epic","","","","","","","","718","","",""
"DoorMan_hp","sc/ui.sc","health_icon","DoorMan","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"DoorMan_abi","sc/ui.sc","attack_icon","DoorMan","","","","","2","","skill","DoorManWeapon","","","","common","TID_DOORMAN_WEAPON","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"DoorMan_ulti","sc/ui.sc","ulti_icon","DoorMan","","","","","3","","skill","DoorManUlti","","","","common","TID_DOORMAN_ULTI","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"DoorMan_unique","sc/ui.sc","","DoorMan","","","","","4","","reduce_damage_full_health","","50","","","common","TID_SPEC_ABI_DOORMAN_1","","","","","genicon_damage","","","","","2000"
"DoorMan_unique_2","sc/ui.sc","","DoorMan","","","","","4","","portal_healing","","1000","","","common","TID_SPEC_ABI_DOORMAN_2","","","","","genicon_damage","","","","","2000"
"DoorMan_Puller","sc/ui.sc","icon_item_gray_1","DoorMan","","","","","5","","accessory","DoorMan_Puller","","","","common","TID_ACCESSORY_DOORMAN_GADGET_1","","","","","genicon_health","","","","","1000"
"DoorMan_DamageDrop","sc/ui.sc","icon_item_gray_2","DoorMan","","","","","5","","accessory","DoorMan_DamageDrop","","","","common","TID_ACCESSORY_DOORMAN_GADGET_2","","","","","genicon_health","","","","","1000"
"Beamer_unlock","sc/ui.sc","","Beamer","","","16","5","0","","unlock","","","","","epic","","","","","","","","717","","",""
"Beamer_hp","sc/ui.sc","health_icon","Beamer","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"Beamer_abi","sc/ui.sc","attack_icon","Beamer","","","","","2","","skill","BeamerWeapon","","","","common","TID_BEAMER_WEAPON","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"Beamer_ulti","sc/ui.sc","ulti_icon","Beamer","","","","","3","","skill","BeamerUlti","","","","common","TID_BEAMER_ULTI","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"Beamer_unique","sc/ui.sc","","Beamer","","","","","4","","charged_bullet_speed","","700","","","common","TID_SPEC_ABI_BEAMER_1","","","","","genicon_damage","","","","","2000"
"Beamer_unique_2","sc/ui.sc","","Beamer","","","","","4","","shield_while_charged_up","","30","","","common","TID_SPEC_ABI_BEAMER_2","","","","","genicon_damage","","","","","2000"
"Beamer_Slow","sc/ui.sc","icon_item_mandy_1","Beamer","","","","","5","","accessory","Beamer_Slow","44","","","common","TID_ACCESSORY_BEAMER_GADGET_1","","","","","genicon_health","","","","","1000"
"Beamer_Pierce","sc/ui.sc","icon_item_mandy_2","Beamer","","","","","5","","accessory","Beamer_Pierce","","","","common","TID_ACCESSORY_BEAMER_GADGET_2","","","","","genicon_health","","","","","1000"
"Splitter_unlock","sc/ui.sc","","Splitter","","","17","5","0","","unlock","","","","","epic","","","","","","","","719","","",""
"Splitter_hp","sc/ui.sc","health_icon","Splitter","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"Splitter_abi","sc/ui.sc","attack_icon","Splitter","","","","","2","","skill","SplitterWeapon","700","100","","common","TID_SPLITTER_WEAPON","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"SplitterLegs_abi","sc/ui.sc","attack_icon","SplitterLegs","","","","","2","","skill","SplitterLegsWeapon","700","100","","common","TID_SPLITTER_LEGS_WEAPON","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"Splitter_ulti","sc/ui.sc","ulti_icon","Splitter","","","","","3","","skill","SplitterUlti","1","100","1000","common","TID_SPLITTER_ULTI_WHOLE","","","","","genicon_heal","genicon_health","","true","",""
"SplitterLegs_ulti","sc/ui.sc","ulti_icon","SplitterLegs","","","","","3","","skill","SplitterUlti","2","","1000","common","TID_SPLITTER_ULTI_SPLIT","","","","","genicon_heal","genicon_health","","true","",""
"Splitter_unique","sc/ui.sc","","Splitter","","","","","4","","tag_lasts_longer","","3","","","common","TID_SPEC_ABI_SPLITTER_1","","","","","genicon_health","","","","","2000"
"Splitter_unique_2","sc/ui.sc","","Splitter","","","","","4","","reduce_all_damage_splitter","","20","","","common","TID_SPEC_ABI_SPLITTER_2","","","","","genicon_health","","","","","2000"
"Splitter_PetDamageSignal","sc/ui.sc","icon_item_artie_1","Splitter","","","","","5","","accessory","Splitter_PetDamageSignal","1","","","common","TID_ACCESSORY_SPLITTER_GADGET_1","","","","","genicon_health","","","","","1000"
"Splitter_TriggerTags","sc/ui.sc","icon_item_artie_2","Splitter","","","","","5","","accessory","Splitter_TriggerTags","","","","common","TID_ACCESSORY_SPLITTER_GADGET_2","","","","","genicon_health","","","","","1000"
"Puppeteer_unlock","sc/ui.sc","","Puppeteer","","","","","0","","unlock","","","","","mega_epic","","","","","","","","720","","",""
"Puppeteer_hp","sc/ui.sc","health_icon","Puppeteer","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"Puppeteer_abi","sc/ui.sc","attack_icon","Puppeteer","","","","","2","","skill","PuppeteerWeapon","","","","common","TID_PUPPETEER_WEAPON","TID_STAT_DAMAGE_PER_SHELL","","","","genicon_damage","","","","",""
"Puppeteer_ulti","sc/ui.sc","ulti_icon","Puppeteer","","","","","3","","skill","PuppeteerUlti","25","30","1500","common","TID_PUPPETEER_ULTI","","","","","genicon_damage","","","","",""
"Puppeteer_unique","sc/ui.sc","","Puppeteer","","","","","4","","reload_debuff","","25","60","","common","TID_SPEC_ABI_PUPPETEER_1","","","","","genicon_health","","","","","2000"
"Puppeteer_unique_2","sc/ui.sc","","Puppeteer","","TRUE","","","4","","ulti_movement_speed","","180","60","","common","TID_SPEC_ABI_PUPPETEER_2","","","","","genicon_health","","","","","2000"
"Puppeteer_MoreDamage","sc/ui.sc","icon_item_willow_1","Puppeteer","","","","","5","","accessory","Puppeteer_MoreDamage","1","","","common","TID_ACCESSORY_PUPPETEER_GADGET_1","","","","","genicon_health","","","","","1000"
"Puppeteer_Dive","sc/ui.sc","icon_item_willow_2","Puppeteer","","TRUE","","","5","","accessory","Puppeteer_Dive","20","","","common","TID_ACCESSORY_PUPPETEER_GADGET_2","","","","","genicon_health","","","","","1000"
"Maisie_unlock","sc/ui.sc","","Maisie","","","18","5","0","","unlock","","","","","epic","","","","","","","","721","","",""
"Maisie_hp","sc/ui.sc","health_icon","Maisie","","","","","1","","hp","","","","","common","TID_ARMOR","TID_ARMOR_STAT","","","","genicon_health","","","","",""
"Maisie_abi","sc/ui.sc","attack_icon","Maisie","","","","","2","","skill","MaisieWeapon","","","","common","TID_MAISIE_WEAPON","TID_STAT_MISSILE_DAMAGE","","","","genicon_damage","","","","",""
"Maisie_ulti","sc/ui.sc","ulti_icon","Maisie","","","","","3","","skill","MaisieUlti","","","","common","TID_MAISIE_ULTI","TID_STAT_DAMAGE","","","","genicon_damage","","","","",""
"Maisie_unique","sc/ui.sc","","Maisie","","","","","4","","attack_max_distance_damage","","20","","","common","TID_SPEC_ABI_MAISIE_1","","","","","genicon_health","","","","","2000"
