"TID","HE"
"TID_DEVICE_LINK_CODE_BUTTON_LINK","קישור"
"TID_PERCENTER","סופיה"
"TID_PERCENTER_SHORT_DESC","לוחם"
"TID_PERCENTER_DESC","סופיה עומדת להשיג אותך! היא מטילה מס על בריאות האויבים ויש לה גם המון מהלכים מגניבים."
"TID_PERCENTER_WEAPON","יריית מס"
"TID_PERCENTER_WEAPON_DESC","סופיה יורה ירייה שגובה ממך את החוב שלך. וככל שיש לך יותר, כך החוב שלך גדול יותר."
"TID_PERCENTER_ULTI","הגיע הזמן לאסוף"
"TID_PERCENTER_ULTI_DESC","סופיה מבצעת זינוק קדימה ואחורה וגורמת נזקי מיסוי לכל מי שניקרה בדרכה, על סמך מד הבריאות המרבי שלהם."
"TID_SPEC_ABI_PERCENTER_1","עד הסוף"
"TID_SPEC_ABI_PERCENTER_1_DESC","כל הבראולרים של האויב שחוטפים מסופיה עוברים לנקודה הכי מרוחקת של המתקפה!"
"TID_SPEC_ABI_PERCENTER_2","מס מסיבי"
"TID_SPEC_ABI_PERCENTER_2_DESC","תכונת הסופר של סופיה מספקת לה <c00cc00><VALUE1>%</c> מגן למשך <c00cc00><VALUE3></c> שניות. כל בראולר אויב שחוטף ממנה, יוסיף לה <c00cc00><VALUE2>%</c> הגנה."
"TID_ACCESSORY_PERCENTER_STATIC_DAMAGE","מה עכשיו?!"
"TID_ACCESSORY_PERCENTER_STATIC_DAMAGE_DESC","הירייה הבאה של סופיה גורמת <c00cc00><VALUE1></c> נזק נוסף."
"TID_TUTORIAL_PLAYED_BEFORE","שיחקת בעבר?"
"TID_SUPPORT_NEW_VERSION_TITLE","נדרש עדכון!"
"TID_SUPPORT_NEW_VERSION_TEXT","גירסה חדשה של Brawl Stars זמינה כעת. חשוב לעדכן את המשחק לפני פנייה לעזרה ותמיכה."
"TID_SUPPORT_NEW_VERSION_BUTTON","עדכון"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_TITLE","מידע"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP","לפני השימוש בשירות Tencent שלנו, נא עיינו ב- <TOS>, <PP> <CHILDREN>ווודאו שהבנתם באופן מלא את הפריטים ואת כללי העיבוד. בינתיים, שימו לב לפריטים בהסכמים אלה הפוטרים או מגבילים את אחריותנו, פריטים המגבילים את זכויותיכם ולסעיפים העוסקים בפתרון מחלוקות ובתחומי השיפוט. נא לחצו על \qאישור\q אם קראתם בעיון ונתונה לנו הסכמתכם ל-<TOS>, <PP> ו-<CHILDREN>."
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_AGREE","אישור"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_REFUSE","סירוב"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_2_TITLE","שימו לב!"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_2","נא לקרוא בעיון ולהסכים ל-\n<TOS>,\n<PP> ו-\n<CHILDREN>\nלפני הכניסה למשחק."
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_BACK","חזרה"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_NO","לא"
"TID_BRAWL_PASS_SEASON_2","ברוכים הבאים לפארק סטארר!"
"TID_BRAWL_PASS_INFO_TEXT_2","אפשר לקבל המון פרסים נוספים, כולל:\n\n<BRAWLER>- בראולר כרומטי חדש ונדיר!\n\nסקין בלעדי: <SKIN_1>!\n\nסקין בלעדי: <SKIN_2>!\n\nסיכות מדליקות ובלעדיות בשביל <BRAWLER>\n\n<NUM> מגה תיבות!\n\nמטבעות נוספים ונקודות כוח!\n\n\nקווסטים נוספים כדי להשלים מהר יותר את ה-Brawl Pass!\n\nשם כרומטי בלעדי למשך כל העונה!"
"TID_BRAWL_PASS_SEASON_3","משחק בריחה לחגים"
"TID_BRAWL_PASS_INFO_TEXT_3","אפשר לקבל המון פרסים נוספים, כולל:\n\n<BRAWLER>- בראולר כרומטי חדש ונדיר!\n\nסקין בלעדי: <SKIN_1>!\n\nסקין בלעדי: <SKIN_2>!\n\nסיכות מדליקות ובלעדיות בשביל <BRAWLER>\n\n<NUM> מגה תיבות!\n\nמטבעות נוספים ונקודות כוח!\n\n\nקווסטים נוספים כדי להשלים מהר יותר את ה-Brawl Pass!\n\nשם כרומטי בלעדי למשך כל העונה!"
"TID_BRAWL_PASS_SEASON_4","סטארר סוער!"
"TID_BRAWL_PASS_INFO_TEXT_GENERIC","אפשר לקבל המון פרסים נוספים, כולל:\n\n<BRAWLER>- בראולר כרומטי חדש!\n\nסקין בלעדי: <SKIN_1>!\n\nסקין בלעדי: <SKIN_2>!\n\nסיכות מדליקות ובלעדיות בשביל <BRAWLER>\n\n<NUM> מגה תיבות!\n\nמטבעות נוספים ונקודות כוח!\n\n\nקווסטים נוספים כדי להשלים מהר יותר את ה-Brawl Pass!\n\nשם כרומטי בלעדי למשך כל העונה!"
"TID_QUESTS_MORE","הצגת הקווסטים"
"TID_QUESTS_MORE_NEXT_SEASON","השלמת את כל הקווסטים של עונה <THIS_SEASON>. קווסטים חדשים יהיו זמינים עם תחילת עונה <NEXT_SEASON>."
"TID_BRAWL_PASS_AUTOCOLLECT_TITLE","הפרסים של עונה <NUM>"
"TID_BRAWL_PASS_AUTOCOLLECT","פרסי עונה <NUM> שלך נאספו אוטומטית."
"TID_BRAWL_PASS_AUTOCOLLECT_INFO","כדאי לאסוף את כל פרסי עונה <OLD> לפני שעונה <CURRENT> מסתיימת, אחרת הם ייאספו אוטומטית."
"TID_AUTH_WECHAT_SUCCESS","ההרשאה ניתנה בהצלחה."
"TID_AUTH_WECHAT_CANCEL","ביטלת את הרשאת Wechat."
"TID_AUTH_QQ_SUCCESS","ההרשאה ניתנה בהצלחה."
"TID_AUTH_QQ_CANCEL","ביטלת את הרשאת QQ."
"TID_TENCENT_AUTH_SUCCESS","ההרשאה ניתנה בהצלחה."
"TID_TENCENT_AUTH_CANCEL","ביטלת את הרשאת הכניסה."
"TID_GOLDRUSH_57","יהלומים נצחיים"
"TID_GOLDRUSH_58","עונג האספן"
"TID_GOLDRUSH_59","חיתוך חד"
"TID_GOLDRUSH_60","טיסה לגובה"
"TID_GOLDRUSH_61","שמאל או ימין"
"TID_GOLDRUSH_62","מכרה קשה כאבן II"
"TID_GOLDRUSH_63","גן-עדן סגול"
"TID_MASK_SPIKE_SKIN","מסיכת ספייק"
"TID_SUPER_FAN_EMZ_SKIN","המעריצה EMZ"
"TID_SUGAR_RUSH_SANDY_SKIN","סנדי מכור לסוכר"
"TID_LUNAR_SPROUT_SKIN","ספראוט ירח"
"TID_TRIXIE_COLETTE_SKIN","סופיה הטריקסטרית"
"TID_EL_ATOMICO_SKIN","אל אטומיקו"
"TID_POCO_STARR_SKIN","פוקו סטארר"
"TID_MASK_SPIKE_SKIN_SHOP","מסיכת\nספייק"
"TID_SUPER_FAN_EMZ_SKIN_SHOP","המעריצה\nEMZ"
"TID_SUGAR_RUSH_SANDY_SKIN_SHOP","סנדי\nמכור לסוכר"
"TID_LUNAR_SPROUT_SKIN_SHOP","ספראוט\nירח"
"TID_TRIXIE_COLETTE_SKIN_SHOP","סופיה\nהטריקסטרית"
"TID_EL_ATOMICO_SKIN_SHOP","אל אטומיקו"
"TID_POCO_STARR_SKIN_SHOP","פוקו\nסטארר"
"TID_IAP_STARR_09001","מבצע מיוחד"
"TID_IAP_STARR_09002","חבילה עונתית"
"TID_IAP_STARR_09003","חבילה בערך גבוה"
"TID_IAP_STARR_09004","חבילה בערך גבוה"
"TID_IAP_STARR_09005","חבילת פסטיבל ירח"
"TID_IAP_STARR_09006","חבילת פסטיבל ירח"
"TID_SHOP_OFFER_PURCHASE_ERROR_6","רכישה במסגרת מבצע זו כבר בביצוע"
"TID_SHOP_OFFER_PURCHASE_ERROR_7","אפשרות הרכישה לא נפתחה עבור מבצע זה"
"TID_SHOP_OFFER_PURCHASE_ERROR_8","אי אפשר לבצע רכישה כשיתרת היהלומים שלילית"
"TID_FRIENDLY_MIN_TEAMS","נדרשים לפחות 2 קבוצות למצב זה."
"TID_FRIENDLY_MIN_PLAYERS","נדרשים לפחות 2 שחקנים למצב זה."
"TID_GOLDRUSH_32T","תיק בפינה"
"TID_GOLDRUSH_33T","דילוג, ניתור וקפיצה"
"TID_GOLDRUSH_34T","השרת בעומס יתר"
"TID_CC_POPUP_TITLE_BRAWLOWEEN","אתגר ליל כל הבראולרים"
"TID_CC_POPUP_TITLE_BRAWLIDAYS","אתגר כפול"
"TID_CC_POPUP_TITLE_SOLO","אתגר סולו"
"TID_CC_POPUP_QUALIFY_INFO_GENERIC","הצלחה באתגר מזכה בסקין <SKIN> ובחבילת סיכות בלעדית!"
"TID_QUALIFIED_INFO_GENERIC","כל הכבוד! ניצחת ב<CHALLENGE>! שחררת את הסקין <SKIN> ואת חבילת הסיכות הבלעדית!"
"TID_CC_POPUP_QUALIFY_INFO_GENERIC_NO_PIN","כדאי לנצח באתגר כדי לזכות בסקין <SKIN>!"
"TID_QUALIFIED_INFO_GENERIC_NO_PIN","כל הכבוד! ניצחת ב<CHALLENGE>! פתחת את הסקין <SKIN>!"
"TID_BATTLE_END_BRAWLOWEEN_WIN_INFO","ברכותינו! ניצחת באתגר ליל כל הבראולרים!"
"TID_BATTLE_END_GENERIC_WIN_INFO","מזל טוב! ניצחת באתגר!"
"TID_CHALLENGE_TEASER_INFO_GENERIC","כדאי להתכונן ל-<CHALLENGE>!\n\nניצחוןב<WIN> משחקים מזכה בסקין<SKIN> חינמי ובחבילת סיכות בלעדית! אפשר לשחק עם חברים או להשתמש בתכונה \qחיפוש קבוצה\q כדי להגדיל את הסיכויים.\n\nהאתגר יהיה זמין רק למשך <DURATION> שעות, אז כל רגע נחשב!"
"TID_CHALLENGE_TEASER_INFO_GENERIC_NO_PIN","כדאי להתכונן ל-<CHALLENGE>!\n\nניצחון <WIN>במשחקים מזכה בסקין <SKIN> חינמי! אפשר לשחק עם חברים או להשתמש בתכונה \qחיפוש קבוצה\q כדי להגדיל את הסיכויים.\n\nהאתגר יהיה זמין למשך <DURATION> שעות בלבד, אז כל רגע נחשב!"
"TID_ACCESSORY_BULL_STOMP","דרסן"
"TID_ACCESSORY_BULL_STOMP_DESC","בול יכול להפסיק את השימוש בתכונת הסופר שלו ולהאט את האויבים הסמוכים כשהוא דורס אותם למשך <c00cc00><VALUE1></c> שניות."
"TID_ACCESSORY_REWIND","סניקי סניקרס"
"TID_ACCESSORY_REWIND_DESC","מקס ממצמצת ושולחת את עצמה למקום לפי בחירתה לאחר <c00cc00><VALUE1></c> שניות של השהיה, ומרפאה כל נזק שחטפה בינתיים."
"TID_ACCESSORY_EXTRA_BEE","כוורת רוחשת"
"TID_ACCESSORY_EXTRA_BEE_DESC","בי משחררת <c00cc00><VALUE1></c> דבורים זועמות שעפות ממנה והלאה וגורמות נזק ככל שהן מתרחקות, עד <c00cc00><VALUE2></c> דרגות נזק."
"TID_ACCESSORY_BARREL_SLOW","חבית זפת"
"TID_ACCESSORY_BARREL_SLOW_DESC","דאריל יוצר שטח האטה סביבו למשך <c00cc00><VALUE1></c> שניות."
"TID_ACCESSORY_SHAMAN_SHIELD","פרווה מלאכותית"
"TID_ACCESSORY_SHAMAN_SHIELD_DESC","למשך <c00cc00><VALUE1></c> השניות הבאות, הדוב של ניטה משיג <c00cc00><VALUE2>%</c> הגנה נגד נזקים."
"TID_ACCESSORY_WALLY_REPOSITION","השתלה"
"TID_ACCESSORY_WALLY_REPOSITION_DESC","ספראוט הורס את גדר השיחים הנוכחית שלו, אבל תכונת הסופר שלו מייד תיטען מחדש במלואה."
"TID_ACCESSORY_MEGA_ROCKET","דלק טילים"
"TID_ACCESSORY_MEGA_ROCKET_DESC","ההתקפה החדשה של ברוק היא מגה-טיל שהוא גדול יותר, מהיר יותר ורדיוס הפיצוץ שלו רחב יותר. הוא הורס חומות וגורם <c00cc00><VALUE1>%</c> יותר נזק."
"TID_ACCESSORY_WHIRLWIND_FLY","קרס מעופף"
"TID_ACCESSORY_WHIRLWIND_FLY_DESC","ההתקפה הבאה של קארל גורמת למכוש שלו לגרור אותו לנקודה המרוחקת ביותר בהתקפה."
"TID_ACCESSORY_ARCADE_DOUBLE","קרדיטים נוספים"
"TID_ACCESSORY_ARCADE_DOUBLE_DESC","ההתקפה הבאה של 8 ביט מעלה את מספר הטילים ל-<c00cc00><VALUE1></c>"
"TID_ACCESSORY_GUNSLINGER_BIG_BULLET","קליע כסף"
"TID_ACCESSORY_GUNSLINGER_BIG_BULLET_DESC","ההתקפה הבאה של קולט היא ירייה חזקה שגורמת נזק כמו <c00cc00><VALUE1></c> קליעים רגילים שלו, בזמן שהוא חולף על פני מכשולים ואויבים."
"TID_MULTIPLE_PURCHASE_RESTART_WARNING_TITLE","להתחיל את הרכישה מחדש?"
"TID_MULTIPLE_PURCHASE_RESTART_WARNING","רכישה במסגרת מבצע זה כבר החלה בעבר. המבצע זמין רק פעם אחת. רכישות נוספות, גם אם בטעות, לא יספקו את אותם פריטים בפעם השנייה. אם אתם בטוחים שהרכישה הקודמת בוטלה, נסו לרכוש שוב, על אחריותכם בלבד. להמשיך?"
"TID_FIRE_DUDE","אמבר"
"TID_FIRE_DUDE_SHORT_DESC","נושפת אש"
"TID_FIRE_DUDE_DESC","לאמבר תמיד הייתה חולשה לאש. היא אוהבת להעלות באש את העולם וכל אויב שניצב למולה!"
"TID_FIRE_DUDE_WEAPON","נשימת דרקון"
"TID_FIRE_DUDE_WEAPON_DESC","אמבר שולחת אש תופת לכיוון האויבים שלה. זה נראה מדהים, אבל זהירות מכוויות!"
"TID_FIRE_DUDE_ULTI","צלו אותם!"
"TID_FIRE_DUDE_ULTI_DESC","אמבר משליכה בקבוקון ובו נוזל ההצתה שלה שאותו תוכל אחר כך להצית באמצעות נשיפת האש שלה. שיחים ובראולרים ייצלו! (בקבוקון אחד בכל פעם!)"
"TID_SPEC_ABI_FIRE_DUDE_1","להבות פרא"
"TID_SPEC_ABI_FIRE_DUDE_1_DESC","אמבר יכולה ליצור שתי שלוליות דלק על הקרקע בו זמנית ולהטעין מחדש את תכונת הסופר שלה באופן אוטומטי כשתעמוד ליד אחת מהן."
"TID_SPEC_ABI_FIRE_DUDE_2","צינור בערה"
"TID_SPEC_ABI_FIRE_DUDE_2_DESC","כשהיא עומדת ליד שלולית של נוזל הצתה, אמבר משתמשת בו כדי לטעון את נשיפת האש שלה <c00cc00><VALUE1>%</c> מהר יותר."
"TID_ACCESSORY_FIRE_DUDE_SPILL","מחוללי אש"
"TID_ACCESSORY_FIRE_DUDE_SPILL_DESC","אמבר רצה במהירות במשך <c00cc00><VALUE1></c> שניות בזמן שהיא שופכת את נוזל ההצתה שלה, אותו תוכל להצית אחר כך."
"TID_EMOTE_EQUIP_ALREADY_IN_USE","סיכה זו כבר בשימוש!"
"TID_ALLIANCE_CHAT_DISABLED_FOR_YP_IN_NON_FF","ניתן לשוחח בצ‘אט רק במועדונים שמתאימים גם לילדים"
"TID_KING_OF_HILL_15F","מוש פיט"
"TID_KING_OF_HILL_16F","טבעת אש"
"TID_KING_OF_HILL_17F","נקודת כאב"
"TID_KING_OF_HILL_18F","המשפך"
"TID_KING_OF_HILL_19F","נקודת ביקורת"
"TID_WANTED_30T","דילוג מהיר"
"TID_BANKHEIST_29T","להסתובב לאחור"
"TID_EMOTE_BUNDLE_ROSALLOWEEN","סיכות ליל כל הבראולרים של רוזה"
"TID_EMOTE_BUNDLE_WF","סיכות הגמר העולמי"
"TID_EMOTE_PLAYERS","של השחקן"
"TID_KING_OF_HILL_30","זהירות"
"TID_KING_OF_HILL_31","הפתעה רוחשת"
"TID_PLAYER_MAP_SLOT_CREATE_NEW_TITLE","יצירת מפה חדשה!"
"TID_PLAYER_MAP_SLOT_CREATE_NEW_DESC","יוצר מפות"
"TID_KING_OF_HILL_20F","חיפושיות לוחמות"
"TID_CONTEXT_MENU_EDIT","עריכה"
"TID_CONTEXT_MENU_RENAME","החלפת שם"
"TID_CONTEXT_MENU_DELETE","מחיקה"
"TID_CONTEXT_MENU_SUBMIT","שליחה"
"TID_MAP_EDITOR_RENAME_MAP_TITLE","החלפת שם מפה"
"TID_MAP_EDITOR_PENDING","הפעולה בהמתנה, נסו שוב מאוחר יותר"
"TID_MAP_EDITOR_RENAME_OK","שם המפה הוחלף"
"TID_MAP_EDITOR_UNAVAILABLE_TROPHY_LIMIT","צריך <NUM> גביעים כדי להשתמש ביוצר המפות"
"TID_MAP_EDITOR_NAME_ERROR","החלפת שם המפה נכשלה"
"TID_MAP_EDITOR_NAME_EMPTY_NAME","שם המפה לא יכול להישאר ריק"
"TID_MAP_EDITOR_NAME_SHORT_NAME","שם המפה קצר מדי."
"TID_MAP_EDITOR_NAME_LONG_NAME","שם המפה ארוך מדי."
"TID_MAP_EDITOR_NAME_INVALID_NAME","שם המפה לא התקבל"
"TID_MAP_EDITOR_NAME_OK","שם המפה הוחלף"
"TID_MAP_EDITOR_MAP_DELETE_TITLE","מחיקת מפה"
"TID_MAP_EDITOR_MAP_DELETE_TEXT","האם באמת ברצונך למחוק את\n<NAME>"
"TID_MAP_EDITOR_MAP_DELETE_OK","המפה נמחקה"
"TID_MAP_EDITOR_MAP_DELETE_ERROR","שגיאה במחיקת המפה"
"TID_MAP_EDITOR_QUIT_TITLE","לצאת מיוצר מפות?"
"TID_MAP_EDITOR_QUIT_TEXT","יציאה כעת תגרום לאבדן כל השינויים שלא נשמרו."
"TID_MAP_EDITOR_PLACEMENT_MODE_NORMAL","מצב שיבוץ: יחיד"
"TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_X","מצב שיבוץ: הכפלה לרוחב"
"TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_Y","מצב שיבוץ: הכפלה לאורך"
"TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_DIAGONAL","מצב שיבוץ: הכפלה באלכסון"
"TID_MAP_EDITOR_PLACEMENT_MODE_MIRROR_BOTH","מצב שיבוץ: הכפלת הכל"
"TID_MAP_EDITOR_BUTTON_QUIT","יציאה"
"TID_MAP_EDITOR_BUTTON_UNDO","ביטול"
"TID_MAP_EDITOR_BUTTON_REDO","חזרה על פעולה"
"TID_MAP_EDITOR_BUTTON_LOAD","טעינה"
"TID_MAP_EDITOR_BUTTON_SAVE","שמירה"
"TID_MAP_EDITOR_BUTTON_CLEAR_ALL","מחיקת הכול"
"TID_MAP_EDITOR_BUTTON_GRID","רשת"
"TID_MAP_EDITOR_BUTTON_MODIFIERS","משני מצב"
"TID_MAP_EDITOR_CANNOT_SAVE","לא ניתן לשמור מפה. הצבת אריח לא תקינה."
"TID_MAP_EDITOR_CANNOT_SAVE_BLOCK_SPACING","הפער בין העצמים קטן מדי."
"TID_MAP_EDITOR_CANNOT_SAVE_WATER","לא ניתן ליצור מחסום מים יחיד."
"TID_MAP_EDITOR_CANNOT_SAVE_CLOSED_AREA","לא ניתן לסגור אזורים."
"TID_MAP_EDITOR_CANNOT_SAVE_RESTRICTED_AREA","לא ניתן למקם כאן עצמים."
"TID_MAP_EDITOR_CANNOT_SAVE_MAX_OBJECTS","הוצב כבר המספר המרבי של עצמים אלה."
"TID_MAP_EDITOR_SAVE_ERROR","שגיאה בשמירת מפה"
"TID_MAP_EDITOR_SAVE_OK","המפה נשמרה"
"TID_MAP_EDITOR_HEIST_SAFE","כל קבוצה צריכה להחזיק בכספת בצד שלה במפה."
"TID_MAP_EDITOR_SECOND_TELEPORT","המשגר השני חסר."
"TID_MAP_EDITOR_SECOND_SPAWN_POINT","מיקום לא תקין של נקודת יצירת חיים"
"TID_MAP_EDITOR_BUTTON_REMOVE","הסרה"
"TID_MAP_EDITOR_HOT_ZONE_AREA","צריך למקם מספר אזורים חמים"
"TID_MAP_EDITOR_SIEGE_BOLT","צריך לקבוע מספר מיקומי ברגים"
"TID_MAP_EDITOR_MODIFIERS_TITLE","משני מצב"
"TID_PLAYER_MAP_SLOT_MAPS_MADE","המפות שנוצרו: <NUM>/<MAX>"
"TID_PLAYER_MAP_SLOT_DRAFT_MAPS","מפות טיוטה: <MAX>/<NUM>"
"TID_PLAYER_MAP_SLOT_STATUS","סטטוס: <STATUS>"
"TID_PLAYER_MAP_SLOT_STATUS_UNKNOWN","לא ידוע"
"TID_PLAYER_MAP_SLOT_STATUS_DRAFT","טיוטה"
"TID_PLAYER_MAP_SLOT_STATUS_SUBMITTED","נשלחה. <APPROVAL>"
"TID_PLAYER_MAP_SLOT_STATUS_GREENLIGHTED","ניתן אישור"
"TID_PLAYER_MAP_SLOT_STATUS_PUBLISHED","פורסמה"
"TID_PLAYER_MAP_SLOT_STATUS_PUBLISHED_VOTE","פורסם. <VOTE>"
"TID_PLAYER_MAP_SLOT_STATUS_BANNED","נפסלה"
"TID_PLAYER_MAP_SLOT_STATUS_WINNER","מנצחת"
"TID_PLAYER_MAP_SLOT_STATUS_REJECTED","נדחתה"
"TID_PLAYER_MAP_SLOT_STATUS_FEATURED","הנבחרות. <VOTE>"
"TID_PLAYER_MAP_STATUS_INFO_TITLE","סטטוס המפה שלך"
"TID_PLAYER_MAP_STATUS_INFO_DRAFT","אפשר לשלוח מפה חדשה לאישור בקרבות ידידותיים. אם היא תאושר על ידי שחקנים אחרים, אפשר לפרסם אותה כמועמדת למפת היום."
"TID_PLAYER_MAP_STATUS_INFO_SUBMITTED","אם מספיק שחקנים מאשרים מפה בקרבות ידידותיים, ניתן להכניס אותה לתחרות המפות. עריכת מפה מחזירה אותה לסטטוס טיוטה ומבטלת אישורים קודמים של המפה."
"TID_PLAYER_MAP_STATUS_INFO_GREENLIGHTED","אחרי שהמפה אושרה על ידי שחקנים אחרים, ניתן להכניס אותה לתחרות המפות. לתשומת לבך! עריכת מפה מבטלת אישורים קודמים."
"TID_PLAYER_MAP_STATUS_INFO_PUBLISHED","מפות שפורסמו משתתפות בתחרות המפות, ומשתתפים אחרים יוכלו לשחק בהן. המפות הזוכות יקבלו את מקומן באירוע הזוכים על פי קולות המצביעים."
"TID_PLAYER_MAP_STATUS_INFO_BANNED","לא ניתן לערוך מפות שנפסלו, רק למחוק אותן."
"TID_PLAYER_MAP_STATUS_INFO_REJECTED","אם המפה שלך נדחתה, לא נורא. אפשר עדיין לערוך, לשפר ולהגיש אותה שוב."
"TID_PLAYER_MAP_STATUS_INFO_WINNER","מזל טוב, יש לנו זוכים! המפות הזוכות יוצגו באירוע המנצחים."
"TID_PLAYER_MAP_STATUS_INFO_FEATURED","מפות נבחרות מוצגות במשבצת של מועמדות היום. על בסיס קולות השחקנים, המפות הזוכות יקבלו מקום של כבוד באירוע המנצחים."
"TID_PLAYER_MAP_STATUS_INFO_DRAFT_AUTOREVIEW","אפשר להגיש מפות חדשות להשתתפות בתחרות. לפני שמפרסמים אותן, המפות שהוגשו ייבדקו כדי לוודא שאין בהן תוכן בלתי הולם ויקבלו אור ירוק ."
"TID_PLAYER_MAP_STATUS_INFO_SUBMITTED_AUTOREVIEW","מפה שהוגשה מחכה לאישור לפני פרסום. אחרי שיתקבל אישור, ניתן להכניס אותה לתחרות המפות. עריכת מפה מחזירה אותה לסטטוס טיוטה ומבטלת אישורים קודמים של אותה מפה."
"TID_PLAYER_MAP_STATUS_INFO_GREENLIGHTED_AUTOREVIEW","אחרי שהמפה אושרה לפרסום, ניתן להכניס אותה לתחרות המפות. לתשומת לבך! עריכת המפה תבטל את הסטטוס המאושר."
"TID_PLAYER_MAP_STATUS_INFO_REJECTED_AUTOREVIEW","אם המפה שלך נדחתה, לא נורא. אפשר עדיין לערוך, לשפר ולהגיש אותה שוב."
"TID_PLAYER_MAP_CREATE_POPUP_TITLE","יצירת מפה חדשה!"
"TID_PLAYER_MAP_CREATE_POPUP_MAP_NAME","שם המפה"
"TID_PLAYER_MAP_CREATE_POPUP_SELECT_MODE","בחירת מצב משחק"
"TID_PLAYER_MAP_CREATE_POPUP_SELECT_MODE_WARNING","יש לבחור קודם במצב משחק!"
"TID_PLAYER_MAP_CREATE_POPUP_SELECT_ENVIRONMENT","בחירת סביבה"
"TID_PLAYER_MAP_CREATE_POPUP_SELECT_ENVIRONMENT_WARNING","קודם בחרו סביבה!"
"TID_PLAYER_MAP_CREATE_POPUP_BUTTON_CREATE","יצירה"
"TID_BUTTON_MAP_EDITOR","יוצר מפות"
"TID_PLAYER_MAP_LIST_TITLE","יוצר מפות"
"TID_PLAYER_MAP_UNNAMED","ללא שם"
"TID_CREATE_MAP_ERROR_INTERNAL","שגיאה פנימית ביצירת המפה, נסו שוב מאוחר יותר."
"TID_CREATE_MAP_ERROR_MISSING_NAME","חסר שם למפה"
"TID_CREATE_MAP_ERROR_EXISTING_NAME","שם המפה כבר קיים"
"TID_CREATE_MAP_ERROR_NAME_TOO_SHORT","שם המפה קצר מדי."
"TID_CREATE_MAP_ERROR_NAME_TOO_LONG","שם המפה ארוך מדי"
"TID_CREATE_MAP_ERROR_INVALID_NAME","שם מפה לא תקין"
"TID_CREATE_MAP_ERROR_GAME_MODE_VARIATION_NOT_SUPPORTED","יצירת מפה במצב המשחק שנבחר לא זמינה כרגע"
"TID_CREATE_MAP_ERROR_INELIGIBLE","יצירת מפות לא זמינה כרגע לחשבונך"
"TID_CREATE_MAP_ERROR_DRAFT_MAP_NUMBER_LIMIT","כבר הגעת למספר המרבי של מפות טיוטה"
"TID_CREATE_MAP_ERROR_TOTAL_MAP_NUMBER_LIMIT","כבר הגעת לכמות המרבית של מפות בסך הכול"
"TID_CREATE_MAP_ERROR_INVALID_MAP_ENV","הסביבה שנבחרה לא נתמכת כרגע"
"TID_CREATE_MAP_ERROR_UNKNOWN","שגיאה ביצירת המפה, נא לנסות שוב מאוחר יותר."
"TID_CREATE_MAP_TROPHY_REQUIREMENTS","יוצר המפות זמין לאחר צבירת <TROPHIES> גביעים."
"TID_TRUE_SILVER_BULL_SKIN","יציקת בול מכסף"
"TID_TRUE_SILVER_BULL_SKIN_SHOP","יציקת\nבול מכסף"
"TID_TRUE_GOLD_BULL_SKIN","יציקת בול מזהב"
"TID_TRUE_GOLD_BULL_SKIN_SHOP","יציקת\nבול מזהב"
"TID_TRUE_SILVER_BARLEY_SKIN","יציקת בארלי מכסף"
"TID_TRUE_SILVER_BARLEY_SKIN_SHOP","יציקת\nבארלי מכסף"
"TID_TRUE_GOLD_BARLEY_SKIN","יציקת בארלי מזהב"
"TID_TRUE_GOLD_BARLEY_SKIN_SHOP","יציקת\nבארלי מזהב"
"TID_TRUE_SILVER_RICO_SKIN","יציקת ריקו מכסף"
"TID_TRUE_SILVER_RICO_SKIN_SHOP","יציקת\nריקו מכסף"
"TID_TRUE_GOLD_RICO_SKIN","יציקת ריקו מזהב"
"TID_TRUE_GOLD_RICO_SKIN_SHOP","יציקת\nריקו מזהב"
"TID_TRUE_SILVER_FRANK_SKIN","יציקת פרנק מכסף"
"TID_TRUE_SILVER_FRANK_SKIN_SHOP","יציקת\nפרנק מכסף"
"TID_TRUE_GOLD_FRANK_SKIN","יציקת פרנק מזהב"
"TID_TRUE_GOLD_FRANK_SKIN_SHOP","יציקת\nפרנק מזהב"
"TID_TRUE_SILVER_MORTIS_SKIN","יציקת מורטיס מכסף"
"TID_TRUE_SILVER_MORTIS_SKIN_SHOP","יציקת\nמורטיס מכסף"
"TID_TRUE_GOLD_MORTIS_SKIN","יציקת מורטיס מזהב"
"TID_TRUE_GOLD_MORTIS_SKIN_SHOP","יציקת\nמורטיס מזהב"
"TID_CHALLENGER_COLT_SKIN","קולט מאתגר"
"TID_CHALLENGER_COLT_SKIN_SHOP","קולט מאתגר\n"
"TID_ZOMBIBI_SKIN","זומבאבל"
"TID_ZOMBIBI_SKIN_SHOP","זומבאבל"
"TID_UNDERWORLD_BO_SKIN","בו בליעל"
