"TID","TR"
"TID_TRUE_SILVER_EMZ_SKIN_SHOP","SAF GÜMÜŞ\nEMZ"
"TID_TRUE_SILVER_EL_PRIMO_SKIN","SAF GÜMÜŞ EL PRIMO"
"TID_TRUE_SILVER_EL_PRIMO_SKIN_SHOP","SAF GÜMÜŞ\nEL PRIMO"
"TID_TRUE_SILVER_SHELLY_SKIN","SAF GÜMÜŞ SHELLY"
"TID_TRUE_SILVER_SHELLY_SKIN_SHOP","SAF GÜMÜŞ\nSHELLY"
"TID_TRUE_SILVER_PIPER_SKIN","SAF GÜMÜŞ PIPER"
"TID_TRUE_SILVER_PIPER_SKIN_SHOP","SAF GÜMÜŞ\nPIPER"
"TID_TRUE_SILVER_LEON_SKIN","SAF GÜMÜŞ LEON"
"TID_TRUE_SILVER_LEON_SKIN_SHOP","SAF GÜMÜŞ\nLEON"
"TID_TRUE_GOLD_EMZ_SKIN","SAF ALTIN EMZ"
"TID_TRUE_GOLD_EMZ_SKIN_SHOP","SAF ALTIN\nEMZ"
"TID_TRUE_GOLD_EL_PRIMO_SKIN","SAF ALTIN EL PRIMO"
"TID_TRUE_GOLD_EL_PRIMO_SKIN_SHOP","SAF ALTIN\nEL PRIMO"
"TID_TRUE_GOLD_SHELLY_SKIN","SAF ALTIN SHELLY"
"TID_TRUE_GOLD_SHELLY_SKIN_SHOP","SAF ALTIN\nSHELLY"
"TID_TRUE_GOLD_PIPER_SKIN","SAF ALTIN PIPER"
"TID_TRUE_GOLD_PIPER_SKIN_SHOP","SAF ALTIN\nPIPER"
"TID_TRUE_GOLD_LEON_SKIN","SAF ALTIN LEON"
"TID_TRUE_GOLD_LEON_SKIN_SHOP","SAF ALTIN\nLEON"
"TID_SUPER_RANGER_BROCK_SKIN","SÜPER RANGER BROCK"
"TID_SUPER_RANGER_BROCK_SKIN_SHOP","SÜPER RANGER\nBROCK"
"TID_SKIN_INFO_CAMPAIGN_13_NOT_AVAILABLE","Saf gümüş kostüm"
"TID_SKIN_INFO_CAMPAIGN_14_NOT_AVAILABLE","Saf altın kostüm"
"TID_BATTLE_ROYALE_45","Ara Mağarası"
"TID_BATTLE_ROYALE_46","Kolezyum"
"TID_BATTLE_ROYALE_47","Nehir Yanı"
"TID_BATTLE_ROYALE_48","Dört Yaprak"
"TID_BATTLE_ROYALE_49","Gölge Ruhlar"
"TID_BATTLE_ROYALE_50","Yumurta Kabuğu"
"TID_BATTLE_ROYALE_51","Parıltı"
"TID_BATTLE_ROYALE_52","Gazi Vadisi"
"TID_BATTLE_ROYALE_53","Yeşil Geçit"
"TID_GOLDRUSH_54","Küçük Kasaba"
"TID_GOLDRUSH_55","Dev Saldırı"
"TID_GOLDRUSH_56","Kaçış"
"TID_WANTED_29","Yelkenler Fora"
"TID_WANTED_30","Saklambaç"
"TID_BANKHEIST_29","Açık Alan"
"TID_BANKHEIST_30","Merdiven"
"TID_KING_OF_HILL_16","Barikatlı Geçit"
"TID_KING_OF_HILL_17","Arı Yuvası"
"TID_KING_OF_HILL_18","Perimetre"
"TID_KING_OF_HILL_19","Göl"
"TID_KING_OF_HILL_20","Ayrım"
"TID_KING_OF_HILL_21","Büyük Sükse"
"TID_KING_OF_HILL_22","Açık Dükkan"
"TID_KING_OF_HILL_23","Yan Yana Oyun"
"TID_KING_OF_HILL_24","Kesişen Yollar"
"TID_KING_OF_HILL_25","Üçlü Alan"
"TID_KING_OF_HILL_26","Rulet"
"TID_KING_OF_HILL_27","Dikey Dilim"
"TID_KING_OF_HILL_28","Büyük Kontrol"
"TID_EMOTE_EQUIP_NOT_OWNED_SPECIAL","Koleksiyoncular için özel rozet! Bu rozet kolay kolay bulunmuyor!"
"TID_LOGIN_WITH_FACEBOOK","Facebook ile giriş yap"
"TID_TERMS_OF_SERVICE_BUTTON_TENCENT","Tencent Games Lisans ve Hizmet Sözleşmesi"
"TID_PRIVACY_POLICY_BUTTON_TENCENT","Tencent Games Gizliliği Koruma Yönergeleri"
"TID_PARENTS_GUIDE_BUTTON_TENCENT","Tencent Games Çocukların Gizliliğini Koruma Yönergeleri"
"TID_TENCENT_LOGIN_AGREEMENTS","<TOS>, <PP> ve <CHILDREN>'ni dikkatlice okudum ve kabul ediyorum."
"TID_TENCENT_LOGIN_TOS","Tencent Games Lisans ve Hizmet Sözleşmesi"
"TID_TENCENT_LOGIN_PP","Tencent Games Gizliliği Koruma Yönergeleri"
"TID_TENCENT_LOGIN_CHILDREN","Tencent Games Çocukların Gizliliğini Koruma Yönergeleri"
"TID_TENCENT_LOGIN_AGREEMENT_NOTE","Oyuna girmeden önce\n<TOS>\n<PP> ve\n<CHILDREN>'ni\ndikkatlice okuyup kabul etmeniz gerekir."
"TID_KING_OF_HILL_29","Elektrik Atlaması"
"TID_QUESTS_GMV_NOT_AVAILABLE","Bu oyun modu şu anda kullanılamıyor."
"TID_IAP_SOM_072001","YAZ TEKLİFİ"
"TID_IAP_SOM_072002","HOŞ GELDİN AĞUSTOS!"
"TID_IAP_SOM_072003","HOŞ GELDİN EYLÜL!"
"TID_IAP_SOM_072004","BÜYÜK FIRSAT"
"TID_IAP_SOM_072005","BÜYÜK FIRSAT"
"TID_IAP_SOM_072006","ELMAS LÜTFEN!"
"TID_IAP_SOM_072007","ELMAS LÜTFEN!"
"TID_IAP_SOM_072008","SEZON PAKETİ!"
"TID_IAP_SOM_072009","BRAWL PASS İSTER MİSİN?"
"TID_IAP_SOM_072010","ALTIN İSTİYORUM!"
"TID_BRAWL_PASS_INFO_EXTRA_CHINA","乱斗金券每个主题季只能购买一次"
"TID_VALUE_MULTIPLIER","<NUM>x"
"TID_DEVICE_LINK_CODE_VALID_TIME","Kodun geçerli olduğu süre:"
"TID_CONFIRM_DEVICE_LINKING","Cihaz bağlamayı onayla"
"TID_CONFIRM_DEVICE_LINK_TEXT","Mevcut ilerlemeyi silip şununla değiştirmek istediğinizden emin misiniz:"
"TID_DEVICE_LINK_ERROR_GAME_CENTER","Game Center'a giriş yapılmamış"
"TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT","Cihaz bağlama işlemini gerçekleştirmek için önce Game Center'a giriş yapın, sonra tekrar deneyin."
"TID_DEVICE_LINK_ERROR_GAME_CENTER_ANDROID","Google Play'e giriş yapılmamış"
"TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT_ANDROID","Cihaz bağlama işlemini gerçekleştirmek için önce Google Play'e giriş yapın. Giriş yapmak için ayarlar ekranındaki Google Play ile giriş düğmesine dokunun. Sonra tekrar deneyin."
"TID_DEVICE_LINK_ERROR_TIMEOUT","Bağlantı kodunun süresi dolmuş"
"TID_DEVICE_LINK_ERROR_TIMEOUT_TEXT","Bağlantı kodunun süresi dolmuş. Kod yeni cihaza <time> içinde girilmelidir.\n\nYeni kod almak için bağlantı kodu ekranına dönmeniz yeterlidir."
"TID_DEVICE_LINK_ERROR_TOO_MANY_DEVICES","Çok fazla cihaz bağlanmış"
"TID_DEVICE_LINK_ERROR_TOO_MANY_DEVICES_TEXT","Maksimum 10 cihaz bağlayabilirsiniz ve 10 cihaz zaten bağlanmış.\n\nÖnceden bağlamış olduğunuz cihazlardan bazılarını silmek istiyorsanız Yardım ve Destek sayfamızdan bize ulaşın."
"TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE","Geçersiz bağlantı kodu"
"TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE_TEXT","Girdiğiniz kod yanlış ya da süresi dolmuş. Diğer cihazda gösterilen kodu birebir girdiğinizden emin olun.\n\nTekrar denemek için geri dönüş okuna dokunun.\n\nNot: Bir kod yalnızca bir kere kullanılabilir ve <time> içinde süresi dolar. Bağlantı ekranından çıkıp tekrar girerek istediğiniz zaman yeni bir kod alabilirsiniz."
"TID_DEVICE_LINK_ERROR_OLD_DEVICE_NOT_ACTIVE","Eski cihaz etkin değil"
"TID_DEVICE_LINK_ERROR_OLD_DEVICE_NOT_ACTIVE_TEXT","Yeni bir cihaz bağlamak için eski cihazın etkin olması ve bağlantı kodu ekranını göstermesi gerekir."
"TID_DEVICE_LINKED_MAIL_ITEM","Yeni cihaz bağlandı."
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_TITLE","Game Center'a bağlı değil"
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED","Oyununuz henüz bir Game Center hesabına bağlı değil. Daha önce oyun ilerlemesi bağlamamış olduğunuz bir Game Center hesabına giriş yapıp oyunu yeniden başlatın.\n\nOyununuzu Game Center hesabına bağlamak isteyip istemediğiniz sorulur. Evet seçeneğine dokunun.\n\nUYARI: Oyununuzu kalıcı olarak bağlamış olursunuz ve bunu daha sonra değiştiremezsiniz."
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_TITLE_ANDROID","Google Play'e bağlı değil"
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_ANDROID","Oyununuz henüz bir Google hesabına bağlı değil. Ayarlar ekranına dönün ve daha önce oyunu bağlamamış olduğunuz bir Google Play hesabına giriş yapın.\n\nUYARI: Oyununuzu kalıcı olarak bağlamış olursunuz ve bunu daha sonra değiştiremezsiniz."
"TID_DEVICE_LINK_WRONG_ACCOUNT_TITLE","Yanlış hesaba giriş yapılmış"
"TID_DEVICE_LINK_WRONG_ACCOUNT","Oyununuz giriş yaptığınız bu Game Center hesabına değil, başka bir Game Center hesabına bağlı.\n\nLütfen Game Center'a gidip hesabınızdan çıkış yapın ve oyununuzun bağlı olduğu doğru Game Center hesabına giriş yapın.\n\nSonra cihazı bağlamayı tekrar deneyin."
"TID_DEVICE_LINK_WRONG_ACCOUNT_ANDROID","Oyununuz giriş yaptığınız bu Google hesabına değil, başka bir Google hesabına bağlı.\n\nLütfen ayarlar ekranına gidip şu an oturumun açık olduğu Google hesabından çıkış yapın ve oyununuzun bağlı olduğu doğru Google hesabına giriş yapın.\n\nSonra cihazı bağlamayı tekrar deneyin."
"TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS_TITLE","Zaten bağlanmış"
"TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS","Oyununuz zaten bağlanmış. Bağlama işlemi yalnızca bir kere yapılır."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH","Oyunun üzerine yazılamaz"
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT","Şu anki ilerlemeniz zaten giriş yaptığınız hesaba kalıcı olarak bağlı durumda.\n\n<level>. seviyeye geldiğiniz veya oyun içi satın alım yaptığınız için oyununuzun üzerine yazılamaz."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM","Kod ile bağlama yapılamıyor"
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT","Birden fazla iOS işletim sistemli cihazda oynamak için cihazları kod ile bağlamanıza gerek yoktur.\n\nBaşka bir iOS cihazda oynamak için önce diğer cihazda Game Center hesabınıza giriş yapın, sonra da bu cihazda aynı Game Center hesabına giriş yapın.\n\nBöylece oyununuz Game Center hesapları arasında otomatik olarak senkronize olur."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_ANDROID","Birden fazla Android işletim sistemli cihazda oynamak için cihazları kod ile bağlamanıza gerek yoktur.\n\nBaşka bir Android cihazda oynamak için önce diğer cihazda Google Play hesabınıza giriş yapın, sonra da bu cihazda oyun içi ayarlar bölümünden Google Play'e giriş yapın.\n\nBöylece oyununuz otomatik olarak senkronize olur."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_KUNLUN","Birden fazla Android işletim sistemli cihazda oynamak için cihazları kod ile bağlamanıza gerek yoktur.\n\nBaşka bir Android cihazda oynamak için Android uygulama mağazasından Brawl Stars'ı indirin ve aynı hesabı kullanarak giriş yapın.\n\nBöylece oyununuz otomatik olarak senkronize olur."
"TID_DEVICE_LINK_SUCCESFULL_TITLE","Cihaz bağlandı!"
"TID_DEVICE_LINK_SUCCESFULL_NEW","Bu cihazı hesabınıza başarıyla bağladınız. Hesabınızı yükleyip oynamaya başlamak için TAMAM düğmesine dokunmanız yeterli. İyi eğlenceler!"
"TID_DEVICE_LINK_SUCCESFULL_OLD_NO_DEVICE","Yeni cihazı hesabınıza bağladınız!"
"TID_DEVICE_LINK_SUCCESFULL_OLD","Şu cihazı hesabınıza bağladınız:"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_0_TITLE","Bir hata oluştu (100)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_0","Bir hata oluştu. Lütfen tekrar deneyin."
"TID_DEVICE_LINK_ERROR_CODE_ERROR_1_TITLE","Bir hata oluştu (101)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_1","Bir hata oluştu. Lütfen tekrar deneyin."
"TID_DEVICE_LINK_ERROR_CODE_ERROR_2_TITLE","Bir hata oluştu (102)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_2","Bir hata oluştu. Lütfen tekrar deneyin."
"TID_DEVICE_LINK_CONFIRMATION_PLAYER_DESC","<level>. seviye"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID","Birden fazla cihazda oynamak için, bu cihazda WeChat veya QQ'ya giriş yapın.\n\nSonra diğer cihazda da WeChat veya QQ'ya giriş yapın. Böylece oyununuz otomatik olarak senkronize olur."
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID_KUNLUN","Oyununuz zaten bağlanmış. Bağlama işlemi yalnızca bir kere yapılır."
"TID_LINK_NEW_DEVICE_TITLE","Bir cihaz bağla"
"TID_LINK_NEW_DEVICE_TEXT","İki cihazda oynamak veya hesabınızı yeni bir cihaza aktarmak istiyorsanız bu işlemi burada yapabilirsiniz."
"TID_LINK_NEW_DEVICE_TEXT2","Başlamak için bir seçeneğe dokunun:"
"TID_LINK_NEW_DEVICE_GAME_CENTER_NOTE","NOT: Yalnızca iOS cihazlarda oynuyor ve Game Center hesabınızı kullanıyorsanız cihazlarınızı bağlamanıza gerek yoktur. Cihazlarda aynı Game Center hesabına giriş yapmanız yeterlidir."
"TID_LINK_NEW_DEVICE_OLD_BUTTON","Bu ESKİ CİHAZ"
"TID_LINK_NEW_DEVICE_NEW_BUTTON","Bu YENİ CİHAZ"
"TID_LINK_CODE_TITLE","Bağlantı kodu"
"TID_LINK_CODE_TEXT","Şimdi bu ekranı açık bırakın. Diğer cihazda bağlantı ekranına gidin ve \qBu YENİ CİHAZ\q düğmesine dokunun."
"TID_LINK_CODE_TEXT2","Yeni cihazda bu kodu girin:"
"TID_LINK_CODE_WARNING_TEXT","UYARI: Bu kodu kimseyle paylaşmayın! Bu kod sadece kişisel kullanım içindir. Kodu girdiğinizde cihazı kalıcı olarak bağlayacağınızı unutmayın."
"TID_LINK_DEVICES_ENTER_CODE_TITLE","Bağlantı kodunu girin"
"TID_LINK_DEVICES_ENTER_CODE_TEXT","(Bağlantı kodunu almak için eski cihazda bağlantı ekranına gidip \qBu ESKİ CİHAZ\q düğmesine dokunun.)"
"TID_LINK_DEVICES_ENTER_CODE_TEXT2","Bağlantı kodunu buraya girin:"
"TID_LINK_TARGET_IOS_BUTTON","iPhone, iPad veya iPod bağlamak istiyorum"
"TID_LINK_TARGET_IOS_BUTTON_ANDROID","Android cihaz bağlamak istiyorum"
"TID_LINK_TARGET_OTHER_BUTTON","Başka bir cihazı\nbağlamak istiyorum"
"TID_LINK_TARGET_DEVICE_TYPE","Hedef cihaz"
"TID_LINK_TARGET_DEVICE_TEXT","Bağlamak istediğiniz cihazın türünü seçin:"
"TID_LINK_SAME_PLATFORM_TITLE","Game Center ile senkronize et"
"TID_LINK_SAME_PLATFORM_TITLE_ANDROID","Google hesabıyla senkronize et"
"TID_LINK_SAME_PLATFORM_TITLE_KUNLUN","Hesabınla senkronize et"
"TID_LINK_SAME_PLATFORM","Birden fazla cihazda oynamak için, bu cihazda Game Center'a giriş yapın.\n\nSonra diğer cihazda da Game Center'a giriş yapın. Böylece oyununuz otomatik olarak senkronize olur."
"TID_LINK_SAME_PLATFORM_ANDROID","Birden fazla cihazda oynamak için, oyun içi ayarlardan Google hesabınıza giriş yapın.\n\nDaha sonra diğer cihazda da Google hesabınıza giriş yapın. Böylece oyununuz otomatik olarak senkronize olur."
"TID_LINK_SAME_PLATFORM_KUNLUN","Birden fazla Android işletim sistemli cihazda oynamak için, aynı Android uygulama mağazasından Brawl Stars'ı indirin ve aynı hesabı kullanarak giriş yapın. Böylece oyununuz otomatik olarak senkronize olur."
"TID_LINK_CANCELLED_TITLE","Cihaz bağlama iptal edildi"
"TID_LINK_CANCELLED","Cihaz bağlama işlemini iptal ettiniz. Cihaz bağlanmadı."
"TID_LINK_CODE_GENERATE_CODE_TEXT","Aşağıdaki bağlantı kodunu kullanarak oyununuzu başka bir Android uygulama mağazasına aktarabilirsiniz. Adımları ayrıntılı olarak görmek için eğitime göz atın."
"TID_LINK_DEVICES_ENTER_CODE_KUNLUN_TEXT","Bağlantı kodu almak için ayarlar ekranından bir cihaz bağla düğmesine dokunun. Adımları ayrıntılı olarak görmek için eğitime göz atın."
"TID_DEVICE_LINK_MIGRATION_TEXT","Oynamaya devam etmek için, oyundaki ilerlemenizi cihaz bağlama kodu kullanarak yeni cihazdaki uygulamaya aktarmalısınız."
"TID_DEVICE_LINK_MIGRATION_INSTALL_BUTTON","YÜKLE"
"TID_DEVICE_LINK_MIGRATION_LAUNCH_BUTTON","OYUNU BAŞLAT"
"TID_DEVICE_LINK_MIGRATION_HELP_BUTTON","YARDIM"
"TID_DEVICE_LINK_CODE_COPIED","Bağlantı kodu panoya kopyalandı"
"TID_DEVICE_LINK_CODE_BUTTON_LINK","BAĞLANTI"
"TID_PERCENTER","COLETTE"
"TID_PERCENTER_SHORT_DESC","DÖVÜŞÇÜ"
"TID_PERCENTER_DESC","Kimse vergiden kaçamaz! Colette, acımasız bir vergi memurudur ve düşmanların sağlık puanlarını toplar, ama kendine has yöntemleriyle..."
"TID_PERCENTER_WEAPON","İCRA"
"TID_PERCENTER_WEAPON_DESC","Colette, düşmanlarının vergi borçlarını toplamak için bir atış yapar. Düşmanın ne kadar çok sağlığı varsa, o kadar çok vergi öder!"
"TID_PERCENTER_ULTI","TAHSİLAT ZAMANI"
"TID_PERCENTER_ULTI_DESC","Colette ileri atılır ve geri gelir, yoluna çıkan düşmanlara hasar verir. Verdiği hasar miktarı düşmanların maksimum sağlığına bağlıdır."
"TID_SPEC_ABI_PERCENTER_1","AĞIR VERGİ"
"TID_SPEC_ABI_PERCENTER_1_DESC","Colette'in saldırısının isabet ettiği düşmanlar, saldırının ulaşacağı en uzak noktaya kadar püskürtülür."
"TID_SPEC_ABI_PERCENTER_2","VERGİ ZAMMI"
"TID_SPEC_ABI_PERCENTER_2_DESC","Süper gücü etkinleştirildiği zaman Colette, <c00cc00><VALUE3></c> saniye boyunca <c00cc00>%<VALUE1></c> kalkan elde eder. Colette düşman savaşçılara her hasar verdiğinde, kalkanın koruması <c00cc00>%<VALUE2></c> artar."
"TID_ACCESSORY_PERCENTER_STATIC_DAMAGE","ÖZVERİ"
"TID_ACCESSORY_PERCENTER_STATIC_DAMAGE_DESC","Colette'in sonraki atışı fazladan <c00cc00><VALUE1></c> hasar verir."
"TID_TUTORIAL_PLAYED_BEFORE","Daha önce oynadın mı?"
"TID_SUPPORT_NEW_VERSION_TITLE","Güncelleme gerekli!"
"TID_SUPPORT_NEW_VERSION_TEXT","Brawl Stars'ın yeni bir sürümü var. Yardım ve Destek bölümüne erişmeden önce oyunu güncelle."
"TID_SUPPORT_NEW_VERSION_BUTTON","GÜNCELLE"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_TITLE","Bilgi"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP","Tencent hizmetlerini kullanmadan önce <TOS>, <PP> ve <CHILDREN>'ni dikkatlice okuyup tüm maddeleri ve kurallarımızı anladığınızdan emin olun. Ayrıca bu belgelerdeki yükümlülüklerimizi kısıtlayan ya da bizi bunlardan muaf tutan maddelere, sizin haklarınızı kısıtlayan maddelere, anlaşmazlıkların çözümü için başvurulacak yöntemlere ve yetkili mahkemelere dikkat edin. <TOS>, <PP> ve <CHILDREN>'ni dikkatlice okuduysanız ve onaylıyorsanız lütfen \qKatılıyorum\q düğmesine dokunun."
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_AGREE","Katılıyorum"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_REFUSE","Reddediyorum"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_2_TITLE","Önemli duyuru"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_2","Önemli: Oyuna girmeden önce\n<TOS>\n<PP> ve\n<CHILDREN>'ni\ndikkatlice okuyup kabul etmeniz gerekir."
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_BACK","Geri"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_NO","Hayır"
"TID_BRAWL_PASS_SEASON_2","STARR PARK'A HOŞ GELDİN!"
"TID_BRAWL_PASS_INFO_TEXT_2","Pek çok ek ödül seni bekliyor!\n\n<BRAWLER>- Yeni kromatik savaşçı!\n\nÖZEL KOSTÜM: <SKIN_1>!\n\nÖZEL KOSTÜM: <SKIN_2>!\n\n<BRAWLER> İÇİN ÖZEL ROZETLER\n\n<NUM> MEGA KUTU!\n\nEKSTRA ALTIN ve GÜÇ PUANI!\n\n\nBrawl Pass'ı daha hızlı tamamlamanı sağlayacak EKSTRA GÖREVLER!\n\nSezon boyunca ÖZEL KROMATİK AD!"
"TID_BRAWL_PASS_SEASON_3","TATİL KAÇIŞI"
"TID_BRAWL_PASS_INFO_TEXT_3","Pek çok ek ödül seni bekliyor!\n\n<BRAWLER>- Yeni Kromatik savaşçı!\n\nÖZEL KOSTÜM: <SKIN_1>!\n\nÖZEL KOSTÜM: <SKIN_2>!\n\n<BRAWLER> İÇİN ÖZEL ROZETLER\n\n<NUM> MEGA KUTU!\n\nEKSTRA ALTIN ve GÜÇ PUANI!\n\n\nBrawl Pass'ı daha hızlı tamamlamanı sağlayacak EKSTRA GÖREVLER!\n\nSezon boyunca ÖZEL KROMATİK AD!"
"TID_BRAWL_PASS_SEASON_4","STARR SAVAŞLARI"
"TID_BRAWL_PASS_INFO_TEXT_GENERIC","Pek çok ek ödül seni bekliyor!\n\n<BRAWLER>- Yeni Kromatik savaşçı!\n\nÖZEL KOSTÜM: <SKIN_1>!\n\nÖZEL KOSTÜM: <SKIN_2>!\n\n<BRAWLER> İÇİN ÖZEL ROZETLER\n\n<NUM> MEGA KUTU!\n\nEKSTRA ALTIN ve GÜÇ PUANI!\n\n\nBrawl Pass'i daha hızlı tamamlamanı sağlayacak EKSTRA GÖREVLER!\n\nSezon boyunca ÖZEL KROMATİK AD!"
"TID_QUESTS_MORE","Tüm görevleri göster"
"TID_QUESTS_MORE_NEXT_SEASON","<THIS_SEASON> sezonunun tüm görevlerini tamamladın. <NEXT_SEASON> sezonu başladığında yeni görevler gelecek."
"TID_BRAWL_PASS_AUTOCOLLECT_TITLE","<NUM>. Sezonun Ödülleri"
"TID_BRAWL_PASS_AUTOCOLLECT","<NUM>. Sezon ödüllerin otomatik olarak toplandı."
"TID_BRAWL_PASS_AUTOCOLLECT_INFO","<CURRENT>. sezon bitmeden <OLD>. sezondan kalan ödüllerini almalısın, yoksa sezonun sonunda senin için otomatik olarak alınırlar."
"TID_AUTH_WECHAT_SUCCESS","Başarıyla yetkilendirildi."
"TID_AUTH_WECHAT_CANCEL","Wechat yetkisini iptal ettiniz."
"TID_AUTH_QQ_SUCCESS","Başarıyla yetkilendirildi."
"TID_AUTH_QQ_CANCEL","QQ yetkisini iptal ettiniz."
"TID_TENCENT_AUTH_SUCCESS","Başarıyla yetkilendirildi."
"TID_TENCENT_AUTH_CANCEL","Giriş yapma yetkisini iptal ettiniz."
"TID_GOLDRUSH_57","Sonsuz Elmas"
"TID_GOLDRUSH_58","Koleksiyoncu Cenneti"
"TID_GOLDRUSH_59","Keskin Bıçak"
"TID_GOLDRUSH_60","Yüksek Uçuş"
"TID_GOLDRUSH_61","Sağ ve Sol"
"TID_GOLDRUSH_62","Taş Madeni 2"
"TID_GOLDRUSH_63","Mor Cennet"
"TID_MASK_SPIKE_SKIN","MASKELİ SPIKE"
"TID_SUPER_FAN_EMZ_SKIN","SÜPER HAYRAN EMZ"
"TID_SUGAR_RUSH_SANDY_SKIN","ŞEKERCİ SANDY"
"TID_LUNAR_SPROUT_SKIN","ASTRONOT SPROUT"
"TID_TRIXIE_COLETTE_SKIN","KÖTÜ COLETTE"
"TID_EL_ATOMICO_SKIN","EL ATÓMICO"
"TID_POCO_STARR_SKIN","POCO STARR"
"TID_MASK_SPIKE_SKIN_SHOP","MASKELİ\nSPIKE"
"TID_SUPER_FAN_EMZ_SKIN_SHOP","SÜPER HAYRAN\nEMZ"
"TID_SUGAR_RUSH_SANDY_SKIN_SHOP","ŞEKERCİ\nSANDY"
"TID_LUNAR_SPROUT_SKIN_SHOP","ASTRONOT\nSPROUT"
"TID_TRIXIE_COLETTE_SKIN_SHOP","KÖTÜ\nCOLETTE"
"TID_EL_ATOMICO_SKIN_SHOP","EL ATÓMICO"
"TID_POCO_STARR_SKIN_SHOP","POCO\nSTARR"
"TID_IAP_STARR_09001","ÖZEL TEKLİF"
"TID_IAP_STARR_09002","SEZON PAKETİ"
"TID_IAP_STARR_09003","BÜYÜK FIRSAT PAKETİ"
"TID_IAP_STARR_09004","BÜYÜK FIRSAT PAKETİ"
"TID_IAP_STARR_09005","AY FESTİVALİ PAKETİ"
"TID_IAP_STARR_09006","AY FESTİVALİ PAKETİ"
"TID_SHOP_OFFER_PURCHASE_ERROR_6","Bu teklif zaten satın alım işlemine sokulmuş."
"TID_SHOP_OFFER_PURCHASE_ERROR_7","Bu teklif için satın alma seçeneği henüz açılmadı."
"TID_SHOP_OFFER_PURCHASE_ERROR_8","Elmas sayısı eksideyken satın almaya izin verilmez."
"TID_FRIENDLY_MIN_TEAMS","Bu modu oynamak için en az 2 takım gerekir."
"TID_FRIENDLY_MIN_PLAYERS","Bu modu oynamak için en az 2 oyuncu gerekir."
"TID_GOLDRUSH_32T","Dar Boğaz"
"TID_GOLDRUSH_33T","Hopla, Atla ve Zıpla"
"TID_GOLDRUSH_34T","Aşırı Portal Yüklemesi"
"TID_CC_POPUP_TITLE_BRAWLOWEEN","CADILAR BAYRAMI MÜCADELESİ"
"TID_CC_POPUP_TITLE_BRAWLIDAYS","İKİLİ MÜCADELE"
"TID_CC_POPUP_TITLE_SOLO","TEK MÜCADELE"
"TID_CC_POPUP_QUALIFY_INFO_GENERIC","<SKIN> kostümü ve özel bir rozet seti kazanmak için mücadeleyi başarıyla tamamla!"
"TID_QUALIFIED_INFO_GENERIC","Tebrikler, <CHALLENGE> başarıyla tamamlandı! <SKIN> kostümü ve özel bir rozet seti kazandın!"
"TID_CC_POPUP_QUALIFY_INFO_GENERIC_NO_PIN","<SKIN> kostümünü kazanmak için mücadeleyi başarıyla tamamla!"
"TID_QUALIFIED_INFO_GENERIC_NO_PIN","Tebrikler, <CHALLENGE> başarıyla tamamlandı! <SKIN> kostümü kazandın!"
"TID_BATTLE_END_BRAWLOWEEN_WIN_INFO","Tebrikler! CADILAR BAYRAMI MÜCADELESİNİ kazandın!"
"TID_BATTLE_END_GENERIC_WIN_INFO","Tebrikler! Mücadeleyi kazandın!"
