"Name","LockedForChronos","Disabled","ItemName","WeaponSkill","UltimateSkill","Pet","Speed","Hitpoints","HealthPromilleLostPerSecond","HealPercentChange","LifeTimeTicks","MeleeAutoAttackSplashDamage","AutoAttackSpeedMs","AutoAttackDamage","AutoAttackBulletsPerShot","AutoAttackMode","AutoAttackProjectileSpread","AutoAttackProjectile","AutoAttackOverchagedProjectile","AutoAttackRange","RegeneratePerSecond","LowPriorityTarget","UltiChargeInitial","UltiChargeMul","UltiChargeUltiMul","OverchargeChargeMul","OverchargeChargeActiveMul","OverchargeDamagePercent","OverchargeSpeedPercent","OverchargeShieldPercent","Type","CarryableType","DamagerPercentFromAliens","DefaultSkin","Mastery","ManualRotations","FileName","BlueExportName","RedExportName","ShadowExportName","AreaEffect","DeathAreaEffect","TakeDamageEffect","KillEffect","DeathEffect","AllowDeathEffectOverride","MoveEffect","ReloadEffect","OutOfAmmoEffect","DryFireEffect","SpawnEffect","MeleeHitEffect","AutoAttackStartEffect","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","LoopedEffect","LoopedEffect2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","AttackStartEffectOffset","TwoWeaponAttackEffectOffset","ShadowScaleX","ShadowScaleY","ShadowX","ShadowY","ShadowSkew","Scale","HeroScreenScale","FitToBoxScale","EndScreenScale","GatchaScreenScale","HomeScreenScale","BattleIntroScale","ShowPetInHeroScreen","HeroScreenXOffset","HeroScreenZOffset","BattleIntroXOffset","BattleIntroZOffset","HeroScreenEmoteX","HeroScreenEmoteY","CollisionRadius","HealthBar","HealthBarOffsetY","FlyingHeight","ProjectileStartZ","StopMovementAfterMS","WaitMS","TID","ForceAttackAnimationToEnd","IconSWF","IconExportName","RecoilAmount","FootstepClip","DifferentFootstepOffset","FootstepIntervalMS","AttackingWeaponScale","UseThrowingLeftWeaponBoneScaling","UseThrowingRightWeaponBoneScaling","CommonSetUpgradeBonus","RareSetUpgradeBonus","SuperRareSetUpgradeBonus","CanWalkOverWater","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","ChargeUltiAutomatically","ChargeUltiFromDamage","VideoLink","ShouldEncodePetStatus","SecondaryPet","ExtraMinions","PetAutoSpawnDelay","PetSpawnCount","HasPowerLevels","OffenseRating","DefenseRating","UtilityRating","ShowHealInBattleEnd","UniqueProperty","UniquePropertyValue1","UniquePropertyValue2"
"CoopBoss2","","","","BossRapidFire2","BossCharge","","600","55000","","","","","400","640","","","","","","9","","","","","","","","","","","Npc_Boss","","","BossBotDefault","","","","","","","","","nuts_bolts_metal_small","","boss_explosion","","Gen_move_fx","","","","robo_spawn","","coop_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","150","85","80","","","25","120","200","270","","","","","","","","","","","","250","Medium","-135","","500","","","","","","","","footstep","60","400","160","","","","","","","true","30","","30","255","120","255","","","","","","","","","","","","","","","",""
"CoopBoss3","","","","BossRapidFire3","BossCharge","","600","65000","","","","","400","680","","","","","","9","","","","","","","","","","","Npc_Boss","","","BossBotDefault","","","","","","","","","nuts_bolts_metal_small","","boss_explosion","","Gen_move_fx","","","","robo_spawn","","coop_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","150","85","80","","","25","140","200","270","","","","","","","","","","","","280","Medium","-160","","500","","","","","","","","footstep","60","400","160","","","","","","","true","100","","","255","140","140","","","","","","","","","","","","","","","",""
"TutorialExplodingBarrel","","","","","","","0","300","","","","","","","","","","","","","","","","","","","","","","","Minion_Building","","","TntBox","","","","","","","","ExplodingBarrelExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","100","-100","0","0","0","95","","","","","","","","","","","","","","145","","-59","","350","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EventModifierBoss","","","","","","","600","22800","","","","","400","400","","","","","","7","","","","","","","","","","","Minion_FindEnemies2","","","MeleeBotDefault","","","","","","","","","nuts_bolts_metal_small","","boss_explosion","","Gen_move_fx","","","","robo_spawn","","coop_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","35","","85","80","","","25","250","200","270","","","","","","","","","","","","220","Medium","-100","","","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RaidBoss","","","","RaidBossRapidFire","RaidBossCharge","","550","250000","","","","","400","800","","","","","","9","","","","","","","","","","","Npc_Boss","","","BossBotDefault","","","","","","","","","nuts_bolts_metal_small","","boss_explosion","","Gen_move_fx","","","","robo_spawn","","coop_boss_attack","","","","","","","","","","","","","","","","","","","","","","","","30","150","85","80","","","25","120","200","270","","","","","","","","","","","","280","Medium","-135","","500","","","","","","","","footstep","60","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RaidBossMeleeEnemy1","","","","","","","650","3600","","","","","400","260","","","","","","5","","","","","","","","","","","Minion_FindEnemies","","","MeleeBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","Gen_move_fx","","","","robo_spawn","","robot_M_attack","","","","","","","","","","","","","","","","","","","","","","","","30","70","85","80","","","25","100","200","270","","","","","","","","","","","","120","Medium","-50","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RaidBossMeleeEnemy2","","","","","","","650","5100","","","","","400","470","","","","","","5","","","","","","","","","","","Minion_FindEnemies","","","MeleeBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","Gen_move_fx","","","","robo_spawn","","robot_M_attack","","","","","","","","","","","","","","","","","","","","","","","","30","70","85","80","","","25","120","200","270","","","","","","","","","","","","145","Medium","-60","","","","","","","","","","footstep","25","250","130","","","","","","","true","30","","30","255","120","255","","","","","","","","","","","","","","","",""
"RaidBossMeleeEnemy3","","","","","","","650","8250","","","","","400","600","","","","","","6","","","","","","","","","","","Minion_FindEnemies","","","MeleeBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","Gen_move_fx","","","","robo_spawn","","robot_M_attack","","","","","","","","","","","","","","","","","","","","","","","","30","70","85","80","","","25","140","200","270","","","","","","","","","","","","170","Medium","-70","","","","","","","","","","footstep","25","250","130","","","","","","","true","100","","","255","140","140","","","","","","","","","","","","","","","",""
"RaidBossMeleeEnemy4","","","","","","","650","12150","","","","","400","730","","","","","","6","","","","","","","","","","","Minion_FindEnemies","","","MeleeBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","Gen_move_fx","","","","robo_spawn","","robot_M_attack","","","","","","","","","","","","","","","","","","","","","","","","30","70","85","80","","","25","160","200","270","","","","","","","","","","","","195","Medium","-80","","","","","","","","","","footstep","25","250","130","","","","","","","true","150","100","","255","255","180","","","","","","","","","","","","","","","",""
"RaidBossFastMeleeEnemy1","","","","","","","950","2250","","","","","600","400","","","","","","5","","","","","","","","","","","Minion_FindEnemies","","","MeleeFastBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","Gen_move_fx","","","","robo_spawn","","robot_S_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","125","200","270","","","","","","","","","","","","100","Medium","-35","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RaidBossFastMeleeEnemy2","","","","","","","950","4050","","","","","600","720","","","","","","5","","","","","","","","","","","Minion_FindEnemies","","","MeleeFastBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","Gen_move_fx","","","","robo_spawn","","robot_S_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","150","200","270","","","","","","","","","","","","120","Medium","-42","","","","","","","","","","footstep","25","250","130","","","","","","","true","30","","30","255","120","255","","","","","","","","","","","","","","","",""
"RaidBossFastMeleeEnemy3","","","","","","","950","5175","","","","","600","920","","","","","","6","","","","","","","","","","","Minion_FindEnemies","","","MeleeFastBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","Gen_move_fx","","","","robo_spawn","","robot_S_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","175","200","270","","","","","","","","","","","","140","Medium","-49","","","","","","","","","","footstep","25","250","130","","","","","","","true","100","","","255","140","140","","","","","","","","","","","","","","","",""
"RaidBossFastMeleeEnemy4","","","","","","","950","7560","","","","","600","1120","","","","","","6","","","","","","","","","","","Minion_FindEnemies","","","MeleeFastBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","Gen_move_fx","","","","robo_spawn","","robot_S_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","200","200","270","","","","","","","","","","","","160","Medium","-56","","","","","","","","","","footstep","25","250","130","","","","","","","true","150","100","","255","255","180","","","","","","","","","","","","","","","",""
"RaidBossRangedEnemy1","","","","","","","800","1500","","","","","1400","630","","","40","RaidBossRangedEnemyProjectile","","27","","","","","","","","","","","Minion_FindEnemies","","","RangedBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","Gen_move_fx","","","","robo_spawn","","coop_ranged_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","127","200","270","","","","","","","","","","","","100","Medium","-49","","350","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RaidBossRangedEnemy2","","","","","","","800","2700","","","","","1400","1130","","","40","RaidBossRangedEnemyProjectile","","27","","","","","","","","","","","Minion_FindEnemies","","","RangedBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","Gen_move_fx","","","","robo_spawn","","coop_ranged_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","152","200","270","","","","","","","","","","","","120","Medium","-58","","350","","","","","","","","footstep","25","250","130","","","","","","","true","30","","30","255","120","255","","","","","","","","","","","","","","","",""
"RaidBossRangedEnemy3","","","","","","","800","3450","","","","","1400","1450","","","40","RaidBossRangedEnemyProjectile","","27","","","","","","","","","","","Minion_FindEnemies","","","RangedBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","Gen_move_fx","","","","robo_spawn","","coop_ranged_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","177","200","270","","","","","","","","","","","","140","Medium","-68","","350","","","","","","","","footstep","25","250","130","","","","","","","true","100","","","255","140","140","","","","","","","","","","","","","","","",""
"RaidBossRangedEnemy4","","","","","","","800","5040","","","","","1400","1760","","","40","RaidBossRangedEnemyProjectile","","27","","","","","","","","","","","Minion_FindEnemies","","","RangedBotDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","Gen_move_fx","","","","robo_spawn","","coop_ranged_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","203","200","270","","","","","","","","","","","","160","Medium","-79","","350","","","","","","","","footstep","25","250","130","","","","","","","true","150","100","","255","255","180","","","","","","","","","","","","","","","",""
"RoboWarsBase","","","","","","","0","25000","","","","","500","700","","","","RoboWarsBaseProjectile","","35","","","","","","","","","","","Pvp_Base","","","RoboWarsBaseDefault","","","","","","","","","nuts_bolts_metal_small","","siege_base_destroyed","","","","","","","","siege_base_attack","","","","","","","","","","","","","","","","","","","","","","","","40","","100","-100","0","0","0","550","","","","","","","","","","","","","","160","Medium","-75","","300","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RoboWarsBox","","","","","","","0","4000","","","","","","","","","","","","","","","","","","","","","","","LootBox","","","RoboWarsBox","","","","","","","","","","","Gen_wood_explosion","","","","","","robo_wars_box_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","35","","100","-100","0","0","0","","","","","","","","","","","","","","","145","Medium","-40","","350","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RoboWarsRobo","","","","","","","650","32000","","","","","400","350","","","","","","6","","","","","","","","","","","RoboWars","","","MeleeBotDefault","","","","","","","","","nuts_bolts_metal_small","","explosion_generic_small","true","Gen_move_fx","","","","robo_spawn","","coop_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","35","","85","80","","","25","250","200","270","","","","","","","","","","","","220","Medium","-110","","","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrainingDummySmall","","","","","","","0","1500","","","","","","","","","","","","12","","","","","","","","","","","Minion_Building_charges_ulti","","","MeleeFastBotDefault","","","","","","","","","minion_hit_damage","","minion_death_explosion_01","true","Gen_move_fx","","","","robo_spawn","","robot_S_attack","","","","","","","","","","","","","","","","","","","","","","","","35","","80","80","","","35","125","","","","","","","","","","","","","","120","Medium","-35","","350","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrainingDummyMedium","","","","","","","0","4000","","","","","","","","","","","","12","","","","","","","","","","","Minion_Building_charges_ulti","","","MeleeBotDefault","","","","","","","","","minion_hit_damage","","minion_death_explosion_03","true","Gen_move_fx","","","","robo_spawn","","robot_M_attack","","","","","","","","","","","","","","","","","","","","","","","","35","","80","80","","","35","100","","","","","","","","","","","","","","120","Medium","-50","","350","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrainingDummyBig","","","","","","","0","100000","","","","","","","","","","","","12","","","","","","","","","","","Minion_Building_charges_ulti","","","BossBotDefault","","","","","","","","","minion_hit_damage","","minion_death_explosion_04","true","Gen_move_fx","","","","robo_spawn","","coop_boss_attack","","","","","","","","","","","","","","","","","","","","","","","","35","","80","80","","","35","100","","","","","","","","","","","","","","220","Medium","-110","","350","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrainingDummyShooting","","","","","","","0","4000","","","","","1400","500","","","","CoopRangedEnemyProjectile","","20","","","","","","","","","","","Minion_Building_charges_ulti","","","RangedBotDefault","","","","","","","","","minion_hit_damage","","minion_death_explosion_02","true","Gen_move_fx","","","","robo_spawn","","coop_ranged_attack","","","","","","","","","","","","","","","","","","","","","","","","50","","85","80","","","25","127","200","270","","","","","","","","","","","","120","Medium","-49","","350","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Train0","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","Train","","","MineCart","","","","","","","","","","","","","Gen_move_fx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","250","","","","","","","","","","","","","","200","","","","","","","","","","","","","130","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Train1","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","Train","","","MineCartB","","","","","","","","","","","","","Gen_move_fx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","250","","","","","","","","","","","","","","200","","","","","","","","","","","","","130","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Train2","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","Train","","","MineCartC","","","","","","","","","","","","","Gen_move_fx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","250","","","","","","","","","","","","","","200","","","","","","","","","","","","","130","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Train3","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","Train","","","MineCartD","","","","","","","","","","","","","Gen_move_fx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","250","","","","","","","","","","","","","","200","","","","","","","","","","","","","130","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Train4","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","Train","","","MineCartE","","","","","","","","","","","","","Gen_move_fx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","250","","","","","","","","","","","","","","200","","","","","","","","","","","","","130","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombPet","","","","","","","1200","1600","","","","","1000","2000","","","","","","","","","","1","","","","","","","Minion_FindEnemies","","","ClusterBombPetDefault","","","","","","","","ClusterBombPetExplosion","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","tick_def_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","80","","","25","150","200","270","","","","","","","","","","","","90","Medium","-43","","","","","","","","","","","25","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BlackHolePet2","","","","","","","870","2400","","","","","600","400","","","","BlackHolePet2Projectile","","15","","","","","","","","","","","Minion_FindEnemies","","","BlackholePetDefault","","","","","","","","","","","death_shotgun_girl","","","","","","tara_def_ulti_starPower_spawn","","","","","","","","","","","","","","","sparkle_trail_dark_minion","","","","","","","","","","","30","","85","80","","","25","95","200","270","","","","","","","","","","","","90","Medium","-43","","350","","","","","","","","","25","250","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49c039b18c82880638cd3ba472dc5db3e8cc6f8b","","true","shelly","ShotgunGirlWeapon","ShotgunGirlUlti","","770","3700","","","","","","","","","","","","12","","","","134","60","40","20","25","25","15","Hero","","","BanditGirlDefault","MasteryShotgunGirl","","","","","","","","takedamage_gen","","death_shotgun_girl","true","Gen_move_fx","reload_shotgun_girl","No_ammo_shotgungirl","Dry_fire_shotgungirl","","","","","","","","","","","","","","","","","","Shelly_Kill","Shelly_Lead","Shelly_Start","Utilshotgun_Vo","ShellyTakedamge_Vo","Shelly_Die","","Shelly_Start","2","30","","80","80","","","35","116","210","284","90","175","260","290","","","","","-400","-25","40","120","Medium","-48","","450","","","TID_SHOTGUN_GIRL","","sc/ui.sc","hero_icon_shelly","1000","footstep","25","250","200","","","1","3","2","","","","","","","","","","","ShellyTutorial","","","","","","","4","3","2","","","",""
"DamageBooster","","","","","","","0","2800","","","","","","","","","","","","12","","","","","","","","","","","Minion_Building","","","DamageBoosterDefault","","","","","","","DamageBoost","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","8bit_def_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","180","220","300","","","","","","1400","-500","","","","","120","Medium","-49","","300","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4028aae4a6bbbdea17608222005fefc028ff7c45","","true","shelly","ShotgunGirlWeapon","ShotgunGirlUlti","","770","3700","","","","","","","","","","","","12","","","","134","60","40","20","25","25","15","Hero","","","BanditGirlDefault","MasteryShotgunGirl","","","","","","","","takedamage_gen","","death_shotgun_girl","true","Gen_move_fx","reload_shotgun_girl","No_ammo_shotgungirl","Dry_fire_shotgungirl","","","","","","","","","","","","","","","","","","Shelly_Kill","Shelly_Lead","Shelly_Start","Utilshotgun_Vo","ShellyTakedamge_Vo","Shelly_Die","","Shelly_Start","2","30","","80","80","","","35","116","210","284","90","175","260","290","","","","","-400","-25","40","120","Medium","-48","","450","","","TID_SHOTGUN_GIRL","","sc/ui.sc","hero_icon_shelly","1000","footstep","25","250","200","","","1","3","2","","","","","","","","","","","ShellyTutorial","","","","","","","4","3","2","","","",""
"BossRaceBoss","","","","BossRaceBossRapidFire","BossRaceBossCharge","","500","220000","","","","","400","800","","","","","","9","","","","","","","","","","","Npc_Boss","","","BossRaceBossDefault","","","","","","","","","nuts_bolts_metal_small","","boss_explosion","","Gen_move_fx","","","","robo_spawn","","coop_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","150","85","80","","","25","160","200","270","","","","","","","","","","","","280","Medium","-130","","500","","","","","","","","footstep","60","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerDudeTurret","","","","","","SpawnerPet","0","2200","","","","","","","","","","","","40","","","","","","","","","","","Minion_Building","","","SpawnerDudeTurretDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","75","75","","","25","130","180","243","","","","","","1000","-1400","","","","","120","Medium","-32","","150","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","4","","","","","","","","",""
"SpawnerDudeTurret002","","","","","","SpawnerPet002","0","2200","","","","","","","","","","","","40","","","","","","","","","","","Minion_Building","","","SpawnerDudeTurretDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","explosion_pengula","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","75","75","","","25","130","180","243","","","","","","1000","-1400","","","","","120","Medium","-32","","150","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","4","","","","","","","","",""
"SpawnerDudeTurret003","","","","","","SpawnerPet003","0","2200","","","","","","","","","","","","40","","","","","","","","","","","Minion_Building","","","SpawnerDudeTurretDefault","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","explosion_pengula","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","75","75","","","25","130","180","243","","","","","","1000","-1400","","","","","120","Medium","-32","","150","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","4","","","","","","","","",""
"SpawnerPet","","","","","","","800","1400","","","","","700","260","","","","SpawnerPetProjectile","","14","","","","1","","","","","","","Minion_FindEnemies","","","SpawnerPetDefault","","","","","","","","","","","mrp_def_pet_death","","Gen_move_fx","","","","nita_def_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","150","200","280","","","","","","500","-1250","","","","","145","Medium","-35","","100","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","true","","","","","","","","","","",""
"SpawnerPet002","","","","","","","800","1400","","","","","700","260","","","","SpawnerPet002Projectile","","14","","","","100","","","","","","","Minion_FindEnemies","","","SpawnerPetDefault","","","","","","","","","","","mrp_def_pet_death","","Gen_move_fx","explosion_pengula","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","150","200","280","","","","","","500","-1250","","","","","145","Medium","-35","","100","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","true","","","","","","","","","","",""
"SpawnerPet003","","","","","","","800","1400","","","","","700","260","","","","SpawnerPet003Projectile","","14","","","","100","","","","","","","Minion_FindEnemies","","","SpawnerPetDefault","","","","","","","","","","","mrp_def_pet_death","","Gen_move_fx","explosion_pengula","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","150","200","280","","","","","","500","-1250","","","","","145","Medium","-35","","100","","","","","","","","footstep","25","250","160","","","","","","","","","","","","","","","","","","true","","","","","","","","","","",""
"037424c2385e031824f496c787e2ab8f473b70f8","","true","shelly","ShotgunGirlWeapon","ShotgunGirlUlti","","770","3700","","","","","","","","","","","","12","","","","134","60","40","20","25","25","15","Hero","","","BanditGirlDefault","MasteryShotgunGirl","","","","","","","","takedamage_gen","","death_shotgun_girl","true","Gen_move_fx","reload_shotgun_girl","No_ammo_shotgungirl","Dry_fire_shotgungirl","","","","","","","","","","","","","","","","","","Shelly_Kill","Shelly_Lead","Shelly_Start","Utilshotgun_Vo","ShellyTakedamge_Vo","Shelly_Die","","Shelly_Start","2","30","","80","80","","","35","116","210","284","90","175","260","290","","","","","-400","-25","40","120","Medium","-48","","450","","","TID_SHOTGUN_GIRL","","sc/ui.sc","hero_icon_shelly","1000","footstep","25","250","200","","","1","3","2","","","","","","","","","","","ShellyTutorial","","","","","","","4","3","2","","","",""
"CaptureFlag","","","","","","","0","150","","","","","","","","","","","","","","","","","","","","","","","Carryable","CaptureFlag","","CtfGift","","","","","","","","","","","mode_gift_goal","","","mode_gift_destoryed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","100","","","","","","","","","","","","","","140","Medium","-30","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bee","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","Minion_FollowOwner","","","BeeSniperDefaultAddonBee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","116","200","320","90","190","270","270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NinjaFake","","","","","","","820","3200","","","","","","","","","","","","12","","","","","","","","","","","Minion_Mirage","","","NinjaDefault","","","","","","","","","takedamage_gen","","death_ninja","","Gen_move_fx","reload_leon","No_ammo_shotgungirl","Dry_fire_leon","","","","","","","","","","","","","","","","","","Leon_kill_vo","Leon_lead_vo","Leon_start_vo","Leon_ulti_vo","Leon_hurt_vo","Leon_die_vo","","","","50","","80","80","","","35","116","190","330","80","150","270","270","","","","","","","","120","Medium","-55","","450","","","","","","","","footstep","25","250","130","","","3","2","1","","","","","","","","","","","LeonTutorial","","","","","","","4","2","3","","","",""
"BeeSniperSlowPot","","","","","","","0","1000","30","","","","","","","","","","","12","","","","","","","","","","","Minion_Building","","","BeeSniperSlowPotDefault","","","","","","","BeeSniperSlowArea","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","gadget_bea_honeypot_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","120","220","300","","","","","","1400","-500","","","","","120","Medium","-49","","300","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BowDudeTotem","","","","","","","0","1000","50","","","","","","","","","","","12","","","","","","","","","","","Minion_Building","","","BowDudeTotemDefault","","","","","","","BowDudeSuperChargeArea","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","gadget_bo_totem_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","120","220","300","","","","","","1400","-500","","","","","120","Medium","-49","","300","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerAddon","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","Minion_FollowOwner","","","ControllerDefaultAddon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","116","210","300","90","175","270","270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RaidBoss_TownCrush","","","","BossTownCrushAoE","BossTownCrushCharge","","550","150000","","","","","400","800","","","","RaidBossTCBasicAttackProjectile","","9","","","","","","","","","","","Npc_Boss_TownCrush","","","BossKaijuDefault","","","","","","","","","nuts_bolts_metal_small","","boss_explosion","","Gen_move_fx","","","","robo_spawn","","mode_tc_boss_atk_melee","","","","","","","","","","","","","","","","","","","","","","","","30","150","85","80","","","25","100","200","270","","","","","","","","","","","","280","Medium","-130","","500","","","","","","","","footstep","60","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsCover","","","","","","","0","1500","","","","","","","","","","","","12","","true","","","","","","","","","Minion_Building","","","RuffsCoverDefault","","true","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","gadget_bo_totem_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","300","","","","","","","","1400","-500","","","","","120","Medium","-33","","300","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
