"Name","InstanceID","LockedForChronos","Disabled","ItemName","WeaponSkill","UltimateSkill","OverchargedUltimateSkill","Pet","AltPet","MovementType","Speed","Hitpoints","Traits","Components","HealthPromilleLostPerSecond","HealPercentChange","LifeTimeTicks","SkipDeploy","MeleeAutoAttackSplashDamage","DelayTicksFirstAttack","AutoAttackSpeedMs","AutoAttackDamage","AutoAttackBulletsPerShot","AutoAttackMode","AutoAttackTicksBetweenBurstShots","AutoAttackProjectileSpread","AutoAttackProjectile","OverchargedAutoAttackProjectile","AutoAttackRange","RegeneratePerSecond","LowPriorityTarget","UltiUses","UltiChargeInitial","UltiChargeMul","UltiChargeUltiMul","OverchargeChargeMul","OverchargePassiveChargeMul","OverchargeChargeActiveMul","OverchargeDamagePercent","OverchargeSpeedPercent","OverchargeShieldPercent","Type","IsNeutral","IsBossPet","CarryableType","DefaultSkin","Mastery","BrawlerTrophyRewards","ManualRotations","FileName","BlueExportName","RedExportName","ShadowExportName","OverchargedEffect","OverchargedUseDefaultSkin","StatusEffect","AreaEffect","DeathAreaEffect","DeathOverchargedAreaEffect","TakeDamageEffect","KillEffect","DeathEffect","DeathEffectOvercharged","AllowDeathEffectOverride","MoveEffect","ReloadEffect","OutOfAmmoEffect","DryFireEffect","SpawnEffect","OverchargedSpawnEffect","MeleeHitEffect","AutoAttackStartEffect","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","LoopedEffect","LoopedEffect2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","AttackStartEffectOffset","TwoWeaponAttackEffectOffset","ShadowScaleX","ShadowScaleY","ShadowX","ShadowY","ShadowSkew","Scale","HeroScreenScale","FitToBoxScale","EndScreenScale","GatchaScreenScale","HomeScreenScale","BattleIntroScale","ShowPetInHeroScreen","AlwaysShowWithPet","HeroScreenXOffset","HeroScreenZOffset","BattleIntroXOffset","BattleIntroZOffset","HeroScreenEmoteX","HeroScreenEmoteY","CollisionRadius","HealthBar","HealthBarOffsetY","FloorIndicatorScale","HealthBarScale","FlyingHeight","ProjectileStartZ","StopMovementAfterMS","WaitMS","TID","ClassArchetype","ForceAttackAnimationToEnd","IconSWF","IconExportName","EmblemExportName","RecoilAmount","FootstepClip","DifferentFootstepOffset","FootstepIntervalMS","AttackingWeaponScale","UseThrowingLeftWeaponBoneScaling","UseThrowingRightWeaponBoneScaling","CommonSetUpgradeBonus","RareSetUpgradeBonus","SuperRareSetUpgradeBonus","CanWalkOverWater","WaterFootstepEffect","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","ChargeUltiAutomatically","ChargeUltiFromDamage","ChargeUltiFromHealing","VideoLink","ShouldEncodePetStatus","SecondaryPet","IsExternalPet","ExtraMinions","PetAutoSpawnDelay","PetSpawnCount","PowerLevelsType","PowerLevelsSpeedBuff","OffenseRating","DefenseRating","UtilityRating","ShowHealInBattleEnd","OrbitingRadius","OrbitingAngularSpeed","UniqueProperty","UniquePropertyValue1","UniquePropertyValue2","ArenaOverrideMaxHpBuff","ArenaOverrideDmgBuff","ArenaOverrideSpeedBuff","ArenaOverrideReloadBuff","PetRotatable","HyperMoveEffect","HumanoidSpecies","BuddyCharacter","BossModeUltiRate","SpecialEventType","SpecialEventType2"
"SuperNovaCactus","363","","","","SuperNovaCactusWeapon","SuperNovaCactusUlti","","","","","750","8500","","SuperNovaCactus","","","","","","","","","","","","","","","12","","","","","106","125","","","","","","","Hero","","","","TempBrawlerCactusStarrGirlsDefault","","","","","","","","","","","","","","takedamage_gen","","death_cactus","","true","gen_move_fx","reload_cactus","no_ammo_shotgungirl","crow_dryfire","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","80","80","","","35","200","240","324","80","210","282","290","","","","","","250","","50","185","Medium","-85","","125","","450","","","","artillery","","","","","","footstep","40","300","100","true","true","2","1","3","","","","","","","","","","","","","","","","","","","","","","4","2","3","","","","","","","","","","","","","","","333","",""
"SuperNovaBeeSniper","364","","","","SuperNovaBeeSniperWeapon","SuperNovaBeeSniperUlti","","BeeSniperSlowPot","","","855","6500","","SuperNovaBeeSniper","","","","","","","","","","","","","","","12","","","","","130","100","","","","","","","Hero","","","","TempBrawlerBeeSniperStarrGirlsDefault","","","","","","","","","","","","","","takedamage_gen","","death_sniper","","true","gen_move_fx","reload_bea","no_ammo_bea","minig_dryfire","","","","","","","","","","","","","","","","","","","Bea_Kill_VO","Bea_Lead_VO","Bea_Start_VO","Bea_Ulti_VO","Bea_Hurt_VO","Bea_Die_VO","Bea_Atk_VO","Bea_Start_VO","","45","","80","80","","","35","165","200","320","90","190","260","270","true","","","","-50","50","","80","140","Medium","-70","","112","","450","","","","artillery","","","","","100","footstep","35","350","160","","","2","3","1","","","","","","","","","","","","","","","","","","","","","","5","2","2","","","","","","","","8","","","","","","","333","",""
"SuperNovaFireDude","365","","","","SuperNovaFireDudeWeapon","SuperNovaFireDudeUlti","","","","","855","7500","","SuperNovaFireDude","","","","","","","","","","","","","","","12","","","2","","82","53","","","","","","","Hero","","","","TempBrawlerFireDudeStarrGirlsDefault","","","","","","","","","","","","","","takedamage_gen","","death_arcade","","true","gen_move_fx","amber_reload","no_ammo_shotgungirl","amber_dryfire","","","","","","","","","","","","","","","","","","","Amber_Kill_VO","Amber_Lead_VO","Amber_Start_VO","Amber_Ulti_VO","Amber_Hurt_VO","Amber_Die_VO","Amber_Atk_VO","Amber_Start_VO","1","40","","80","80","","","35","145","210","284","90","175","260","260","true","","","","-200","-175","-80","","140","Medium","-77","","105","","450","","","","artillery","","","","","400","footstep","30","400","130","","","1","3","2","","","","","","","","","","","","","","","","","","","","","","5","2","2","","","","IS_FIREDUDE","","","","3","","250","","","","","333","",""
"SuperNovaVoodoo","366","","","","SuperNovaVoodooWeaponEarth","SuperNovaVoodooUlti","","","","","750","7000","","SuperNovaVoodoo","","","","","","","","","","","","","","","12","","","","","65","30","","","","","","","Hero","","","","TempBrawlerVoodooStarrGirlsDefault","","","","","","","","","","","","","","takedamage_gen","","death_artillery_dude","","true","gen_move_fx","juju_reload","no_ammo_shotgungirl","juju_dryfire","","","","","","","","","","","","","","","","","","","Juju_Kill_VO","Juju_Lead_VO","Juju_Start_VO","Juju_Ulti_VO","Juju_Hurt_VO","Juju_Die_VO","","Juju_Start_VO","4","35","","80","80","","","35","180","160","280","80","150","250","265","","","","600","250","-100","","10","160","Medium","-84","","120","","400","","","","artillery","","","","","500","footstep","20","200","160","","","3","2","1","true","water_footstep","","","","","","","","","","","","","","","","","","","","4","2","4","","","","VOODOO","","","450","","","150","","","","","333","",""
"SuperNovaVoodooPet","367","","","","SuperNovaVoodooPetWeapon","TwinsUltiDummy","","","","","450","7500","","","","","","","","","","","","","","","","","20","","","","","1","","","","","","","","Minion_FindEnemies","","","","VoodooPetStarrGirls","","","","","","","","","","","","","","","","death_bull_dude","","","gen_move_fx","","","","selena_def_ulti_summon","twin_def_oc_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","250","200","280","","","","","","","500","-1250","","","","","200","Medium","-52","","120","","100","","","","","","","","","","footstep","90","200","160","","","","","","true","water_footstep","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaCactusCover","368","","","","","","","","","","","4000","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","Minion_FindEnemies","","","","StarNovaCactusCoverDefault","","","","","","","","","","","","SuperNovaCactusUltiExplosion","","gadget_spike_cactus_damaged","","spike_def_key_gadget2_death_exp","","","","","","","gadget_bo_totem_spawn","","","","","","","","","","","","","","","","spike_def_key_gadget2_looping","","","","","","","","","","","","","75","75","","","25","270","220","270","","","","","","","1400","-500","","","","","175","Medium","-70","","110","","300","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaMagicalGirl","369","","","","SuperNovaMagicalGirlWeaponTransformed","SuperNovaMagicalGirlUlti","","","","","920","6000","","SuperNovaMagicalGirl","","","","","","","","","","","","","","","12","","","","","100","100","","","","","","","Hero","","","","TempBrawlerMagicalGirlDefault","","","","","","","","","","","","","","takedamage_gen","","death_artillery_dude","","true","gen_move_fx","draco_reload","no_ammo_shotgungirl","draco_dryfire","","","","","","","","","","","","","","","","","","","StarrNova_Kill_VO","StarrNova_Lead_VO","StarrNova_Start_VO","StarrNova_Ulti_VO","StarrNova_Hurt_VO","StarrNova_Die_VO","StarrNova_Atk_VO","StarrNova_Start_VO","4","35","100","80","80","","","35","160","200","260","95","170","260","250","","","","600","-150","","","","160","Medium","-70","","120","","400","","","","artillery","","","","","500","footstep","20","200","160","","","3","2","1","","","","","","","","","","","","","","","","","","","","","","5","3","1","","","","IS_MAGICAL_GIRL","","","","","","","","","","","333","",""
"MegaBossChronomancerL1","370","","","","","","","","","","350","125000","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","Mega_Boss","","","","ChronomancerDefault","","","","","","","","","","","","","","takedamage_gen","","death_rocket_girl","","true","gen_move_fx","finx_reload","no_ammo_shotgungirl","finx_dryfire","","","","","","","","","","","","","","","","","","","Finx_Kill_VO","Finx_Lead_VO","Finx_Start_VO","Finx_Ulti_VO","Finx_Hurt_VO","Finx_Die_VO","","Finx_Start_VO","4","35","","80","80","","","35","250","200","250","285","180","230","240","","","","","150","","-50","","200","Medium","-100","","150","","500","","","","","","","","","300","footstep","25","500","100","","","2","3","1","","","","","","","","","","","","","","","","","","","","","","3","2","5","","","","IS_CHRONOMANCER","","","","4","","","","","","","","",""
"MegaBossPercenter","371","","","","","","","","","","700","800000","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","Mega_Boss","","","","MegaBossPercenterStarrGirls","","","","","","","","","","","","","","takedamage_gen","","death_mechanic","","true","gen_move_fx","reload_mechanic","no_ammo_shotgungirl","dry_fire_mechanic","","","","","","","","","","","","","","","","","","","Colette_Kill_VO","Colette_Lead_VO","Colette_Start_VO","Colette_Ulti_VO","Colette_Hurt_VO","Colette_Die_VO","","Colette_Start_VO","5","35","","80","80","","","35","300","210","284","300","175","260","270","","","","","-150","-100","-25","40","200","Medium","-100","","140","","400","","","","","","","","","500","footstep","40","300","160","","","3","2","1","","","","","","","","","","","","","","","","","","","","","","4","2","3","","","","","","","400","4","4","100","","","","","","",""
"MegaBossPercenterTurret","372","","","","","","","","","","10","5000","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","Mega_Boss","true","true","","MegaBossPercenterTurret","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","75","75","","","25","580","180","243","","","","","","","1000","-1400","","","","","180","Medium","-32","","","","150","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossPercenterPet","373","","","","MegaBossPercenterPetSkill","TwinsUltiDummy","","","","","550","100","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","Minion_FindEnemies","true","true","","MegaBossPercenterPetGhost","","","","","","","","","","","","","","takedamage_gen","","death_mechanic","","","gen_move_fx","reload_mechanic","no_ammo_shotgungirl","dry_fire_mechanic","","","","","","","","","","","","","","","","","","","","","","","","","","","5","35","","80","80","","","35","100","210","284","","","","","","","","","","","","","100","Medium","-40","","90","","400","","","","","","","","","500","footstep","40","300","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MagicalGirlFlyArea","374","","","","","","","","","","","1500","","","150","","","","","","","","","","","","","","12","","","","","","","","","","","","","Minion_Building","","","","MagicalGirlFlyAreaDefault","","","","","","","","","","","MagicalGirlFlyArea","","","nuts_bolts_metal_small","","leon_def_gadget2_death_explode","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","120","220","300","","","","","","","1400","-500","","","","","120","Medium","-49","","","","300","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChargeBall","375","","","","","","","","","Component","1","1","","Carryable","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","ChargeBall","ChargeBallArena","","","","","","","","mode_superball_charge_max","","","","","","","","laser_ball_goal","","","","mode_superball_charge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","179","","","","","","","","","","","","","","","120","","","","","","","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunBombBuddy","376","","","","","","","","","","","2520","","","","","50","","","","","800","","","","","","","","","","","","","","","","","5","","","Minion_Building","","","","","","","","sc/effects_brawler_griff.sc","griff_def_buddy_gadget1_projectile","griff_def_buddy_gadget1_projectile_red","shadow_normal_circle_big","","","","","AssaultShotgunGadgetBombExplosion","","griff_def_buddy_gadget1_hit","","","","","","","","","gadget_griff_piggybank_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","100","220","300","","","","","","","1400","-500","","","","","120","Medium","-49","","","","300","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IS_PIGGYBANK","50","30","","","","","","","","","","",""
"ChargePuck","377","","","","","","","","","Component","1","1","","Carryable","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","ChargePuck","AirDiscDefault","","","","","","","","mode_superball_charge_max","","","","","","","","laser_ball_goal","","","","mode_superball_charge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","179","","","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossChronomancerL2","378","","","","","","","","","","350","500000","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","Mega_Boss","","","","MegaBossChronomancerStarrGirls","","","","","","","","","","","","","","takedamage_gen","","death_rocket_girl","","true","gen_move_fx","finx_reload","no_ammo_shotgungirl","finx_dryfire","","","","","","","","","","","","","","","","","","","Finx_Kill_VO","Finx_Lead_VO","Finx_Start_VO","Finx_Ulti_VO","Finx_Hurt_VO","Finx_Die_VO","","Finx_Start_VO","4","35","","80","80","","","35","350","200","250","285","180","230","240","","","","","150","","-50","","140","Medium","-175","","200","","500","","","","controller","","","","","300","footstep","25","500","100","","","2","3","1","","","","","","","","","","","","","","","","","","","","","","3","2","5","","","","IS_CHRONOMANCER","","","","4","","","","","","","","",""
"MegaBossFixStasisTower","379","","","","","","","","","","","500000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mega_Boss","true","true","","MegaBoxFinxStatisTower","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","","robo_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","1000","220","300","","","","","","","1400","-500","","","","","150","","","","","","300","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Goalkeeper","380","","","","","","","","","","1500","4000","","","","","","","","","400","260","","","","","","","5","1500","","","","","","","","","","","","Minion_Goalkeeper","true","","","GoalKeeperDefault","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","","","","coop_melee_attack","","","","","","","","","","","","","","","","","","","","","","","","30","70","85","80","","","25","300","200","270","","","","","","","","","","","","","200","Medium","-50","","","","","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"MegaBossFinxKitten","381","","","","","","","","","","740","2000","","","","","","","","","700","500","","","","","","","7","","","","","","","","","","","","","Minion_FindEnemies","true","true","","AttacherDefault","","","","","","","","","","AttacherUltiDot","","","","takedamage_gen","","death_shaman","","true","gen_move_fx","","","","","","kit_def_atk_hit","","","","","","","","","","","","","","","","Kit_Kill_VO","Kit_Lead_VO","Kit_Start_VO","Kit_Ulti_VO","Kit_Hurt_VO","Kit_Die_VO","Kit_Atk_VO","Kit_Start_VO","","35","","80","80","","","35","116","190","270","80","150","265","272","","","","","280","100","","","120","Medium","-46","","","","100","","","TID_ATTACHER","support","","","","","1000","footstep","25","250","160","","","","","","","","","","","","","","","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SwarmHunterEnemy","382","","","","","","","","","","500","15000","","","","","","","","","400","300","","","","","","","5","","","","","","","","","","","","","Minion_Swarm_Hunter","true","","","MegaKenji","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","true","gen_move_fx","","","","robo_spawn","","","robot_m_attack","","","","","","","","","","","","","","","","","","","","","","","","30","","85","80","","","25","200","200","270","","","","","","","","","","","","","100","Medium","-35","","","","","","","","","","","","","","footstep","25","250","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","",""
"MegaBossFixStasisTowerSecond","383","","","","","","","","","","","500000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mega_Boss","true","true","","MegaBoxFinxStatisTower","","","","","","","","","","","","","","nuts_bolts_metal_small","","nuts_bolts_metal_explosion","","","","","","","robo_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","","","25","1000","220","300","","","","","","","1400","-500","","","","","150","","","","","","300","","","","","","","","","","footstep","25","400","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NanoIngredient1","384","","","","","","","","","Component","130","1000","","Carryable","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","NanoIngredientSpin","NanoIngredient1","","","","","","","","","","","","","","","","death_ingredient","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","179","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","160","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"NanoIngredient2","385","","","","","","","","","Component","130","1000","","Carryable","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","NanoIngredientRotate","NanoIngredient2","","","","","","","","","","","","","","","","death_ingredient","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","179","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","160","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","",""
"NanoIngredient3","386","","","","","","","","","Component","130","1000","","Carryable","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","NanoIngredientRotate","NanoIngredient3","","","","","","","","","","","","","","","","death_ingredient","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","179","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","160","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","",""
"NanoIngredient4","387","","","","","","","","","Component","130","1000","","Carryable","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","NanoIngredientRotate","NanoIngredient4","","","","","","","","","","","","","","","","death_ingredient","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","179","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","160","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","",""
"MegaBossBlackhole","388","","","","","","","","","","350","500000","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","Mega_Boss","","","","MegaBossBlackholeCybernoodles","","","","","","","","","","","","","","takedamage_gen","","death_rocket_girl","","true","gen_move_fx","finx_reload","no_ammo_shotgungirl","finx_dryfire","","","","","","","","","","","","","","","","","","","Finx_Kill_VO","Finx_Lead_VO","Finx_Start_VO","Finx_Ulti_VO","Finx_Hurt_VO","Finx_Die_VO","","Finx_Start_VO","4","35","","80","80","","","35","250","200","250","285","180","230","240","","","","","150","","-50","","200","Medium","-175","","150","","500","","","","","","","","","300","footstep","25","500","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossBlackHoleShieldPet","389","","","","","","","","","","400","5000","","MegaBossBlackHoleShieldPet","","","","","","","3000","1","","","","","MegaBossBlackHoleShieldPetProjectile","","15","","","","","","","","","","","","","Minion_FindEnemies","true","true","","MegaBossBlackholePetCybernoodles","","","","","","","","","","","","","","","","death_shotgun_girl","","","","","","","tara_def_ulti_starpower_spawn","","","","","","","","","","","","","","","","sparkle_trail_dark_minion","","","","","","","","","","","30","","85","80","","","25","190","200","270","","","","","","","","","","","","","90","Medium","-43","","","","350","","","","","","","","","","","25","250","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NanoIngredient5","390","","","","","","","","","Component","130","1000","","Carryable","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","NanoIngredientRotate","NanoIngredient5","","","","","","","","","","","","","","","","death_ingredient","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","179","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","160","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","",""
"MegaBossBlackHoleExplodePet","391","","","","","","","","","","400","2000","","","","","","","","","500","150","","","","","MegaBossBlackHoleExplosionPetProjectile","","15","","","","","","","","","","","","","Minion_FindEnemies","true","true","","MegaBossBlackholePetCybernoodles","","","","","","","","","","","","MegaBossBlackHolePetExplosionWarning","","","","death_shotgun_girl","","","","","","","tara_def_ulti_starpower_spawn","","","","","","","","","","","","","","","","sparkle_trail_dark_minion","","","","","","","","","","","30","","85","80","","","25","190","200","270","","","","","","","","","","","","","90","Medium","-43","","","","350","","","","","","","","","","","25","250","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossRocketGirlL1","392","","","","","","","","","","350","100000","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","Mega_Boss","","","","MegaBossRocketGirlRankedL1","","","","","","","","","","","","","","takedamage_gen","","death_rocket_girl","","true","gen_move_fx","reload_rocket_girl","no_ammo_shotgungirl","brock_dryfire","","","","","","","","","","","","","","","","","","","Brock_kill_vo","Brock_lead_vo","Brock_start_vo","Brock_ulti_vo","Brock_hurt_vo","Brock_die_vo","","Brock_start_vo","3","35","","80","80","","","35","200","200","290","90","180","260","260","","","","","50","","-50","","200","Medium","-100","","125","","500","","","","","","","","","300","footstep","25","500","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossRocketGirlL2","393","","","","","","","","","","350","100000","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","Mega_Boss","","","","MegaBossRocketGirlRankedL2","","","","","","","","","","","","","","takedamage_gen","","death_rocket_girl","","true","gen_move_fx","reload_rocket_girl","no_ammo_shotgungirl","brock_dryfire","","","","","","","","","","","","","","","","","","","Brock_kill_vo","Brock_lead_vo","Brock_start_vo","Brock_ulti_vo","Brock_hurt_vo","Brock_die_vo","","Brock_start_vo","3","35","","80","80","","","35","225","200","290","90","180","260","260","","","","","50","","-50","","200","Medium","-125","","150","","500","","","","","","","","","300","footstep","25","500","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossRocketGirlL3","394","","","","","","","","","","350","350000","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","Mega_Boss","","","","MegaBossRocketGirlRankedL3","","","","","","","","","","","","","","takedamage_gen","","death_rocket_girl","","true","gen_move_fx","reload_rocket_girl","no_ammo_shotgungirl","brock_dryfire","","","","","","","","","","","","","","","","","","","Brock_kill_vo","Brock_lead_vo","Brock_start_vo","Brock_ulti_vo","Brock_hurt_vo","Brock_die_vo","","Brock_start_vo","3","35","","80","80","","","35","250","200","290","90","180","260","260","","","","","50","","-50","","200","Medium","-150","","175","","500","","","","","","","","","300","footstep","25","500","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeedyBuddy","395","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Minion_FindEnemies","","","","SpeedyBuddyDefault","","","","","","","","","","","","","","","","mrp_def_pet_death","","","gen_move_fx","","","","nita_def_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","60","","","","38","","160","","","160","","","","800","650","","","","","","","","","","","","","","","","","","","","","footstep","25","250","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeBuddy","396","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Minion_FindEnemies","","","","MechaDudeBuddyDefault","","","","","","","","","","","","","","","","mrp_def_pet_death","","","gen_move_fx","","","","nita_def_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","60","","","","38","","160","","","160","","","","800","650","","","","","","","","","","","","","","","","","","","","","footstep","25","250","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PowerLevelerBuddy","397","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Minion_FindEnemies","","","","PowerLevelerBuddyDefault","","","","","","","","","","","","","","","","mrp_def_pet_death","","","gen_move_fx","","","","nita_def_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","60","","","","38","","160","","","160","","","","800","650","","","","","","","","","","","","","","","","","","","","","footstep","25","250","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NanoIngredient0","398","","","","","","","","","Component","130","1000","","Carryable","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","NanoIngredientRotate","NanoIngredient0","","","","","","","","","","","","","","","","death_ingredient","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","179","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","160","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NanoIngredient6","399","","","","","","","","","Component","130","1000","","Carryable","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","NanoIngredientRotate","NanoIngredient6","","","","","","","","","","","","","","","","death_ingredient","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","179","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","160","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","",""
"NanoIngredient7","400","","","","","","","","","Component","130","1000","","Carryable","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carryable","","","NanoIngredientSpin","NanoIngredient7","","","","","","","","","","","","","","","","death_ingredient","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","","","25","179","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","160","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","",""
