"Name","DurationTicks","GradualWearOffAfter","CancelOnDamage","CancelOnCharge","CancelOnChargeEnd","CancelOnHealthRegen","CancelOnSourceDeath","TriggerRate","TriggerOnFirstTick","Stacking","Refreshable","PulsatingActiveTicksOn","PulsatingActiveTicksOff","Damage","DamageHealSource","UltiChargePercent","UltiChargeBoostPercent","OverchargeChargeReducePercent","AmmoReducePercent","Healing","ShieldPercent","BaseSpeedIncreasePercent","SpeedBoostPercent","SpeedBoostAbsolute","SpeedReducePercent","SpeedReduceAbsolute","DamageBoostPercent","ShowDamageAsCrit","DamageReducePercent","DamageBoostTargetCurrentHealthPercent","DamageReceivedBoostPercent","DamageReceivedBoostAbsolute","DecreaseReloadTimePercent","LifeSteal","SourceLifeSteal","Cleanse","DoBlinkClear","CcImmunity","AttackImmunity","Invisibility","ForceShow","LosePlayerControl","FullStun","Taunt","Stasis","Silence","ScaleWithUpgrades","ScaleWithBuffs","IsDebuff","AttackPierceCharacters","AttackThroughWalls","UltiAttackThroughWalls","MoveThroughWalls","MoveThroughWater","ServerOnly","SpawnCharacterOnDeath","SpawnAreaEffectOnDeath","PersistTransformation","BooleanAttributes","HapticsToSource","TimerBar","Traits","Components","ActivateOnRefreshCount","DamagePercentRedirectToSource","ActionsOnTrigger","ActionsOnCancelOnDamage","ChainStatusEffect","ChainStatusEffect2","StatusToApplyOnEnd"
"FutureGirlGadgetPreventHealEffect","80","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","PreventPassiveHealing;PreventExternalHealing","","","","","","","","","","",""
"FutureGirlGadgetProjectileSlow","80","","","","","","","","","","TRUE","","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MechaVanFriendlyMegBossPowerOff","9999999","","","","","","","","TRUE","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","TRUE","","","","","","","","","","","","","","Untargetable;StasisUpdateAnimation","","","","","","","","","","",""
"AttractorProjectileMagnetStatus","5","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","RequiresExternalProjectileControl","","","AttractorProjectileMagnet_SteerStrength;AttractorProjectileMagnet_SteerIgnoreTicks;AttractorProjectileMagnet_SteerHomeDistance;AttractorProjectileMagnet_OverrideTravelType","","","","","","","",""
"AttractorGadgetGroundedStatus","5","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","TRUE","","","","","","","","","","Grounded","","","","","","","","","","",""
"DeadMariachiRegenAreaBuddyReloadSpeedStatus","40","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DeadMariachiCleanseAreaStatus","10","","","","","","","10","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DeadMariachiBuddySp1UltiChargeBoost","60","","","","","","","","","","TRUE","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DeadMariachiBuddySp2Silence","10","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","",""
"PropHuntDisguise","9999999","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","Untargetable;HideCharacterVisuals;BlocksLineOfSight;PreventCarryablePickup","","","","","","","","","","",""
"StackerDebuffSlow","60","","","","","","","","","","TRUE","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"StackerDebuffSuper","200","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","TRUE","","","","","","","","","","","",""
"StackerPetCollected","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StackerPetStatus","9999999","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","Untargetable","","","","","","","","","","",""
"LuchadorThrowLandDamage","15","","","","","","","15","","","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","LuchadorThrowLandDamageEffect","","","","","","","",""
"LuchadorStarPowerSpeedBoostBuddy","80","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LuchadorStarPowerShieldBuddy","80","","","","","","","","TRUE","","TRUE","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LuchadorFireHyperchargePunch","40","","","","","","","20","","","TRUE","","","200","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"ConductorUltiShield","9999999","","","","TRUE","","","","","","TRUE","","","","","","","","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorRemoveItemShield","100","","","","","","","","","","TRUE","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorSpSlow","20","","","","","","","","","","TRUE","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"SoulCollectorSPAllySpeedAndDamageBuffBuddy","100","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","15","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SoulCollectorStarPowerAllyDamageBuff","100","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnProtection","60","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SpawnProtection;CancelOnAttack;CancelOnAccessoryActivation","","","","","","","","","","",""
"BossRaceProtection","400","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SpawnProtection","","","","","","","","","","",""
"BossQuizSuperChargeBuff","999999","","","","","","","","","","TRUE","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","",""
"HunterSurvivorDetected","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HunterSurvivorPropHuntBotHide","9999999","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
