"Name","PoolTickets","Disabled","Skins","DiscountPercentage","DropRate","TID"
,,,"GunslingerDarkAngelChroma",0,100,
,,,"MummyDemon",0,100,
,,,"PercenterKaiju",0,100,
,,,"HammerDudeSandsOfTimesDark",0,100,
,,,"HammerDudeSandsOfTimes",0,100,
,,,"HammerDudeSandsOfTimesLight",0,100,
,,,"PowerLevelerOnceupon_Red",0,100,
,,,"PowerLevelerOnceupon",0,100,
,,,"PowerLevelerOnceupon_Gold",0,100,
,,,"CrossBomberSupercellMake",0,100,
,,,"SamuraiStarrForceChroma2",0,100,
,,,"SamuraiStarrForceChroma1",0,100,
,,,"SamuraiStarrForce",0,100,
,,,"AssaultShotgunKaiju",0,100,
,,,"RopeDudeGoodRandoms",0,100,
,,,"ReviverFantasy",0,100,
,,,"SoulCollectorDemon",0,100,
,,,"RocketGirlVirusRGB",0,100,
,,,"RocketGirlVirusGold",0,100,
,,,"RocketGirlVirus",0,100,
,,,"LeaperKaiju",0,100,
,,,"MummyGreekBlue",0,100,
,,,"MummyGreek",0,100,
,,,"MummyGreekRed",0,100,
,,,"BeamerOnceupon",0,100,
,,,"SniperCarnival",0,100,
,,,"LuchadorCarreta",0,100,
,,,"CactusCarreta",0,100,
,,,"PercenterChromaDemonRed",0,100,
,,,"SpeedyAngel",0,100,
,,,"AxeJugglerGoodRandomsChroma1",0,100,
,,,"AxeJugglerGoodRandoms",0,100,
,,,"AmbusherAngel",0,100,
,,,"AxeJugglerGoodRandomsChroma2",0,100,
,,,"DancerFairies",0,100,
,,,"PowerLevelerKraken",0,100,
,,,"ShotgunGirlDancerBlue",0,100,
,,,"ShotgunGirlDancerPurple",0,100,
,,,"ShotgunGirlDancer",0,100,
,,,"SilencerDemon",0,100,
,,,"MaisieToonChroma2",0,100,
,,,"MaisieToon",0,100,
,,,"MaisieToonChroma1",0,100,
,,,"BaseballPirate",0,100,
,,,"JesterBrawlAcademy",0,100,
,,,"KickerDudeMake",0,100,
,,,"AxeJugglerGym",0,100,
,,,"DeadMariachiorigins",0,100,
,,,"CrowVulture",0,100,
,,,"KickerDudeDemon",0,100,
,,,"AttacherBoxer",0,100,
,,,"AttacherBoxerChromaGoldpaw",0,100,
,,,"TntDudeDynastic",0,100,
,,,"AttacherBoxerChromaDarkpaw",0,100,
,,,"SandstormMake",0,100,
,,,"TwinsAngel",0,100,
,,,"TwinsAngelChroma2",0,100,
,,,"TwinsAngelChroma1",0,100,
,,,"BlowerDeepsea",0,100,
,,,"EnragerVine",0,100,
,,,"JesterLoki",0,100,
,,,"DuelistOdin",0,100,
,,,"DiggerStarrForce",0,100,
,,,"PuppeteerDemon",0,100,
,,,"AttacherOnceupon",0,100,
,,,"StalkerBrawlentine",0,100,
,,,"PainterGreekGod",0,100,
,,,"TntDudeTengu",0,100,
,,,"BarrelBotGreekGod",0,100,
,,,"SandstormDeepseaYellow",0,100,
,,,"SandstormDeepseaPurple",0,100,
,,,"SandstormDeepsea",0,100,
,,,"WhirlwindCarreta",0,100,
,,,"RopeDudeFenrir",0,100,
,,,"RopeDudeFenrirBlack",0,100,
,,,"RopeDudeFenrirRed",0,100,
,,,"ArtilleryGalBrawlAcademy",0,100,
,,,"HammerDudeknight",0,100,
,,,"MummyDj",0,100,
,,,"BarkeepBrawlAcademy",0,100,
,,,"FireDudeFantasy",0,100,
,,,"JesterHarvest",0,100,
,,,"PercenteranimeChromaYellow",0,100,
,,,"Percenteranime",0,100,
,,,"PercenteranimeChromaGreen",0,100,
,,,"LeaperDarkXmas",0,100,
,,,"RocketGirlDelivery",0,100,
,,,"SniperMariposa",0,100,
,,,"WhirlwindSupercellMake",0,100,
,,,"ControllerOnceupon",0,100,
,,,"WeaponThrowerSteamPunk",0,100,
,,,"CocoonerGym",0,100,
,,,"BanditGirlStar_remake",0,100,
,,,"SniperMoon",0,100,
,,,"BeamerLavaQueen",0,100,
,,,"SilencerOni",0,100,
,,,"UndertakerBazaar",0,100,
,,,"PowerLevelerGenie",0,100,
,,,"MeepleSandsOfTimes",0,100,
,,,"DuelistBrain",0,100,
,,,"PowerLevelerKnight_red",0,100,
,,,"RocketGirlRanger_red",0,100,
,,,"Cactusmecha",0,100,
,,,"RocketGirlRanger_blue",0,100,
,,,"RocketGirlRanger_black",0,100,
,,,"GunslingerMonkey",0,100,
,,,"JetpackGirlSupercellMake",0,100,
,,,"DeadMariachiGoodRandoms",0,100,
,,,"RocketGirlRanger_yellow",0,100,
,,,"RocketGirlRanger_pink",0,100,
,,,"SnakeOilVillain",0,100,
,,,"ShieldTankSupercellMake",0,100,
,,,"TrickshotDudeChicken",0,100,
,,,"RopeDudeLollipop",0,100,
,,,"PercenterInspector",0,100,
,,,"SniperValentines",0,100,
,,,"UndertakerNightwitch",0,100,
,,,"SkaterSandsOfTimes",0,100,
,,,"BullDudeLion",0,100,
,,,"Beamerharvest",0,100,
,,,"WeaponThrowerSupercellMake",0,100,
,,,"BlackHoleStreetNinja_remake",0,100,
,,,"TrickshotDudeDevil",0,100,
,,,"AssaultShotgunTreasure",0,100,
,,,"MaisieSnake",0,100,
,,,"ConductorSupercellMake",0,100,
,,,"ShieldTankAngel",0,100,
,,,"ArcadePiano_black",0,100,
,,,"CocoonerRosie",0,100,
,,,"FireDudeMake",0,100,
,,,"ShamanShiba",0,100,
,,,"MummyGiftShop",0,100,
,,,"DeadMariachiPunk",0,100,
,,,"DeadMariachiOutlaw",0,100,
,,,"DuplicatorKitsune",0,100,
,,,"ArtilleryDudeZombie",0,100,
,,,"BlackHoleDevious",0,100,
,,,"LuchadorDragon",0,100,
,,,"BowDudeHorus",0,100,
,,,"ShamanDragon_black",0,100,
,,,"GunslingerDarkAngel",0,100,
,,,"BowDudeDemonic",0,100,
,,,"BowDudeWasp",0,100,
,,,"RosaToon",0,100,
,,,"DuplicatorGiftsToy",0,100,
,,,"BullDudeAlleycat",0,100,
,,,"TrickshotDudeBazaar",0,100,
,,,"WallyDeepsea",0,100,
,,,"BeeSniperMonster",0,100,
,,,"UndertakerGreaser",0,100,
,,,"KickerDudeBaseballRed",0,100,
,,,"BeeSniperCatGold",0,100,
,,,"HookDudeMake",0,100,
,,,"ElectroSniperCoral",0,100,
,,,"WhirlwindBiker",0,100,
,,,"ArcadeHauntedHouse",0,100,
,,,"SnakeOilWizard_white",0,100,
,,,"BarrelBotCrash",0,100,
,,,"SilencerPharaoh",0,100,
,,,"CannonGirlVillain",0,100,
,,,"MechanicTanuki",0,100,
,,,"WallyMoon",0,100,
,,,"KickerDudeBaseballBlue",0,100,
,,,"BlackHoleMisfortune",0,100,
,,,"RopeDudeDirector_blue",0,100,
,,,"BlowerBusters",0,100,
,,,"KnightPinata",0,100,
,,,"ElectroSniperSCmake",0,100,
,,,"AxeJugglerGreek",0,100,
,,,"DuplicatorOutlaw",0,100,
,,,"BlowerNutcracker",0,100,
,,,"StickyBombUniversity",0,100,
,,,"KnightPizza",0,100,
,,,"SplitterCultist",0,100,
,,,"WeaponThrowerYeti",0,100,
,,,"TrickshotGold",0,100,
,,,"TwinsVirus",0,100,
,,,"ArtilleryDudeSmuggler_orange",0,100,
,,,"DuelistWasteland",0,100,
,,,"PocoValentine",0,100,
,,,"ShieldTankChainsaw",0,100,
,,,"WhirlwindRamadan",0,100,
,,,"WeaponThrowerEmperor",0,100,
,,,"DrillerMonster",0,100,
,,,"SandstormLantern",0,100,
,,,"MechaDudeJaguar",0,100,
,,,"JetpackGirlValkyrie",0,100,
,,,"SpawnerDudeMake",0,100,
,,,"LuchadorRey",0,100,
,,,"HookDudeBazaar",0,100,
,,,"PercenterGladiator",0,100,
,,,"MechanicKnight",0,100,
,,,"DrillerJetski_purple",0,100,
,,,"MechaDudeMonsterTruck",0,100,
,,,"FleaSpaceCactus",0,100,
,,,"TrickshotPopcorn",0,100,
,,,"RosaUniversity",0,100,
,,,"BarrelBotCupcake",0,100,
,,,"LuchadorDragonChroma",0,100,
,,,"JetpackGirlDarkFairy",0,100,
,,,"TntDudeFootball",0,100,
,,,"ShieldTankCroc",0,100,
,,,"FireDudeMasked",0,100,
,,,"TntGuyChef",0,100,
,,,"MaisieWasteland",0,100,
,,,"CookerDeepsea",0,100,
,,,"DuplicatorDarkcircus",0,100,
,,,"TntDudePsg",0,100,
,,,"IceDudeStonetroll",0,100,
,,,"RosaMantis",0,100,
,,,"RosaCoco",0,100,
"Random Mythic Skin",4,,"FrankFairies",0,100,
,,,"RocketGirlSteamPunk",0,100,
,,,"ShamanAprilFools",0,100,
,,,"TrickshotDudeAprilFools",0,100,
,,,"AmbusherFantasy",0,100,
,,,"CrowHarvest",0,100,
,,,"BullDudeDemon",0,100,
,,,"BeamerCarnival",0,100,
,,,"SniperGreek",0,100,
,,,"EnragerThief",0,100,
,,,"DrillerFantasy",0,100,
,,,"ElectroSniperFantasy",0,100,
,,,"Fury199GemChroma1",0,100,
,,,"Fury199GemChroma2",0,100,
,,,"Fury199Gem",0,100,
,,,"IceDudeToon",0,100,
,,,"ArcadeSandsOfTime",0,100,
,,,"CactusPoop",0,100,
,,,"RocketGirlZeus",0,100,
,,,"MinigunDudeAprilFools",0,100,
,,,"KickerDudeVirus",0,100,
,,,"Bulletstorm199GemChroma1",0,100,
,,,"MechanicSkadi",0,100,
,,,"ReviverSandsOfTime",0,100,
,,,"StickyBombBrawlentine",0,100,
,,,"Bulletstorm199Gem",0,100,
,,,"MaisieDragons",0,100,
,,,"Bulletstorm199GemChroma2",0,100,
,,,"Mender199Gem",0,100,
,,,"ClusterBombDudeCerberus",0,100,
,,,"Dancer199Gem",0,100,
,,,"BaseballGamer_remake",0,100,
,,,"CookerPorcelain",0,100,
,,,"MechaDudePirate",0,100,
,,,"Dancer199GemChroma1",0,100,
,,,"ControllerAres",0,100,
,,,"Dancer199GemChroma2",0,100,
,,,"DaredevilScarecrow199GemChroma2",0,100,
,,,"DaredevilScarecrow",0,100,
,,,"DaredevilScarecrow199GemChroma1",0,100,
,,,"ArtilleryGalToy",0,100,
,,,"BullDudeGreek",0,100,
,,,"FishTankSurfer",0,100,
,,,"DeadMariachiOnceupon",0,100,
,,,"TntDudeToxic",0,100,
,,,"BowDudeHinduChroma",0,100,
,,,"LuchadorSuperbowl",0,100,
,,,"HammerDudeHindu",0,100,
,,,"SnakeOilDarkcircus",0,100,
,,,"SplitterGreek",0,100,
,,,"CrossBomberHindu",0,100,
,,,"JetpackGirlMoon",0,100,
,,,"FishTankWasteland",0,100,
"Random Legendary Skin",3,,"PowerLevelerPorcelain",0,100,
,,,"GeishaSteamPunk",0,100,
,,,"MechanicMecha",0,100,
,,,"SandstormGreekGod",0,100,
,,,"TwinsSandsOfTime",0,100,
,,,"CrossBomberDragon",0,100,
,,,"ChronomancerKaiju",0,100,
,,,"DuelistToon",0,100,
,,,"EnragerMecha",0,100,
,,,"GhostBrawlentine",0,100,
,,,"NinjaMecha",0,100,
,,,"BaseballThor",0,100,
,,,"Cactuscartoon",0,100,
,,,"GunslingerMecha",0,100,
,,,"UndertakerMecha",0,100,
,,,"DragonRiderOnceupon",0,100,
,,,"RollerUniversity",0,100,
,,,"ShamanDarkcircus",0,100,
,,,"CocoonerVirus",0,100,
,,,"FireDudeFrost",0,100,
,,,"CrowMecha",0,100,
,,,"CrowPheonix",0,100,
,,,"TntDudeMecha",0,100,
,,,"BoMecha",0,100,
,,,"MinigunDudeQueen",0,100,
,,,"ConductorScorpion",0,100,
"Choose Super Rare Skin 1",5,,"TntGuyBrawlentine",0,100,
,,,"BeeSniperVirus",0,100,
,,,"ControllerEaster",0,100,
,,,"SpawnerDudeFly",0,100,
,,,"SpeedyHermes",0,100,
,,,"ShamanSummer",0,100,
,,,"JesterWoodspirit",0,100,
,,,"LuchadorAtomic",0,100,
,,,"CrabKaiju",0,100,
,,,"CannonGirlDeepsea",0,100,
,,,"DrillerDeepsea",0,100,
,,,"MechanicSummer",0,100,
,,,"UndertakerBeach",0,100,
,,,"DoorManDetective",0,100,
,,,"LuchadorCorazon",0,100,
,,,"HammerDudeDJ",0,100,
,,,"BeeSniperArchvillain",0,100,
,,,"CrossBomberEaster",0,100,
,,,"RocketGirlBoombox",0,100,
,,,"KnightToon",0,100,
,,,"MinigunDudeBroker",0,100,
,,,"PuppeteerWasteland",0,100,
,,,"MechaDudeRhino",0,100,
,,,"BarrelBotFootball",0,100,
"Choose Super Rare Skin 2",5,,"StickyBombVeteran",0,100,
,,,"InsectManGreek",0,100,
,,,"SpawnerDudeGym",0,100,
,,,"KickerDudeOcto",0,100,
,,,"ShamanKoala",0,100,
,,,"LuchadorButler",0,100,
,,,"WallyPrince",0,100,
,,,"TrickshotDudeClassic_red",0,100,
,,,"HookDudeAngel",0,100,
,,,"BarkeepUnicorn",0,100,
,,,"MummyHarajuku",0,100,
,,,"RocketGirlClassic_white",0,100,
,,,"BowDudeBrawlentine",0,100,
,,,"ArtilleryGalBunny",0,100,
,,,"GunslingerPaintball",0,100,
,,,"SpawnerDudeDaruma",0,100,
,,,"RollerGoodRandoms",0,100,
,,,"TntDudeClassic_yellow",0,100,
,,,"SandstormGiftShop",0,100,
,,,"CrowSuper",0,100,
,,,"CannonGirlGreekGod",0,100,
,,,"StickyBombRabbit",0,100,
,,,"ElectroSniperPlanthunter",0,100,
,,,"BullDudeViking_remake_orange",0,100,
"Choose Super Rare Skin 3",5,,"CookerOnceupon",0,100,
,,,"BarkeepMaple",0,100,
,,,"RuffsSandsOfTimes",0,100,
,,,"RocketGirlBeach",0,100,
,,,"FishTankHarvest",0,100,
,,,"IceDudeBurger",0,100,
,,,"CactusFireproof",0,100,
,,,"WallyPrinceChroma",0,100,
,,,"BaseballZombibi",0,100,
,,,"TrickshotDudeFirefly",0,100,
,,,"BullGuyFootbull",0,100,
,,,"WhirlwindHogrider",0,100,
,,,"VoodooSandsOfTimes",0,100,
,,,"ShotgunGirlClassic_white",0,100,
,,,"MorningstarGreekGod",0,100,
,,,"ClusterBombMonster",0,100,
,,,"MinigunDudeSummer",0,100,
,,,"DuplicatorVillain",0,100,
,,,"NinjaDino",0,100,
,,,"IceDudeCrooner",0,100,
,,,"KnightKrampus",0,100,
,,,"RuffsMarshall",0,100,
,,,"SpeedyTracksuit",0,100,
"Choose Super Rare Skin 4",5,,"LuchadorRudo",0,100,
,,,"NinjaShark",0,100,
,,,"CrowWhite",0,100,
,,,"BullGuyHair",0,100,
,,,"EnragerDuel",0,100,
,,,"ShotgunGirlFootball",0,100,
,,,"GunslingerHeist",0,100,
,,,"AttacherToy",0,100,
,,,"BaseballVigilante",0,100,
,,,"StickyBombPotato",0,100,
,,,"BeeSniperCat",0,100,
,,,"FrankCavemanRed",0,100,
,,,"PowerLevelerDIY",0,100,
,,,"JetpackGirlPopstar",0,100,
,,,"ShamanGummybear",0,100,
,,,"WallyWeirdPlant",0,100,
,,,"RollerPunk",0,100,
,,,"SpeedyLeopard",0,100,
,,,"BaseballWarrior",0,100,
,,,"CactusPink",0,100,
,,,"FrankCaveman",0,100,
,,,"WeaponThrowerDarkcircus",0,100,
,,,"PowerLevelerKong",0,100,
"Choose Epic Skin 1",3,,"BullDudeAlleycat",0,100,
,,,"PowerLevelerKnight_red",0,100,
,,,"EnragerKaiju",0,100,
,,,"SoulCollectorDemon",0,100,
,,,"SamuraiStarrForceChroma1",0,100,
,,,"SamuraiStarrForce",0,100,
,,,"LuchadorCarreta",0,100,
,,,"BowDudeFantasy",0,100,
,,,"JetpackGirlDarkFairy",0,100,
,,,"DeadMariachiOutlaw",0,100,
,,,"SniperJapanChromaBlue",0,100,
,,,"RopeDudeLollipop",0,100,
,,,"UndertakerGreekGod",0,100,
,,,"DuelistOdin",0,100,
,,,"MechaDudeJaguar",0,100,
,,,"LuchadorDragonChroma",0,100,
,,,"ShamanShiba",0,100,
,,,"BaseballVillainChromaBlue",0,100,
,,,"HammerDudeknight",0,100,
,,,"ShieldTankChainsaw",0,100,
,,,"AssaultShotgunTreasure",0,100,
,,,"MeepleSandsOfTimes",0,100,
,,,"TntDudeDynastic",0,100,
,,,"SpeedyAngel",0,100,
,,,"KickerDudeBaseballRed",0,100,
,,,"MechaDudeAngel",0,100,
,,,"AxeJugglerGoodRandomsChroma2",0,100,
,,,"EnragerKaijuChroma1",0,100,
,,,"SandstormDeepsea",0,100,
"Choose Epic Skin 2",3,,"PercenterInspector",0,100,
,,,"DuelistBrain",0,100,
,,,"BowDudeFantasyChroma2",0,100,
,,,"AxeJugglerGoodRandomsChroma1",0,100,
,,,"JesterHarvest",0,100,
,,,"LuchadorRey",0,100,
,,,"CocoonerGym",0,100,
,,,"IceDudeStonetroll",0,100,
,,,"TwinsVirus",0,100,
,,,"DeadMariachiorigins",0,100,
,,,"DuplicatorDarkcircus",0,100,
,,,"HammerDudeSandsOfTimes",0,100,
,,,"SniperJapanChromaGreen",0,100,
,,,"BarrelBotGreekGod",0,100,
,,,"DrillerJetski_purple",0,100,
,,,"MaisieToonChroma1",0,100,
,,,"TrickshotGold",0,100,
,,,"MummyGiftShop",0,100,
,,,"ArcadeHauntedHouse",0,100,
,,,"MechaDudeMonsterTruck",0,100,
,,,"WhirlwindBiker",0,100,
,,,"PocoValentine",0,100,
,,,"AxeJugglerGoodRandoms",0,100,
,,,"DuelistWasteland",0,100,
,,,"MechanicTanuki",0,100,
,,,"TntDudeTengu",0,100,
,,,"FireDudeMake",0,100,
,,,"WhirlwindRamadan",0,100,
,,,"UndertakerGreaser",0,100,
"Choose Epic Skin 3",3,,"BaseballPirate",0,100,
,,,"RocketGirlVirus",0,100,
,,,"RosaMantis",0,100,
,,,"SniperMoon",0,100,
,,,"BaseballVillain",0,100,
,,,"HammerDudeSandsOfTimesDark",0,100,
,,,"SpawnerDudeMake",0,100,
,,,"BeeSniperMonster",0,100,
,,,"StalkerBrawlentine",0,100,
,,,"ConductorSupercellMake",0,100,
,,,"TntDudeFootball",0,100,
,,,"MaisieSnake",0,100,
,,,"BarrelBotCupcake",0,100,
,,,"SamuraiStarrForceChroma2",0,100,
,,,"CookerDeepsea",0,100,
,,,"DiggerStarrForce",0,100,
,,,"EnragerVine",0,100,
,,,"DrillerMonster",0,100,
,,,"KnightPinata",0,100,
,,,"FireDudeMasked",0,100,
,,,"CactusCarreta",0,100,
,,,"MaisieWasteland",0,100,
,,,"RocketGirlVirusGold",0,100,
,,,"SnakeOilVillain",0,100,
,,,"KickerDudeMake",0,100,
,,,"MummyGreekBlue",0,100,
,,,"ArcadeAngel",0,100,
,,,"PainterGreekGod",0,100,
,,,"ShieldTankSupercellMake",0,100,
"Choose Epic Skin 4",3,,"MummyDj",0,100,
,,,"TwinsAngelChroma2",0,100,
,,,"RopeDudeFenrirRed",0,100,
,,,"BarrelBotCrash",0,100,
,,,"ElectroSniperSCmake",0,100,
,,,"SniperMariposa",0,100,
,,,"SilencerPharaoh",0,100,
,,,"UndertakerGreekGodChroma2",0,100,
,,,"RopeDudeFenrirBlack",0,100,
,,,"UndertakerBazaar",0,100,
,,,"PowerLevelerKraken",0,100,
,,,"BlackHoleMisfortune",0,100,
,,,"RocketGirlRanger_pink",0,100,
,,,"DomainSupercellStore",0,100,
,,,"BowDudeWasp",0,100,
,,,"BlowerNutcracker",0,100,
,,,"AxeJugglerAprilFools",0,100,
,,,"BlowerBusters",0,100,
,,,"RocketGirlVirusRGB",0,100,
,,,"AxeJugglerGreek",0,100,
,,,"SandstormLantern",0,100,
,,,"StickyBombUniversity",0,100,
,,,"CrossBomberSupercellMake",0,100,
,,,"MaisieToonChroma2",0,100,
,,,"PowerLevelerOnceupon",0,100,
,,,"ControllerOnceupon",0,100,
,,,"BeamerLavaQueen",0,100,
,,,"LeaperDarkXmas",0,100,
,,,"BowDudeFantasyChroma1",0,100,
"Choose Epic Skin 5",3,,"GunslingerDarkAngel",0,100,
,,,"ArtilleryGalBrawlAcademy",0,100,
,,,"PercenterGladiator",0,100,
,,,"HookDudeBazaar",0,100,
,,,"RocketGirlRanger_yellow",0,100,
,,,"UndertakerNightwitch",0,100,
,,,"JesterLoki",0,100,
,,,"TwinsAngel",0,100,
,,,"BeeSniperCatGold",0,100,
,,,"LeaperKaiju",0,100,
,,,"MummyGreek",0,100,
,,,"TntGuyChef",0,100,
,,,"DuplicatorGiftsToy",0,100,
,,,"SandstormDeepseaYellow",0,100,
,,,"LuchadorDragon",0,100,
,,,"Percenteranime",0,100,
,,,"PowerLevelerOnceupon_Red",0,100,
,,,"RosaCoco",0,100,
,,,"RosaToon",0,100,
,,,"RocketGirlRanger_red",0,100,
,,,"AttacherOnceupon",0,100,
,,,"SilencerDemon",0,100,
,,,"HookDudeMake",0,100,
,,,"ShotgunGirlDancerPurple",0,100,
,,,"ShotgunGirlDancer",0,100,
,,,"BullDudeLion",0,100,
,,,"RocketGirlDelivery",0,100,
,,,"RopeDudeFenrir",0,100,
,,,"JetpackGirlValkyrie",0,100,
"Choose Epic Skin 6",3,,"KnightPizza",0,100,
,,,"JetpackGirlSupercellMake",0,100,
,,,"HammerDudeSandsOfTimesLight",0,100,
,,,"PowerLevelerOnceupon_Gold",0,100,
,,,"ShieldTankCroc",0,100,
,,,"TrickshotDudeChicken",0,100,
,,,"WallyDeepsea",0,100,
,,,"AmbusherAngel",0,100,
,,,"WeaponThrowerSupercellMake",0,100,
,,,"DeadMariachiGoodRandoms",0,100,
,,,"BanditGirlStar_remake",0,100,
,,,"KickerDudeBaseballBlue",0,100,
,,,"BeamerOnceupon",0,100,
,,,"SplitterCultist",0,100,
,,,"CannonGirlVillain",0,100,
,,,"BaseballVillainChromaPink",0,100,
,,,"PercenteranimeChromaYellow",0,100,
,,,"RocketGirlRanger_blue",0,100,
,,,"SnakeOilWizard_white",0,100,
,,,"DuplicatorKitsune",0,100,
,,,"WallyMoon",0,100,
,,,"WeaponThrowerYeti",0,100,
,,,"CrowVulture",0,100,
,,,"ShieldTankAngel",0,100,
,,,"MechanicKnight",0,100,
,,,"GunslingerDarkAngelChroma",0,100,
,,,"WhirlwindSupercellMake",0,100,
,,,"WeaponThrowerSteamPunk",0,100,
,,,"StickyBombSandsOfTimes",0,100,
"Choose Epic Skin 7",3,,"DeadMariachiPunk",0,100,
,,,"RopeDudeDirector_blue",0,100,
,,,"Beamerharvest",0,100,
,,,"TwinsAngelChroma1",0,100,
,,,"ArtilleryDudeSmuggler_orange",0,100,
,,,"SandstormDeepseaPurple",0,100,
,,,"DuplicatorOutlaw",0,100,
,,,"SniperJapan",0,100,
,,,"ArtilleryDudeZombie",0,100,
,,,"PercenterChromaDemonRed",0,100,
,,,"BlackHoleStreetNinja_remake",0,100,
,,,"ReviverFantasy",0,100,
,,,"AttacherBoxerChromaDarkpaw",0,100,
,,,"MaisieToon",0,100,
,,,"WeaponThrowerEmperor",0,100,
,,,"Cactusmecha",0,100,
,,,"SniperCarnival",0,100,
,,,"RopeDudeGoodRandoms",0,100,
,,,"PercenteranimeChromaGreen",0,100,
,,,"ShotgunGirlDancerBlue",0,100,
,,,"ArcadePiano_black",0,100,
,,,"AttacherBoxerChromaGoldpaw",0,100,
,,,"AttacherBoxer",0,100,
,,,"AssaultShotgunKaiju",0,100,
,,,"BowDudeHorus",0,100,
,,,"RosaUniversity",0,100,
,,,"GunslingerMonkey",0,100,
,,,"BlowerDeepsea",0,100,
,,,"PuppeteerDemon",0,100,
"Choose Epic Skin 8",3,,"FleaSpaceCactus",0,100,
,,,"TrickshotDudeDevil",0,100,
,,,"AxeJugglerGym",0,100,
,,,"MummyDemon",0,100,
,,,"SilencerOni",0,100,
,,,"MummyGreekRed",0,100,
,,,"ShamanDragon_black",0,100,
,,,"DancerFairies",0,100,
,,,"SniperValentines",0,100,
,,,"BarkeepBrawlAcademy",0,100,
,,,"RocketGirlRanger_black",0,100,
,,,"TntDudePsg",0,100,
,,,"JesterBrawlAcademy",0,100,
,,,"BaseballSandsOfTime",0,100,
,,,"UndertakerGreekGodChroma1",0,100,
,,,"TrickshotDudeBazaar",0,100,
,,,"EnragerKaijuChroma2",0,100,
,,,"BlackHoleDevious",0,100,
,,,"PowerLevelerGenie",0,100,
,,,"WhirlwindCarreta",0,100,
,,,"SkaterSandsOfTimes",0,100,
,,,"SandstormMake",0,100,
,,,"BowDudeDemonic",0,100,
,,,"PercenterKaiju",0,100,
,,,"FireDudeFantasy",0,100,
,,,"CocoonerRosie",0,100,
,,,"ElectroSniperCoral",0,100,
,,,"TrickshotPopcorn",0,100,
,,,"KickerDudeDemon",0,100,
"Choose Mythic Skin 1",2,,"Fury199Gem",0,100,
,,,"KickerDudeVirus",0,100,
,,,"Bulletstorm199Gem",0,100,
,,,"ControllerAres",0,100,
,,,"DrillerFantasy",0,100,
,,,"IceDudeToon",0,100,
,,,"CactusPoop",0,100,
,,,"CookerPorcelain",0,100,
,,,"StickyBombBrawlentine",0,100,
,,,"RocketGirlSteamPunk",0,100,
,,,"ElectroSniperFantasy",0,100,
,,,"MinigunDudeAprilFools",0,100,
,,,"EnragerThief",0,100,
,,,"Mender199Gem",0,100,
,,,"DaredevilScarecrow199GemChroma2",0,100,
,,,"Bulletstorm199GemChroma2",0,100,
,,,"BullDudeDemon",0,100,
,,,"HammerDudeHindu",0,100,
,,,"DeadMariachiOnceupon",0,100,
,,,"LuchadorSuperbowl",0,100,
,,,"ArcadeSandsOfTime",0,100,
,,,"TntDudeToxic",0,100,
,,,"MaisieDragons",0,100,
,,,"TrickshotDudeAprilFools",0,100,
,,,"FishTankSurfer",0,100,
,,,"Fury199GemChroma2",0,100,
,,,"BaseballGamer_remake",0,100,
"Choose Mythic Skin 2",2,,"CrowHarvest",0,100,
,,,"BeamerCarnival",0,100,
,,,"SniperGreek",0,100,
,,,"DaredevilScarecrow",0,100,
,,,"MechanicSkadi",0,100,
,,,"SplitterGreek",0,100,
,,,"Bulletstorm199GemChroma1",0,100,
,,,"Fury199GemChroma1",0,100,
,,,"MechaDudePirate",0,100,
,,,"BowDudeHinduChroma",0,100,
,,,"RocketGirlZeus",0,100,
,,,"DaredevilScarecrow199GemChroma1",0,100,
,,,"SnakeOilDarkcircus",0,100,
,,,"BullDudeGreek",0,100,
,,,"Dancer199GemChroma1",0,100,
,,,"CrossBomberHindu",0,100,
,,,"ClusterBombDudeCerberus",0,100,
,,,"AmbusherFantasy",0,100,
,,,"Dancer199Gem",0,100,
,,,"FrankFairies",0,100,
,,,"Dancer199GemChroma2",0,100,
,,,"ReviverSandsOfTime",0,100,
,,,"ShamanAprilFools",0,100,
,,,"FishTankWasteland",0,100,
,,,"JetpackGirlMoon",0,100,
,,,"ArtilleryGalToy",0,100,
"Choose Legendary Skin",1,,"PowerLevelerPorcelain",0,100,
,,,"GeishaSteamPunk",0,100,
,,,"MechanicMecha",0,100,
,,,"SandstormGreekGod",0,100,
,,,"TwinsSandsOfTime",0,100,
,,,"CrossBomberDragon",0,100,
,,,"ChronomancerKaiju",0,100,
,,,"DuelistToon",0,100,
,,,"EnragerMecha",0,100,
,,,"GhostBrawlentine",0,100,
,,,"NinjaMecha",0,100,
,,,"BaseballThor",0,100,
,,,"Cactuscartoon",0,100,
,,,"GunslingerMecha",0,100,
,,,"UndertakerMecha",0,100,
,,,"DragonRiderOnceupon",0,100,
,,,"RollerUniversity",0,100,
,,,"ShamanDarkcircus",0,100,
,,,"CocoonerVirus",0,100,
,,,"FireDudeFrost",0,100,
,,,"CrowMecha",0,100,
,,,"CrowPheonix",0,100,
,,,"TntDudeMecha",0,100,
,,,"BoMecha",0,100,
,,,"MinigunDudeQueen",0,100,
,,,"ConductorScorpion",0,100,
"BOGO Super Rare Skin",5,,"DrillerDeepsea",50,100,
,,,"BeeSniperVirus",50,100,
,,,"RollerGoodRandoms",50,100,
,,,"MummyHarajuku",50,100,
,,,"TntDudeClassic_yellow",50,100,
