"Name","Disabled","Speed","PreExplosionTimeMs","Radius","IgnoreCloseWalls","Indirect","ConstantFlyTime","TriggerWithDelayMs","BouncePercent","DamageReduction","Gravity","EarlyTicks","OnAllyHitActions","OnEnemyHitActions","AreaEffect2DamagePercent","SpawnCharacter","AreaEffectTrailMinDistance","AreaEffectTrailInitialMinDistance","ShotByHero","IsBeam","IsBouncing","DistanceAddFromBounce","MaxDistanceBounces","PiercesCharacters","PiercesEnvironment","PiercesEnvironmentLikeButter","PushbackStrength","PushbackType","OverridePushbackSpeed","MaxZDuringPushback","ChainsToEnemies","ChainBullets","ChainBulletsMax","ChainSpread","ChainTravelDistance","ExecuteChainSpecialCase","DamagePercentStart","DamagePercentEnd","DamageChangeStartPromille","DamageChangeEndPromille","IgnoreDamageChangeForUltiCharge","DamagesConstantlyTickDelay","StunLengthMS","PartialStunPromille","SilenceDurationMS","ScaleStart","ScaleEnd","AttractsPet","LifeStealPercent","PassesEnvironment","SuppressHealing","SuppressHealingTicks","ConsumableShield","ConsumableShieldTicks","DamageOnlyWithOneProj","HealOwnPercent","GrapplesEnemy","KickBack","MinDistanceForSpread","IsFriendlyHomingMissile","BoomerangType","CanHitAgainAfterBounce","IsHomingMissile","UltiChargeChangePercent","TravelType","TravelTypeVariables","IgnoreLevelBorder","SteerStrength","SteerIgnoreTicks","HomeDistance","SteerLifeTime","DoNotForceShow","UniqueProperty","CustomUniquePropertyValue","Zoffset","SuperChargeScalePercent","BooleanAttributes","SpawnItem","StatusEffectAlly","StatusEffectEnemy","StatusEffectSelfOnHit","SpawnAreaEffectObject","SpawnAreaEffectObject2","SpawnAreaEffectObjectsAdditional","SpawnAreaEffectTrail","OnCreateAreaEffect","ChainBullet"
"BullDudeGadgetSkillMarkEnemyProjectile","","3150","","250","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BullGadget1Heal","","","","","",""
"NinjaBonusSkillInvisibleAreaProjectile","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NinjaBonusSkillInvisibleAreaProjectileBuddy","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDragonCrowProjectile","","1500","","50","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossDragonCrowBurn","","MegaBossCrowFire","MegaBossCrowFireExplosion","","","",""
"MegaBossDragonCrowUltiProjectile","","1800","","50","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossDragonCrowBurn","","MegaBossCrowFire","MegaBossCrowFireExplosion","","","",""
"MegaBossDragonCrowBoomrangProjectile","","1500","","50","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","60","80","","","","","","","","","1","","","","","","","","","","","","","","","","","","","MegaBossDragonCrowBurn","","","","","","","MegaBossDragonCrowBoomrangProjectile2"
"MegaBossDragonCrowBoomrangProjectile2","","1500","","50","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","60","80","","","","","","","","","1","","","","","","","","","","","","","","","","","","","MegaBossDragonCrowBurn","","","","","","",""
"MegaBossDragonFireProjectile","","1700","","150","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","30","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossDragonCrowBurnStrong","","","","","","",""
"MegaBossDragonFireAreaExplosionProjectile","","29000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossDragonCrowBurnStrong","","MegaBossCrowFireWarningEffect","","","","",""
"MegaBossDragonCrowSummon","","29000","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDragonCirclingProjectile","","560","","50","","","","","","","0","5","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","20","","","","","","","","true","","","","","","","","","","","","","","","8","800","true","","","","99999","","","500","","","","","","","","","","","","",""
"BullDudeGadgetSkillMarkEnemyProjectileBuddy","","3150","","250","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BullGadget1","BullGadget1Heal","","","","","",""
"LeonDefOverchargedProjectile","","3500","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","100","75","150","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BowDudeOverchargedProjectile","","2800","","70","","","","","","","0","5","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bo_overcharged_atk_area","","","","",""
"MegaBossMaisieSummonTurret","","1500","","0","","true","","","","","300","","","","","MegaBossMaisieTurret","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossMaisieTurretProjectile","","2000","","50","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BowDudeProjectileTripWireBuddy","","10000","","70","","","","","","","0","2","","","","","","","true","","","","","true","","","70","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","720","","0","","","","","","","","","","",""
"SandstormModifierProjectile","","200","","1500","","","","","","","0","0","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","-1","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossShamanBearUltiProjectile","","1500","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDragonFireProjectileBig","","1400","","225","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","30","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossDragonCrowBurnStrong","","","","","","",""
"GladiatorProjectile","","5000","","300","","","","","","","0","1","","","","","","","true","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","20","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorProjectileFire","","5000","","300","","","","","","","0","1","","","","","","","true","","","","","TRUE","","","200","","","","","","","","","","","","","","","","","","","20","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GladiatorFire","","","","","","",""
"GladiatorUltiProjectile","","1196","","0","","true","","","","","170","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MeepleSuperArea","","","","",""
"GladiatorOverchargedUltiProjectile","","1196","","0","","true","","","","","170","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MeepleOverchargedSuperArea","MeepleOverchargedPassWallArea","","","",""
"AssaultShotgunGadgetProjectileCoinShower","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AssaultShotgunGadgetDamageArea","","","","",""
"AssaultShotgunGadgetProjectileCoinShowerBuddy","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AssaultShotgunGadgetDamageAreaBuddy","","","","",""
"SuperNovaCactusProjectile","","2174","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SuperNovaCactusExplosion","SuperNovaCactusSpikeExplosion","","","",""
"SuperNovaCactusUltiProjectile","","1739","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SuperNovaCactusUltiExplosion","","","","",""
"SuperNovaCactusSpikeChain","","2800","","50","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SuperNovaCactusSpikeExplosionMini","","","","",""
"SuperNovaCactusSpike","","2200","","50","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaCactusSpikeCurve","","2200","","50","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaBeeSniperProjectile","","2800","","105","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaBeeSniperChargedProjectile","","2800","","200","","","","","","","0","3","","","","","","","true","","","","","true","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","27","","","","","","","","","","","","","",""
"SuperNovaBeeSniperUltiProjectile","","2500","","150","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","3","","","","","","","","","","","","","","","BeeSniperUltiProjectileSlow","","","","","","",""
"SuperNovaVoodooProjectileEarth","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","1","","","8","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SuperNovaVoodooAttackEarthSmall","","","","","SuperNovaVoodooProjectileEarthChain1"
"SuperNovaVoodooProjectileEarthChain1","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","1","","","10","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SuperNovaVoodooAttackEarthMid","","","","","SuperNovaVoodooProjectileEarthChain2"
"SuperNovaVoodooProjectileEarthChain2","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SuperNovaVoodooAttackEarthLarge","","","","",""
"SuperNovaVoodooProjectileForest","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","1","","","11","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SuperNovaVoodooAttackForestSmall","","","","","SuperNovaVoodooProjectileForestChain1"
"SuperNovaVoodooProjectileForestChain1","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","1","","","14","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SuperNovaVoodooAttackForestMid","","","","","SuperNovaVoodooProjectileForestChain2"
"SuperNovaVoodooProjectileForestChain2","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SuperNovaVoodooAttackForestLarge","","","","",""
"SuperNovaVoodooProjectileWater","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","1","","","10","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SuperNovaVoodooAttackWaterSmall","SuperNovaVoodooSlowDebuffSmall","","","","SuperNovaVoodooProjectileWaterChain1"
"SuperNovaVoodooProjectileWaterChain1","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","1","","","12","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SuperNovaVoodooAttackWaterMid","SuperNovaVoodooSlowDebuffMid","","","","SuperNovaVoodooProjectileWaterChain2"
"SuperNovaVoodooProjectileWaterChain2","","1750","","40","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SuperNovaVoodooAttackWaterLarge","SuperNovaVoodooSlowDebuffLarge","","","",""
"SuperNovaVoodooUltiProjectile","","1196","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaVoodooPetProjectile","","2500","","150","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SuperNovaFireDudeProjectile","","2800","","200","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","10","100","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"SuperNovaFireDudeUltiProjectile","","2800","","0","","true","","","","","280","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FireDudePetrolDistributionArea006","","","FireDudePetrolDistributionTrail","",""
"MagicalGirlProjectile","","15000","","250","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ExtrapolateVisuals","","","","","","","","","",""
"MagicalGirlProjectile2","","15000","","250","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ExtrapolateVisuals","","","","","","","","","",""
"MagicalGirlProjectileHealingSP","","15000","","250","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","HealAndDamage;NoHealSelf;ExtrapolateVisuals","","","","","","","","","",""
"MagicalGirlProjectile2HealingSP","","15000","","250","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","HealAndDamage;NoHealSelf;ExtrapolateVisuals","","","","","","","","","",""
"MagicalGirlBonusSkillFlyAreaProjectile","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MagicalGirlBonusSkillProjectileHealing","","700","","300","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","HealAndDamage;NoHealSelf","","","","","","","","","",""
"MegaBossFinxTimebendProjectile","","2000","","0","","true","","","","","300","1","","","","","","","true","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossFinxStasisAreaWarning","","","","",""
"MegaBossFinxTimeStopProjectile","","2200","","200","true","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxProjectile","","900","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxProjectileSecondary","","700","","60","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxTimeRiftProjectile","","2200","","300","true","","","","","","0","2","","","","","600","","true","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossFinxTrailArea","",""
"MegaBossFinxSpawnKittensProjectile","","5000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossFinxAddWarning","","","","",""
"MegaBossFinxReturnChronomancerProjectile","","3300","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFinxReturnChronomancerProjectileSecondary","","3300","","60","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorGadgetSkillProjectileAmp","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GladiatorGadgetSkillProjectileWall","","2500","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GladiatorGadgetSkillWallArea","","","","",""
"NanoPercenterProjectile","","2200","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PercenterGadgetCharmNano","","","","","","",""
"MegaBossFinxCreateKit","","1000","","0","","true","","","","","260","1","","","","MegaBossFinxKitten","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossPercenterProjectile","","1600","","140","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossColetteProjectileExplodeAreaSmall","","","","",""
"MegaBossPercenterProjectileSmall","","1200","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossPercenterThrowProjectile","","1800","","0","","true","","","","","240","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossColetteProjectileExplodeAreaSmallDense","","","","",""
"MegaBossPercenterProjectileLarge","","2400","","250","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossColetteProjectileExplodeAreaSmallDense","","","","",""
"MegaBossPercenterSpawnTurrentProjectile","","2200","","0","","true","","","","","220","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossPercenterTurrentPetProjectile","","2200","","0","","true","","","","","150","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KatanaKidProjectile","","4000","","130","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","","","","","","","","","","","","",""
"KatanaKidFullChargeProjectile","","4000","","130","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","","","","","","","","","","","","",""
"KatanaKidGadgetSkillFishNetProjectile","","4000","","120","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FutureGirlProjectile","","3500","","250","","","","","","","0","1","FutureGirlGiveConsumableShield","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FutureGirlMainAttackNoop","","","","","","","",""
"FutureGirlUltiProjectile","","1196","","0","","true","","","","","170","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FutureGirlOverchargedUltiProjectile","","1196","","0","","true","","","","","170","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FutureGirlTurretTetherProjectile","","3600","","0","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FutureGirlTurretTetherOverchargedProjectile","","3600","","0","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FutureGirlGadgetProjectile","","3000","","0","","true","","","","","400","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FutureGirlGadgetAreaEffect","FutureGirlGadgetAreaEffectSlow","","","",""
"MegaBossBlackHoleProjectile","","1750","","100","","","","","","","0","2","","","","","","","true","","true","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossBlackHoleShieldPetProjectile","","3000","","100","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","10000","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossBlackHoleUltiShieldPetProjectile","","1000","","0","","true","","","","","200","1","","","","MegaBossBlackHoleShieldPet","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossBlackHoleUltiSuck","MegaBossBlackHoleUltiShieldExplosion","","","",""
"MegaBossBlackHoleUltiExplodingPetProjectile","","1000","","0","","true","","","","","200","1","","","","MegaBossBlackHoleExplodePet","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossBlackHoleUltiSuck","MegaBossBlackHoleUltiShieldExplosion","","","",""
"MegaBossBlackHoleExplosionPetProjectile","","3000","","100","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeSendItProjectile","","2200","","200","","","","","","","0","2","","","","","","","true","","","","","true","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MechaDudeGadgetEndExplosion","","","","",""
"MechaDudeSendItProjectileBuddy","","2200","","200","","","","","","","0","2","","","","","200","","true","","","","","true","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MechaDudeGadgetEndExplosion","","","MechaDudeGadgetBuddyFire","",""
"MegaBossBlackholeSpreadProjectile","","1750","","150","","true","","","","","300","1","","","","","","","true","","","","","","","","","","","","","","","","","","0","100","0","900","","","","","","80","130","","","true","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossBlackholeSpreadProjectileReturn"
"MegaBossBlackholeSpreadProjectileReturn","","2000","","150","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","100","50","0","900","","","","","","130","80","","","true","","","","","","","","","","","1","","","","11","18","true","","","","","","","","","","","","","","","","","","","",""
"MegaBossRocketGirlProjectileBasic","","1750","","101","","","","","","","0","2","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossRocketGirlBasicProjectileArea","BurnMainAttack","","","",""
"MegaBossRocketGirlUltiProjectile","","870","","0","","true","true","","","","93","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossRocketGirlUltiArea","","","","",""
"MegaBossRocketGirlStreamProjectile","","1750","","75","true","","","","","","0","2","","","","","900","1250","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossRocketGirlTrailArea","",""
"MegaBossBlackHoleGravityWellProjectile","","800","","0","","true","true","","","","200","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossBlackHoleGravityWellWarning","","","","",""
"MegaBossBlackHoleBoomerangWellProjectile","","800","","0","","true","true","","","","200","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossBlackHoleBoomerangWellChainProjectile"
"MegaBossBlackHoleBoomerangWellChainProjectile","","1200","","50","","","","","","","0","1","","","","","1200","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","15","1200","","","","","","","","","","","","","","","","","","","MegaBossBlackHoleBoomerangTrailWarning","",""
"MegaBossRocketGirlMatryoshkaProjectile","","400","","0","","true","true","","","","93","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossRocketGirlUltiArea","MegaBossRocketGirlRocketExplosion","","","",""
"MegaBossRocketGirlRainProjectile","","15000","","0","","true","true","","","","300","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossRocketGirlRainWarning","","","","",""
"MegaBossRocketGirlClusterProjectile","","1250","","75","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MegaBossRocketGirlBasicProjectileArea","BurnMainAttack","","","",""
"MechaDudeProjectileHyperCharged","","2500","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","10","5","30","20","","","","","","","","","","","","","","","",""
"MechaDudeBigProjectileHyperChargedBuddy","","4500","","100","true","","","","","","0","2","","MechaDudeOverchargeShotAreaEffectAction","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-60","","","","","","","","","","","","","","","","","","","","","","",""
