"Name","Conf","Disabled","Campaigns","UpdateNumber","IconOverrideSWF","IconOverrideExportName","SkinGroupId","ObtainType","ObtainTypeCN","LastChance","MasterSkin","ProgressionSkinBase","ProgressionSkinLevel","ProgressionSkinFinal","PetSkin","PetSkin2","OverchargePetSkin","OverchargePetSkin2","PriceClubCoins","PriceStarPoints","PriceBling","DontSellInCatalog","CanDropWithoutBlingPrice","PriceGems","DiscountPriceGems","PriceCoins","Rarity","TID","ShopTID","Features","CommunityCredit","MaterialsFile","DiffuseTexture","SpecularTexture","CustomShader","OutlineShader","PackOfferAnimOverride","BattleIntroXOffset","BattleIntroZOffset","BattleIntroVFX","DisableCatalogRelease","CatalogPreRequirementSkin","CatalogNewDaysAdjustment","NotInCatalogTID","PreciseCollision","OdditiesShopAvailability","NotSoldInVault"
"CrowRankedProgrsesionSkinLevel7","CrowRankedProgrsesionSkinLevel7","","","66","","","","9","9","","","CrowRankedProgrsesionSkinLevel1","7","","","","","","","","","true","","","","","RANKED_PASS","TID_CROW_PROPASS_PROGRESSION_SKIN_7","TID_CROW_PROPASS_PROGRESSION_SKIN_7_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","-400","","","true","","","","","",""
"CrowRankedProgrsesionSkinLevel8","CrowRankedProgrsesionSkinLevel8","","","66","","","","9","9","","","CrowRankedProgrsesionSkinLevel1","8","true","","","","","","","","true","","","","","RANKED_PASS","TID_CROW_PROPASS_PROGRESSION_SKIN_8","TID_CROW_PROPASS_PROGRESSION_SKIN_8_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","-400","","","true","","","","","",""
"CrowRankedProgrsesionSkinLevel9","CrowRankedProgrsesionSkinLevel9","","PROPASS","66","","","","9","9","","","CrowRankedProgrsesionSkinLevel1","9","true","","","","","","","","true","","","","","RANKED_PASS","TID_CROW_PROPASS_PROGRESSION_SKIN_9","TID_CROW_PROPASS_PROGRESSION_SKIN_9_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","","","-400","","","","","","","","",""
"CrowRankedProgrsesionSkinLevel10","CrowRankedProgrsesionSkinLevel10","","PROPASS","66","","","","9","9","","","CrowRankedProgrsesionSkinLevel1","10","true","","","","","","","","true","","","","","RANKED_PASS","TID_CROW_PROPASS_PROGRESSION_SKIN_10","TID_CROW_PROPASS_PROGRESSION_SKIN_10_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","crow_ranked_lvl3_purple_material.glb","","","","","","-400","","","","","","","","",""
"CrowRankedProgrsesionSkinLevel11","CrowRankedProgrsesionSkinLevel11","","PROPASS","66","","","","9","9","","","CrowRankedProgrsesionSkinLevel1","11","true","","","","","","","","true","","","","","RANKED_PASS","TID_CROW_PROPASS_PROGRESSION_SKIN_11","TID_CROW_PROPASS_PROGRESSION_SKIN_11_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","impostor_outline_ghost_blue","","-400","","","","","","","","",""
"AmbusherSandsOfTime","AmbusherSandsOfTime","","BRAWLPASS","66","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_SANDS_OF_TIME_LILY_SKIN","TID_SANDS_OF_TIME_LILY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","lily_sandsoftime_tex.sctx","lily_sandsoftime_tex.sctx","","","","-300","-450","","","","","","","NEVER",""
"","","","DARKSANDS","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunDragon","AssaultShotgunDragon","","BRAWLPASS","66","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_DRAGONS_AND_FAIRIES_GRIFF_SKIN","TID_DRAGONS_AND_FAIRIES_GRIFF_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","griff_dragon_tex.sctx","griff_dragon_tex.sctx","","","","","","","","","","","","NEVER",""
"","","","ONCEUPON","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"BaseballSandsOfTime","BaseballSandsOfTime","","DARKSANDS","66","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_SANDS_OF_TIME_BIBI_SKIN","TID_SANDS_OF_TIME_BIBI_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bibi_sandsoftime_tex.sctx","bibi_sandsoftime_tex.sctx","","","","","-450","","","","","","","AVAILABLE",""
"TwinsSandsOfTime","TwinsSandsOfTime","","DARKSANDS","66","","","","","","","","","","","TwinsPetSandsOfTime","TwinsPetSandsOfTime","","","","","","true","true","299","","","LEGENDARY","TID_SANDS_OF_TIME_L&L_SKIN","TID_SANDS_OF_TIME_L&L_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,TAKEDOWN","","","","","","","","","","","","","","","","AVAILABLE",""
"TwinsPetSandsOfTime","TwinsPetSandsOfTime","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","twins_bad_sandsoftime_tex.sctx","twins_bad_sandsoftime_tex.sctx","","","","","","","","","","","","",""
"DomainSupercellStore","DomainSupercellStore","","CLASHIP","66","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_CLASH_TRUNK_SKIN","TID_CLASH_TRUNK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","trunk_megalog_tex.sctx","trunk_megalog_tex.sctx","","","","50","50","","","","","","","AVAILABLE",""
"DancerFairies","DancerFairies","","ONCEUPON","66","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_DRAGONS_AND_FAIRIES_MINA_SKIN","TID_DRAGONS_AND_FAIRIES_MINA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","mina_fairy_tex.sctx","mina_fairy_tex.sctx","","","","500","-1000","","","","","","","AVAILABLE",""
"AxeJugglerAprilFools","AxeJugglerAprilFools","","APRILFOOLS","66","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_APRIL_FOOLS_MELODIE_SKIN","TID_APRIL_FOOLS_MELODIE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","melodie_balloon_tex.sctx","melodie_balloon_tex.sctx","","","","100","300","","","","","","","AVAILABLE",""
"MaisieDragons","MaisieDragons","","ONCEUPON","66","","","","","","","","","","","","","","","","","","true","true","199","","","MYTHIC","TID_DRAGONS_AND_FAIRIES_MAISE_SKIN","TID_DRAGONS_AND_FAIRIES_MAISE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","maisie_dragon_tex.sctx","maisie_dragon_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"FrankFairies","FrankFairies","","ONCEUPON","66","","","","","","","","","","","","","","","","","","true","true","199","","","MYTHIC","TID_DRAGONS_AND_FAIRIES_FRANK_SKIN","TID_DRAGONS_AND_FAIRIES_FRANK_SHOP","MODEL,TEXTURE,ANIM,VFX","","","frank_fairy_tex.sctx","frank_fairy_tex.sctx","","","","","-200","","","","","","","AVAILABLE",""
"ReviverSandsOfTime","ReviverSandsOfTime","","DARKSANDS","66","","","","","","","","","","","","","","","","","","true","true","199","","","MYTHIC","TID_SANDS_OF_TIME_DOUG_SKIN","TID_SANDS_OF_TIME_DOUG_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","doug_sphinx_tex.sctx","doug_sphinx_tex.sctx","","","","100","-200","","","","","","","AVAILABLE",""
"DuelistSandsOfTime","DuelistSandsOfTime","","BRAWLPASS","66","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_SANDS_OF_TIME_CORDELIUS_SKIN","TID_SANDS_OF_TIME_CORDELIUS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","cordelius_sultan_tex.sctx","cordelius_sultan_tex.sctx","","","","300","-700","","","","","","","NEVER",""
"","","","DARKSANDS","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormGold","BulletstormGold","","GOLD","66","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_PIERCE_SKIN","TID_TRUE_GOLD_PIERCE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","gold_true_materials.glb","pierce_gold_tex.sctx","pierce_gold_tex.sctx","","","","","-700","true","","","","","","",""
"BulletstormSilver","BulletstormSilver","","SILVER","66","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_PIERCE_SKIN","TID_TRUE_SILVER_PIERCE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","silver_true_materials.glb","pierce_silver_tex.sctx","pierce_silver_tex.sctx","","","","","-700","true","","","","","","",""
"RedirecterDefault","RedirecterDefault","","","","","","","","","","","","","","RedirecterCocoonDefault","RedirecterPetDefault","","","","","","true","","","","","","","","","","","najia_tex.sctx","najia_tex.sctx","","","","","","true","","","","","","",""
"BossMaisieDragons","BossMaisieDragons","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","maisie_dragon_tex.sctx","maisie_dragon_tex.sctx","","","","","","","","","","","","",""
"DamageBoosterSandsOfTime","DamageBoosterSandsOfTime","","DARKSANDS","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","8bit_sandsoftime_turret_tex.sctx","8bit_sandsoftime_turret_tex.sctx","","","","","","","","","","","","",""
"Mender199Gem","Mender199Gem","","APRILFOOLS","66","","","","","","","","","","","","","","","","","","true","true","199","","","MYTHIC","TID_GLOWBERT_APRIL_FOOLS_SKIN","TID_GLOWBERT_APRIL_FOOLS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","glowbert_bertglow_tex.sctx","glowbert_bertglow_tex.sctx","","","","-100","-100","true","","","","","","AVAILABLE",""
"RandomLootBox","RandomLootBox","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowDragonDefaultL3","MegaBossCrowDragonDefaultL3","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","-800","","","","","","","",""
"MegaBossAssaultShotgunDragon","MegaBossAssaultShotgunDragon","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","griff_dragon_tex.sctx","griff_dragon_tex.sctx","","","","","","","","","","","","",""
"MegaBossCrossBomberDragon","MegaBossCrossBomberDragon","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrowBuddyDefault","CrowBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrowBuddyGadget","CrowBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_crow_gadget_materials.glb","","","","","","","","","","","","","","",""
"CrowBuddySP","CrowBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_crow_star_power_materials.glb","","","","","","","","","","","","","","",""
"CrowBuddyHC","CrowBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_crow_hc_materials.glb","","","","","","","","","","","","","","",""
"BaseballBuddyDefault","BaseballBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"BaseballBuddyGadget","BaseballBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"BaseballBuddySP","BaseballBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_bibi_starpower_materials.glb","","","","","","","","","","","","","","",""
"BaseballBuddyHC","BaseballBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_bibi_hc_materials.glb","","","","","","","","","","","","","","",""
"BaseballBuddyBlingChroma","BaseballBuddyBlingChroma","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullBuddyDefault","BullBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullBuddyGadget","BullBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_bull_gadget_materials.glb","","","","","","","","","","","","","","",""
"BullBuddySP","BullBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_bull_star_power_materials.glb","","","","","","","","","","","","","","",""
"BullBuddyHC","BullBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_bull_hc_materials.glb","","","","","","","","","","","","","","",""
"BowDudeBuddyDefault","BowDudeBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"BowDudeBuddyGadget","BowDudeBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_bo_gadget_material.glb","","","","","","","","","","","","","","",""
"BowDudeBuddyHC","BowDudeBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_bo_hc_material.glb","","","","","","","","","","","","","","",""
"BowDudeBuddySP","BowDudeBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_bo_star_power_material.glb","","","","","","","","","","","","","","",""
"BullBuddyBlingChroma","BullBuddyBlingChroma","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"BowDudeBuddyBlingChroma","BowDudeBuddyBlingChroma","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrowBuddyBlingChroma","CrowBuddyBlingChroma","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"NinjaBuddyDefault","NinjaBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"NinjaBuddyGadget","NinjaBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"NinjaBuddySP","NinjaBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_leon_sp_materials.glb","","","","","","","","","","","","","","",""
"NinjaBuddyHC","NinjaBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_leon_hc_materials.glb","","","","","","","","","","","","","","",""
"NinjaBuddyBlingChroma","NinjaBuddyBlingChroma","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","buffy_leon_bling_tex.sctx","buffy_leon_bling_tex.sctx","","","","","","","","","","","","",""
"AssaultShotgunDragonChroma1","AssaultShotgunDragonChroma1","","BRAWLPASS","66","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_DRAGONS_AND_FAIRIES_GRIFF_CHROMA_1_SKIN","TID_DRAGONS_AND_FAIRIES_GRIFF_CHROMA_1_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","griff_dragon_chroma_yellow_tex.sctx","griff_dragon_chroma_yellow_tex.sctx","","","","","","","","","","","","NEVER",""
"","","","ONCEUPON","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunDragonChroma2","AssaultShotgunDragonChroma2","","BRAWLPASS","66","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_DRAGONS_AND_FAIRIES_GRIFF_CHROMA_2_SKIN","TID_DRAGONS_AND_FAIRIES_GRIFF_CHROMA_2_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","griff_dragon_chroma_red_tex.sctx","griff_dragon_chroma_red_tex.sctx","","","","","","","","","","","","NEVER",""
"","","","ONCEUPON","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuelistSandsOfTimeChroma1","DuelistSandsOfTimeChroma1","","BRAWLPASS","66","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_SANDS_OF_TIME_CORDELIUS_CHROMA_1_SKIN","TID_SANDS_OF_TIME_CORDELIUS_CHROMA_1_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","cordelius_sultan_chroma_red_tex.sctx","cordelius_sultan_chroma_red_tex.sctx","","","","300","-700","","","","","","","NEVER",""
"","","","DARKSANDS","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuelistSandsOfTimeChroma2","DuelistSandsOfTimeChroma2","","BRAWLPASS","66","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_SANDS_OF_TIME_CORDELIUS_CHROMA_2_SKIN","TID_SANDS_OF_TIME_CORDELIUS_CHROMA_2_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","cordelius_sultan_chroma_blue_tex.sctx","cordelius_sultan_chroma_blue_tex.sctx","","","","300","-700","","","","","","","NEVER",""
"","","","DARKSANDS","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"CannonGirlFairyChromaBlue","CannonGirlFairyChromaBlue","","BRAWLPASS","66","","","","3","3","","","","","","CannonGirlSmallFairyChromaBlue","","","","","","5000","true","","149","","","EPIC","TID_DRAGONS_AND_FAIRIES_BONNIE_CHROMA_1_SKIN","TID_DRAGONS_AND_FAIRIES_BONNIE_CHROMA_1_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","clyde_fairy_blue_material.glb","","","","","","800","","","","","","","","NEVER",""
"","","","ONCEUPON","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"CannonGirlFairyChromaPink","CannonGirlFairyChromaPink","","BRAWLPASS","66","","","","3","3","","","","","","CannonGirlSmallFairyChromaPink","","","","","","5000","true","","149","","","EPIC","TID_DRAGONS_AND_FAIRIES_BONNIE_CHROMA_2_SKIN","TID_DRAGONS_AND_FAIRIES_BONNIE_CHROMA_2_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","clyde_fairy_pink_material.glb","","","","","","800","","","","","","","","NEVER",""
"","","","ONCEUPON","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"CannonGirlSmallFairyChromaBlue","CannonGirlSmallFairyChromaBlue","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","bonnie_fairy_chroma_blue_tex.sctx","bonnie_fairy_chroma_blue_tex.sctx","","","","","","","","","","","","",""
"CannonGirlSmallFairyChromaPink","CannonGirlSmallFairyChromaPink","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","bonnie_fairy_chroma_pink_tex.sctx","bonnie_fairy_chroma_pink_tex.sctx","","","","","","","","","","","","",""
"AmbusherSandsOfTimeChromaGreen","AmbusherSandsOfTimeChromaGreen","","BRAWLPASS","66","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_SANDS_OF_TIME_LILY__CHROMA_1_SKIN","TID_SANDS_OF_TIME_LILY__CHROMA_1_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","lily_sandsoftime_chroma_green_tex.sctx","lily_sandsoftime_chroma_green_tex.sctx","","","","-300","-450","","","","","","","NEVER",""
"","","","DARKSANDS","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"AmbusherSandsOfTimeChromaRed","AmbusherSandsOfTimeChromaRed","","BRAWLPASS","66","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_SANDS_OF_TIME_LILY__CHROMA_2_SKIN","TID_SANDS_OF_TIME_LILY__CHROMA_2_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","lily_sandsoftime_chroma_red_tex.sctx","lily_sandsoftime_chroma_red_tex.sctx","","","","-300","-450","","","","","","","NEVER",""
"","","","DARKSANDS","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossShamanAprilFools","MegaBossShamanAprilFools","","","66","","","","","","","","","","","ShamanBearAprilFools","","","","","","","true","","","","","","","","","","","nita_bruce_bear_tex.sctx","nita_bruce_bear_tex.sctx","","","","-200","300","","","","","","","",""
"MegaBossGromRatDefault","MegaBossGromRatDefault","","","","","","","","","","","","","","MegaBossGromRatDefault","","","","","","","true","","","","","","","","","","","grom_dragon_rat_tex.sctx","grom_dragon_rat_tex.sctx","","","","","","","","","","","","",""
"ShamanBuddyDefault","ShamanBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShamanBuddyGadget","ShamanBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_nita_gadget_materials.glb","","","","","","","","","","","","","","",""
"ShamanBuddyHC","ShamanBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_nita_hc_materials.glb","","","","","","","","","","","","","","",""
"ShamanBuddySP","ShamanBuddyDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_nita_star_power_materials.glb","","","","","","","","","","","","","","",""
"ShamanBuddyBlingChroma","ShamanBuddyBlingChroma","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"RedirecterCocoonDefault","RedirecterCocoonDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","najia_tex.sctx","najia_tex.sctx","","","","","","","","","","","","",""
"RedirecterPetDefault","RedirecterPetDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","najia_tex.sctx","najia_tex.sctx","","","","","","","","","","","","",""
"MegaBossMaisieTurretDefault","MegaBossMaisieTurretDefault","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowDragonDefaultL2","MegaBossCrowDragonDefaultL2","","","66","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","-800","","","","","","","",""
"GladiatorDefault","GladiatorDefault","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","damian_tex.sctx","damian_tex.sctx","","","","","-300","","","","","","","",""
"EnragerBuddyDefault","EnragerBuddyDefault","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"EnragerBuddyGadget","EnragerBuddyGadget","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_edgar_gadget_materials.glb","","","","","","","","","","","","","","",""
"EnragerBuddySP","EnragerBuddySP","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_edgar_starpower_materials.glb","","","","","","","","","","","","","","",""
"EnragerBuddyHC","EnragerBuddyHC","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_edgar_hc_materials.glb","","","","","","","","","","","","","","",""
"EnragerBuddyBlingChroma","EnragerBuddyBlingChroma","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeBuddyDefault","TrickshotDudeBuddyDefault","","","68","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeBuddyGadget","TrickshotDudeBuddyDefault","","","68","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeBuddySP","TrickshotDudeBuddyDefault","","","68","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_rico_starpower_materials.glb","","","","","","","","","","","","","","",""
"TrickshotDudeBuddyHC","TrickshotDudeBuddyDefault","","","68","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_rico_hc_materials.glb","","","","","","","","","","","","","","",""
"TrickshotDudeBuddyBlingChroma","TrickshotDudeBuddyBlingChroma","","","68","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirlBuddyDefault","RocketGirlBuddyDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirlBuddyGadget","RocketGirlBuddyDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirlBuddySP","RocketGirlBuddySP","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_brock_star_power_material.glb","","","","","","","","","","","","","","",""
"RocketGirlBuddyHC","RocketGirlBuddyHC","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_brock_hypercharge_material.glb","","","","","","","","","","","","","","",""
"RocketGirlBuddyBlingChroma","RocketGirlBuddyChroma","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunBuddyDefault","AssaultShotgunBuddyDefault","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunBuddyGadget","AssaultShotgunBuddyDefault","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_griff_gadget_materials.glb","","","","","","","","","","","","","","",""
"AssaultShotgunBuddySP","AssaultShotgunBuddySP","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_griff_star_power_materials.glb","","","","","","","","","","","","","","",""
"AssaultShotgunBuddyHC","AssaultShotgunBuddyHC","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_griff_hypercharge_materials.glb","","","","","","","","","","","","","","",""
"AssaultShotgunBuddyBlingChroma","AssaultShotgunBuddyChroma","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"PercenterBuddyDefault","PercenterBuddyDefault","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"PercenterBuddyGadget","PercenterBuddyDefault","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_colette_gadget_materials.glb","","","","","","","","","","","","","","",""
"PercenterBuddySP","PercenterBuddyDefault","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_colette_star_power_materials.glb","","","","","","","","","","","","","","",""
"PercenterBuddyHC","PercenterBuddyDefault","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_colette_hypercharge_materials.glb","","","","","","","","","","","","","","",""
"PercenterBuddyBlingChroma","PercenterBuddyBlingChroma","","","67","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","buffy_colette_bling_tex.sctx","buffy_colette_bling_tex.sctx","","","","","","","","","","","","",""
"ArcadeBuddyDefault","ArcadeBuddyDefault","","","68","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArcadeBuddyGadget","ArcadeBuddyDefault","","","68","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArcadeBuddySP","ArcadeBuddyDefault","","","68","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_8bit_star_power_materials.glb","","","","","","","","","","","","","","",""
"ArcadeBuddyHC","ArcadeBuddyDefault","","","68","","","","","","","","","","","","","","","","","","true","","","","","","","","","","buffy_8bit_hypercharge_materials.glb","","","","","","","","","","","","","","",""
"ArcadeBuddyBlingChroma","ArcadeBuddyBlingChroma","","","68","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"JetpackGirlMHA","JetpackGirlMHA","","MHA","67","","","","3","3","","","","","","","","","","","","","true","","149","","","EPIC","TID_MHA_OCHACO_JANET_SKIN","TID_MHA_OCHACO_JANET_SHOP","MODEL,TEXTURE,ANIM,VFX","","","janet_ochaco_tex.sctx","janet_ochaco_tex.sctx","","impostor_outline_thin_extra","","200","100","","","","","","","NEVER",""
