"Name","Disabled","DisabledCN","FileName","ExportName","Character","Skin","GiveOnSkinUnlock","Rarity","EffectColorR","EffectColorG","EffectColorB","FlipSprayForEnemies","LockedForChronos","SprayBundles","IsDefaultBattleSpray","Texture","PriceBling","PriceGems","DisableCatalogRelease","CatalogNewDaysAdjustment","NotInCatalogTID","UseShineVFX","ExtraCatalogCampaign","HideFromCatalogMainCategory","DisableFromCatalogIfNotOwned"
"spray_team_graffiti_ssg",,,"sc/sprays.sc","spray_team_graffiti_ssg",,,,"COMMON",244,178,35,"TRUE","TRUE",,,"spray_team_graffiti_ssg.png",,29,,,,,"WF_2020",,
"spray_team_graffiti_totem",,,"sc/sprays.sc","spray_team_graffiti_totem",,,,"COMMON",0,177,64,"TRUE","TRUE",,,"spray_team_graffiti_totem.png",,29,,,,,"WF_2020",,
"spray_team_graffiti_tribe",,,"sc/sprays.sc","spray_team_graffiti_tribe",,,,"COMMON",234,0,41,"TRUE","TRUE",,,"spray_team_graffiti_tribe.png",,29,,,,,"WF_2020",,
"spray_team_graffiti_zeta",,,"sc/sprays.sc","spray_team_graffiti_zeta",,,,"COMMON",206,255,0,"TRUE","TRUE",,,"spray_team_graffiti_zeta.png",,29,,,,,"WF_2020",,
"spray_dynamike_moldy",,,"sc/sprays.sc","spray_dynamike_moldy","TntDude","TntDudeToxic","TRUE","COMMON",218,255,0,"TRUE",,,,"spray_dynamike_moldy.png",,,,,,,,,
"spray_feudaljapan_lily",,,"sc/sprays.sc","spray_feudaljapan_lily",,,,"COMMON",255,184,248,"TRUE","TRUE",,,"spray_feudaljapan_lily.png",,,,,,,"FEUDALJAPAN",,
"spray_bp_feudaljapan",,,"sc/sprays.sc","spray_bp_feudaljapan",,,,"COLLECTORS",19,252,0,"TRUE",,,,"spray_bp_feudaljapan.png",,,,,,,"FEUDALJAPAN",,
"spray_bp_kaiju",,,"sc/sprays.sc","spray_bp_kaiju",,,,"COLLECTORS",80,44,255,"TRUE",,,,"spray_bp_kaiju.png",,,,,,,"KAIJU",,
"spray_feudaljapan_katana",,,"sc/sprays.sc","spray_feudaljapan_katana",,,,"COMMON",255,0,0,"TRUE","TRUE",,,"spray_feudaljapan_katana.png",,,,,,,"FEUDALJAPAN",,
"spray_feudaljapan_mask",,,"sc/sprays.sc","spray_feudaljapan_mask",,,,"COMMON",165,87,255,"TRUE","TRUE",,,"spray_feudaljapan_mask.png",,,,,,,"FEUDALJAPAN",,
"spray_feudaljapan_stinky",,,"sc/sprays.sc","spray_feudaljapan_stinky",,,,"COMMON",152,255,62,"TRUE","TRUE",,,"spray_feudaljapan_stinky.png",,,,,,,"FEUDALJAPAN",,
"spray_feudaljapan_weapon",,,"sc/sprays.sc","spray_feudaljapan_weapon",,,,"COMMON",139,55,255,"TRUE","TRUE",,,"spray_feudaljapan_weapon.png",,,,,,,"FEUDALJAPAN",,
"spray_finx_mecha",,,"sc/sprays.sc","spray_finx_mecha","Chronomancer","ChronomancerKaiju","TRUE","COMMON",108,34,255,"TRUE",,,,"spray_finx_mecha.png",,,,,,,,,
"spray_comedian_mic",,,"sc/sprays.sc","spray_comedian_mic",,,,"COMMON",184,74,255,"TRUE","TRUE",,,"spray_comedian_mic.png",,,,,,,"MISC",,
"spray_feudaljapan_frame",,,"sc/sprays.sc","spray_feudaljapan_frame",,,,"COMMON",255,6,6,"TRUE","TRUE",,,"spray_feudaljapan_frame.png",,,,,,,"FEUDALJAPAN",,
"spray_feudaljapan_sushi",,,"sc/sprays.sc","spray_feudaljapan_sushi",,,,"COMMON",24,124,24,"TRUE","TRUE",,,"spray_feudaljapan_sushi.png",,,,,,,"FEUDALJAPAN",,
"spray_icecreamcactus",,,"sc/sprays.sc","spray_icecreamcactus",,,,"COMMON",165,232,0,"TRUE","TRUE",,,"spray_icecreamcactus.png",,,,,,,"MEAL",,
"spray_overcharge_willow",,,"sc/sprays.sc","spray_overcharge_willow","Puppeteer","PuppeteerDefault",,"COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_willow.png",,,,,,"TRUE",,,
"spray_overcharge_gus",,,"sc/sprays.sc","spray_overcharge_gus","SoulCollector","SoulCollectorDefault",,"COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_gus.png",,,,,,"TRUE",,,
"spray_kaiju_win",,,"sc/sprays.sc","spray_kaiju_win",,,,"COMMON",80,44,255,"TRUE","TRUE",,,"spray_kaiju_win.png",,,,,,,"KAIJU",,
"spray_feudaljapan_wasabee",,,"sc/sprays.sc","spray_feudaljapan_wasabee",,,,"COMMON",168,255,0,"TRUE","TRUE",,,"spray_feudaljapan_wasabee.png",,,,,,,"FEUDALJAPAN",,
"spray_feudaljapan_eye",,,"sc/sprays.sc","spray_feudaljapan_eye",,,,"COMMON",255,69,171,"TRUE","TRUE",,,"spray_feudaljapan_eye.png",,,,,,,"FEUDALJAPAN",,
"spray_kenji_feudaljapan",,,"sc/sprays.sc","spray_kenji_feudaljapan","Samurai","SamuraiJapan",,"COMMON",255,29,51,"TRUE",,,,"spray_kenji_feudaljapan.png",,,,,,,"FEUDALJAPAN",,
"spray_kaze_assassin",,,"sc/sprays.sc","spray_kaze_assassin",,,,"COMMON",22,117,3,"TRUE","TRUE",,,"spray_kaze_assassin.png",,,,,,,"FEUDALJAPAN",,
"spray_kaze_geisha",,,"sc/sprays.sc","spray_kaze_geisha","Geisha",,,"COMMON",255,34,61,"TRUE",,,,"spray_kaze_geisha.png",750,19,,,,,,,
"spray_jae",,,"sc/sprays.sc","spray_jae","Alternator",,,"COMMON",0,216,255,"TRUE",,,,"spray_jae.png",750,19,,,,,,,
"spray_overcharge_kaze",,,"sc/sprays.sc","spray_overcharge_kaze","Geisha","GeishaDefault",,"COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_kaze.png",,,,,,"TRUE",,,
"spray_overcharge_kenji",,,"sc/sprays.sc","spray_overcharge_kenji","Samurai","SamuraiDefault",,"COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_kenji.png",,,,,,"TRUE",,,
"spray_overcharge_amber",,,"sc/sprays.sc","spray_overcharge_amber","FireDude","FireDudeDefault",,"COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_amber.png",,,,,,"TRUE",,,
"spray_overcharge_clancy",,,"sc/sprays.sc","spray_overcharge_clancy","Crab","CrabDefault",,"COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_clancy.png",,,,,,"TRUE",,,
"spray_overcharge_griff",,,"sc/sprays.sc","spray_overcharge_griff","AssaultShotgun","AssaultShotgunDefault",,"COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_griff.png",,,,,,"TRUE",,,
"spray_overcharge_lily",,,"sc/sprays.sc","spray_overcharge_lily","Ambusher","AmbusherDefault",,"COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_lily.png",,,,,,"TRUE",,,
