"Name","Conf","Disabled","Campaigns","IconOverrideSWF","IconOverrideExportName","SkinGroupId","ObtainType","ObtainTypeCN","LastChance","MasterSkin","PetSkin","PetSkin2","PriceClubCoins","PriceStarPoints","PriceBling","CanDropWithoutBlingPrice","PriceGems","DiscountPriceGems","PriceCoins","Rarity","TID","ShopTID","Features","CommunityCredit","MaterialsFile","DiffuseTexture","SpecularTexture","OutlineShader","PackOfferAnimOverride","BattleIntroXOffset","BattleIntroZOffset","BattleIntroVFX","DisableCatalogRelease","CatalogPreRequirementSkin","CatalogNewDaysAdjustment","NotInCatalogTID"
"SniperGreek","SniperGreek","","OLYMPUS","","","","","","","","","","","","","true","199","","","MYTHIC","TID_GODDESS_PIPER_SKIN","TID_GODDESS_PIPER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","piper_athena_tex.sctx","piper_athena_tex.sctx","","","-500","","","","","",""
"BarkeepPirate","BarkeepPirate","","PIRATES","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_PIRATE_BARLEY_SKIN","TID_PIRATE_BARLEY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","barley_pirate_tex.sctx","barley_pirate_tex.sctx","","","","200","","","","",""
"TrickshotDudeClassic_red","TrickshotDudeClassic_red","","OUTLAWS","","","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_RED_RICOCHET_SKIN","TID_RED_RICOCHET_SKIN_SHOP","MODEL,TEXTURE","","","rico_classic_red_tex.sctx","rico_classic_red_tex.sctx","","","150","","","","","",""
"TntDudeClassic_yellow","TntDudeClassic_yellow","","OUTLAWS","","","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_CLASSIC_MIKE_RECOLOR_SKIN","TID_CLASSIC_MIKE_RECOLOR_SKIN_SHOP","MODEL,TEXTURE","","","dynamike_classic_yellow_tex.sctx","dynamike_classic_yellow_tex.sctx","","","","","","","","",""
"ShotgunGirlClassic_white","ShotgunGirlClassic_white","","OUTLAWS","","","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_SHERRIFF_SHELLY_SKIN","TID_SHERRIFF_SHELLY_SKIN_SHOP","MODEL,TEXTURE","","","shelly_classic_white_tex.sctx","shelly_classic_white_tex.sctx","","","400","","","","","",""
"RuffsPirate","RuffsPirate","","PIRATES","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_PIRATE_RUFFS_SKIN","TID_PIRATE_RUFFS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","ruffs_pirate_tex.sctx","ruffs_pirate_tex.sctx","","","200","300","","","","",""
"FireDudeMake","FireDudeMake","","SC_MAKE","","","","","","","","","","","","5000","","149","","","EPIC","TID_ROLLERSKATE_AMBER_SKIN","TID_ROLLERSKATE_AMBER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","Artdrei","","amber_rollerskates_tex.sctx","amber_rollerskates_tex.sctx","","","","","true","","","",""
"","","","SUMMER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerDudeMake","SpawnerDudeMake","","SC_MAKE","","","","","","","","SpawnerDudeTurretMake","SpawnerPetMake","","","5000","","149","","","EPIC","TID_MRP_DRAGONFRUIT_MAKE_SKIN","TID_MRP_DRAGONFRUIT_MAKE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","Frankyyy","","mrp_dragonfruit_face_tex.sctx","mrp_dragonfruit_face_tex.sctx","","","","","","","","",""
"","","","BIODOME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpawnerPetMake","SpawnerPetMake","","","","","","","","","","","","","","","","","","","","","","","","","mrp_dragonfruit_spawner_face_tex.sctx","mrp_dragonfruit_spawner_face_tex.sctx","","","","","","","","",""
"SpawnerDudeTurretMake","SpawnerDudeTurretMake","","","","","","","","","","","","","","","","","","","","","","","","","mrp_dragonfruit_spawner_face_tex.sctx","mrp_dragonfruit_spawner_face_tex.sctx","","","","","","","","",""
"BlowerDeepsea","BlowerDeepsea","","RANKED_OLD","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_TURTLE_GALE_SKIN","TID_TURTLE_GALE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","gale_turtle_face_tex.sctx","gale_turtle_face_tex.sctx","","","300","","","","","",""
"","","","DEEPSEA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DrillerDeepsea","DrillerDeepsea","","DEEPSEA","","","","","","","","","","","","2750","","79","","","SUPER_RARE","TID_SQUID_JACKY_SKIN","TID_SQUID_JACKY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","500","","","","","",""
"RocketGirlClassic_white","RocketGirlClassic_white","","OUTLAWS","","","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_SHERRIFF_BROCK_SKIN","TID_SHERRIFF_BROCK_SKIN_SHOP","MODEL,TEXTURE","","","brock_classic_white_tex.sctx","brock_classic_white_tex.sctx","","","","","","","","",""
"PainterDefault","PainterDefault","","","","","","","","","","","","","","","","","","","","","","","","","berry_tex.sctx","berry_tex.sctx","","","","","","","","",""
"CrabDefault","CrabDefault","","","","","","","","","","","","","","","","","","","","","","","","","clancy_tex.sctx","clancy_tex.sctx","","","","","","","","",""
"TrickshotDudeKing_remake","TrickshotDudeKing_remake","","ROYALS","","","","3","3","","","","","","","","true","499","","","HYPERCHARGE","TID_LOADED_RICO_HYPER_SKIN","TID_LOADED_RICO_HYPER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","","200","-100","","","","",""
"CrabRare","CrabRare","","CITY","","","","","","","","","","","","1000","","29","","","RARE","TID_CLANCY_CASINO_SKIN","TID_CLANCY_CASINO_SKIN_SHOP","MODEL,TEXTURE","","","clancy_29gem_tex.sctx","clancy_29gem_tex.sctx","","","","","","","","",""
"PainterRare","PainterRare","","BRAWLYWOOD","","","","","","","","","","","","1000","","29","","","RARE","TID_BERRY_DARK_SKIN","TID_BERRY_DARK_SKIN_SHOP","MODEL,TEXTURE","","","berry_29_gem_tex.sctx","berry_29_gem_tex.sctx","","","","","","","","",""
"MummyGreekRed","MummyGreekRed","","BRAWLPASS","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_RED_MEDUSA_EMZ_SKIN","TID_RED_MEDUSA_EMZ_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","emz_medusa_chroma_red_tex.sctx","emz_medusa_chroma_red_tex.sctx","","","","","","","","",""
"","","","OLYMPUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyGreekBlue","MummyGreekBlue","","BRAWLPASS","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_BLUE_MEDUSA_EMZ_SKIN","TID_BLUE_MEDUSA_EMZ_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","emz_medusa_chroma_blue_tex.sctx","emz_medusa_chroma_blue_tex.sctx","","","","","","","","",""
"","","","OLYMPUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeKing_remakeBling","TrickshotDudeKing_remakeBling","","ROYALS","","","","3","3","","","","","","","","true","499","","","HYPERCHARGE","TID_LOADED_RICO_HYPER_BLING_SKIN","TID_LOADED_RICO_HYPER_BLING_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","","200","-100","","","","",""
"TrickshotDudeKing_remakePurple","TrickshotDudeKing_remakePurple","","ROYALS","","","","3","3","","","","","","","","true","499","","","HYPERCHARGE","TID_LOADED_RICO_HYPER_GEM_SKIN","TID_LOADED_RICO_HYPER_GEM_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","","200","-100","","","","",""
"SandstormDeepseaPurple","SandstormDeepseaPurple","","BRAWLPASS","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_NEON_JELLYFISH_SANDY_SKIN","TID_NEON_JELLYFISH_SANDY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","sandy_jellyfish_chroma_purple_tex.sctx","sandy_jellyfish_chroma_purple_tex.sctx","","","","","","","","",""
"","","","DEEPSEA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SandstormDeepseaYellow","SandstormDeepseaYellow","","BRAWLPASS","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_GLOW_JELLYFISH_SANDY_SKIN","TID_GLOW_JELLYFISH_SANDY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","sandy_jellyfish_chroma_yellow_tex.sctx","sandy_jellyfish_chroma_yellow_tex.sctx","","","","","","","","",""
"","","","DEEPSEA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"InsectManGold","InsectManGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_ANGELO_SKIN","TID_TRUE_GOLD_ANGELO_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","angelo_gold_face_tex.sctx","angelo_gold_face_tex.sctx","","","","","","","","",""
"InsectManSilver","InsectManSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_ANGELO_SKIN","TID_TRUE_SILVER_ANGELO_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","angelo_silver_face_tex.sctx","angelo_silver_face_tex.sctx","","","","","","","","",""
"AmbusherGold","AmbusherGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_LILY_SKIN","TID_TRUE_GOLD_LILY_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","lily_gold_tex_face.sctx","lily_gold_tex_face.sctx","","","","","","","","",""
"AmbusherSilver","AmbusherSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_LILY_SKIN","TID_TRUE_SILVER_LILY_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","lily_silver_tex_face.sctx","lily_silver_tex_face.sctx","","","","","","","","",""
"TwinsGold","TwinsGold","","GOLD","","","","","","","","TwinsPetGold","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_TWINS_SKIN","TID_TRUE_GOLD_TWINS_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","twins_good_gold_face_tex.sctx","twins_good_gold_face_tex.sctx","","","","","","","","",""
"TwinsSilver","TwinsSilver","","SILVER","","","","","","","","TwinsPetSilver","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_TWINS_SKIN","TID_TRUE_SILVER_TWINS_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","twins_good_silver_face_tex.sctx","twins_good_silver_face_tex.sctx","","","","","","","","",""
"TwinsPetGold","TwinsPetGold","","","","","","","","","","","","","","","","","","","","","","","","gold_materials.scw","twins_bad_gold_face_tex.sctx","twins_bad_gold_face_tex.sctx","","","","","","","","",""
"TwinsPetSilver","TwinsPetSilver","","","","","","","","","","","","","","","","","","","","","","","","silver_materials.scw","twins_bad_silver_face_tex.sctx","twins_bad_silver_face_tex.sctx","","","","","","","","",""
"AxeJugglerGold","AxeJugglerGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_MELODIE_SKIN","TID_TRUE_GOLD_MELODIE_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","melodie_gold_face_tex.sctx","melodie_gold_face_tex.sctx","","","","","","","","",""
"AxeJugglerSilver","AxeJugglerSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_MELODIE_SKIN","TID_TRUE_SILVER_MELODIE_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","melodie_silver_face_tex.sctx","melodie_silver_face_tex.sctx","","","","","","","","",""
"DragonRiderGold","DragonRiderGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_DRACO_SKIN","TID_TRUE_GOLD_DRACO_SKIN_SHOP","MODEL,TEXTURE","","","","","","","","","","","","",""
"DragonRiderSilver","DragonRiderSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_DRACO_SKIN","TID_TRUE_SILVER_DRACO_SKIN_SHOP","MODEL,TEXTURE","","","","","","","","","","","","",""
"DiggerDefault","DiggerDefault","","","","","","","","","","DiggerDrillDefault","","","","","","","","","","","","","","","moe_tex.sctx","moe_tex.sctx","","","","","","","","",""
"DiggerDrillDefault","DiggerDrillDefault","","","","","","","","","","","","","","","","","","","","","","","","","moe_tex.sctx","moe_tex.sctx","","","","","","","","",""
"DragonRiderOnceupon","DragonRiderOnceupon","","ONCEUPON","","","","","","","","","","","","","","299","","","LEGENDARY","TID_DRAGON_RIDER_DREAD_KNIGHT_SKIN","TID_DRAGON_RIDER_DREAD_KNIGHT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE,TAKEDOWN","","","","","","","","","","","","",""
"CookerOnceupon","CookerOnceupon","","ONCEUPON","","","","","","","","","","","","2750","","79","","","SUPER_RARE","TID_COOKER_DARK_KEEP_SKIN","TID_COOKER_DARK_KEEP_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","pearl_medieval_tex.sctx","pearl_medieval_tex.sctx","","","","300","","","","",""
"BeamerOnceupon","BeamerOnceupon","","ONCEUPON","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_BEAMER_MALICIOUS_SKIN","TID_BEAMER_MALICIOUS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","mandy_evilsorceress_tex.sctx","mandy_evilsorceress_tex.sctx","","","","","","","","",""
"","","","RANKED_OLD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DeadMariachiOnceupon","DeadMariachiOnceupon","","ONCEUPON","","","","","","","","","","","","","","199","","","MYTHIC","TID_DEAD_MARIACHI_POSSESSED_SKIN","TID_DEAD_MARIACHI_POSSESSED_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","poco_skullknight_tex.sctx","poco_skullknight_tex.sctx","","","","450","","","","",""
"PowerLevelerOnceupon","PowerLevelerOnceupon","","BRAWLPASS","","","","7","7","","","","","","","5000","","149","","","EPIC","TID_POWER_LEVELER_SKELETAL_SKIN","TID_POWER_LEVELER_SKELETAL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","surge_evilking_tex.sctx","surge_evilking_tex.sctx","","","600","-300","","","","",""
"","","","ONCEUPON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AttacherOnceupon","AttacherOnceupon","","ONCEUPON","","","","","","","","","","","","5000","","149","","","EPIC","TID_ATTACHER_LOCK_SKIN","TID_ATTACHER_LOCK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","kit_thief_tex.sctx","kit_thief_tex.sctx","","","-100","150","","","","",""
"ControllerOnceupon","ControllerOnceupon","","ONCEUPON","","","","","","","","","","","","5000","","149","","","EPIC","TID_CONTROLLER_KNIGHTMARE_SKIN","TID_CONTROLLER_KNIGHTMARE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","nani_demonknight_tex.sctx","nani_demonknight_tex.sctx","","","","","","","","",""
"CrowHarvest","CrowHarvest","","LUNAREVENT","","","","","","","","","","","","","","199","","","MYTHIC","TID_CROW_HARVEST_SKIN","TID_CROW_HARVEST_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","200","","","","","",""
"JesterHarvest","JesterHarvest","","LUNAREVENT","","","","","","","","","","","","5000","","149","","","EPIC","TID_JESTER_HARVEST_SKIN","TID_JESTER_HARVEST_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","chester_harvest_festival_tex.sctx","chester_harvest_festival_tex.sctx","","","","","","","","",""
"FishTankHarvest","FishTankHarvest","","LUNAREVENT","","","","","","","","","","","","2750","","79","","","SUPER_RARE","TID_FISHTANK_HARVEST_SKIN","TID_FISHTANK_HARVEST_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","fishtank_lantern_tex.sctx","fishtank_lantern_tex.sctx","","","","","","","","",""
"RopeDudeSB","RopeDudeSB","","SPONGEBOB","","","","3","3","","","","","","","","","149","","","EPIC","TID_ROPE_DUDE_PATRICK_SKIN","TID_ROPE_DUDE_PATRICK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","buzz_patrics_tex.sctx","buzz_patrics_tex.sctx","impostor_outline_none","","-100","300","","","","",""
"BarrelBotSB","BarrelBotSB","","SPONGEBOB","","","","3","3","","","","","","","","","149","","","EPIC","TID_BARREL_BOT_PLANKTON_SKIN","TID_BARREL_BOT_PLANKTON_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","darryl_plankton_tex.sctx","darryl_plankton_tex.sctx","impostor_outline_none","","200","","","","","",""
"LuchadorSB","LuchadorSB","","SPONGEBOB","","","","3","3","","","","","","","","","199","","","MYTHIC","TID_SB_PRIMO_SKIN","TID_SB_PRIMO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","primo_spongebob_tex.sctx","primo_spongebob_tex.sctx","impostor_outline_none","","","","","","","",""
"MechanicSB","MechanicSB","","SPONGEBOB","","","","3","3","","","MechanicTurretSB","","","","","","79","","","SUPER_RARE","TID_MECHANIC_SANDY_SKIN","TID_MECHANIC_SANDY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","jessie_sandy_tex.sctx","jessie_sandy_tex.sctx","impostor_outline_none","","350","","","","","",""
"UndertakerSB","UndertakerSB","","BRAWLPASS","","","","7","7","","","","","","","","","149","","","EPIC","TID_UNDERTAKER_SQUIDWARD_SKIN","TID_UNDERTAKER_SQUIDWARD_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","mortis_squidward_tex.sctx","mortis_squidward_tex.sctx","impostor_outline_none","","","-200","","","","",""
"","","","SPONGEBOB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombDudeSB","ClusterBombDudeSB","","SPONGEBOB","","","","3","3","","","ClusterBombPetSB","","","","","","79","","","SUPER_RARE","TID_CLUSTER_BOMB_DUDE_KRABS_SKIN","TID_CLUSTER_BOMB_DUDE_KRABS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","tick_mrkrabs_tex.sctx","tick_mrkrabs_tex.sctx","impostor_outline_none","","","-200","","","","",""
"SoulCollectorZombie","SoulCollectorZombie","","BRAWLOWEEN","","","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_SOUL_COLLECTOR_GRUESOME_SKIN","TID_SOUL_COLLECTOR_GRUESOME_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","gus_zombie_tex.sctx","gus_zombie_tex.sctx","","","-200","300","","","","",""
"MinigunDudeZombie","MinigunDudeZombie","","BRAWLOWEEN","","","","3","3","","","HealstationZombie","","","","5000","","149","","","EPIC","TID_MINIGUN_DUDE_PUTRID_SKIN","TID_MINIGUN_DUDE_PUTRID_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","pam_zombie_tex.sctx","pam_zombie_tex.sctx","","","","350","","","","",""
"TntDudeZombie","TntDudeZombie","","BRAWLOWEEN","","","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_TNT_DUDE_DECAYING_SKIN","TID_TNT_DUDE_DECAYING_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","dynamike_zombie_tex.sctx","dynamike_zombie_tex.sctx","","","","","","","","",""
"PercenterCursed","PercenterCursed","","BRAWLOWEEN","","","","","","","","","","","","1000","","29","","","RARE","TID_PERCENTERCURSED_CUCKOO_SKIN","TID_PERCENTERCURSED_CUCKOO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","colette_cursed_tex.sctx","colette_cursed_tex.sctx","","","","","","","","",""
"KickerDudeWorldfinal","KickerDudeWorldfinal","","WF_2024","","","","3","3","","","","","","","5000","","149","","","EPIC","TID_KICKER_DUDE_FANS_FANG_SKIN","TID_KICKER_DUDE_FANS_FANG_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","fang_sporty_tex.sctx","fang_sporty_tex.sctx","","","200","","","","","",""
"TrickshotDudeRedjacket","TrickshotDudeRedjacket","","CITY","","","","","","","","","","","","1000","","29","","","RARE","TID_TRICKSHOTDUDE_REDJACKET_SKIN","TID_TRICKSHOTDUDE_REDJACKET_SKIN_SHOP","MODEL,TEXTURE","","","rico_redjacket_tex.sctx","rico_redjacket_tex.sctx","","","","","","","","",""
"LuchadorVampire","LuchadorVampire","","BRAWLOWEEN","","","","","","","","","","","","1000","","29","","","RARE","TID_LUCHADOR_VAMPRIMO_SKIN","TID_LUCHADOR_VAMPRIMO_SKIN_SHOP","MODEL,TEXTURE","","","primo_vampire_tex.sctx","primo_vampire_tex.sctx","","","","","","","","",""
"ClusterBombPetSB","ClusterBombPetSB","","","","","","","","","","","","","","","","","","","","","","","","","tick_mrkrabs_tex.sctx","tick_mrkrabs_tex.sctx","impostor_outline_none","","","","","","","",""
"MechanicTurretSB","MechanicTurretSB","","","","","","","","","","","","","","","","","","","","","","","","","jessie_sandy_turret_face_tex.sctx","jessie_sandy_turret_face_tex.sctx","impostor_outline_none","","","","","","","",""
"SamuraiDefault","SamuraiDefault","","","","","","","","","","","","","","","","","","","","","","","","","samurai_tex.sctx","samurai_tex.sctx","","","","","","","","",""
"UndertakerSBPink","UndertakerSBPink","","BRAWLPASS","","","","7","7","","","","","","","5000","","149","","","EPIC","TID_UNDERTAKER_SQUIDWARD_PINK_SKIN","TID_UNDERTAKER_SQUIDWARD_PINK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","mortis_squidward_pink_tex.sctx","mortis_squidward_pink_tex.sctx","impostor_outline_none","","","-200","","","","",""
"","","","SPONGEBOB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UndertakerSBBlue","UndertakerSBBlue","","BRAWLPASS","","","","7","7","","","","","","","5000","","149","","","EPIC","TID_UNDERTAKER_SQUIDWARD_BLUE_SKIN","TID_UNDERTAKER_SQUIDWARD_BLUE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","mortis_squidward_blue_tex.sctx","mortis_squidward_blue_tex.sctx","impostor_outline_none","","","-200","","","","",""
"","","","SPONGEBOB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsCoversb_burger","RuffsCoversb_burger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ElectroSniperSCmake","ElectroSniperSCmake","","SC_MAKE","","","","","","","","HealingStationSummer","","","","5000","","149","","","EPIC","TID_ELECTRO_DRAGOON_BELLE_SKIN","TID_ELECTRO_DRAGOON_BELLE_SHOP","MODEL,TEXTURE,ANIM,VFX","Nana","","belle_bluedragon_tex.sctx","belle_bluedragon_tex.sctx","","","","","","","","",""
"","","","VILLAINS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","RANKED_OLD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HealstationZombie","HealstationZombie","","","","","","","","","","","","","","","","","","","","","","","","","pam_zombie_tex.sctx","pam_zombie_tex.sctx","","","","","","","","",""
"ControllerOnceuponAddon","ControllerOnceuponAddon","","","","","","","","","","","","","","","","","","","","","","","","","nani_demonknight_tex.sctx","nani_demonknight_tex.sctx","","","","","","","","",""
"VolleyballZombie","VolleyballZombie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SamuraiRare","SamuraiRare","","MEAL","","","","","","","","","","","","1000","","29","","","RARE","TID_SAMURAI_KENJI_SKIN","TID_SAMURAI_KENJI_SKIN_SHOP","MODEL,TEXTURE","","","samurai_29_gem_tex.sctx","samurai_29_gem_tex.sctx","","","","","","","","",""
"DiggerRare","DiggerRare","","MEAL","","","","","","","","DiggerDrillRare","","","","1000","","29","","","RARE","TID_DIGGER_MONTEREY_SKIN","TID_DIGGER_MONTEREY_SKIN_SHOP","MODEL,TEXTURE","","","moe_29_gem_tex.sctx","moe_29_gem_tex.sctx","","","","","","","","",""
"PowerLevelerOnceupon_Red","PowerLevelerOnceupon_Red","","BRAWLPASS","","","","7","7","","","","","","","5000","","149","","","EPIC","TID_POWER_LEVELER_VILLAINOUS_SKIN","TID_POWER_LEVELER_VILLAINOUS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","surge_evilking_red_tex.sctx","surge_evilking_red_tex.sctx","","","600","-300","","","","",""
"","","","ONCEUPON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PowerLevelerOnceupon_Gold","PowerLevelerOnceupon_Gold","","BRAWLPASS","","","","7","7","","","","","","","5000","","149","","","EPIC","TID_POWER_LEVELER_ANTI_HERO_SKIN","TID_POWER_LEVELER_ANTI_HERO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","surge_evilking_gold_tex.sctx","surge_evilking_gold_tex.sctx","","","600","-300","","","","",""
"","","","ONCEUPON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirl_Original","RocketGirl_Original","","","","","14","5","5","","RocketGirlDefault","","","","","","","","","","","TID_ROCKET_GIRL_ORIGINAL","TID_ROCKET_GIRL_ORIGINAL_SHOP","MODEL,TEXTURE","","","brock_redux_revamp_tex.sctx","brock_redux_revamp_tex.sctx","","","","","","","","",""
"DiggerDrillRare","DiggerDrillRare","","","","","","","","","","","","","","","","","","","","","","","","","moe_29_gem_tex.sctx","moe_29_gem_tex.sctx","","","","","","","","",""
"PainterGold","PainterGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_PAINTER_SKIN","TID_TRUE_GOLD_PAINTER_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","berry_gold_face_tex.sctx","berry_gold_face_tex.sctx","","","","","","","","",""
"PainterSilver","PainterSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_PAINTER_SKIN","TID_TRUE_SILVER_PAINTER_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","berry_silver_face_tex.sctx","berry_silver_face_tex.sctx","","","","","","","","",""
"CrabGold","CrabGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_CRAB_SKIN","TID_TRUE_GOLD_CRAB_SKIN_SHOP","MODEL,TEXTURE","","gold_materials_clip.scw","clancy_gold_face_tex.sctx","clancy_gold_face_tex.sctx","","","","","","","","",""
"CrabSilver","CrabSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_CRAB_SKIN","TID_TRUE_SILVER_CRAB_SKIN_SHOP","MODEL,TEXTURE","","silver_materials_clip.scw","clancy_silver_face_tex.sctx","clancy_silver_face_tex.sctx","","","","","","","","",""
"HighlightEnvironmentDefault","HighlightEnvironmentDefault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirlOriginal_gold","RocketGirlOriginal_gold","","GOLD","","","13","6","6","","RocketGirlGold","","","","","","","","","","","TID_TRUE_GOLD_BROCK_REVAMP_SKIN","TID_TRUE_GOLD_BROCK_REVAMP_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","brock_revamp_gold_face_tex.sctx","brock_revamp_gold_face_tex.sctx","","","","","","","","",""
"RocketGirlOriginal_silver","RocketGirlOriginal_silver","","SILVER","","","12","6","6","","RocketGirlSilver","","","","","","","","","","","TID_TRUE_SILVER_BROCK_REVAMP_SKIN","TID_TRUE_SILVER_BROCK_REVAMP_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","brock_revamp_silver_face_tex.sctx","brock_revamp_silver_face_tex.sctx","","","","","","","","",""
