"Name","Disabled","TileSetPrefix","BannerSWF","BannerExportName","Island","Music","GroundModel","EnvironmentModel","MaskedEnvironmentModel","CampaignGroundModel","Wall1Model","Wall1Submesh","Wall1AngleStep","Wall2Model","Wall2Submesh","Wall2AngleStep","CrateModel","CrateSubmesh","CrateAngleStep","BarrelModel","BarrelSubmesh","BarrelAngleStep","ThemedModel","ThemedSubmesh","ThemedAngleStep","Grass","ClutterModel","ClutterSubmesh","ClutterAngleStep","ClutterModel_CN","ClutterSubmesh_CN","ClutterAngleStep_CN","FragileModel","FragileSubmesh","FragileAngleStep","FragileModel_CN","FragileSubmesh_CN","FragileAngleStep_CN","WaterTileModel","FenceModel","RopeFenceModel","PayloadTrackModel","IndestructibleFenceModel","IndestructibleModel","IndestructibleSubmesh","Damageable1Model","Damageable1Submesh","Damageable1AngleStep","Damageable2Model","Damageable2Submesh","Damageable2AngleStep","Damageable3Model","Damageable3Submesh","Damageable3AngleStep","Damageable4Model","Damageable4Submesh","Damageable4AngleStep","IndestructibleDeco1Model","IndestructibleDeco1Submesh","IndestructibleDeco1AngleStep","IndestructibleDeco2Model","IndestructibleDeco2Submesh","IndestructibleDeco2AngleStep","IndestructibleDeco3Model","IndestructibleDeco3Submesh","IndestructibleDeco3AngleStep","IndestructibleDeco4Model","IndestructibleDeco4Submesh","IndestructibleDeco4AngleStep","GroundFillerModel","LaserBallSkinOverride","MineGemSpawnModelOverride","LootBoxSkinOverride","SafeSkinOverride","SafeCharacterOverride","ShowdownBoostModelOverride","MapPreviewBGColorRed","MapPreviewBGColorGreen","MapPreviewBGColorBlue","MapPreviewSkyColorRed","MapPreviewSkyColorGreen","MapPreviewSkyColorBlue","MapPreviewGemGrabSpawnHoleExportName","MapPreviewBallExportName","MapPreviewGoal1ExportName","MapPreviewGoal2ExportName","MapPreviewSafeExportName","MapPreviewCNOverrides","MapWidth","MapHeight"
,,,,,,,,,,,"sc3d/ghost_metro_wall1_geo.glb","rock_b",90,"sc3d/ghost_metro_wall1_geo.glb","rock_2b",90,"sc3d/ghost_metro_crate_geo.glb","crate_1b",,"sc3d/ghost_metro_barrel_geo.glb","barrel_1b",1,,,,,"sc3d/ghost_metro_clutter_geo.glb","deco_2",1,,,,"sc3d/ghost_metro_fragile_b_geo.glb",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/ghost_metro_wall1_geo.glb","rock_c",90,"sc3d/ghost_metro_wall1_geo.glb","rock_2c",90,"sc3d/ghost_metro_crate_geo.glb","crate_1c",,"sc3d/ghost_metro_barrel_geo.glb","barrel_1c",1,,,,,"sc3d/ghost_metro_clutter_geo.glb","deco_3",1,,,,"sc3d/ghost_metro_fragile_c_geo.glb",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/ghost_metro_wall1_geo.glb","rock_d",90,"sc3d/ghost_metro_wall1_geo.glb","rock_2d",90,"sc3d/ghost_metro_crate_geo.glb","crate_1d",,,,,,,,,"sc3d/ghost_metro_clutter_geo.glb","deco_4",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"sc3d/ghost_metro_crate_geo.glb","crate_1e",,,,,,,,,"sc3d/ghost_metro_clutter_geo.glb","deco_5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CandyStand","true","candystand_","sc/events.sc","event_candyland_banner",,"Candyland_Ingame","sc3d/bgr_candy_stand_ground_geo.glb","sc3d/bgr_candy_stand_geo.glb","sc3d/bgr_candy_stand_hold_geo.glb",,"sc3d/candy_stand_wall1_geo.glb","rock_1",,"sc3d/candy_stand_wall1_geo.glb","rock_2",,"sc3d/candy_stand_crate_geo.glb","crate_1",90,"sc3d/candy_stand_barrel_geo.glb","barrel_1",90,"sc3d/candy_stand_themed_geo.glb","lollipop_1",1,"sc3d/candy_stand_grass_geo.glb","sc3d/candy_stand_clutter_geo.glb","deco_1",1,,,1,"sc3d/candy_stand_fragile_geo.glb","cherry",180,,,,"sc3d/candy_stand_water_geo.glb","sc3d/candy_stand_fence_geo.glb","sc3d/candy_stand_rope_geo.glb",,"sc3d/candy_stand_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/candy_stand_gem_spawn_geo.glb",,,,,56,125,137,64,122,255,"candystand_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/candy_stand_clutter_geo.glb","deco_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/candy_stand_clutter_geo.glb","deco_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/candy_stand_clutter_geo.glb","Deco_4",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/candy_stand_clutter_geo.glb","deco_5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/candy_stand_clutter_geo.glb","deco_6",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hub",,"hub_","sc/events.sc","event_hub_banner",,"Lounge_Hub_Ingame","sc3d/bgr_hub_ground_geo.glb","sc3d/bgr_hub_geo.glb",,,"sc3d/hub_wall1_geo.glb","rock_hub",90,"sc3d/hub_wall2_geo.glb","rock_hub_b",0,"sc3d/hub_crate_geo.glb","crate_1",0,"sc3d/hub_barrel_geo.glb","barrel_1",1,"sc3d/hub_themed_geo.glb","trash_bin",0,"sc3d/hub_grass_geo.glb","sc3d/hub_clutter_geo.glb","deco_1",1,,,1,"sc3d/hub_fragile_geo.glb","fragile",180,,,,"sc3d/hub_water_geo.glb","sc3d/hub_fence_geo.glb","sc3d/hub_rope_geo.glb",,"sc3d/hub_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/hub_gem_spawn_geo.glb",,,,,158,85,113,3,8,58,"hub_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/hub_clutter_geo.glb","deco_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/hub_clutter_geo.glb","deco_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rooftop",,"rooftop_","sc/events.sc","event_basketball_banner",,"Brawlcade_Ingame","sc3d/bgr_bbb_rooftop_ground_geo.glb","sc3d/bgr_bbb_rooftop_geo.glb",,,"sc3d/rooftop_wall1_geo.glb","ventilation",180,"sc3d/rooftop_wall2_geo.glb","flower",,"sc3d/rooftop_crate_geo.glb","chimney",180,"sc3d/rooftop_barrel_geo.glb","trash_can",1,"sc3d/rooftop_themed_geo.glb","solar_panel",180,"sc3d/rooftop_grass_geo.glb","sc3d/rooftop_clutter_geo.glb","shoes",1,,,,"sc3d/rooftop_fragile_geo.glb","fragile_sign",1,,,,"sc3d/rooftop_water_geo.glb","sc3d/rooftop_fence_geo.glb","sc3d/rooftop_rope_geo.glb",,"sc3d/rooftop_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,44,79,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
"RumbleJungle","true","rumblejungle_","sc/events.sc","event_rumblejungle_banner",,"Brawl_Jungle_Ingame","sc3d/bgr_rumble_jungle_ground.glb","sc3d/bgr_rumble_jungle.glb",,,"sc3d/rumble_jungle_ruin.glb","ruin_2",,"sc3d/rumble_jungle_ruin.glb","ruin_1",,"sc3d/crate1.scw","crate_1",,"sc3d/barrel1.scw","barrel_1",1,"sc3d/rumble_jungle_tree_stump.glb","stump",90,"sc3d/grass7.scw","sc3d/deco_rumble_jungle.glb","deco_1",1,,,1,"sc3d/rumble_jungle_vase.glb","vase_1",1,,,,"sc3d/water_tile_rumble_jungle.scw","sc3d/fence_rumble_jungle.glb","sc3d/rumble_jungle_rope_fence.glb",,"sc3d/fence_rumble_jungle.glb","sc3d/indestructible_metal_1.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_rumble_jungle.glb",,,,,111,77,55,44,143,226,"rumblejungle_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/rumble_jungle_ruin.glb","ruin_3",,,,,,,,,,,,,,,"sc3d/deco_rumble_jungle.glb","deco_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/deco_rumble_jungle.glb","deco_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcadeShowdown",,"arcade_","sc/events.sc","event_arcade_banner",,"Brawlcade_Ingame","sc3d/bgr_arcade_showdown_ground_geo.glb","sc3d/bgr_arcade_showdown_geo.glb",,,"sc3d/arcade_wall1_geo.glb","concrete_block",90,"sc3d/arcade_wall2_geo.glb","blocker_arcade",,"sc3d/arcade_crate_geo.glb","crate_1",,"sc3d/arcade_barrel_geo.glb","barrel_arcade",1,"sc3d/arcade_themed_geo.glb","construction_sign",180,"sc3d/arcade_grass_geo.glb","sc3d/arcade_clutter_geo.glb","pothole",1,,,,"sc3d/arcade_fragile_geo.glb","traffic_cone",1,,,,"sc3d/arcade_water_geo.glb","sc3d/arcade_fence_geo.glb","sc3d/arcade_rope_geo.glb",,"sc3d/arcade_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/arcade_gem_spawn_geo.glb",,,,,50,44,79,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,,
"StuntShowdown",,"stuntshow_","sc/events.sc","event_stuntshow_banner",,"Pinstuntbrawl_Ingame","sc3d/bgr_stunt_show_showdown_ground_geo.glb","sc3d/bgr_stunt_show_showdown_geo.glb",,,"sc3d/stunt_show_wall1_geo.glb","rock_1",0,"sc3d/stunt_show_wall1_geo.glb","rock_1b",0,"sc3d/stunt_show_crate_geo.glb","crate_1",0,"sc3d/stunt_show_barrel_geo.glb","barrel_1",72,"sc3d/stunt_show_themed_geo.glb","blocking_1",90,"sc3d/stunt_show_grass_geo.glb","sc3d/stunt_show_clutter_geo.glb","deco_screw",1,,,,"sc3d/stunt_show_fragile_geo.glb","fragile",0,,,,"sc3d/stunt_show_water_geo.glb","sc3d/stunt_show_fence_geo.glb","sc3d/stunt_show_rope_geo.glb",,"sc3d/stunt_show_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/stunt_show_gem_spawn_geo.glb",,,,,47,44,96,15,24,70,"stuntshow_spawn_hole","icon_hud_pinball","brawl_ball_goal_stuntshow_red","brawl_ball_goal_stuntshow_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/stunt_show_wall1_geo.glb","rock_1_2",0,"sc3d/stunt_show_wall1_geo.glb","rock_1b_2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/stunt_show_wall1_geo.glb","rock_1_3",0,"sc3d/stunt_show_wall1_geo.glb","rock_1b_3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"StuntShowVolley",,"stuntshow_","sc/events.sc","event_stuntshow_banner",,"Pinstuntbrawl_Ingame","sc3d/bgr_stunt_show_ground_volley_geo.glb","sc3d/bgr_stunt_show_geo.glb",,,"sc3d/stunt_show_wall1_geo.glb","rock_1",0,"sc3d/stunt_show_wall1_geo.glb","rock_1b",0,"sc3d/stunt_show_crate_geo.glb","crate_1",0,"sc3d/stunt_show_barrel_geo.glb","barrel_1",72,"sc3d/stunt_show_themed_geo.glb","blocking_1",90,"sc3d/stunt_show_grass_geo.glb","sc3d/stunt_show_clutter_geo.glb","deco_screw",1,,,,"sc3d/stunt_show_fragile_geo.glb","fragile",0,,,,"sc3d/stunt_show_water_geo.glb","sc3d/stunt_show_fence_geo.glb","sc3d/stunt_show_rope_geo.glb",,"sc3d/stunt_show_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,"BallPinball","sc3d/stunt_show_gem_spawn_geo.glb",,,,,47,44,96,15,24,70,"stuntshow_spawn_hole","icon_hud_pinball","brawl_ball_goal_stuntshow_red","brawl_ball_goal_stuntshow_blue","heist_safe",,21,33
,,,,,,,,"sc3d/bgr_stunt_show_decos_bb_geo.glb",,,"sc3d/stunt_show_wall1_geo.glb","rock_1_2",0,"sc3d/stunt_show_wall1_geo.glb","rock_1b_2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"sc3d/bgr_stunt_show_decos_volley_geo.glb",,,"sc3d/stunt_show_wall1_geo.glb","rock_1_3",0,"sc3d/stunt_show_wall1_geo.glb","rock_1b_3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EnchantedForest",,"enchantedforest_","sc/events.sc","event_enchanted_banner",,"Brawl_Enchanted_Forest_Ingame","sc3d/bgr_enchanted_forest_ground_geo.glb","sc3d/bgr_enchanted_forest_geo.glb",,,"sc3d/enchanted_forest_wall1_geo.glb","rock_1",90,"sc3d/enchanted_forest_wall1_geo.glb","rock_2",90,"sc3d/enchanted_forest_crate_geo.glb","crate_1",0,"sc3d/enchanted_forest_barrel_geo.glb","barrel_1",1,"sc3d/enchanted_forest_themed_geo.glb","mushroom_1",90,"sc3d/enchanted_forest_grass_geo.glb","sc3d/enchanted_forest_clutter_geo.glb","deco_1",1,,,1,"sc3d/enchanted_forest_fragile_geo.glb","fragile",1,,,,"sc3d/enchanted_forest_water_geo.glb","sc3d/enchanted_forest_fence_geo.glb","sc3d/enchanted_forest_rope_geo.glb",,"sc3d/enchanted_forest_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/enchanted_forest_gem_spawn_geo.glb",,,,,129,31,55,24,27,57,"enchantedforest_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,"sc3d/bgr_siege_3v3_ground_lines_geo.glb",,,,"sc3d/enchanted_forest_wall1_geo.glb","rock_1b",90,"sc3d/enchanted_forest_wall1_geo.glb","rock_2b",90,,,,,,,"sc3d/enchanted_forest_themed_geo.glb","mushroom_1b",90,,"sc3d/enchanted_forest_clutter_geo.glb","deco_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/enchanted_forest_wall1_geo.glb","rock_1c",90,"sc3d/enchanted_forest_wall1_geo.glb","rock_2c",90,,,,,,,"sc3d/enchanted_forest_themed_geo.glb","mushroom_1c",90,,"sc3d/enchanted_forest_clutter_geo.glb","deco_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/enchanted_forest_wall1_geo.glb","rock_1d",90,"sc3d/enchanted_forest_wall1_geo.glb","rock_2d",90,,,,,,,,,,,"sc3d/enchanted_forest_clutter_geo.glb","deco_4",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/enchanted_forest_wall1_geo.glb","rock_1e",90,"sc3d/enchanted_forest_wall1_geo.glb","rock_1e",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/enchanted_forest_wall1_geo.glb","rock_1f",90,"sc3d/enchanted_forest_wall1_geo.glb","rock_1f",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/enchanted_forest_wall1_geo.glb","rock_1g",90,"sc3d/enchanted_forest_wall1_geo.glb","rock_1g",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RangerRanch","true","rangerranch_","sc/events.sc","event_rangerranch_banner",,"Wasteland_Ingame","sc3d/bgr_ranger_ranch_ground.glb","sc3d/bgr_ranger_ranch.glb",,,"sc3d/ranger_ranch_hay.glb","hay",1,"sc3d/ranger_ranch_rock.glb","rock",90,"sc3d/ranger_ranch_fireplace.glb","fireplace",,"sc3d/ranger_ranch_barrel.glb","barrel_1",1,"sc3d/ranger_ranch_target.glb","target",,"sc3d/grass3.scw","sc3d/ranger_ranch_deco.glb","horseshoe",1,,,,"sc3d/ranger_ranch_fragile_lantern.glb","lantern",1,,,,"sc3d/water_tile.scw","sc3d/ranger_ranch_fence.glb","sc3d/ranger_ranch_rope_fence.glb",,"sc3d/ranger_ranch_fence.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,166,117,69,136,255,"spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
"BizarreCircus","true","bizarrecircus_","sc/events.sc","event_circus_banner",,"Circus_Ingame","sc3d/bgr_bizarre_circus_ground.glb","sc3d/bgr_bizarre_circus.glb",,,"sc3d/bizarre_circus_rock.glb","rock_1",90,"sc3d/bizarre_circus_rock.glb","rock_2",90,"sc3d/bizarre_circus_dice.glb","dice_1",90,"sc3d/bizarre_circus_barrel.glb","barrel_1",1,"sc3d/bizarre_circus_pin.glb","pin",,"sc3d/grass5.scw","sc3d/bizarre_circus_deco.glb","deco_1",1,,,1,"sc3d/bizarre_circus_fragile.glb",,,,,,"sc3d/bizarre_circus_water_tile.glb","sc3d/bizarre_circus_fence.glb","sc3d/bizarre_circus_rope_fence.glb",,"sc3d/bizarre_circus_fence.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/bizarre_circus_mine_gem_spawn.glb",,,,,82,21,83,5,8,36,"bizarrecircus_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,"sc3d/bgr_bizarre_circus_skinned.glb",,,,,,,,,"sc3d/bizarre_circus_dice.glb","dice_2",90,,,,,,,,"sc3d/bizarre_circus_deco.glb","deco_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"sc3d/bizarre_circus_dice.glb","dice_3",90,,,,,,,,"sc3d/bizarre_circus_deco.glb","deco_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"sc3d/bizarre_circus_dice.glb","dice_4",90,,,,,,,,"sc3d/bizarre_circus_deco.glb","deco_4",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"sc3d/bizarre_circus_dice.glb","dice_5",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"sc3d/bizarre_circus_dice.glb","dice_6",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CoinFactory","true","coinfactory_","sc/events.sc","event_piggy_banner",,"Piggybank_Ingame","sc3d/bgr_coin_factory_ground_geo.glb","sc3d/bgr_coin_factory_geo.glb","sc3d/bgr_coin_factory_hold_geo.glb",,"sc3d/coin_factory_wall1_geo.glb","rock_1",90,"sc3d/coin_factory_wall2_geo.glb","rock_2",90,"sc3d/coin_factory_crate_geo.glb","crate_1",90,"sc3d/coin_factory_barrel_geo.glb","barrel_1",,"sc3d/coin_factory_themed_geo.glb","plant",,"sc3d/default_grass_geo.glb","sc3d/coin_factory_clutter_geo.glb","deco_1",1,,,1,"sc3d/coin_factory_fragile_geo.glb","fragile",,,,,"sc3d/coin_factory_water_geo.glb","sc3d/coin_factory_fence_geo.glb","sc3d/coin_factory_rope_geo.glb",,"sc3d/coin_factory_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/coin_factory_gem_spawn_geo.glb",,,,,127,53,83,25,25,50,"coinfactory_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_football_red","brawl_ball_goal_football_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/coin_factory_clutter_geo.glb","deco_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/coin_factory_clutter_geo.glb","deco_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CoinFactoryBB","true","coinfactory_","sc/events.sc","event_piggy_banner",,"Piggybank_Ingame","sc3d/bgr_coin_factory_ground_bb_geo.glb","sc3d/bgr_coin_factory_geo.glb","sc3d/bgr_coin_factory_hold_geo.glb",,"sc3d/coin_factory_wall1_geo.glb","rock_1",90,"sc3d/coin_factory_wall2_geo.glb","rock_2",90,"sc3d/coin_factory_crate_geo.glb","crate_1",90,"sc3d/coin_factory_barrel_geo.glb","barrel_1",,"sc3d/coin_factory_themed_geo.glb","plant",,"sc3d/default_grass_geo.glb","sc3d/coin_factory_clutter_geo.glb","deco_1",1,,,1,"sc3d/coin_factory_fragile_geo.glb","fragile",,,,,"sc3d/coin_factory_water_geo.glb","sc3d/coin_factory_fence_geo.glb","sc3d/coin_factory_rope_geo.glb",,"sc3d/coin_factory_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/coin_factory_gem_spawn_geo.glb",,,,,127,53,83,25,25,50,"coinfactory_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_football_red","brawl_ball_goal_football_blue","heist_safe",,21,33
,,,,,,,,"sc3d/bgr_coin_factory_decos_bb_geo.glb",,,,,,,,,,,,,,,,,,,"sc3d/coin_factory_clutter_geo.glb","deco_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/coin_factory_clutter_geo.glb","deco_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceIslandShowdownBB","true","iceisland_","sc/events.sc","event_frozen_banner","true","Snow_brawl","sc3d/bgr_ice_island_bbb_ground_geo.glb","sc3d/bgr_ice_island_bbb_geo.glb",,,"sc3d/ice_island_wall1_geo.glb","rock_a",30,"sc3d/ice_island_wall2_geo.glb","tree_a",1,"sc3d/ice_island_crate_geo.glb","crate_a",,"sc3d/ice_island_barrel_geo.glb","barrel_a",1,"sc3d/ice_island_themed_geo.glb","snowman_a",,"sc3d/ice_island_grass_geo.glb","sc3d/ice_island_clutter_geo.glb",,1,,,,"sc3d/ice_island_fragile_geo.glb","fragile",,,,,"sc3d/ice_island_water_geo.glb","sc3d/ice_island_fence_geo.glb","sc3d/ice_island_rope_geo.glb","sc3d/default_payload_track_geo.glb","sc3d/ice_island_indestructible_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,"sc3d/ice_island_indestructible_deco1_geo.glb","tree_fir_a",1,"sc3d/ice_island_indestructible_deco2_geo.glb","rock_a",90,"sc3d/ice_island_indestructible_deco3_1_geo.glb",,1,"sc3d/ice_island_indestructible_deco4_geo.glb",,,,,"sc3d/ice_island_gem_spawn_geo.glb",,,,,47,62,99,24,138,186,"spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red_5v5","brawl_ball_goal_blue_5v5","heist_safe",,60,60
,,,,,,,,,,,"sc3d/ice_island_wall1_geo.glb","rock_b",30,"sc3d/ice_island_wall2_geo.glb","tree_b",1,"sc3d/ice_island_crate_geo.glb","crate_b",,"sc3d/ice_island_barrel_geo.glb","barrel_b",1,"sc3d/ice_island_themed_geo.glb","snowman_b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/ice_island_indestructible_deco1_geo.glb","tree_fir_b",1,"sc3d/ice_island_indestructible_deco2_geo.glb","rock_b",90,"sc3d/ice_island_indestructible_deco3_2_geo.glb",,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/ice_island_wall2_geo.glb","tree_c",1,"sc3d/ice_island_crate_geo.glb","crate_c",,"sc3d/ice_island_barrel_geo.glb","barrel_c",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/ice_island_indestructible_deco1_geo.glb","tree_fir_c",1,"sc3d/ice_island_indestructible_deco2_geo.glb","rock_c",90,"sc3d/ice_island_indestructible_deco3_3_geo.glb",,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"sc3d/ice_island_crate_geo.glb","crate_d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/ice_island_indestructible_deco1_geo.glb","tree_fir_d",1,"sc3d/ice_island_indestructible_deco2_geo.glb","rock_d",90,"sc3d/ice_island_indestructible_deco3_4_geo.glb",,1,,,,,,,,,,,,,,,,,,,,,,,,
