"Name","Disabled","TID","LocationTheme","SupportingCampaignGround","BannerOverrideSWF","BannerOverrideExportName","GameModeVariation","Map","CommunityCredit","TrainingGroundsEnabled","RecommendedBrawler0","RecommendedBrawler1","RecommendedBrawler2","RecommendedBrawler3","RecommendedBrawler4","RecommendedBrawler5","RecommendedBrawler6","RecommendedBrawler7","RecommendedBrawler8","RecommendedBrawler9"
"Knockout521","true","TID_KNOCKOUT_521","Default",,,,"Knockout","Knockout_521","Schnauzer",,,,,,,,,,,
"Knockout522","true","TID_KNOCKOUT_522","Default",,,,"Knockout","Knockout_522","Mordeus",,,,,,,,,,,
"Heist521","true","TID_HEIST_521","Default",,,,"Heist","Bankheist_521","Arnau01",,,,,,,,,,,
"Heist522","true","TID_HEIST_522","Default",,,,"Heist","Bankheist_522","PhotonWinz",,,,,,,,,,,
"Survival521","true","TID_SHOWDOWN_521","DefaultShowdown",,,,"Showdown","Survival_521","Mordeus",,,,,,,,,,,
"SurvivalTeam521","true","TID_SHOWDOWN_521","DefaultShowdown",,,,"DuoShowdown","Survival_521","Mordeus",,,,,,,,,,,
"Survival522","true","TID_SHOWDOWN_522","DefaultShowdown",,,,"Showdown","Survival_522","asey man",,,,,,,,,,,
"SurvivalTeam522","true","TID_SHOWDOWN_522","DefaultShowdown",,,,"DuoShowdown","Survival_522","asey man",,,,,,,,,,,
"Ball523","true","TID_BALL_14A","CoinFactoryBB",,,,"BrawlBall","Laserball_14","OwenReds",,,,,,,,,,,
"Ball524","true","TID_BALL_1","CoinFactoryBB",,,,"BrawlBall","Laserball_1",,,,,,,,,,,,
"Gemgrab523","true","TID_GOLDRUSH_1","CoinFactory",,,,"GemGrab","Gemgrab_1",,,,,,,,,,,,
"Gemgrab524","true","TID_GOLDRUSH_25","CoinFactory",,,,"GemGrab","Gemgrab_16","benci",,,,,,,,,,,
"Knockout523","true","TID_MAR2021MAPS_10","CoinFactory",,,,"Knockout","Knockout_9",,,,,,,,,,,,
"Knockout524","true","TID_MAR2021MAPS_14","CoinFactory",,,,"Knockout","Knockout_8",,,,,,,,,,,,
"KingOfHill523","true","TID_KING_OF_HILL_16F","CoinFactory",,,,"KingOfHill","KingOfHill_16F",,,,,,,,,,,,
"KingOfHill524","true","TID_KING_OF_HILL_20","CoinFactory",,,,"KingOfHill","KingOfHill_14","Mordeus",,,,,,,,,,,
"Deathmatch523","true","TID_WANTED_7","CoinFactory",,,,"Deathmatch","Wanted_7",,,,,,,,,,,,
"Deathmatch524","true","TID_WANTED_6","CoinFactory",,,,"Deathmatch","Wanted_6",,,,,,,,,,,,
"Ball531","true","TID_BALL_531","Grassfield",,,,"BrawlBall","Laserball_531","Mordeus",,,,,,,,,,,
"Ball532","true","TID_BALL_532","Grassfield",,,,"BrawlBall","Laserball_532","Mordeus",,,,,,,,,,,
"Ball533","true","TID_BALL_533","Grassfield",,,,"BrawlBall","Laserball_533","Mordeus",,,,,,,,,,,
"Ball534","true","TID_BALL_534","Grassfield",,,,"BrawlBall","Laserball_534","Mordeus",,,,,,,,,,,
"Heist531","true","TID_HEIST_531","Default",,,,"Heist","Bankheist_531","Fairy",,,,,,,,,,,
"Gemgrab531","true","TID_GEMGRAB_531","Default",,,,"GemGrab","Gemgrab_531","xCLDx",,,,,,,,,,,
"Gemgrab532","true","TID_GEMGRAB_532","Default",,,,"GemGrab","Gemgrab_532","Metanoia",,,,,,,,,,,
"Knockout531","true","TID_KNOCKOUT_531","Default",,,,"Knockout","Knockout_531","mars",,,,,,,,,,,
"KingOfHill531","true","TID_HOTZONE_531","Default",,,,"KingOfHill","KingOfHill_531","OwenReds",,,,,,,,,,,
"KingOfHill532","true","TID_HOTZONE_532","Default",,,,"KingOfHill","KingOfHill_532","weisakim",,,,,,,,,,,
"Deathmatch531","true","TID_DEATHMATCH_531","Default",,,,"Deathmatch","Deathmatch_531","OwenReds",,,,,,,,,,,
"Survival531","true","TID_SHOWDOWN_531","DefaultShowdown",,,,"Showdown","Survival_531","breadyboi",,,,,,,,,,,
"SurvivalTeam531","true","TID_SHOWDOWN_531","DefaultShowdown",,,,"DuoShowdown","Survival_531","breadyboi",,,,,,,,,,,
"Gemgrab533","true","TID_GOLDRUSH_1","CoinFactory",,,,"GemGrab","Gemgrab_1",,,,,,,,,,,,
"Gemgrab534","true","TID_GEMGRAB_531","CoinFactory",,,,"GemGrab","Gemgrab_531","xCLDx",,,,,,,,,,,
"Knockout532","true","TID_KNOCKOUT_442","CoinFactory",,,,"Knockout","Knockout_442","Ascend",,,,,,,,,,,
"Knockout533","true","TID_KNOCKOUT_531","CoinFactory",,,,"Knockout","Knockout_531","mars",,,,,,,,,,,
"KingOfHill533","true","TID_HOTZONE_531","CoinFactory",,,,"KingOfHill","KingOfHill_531","OwenReds",,,,,,,,,,,
"KingOfHill534","true","TID_KING_OF_HILL_16F","CoinFactory",,,,"KingOfHill","KingOfHill_16F",,,,,,,,,,,,
"Deathmatch532","true","TID_DEATHMATCH_531","CoinFactory",,,,"Deathmatch","Deathmatch_531","OwenReds",,,,,,,,,,,
"Deathmatch533","true","TID_WANTED_7","CoinFactory",,,,"Deathmatch","Wanted_7",,,,,,,,,,,,
"Ball535","true","TID_BALL_2","CoinFactoryBB",,,,"BrawlBall","Laserball_2",,,,,,,,,,,,
"Ball536","true","TID_JAN2021MAPS_5","CoinFactoryBB",,,,"BrawlBall","Laserball_31","McBastos",,,,,,,,,,,
"Wanted531","true","TID_DEATHMATCH_512","Default",,,,"Bounty","Deathmatch_512","Gandalf",,,,,,,,,,,
"Wanted532","true","TID_DEATHMATCH_531","Default",,,,"Bounty","Deathmatch_531","OwenReds",,,,,,,,,,,
"Extraction1","true","TID_EXTRACTION_1","IslandShowdown",,,,"Extraction","SoloExtraction_1",,,,,,,,,,,,
"Extraction2","true","TID_EXTRACTION_2","IslandShowdown",,,,"Extraction","SoloExtraction_2",,,,,,,,,,,,
"Extraction3","true","TID_EXTRACTION_3","IslandShowdown",,,,"Extraction","SoloExtraction_3",,,,,,,,,,,,
"Knockout5v1","true","TID_KNOCKOUT_5V5_1","IslandShowdown",,,,"Knockout5v5","Knockout5v5_1",,,,,,,,,,,,
"Survival541","true","TID_BATTLE_ROYALE_541","ArcadeShowdown",,,,"Showdown","Survival_541",,,,,,,,,,,,
"SurvivalTeam541","true","TID_BATTLE_ROYALE_541","ArcadeShowdown",,,,"DuoShowdown","Survival_541",,,,,,,,,,,,
"Knockout541",,"TID_KNOCKOUT_541","StuntShow",,,,"Knockout","Knockout_541",,,,,,,,,,,,
"Ball541","true","TID_BALL_541","GrassfieldBeachBall",,,,"BrawlBall","Laserball_541",,,,,,,,,,,,
"Survival542","true","TID_SURVIVAL_542","DefaultShowdown",,,,"Showdown","Survival_542",,,,,,,,,,,,
"SurvivalTeam542","true","TID_SURVIVAL_542","DefaultShowdown",,,,"DuoShowdown","Survival_542",,,,,,,,,,,,
"Gemgrab547","true","TID_GOLDRUSH_11","CoinFactory",,,,"GemGrab","Gemgrab_11",,,,,,,,,,,,
"Gemgrab548","true","TID_GOLDRUSH_1","CoinFactory",,,,"GemGrab","Gemgrab_1",,,,,,,,,,,,
"Gemgrab549","true","TID_GEMGRAB_49","CoinFactory",,,,"GemGrab","Gemgrab_49",,,,,,,,,,,,
"Ball547","true","TID_BALL_22","CoinFactoryBB",,,,"BrawlBall","Laserball_12",,,,,,,,,,,,
"Ball548","true","TID_JAN2021MAPS_5","CoinFactoryBB",,,,"BrawlBall","Laserball_31",,,,,,,,,,,,
"Ball549","true","TID_BALL_541","CoinFactoryBB",,,,"BrawlBall","Laserball_541",,,,,,,,,,,,
"KingOfHill547","true","TID_KING_OF_HILL_20F","CoinFactory",,,,"KingOfHill","KingOfHill_20F",,,,,,,,,,,,
"KingOfHill548","true","TID_HOTZONE_33","CoinFactory",,,,"KingOfHill","KingOfHill_33",,,,,,,,,,,,
"KingOfHill549","true","TID_KING_OF_HILL_16F","CoinFactory",,,,"KingOfHill","KingOfHill_16F",,,,,,,,,,,,
"Knockout547","true","TID_MAR2021MAPS_10","CoinFactory",,,,"Knockout","Knockout_9",,,,,,,,,,,,
"Knockout548","true","TID_KNOCKOUT_541","CoinFactory",,,,"Knockout","Knockout_541",,,,,,,,,,,,
"Knockout549","true","TID_KNOCKOUT_442","CoinFactory",,,,"Knockout","Knockout_442",,,,,,,,,,,,
"Ball5v4","true","TID_BRAWLBALL_5V5_4","TropicalIslandShowdownBB",,,,"BrawlBall5v5","Laserball5v5_4",,,,,,,,,,,,
"Deathmatch5v4","true","TID_WANTED_5V5_4","IslandShowdown",,,,"Deathmatch5v5","Wipeout5v5_4",,,,,,,,,,,,
"Gemgrab5v5","true","TID_GEMGRAB_5V5_5","IslandShowdown",,,,"GemGrab5v5","GemGrab5v5_2m_3",,,,,,,,,,,,
"Survival543","true","TID_BATTLE_ROYALE_4","DefaultShowdown",,,,"Showdown","Survival_543",,,,,,,,,,,,
"SurvivalTeam543","true","TID_BATTLE_ROYALE_4","DefaultShowdown",,,,"DuoShowdown","Survival_543",,,,,,,,,,,,
"Survival544","true","TID_BATTLE_ROYALE_8","DefaultShowdown",,,,"Showdown","Survival_544",,,,,,,,,,,,
"SurvivalTeam544","true","TID_BATTLE_ROYALE_8","DefaultShowdown",,,,"DuoShowdown","Survival_544",,,,,,,,,,,,
"Godzillla1","true","TID_GODZILLA_RAMPAGE_1","IslandShowdown",,,,"Godzilla_TownCrush","Godzilla_1",,,,,,,,,,,,
"Extraction4","true","TID_EXTRACTION_4","IslandShowdown",,,,"Extraction","SoloExtraction_4",,,,,,,,,,,,
"Knockout5v2","true","TID_KNOCKOUT_5V5_2","BazaarIslandShowdown",,,,"Knockout5v5","Knockout5v5_2",,,,,,,,,,,,
"Godzillla2","true","TID_GODZILLA_RAMPAGE_2","IslandShowdown",,,,"Godzilla_TownCrush","Godzilla_2",,,,,,,,,,,,
"Godzillla3","true","TID_GODZILLA_RAMPAGE_3","IslandShowdown",,,,"Godzilla_TownCrush","Godzilla_3",,,,,,,,,,,,
"Survival551","true","TID_SURVIVAL_551","DefaultShowdown",,,,"Showdown","Survival_551","joop",,,,,,,,,,,
"SurvivalTeam551","true","TID_SURVIVAL_551","DefaultShowdown",,,,"DuoShowdown","Survival_551","joop",,,,,,,,,,,
"Knockout551","true","TID_KNOCKOUT_551","Default",,,,"Knockout","Knockout_551","Comicad",,,,,,,,,,,
"Knockout552",,"TID_KNOCKOUT_552","SubwaySurfers",,,,"Knockout","Knockout_552","Wizcrasher",,,,,,,,,,,
"TagTeam551","true","TID_TAGTEAM_551","Default",,,,"TagTeam","TagTeam_551","IamNumberFour",,,,,,,,,,,
"Wanted551","true","TID_WANTED_551","Default",,,,"Bounty","Wipeout_511","asey man",,,,,,,,,,,
"Godzillla4","true","TID_GODZILLA_RAMPAGE_4","IslandShowdown",,,,"Godzilla_TownCrush","Godzilla_4",,,,,,,,,,,,
"Knockout553","true","TID_KNOCKOUT_541","CoinFactory",,,,"Knockout","Knockout_541",,,,,,,,,,,,
"Ball551","true","TID_BALL_541","CoinFactoryBB",,,,"BrawlBall","Laserball_541",,,,,,,,,,,,
"Knockout554","true","TID_KNOCKOUT_551","CoinFactory",,,,"Knockout","Knockout_551","Comicad",,,,,,,,,,,
"Knockout555","true","TID_KNOCKOUT_552","CoinFactory",,,,"Knockout","Knockout_552","Wizcrasher",,,,,,,,,,,
"Wanted552","true","TID_WANTED_551","CoinFactory",,,,"Bounty","Wipeout_511","asey man",,,,,,,,,,,
"Knockout5v3","true","TID_KNOCKOUT_5V5_3","IslandShowdown",,,,"Knockout5v5","Knockout5v5_3",,,,,,,,,,,,
"Deathmatch5vk1","true","TID_KNOCKOUT_5V5_1","IslandShowdown",,,,"Deathmatch5v5","Knockout5v5_1",,,,,,,,,,,,
"Deathmatch5vk2","true","TID_KNOCKOUT_5V5_2","IslandShowdown",,,,"Deathmatch5v5","Knockout5v5_2",,,,,,,,,,,,
"Deathmatch5vk3","true","TID_KNOCKOUT_5V5_3","IslandShowdown",,,,"Deathmatch5v5","Knockout5v5_3",,,,,,,,,,,,
"Knockout5v4","true","TID_WANTED_5V5_4","IslandShowdown",,,,"Knockout5v5","Wipeout5v5_4",,,,,,,,,,,,
"Paintball1","true","TID_PAINT_1","Default",,,,"PaintBall","PaintBall_1",,,,,,,,,,,,
"Paintball2","true","TID_PAINT_2","Default",,,,"PaintBall","PaintBall_2",,,,,,,,,,,,
"Paintball3","true","TID_PAINT_3","Default",,,,"PaintBall","PaintBall_3",,,,,,,,,,,,
"SurvivalTrio1",,"TID_BATTLE_ROYALE_1","DefaultShowdown",,,,"TrioShowdown","Survival_1",,,,,,,,,,,,
"GunGame1","true","TID_BATTLE_ROYALE_1","DefaultShowdown",,,,"GunGame","Survival_1",,,,,,,,,,,,
"KillConfirmed1",,"TID_KILL_CONFIRMED_1","SubwaySurfers",,,,"KillConfirmed","SoulCollector_1",,,,,,,,,,,,
"Paintball4","true","TID_PAINT_4","SubwaySurfers",,,,"PaintBall","PaintBall_4",,,,,,,,,,,,
"Paintball5","true","TID_PAINT_5","SubwaySurfers",,,,"PaintBall","PaintBall_5",,,,,,,,,,,,
"Paintball6","true","TID_PAINT_6","Default",,,,"PaintBall","PaintBall_6",,,,,,,,,,,,
"Paintball7","true","TID_PAINT_7","Default",,,,"PaintBall","PaintBall_7",,,,,,,,,,,,
"Paintball8","true","TID_PAINT_8","Default",,,,"PaintBall","PaintBall_8",,,,,,,,,,,,
"JellyCatch1","true","TID_JELLY_CATCH_1","Default",,,,"JellyCatch","Deathmatch_2",,,,,,,,,,,,
"Wanted561","true","TID_BOUNTY_561","Default",,,,"Bounty","Wanted_561","ilas",,,,,,,,,,,
"Wanted562","true","TID_BOUNTY_562","Default",,,,"Bounty","Wanted_562","Lemonade Man",,,,,,,,,,,
"Ball561","true","TID_BALL_561","Grassfield",,,,"BrawlBall","Laserball_561","drno",,,,,,,,,,,
"Ball562","true","TID_BALL_562","Grassfield",,,,"BrawlBall","Laserball_562","Aleyturs",,,,,,,,,,,
"Gemgrab561","true","TID_GEMGRAB_561","Default",,,,"GemGrab","Gemgrab_561","Binnyboy",,,,,,,,,,,
"Gemgrab562","true","TID_GEMGRAB_562","Default",,,,"GemGrab","Gemgrab_562","DeterminedDaaf",,,,,,,,,,,
"Heist561","true","TID_BANKHEIST_561","Default",,,,"Heist","Bankheist_561","Ico",,,,,,,,,,,
"Heist562","true","TID_BANKHEIST_562","Default",,,,"Heist","Bankheist_562","BaoGab",,,,,,,,,,,
"KingOfHill561","true","TID_HOTZONE_561","Default",,,,"KingOfHill","KingOfHill_561","SokyLittlefoot",,,,,,,,,,,
"KingOfHill562","true","TID_HOTZONE_562","Default",,,,"KingOfHill","KingOfHill_562","She Fairy",,,,,,,,,,,
"Knockout561","true","TID_KNOCKOUT_561","Default",,,,"Knockout","Knockout_561","Oski01",,,,,,,,,,,
"Knockout562","true","TID_KNOCKOUT_562","Default",,,,"Knockout","Knockout_562","ZappyHype",,,,,,,,,,,
"Knockout563","true","TID_KNOCKOUT_563","Default",,,,"Knockout","Knockout_563",,,,,,,,,,,,
"Knockout564","true","TID_KNOCKOUT_564","Default",,,,"Knockout","Knockout_564",,,,,,,,,,,,
"Survival561","true","TID_SHOWDOWN_561","DefaultShowdown",,,,"Showdown","Survival_561","Ramen",,,,,,,,,,,
"SurvivalTeam561","true","TID_SHOWDOWN_561","DefaultShowdown",,,,"DuoShowdown","Survival_561","Ramen",,,,,,,,,,,
"Survival562","true","TID_SHOWDOWN_562","DefaultShowdown",,,,"Showdown","Survival_562","Aleyturs",,,,,,,,,,,
"SurvivalTeam562",,"TID_SHOWDOWN_562","DefaultShowdown",,,,"DuoShowdown","Survival_562","Aleyturs",,,,,,,,,,,
"Deathmatch561","true","TID_DEATHMATCH_561","Default",,,,"Deathmatch","Deathmatch_561","Crocodylan",,,,,,,,,,,
"Deathmatch562","true","TID_DEATHMATCH_562","Default",,,,"Deathmatch","Deathmatch_562","Ico",,,,,,,,,,,
"Gemgrab56A","true","TID_GOLDRUSH_1","Mine",,,,"GemGrab","Gemgrab_1",,,,,,,,,,,,
"Gemgrab56B","true","TID_GOLDRUSH_2","Mine",,,,"GemGrab","Gemgrab_2",,,,,,,,,,,,
"Wanted56A","true","TID_WANTED_1","Default",,,,"Bounty","Wanted_1",,,,,,,,,,,,
"Wanted56B","true","TID_WANTED_2","Default",,,,"Bounty","Wanted_2",,,,,,,,,,,,
"Heist56A","true","TID_BANKHEIST_1","Default",,,,"Heist","Bankheist_1",,,,,,,,,,,,
"Heist56B","true","TID_BANKHEIST_2","Default",,,,"Heist","Bankheist_2",,,,,,,,,,,,
"Ball56A","true","TID_BALL_1","Grassfield",,,,"BrawlBall","Laserball_1",,,,,,,,,,,,
"Ball56B","true","TID_BALL_2","Grassfield",,,,"BrawlBall","Laserball_2",,,,,,,,,,,,
"GunGame2","true","TID_BATTLE_ROYALE_2","DefaultShowdown",,,,"GunGame","Survival_2","OwenReds",,,,,,,,,,,
"GunGame3","true","TID_BATTLE_ROYALE_3","DefaultShowdown",,,,"GunGame","Survival_3",,,,,,,,,,,,
"GunGame4","true","TID_BATTLE_ROYALE_4","DefaultShowdown",,,,"GunGame","Survival_4",,,,,,,,,,,,
"GunGame5","true","TID_BATTLE_ROYALE_5","DefaultShowdown",,,,"GunGame","Survival_5","Mordeus",,,,,,,,,,,
"GunGame6","true","TID_BATTLE_ROYALE_6","DefaultShowdown",,,,"GunGame","Survival_6",,,,,,,,,,,,
"GunGame7","true","TID_BATTLE_ROYALE_7","DefaultShowdown",,,,"GunGame","Survival_7",,,,,,,,,,,,
"SurvivalTrio571","true","TID_TRIO_571","DefaultShowdown",,,,"TrioShowdown","SurvivalTrio_571","Mordeus",,,,,,,,,,,
"SurvivalTrio572","true","TID_TRIO_572","Default",,,,"TrioShowdown","SurvivalTrio_572","Mordeus",,,,,,,,,,,
"SurvivalTrio573",,"TID_TRIO_573","DefaultShowdown",,,,"TrioShowdown","SurvivalTrio_573","Mordeus",,,,,,,,,,,
"SurvivalTrio574","true","TID_TRIO_574","DefaultShowdown",,,,"TrioShowdown","SurvivalTrio_574","Mordeus",,,,,,,,,,,
"SurvivalTrio575","true","TID_TRIO_575","Default",,,,"TrioShowdown","SurvivalTrio_575","Mordeus",,,,,,,,,,,
"SurvivalTrio576","true","TID_TRIO_576","DefaultShowdown",,,,"TrioShowdown","SurvivalTrio_576","Mordeus",,,,,,,,,,,
"SurvivalTrio577","true","TID_TRIO_577","DefaultShowdown",,,,"TrioShowdown","SurvivalTrio_577","Mordeus",,,,,,,,,,,
"JellyCatch571","true","TID_JELLY_CATCH_571","Default",,,,"JellyCatch","JellyCatch_571","Mordeus",,,,,,,,,,,
"JellyCatch572","true","TID_JELLY_CATCH_572","Default",,,,"JellyCatch","JellyCatch_572","Mordeus",,,,,,,,,,,
"JellyCatch573","true","TID_JELLY_CATCH_573","Default",,,,"JellyCatch","JellyCatch_573","Mordeus",,,,,,,,,,,
"JellyCatch574","true","TID_JELLY_CATCH_574","Default",,,,"JellyCatch","JellyCatch_574","Mordeus",,,,,,,,,,,
"JellyCatch575","true","TID_JELLY_CATCH_575","Default",,,,"JellyCatch","JellyCatch_575","Mordeus",,,,,,,,,,,
"JellyCatch576","true","TID_JELLY_CATCH_576","Default",,,,"JellyCatch","JellyCatch_576","Mordeus",,,,,,,,,,,
"JellyCatch577","true","TID_JELLY_CATCH_577","Default",,,,"JellyCatch","JellyCatch_577","Mordeus",,,,,,,,,,,
"Ball571","true","TID_BALL_571","Grassfield",,,,"BrawlBall","Laserball_571","BreadyBoi",,,,,,,,,,,
"Deathmatch571","true","TID_DEATHMATCH_571","Default",,,,"Deathmatch","Deathmatch_571","Aleyturs",,,,,,,,,,,
"Gemgrab571","true","TID_GEMGRAB_571","Default",,,,"GemGrab","Gemgrab_571","Ico",,,,,,,,,,,
"Wanted571","true","TID_BOUNTY_571","Default",,,,"Bounty","Wanted_571","gradient33",,,,,,,,,,,
"KingOfHill571","true","TID_HOTZONE_571","Default",,,,"KingOfHill","KingOfHill_571","Ico",,,,,,,,,,,
"Heist571","true","TID_BANKHEIST_571","Default",,,,"Heist","Bankheist_571","Phan",,,,,,,,,,,
"Survival571","true","TID_SHOWDOWN_571","DefaultShowdown",,,,"Showdown","Survival_571","Joop",,,,,,,,,,,
"SurvivalTeam571","true","TID_SHOWDOWN_571","DefaultShowdown",,,,"DuoShowdown","Survival_571","Joop",,,,,,,,,,,
"Knockout571","true","TID_KNOCKOUT_571","Default",,,,"Knockout","Knockout_571","Volt",,,,,,,,,,,
"SurvivalLimbo1","true","TID_BATTLE_ROYALE_1","DefaultShowdown",,,,"ShowdownLimbo","SurvivalLimbo_1",,,,,,,,,,,,
"KnockoutLimbo1","true","TID_KNOCKOUT_01","Default",,,,"KnockoutLimbo","KnockoutLimbo_1",,,,,,,,,,,,
"KillConfirmed2",,"TID_KILL_CONFIRMED_2","EnchantedForest",,,,"KillConfirmed","SoulCollector_2",,,,,,,,,,,,
"KillConfirmed3",,"TID_KILL_CONFIRMED_3","SubwaySurfers",,,,"KillConfirmed","SoulCollector_3",,,,,,,,,,,,
"KillConfirmed4",,"TID_KILL_CONFIRMED_4","EnchantedForest",,,,"KillConfirmed","SoulCollector_4",,,,,,,,,,,,
"KillConfirmed5",,"TID_KILL_CONFIRMED_5","SubwaySurfers",,,,"KillConfirmed","SoulCollector_5",,,,,,,,,,,,
"KillConfirmed6",,"TID_KILL_CONFIRMED_6","EnchantedForest",,,,"KillConfirmed","SoulCollector_6",,,,,,,,,,,,
"SiegeSmall1",,"TID_SIEGE_SMALL_1","SubwaySurfers",,,,"Siege","SiegeSmall_1","Mordeus",,,,,,,,,,,
"SiegeSmall2",,"TID_SIEGE_SMALL_2","EnchantedForest",,,,"Siege","SiegeSmall_2","Mordeus",,,,,,,,,,,
"SiegeSmall3",,"TID_SIEGE_SMALL_3","SubwaySurfers",,,,"Siege","SiegeSmall_3","Mordeus",,,,,,,,,,,
"SiegeSmall4",,"TID_SIEGE_SMALL_4","EnchantedForest",,,,"Siege","SiegeSmall_4","Mordeus",,,,,,,,,,,
"SiegeSmall5",,"TID_SIEGE_SMALL_5","SubwaySurfers",,,,"Siege","SiegeSmall_5","Mordeus",,,,,,,,,,,
"SiegeSmall6",,"TID_SIEGE_SMALL_6","EnchantedForest",,,,"Siege","SiegeSmall_6","Mordeus",,,,,,,,,,,
"SiegeSmall7",,"TID_SIEGE_SMALL_7","SubwaySurfers",,,,"Siege","SiegeSmall_7","Mordeus",,,,,,,,,,,
"SiegeSmall8",,"TID_SIEGE_SMALL_8","EnchantedForest",,,,"Siege","SiegeSmall_8","Mordeus",,,,,,,,,,,
"TagTeam581","true","TID_TAGTEAM_581","KatanaKingdom",,,,"TagTeam","TagTeam_581","DeterminedDaaf",,,,,,,,,,,
"TagTeam582","true","TID_TAGTEAM_582","Default",,,,"TagTeam","TagTeam_582","xCLDx",,,,,,,,,,,
"TagTeam583","true","TID_TAGTEAM_583","Default",,,,"TagTeam","TagTeam_583","Amos the Creator",,,,,,,,,,,
"TagTeam584","true","TID_TAGTEAM_584","Default",,,,"TagTeam","TagTeam_584","Schnauzer",,,,,,,,,,,
"TagTeam585","true","TID_TAGTEAM_585","Default",,,,"TagTeam","TagTeam_585","Saaslen",,,,,,,,,,,
"TagTeam586","true","TID_TAGTEAM_586","Default",,,,"TagTeam","TagTeam_586","Slavender",,,,,,,,,,,
"TagTeam587","true","TID_TAGTEAM_587","Default",,,,"TagTeam","TagTeam_587","RiSK",,,,,,,,,,,
"TagTeam588","true","TID_TAGTEAM_588","Default",,,,"TagTeam","TagTeam_588","BreadyBoi",,,,,,,,,,,
"KingOfHill581","true","TID_HOTZONE_581","Default",,,,"KingOfHill","KingOfHill_581","diadok",,,,,,,,,,,
"KingOfHill582","true","TID_HOTZONE_582","Default",,,,"KingOfHill","KingOfHill_582","Ducc",,,,,,,,,,,
"Gemgrab581","true","TID_GEMGRAB_581","Default",,,,"GemGrab","Gemgrab_581","hank",,,,,,,,,,,
"Gemgrab582","true","TID_GEMGRAB_582","Default",,,,"GemGrab","Gemgrab_582","ethan",,,,,,,,,,,
"Knockout581","true","TID_KNOCKOUT_581","Default",,,,"Knockout","Knockout_581","AppleSaucing",,,,,,,,,,,
"Ball581","true","TID_BALL_581","BBArena",,,,"BrawlBall","Laserball_581","LEVEN",,,,,,,,,,,
"Ball582","true","TID_BALL_582","Grassfield",,,,"BrawlBall","Laserball_582","Binnyboy",,,,,,,,,,,
"Heist581","true","TID_BANKHEIST_581","Default",,,,"Heist","Bankheist_581","Contra 4000",,,,,,,,,,,
"SurvivalTrio4","true","TID_BATTLE_ROYALE_4","Default",,,,"TrioShowdown","Survival_4",,,,,,,,,,,,
"SurvivalTrio14","true","TID_BATTLE_ROYALE_17","Default",,,,"TrioShowdown","Survival_14","Maxymus",,,,,,,,,,,
"AirHockey1",,"TID_AIR_HOCKEY_1","AirHockey",,,,"AirHockey","AirHockey_1","Mordeus",,,,,,,,,,,
"AirHockey2",,"TID_AIR_HOCKEY_2","AirHockey",,,,"AirHockey","AirHockey_2",,,,,,,,,,,,
"AirHockey3",,"TID_AIR_HOCKEY_3","AirHockey",,,,"AirHockey","AirHockey_3",,,,,,,,,,,,
"AirHockey4",,"TID_AIR_HOCKEY_4","AirHockey",,,,"AirHockey","AirHockey_4",,,,,,,,,,,,
"AirHockey5",,"TID_AIR_HOCKEY_5","AirHockey",,,,"AirHockey","AirHockey_5",,,,,,,,,,,,
"AirHockey6",,"TID_AIR_HOCKEY_6","AirHockey",,,,"AirHockey","AirHockey_6","Mordeus",,,,,,,,,,,
"PayloadSingle1","true","TID_PAYLOADSINGLE_1","Mine",,,,"PayloadSingle","PayloadSingle_1","Mordeus",,,,,,,,,,,
"M001","true","TID_M_1","TropicalIslandShowdown",,,,"Arena","M_1","Mordeus",,,,,,,,,,,
"2v2Gemgrab1","true","TID_GEMGRAB_2V2_1","Default",,,,"GemGrab2v2","GemGrab2v2_1","Mordeus",,,,,,,,,,,
"2v2Gemgrab2","true","TID_GEMGRAB_2V2_2","Default",,,,"GemGrab2v2","GemGrab2v2_2","Mordeus",,,,,,,,,,,
"2v2Ball1","true","TID_BRAWLBALL_2V2_1","GrassfieldBeachBall",,,,"BrawlBall2v2","Laserball2v2_1","Mordeus",,,,,,,,,,,
"2v2Ball2","true","TID_BRAWLBALL_2V2_2","Grassfield",,,,"BrawlBall2v2","Laserball2v2_2","Mordeus",,,,,,,,,,,
"2v2KingOfHill1","true","TID_KING_OF_HILL_2V2_1","Default",,,,"KingOfHill2v2","KingOfHill2v2_1","Mordeus",,,,,,,,,,,
"2v2KingOfHill2","true","TID_KING_OF_HILL_2V2_2","Default",,,,"KingOfHill2v2","KingOfHill2v2_2","Mordeus",,,,,,,,,,,
"2v2Knockout1","true","TID_KNOCKOUT_2V2_1","Mine",,,,"Knockout2v2","Knockout2v2_1","Mordeus",,,,,,,,,,,
"2v2Knockout2","true","TID_KNOCKOUT_2V2_2","Default",,,,"Knockout2v2","Knockout2v2_2","Mordeus",,,,,,,,,,,
"2v2BasketBrawl1","true","TID_BASKET_2V2_1","Rooftop",,,,"BasketBrawl2v2","BasketBrawl2v2_1","Mordeus",,,,,,,,,,,
"2v2BasketBrawl2","true","TID_BASKET_2V2_2","Rooftop",,,,"BasketBrawl2v2","BasketBrawl2v2_2","Mordeus",,,,,,,,,,,
"2v2Gemgrab3","true","TID_GEMGRAB_2V2_3","Default",,,,"GemGrab2v2","GemGrab2v2_3","Mordeus",,,,,,,,,,,
