"Name","Disabled","Type","IntParam","GameplayGoal","TimesPerMatch","TicksCooldown","Tracker","TrackerIntParam","TrackerValue","RewardPoints","RewardType","Reward","FallbackCoins","TitleTID","DescriptionTID","TargetHero","TargetGameModes","PreviousTier","GameModeIcon","SortingOrder","Groupings","NoModifierOnly","IconAsset","IconScalePercent"
"JaeHealHpSingleMatchKnockout",,"JaeHealHpSingleMatch",,10000,,,"gameplay",,1,100,,,,"TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_TITLE","TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_DESC","Alternator","Knockout",,"Knockout",46,"JaeHealHpSingleMatch","TRUE",,
"JaeHealHpSingleMatchBounty",,"JaeHealHpSingleMatch",,10000,,,"gameplay",,1,100,,,,"TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_TITLE","TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_DESC","Alternator","Bounty",,"Bounty",46,"JaeHealHpSingleMatch","TRUE",,
"JaeHealHpSingleMatchGemGrab",,"JaeHealHpSingleMatch",,10000,,,"gameplay",,1,100,,,,"TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_TITLE","TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_DESC","Alternator","GemGrab",,"GemGrab",46,"JaeHealHpSingleMatch","TRUE",,
"JaeHealHpSingleMatchHeist",,"JaeHealHpSingleMatch",,10000,,,"gameplay",,1,100,,,,"TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_TITLE","TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_DESC","Alternator","Heist",,"Heist",46,"JaeHealHpSingleMatch","TRUE",,
"JaeHealHpSingleMatchBrawlBall",,"JaeHealHpSingleMatch",,10000,,,"gameplay",,1,100,,,,"TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_TITLE","TID_ACH_JAE_HEAL_HP_IN_ONE_MATCH_DESC","Alternator","BrawlBall",,"BrawlBall",46,"JaeHealHpSingleMatch","TRUE",,
"JetpackGirlWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","JetpackGirl",,,,47,,,,
"JetpackGirlWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"JetpackGirl",,"JetpackGirlWins1",,,,,,
"JetpackGirlWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_janet_facepalm",,"TID_ACH_WINS_3_TITLE",,"JetpackGirl",,"JetpackGirlWins2",,,,,,
"JetpackGirlWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_janet1",,"TID_ACH_WINS_4_TITLE",,"JetpackGirl",,"JetpackGirlWins3",,,,,,
"JetpackGirlWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryJanet",,"TID_ACH_WINS_5_TITLE",,"JetpackGirl",,"JetpackGirlWins4",,,,,,
"MechanicWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Mechanic",,,,48,,,,
"MechanicWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Mechanic",,"MechanicWins1",,,,,,
"MechanicWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_jessie_facepalm",,"TID_ACH_WINS_3_TITLE",,"Mechanic",,"MechanicWins2",,,,,,
"MechanicWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_jessie1",,"TID_ACH_WINS_4_TITLE",,"Mechanic",,"MechanicWins3",,,,,,
"MechanicWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryJessie",,"TID_ACH_WINS_5_TITLE",,"Mechanic",,"MechanicWins4",,,,,,
"VoodooWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Voodoo",,,,49,,,,
"VoodooWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Voodoo",,"VoodooWins1",,,,,,
"VoodooWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_selena_faceplam",,"TID_ACH_WINS_3_TITLE",,"Voodoo",,"VoodooWins2",,,,,,
"VoodooWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_juju1",,"TID_ACH_WINS_4_TITLE",,"Voodoo",,"VoodooWins3",,,,,,
"VoodooWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryVoodoo",,"TID_ACH_WINS_5_TITLE",,"Voodoo",,"VoodooWins4",,,,,,
"GeishaWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Geisha",,,,50,,,,
"GeishaWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Geisha",,"GeishaWins1",,,,,,
"GeishaWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_kaze_geisha_facepalm",,"TID_ACH_WINS_3_TITLE",,"Geisha",,"GeishaWins2",,,,,,
"GeishaWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_kaze_green",,"TID_ACH_WINS_4_TITLE",,"Geisha",,"GeishaWins3",,,,,,
"GeishaWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryKaze",,"TID_ACH_WINS_5_TITLE",,"Geisha",,"GeishaWins4",,,,,,
"KazeTakedownWithNinjaSuperShowdown",,"KazeKillEnemiesSingleNinjaUlti",,2,,,"gameplay",,1,100,,,,"TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_TITLE_SHOWDOWN","TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_DESC","Geisha","Showdown",,"Showdown",50,"KazeTakedownWithNinjaSuperShowdown","TRUE",,
"KazeTakedownWithNinjaSuperDuoShowdown",,"KazeKillEnemiesSingleNinjaUlti",,2,,,"gameplay",,1,100,,,,"TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_TITLE_SHOWDOWN","TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_DESC","Geisha","DuoShowdown",,"DuoShowdown",50,"KazeTakedownWithNinjaSuperShowdown","TRUE",,
"KazeTakedownWithNinjaSuperTrioShowdown",,"KazeKillEnemiesSingleNinjaUlti",,2,,,"gameplay",,1,100,,,,"TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_TITLE_SHOWDOWN","TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_DESC","Geisha","TrioShowdown",,"TrioShowdown",50,"KazeTakedownWithNinjaSuperShowdown","TRUE",,
"KazeTakedownWithNinjaSuperKnockout",,"KazeKillEnemiesSingleNinjaUlti",,2,,,"gameplay",,1,100,,,,"TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_TITLE","TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_DESC","Geisha","Knockout",,"Knockout",50,"KazeTakedownWithNinjaSuper","TRUE",,
"KazeTakedownWithNinjaSuperBounty",,"KazeKillEnemiesSingleNinjaUlti",,2,,,"gameplay",,1,100,,,,"TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_TITLE","TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_DESC","Geisha","Bounty",,"Bounty",50,"KazeTakedownWithNinjaSuper","TRUE",,
"KazeTakedownWithNinjaSuperGemGrab",,"KazeKillEnemiesSingleNinjaUlti",,2,,,"gameplay",,1,100,,,,"TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_TITLE","TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_DESC","Geisha","GemGrab",,"GemGrab",50,"KazeTakedownWithNinjaSuper","TRUE",,
"KazeTakedownWithNinjaSuperHeist",,"KazeKillEnemiesSingleNinjaUlti",,2,,,"gameplay",,1,100,,,,"TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_TITLE","TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_DESC","Geisha","Heist",,"Heist",50,"KazeTakedownWithNinjaSuper","TRUE",,
"KazeTakedownWithNinjaSuperBrawlBall",,"KazeKillEnemiesSingleNinjaUlti",,2,,,"gameplay",,1,100,,,,"TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_TITLE","TID_ACH_KAZE_TAKEDOWN_WITH_NINJA_SUPER_DESC","Geisha","BrawlBall",,"BrawlBall",50,"KazeTakedownWithNinjaSuper","TRUE",,
"SamuraiWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Samurai",,,,51,,,,
"SamuraiWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Samurai",,"SamuraiWins1",,,,,,
"SamuraiWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_samurai_facepalm",,"TID_ACH_WINS_3_TITLE",,"Samurai",,"SamuraiWins2",,,,,,
"SamuraiWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_samurai1",,"TID_ACH_WINS_4_TITLE",,"Samurai",,"SamuraiWins3",,,,,,
"SamuraiWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryKenji",,"TID_ACH_WINS_5_TITLE",,"Samurai",,"SamuraiWins4",,,,,,
"AttacherWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Attacher",,,,52,,,,
"AttacherWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Attacher",,"AttacherWins1",,,,,,
"AttacherWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_kit_facepalm",,"TID_ACH_WINS_3_TITLE",,"Attacher",,"AttacherWins2",,,,,,
"AttacherWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_kit1",,"TID_ACH_WINS_4_TITLE",,"Attacher",,"AttacherWins3",,,,,,
"AttacherWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryKit",,"TID_ACH_WINS_5_TITLE",,"Attacher",,"AttacherWins4",,,,,,
"KitKillAttachedSingleMatchDuoShowdown",,"KitKillWhileAttached",,2,,,"gameplay",,1,100,,,,"TID_ACH_KIT_HEAL_YOURSELF_IN_ONE_MATCH_TITLE_SHOWDOWN","TID_ACH_KIT_HEAL_YOURSELF_IN_ONE_MATCH_DESC","Attacher","DuoShowdown",,"DuoShowdown",52,"KitKillAttachedSingleMatchShowdown","TRUE",,
"KitKillAttachedSingleMatchTrioShowdown",,"KitKillWhileAttached",,2,,,"gameplay",,1,100,,,,"TID_ACH_KIT_HEAL_YOURSELF_IN_ONE_MATCH_TITLE_SHOWDOWN","TID_ACH_KIT_HEAL_YOURSELF_IN_ONE_MATCH_DESC","Attacher","TrioShowdown",,"TrioShowdown",52,"KitKillAttachedSingleMatchShowdown","TRUE",,
"KitKillAttachedSingleMatchKnockout",,"KitKillWhileAttached",,2,,,"gameplay",,1,100,,,,"TID_ACH_KIT_HEAL_YOURSELF_IN_ONE_MATCH_TITLE","TID_ACH_KIT_HEAL_YOURSELF_IN_ONE_MATCH_DESC","Attacher","Knockout",,"Knockout",52,"KitKillAttachedSingleMatch","TRUE",,
"KitKillAttachedSingleMatchBounty",,"KitKillWhileAttached",,2,,,"gameplay",,1,100,,,,"TID_ACH_KIT_HEAL_YOURSELF_IN_ONE_MATCH_TITLE","TID_ACH_KIT_HEAL_YOURSELF_IN_ONE_MATCH_DESC","Attacher","Bounty",,"Bounty",52,"KitKillAttachedSingleMatch","TRUE",,
"KitKillAttachedSingleMatchGemGrab",,"KitKillWhileAttached",,2,,,"gameplay",,1,100,,,,"TID_ACH_KIT_HEAL_YOURSELF_IN_ONE_MATCH_TITLE","TID_ACH_KIT_HEAL_YOURSELF_IN_ONE_MATCH_DESC","Attacher","GemGrab",,"GemGrab",52,"KitKillAttachedSingleMatch","TRUE",,
"KitKillAttachedSingleMatchHeist",,"KitKillWhileAttached",,2,,,"gameplay",,1,100,,,,"TID_ACH_KIT_HEAL_YOURSELF_IN_ONE_MATCH_TITLE","TID_ACH_KIT_HEAL_YOURSELF_IN_ONE_MATCH_DESC","Attacher","Heist",,"Heist",52,"KitKillAttachedSingleMatch","TRUE",,
"KitKillAttachedSingleMatchBrawlBall",,"KitKillWhileAttached",,2,,,"gameplay",,1,100,,,,"TID_ACH_KIT_HEAL_YOURSELF_IN_ONE_MATCH_TITLE","TID_ACH_KIT_HEAL_YOURSELF_IN_ONE_MATCH_DESC","Attacher","BrawlBall",,"BrawlBall",52,"KitKillAttachedSingleMatch","TRUE",,
"TwinsWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Twins",,,,53,,,,
"TwinsWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Twins",,"TwinsWins1",,,,,,
"TwinsWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_twin_facepalm",,"TID_ACH_WINS_3_TITLE",,"Twins",,"TwinsWins2",,,,,,
"TwinsWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_twins1",,"TID_ACH_WINS_4_TITLE",,"Twins",,"TwinsWins3",,,,,,
"TwinsWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryTwins",,"TID_ACH_WINS_5_TITLE",,"Twins",,"TwinsWins4",,,"LarryTakedownWithEachTwinInSecondsShowdown",,,
"LarryTakedownWithEachTwinInSecondsShowdown","true",,,,,,"larry_takedown_with_each_twin_in_seconds",,3,100,,,,"TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_TITLE_SHOWDOWN","TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_DESC","Twins","Showdown",,"Showdown",53,"LarryTakedownWithEachTwinInSecondsShowdown","TRUE",,
"LarryTakedownWithEachTwinInSecondsDuoShowdown","true",,,,,,"larry_takedown_with_each_twin_in_seconds",,3,100,,,,"TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_TITLE_SHOWDOWN","TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_DESC","Twins","DuoShowdown",,"DuoShowdown",53,"LarryTakedownWithEachTwinInSecondsShowdown","TRUE",,
"LarryTakedownWithEachTwinInSecondsTrioShowdown","true",,,,,,"larry_takedown_with_each_twin_in_seconds",,3,100,,,,"TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_TITLE_SHOWDOWN","TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_DESC","Twins","TrioShowdown",,"TrioShowdown",53,"LarryTakedownWithEachTwinInSeconds","TRUE",,
"LarryTakedownWithEachTwinInSecondsKnockout","true",,,,,,"larry_takedown_with_each_twin_in_seconds",,3,100,,,,"TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_TITLE","TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_DESC","Twins","Knockout",,"Knockout",53,"LarryTakedownWithEachTwinInSeconds","TRUE",,
"LarryTakedownWithEachTwinInSecondsBounty","true",,,,,,"larry_takedown_with_each_twin_in_seconds",,3,100,,,,"TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_TITLE","TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_DESC","Twins","Bounty",,"Bounty",53,"LarryTakedownWithEachTwinInSeconds","TRUE",,
"LarryTakedownWithEachTwinInSecondsGemGrab","true",,,,,,"larry_takedown_with_each_twin_in_seconds",,3,100,,,,"TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_TITLE","TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_DESC","Twins","GemGrab",,"GemGrab",53,"LarryTakedownWithEachTwinInSeconds","TRUE",,
"LarryTakedownWithEachTwinInSecondsHeist","true",,,,,,"larry_takedown_with_each_twin_in_seconds",,3,100,,,,"TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_TITLE","TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_DESC","Twins","Heist",,"Heist",53,"LarryTakedownWithEachTwinInSeconds","TRUE",,
"LarryTakedownWithEachTwinInSecondsBrawlBall","true",,,,,,"larry_takedown_with_each_twin_in_seconds",,3,100,,,,"TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_TITLE","TID_ACH_LARRY_TAKEDOWN_WITH_EACH_TWIN_IN_SECONDS_DESC","Twins","BrawlBall",,"BrawlBall",53,"LarryTakedownWithEachTwinInSeconds","TRUE",,
"NinjaWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Ninja",,,,54,,,,
"NinjaWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Ninja",,"NinjaWins1",,,,,,
"NinjaWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_leon_facepalm",,"TID_ACH_WINS_3_TITLE",,"Ninja",,"NinjaWins2",,,,,,
"NinjaWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_leon1",,"TID_ACH_WINS_4_TITLE",,"Ninja",,"NinjaWins3",,,,,,
"NinjaWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryLeon",,"TID_ACH_WINS_5_TITLE",,"Ninja",,"NinjaWins4",,,,,,
"LeonTakedownBrawlersInOneMatchWithoutDyingShowdown",,"LeonTakedownWithoutDying",,4,,,"gameplay",,1,100,,,,"TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_TITLE_SHOWDOWN","TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_DESC","Ninja","Showdown",,"Showdown",54,"LeonTakedownBrawlersInOneMatchWithoutDyingShowdown","TRUE",,
"LeonTakedownBrawlersInOneMatchWithoutDyingDuoShowdown",,"LeonTakedownWithoutDying",,4,,,"gameplay",,1,100,,,,"TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_TITLE_SHOWDOWN","TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_DESC","Ninja","DuoShowdown",,"DuoShowdown",54,"LeonTakedownBrawlersInOneMatchWithoutDyingShowdown","TRUE",,
"LeonTakedownBrawlersInOneMatchWithoutDyingTrioShowdown",,"LeonTakedownWithoutDying",,4,,,"gameplay",,1,100,,,,"TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_TITLE_SHOWDOWN","TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_DESC","Ninja","TrioShowdown",,"TrioShowdown",54,"LeonTakedownBrawlersInOneMatchWithoutDyingShowdown","TRUE",,
"LeonTakedownBrawlersInOneMatchWithoutDyingKnockout",,"LeonTakedownWithoutDying",,4,,,"gameplay",,1,100,,,,"TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_TITLE","TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_DESC","Ninja","Knockout",,"Knockout",54,"LeonTakedownBrawlersInOneMatchWithoutDying","TRUE",,
"LeonTakedownBrawlersInOneMatchWithoutDyingBounty",,"LeonTakedownWithoutDying",,4,,,"gameplay",,1,100,,,,"TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_TITLE","TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_DESC","Ninja","Bounty",,"Bounty",54,"LeonTakedownBrawlersInOneMatchWithoutDying","TRUE",,
"LeonTakedownBrawlersInOneMatchWithoutDyingGemGrab",,"LeonTakedownWithoutDying",,4,,,"gameplay",,1,100,,,,"TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_TITLE","TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_DESC","Ninja","GemGrab",,"GemGrab",54,"LeonTakedownBrawlersInOneMatchWithoutDying","TRUE",,
"LeonTakedownBrawlersInOneMatchWithoutDyingHeist",,"LeonTakedownWithoutDying",,4,,,"gameplay",,1,100,,,,"TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_TITLE","TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_DESC","Ninja","Heist",,"Heist",54,"LeonTakedownBrawlersInOneMatchWithoutDying","TRUE",,
"LeonTakedownBrawlersInOneMatchWithoutDyingBrawlBall",,"LeonTakedownWithoutDying",,4,,,"gameplay",,1,100,,,,"TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_TITLE","TID_ACH_LEON_TAKEDOWN_BRAWLERS_IN_ONE_MATCH_WITHOUT_DYING_DESC","Ninja","BrawlBall",,"BrawlBall",54,"LeonTakedownBrawlersInOneMatchWithoutDying","TRUE",,
"AmbusherWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Ambusher",,,,55,,,,
"AmbusherWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Ambusher",,"AmbusherWins1",,,,,,
"AmbusherWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_lili_facepalm",,"TID_ACH_WINS_3_TITLE",,"Ambusher",,"AmbusherWins2",,,,,,
"AmbusherWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_lily1",,"TID_ACH_WINS_4_TITLE",,"Ambusher",,"AmbusherWins3",,,,,,
"AmbusherWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryLily",,"TID_ACH_WINS_5_TITLE",,"Ambusher",,"AmbusherWins4",,,,,,
"DuplicatorWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Duplicator",,,,56,,,,
"DuplicatorWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Duplicator",,"DuplicatorWins1",,,,,,
"DuplicatorWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_lola_facepalm",,"TID_ACH_WINS_3_TITLE",,"Duplicator",,"DuplicatorWins2",,,,,,
"DuplicatorWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_lola1",,"TID_ACH_WINS_4_TITLE",,"Duplicator",,"DuplicatorWins3",,,,,,
"DuplicatorWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryLola",,"TID_ACH_WINS_5_TITLE",,"Duplicator",,"DuplicatorWins4",,,,,,
"IceDudeWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","IceDude",,,,57,,,,
"IceDudeWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"IceDude",,"IceDudeWins1",,,,,,
"IceDudeWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_lou_facepalm",,"TID_ACH_WINS_3_TITLE",,"IceDude",,"IceDudeWins2",,,,,,
"IceDudeWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_lou1",,"TID_ACH_WINS_4_TITLE",,"IceDude",,"IceDudeWins3",,,,,,
"IceDudeWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryLou",,"TID_ACH_WINS_5_TITLE",,"IceDude",,"IceDudeWins4",,,,,,
"MorningstarWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Morningstar",,,,58,,,,
"MorningstarWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Morningstar",,"MorningstarWins1",,,,,,
"MorningstarWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_lumi_facepalm",,"TID_ACH_WINS_3_TITLE",,"Morningstar",,"MorningstarWins2",,,,,,
"MorningstarWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_lumi1",,"TID_ACH_WINS_4_TITLE",,"Morningstar",,"MorningstarWins3",,,,,,
"MorningstarWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryLumi",,"TID_ACH_WINS_5_TITLE",,"Morningstar",,"MorningstarWins4",,,,,,
"LumiTakedownBrawlersRecallingGauntletsAtOnceShowdown","true",,,2,,,"lumi_takedown_brawlers_recalling_gauntlets_at_once",,1,100,,,,"TID_ACH_LUMI_TAKEDOWN_BRAWLERS_RECALLING_GAUNTLETS_AT_ONCE_TITLE_SHOWDOWN","TID_ACH_LUMI_TAKEDOWN_BRAWLERS_RECALLING_GAUNTLETS_AT_ONCE_DESC","Morningstar","Showdown",,"Showdown",59,"LumiTakedownBrawlersRecallingGauntletsAtOnceShowdown","TRUE",,
"LumiTakedownBrawlersRecallingGauntletsAtOnceDuoShowdown","true",,,2,,,"lumi_takedown_brawlers_recalling_gauntlets_at_once",,1,100,,,,"TID_ACH_LUMI_TAKEDOWN_BRAWLERS_RECALLING_GAUNTLETS_AT_ONCE_TITLE_SHOWDOWN","TID_ACH_LUMI_TAKEDOWN_BRAWLERS_RECALLING_GAUNTLETS_AT_ONCE_DESC","Morningstar","DuoShowdown",,"DuoShowdown",59,"LumiTakedownBrawlersRecallingGauntletsAtOnceShowdown","TRUE",,
"LumiTakedownBrawlersRecallingGauntletsAtOnceTrioShowdown","true",,,2,,,"lumi_takedown_brawlers_recalling_gauntlets_at_once",,1,100,,,,"TID_ACH_LUMI_TAKEDOWN_BRAWLERS_RECALLING_GAUNTLETS_AT_ONCE_TITLE_SHOWDOWN","TID_ACH_LUMI_TAKEDOWN_BRAWLERS_RECALLING_GAUNTLETS_AT_ONCE_DESC","Morningstar","TrioShowdown",,"TrioShowdown",59,"LumiTakedownBrawlersRecallingGauntletsAtOnceShowdown","TRUE",,
"LumiTakedownBrawlersRecallingGauntletsAtOnceKnockout","true",,,2,,,"lumi_takedown_brawlers_recalling_gauntlets_at_once",,1,100,,,,"TID_ACH_LUMI_TAKEDOWN_BRAWLERS_RECALLING_GAUNTLETS_AT_ONCE_TITLE","TID_ACH_LUMI_TAKEDOWN_BRAWLERS_RECALLING_GAUNTLETS_AT_ONCE_DESC","Morningstar","Knockout",,"Knockout",59,"LumiTakedownBrawlersRecallingGauntletsAtOnce","TRUE",,
