TID,IT
TID_CLUB_EVENTS_ONBOARDING_PAGE_1_TITLE,Scopri\ni GIOCHI DEL CLUB settimanali!
TID_CLUB_EVENTS_ONBOARDING_NEW_GAME,Nuovo evento del club!
TID_CLUB_EVENTS_ONBOARDING_PAGE_2_TITLE,LEGA DEI CLUB
TID_CLUB_EVENTS_ONBOARDING_PAGE_2_DESCRIPTION,Gareggia contro altri club!\nScala le divisioni!
TID_CLUB_EVENTS_ONBOARDING_PAGE_3_TITLE,MISSIONI DEL CLUB
TID_CLUB_EVENTS_ONBOARDING_PAGE_3_DESCRIPTION,Completa le missioni col club!
TID_CLUB_EVENTS_ONBOARDING_PAGE_4_1,Gioca col club a un evento per settimana!
TID_CLUB_EVENTS_ONBOARDING_PAGE_4_2,Guadagna monete del club!
TID_CLUB_EVENTS_ONBOARDING_PAGE_4_3,Avanza più in fretta con le offerte del negozio del club!
TID_SUGGEST_TITLE,Consiglia brawler
TID_CLUB_LEAGUE_TOP_24_REWARDS,Tutti i giocatori possono ritirare i premi di fine settimana.
TID_CLUB_LEAGUE_STARTS_IN,La Lega dei club inizia tra:
TID_CLUB_QUESTS_STARTS_IN,Le Missioni del club iniziano tra:
TID_SHOWDOWN_71,Parco salterino
TID_SHOWDOWN_72,Circuito dei brawler
TID_SHOWDOWN_73,Rincorsa coi teletrasporti
TID_CLUB_QUESTS_NOT_AVAILABLE,Le Missioni del club non sono al momento disponibili.
TID_CLUB_LEAGUE_NOT_AVAILABLE,La Lega dei club non è al momento disponibile.
TID_CLUB_QUESTS_WEEK_ACTIVE,SETT. DELLE MISSIONI attiva per:
TID_CLUB_LEAGUE_WEEK_ACTIVE,SETT. DELLA LEGA attiva per:
TID_CLUB_EVENTS_ACTIVE,In corso
TID_CLUB_EVENTS_STARTING,A breve
TID_CLUB_EVENTS_WAITING,In attesa
TID_CLUB_LEAGUE_PREVIOUS_WEEK,SETT. PRECEDENTE
TID_CLUB_LEAGUE_RESULTS,Risultati:
TID_CLUB_LEAGUE_WEEK_STARTS_IN_SHORT,SETT. DELLA LEGA tra:
TID_CLUB_QUESTS_WEEK_STARTS_IN_SHORT,SETT. DELLE MISSIONI tra:
TID_CLUB_LEAGUE_WEEK_STARTS_IN,La prossima sett. della Lega dei club inizia tra: <TIME>
TID_CLUB_QUESTS_WEEK_STARTS_IN,La prossima sett. delle Missioni del club inizia tra: <TIME>
TID_CLUB_LEAGUE_WEEK_SCHEDULE,PROGRAMMA
TID_CLUB_QUESTS_PREVIOUS_WEEK_REWARD,PREMIO DELLA SETT. PRECEDENTE
TID_CLUB_LEAGUE_WEEK_STARTS_IN_TEXT,Prossima sett. della Lega
TID_CLUB_LEAGUE_WEEK_STARTS_IN_TIME,Inizia tra: <TIME>
TID_CLUB_EVENTS_PREVIOUS_WEEK,SETTIMANA TERMINATA!
TID_BT21_SANDY_SKIN,SANDY KOYA
TID_BT21_SANDY_SKIN_SHOP,SANDY\nKOYA
TID_BT21_EDGAR_SKIN,EDGAR TATA
TID_BT21_EDGAR_SKIN_SHOP,EDGAR\nTATA
TID_BT21_RUFFS_SKIN,RINGHIO CHIMMY
TID_BT21_RUFFS_SKIN_SHOP,RINGHIO\nCHIMMY
TID_BT21_BULL_SKIN,BULL MANG
TID_BT21_BULL_SKIN_SHOP,BULL\nMANG
TID_BT21_BIBI_SKIN,BIBI RJ
TID_BT21_BIBI_SKIN_SHOP,BIBI\nRJ
TID_BT21_JACKY_SKIN,JACKY COOKY
TID_BT21_JACKY_SKIN_SHOP,JACKY\nCOOKY
TID_BT21_TICK_SKIN,TICK SHOOKY
TID_BT21_TICK_SKIN_SHOP,TICK\nSHOOKY
TID_POSTAL_BROCK_SKIN,BROCK POSTINO
TID_POSTAL_BROCK_SKIN_SHOP,BROCK\nPOSTINO
TID_MAKE_EMZ_SKIN,DJ 3.M.Z
TID_MAKE_EMZ_SKIN_SHOP,DJ 3.M.Z
TID_SHARK_JAW_COLT_SKIN,COLT DENTI DA SQUALO
TID_SHARK_JAW_COLT_SKIN_SHOP,COLT\nDENTI DA SQUALO
TID_OCTO_FANG_SKIN,FANG POLPO
TID_OCTO_FANG_SKIN_SHOP,FANG\nPOLPO
TID_CORAL_BELLE_SKIN,BELLE CORALLINA
TID_CORAL_BELLE_SKIN_SHOP,BELLE\nCORALLINA
TID_PHARA_OTIS_SKIN,FARAOTIS
TID_PHARA_OTIS_SKIN_SHOP,FARAOTIS
TID_RANKED_SUGGESTING_BRAWLER,Suggerimento di un brawler per <NAME>
TID_RANKED_BRAWLER_SUGGESTED,BRAWLER PROPOSTO
TID_RANKED_SUGGESTION,<NAME> ha proposto <BRAWLER>.
TID_CLUB_EVENTS_STARTS_IN,Inizia tra:
TID_CLUB_EVENTS_ACTIVE_FOR,Attivo per:
TID_GAME_MODE_28,CACCIATORI
TID_GAME_MODE_28_DESC,La stagione di caccia è aperta!\n\nAccumula punti eliminando i nemici. Il primo giocatore che totalizza <MAX_SCORE> punti vince lo scontro.
TID_DEATHMATCH_FFA_INTRO_TEXT,Sconfiggi gli avversari!
TID_NOTIFICATION_DEATHMATCH_FFA,Nuova mappa di CACCIATORI disponibile! Giocaci per ottenere nuovi premi!
TID_DEATHMATCH_FFA_1,Campo delle peripezie
TID_DEATHMATCH_FFA_2,Stagione di caccia
TID_DEATHMATCH_FFA_3,Abbondanza di prede
TID_DEATHMATCH_FFA_4,Attacco risoluto
TID_DEATHMATCH_FFA_5,Senza via di scampo
TID_DEATHMATCH_FFA_6,Orme del nemico
TID_DEATHMATCH_FFA_7,Omega
TID_CLUB_EVENTS_CHANGED_CLUB,Puoi contribuire esclusivamente ai progressi del club con cui hai iniziato la settimana.\n\nAttendi la prossima per aiutare questo club!\n\nLa prossima settimana inizia tra: <TIME>
TID_CLUB_QUESTS_CURRENT_CLUB_POINTS,Punti totali guadagnati dal club questa settimana
TID_CLUB_QUESTS_THIS_WEEKS_QUESTS,MISSIONI DEL CLUB DELLA SETTIMANA
TID_SPEC_ABI_ARTILLERY_DUDE_1,RICCO BOTTINO
TID_SPEC_ABI_ARTILLERY_DUDE_1_DESC,L'oro dei sacchetti che si rompono copre un'area più ampia del <c00cc00><VALUE1>%</c>.
TID_SPEC_ABI_ARTILLERY_DUDE_2,MORTAIO PESANTE
TID_SPEC_ABI_ARTILLERY_DUDE_2_DESC,"Quando viene schierato, il mortaio di Penny causa <c00cc00><VALUE1></c> punti danno ai nemici nelle vicinanze e li respinge."
TID_ACCESSORY_ARTILLERY_DUDE_GADGET_1,BARILE DI SALE
TID_ACCESSORY_ARTILLERY_DUDE_GADGET_1_DESC,Penny lascia cadere un barile di sale che blocca i proiettili nemici. È anche utile per spararci contro e rompere i sacchetti d'oro.
TID_ACCESSORY_ARTILLERY_DUDE_GADGET_2,BINOCOLO DEL CAPITANO
TID_ACCESSORY_ARTILLERY_DUDE_GADGET_2_DESC,Il mortaio di Penny spara a tutti i nemici visibili a portata di tiro.
TID_RANDOM_GAME_MODE_DESC,"Partecipa a una mischia che prevederà un miscuglio di modalità, mappe e modificatori diversi. Chissà quale combinazione otterrai!"
TID_CLUB_QUESTS_EXPIRED,MISSIONE SCADUTA
TID_CLUB_LEAGUE_ACTIVE,SETT. DELLA LEGA attiva
TID_CLUB_QUESTS_TUTORIAL,Accumula punti per il club completando le 3 missioni del club di questa settimana.
TID_CLUB_QUESTS_YOUR_QUESTS,MISSIONI DEL CLUB DELLA SETTIMANA
TID_CLUB_QUESTS_NEW_QUESTS,NUOVE MISSIONI DEL CLUB
TID_CLUB_QUESTS_REWARDS_INCREASED,Le ricompense massime per la Lega dei club e le Missioni del club sono aumentate.
TID_BRAWLBALL_441,Doppio pericolo
TID_BRAWLBALL_442,Rimbalzi imprevedibili
TID_KNOCKOUT_441,Nemici nascosti
TID_KNOCKOUT_442,Alla luce del sole
TID_BANKHEIST_441,Rive del fiume
TID_BANKHEIST_442,Tre pozzi di petrolio
TID_GEMGRAB_441,Bicchiere mezzo pieno
TID_GEMGRAB_442,Dualità
TID_BOUNTY_441,Non voltarti
TID_BOUNTY_442,Fianco a fianco
TID_HOTZONE_441,Tridente
TID_HOTZONE_442,Squilibrio
TID_SHOWDOWN_441,Spirale velenosa
TID_SHOWDOWN_442,Vista dall'alto
TID_TRUE_GOLD_FANG_SKIN,FANG 24 CARATI
TID_TRUE_GOLD_FANG_SKIN_SHOP,FANG\n24 CARATI
TID_TRUE_SILVER_FANG_SKIN,FANG ARGENTEO
TID_TRUE_SILVER_FANG_SKIN_SHOP,FANG\nARGENTEO
TID_TRUE_GOLD_BONNIE_SKIN,BONNIE 24 CARATI
TID_TRUE_GOLD_BONNIE_SKIN_SHOP,BONNIE\n24 CARATI
TID_TRUE_SILVER_BONNIE_SKIN,BONNIE ARGENTEA
TID_TRUE_SILVER_BONNIE_SKIN_SHOP,BONNIE\nARGENTEA
TID_TRUE_GOLD_JANET_SKIN,JANET 24 CARATI
TID_TRUE_GOLD_JANET_SKIN_SHOP,JANET\n24 CARATI
TID_TRUE_SILVER_JANET_SKIN,JANET ARGENTEA
TID_TRUE_SILVER_JANET_SKIN_SHOP,JANET\nARGENTEA
TID_TRUE_GOLD_GROM_SKIN,GROM 24 CARATI
TID_TRUE_GOLD_GROM_SKIN_SHOP,GROM\n24 CARATI
TID_TRUE_SILVER_GROM_SKIN,GROM ARGENTEO
TID_TRUE_SILVER_GROM_SKIN_SHOP,GROM\nARGENTEO
TID_TRUE_GOLD_EVE_SKIN,EVE 24 CARATI
TID_TRUE_GOLD_EVE_SKIN_SHOP,EVE\n24 CARATI
TID_TRUE_SILVER_EVE_SKIN,EVE ARGENTEA
TID_TRUE_SILVER_EVE_SKIN_SHOP,EVE\nARGENTEA
TID_BRAWL_PASS_SEASON_12,MISCHIA NEGLI ABISSI
TID_TRIPLE_TAKEDOWN,TRIPLA ELIMINAZIONE!
TID_QUAD_TAKEDOWN,ELIMINAZIONE\nQUADRUPLA!
TID_WEAPON_THROWER,SAM
TID_WEAPON_THROWER_SHORT_DESC,SICARIO
TID_WEAPON_THROWER_DESC,"Sam Bronson è un ex operaio che ha giurato vendetta contro TUTTI i robot. Nella banda di Bracciodoro, è quello che ti mena prima di fare domande ed è sempre pronto a rubare del bottino, soprattutto se c'è da fare a pezzi qualche testa di latta."
TID_WEAPON_THROWER_WEAPON,UNO-DUE
TID_WEAPON_THROWER_WEAPON_DESC,"Sam sferra due pugni potenti, che acquistano ancora più forza quando indossa i suoi guanti metallici."
TID_WEAPON_THROWER_ULTI,ZANNE METALLICHE
TID_WEAPON_THROWER_ULTI_DESC,"Sam lancia le sue Zanne metalliche, che rimangono al suolo dopo aver danneggiato tutti i nemici nella loro traiettoria. Quando usa la super nuovamente, le Zanne gli ritornano in mano e colpiscono gli avversari che si trovano in mezzo."
TID_SPEC_ABI_WEAPON_THROWER_1,RECUPERO ISTANTANEO
TID_SPEC_ABI_WEAPON_THROWER_1_DESC,"Quando riprende le Zanne metalliche, Sam recupera istantaneamente il <c00cc00><VALUE1>%</c> della salute mancante."
TID_SPEC_ABI_WEAPON_THROWER_2,RICARICA REMOTA
TID_SPEC_ABI_WEAPON_THROWER_2_DESC,"Quando le Zanne metalliche rimangono al suolo e i nemici sono accanto a loro, Sam ricarica la super."
TID_ACCESSORY_WEAPON_THROWER_GADGET_1,CAMPO MAGNETICO
TID_ACCESSORY_WEAPON_THROWER_GADGET_1_DESC,"Quando le Zanne metalliche rimangono al suolo, Sam può attivarle per attirare i nemici vicini a loro."
TID_ACCESSORY_WEAPON_THROWER_GADGET_2,REPULSORI
TID_ACCESSORY_WEAPON_THROWER_GADGET_2_DESC,"Le Zanne metalliche lanciate dopo l'attivazione del gadget rilasciano un impulso elettrico quando toccano il suolo, facendo sbalzare all'indietro i nemici a portata."
TID_ACCESSORY_BLOCKED_MISSING_GAUNTLETS,Le Zanne metalliche non sono per terra!
TID_ACCESSORY_BLOCKED_GAUNTLETS_TOO_FAR,Le Zanne metalliche sono troppo lontane!
TID_ACCESSORY_BLOCKED_GAUNTLETS_REQUIRED,Devi indossare le Zanne metalliche!
TID_SOUL_COLLECTOR,GUS
TID_SOUL_COLLECTOR_SHORT_DESC,SUPPORTO
TID_SOUL_COLLECTOR_DESC,Gus è un amante dei palloncini e vive da tempo in una giostra abbandonata. La leggenda dice che è apparso in quel luogo dopo essersi perso per aver seguito un palloncino a forma di cane.
TID_SOUL_COLLECTOR_WEAPON,PALLONCINO STREGATO
TID_SOUL_COLLECTOR_WEAPON_DESC,"Gus lancia un palloncino stregato ai nemici. Se l'attacco va a segno per diverse volte, apparirà uno spirito, che Gus o un alleato possono raccogliere per ripristinare la loro salute."
TID_SOUL_COLLECTOR_ULTI,BABAU
TID_SOUL_COLLECTOR_ULTI_DESC,"Gus usa Babau, un palloncino a forma di animale di sua creazione e suo migliore amico, per generare uno scudo attorno a sé o a uno dei suoi alleati."
TID_SPEC_ABI_SOUL_COLLECTOR_1,MANNA SPIRITICA
TID_SPEC_ABI_SOUL_COLLECTOR_1_DESC,La salute recuperata con gli spiriti aumenta del <c00cc00><VALUE1>%</c>.
TID_SPEC_ABI_SOUL_COLLECTOR_2,SPIRITO GUIDA
TID_SPEC_ABI_SOUL_COLLECTOR_2_DESC,"Per <c00cc00><VALUE2></c> secondi, Babau aumenta del <c00cc00><VALUE1>%</c> i danni causati dall'alleato che protegge."
TID_ACCESSORY_SOUL_COLLECTOR_GADGET_1,DETONATORE SPIRITICO
TID_ACCESSORY_SOUL_COLLECTOR_GADGET_1_DESC,"Tutti gli spiriti che fluttuano sul campo di battaglia esplodono, causando <c00cc00><VALUE1></c> punti danno ai nemici vicini."
TID_ACCESSORY_SOUL_COLLECTOR_GADGET_2,CONVERTIANIME
TID_ACCESSORY_SOUL_COLLECTOR_GADGET_2_DESC,"Gus perde il <ccc0000><VALUE1>%</c> della salute, ma in cambio riempie del <c00cc00><VALUE2>%</c> l'indicatore dello spirito."
TID_ACCESSORY_BLOCKED_MISSING_SOULS,Non ci sono spiriti!
TID_ACCESSORY_BLOCKED_SPIRIT_ALREADY_FULL,Indicatore dello spirito al massimo!
TID_SKIN_INFO_OUTLAW,Skin della Calamity Gang
TID_EMOJI_SURGE_TEAM,NAVI
TID_EMOJI_MORTIS_TEAM,SK
TID_EMOJI_SPIKE_TEAM,INTZ
TID_EMOJI_PRIMO_TEAM,TQ
TID_EMOJI_COLT_TEAM,STMN
TID_EMOJI_NITA_TEAM,OBEY
TID_EMOJI_LEON_TEAM,QLASH
TID_EMOJI_JESSIE_TEAM,ZETA
TID_EMOJI_EMZ_TEAM,TRIBE
TID_EMOJI_SHELLY_TEAM,TOTEM
TID_SKIN_INFO_MECHA,Skin mecha
TID_SCID_REQUIRED_DESC,"Per via della tua età, devi collegare la partita a Supercell ID."
TID_SCID_REQUIRED_CONNECT,COLLEGA
TID_LOGIN_CALENDAR_POPULAR,POPOLARE
TID_TRAIT_SUPER_START,Questo brawler inizia il combattimento con la super già carica.
TID_GAME_MODE_29,ULTIMO BALUARDO
TID_GAME_MODE_29_DESC,È successo qualcosa di brutto ai robot e ora ci attaccano! La nostra unica speranza è quella di proteggere 8-BIT e il codice segreto in suo possesso! Difendilo dalle ondate di robot ostili fino allo scadere del tempo per vincere lo scontro.\n\nRaccogli le monete brawl per mantenere 8-BIT in salute!
TID_GAME_MODE_29_INTRO_TEXT,Difendi 8-BIT!
TID_LAST_STAND_1,Il Terminatore
TID_LAST_STAND_2,Il giorno della sentenza
TID_LAST_STAND_3,L'ascesa dei robot
TID_LAST_STAND_4,Salvezza
TID_LAST_STAND_5,Circuiti bruciati
TID_LAST_STAND_6,Destino oscuro
TID_INBOX_CAPTION_55,Premio per il completamento della missione:
TID_ESPORTS_OFFER_TITLE,TORNEO
TID_ESPORTS_OFFER_SUBTITLE_PINS,Set di reazioni
TID_ESPORTS_OFFER_SUBTITLE_THUMBNAILS,Icone del giocatore
TID_ESPORTS_OFFER_SUBTITLE_EACH,CAD.
TID_ESPORTS_OFFER_SUBTITLE_ALREADY_OWNED,In tuo possesso
TID_ESPORTS_OFFER_ITEM_PINS,Reazione
TID_ESPORTS_OFFER_ITEM_THUMBNAILS,Icona del giocatore
TID_EMOTE_BUNDLE_MORTIS_MECHA_PACK,Pacc. reazioni di Mortis mecha
TID_BRAWL_PASS_SEASON_13,LA FABBRICA DEI ROBOT
TID_TRUE_GOLD_OTIS_SKIN,OTIS 24 CARATI
TID_TRUE_GOLD_OTIS_SKIN_SHOP,OTIS\n24 CARATI
TID_TRUE_SILVER_OTIS_SKIN,OTIS ARGENTEO
TID_TRUE_SILVER_OTIS_SKIN_SHOP,OTIS\nARGENTEO
TID_TRUE_GOLD_SQUEAK_SKIN,SQUEAK 24 CARATI
TID_TRUE_GOLD_SQUEAK_SKIN_SHOP,SQUEAK\n24 CARATI
TID_TRUE_SILVER_SQUEAK_SKIN,SQUEAK ARGENTEO
TID_TRUE_SILVER_SQUEAK_SKIN_SHOP,SQUEAK\nARGENTEO
TID_TRUE_GOLD_BYRON_SKIN,BYRON 24 CARATI
TID_TRUE_GOLD_BYRON_SKIN_SHOP,BYRON\n24 CARATI
TID_TRUE_SILVER_BRYON_SKIN,BYRON ARGENTEO
TID_TRUE_SILVER_BYRON_SKIN_SHOP,BYRON\nARGENTEO
TID_TRUE_GOLD_GRIFF_SKIN,GRIFF 24 CARATI
TID_TRUE_GOLD_GRIFF_SKIN_SHOP,GRIFF\n24 CARATI
TID_TRUE_SILVER_GRIFF_SKIN,GRIFF ARGENTEO
TID_TRUE_SILVER_GRIFF_SKIN_SHOP,GRIFF\nARGENTEO
TID_TRUE_GOLD_EDGAR_SKIN,EDGAR 24 CARATI
TID_TRUE_GOLD_EDGAR_SKIN_SHOP,EDGAR\n24 CARATI
TID_TRUE_SILVER_EDGAR_SKIN,EDGAR ARGENTEO
TID_TRUE_SILVER_EDGAR_SKIN_SHOP,EDGAR\nARGENTEO
TID_CAESAR_BRONSON_SKIN,IMPERATORE SAM
TID_CAESAR_BRONSON_SKIN_SHOP,IMPERATORE\nSAM
TID_MECHA_MORIS_SKIN,MORTIS MECHA
TID_MECHA_MORTIS_SKIN_SHOP,MORTIS\nMECHA
TID_DARK_MECHA_MORTIS_SKIN,MORTIS MECHA NERO
TID_DARK_MECHA_MORTIS_SKIN_SHOP,MORTIS\nMECHA NERO
TID_LIGHT_MECHA_MORTIS_SKIN,MORTIS MECHA BIANCO
TID_LIGHT_MECHA_MORTIS_SKIN_SHOP,MORTIS\nMECHA BIANCO
TID_OUTLAW_LOLA_SKIN,LOLA MALVIVENTE
TID_OUTLAW_LOLA_SKIN_SHOP,LOLA\nMALVIVENTE
TID_OUTLAW_CROW,CORVO TESTA D'OSSO
TID_OUTLAW_CROW_SKIN_SHOP,CORVO\nTESTA D'OSSO
TID_OUTLAW_POCO_SKIN,POCHO DESPERADO
TID_OUTLAW_POCO_SKIN_SHOP,POCHO\nDESPERADO
TID_BROKER_PAM_SKIN,PAM BROKER
TID_BROKER_PAM_SKIN_SHOP,PAM\nBROKER
TID_MOON_FESTIVAL_SQUEAK_SKIN,SQUEAK CONIGLIO LUNARE
TID_MOON_FESTIVAL_SQUEAK_SKIN_SHOP,SQUEAK\nCONIGLIO LUNARE
TID_BRAWLOWEEN_LEON_SKIN,LEON SPETTRO
TID_BRAWLOWEEN_LEON_SKIN_SHOP,LEON\nSPETTRO
TID_HINT_45,Non dimenticarti di usare un codice del creatore nel negozio.
TID_HINT_46,Accedi al gioco ogni giorno per ritirare premi gratuiti giornalieri!
TID_HINT_47,"A volte, passare la palla agli avversari in Footbrawl può rivelarsi un ottimo modo per far sprecare loro le munizioni."
TID_HINT_48,Esprimi le tue emozioni in gioco con reazioni e graffiti.
TID_HINT_49,"I recinti sono come i muri, ma ci puoi sparare attraverso."
TID_HINT_50,"Lavora in squadra. In Brawl Stars, chi fa da sé NON fa per tre."
TID_HINT_51,Non ti piace come sono impostati i comandi? Cambiali dal menu apposito quando provi un brawler.
TID_HINT_52,"In Footbrawl, puoi calciare la palla con più potenza, se la tiri con la super."
TID_HINT_53,"Quando hai un sacco di gemme con te in Arraffagemme, tieniti sulla difensiva."
TID_HINT_54,"Se i tuoi alleati sono stati eliminati, prima aspetta che riappaiono e poi parti all'assalto insieme a loro."
TID_HINT_55,Combatti nelle battaglie amichevoli per far pratica e affinare le tue abilità.
TID_HINT_56,Alcuni brawler hanno delle particolarità. Controlla quali sono nella loro pagina delle statistiche.
TID_HINT_57,"In Sopravvivenza (in due), raccogli i cubi di energia quando il tuo alleato è in vita."
TID_HINT_58,"Quando partecipi alle sfide, usa l'opzione \qTrova una squadra\q."
TID_HINT_59,"Fa' sempre attenzione alle mine di Bo, possono essere ovunque!"
TID_HINT_60,"La super di Lou è perfetta per tenere una zona sotto controllo, soprattutto se si tratta di un'area importante della mappa."
TID_HINT_61,La sfera sparata da Jessie causa danni via via minori quando rimbalza da un nemico all'altro.
TID_HINT_62,Colette può causare danni enormi ai nemici con tanta salute.
TID_HINT_63,Edgar si cura ogni volta che mette a segno un pugno.
TID_HINT_64,"Più a lungo carichi l'attacco di Janet, più lontano colpirai."
TID_HINT_65,"L'attacco di Eugenio si divide quando raggiunge una certa distanza, aiutandoti a caricare la super."
TID_LAST_STAND_WAVE_1,Stanno arrivando i robot!
TID_LAST_STAND_WAVE_2,Stanno arrivando altri nemici!
TID_LAST_STAND_SHUTDOWN,<ccc0000>8-BIT si sta arrestando!</c>
TID_EMOTE_BUNDLE_OUTLAW_PACK,Pacc. reazioni della Calamity Gang
TID_SHOP_OUTLAW_SKINS,Skin della Calamity Gang
TID_SHOP_OUTLAW_TITLE,CALAMITY GANG
TID_GEAR_RARITY_RARE,Super raro
TID_GEAR_RARITY_SUPER_RARE,Epico
TID_GEAR_RARITY_EPIC,Mitico
TID_GEAR_RARITY_TITLE_RARE_GEAR,<GEAR> (equip. super raro)
TID_GEAR_RARITY_TITLE_SUPER_RARE_GEAR,<GEAR> (equip. epico)
TID_GEAR_RARITY_TITLE_EPIC_GEAR,<GEAR> (equip. mitico)
TID_ACCESSORY_BLOCKED_SOULS_TOO_FAR,Gli spiriti sono troppo lontani!
TID_TRY_BRAWLER_TITLE,Prova il brawler!
TID_TRY_BRAWLER_BUTTON_PRACTICE_MATCH,SCONTRO
TID_TRY_BRAWLER_BUTTON_TRAINING_GROUNDS,CAMPO DI PROVA
TID_FIRST_GADGET_TUTORIAL_HEADER,GADGET
TID_FIRST_GADGET_TUTORIAL_HEADER_DESC,Un'abilità aggiuntiva per il brawler.
TID_FIRST_GADGET_TUTORIAL_1_DESC,I brawler sbloccano lo slot dei gadget al livello 7.
TID_FIRST_GADGET_TUTORIAL_2_DESC,Ognuno di loro ha dei gadget unici.
TID_FIRST_GADGET_TUTORIAL_3_DESC,Usa il gadget equipaggiato fino a tre volte in un combattimento.
TID_FIRST_GADGET_TUTORIAL_3_x3,x3
TID_FIRST_STARPOWER_TUTORIAL_HEADER,ABILITÀ STELLARI
TID_FIRST_STARPOWER_TUTORIAL_HEADER_DESC,Abilità passive e uniche per il brawler.
TID_FIRST_STARPOWER_TUTORIAL_1_DESC,I brawler sbloccano lo slot delle abilità stellari al livello 9.
TID_FIRST_STARPOWER_TUTORIAL_2_DESC,Ognuno di loro ha delle abilità stellari uniche.
TID_FIRST_STARPOWER_TUTORIAL_3_DESC,L'abilità stellare equipaggiata sarà sempre attiva.
TID_FIRST_GEAR_TUTORIAL_1_DESC,I brawler sbloccheranno il primo slot degli equipaggiamenti al livello 10.
TID_FIRST_GEAR_TUTORIAL_2_DESC,Ogni brawler ha a disposizione equipaggiamenti diversi.
TID_FIRST_GEAR_TUTORIAL_3_DESC,L'equipaggiamento che porti in battaglia sarà sempre attivo.
TID_TRY_BRAWLER_SELECTING_PRACTICE_MATCH,Selezione dello scontro per la prova...
TID_SHIELD_TANK,BUSTER
TID_SHIELD_TANK_SHORT_DESC,TANK
TID_SHIELD_TANK_DESC,Buster è l'addetto al proiettore del cinema ed è così patito dei film d'azione che ha imparato a memoria tutti quelli che gli piacciono. Il suo sogno è quello di diventare un giorno il protagonista di un film di successo.
TID_SHIELD_TANK_WEAPON,FLARE
TID_SHIELD_TANK_WEAPON_DESC,"Usando il proiettore, Buster investe i nemici a portata con dei fasci di luce e li danneggia."
TID_SHIELD_TANK_ULTI,MONTAGGIO
TID_SHIELD_TANK_ULTI_DESC,Buster proietta uno scudo davanti a sé che blocca tutti i proiettili nemici e li rispedisce al mittente sotto forma di sfere energetiche.
TID_SPEC_ABI_SHIELD_TANK_1,FOCALIZZATORE
TID_SPEC_ABI_SHIELD_TANK_1_DESC,Il Flare causa il <c00cc00><VALUE1>%</c> di danni in più per ogni alleato che si trova nell'area di caricamento della super di Buster.
TID_SPEC_ABI_SHIELD_TANK_2,GIUBBOTTO ANTIPROIETTILE
TID_SPEC_ABI_SHIELD_TANK_2_DESC,"Mentre Montaggio è attivo, Buster riceve il <c00cc00><VALUE1>%</c> di danni in meno ed è immune a respinte, rallentamenti e stordimenti."
TID_ACCESSORY_SHIELD_TANK_GADGET_1,CINTURA PORTA ATTREZZI
TID_ACCESSORY_SHIELD_TANK_GADGET_1_DESC,Buster cura sé stesso e tutti i personaggi alleati vicini di <c00cc00><VALUE1></c> punti salute per ogni alleato che si trova nell'area di caricamento della sua super.
TID_ACCESSORY_SHIELD_TANK_GADGET_2,RALLENTATORE
TID_ACCESSORY_SHIELD_TANK_GADGET_2_DESC,Il Flare successivo all'attivazione del gadget trascina i nemici colpiti vicino a Buster e li rallenta per <c00cc00><VALUE1></c> secondi.
TID_GEAR_COMPENSATION_AMOUNTS_DESC,<TOKENS> GETTONI EQUIPAGGIAMENTO\n<SCRAP> FRAMMENTI
TID_GEAR_COMPENSATION_CLAIM,RITIRA
TID_FIRST_GEAR_TUTORIAL_SUBTITLE,Personalizza il brawler con una nuova abilità passiva.
TID_FIRST_ITEM_TUTORIAL_BUTTON_LETS_GO,OK
TID_INBOX_CAPTION_52,Donazione dell'equipaggiamento \q<TYPE>\q per <NAME>
TID_GEAR_COMPENSATION_INFO,"Ecco qui <COINS> monete per i tuoi equipaggiamenti, gettoni equipaggiamento e frammenti."
TID_INBOX_CAPTION_GEAR_COMPENSATION,"Gli equipaggiamenti sono stati ripristinati, perciò hai ricevuto <COINS> monete come risarcimento."
TID_RECRUIT_TOKEN,Credito
TID_CHROMATIC_TOKEN,Credito cromatico
TID_FIRST_STARPOWER_TUTORIAL_TITLE,ABILITÀ STELLARI
TID_FIRST_GADGET_TUTORIAL_TITLE,GADGET
TID_GEAR_TO_COINS_POPUP_TITLE,EQUIPAGGIAMENTI RIVOLUZIONATI
TID_GEAR_TO_COINS_POPUP_NEW_GEAR,Nuovo equipaggiamento disponibile!
TID_GEAR_TO_COINS_POPUP_NEW_GEAR_DESCRIPTION,Controlla i brawler per scoprire le nuove opzioni sugli equipaggiamenti.
TID_GEAR_TO_COINS_POPUP_INFO,"Tutti i tuoi equipaggiamenti esistenti sono stati ripristinati. Ora, questi oggetti non si creano più con i materiali appositi, né hanno diversi livelli, ma sono suddivisi in tre rarità (super rari, epici o mitici).\n\nPer via di questo cambio, ogni gettone equipaggiamento e frammento che hai ottenuto finora ti sarà rimborsato con delle monete. SPENDILE PER ACQUISTARE FIN DA SUBITO I TUOI NUOVI EQUIPAGGIAMENTI!"
TID_GEAR_TO_COINS_POPUP_REIMBURSEMENT,RIMBORSO:
TID_REPORT_PLAYER_REPORT,SEGNALA
TID_REPORT_PLAYER_REPORTED,SEGNALATO
TID_REPORT_PLAYER_POPUP_TITLE,VUOI SEGNALARE <PLAYER_NAME>?
