TID,PT
TID_CLUB_QUESTS_LOCKED_REWARD_DESC,COMPLETE QUALQUER MISSÃO DO CLUBE PARA LIBERAR
TID_CLUB_QUESTS_REWARD_TRACK_OVERLAY,Alcance <POINTS> pontos com seu clube para obter como recompensa da semana!
TID_CLUB_QUESTS_REWARD_TRACK_OVERLAY_CURRENT,Estas são as recompensas das missões do clube desta semana.
TID_CLUB_QUESTS_REWARD_TRACK_OVERLAY_LOCKED,Esta é a recompensa da missão do clube desta semana. Complete uma missão do clube para recebê-la no fim da semana!
TID_CLUB_QUESTS_LEAGUES_BUTTON,LIGAS
TID_CLUB_QUESTS_LEAGUES_DESC,Alcance uma liga de clubes mais alta para aumentar as RECOMPENSAS MÁXIMAS.
TID_CLUB_QUESTS_RANKS_CURRENT_LEAGUE,LIGA ATUAL
TID_CLUB_QUESTS_RANKS_MAX_REWARD,RECOMPENSAS MÁXIMAS
TID_CLUB_QUESTS_RANKS_MESSAGE,A sua posição na liga de clubes determina as recompensas máximas das missões do clube da semana. Suba de liga para obter mais moedas do clube!
TID_CLUB_QUESTS_RANKS_TITLE,LIGAS
TID_CLUB_QUESTS_FLOW_NEW_SEASON,Nova semana!
TID_CLUB_QUESTS_FLOW_SEASON_ENDED,A semana terminou.
TID_CLUB_QUESTS_FLOW_CLUB_QUESTS,MISSÕES DO CLUBE
TID_CLUB_QUESTS_FLOW_MAX_REWARD,RECOMPENSAS MÁXIMAS
TID_CLUB_QUESTS_FLOW_BUTTON_GO,ACEITAR
TID_CLUB_QUESTS_FLOW_BUTTON_GO_SEASON_START,VAMOS LÁ
TID_CLUB_QUESTS_FLOW_BUTTON_GO_SEASON_END,OK
TID_CLUB_QUESTS_FLOW_SEASON_RANK,Classificação da semana
TID_CLUB_QUESTS_FLOW_END_OF_SEASON_REWARD,RECOMPENSA DA SEMANA
TID_CLUB_QUESTS_FLOW_CLUB_COIN_REWARD,<NUM>/<MAX>
TID_CLUB_QUESTS_DOUBLE_PROGRESS_BADGE,<cFCF044>x2</c>
TID_CLUB_QUESTS_DOUBLE_PROGRESS_DESC,Jogue com pelo menos 1 colega de clube para receber progresso <cFCF044>EM DOBRO</c> na missão.
TID_CLUB_QUESTS_ALL_COMPLETED_DESC,Missões do clube da semana concluídas!
TID_CLUB_QUEST_ALREADY_COMPLETED,Esta missão do clube já foi concluída!
TID_CLUB_QUESTS_SEASON_ENDS_IN_TIME,A semana termina em:
TID_CLUB_QUESTS_REWARD_LOCKED_DESC,Libere recompensas
TID_CLUB_QUESTS_COMPLETED_NUM,Missões concluídas: <NUM>/<MAX>
TID_CLUB_QUESTS_TITLE,MISSÕES DO CLUBE
TID_CLUB_QUESTS_NEW_SEASON,NOVA SEMANA
TID_CLUB_QUESTS_SEASON_END_NOTIFICATION,FIM DA SEMANA DE MISSÕES: Você ganhou <COINS> <cEE1B39>moedas do clube</c> como recompensa da semana!
TID_CLUB_QUESTS_CONTRIBUTIONS_TITLE,CONTRIBUIÇÕES DA SEMANA
TID_CLUB_QUESTS_CONTRIBUTIONS_MEMBERS,Integrantes do clube: <NUM>
TID_CLUB_QUESTS_CLUB_TEAM_BONUS,BÔNUS DE EQUIPE DO CLUBE (2x)
TID_CLUB_QUESTS_TEAM_BONUS_POPUP_TITLE,BÔNUS DE EQUIPE!
TID_CLUB_QUESTS_TEAM_BONUS_POPUP_DESC,Jogue com pelo menos 1 colega de clube para receber progresso <cFCF044>EM DOBRO</c> na missão!
TID_CLUB_QUESTS_TEAM_BONUS_POPUP_PROGRESS,Progresso da missão do clube
TID_CLUB_QUESTS_TEAM_BONUS_POPUP_X2,x2
TID_CLUB_QUESTS_TEAM_BONUS_POPUP_PLAY_SOLO,SOZINHO
TID_CLUB_QUESTS_TEAM_BONUS_POPUP_ONLINE,On-line: <NUM>
TID_CLUB_QUESTS_TEAM_BONUS_POPUP_TEAM_UP,JOGUE EM EQUIPE!
TID_CLUB_QUESTS_WARNING_NOT_AVAILABLE,Você só pode contribuir para o clube com o qual começou a semana.\n\nAguarde até a próxima semana para contribuir com este clube!
TID_CLUB_QUESTS_SEASON_END_REWARD_CLAIMED,RESGATADO
TID_CLUB_LEAGUE_WARNING_NOT_AVAILABLE,Ei! Parece que o seu clube ainda não está participando da semana de liga de clubes. Você só poderá competir quando a próxima semana da liga de clubes começar.
TID_CLUB_EVENT_TIME_LEFT,Restam: <TIME>
TID_SHOP_CLUB_SHOP_SEE_OFFERS,VER OFERTAS
TID_SHOP_CLUB_SHOP_TITLE,LOJA DO CLUBE
TID_SHOP_CLUB_SHOP_DESC,ACELERE SEU PROGRESSO
TID_SHOP_OFFER_INFO_25,Novo ícone de jogador!
TID_LOGIN_CALENDAR_TUTORIAL_COME_BACK,"<cFFB820>VOLTE AMANHÃ</c> para coletar este presente. Se perder um dia, os presentes diários ficam indisponíveis!"
TID_BRAWLBALL_49,Quicada extra
TID_BRAWLBALL_50,Inclinação total
TID_BRAWLBALL_51,Maior pontuação
TID_BRAWLBALL_52,Pingue-pongue
TID_INBOX_CAPTION_72_68,DOAÇÃO: SPRAY
TID_SILENCER,OTIS
TID_SILENCER_SHORT_DESC,CONTROLE
TID_SILENCER_DESC,"Otis é um artista de rua que gosta de curtir as profundezas com Cil, seu amigo estrela-do-mar. Juntos, eles criam grafites por todo o Starr Park."
TID_SILENCER_WEAPON,ARTE COM TINTA
TID_SILENCER_WEAPON_DESC,Otis esguicha uma rajada de tinta de sua arma de spray.
TID_SILENCER_ULTI,SILÊNCIO ESTELAR
TID_SILENCER_ULTI_DESC,"Otis arremessa Cil, que se agarra ao primeiro inimigo e impede seus ataques por um breve período."
TID_SPEC_ABI_SILENCER_1,BRAÇO FORTE
TID_SPEC_ABI_SILENCER_1_DESC,"Cil aperta o inimigo com toda sua força, evitando ataques por mais <c00cc00><VALUE1>%</c> de tempo."
TID_SPEC_ABI_SILENCER_2,RECARGA DE TINTA
TID_SPEC_ABI_SILENCER_2_DESC,Otis dispara <c00cc00><VALUE1>%</c> mais tinta.
TID_ACCESSORY_SILENCER_GADGET_1,ESTRELA DORMENTE
TID_ACCESSORY_SILENCER_GADGET_1_DESC,"Na próxima vez que for usado, Cil ficará dormente no chão caso não acerte nenhum inimigo. Ele espera até um inimigo se aproximar."
TID_ACCESSORY_SILENCER_GADGET_2,BOMBA DE TINTA
TID_ACCESSORY_SILENCER_GADGET_2_DESC,"O próximo ataque de Otis lança uma bola de tinta gigante, que deixa uma poça. A poça causa <c00cc00><VALUE1></c> pontos de dano ao longo de <c00cc00><VALUE2></c> segundos."
TID_RANDOM_GAME_MODE,MISTÉRIO
TID_ADVENTURE_GAME_MODE,AVENTURA
TID_NOTIFICATION_RANDOM,Novo mapa de MISTÉRIO disponível! É hora de ganhar novas recompensas!
TID_SKIN_INFO_DEEPSEA,Visual das profundezas
TID_EMOTE_BUNDLE_DEEPSEA_PACK,Reações de visuais das profundezas
TID_SUGGEST,SUGERIR
TID_SUGGEST_CANCEL,CANCELAR
TID_PURCHASE_BRAWL_PASS_INFO_SHOP,LIBERE MISSÕES E TROCAS + RECOMPENSAS DO BRAWL PASS!
TID_SUGGESTED_BY,Sugestão de
TID_SHOP_DEEPSEA_SKINS,Visual das profundezas
TID_SHOP_DEEPSEA_TITLE,PROFUNDEZAS
TID_SHOP_DEEPSEA_INFO,Pacote de visuais
TID_SKIN_INFO_BT21,Visual BT21
TID_CLUB_EVENTS_ONBOARDING_TITLE,JOGOS DO CLUBE
TID_CLUB_EVENTS_ONBOARDING_SUBTITLE,Acelere seu progresso e obtenha visuais exclusivos!
TID_CLUB_EVENTS_ONBOARDING_PAGE_1_TITLE,Bem-vindos à semana de\nJOGOS DO CLUBE!
TID_CLUB_EVENTS_ONBOARDING_NEW_GAME,Novo jogo do clube!
TID_CLUB_EVENTS_ONBOARDING_PAGE_2_TITLE,LIGA DE CLUBES
TID_CLUB_EVENTS_ONBOARDING_PAGE_2_DESCRIPTION,Jogue contra outros clubes!\nSuba nas ligas!
TID_CLUB_EVENTS_ONBOARDING_PAGE_3_TITLE,MISSÕES DO CLUBE
TID_CLUB_EVENTS_ONBOARDING_PAGE_3_DESCRIPTION,Complete missões com seu clube!
TID_CLUB_EVENTS_ONBOARDING_PAGE_4_1,Participe de 1 jogo do clube por semana!
TID_CLUB_EVENTS_ONBOARDING_PAGE_4_2,Ganhe moedas do clube!
TID_CLUB_EVENTS_ONBOARDING_PAGE_4_3,Acelere seu progresso na loja do clube!
TID_SUGGEST_TITLE,Sugerir Brawler
TID_CLUB_LEAGUE_TOP_24_REWARDS,Todos os jogadores podem resgatar as recompensas de encerramento da semana.
TID_CLUB_LEAGUE_STARTS_IN,A liga de clubes começa em:
TID_CLUB_QUESTS_STARTS_IN,As missões do clube começam em:
TID_SHOWDOWN_71,Cama elástica
TID_SHOWDOWN_72,Rodovia Brawler
TID_SHOWDOWN_73,Pique-teleporte
TID_CLUB_QUESTS_NOT_AVAILABLE,As missões do clube não estão disponíveis no momento.
TID_CLUB_LEAGUE_NOT_AVAILABLE,A liga de clubes está indisponível no momento.
TID_CLUB_QUESTS_WEEK_ACTIVE,SEMANA DE MISSÕES ativa por:
TID_CLUB_LEAGUE_WEEK_ACTIVE,SEMANA DA LIGA ativa por:
TID_CLUB_EVENTS_ACTIVE,Ativa
TID_CLUB_EVENTS_STARTING,Começa em breve
TID_CLUB_EVENTS_WAITING,Aguardando
TID_CLUB_LEAGUE_PREVIOUS_WEEK,SEMANA ANTERIOR
TID_CLUB_LEAGUE_RESULTS,Resultados:
TID_CLUB_LEAGUE_WEEK_STARTS_IN_SHORT,SEMANA DA LIGA começa em:
TID_CLUB_QUESTS_WEEK_STARTS_IN_SHORT,SEMANA DE MISSÕES em:
TID_CLUB_LEAGUE_WEEK_STARTS_IN,A próxima semana da liga de clubes começa em: <TIME>
TID_CLUB_QUESTS_WEEK_STARTS_IN,A próxima semana de missões do clube começa em: <TIME>
TID_CLUB_LEAGUE_WEEK_SCHEDULE,CRONOGRAMA
TID_CLUB_QUESTS_PREVIOUS_WEEK_REWARD,PRÊMIOS DA SEMANA ANTERIOR
TID_CLUB_LEAGUE_WEEK_STARTS_IN_TEXT,Próxima semana da liga de clubes
TID_CLUB_LEAGUE_WEEK_STARTS_IN_TIME,Começa em: <TIME>
TID_CLUB_EVENTS_PREVIOUS_WEEK,A SEMANA ACABOU!
TID_BT21_SANDY_SKIN,SANDY KOYA
TID_BT21_SANDY_SKIN_SHOP,SANDY\nKOYA
TID_BT21_EDGAR_SKIN,EDGAR TATA
TID_BT21_EDGAR_SKIN_SHOP,EDGAR\nTATA
TID_BT21_RUFFS_SKIN,RUFFS CHIMMY
TID_BT21_RUFFS_SKIN_SHOP,RUFFS\nCHIMMY
TID_BT21_BULL_SKIN,BULL MANG
TID_BT21_BULL_SKIN_SHOP,BULL\nMANG
TID_BT21_BIBI_SKIN,BIBI RJ
TID_BT21_BIBI_SKIN_SHOP,BIBI\nRJ
TID_BT21_JACKY_SKIN,JACKY COOKY
TID_BT21_JACKY_SKIN_SHOP,JACKY\nCOOKY
TID_BT21_TICK_SKIN,TICK SHOOKY
TID_BT21_TICK_SKIN_SHOP,TICK\nSHOOKY
TID_POSTAL_BROCK_SKIN,BROCK CARTEIRO
TID_POSTAL_BROCK_SKIN_SHOP,BROCK\nCARTEIRO
TID_MAKE_EMZ_SKIN,DJ 3.M.Z
TID_MAKE_EMZ_SKIN_SHOP,DJ 3.M.Z
TID_SHARK_JAW_COLT_SKIN,COLT TUBARÃO
TID_SHARK_JAW_COLT_SKIN_SHOP,COLT\nTUBARÃO
TID_OCTO_FANG_SKIN,FANG POLVO
TID_OCTO_FANG_SKIN_SHOP,FANG\nPOLVO
TID_CORAL_BELLE_SKIN,BELLE CORAL
TID_CORAL_BELLE_SKIN_SHOP,BELLE\nCORAL
TID_PHARA_OTIS_SKIN,FARAOTIS
TID_PHARA_OTIS_SKIN_SHOP,FARAOTIS
TID_RANKED_SUGGESTING_BRAWLER,Sugerindo Brawler para <NAME>
TID_RANKED_BRAWLER_SUGGESTED,BRAWLER SUGERIDO
TID_RANKED_SUGGESTION,<NAME> sugeriu <BRAWLER>
TID_CLUB_EVENTS_STARTS_IN,Começa em:
TID_CLUB_EVENTS_ACTIVE_FOR,Ativo por:
TID_GAME_MODE_28,DIA DE CAÇA
TID_GAME_MODE_28_DESC,É temporada de caça!\n\nGanhe pontos caçando e derrotando inimigos. O PRIMEIRO jogador a conseguir <MAX_SCORE> pontos vence a partida!
TID_DEATHMATCH_FFA_INTRO_TEXT,Derrote os oponentes!
TID_NOTIFICATION_DEATHMATCH_FFA,Novo mapa de DIA DE CAÇA disponível! É hora de ganhar novas recompensas!
TID_DEATHMATCH_FFA_1,Perrengues
TID_DEATHMATCH_FFA_2,Temporada de caça
TID_DEATHMATCH_FFA_3,O alvo
TID_DEATHMATCH_FFA_4,Rápido e rasteiro
TID_DEATHMATCH_FFA_5,Libertação
TID_DEATHMATCH_FFA_6,Verdadeiro rastro
TID_DEATHMATCH_FFA_7,Ômega
TID_CLUB_EVENTS_CHANGED_CLUB,Você só pode contribuir para o clube com o qual começou a semana.\n\nAguarde até a próxima semana para contribuir com este clube!\n\nA próxima semana começa em: <TIME>
TID_CLUB_QUESTS_CURRENT_CLUB_POINTS,Pontos do seu clube nesta semana
TID_CLUB_QUESTS_THIS_WEEKS_QUESTS,MISSÕES DO CLUBE DA SEMANA
TID_SPEC_ABI_ARTILLERY_DUDE_1,BOLSOS CHEIOS
TID_SPEC_ABI_ARTILLERY_DUDE_1_DESC,Os sacos de ouro da Penny explodem em um cone <c00cc00><VALUE1>%</c> maior a cada acerto.
TID_SPEC_ABI_ARTILLERY_DUDE_2,DISPARO DE MESTRE
TID_SPEC_ABI_ARTILLERY_DUDE_2_DESC,O canhão de Penny causa <c00cc00><VALUE1></c> pontos de dano e empurra inimigos próximos ao chegar.
TID_ACCESSORY_ARTILLERY_DUDE_GADGET_1,BARRIL DE SAL
TID_ACCESSORY_ARTILLERY_DUDE_GADGET_1_DESC,Penny larga um barril de sal que bloqueia projéteis inimigos. Ela também pode usar o barril para estourar os sacos de ouro dela.
TID_ACCESSORY_ARTILLERY_DUDE_GADGET_2,EXÍMIO ESPIÃO
TID_ACCESSORY_ARTILLERY_DUDE_GADGET_2_DESC,O canhão de Penny dispara em todos os inimigos visíveis em seu alcance.
TID_RANDOM_GAME_MODE_DESC,"O modo de jogo, o mapa e os modificadores são sorteados. É um verdadeiro mistério o que você vai jogar!"
TID_CLUB_QUESTS_EXPIRED,MISSÃO EXPIRADA
TID_CLUB_LEAGUE_ACTIVE,SEMANA DA LIGA ativa
TID_CLUB_QUESTS_TUTORIAL,Complete 3 missões especiais esta semana para ganhar pontos para o seu clube.
TID_CLUB_QUESTS_YOUR_QUESTS,SUAS MISSÕES DO CLUBE DA SEMANA
TID_CLUB_QUESTS_NEW_QUESTS,NOVAS MISSÕES DO CLUBE
TID_CLUB_QUESTS_REWARDS_INCREASED,As recompensas máximas da liga de clubes e das missões do clube aumentaram.
TID_BRAWLBALL_441,Risco duplo
TID_BRAWLBALL_442,Salto
TID_KNOCKOUT_441,Inimigo oculto
TID_KNOCKOUT_442,Descampado
TID_BANKHEIST_441,Margem do rio
TID_BANKHEIST_442,Aposta tripla
TID_GEMGRAB_441,Quase cheio
TID_GEMGRAB_442,Dualidade
TID_BOUNTY_441,Sempre em frente
TID_BOUNTY_442,Lado a lado
TID_HOTZONE_441,Tridente
TID_HOTZONE_442,Desequilíbrio
TID_SHOWDOWN_441,Encaixotado
TID_SHOWDOWN_442,Reduzido
TID_TRUE_GOLD_FANG_SKIN,FANG DOURADO
TID_TRUE_GOLD_FANG_SKIN_SHOP,FANG\nDOURADO
TID_TRUE_SILVER_FANG_SKIN,FANG PRATEADO
TID_TRUE_SILVER_FANG_SKIN_SHOP,FANG\nPRATEADO
TID_TRUE_GOLD_BONNIE_SKIN,BONNIE DOURADA
TID_TRUE_GOLD_BONNIE_SKIN_SHOP,BONNIE\nDOURADA
TID_TRUE_SILVER_BONNIE_SKIN,BONNIE PRATEADA
TID_TRUE_SILVER_BONNIE_SKIN_SHOP,BONNIE\nPRATEADA
TID_TRUE_GOLD_JANET_SKIN,JANET DOURADA
TID_TRUE_GOLD_JANET_SKIN_SHOP,JANET\nDOURADA
TID_TRUE_SILVER_JANET_SKIN,JANET PRATEADA
TID_TRUE_SILVER_JANET_SKIN_SHOP,JANET\nPRATEADA
TID_TRUE_GOLD_GROM_SKIN,GROM DOURADO
TID_TRUE_GOLD_GROM_SKIN_SHOP,GROM\nDOURADO
TID_TRUE_SILVER_GROM_SKIN,GROM PRATEADO
TID_TRUE_SILVER_GROM_SKIN_SHOP,GROM\nPRATEADO
TID_TRUE_GOLD_EVE_SKIN,EVE DOURADA
TID_TRUE_GOLD_EVE_SKIN_SHOP,EVE\nDOURADA
TID_TRUE_SILVER_EVE_SKIN,EVE PRATEADA
TID_TRUE_SILVER_EVE_SKIN_SHOP,EVE\nPRATEADA
TID_BRAWL_PASS_SEASON_12,PROFUNDEZAS
TID_TRIPLE_TAKEDOWN,ELIMINAÇÃO TRIPLA!
TID_QUAD_TAKEDOWN,ELIMINAÇÃO\nQUÁDRUPLA!
TID_WEAPON_THROWER,SAM
TID_WEAPON_THROWER_SHORT_DESC,ALGOZ
TID_WEAPON_THROWER_DESC,"Após se tornar obsoleto, o ex-operário Sam Bronson passou a odiar TODOS os robôs.\n\nEle é a força bruta por trás da Gangue do Braço Dourado, sempre contente ao destruir robôs e acumular ouro!"
TID_WEAPON_THROWER_WEAPON,DOSE DUPLA
TID_WEAPON_THROWER_WEAPON_DESC,"Sam desfere uma dose dupla de socos destruidores. Com as manoplas, ele inflige muito mais dano."
TID_WEAPON_THROWER_ULTI,MANOPLA MORDAZ
TID_WEAPON_THROWER_ULTI_DESC,"Sam lança sua manopla, que inflige dano aos inimigos dentro do alcance antes de atingir o chão. Com o próximo Super, a manopla volta para ele e inflige dano novamente."
TID_SPEC_ABI_WEAPON_THROWER_1,CURA IMEDIATA
TID_SPEC_ABI_WEAPON_THROWER_1_DESC,"Ao recuperar sua manopla, Sam recupera <c00cc00><VALUE1>%</c> da saúde perdida instantaneamente."
TID_SPEC_ABI_WEAPON_THROWER_2,RECARGA REMOTA
TID_SPEC_ABI_WEAPON_THROWER_2_DESC,"A manopla de Sam recarrega o Super enquanto estiver no chão, próxima a inimigos."
TID_ACCESSORY_WEAPON_THROWER_GADGET_1,CAMPO MAGNÉTICO
TID_ACCESSORY_WEAPON_THROWER_GADGET_1_DESC,"Enquanto a manopla estiver no chão, Sam pode chamá-la de volta para puxar inimigos próximos."
TID_ACCESSORY_WEAPON_THROWER_GADGET_2,REPULSÃO
TID_ACCESSORY_WEAPON_THROWER_GADGET_2_DESC,"Ao atingir o chão, a próxima manopla de Sam libera uma descarga elétrica que empurra inimigos."
TID_ACCESSORY_BLOCKED_MISSING_GAUNTLETS,A manopla não está no chão!
TID_ACCESSORY_BLOCKED_GAUNTLETS_TOO_FAR,A manopla está muito longe!
TID_ACCESSORY_BLOCKED_GAUNTLETS_REQUIRED,É preciso estar com a manopla!
TID_SOUL_COLLECTOR,GUS
TID_SOUL_COLLECTOR_SHORT_DESC,SUPORTE
TID_SOUL_COLLECTOR_DESC,"Apaixonado por balões, Gus fez de um trem abandonado o seu lar. Segundo a lenda, ele seguiu um balão flutuante de cachorro até lá e resolveu ficar."
TID_SOUL_COLLECTOR_WEAPON,BALÕES PLASMADORES
TID_SOUL_COLLECTOR_WEAPON_DESC,"Gus atira balões nos inimigos. Após alguns ataques, um fantasma aparece. Os fantasmas materializados devolvem um pouco de saúde para você ou para a sua equipe."
TID_SOUL_COLLECTOR_ULTI,BALÃO DE PROTEÇÃO
TID_SOUL_COLLECTOR_ULTI_DESC,"Com a ajuda de Medonho (seu balão preferido), Gus cria um escudo em torno de si mesmo ou de um aliado."
TID_SPEC_ABI_SOUL_COLLECTOR_1,ACRÉSCIMO DE SAÚDE
TID_SPEC_ABI_SOUL_COLLECTOR_1_DESC,A cura recebida com os fantasmas materializados aumenta em <c00cc00><VALUE1>%</c>.
TID_SPEC_ABI_SOUL_COLLECTOR_2,COMPANHIA ESPIRITUAL
TID_SPEC_ABI_SOUL_COLLECTOR_2_DESC,Medonho aumenta o dano de um aliado em <c00cc00><VALUE1>%</c> por <c00cc00><VALUE2></c> segundos.
TID_ACCESSORY_SOUL_COLLECTOR_GADGET_1,ASSOMBRAÇÃO EXPLOSIVA
TID_ACCESSORY_SOUL_COLLECTOR_GADGET_1_DESC,"Explode todos os fantasmas materializados, causando <c00cc00><VALUE1></c> pontos de dano a inimigos próximos."
TID_ACCESSORY_SOUL_COLLECTOR_GADGET_2,TROCA DE ALMA
TID_ACCESSORY_SOUL_COLLECTOR_GADGET_2_DESC,"Gus perde <ccc0000><VALUE1>%</c> de saúde, mas carrega <c00cc00><VALUE2>%</c> da barra de criação de fantasmas instantaneamente."
TID_ACCESSORY_BLOCKED_MISSING_SOULS,Nenhum fantasma foi materializado!
TID_ACCESSORY_BLOCKED_SPIRIT_ALREADY_FULL,A barra de criação de fantasmas já está cheia!
TID_SKIN_INFO_OUTLAW,Visual da Gangue do Caos
TID_EMOJI_SURGE_TEAM,NAVI
TID_EMOJI_MORTIS_TEAM,SK
TID_EMOJI_SPIKE_TEAM,INTZ
TID_EMOJI_PRIMO_TEAM,TQ
TID_EMOJI_COLT_TEAM,STMN
TID_EMOJI_NITA_TEAM,OBEY
TID_EMOJI_LEON_TEAM,QLASH
TID_EMOJI_JESSIE_TEAM,ZETA
TID_EMOJI_EMZ_TEAM,TRIBE
TID_EMOJI_SHELLY_TEAM,TOTEM
TID_SKIN_INFO_MECHA,Visual de robô
TID_SCID_REQUIRED_DESC,Você precisa conectar seu jogo ao Supercell ID devido à sua idade.
TID_SCID_REQUIRED_CONNECT,CONECTAR
TID_LOGIN_CALENDAR_POPULAR,POPULAR
TID_TRAIT_SUPER_START,Este Brawler já começa com o Super carregado.
TID_GAME_MODE_29,ÚLTIMA INVESTIDA
TID_GAME_MODE_29_DESC,Robôs adulterados se tornaram nossos inimigos! 8-BIT é a nossa última esperança! Ele possui o código secreto e não pode ser derrotado. Proteja-o contra ondas de robôs inimigos até o tempo acabar para vencer a partida.\n\nColete moedas especiais para manter 8-BIT na batalha!
TID_GAME_MODE_29_INTRO_TEXT,Proteja o 8-BIT!
TID_LAST_STAND_1,Demolidor
TID_LAST_STAND_2,Dia de punição
TID_LAST_STAND_3,Ascensão dos robôs
TID_LAST_STAND_4,Salvação
TID_LAST_STAND_5,Pane nos circuitos
TID_LAST_STAND_6,Destino sombrio
TID_INBOX_CAPTION_55,Prêmio por conclusão de missão:
TID_ESPORTS_OFFER_TITLE,CAMPEONATO
TID_ESPORTS_OFFER_SUBTITLE_PINS,Pacote de reações
TID_ESPORTS_OFFER_SUBTITLE_THUMBNAILS,Ícones de jogador
TID_ESPORTS_OFFER_SUBTITLE_EACH,CADA
TID_ESPORTS_OFFER_SUBTITLE_ALREADY_OWNED,Você já tem!
TID_ESPORTS_OFFER_ITEM_PINS,Reação
TID_ESPORTS_OFFER_ITEM_THUMBNAILS,Ícone de jogador
TID_EMOTE_BUNDLE_MORTIS_MECHA_PACK,Pacote de reações do Mortis Robô
TID_BRAWL_PASS_SEASON_13,FÁBRICA DE ROBÔS
TID_TRUE_GOLD_OTIS_SKIN,OTIS DOURADO
TID_TRUE_GOLD_OTIS_SKIN_SHOP,OTIS\nDOURADO
TID_TRUE_SILVER_OTIS_SKIN,OTIS PRATEADO
TID_TRUE_SILVER_OTIS_SKIN_SHOP,OTIS\nPRATEADO
TID_TRUE_GOLD_SQUEAK_SKIN,SQUEAK DOURADO
TID_TRUE_GOLD_SQUEAK_SKIN_SHOP,SQUEAK\nDOURADO
TID_TRUE_SILVER_SQUEAK_SKIN,SQUEAK PRATEADO
TID_TRUE_SILVER_SQUEAK_SKIN_SHOP,SQUEAK\nPRATEADO
TID_TRUE_GOLD_BYRON_SKIN,BYRON DOURADO
TID_TRUE_GOLD_BYRON_SKIN_SHOP,BYRON\nDOURADO
TID_TRUE_SILVER_BRYON_SKIN,BYRON PRATEADO
TID_TRUE_SILVER_BYRON_SKIN_SHOP,BYRON\nPRATEADO
TID_TRUE_GOLD_GRIFF_SKIN,GRIFF DOURADO
TID_TRUE_GOLD_GRIFF_SKIN_SHOP,GRIFF\nDOURADO
TID_TRUE_SILVER_GRIFF_SKIN,GRIFF PRATEADO
TID_TRUE_SILVER_GRIFF_SKIN_SHOP,GRIFF\nPRATEADO
TID_TRUE_GOLD_EDGAR_SKIN,EDGAR DOURADO
TID_TRUE_GOLD_EDGAR_SKIN_SHOP,EDGAR\nDOURADO
TID_TRUE_SILVER_EDGAR_SKIN,EDGAR PRATEADO
TID_TRUE_SILVER_EDGAR_SKIN_SHOP,EDGAR\nPRATEADO
TID_CAESAR_BRONSON_SKIN,SAM IMPERADOR
TID_CAESAR_BRONSON_SKIN_SHOP,SAM\nIMPERADOR
TID_MECHA_MORIS_SKIN,MORTIS ROBÔ
TID_MECHA_MORTIS_SKIN_SHOP,MORTIS\nROBÔ
TID_DARK_MECHA_MORTIS_SKIN,MORTIS ROBÔ SOMBRIO
TID_DARK_MECHA_MORTIS_SKIN_SHOP,MORTIS\nROBÔ SOMBRIO
TID_LIGHT_MECHA_MORTIS_SKIN,MORTIS ROBÔ CINTILANTE
TID_LIGHT_MECHA_MORTIS_SKIN_SHOP,MORTIS\nROBÔ CINTILANTE
TID_OUTLAW_LOLA_SKIN,LOLA FORA DA LEI
TID_OUTLAW_LOLA_SKIN_SHOP,LOLA\nFORA DA LEI
TID_OUTLAW_CROW,CORVO CAVEIRA
TID_OUTLAW_CROW_SKIN_SHOP,CORVO\nCAVEIRA
TID_OUTLAW_POCO_SKIN,POCO BANDIDO
TID_OUTLAW_POCO_SKIN_SHOP,POCO\nBANDIDO
TID_BROKER_PAM_SKIN,PAM INVESTIDORA
TID_BROKER_PAM_SKIN_SHOP,PAM\nINVESTIDORA
TID_MOON_FESTIVAL_SQUEAK_SKIN,SQUEAK COELHO LUNAR
TID_MOON_FESTIVAL_SQUEAK_SKIN_SHOP,SQUEAK\nCOELHO LUNAR
TID_BRAWLOWEEN_LEON_SKIN,LEON FANTASMA
TID_BRAWLOWEEN_LEON_SKIN_SHOP,LEON\nFANTASMA
TID_HINT_45,Use o código de criador na loja.
TID_HINT_46,Entre no jogo todo dia para receber presentes!
TID_HINT_47,Passar a bola para os inimigos em Fute-brawl pode ser uma boa estratégia para que eles gastem munição!
TID_HINT_48,Use reações e sprays no jogo para se expressar.
TID_HINT_49,"Cercas são como muros, mas você pode atirar nos inimigos através delas!"
TID_HINT_50,Trabalho em equipe é a melhor solução!
TID_HINT_51,Não curtiu a configuração dos comandos? Você pode mudá-la com a opção TESTAR na página de um Brawler.
TID_HINT_52,"Em Fute-brawl, você pode usar o Super para dar um superchute!"
TID_HINT_53,"Quando estiver com muitas gemas em Pique-gema, priorize a defesa em vez do ataque."
TID_HINT_54,"Se os seus aliados tiverem sido eliminados, espere que eles voltem para atacarem juntos!"
TID_HINT_55,Use batalhas amistosas para praticar.
TID_HINT_56,Alguns Brawlers têm atributos específicos! Confira a tela de estatísticas dos Brawlers.
TID_HINT_57,"Em Combate duplo, colete cubos de energia enquanto seu aliado ainda estiver na batalha."
TID_HINT_58,Use a opção \qProcurar uma equipe\q nos desafios!
TID_HINT_59,Cuidado com as minas do Bo. Elas podem estar em qualquer lugar!
TID_HINT_60,O Super do Lou é ótimo para controlar áreas. Use-o em partes estratégicas do mapa!
TID_HINT_61,O dano causado pela Jessie diminui cada vez que seu ataque ricocheteia de um inimigo ao outro.
