"TID","AR"
"TID_ITEM_RARITY_0",
"TID_ITEM_RARITY_1",
"TID_ITEM_RARITY_2",
"TID_ITEM_RARITY_3",
"TID_ITEM_RARITY_4",
"TID_HERO_INFO_CRAFT_UPGRADE",
"TID_SPEC_ABI_BERSERKER_DESC",
"TID_SPEC_ABI_CACTUS_HEAL_DESC",
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC",
"TID_SPEC_ABI_REPAIR_TURRET_DESC",
"TID_SPEC_ABI_PET_LIFESTEAL_DESC",
"TID_SPEC_ABI_STEAL_SOULS_DESC",
"TID_SPEC_ABI_SPOT_DESC",
"TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC",
"TID_SPEC_ABI_SPEED_DESC",
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC",
"TID_SPEC_BURN_DESC",
"TID_SPEC_CRIPPLE_DESC",
"TID_BATTLE_ROYALE_TEAM_1",
"TID_GAME_MODE_9",
"TID_GAME_MODE_9_DESC",
"TID_SPEC_ABI_BARREL_DEFENSE_DESC",
"TID_TEAMS_POPUP_TITLE",
"TID_TEAMS_POPUP_SEARCH",
"TID_TEAMS_POPUP_CREATE",
"TID_TEAM_SEARCH_POPUP_TITLE",
"TID_TEAM_SEARCH_POPUP_SEARCH",
"TID_TEAM_ERROR_22",
"TID_TEAM_ERROR_23",
"TID_TEAM_NO_MEMBER",
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL",
"TID_LEADERBOARD_TITLE",
"TID_RANK_POPUP_TITLE",
"TID_RANK_POPUP_TOTAL_INFO",
"TID_RANK_POPUP_NEXT_RANK",
"TID_RANK_POPUP_MAX_RANK",
"TID_RANK_POPUP_RANK_BONUS",
"TID_RANK_POPUP_SEASON_REWARD",
"TID_RANK_POPUP_SEASON_END",
"TID_RANK_POPUP_SEASON_END_INFO",
"TID_TEAM_TOGGLE_PRACTISE_BLOCKED",
"TID_SOCIAL_TAB_CLANS",
"TID_SOCIAL_TAB_FRIENDS",
"TID_PLAYER_INFO_WINS_AMOUNT",
"TID_PLAYER_INFO_STATS_HEADER",
"TID_PLAYER_STAT_10",
"TID_TEAM_AD_BUTTON_SUBLABEL",
"TID_TEAM_MEMBER_STATUS_5",
"TID_HERO_INFO_SKIN_OWNED",
"TID_HERO_INFO_PINPOWER_TOOLTIP",
"TID_HERO_INFO_ITEM_PINPOWER_TOOLTIP",
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED",
"TID_CHANGE_NAME_TITLE",
"TID_SETTINGS_PLAYERNAME_CURRENT",
"TID_SETTINGS_PLAYERNAME_ENTERNEW",
"TID_ERROR_NAMES_DONT_MATCH",
"TID_CONTINUE",
"TID_NAMECHANGE_WARNING",
"TID_CONFIRM",
"TID_INVALID_NAME",
"TID_SETTINGS_PLAYERNAME_REENTERNEW",
"TID_NAME_ALREADY_CHANGED",
"TID_NAME_CHANGE_ALREADY_USED",
"TID_NAME_CHANGED_SUCCESS",
"TID_NAME_CHANGE_IN_PROGRESS",
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW",
"TID_CONFIRM_CONFIRM",
"TID_CONFIRM_WORD",
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW",
"TID_BUTTON_CONFIRM",
"TID_EVENTS_EVENT_LOCKED",
"TID_EVENTS_X_BRAWLERS_NEEDED",
"TID_EVENT_LIST_WELCOME",
"TID_SEASON_END_POPUP_TITLE",
"TID_SEASON_END_POPUP_REWARD",
"TID_SEASON_END_POPUP_GOLD_VALUE_WITH_BOOST",
"TID_SEASON_END_POPUP_GOLD_VALUE",
"TID_GATCHA_BUTTON_BOX_STACK_FULL",
"TID_HERO_INFO_ITEM_LOCKED",
"TID_HERO_INFO_ITEM_OWNED",
"TID_HERO_INFO_ITEM_SET_LABEL",
"TID_COOP_2",
"TID_BOSS_2",
"TID_BARRELBOT_DEFAULT_SKIN",
"TID_SHOTGUN_DEFAULT_SKIN_DESC",
"TID_SHOTGUN_BANDITA_SKIN_DESC",
"TID_GUNSLINGER_DEFAULT_SKIN_DESC",
"TID_GUNSLINGER_ROCKSTAR_SKIN_DESC",
"TID_BULL_DEFAULT_SKIN_DESC",
"TID_BULL_HAIR_SKIN_DESC",
"TID_ROCKET_DEFAULT_SKIN_DESC",
"TID_ROCKET_BEACH_SKIN_DESC",
"TID_TNT_DEFAULT_SKIN_DESC",
"TID_LUCHADOR_DEFAULT_SKIN_DESC",
"TID_LUCHADOR_RUDO_SKIN_DESC",
"TID_LUCHADOR_KING_SKIN_DESC",
"TID_TRICKSHOT_DEFAULT_SKIN_DESC",
"TID_TRICKSHOT_GOLD_SKIN_DESC",
"TID_CACTUS_DEFAULT_SKIN_DESC",
"TID_CACTUS_PINK_SKIN_DESC",
"TID_BARKEEP_DEFAULT_SKIN_DESC",
"TID_BARKEEP_GOLD_SKIN_DESC",
"TID_MECHANIC_DEFAULT_SKIN_DESC",
"TID_SHAMAN_DEFAULT_SKIN_DESC",
"TID_SHAMAN_PANDA_SKIN_DESC",
"TID_UNDERTAKER_DEFAULT_SKIN_DESC",
"TID_CROW_DEFAULT_SKIN_DESC",
"TID_CROW_WHITE_SKIN_DESC",
"TID_DEADMARIACHI_DEFAULT_SKIN_DESC",
"TID_BOW_DEFAULT_SKIN_DESC",
"TID_SNIPER_DEFAULT_SKIN_DESC",
"TID_MINIGUN_DEFAULT_SKIN_DESC",
"TID_BARRELBOT_DEFAULT_SKIN_DESC",
"TID_BLACKHOLE_DEFAULT_SKIN_DESC",
"TID_BEAR_DAMAGE",
"TID_BEAR_HEALTH",
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM",
"TID_RARITY_NAME_0",
"TID_BOUNTY_1",
